SOD,pass,Computed_X,Computed_Y,Computed_Z,REF_X,REF_Y,REF_Z,DiffX_mm,DiffY_mm,DiffZ_mm,dE_mm,dN_mm,dU_mm,3D_mm,N,WL_fixed,NL_fixed,ZHD_m,ZWD_m,ZTD_m,CodeRMS_mm,PhsRMS_mm
3180.0,FWD,1337935.2988,6070317.3960,1427877.9182,1337935.5599,6070317.2377,1427877.5071,-261.147,+158.272,+411.072,+289.093,+378.342,+188.443,512.082,9,2,0,2.0909,0.1199,2.2108,839.12,959.003
3210.0,FWD,1337935.3000,6070317.4203,1427877.9086,1337935.5599,6070317.2377,1427877.5071,-259.854,+182.616,+401.483,+293.069,+363.580,+209.715,511.919,9,2,0,2.0909,0.1199,2.2108,971.09,1016.618
3240.0,FWD,1337935.2926,6070317.4359,1427877.9003,1337935.5599,6070317.2377,1427877.5071,-267.322,+198.161,+393.167,+303.709,+352.420,+221.066,515.082,9,2,0,2.0909,0.1199,2.2108,2605.42,941.893
3270.0,FWD,1337935.2888,6070317.4475,1427877.8928,1337935.5599,6070317.2377,1427877.5071,-271.099,+209.835,+385.686,+309.910,+342.746,+229.696,516.023,10,2,0,2.0909,0.1199,2.2108,2880.27,3440.586
3300.0,FWD,1337935.2762,6070317.4556,1427877.9014,1337935.5599,6070317.2377,1427877.5071,-283.738,+217.859,+394.315,+323.979,+350.001,+236.624,532.404,10,2,0,2.0909,0.1199,2.2108,2328.92,3442.944
3330.0,FWD,1337935.2707,6070317.4491,1427877.8971,1337935.5599,6070317.2377,1427877.5071,-289.221,+211.409,+389.990,+327.946,+347.472,+228.363,529.561,9,2,0,2.0909,0.1199,2.2108,1128.32,1147.955
3360.0,FWD,1337935.2816,6070317.4608,1427877.8892,1337935.5599,6070317.2377,1427877.5071,-278.331,+223.058,+382.128,+319.818,+336.721,+239.959,522.728,9,2,0,2.0909,0.1199,2.2108,1036.53,1099.981
3390.0,FWD,1337935.2861,6070317.4651,1427877.8767,1337935.5599,6070317.2377,1427877.5071,-273.809,+227.402,+369.640,+316.337,+323.379,+242.226,513.144,8,2,0,2.0909,0.1199,2.2108,1054.49,1227.477
3420.0,FWD,1337935.2878,6070317.4542,1427877.8736,1337935.5599,6070317.2377,1427877.5071,-272.115,+216.549,+366.470,+312.348,+322.596,+231.542,505.213,8,2,0,2.0909,0.1199,2.2108,699.52,1111.915
3450.0,FWD,1337935.2827,6070317.4505,1427877.8756,1337935.5599,6070317.2377,1427877.5071,-277.188,+212.816,+368.519,+316.497,+325.660,+227.387,507.868,8,2,0,2.0909,0.1199,2.2108,992.78,1120.826
