SOD,pass,Computed_X,Computed_Y,Computed_Z,REF_X,REF_Y,REF_Z,DiffX_mm,DiffY_mm,DiffZ_mm,dE_mm,dN_mm,dU_mm,3D_mm,N,WL_fixed,NL_fixed,ZHD_m,ZWD_m,ZTD_m,CodeRMS_mm,PhsRMS_mm
0.0,FWD,1337935.6237,6070318.3319,1427877.7786,1337935.5599,6070317.2377,1427877.5071,+63.752,+1094.196,+271.493,+173.257,+20.664,+1115.613,1129.176,11,0,0,2.0909,0.1197,2.2105,3300.63,1184.138
30.0,FWD,1337935.6217,6070317.8383,1427877.9128,1337935.5599,6070317.2377,1427877.5071,+61.759,+600.633,+405.709,+68.969,+260.124,+675.835,727.443,12,0,0,2.0909,0.1197,2.2105,2779.59,222.091
60.0,FWD,1337935.9651,6070318.1313,1427878.3070,1337935.5599,6070317.2377,1427877.5071,+405.190,+893.633,+799.908,-203.347,+563.064,+1115.447,1265.943,12,0,0,2.0909,0.1201,2.2110,3075.66,346.000
90.0,FWD,1337936.1225,6070318.2761,1427878.4774,1337935.5599,6070317.2377,1427877.5071,+562.551,+1038.441,+970.314,-325.851,+689.594,+1324.618,1528.506,12,0,0,2.0909,0.1204,2.2112,2891.79,103.231
120.0,FWD,1337935.9717,6070318.2998,1427878.4078,1337935.5599,6070317.2377,1427877.5071,+411.829,+1062.131,+900.717,-173.563,+623.884,+1299.870,1452.246,12,0,0,2.0909,0.1206,2.2114,2833.81,93.519
150.0,FWD,1337935.8195,6070318.2621,1427878.3783,1337935.5599,6070317.2377,1427877.5071,+259.556,+1024.409,+871.217,-32.979,+610.827,+1225.400,1369.600,12,0,0,2.0909,0.1205,2.2114,2901.79,68.270
180.0,FWD,1337935.8229,6070318.1295,1427878.4021,1337935.5599,6070317.2377,1427877.5071,+263.023,+891.775,+894.989,-64.912,+663.003,+1105.289,1290.523,12,0,0,2.0909,0.1205,2.2113,2835.02,105.727
210.0,FWD,1337935.8547,6070318.0856,1427878.3898,1337935.5599,6070317.2377,1427877.5071,+294.845,+847.874,+882.672,-105.437,+659.119,+1067.417,1258.941,12,0,0,2.0909,0.1204,2.2112,2947.71,51.979
240.0,FWD,1337935.8180,6070318.0265,1427878.3312,1337935.5599,6070317.2377,1427877.5071,+258.110,+788.788,+824.117,-82.281,+616.852,+990.303,1169.605,12,0,0,2.0909,0.1204,2.2112,2919.07,58.275
270.0,FWD,1337935.7844,6070317.9864,1427878.2887,1337935.5599,6070317.2377,1427877.5071,+224.501,+748.650,+781.591,-58.099,+585.881,+935.484,1105.334,12,0,0,2.0909,0.1203,2.2112,2893.27,67.201
300.0,FWD,1337935.7493,6070318.0656,1427878.3479,1337935.5599,6070317.2377,1427877.5071,+189.440,+827.861,+840.772,-6.811,+627.811,+1016.831,1195.048,12,0,0,2.0909,0.1203,2.2111,3031.24,65.459
330.0,FWD,1337935.7542,6070318.0011,1427878.3357,1337935.5599,6070317.2377,1427877.5071,+194.251,+763.420,+828.562,-25.380,+629.861,+953.776,1143.267,11,0,0,2.0909,0.1202,2.2111,3077.52,105.095
360.0,FWD,1337935.7307,6070318.0134,1427878.3222,1337935.5599,6070317.2377,1427877.5071,+170.824,+775.678,+815.118,+0.137,+615.202,+957.497,1138.101,11,0,0,2.0909,0.1201,2.2110,3084.68,76.308
390.0,FWD,1337935.7425,6070318.0010,1427878.3040,1337935.5599,6070317.2377,1427877.5071,+182.557,+763.257,+796.860,-13.995,+599.577,+944.026,1118.425,11,0,0,2.0909,0.1201,2.2110,3041.68,70.456
420.0,FWD,1337935.7132,6070318.0699,1427878.2984,1337935.5599,6070317.2377,1427877.5071,+153.317,+832.199,+791.289,+29.399,+580.398,+1002.234,1158.533,11,0,0,2.0909,0.1202,2.2110,3154.27,70.723
450.0,FWD,1337935.6850,6070318.0721,1427878.2647,1337935.5599,6070317.2377,1427877.5071,+125.107,+834.394,+757.638,+57.420,+548.498,+990.825,1133.967,11,0,0,2.0909,0.1202,2.2111,3057.56,43.980
480.0,FWD,1337935.6446,6070318.0005,1427878.2408,1337935.5599,6070317.2377,1427877.5071,+84.697,+762.844,+733.658,+81.483,+542.837,+908.871,1061.771,12,0,0,2.0909,0.1202,2.2111,2936.07,109.921
510.0,FWD,1337935.6027,6070317.9736,1427878.2476,1337935.5599,6070317.2377,1427877.5071,+42.816,+735.888,+740.547,+116.581,+557.511,+875.994,1044.880,12,0,0,2.0909,0.1202,2.2111,2935.65,31.560
540.0,FWD,1337935.6032,6070317.8959,1427878.1981,1337935.5599,6070317.2377,1427877.5071,+43.320,+658.240,+691.016,+99.375,+526.314,+791.062,955.333,12,0,0,2.0909,0.1202,2.2110,2882.26,70.427
570.0,FWD,1337935.6417,6070317.8388,1427878.1553,1337935.5599,6070317.2377,1427877.5071,+81.791,+601.069,+648.212,+49.500,+495.325,+735.089,887.780,12,0,0,2.0909,0.1202,2.2110,2842.08,52.599
600.0,FWD,1337935.6511,6070317.8092,1427878.1229,1337935.5599,6070317.2377,1427877.5071,+91.161,+571.533,+615.829,+33.992,+469.819,+701.656,845.107,12,0,0,2.0909,0.1200,2.2109,3047.44,44.170
630.0,FWD,1337935.6700,6070317.8613,1427878.1308,1337935.5599,6070317.2377,1427877.5071,+110.143,+623.565,+623.677,+26.655,+465.096,+756.911,888.785,12,0,0,2.0909,0.1200,2.2109,2938.13,40.673
660.0,FWD,1337935.6842,6070317.9670,1427878.1685,1337935.5599,6070317.2377,1427877.5071,+124.321,+729.307,+661.405,+35.569,+477.900,+868.992,992.371,11,0,0,2.0909,0.1200,2.2108,3151.86,127.793
690.0,FWD,1337935.7018,6070318.0028,1427878.1833,1337935.5599,6070317.2377,1427877.5071,+141.944,+765.108,+676.220,+26.065,+483.602,+910.089,1030.927,11,0,0,2.0909,0.1199,2.2108,3111.68,55.496
720.0,FWD,1337935.7192,6070317.9405,1427878.1578,1337935.5599,6070317.2377,1427877.5071,+159.266,+702.793,+650.711,-4.264,+471.620,+848.684,970.932,11,0,0,2.0909,0.1199,2.2107,3026.91,65.531
750.0,FWD,1337935.7137,6070317.8646,1427878.1083,1337935.5599,6070317.2377,1427877.5071,+153.771,+626.858,+601.236,-15.242,+440.392,+764.136,882.089,11,0,0,2.0909,0.1199,2.2108,3049.06,82.704
780.0,FWD,1337935.6863,6070317.8136,1427878.0923,1337935.5599,6070317.2377,1427877.5071,+126.390,+575.890,+585.183,+0.527,+437.293,+706.284,830.700,11,0,0,2.0909,0.1199,2.2107,3052.06,77.039
810.0,FWD,1337935.6762,6070317.7778,1427878.0846,1337935.5599,6070317.2377,1427877.5071,+116.288,+540.077,+577.528,+2.684,+438.205,+668.366,799.215,11,0,0,2.0909,0.1198,2.2107,3086.39,69.299
840.0,FWD,1337935.6796,6070317.7690,1427878.0852,1337935.5599,6070317.2377,1427877.5071,+119.678,+531.323,+578.070,-2.511,+440.495,+660.870,794.224,11,0,0,2.0909,0.1198,2.2107,3042.32,69.954
870.0,FWD,1337935.6623,6070317.7575,1427878.0859,1337935.5599,6070317.2377,1427877.5071,+102.368,+519.847,+578.796,+11.924,+444.567,+646.485,784.682,11,0,0,2.0909,0.1197,2.2106,3122.84,82.063
900.0,FWD,1337935.6420,6070317.7520,1427878.0935,1337935.5599,6070317.2377,1427877.5071,+82.149,+514.254,+586.437,+30.464,+454.223,+638.645,784.292,11,0,0,2.0909,0.1197,2.2106,3162.72,64.695
930.0,FWD,1337935.6479,6070317.7511,1427878.1060,1337935.5599,6070317.2377,1427877.5071,+88.041,+513.424,+598.916,+24.532,+466.278,+641.903,793.761,11,0,0,2.0909,0.1198,2.2106,3170.74,64.139
960.0,FWD,1337935.6380,6070317.7531,1427878.0891,1337935.5599,6070317.2377,1427877.5071,+78.088,+515.369,+581.951,+34.670,+449.803,+637.843,781.261,11,0,0,2.0909,0.1198,2.2106,3131.15,64.925
990.0,FWD,1337935.6358,6070317.7398,1427878.0801,1337935.5599,6070317.2377,1427877.5071,+75.925,+502.138,+573.035,+33.934,+444.133,+622.792,765.686,12,0,0,2.0909,0.1198,2.2106,2969.02,92.911
1020.0,FWD,1337935.6304,6070317.7894,1427878.0937,1337935.5599,6070317.2377,1427877.5071,+70.489,+551.692,+586.620,+49.910,+446.729,+671.861,808.366,12,0,0,2.0909,0.1197,2.2106,3089.60,110.262
1050.0,FWD,1337935.6310,6070317.7810,1427878.0668,1337935.5599,6070317.2377,1427877.5071,+71.106,+543.291,+559.727,+47.498,+422.346,+657.939,783.272,12,0,0,2.0909,0.1196,2.2105,2970.21,82.834
1080.0,FWD,1337935.6299,6070317.7633,1427878.0482,1337935.5599,6070317.2377,1427877.5071,+70.004,+525.593,+541.093,+44.765,+408.138,+636.670,757.582,14,0,0,2.0909,0.1195,2.2104,2739.79,116.141
1110.0,FWD,1337935.6226,6070317.7716,1427878.0507,1337935.5599,6070317.2377,1427877.5071,+62.677,+533.914,+543.590,+53.712,+409.096,+643.614,764.515,14,0,0,2.0909,0.1195,2.2104,2749.78,119.739
1140.0,FWD,1337935.6160,6070317.7433,1427878.0407,1337935.5599,6070317.2377,1427877.5071,+56.088,+505.579,+533.597,+54.048,+405.914,+613.021,737.212,14,0,0,2.0909,0.1195,2.2104,2741.64,76.988
1170.0,FWD,1337935.6173,6070317.7336,1427878.0333,1337935.5599,6070317.2377,1427877.5071,+57.423,+495.917,+526.222,+50.664,+400.790,+602.446,725.356,14,0,0,2.0909,0.1196,2.2105,2707.04,57.131
1200.0,FWD,1337935.6237,6070317.7436,1427878.0365,1337935.5599,6070317.2377,1427877.5071,+63.843,+505.873,+529.411,+46.537,+401.395,+613.984,735.024,14,0,0,2.0909,0.1197,2.2105,2668.76,77.072
1230.0,FWD,1337935.6119,6070317.7291,1427878.0218,1337935.5599,6070317.2377,1427877.5071,+52.004,+491.385,+514.698,+54.981,+390.822,+594.402,713.497,14,0,0,2.0909,0.1197,2.2105,2707.69,72.223
1260.0,FWD,1337935.6044,6070317.7691,1427878.0324,1337935.5599,6070317.2377,1427877.5071,+44.548,+531.423,+525.320,+70.880,+392.723,+633.325,748.570,14,0,0,2.0909,0.1197,2.2105,2677.46,44.596
1290.0,FWD,1337935.6123,6070317.7711,1427878.0300,1337935.5599,6070317.2377,1427877.5071,+52.411,+533.374,+522.930,+63.621,+389.584,+636.292,748.793,14,0,0,2.0909,0.1196,2.2105,2795.87,37.154
1320.0,FWD,1337935.5857,6070317.7513,1427878.0141,1337935.5599,6070317.2377,1427877.5071,+25.761,+513.627,+506.987,+85.396,+379.688,+608.323,722.158,14,0,0,2.0909,0.1197,2.2105,2791.46,35.303
1350.0,FWD,1337935.6012,6070317.7476,1427878.0144,1337935.5599,6070317.2377,1427877.5071,+41.275,+509.894,+507.322,+69.443,+380.084,+608.100,720.466,14,0,0,2.0909,0.1198,2.2106,2716.66,52.674
1380.0,FWD,1337935.6179,6070317.7491,1427878.0119,1337935.5599,6070317.2377,1427877.5071,+57.983,+511.411,+504.826,+53.452,+376.508,+612.485,720.939,14,0,0,2.0909,0.1198,2.2106,2706.44,40.697
1410.0,FWD,1337935.6352,6070317.7427,1427878.0078,1337935.5599,6070317.2377,1427877.5071,+75.290,+504.974,+500.707,+35.165,+373.071,+609.061,715.104,14,0,0,2.0909,0.1198,2.2106,2805.61,51.300
1440.0,FWD,1337935.6476,6070317.7437,1427878.0134,1337935.5599,6070317.2377,1427877.5071,+87.690,+506.032,+506.282,+23.284,+377.669,+613.925,721.166,14,0,0,2.0909,0.1197,2.2106,2751.61,63.855
1470.0,FWD,1337935.6513,6070317.7592,1427878.0193,1337935.5599,6070317.2377,1427877.5071,+91.389,+521.501,+512.171,+23.001,+379.823,+630.745,736.637,14,1,0,2.0909,0.1197,2.2106,3166.52,67.540
1500.0,FWD,1337935.6669,6070317.7365,1427878.0045,1337935.5599,6070317.2377,1427877.5071,+106.956,+498.762,+497.357,+2.905,+369.639,+609.037,712.438,14,4,0,2.0909,0.1197,2.2106,3193.63,49.953
