SOD,pass,dE_mm,dN_mm,dU_mm,3D_mm,N,WL_fixed,NL_fixed,ZWD_m,CodeRMS_mm,PhsRMS_mm
2010.0,FWD,+5.447,+2.346,-340.899,340.951,13,5,0,0.1177,2741.41,1030.764
2040.0,FWD,+5.723,+2.416,-341.517,341.574,13,5,0,0.1177,2571.04,837.555
2070.0,FWD,+6.207,+2.442,-341.411,341.477,13,5,0,0.1177,2858.59,839.547
2100.0,FWD,+19.622,+0.666,-329.411,329.996,13,5,0,0.1174,2474.09,855.611
2130.0,FWD,+19.831,+0.629,-329.595,330.192,13,5,0,0.1175,2463.53,860.241
2160.0,FWD,+20.127,+0.633,-329.801,330.415,14,5,0,0.1175,2472.65,908.021
2190.0,FWD,+20.411,+0.698,-329.932,330.563,14,5,0,0.1175,2741.55,863.769
2220.0,FWD,+31.580,-9.704,-313.920,315.654,14,5,0,0.1158,3039.14,890.130
2250.0,FWD,+31.660,-9.611,-314.142,315.880,15,5,0,0.1158,2712.12,876.731
2280.0,FWD,+32.460,-9.565,-314.624,316.438,15,5,0,0.1159,3204.64,845.472
2310.0,FWD,+33.018,-9.452,-315.068,316.934,15,5,0,0.1159,3171.51,821.929
2340.0,FWD,+33.488,-9.336,-315.467,317.377,14,5,0,0.1160,2850.90,914.580
2370.0,FWD,+48.824,-15.057,-285.573,290.108,15,5,0,0.1158,2613.60,934.215
2400.0,FWD,+48.968,-15.034,-285.896,290.448,15,5,0,0.1158,2359.73,939.689
2430.0,FWD,+48.868,-14.990,-286.204,290.733,15,5,0,0.1159,2249.29,929.113
2460.0,FWD,+49.232,-14.639,-285.882,290.459,15,5,0,0.1160,2389.95,933.927
2490.0,FWD,+48.979,-10.003,-286.332,290.663,14,5,0,0.1157,2416.15,817.142
2520.0,FWD,+48.868,-9.959,-286.547,290.855,14,5,0,0.1157,2790.47,872.461
2550.0,FWD,+48.889,-9.922,-286.637,290.945,14,5,0,0.1158,3318.53,832.273
2580.0,FWD,+48.652,-9.890,-286.690,290.957,14,5,0,0.1158,3309.34,886.792
2610.0,FWD,+48.781,-9.813,-287.054,291.335,14,5,0,0.1158,3003.70,842.041
2640.0,FWD,+48.854,-9.715,-287.333,291.618,14,5,0,0.1159,3184.31,878.923
2670.0,FWD,+48.600,-9.707,-287.322,291.565,14,5,0,0.1159,2732.75,856.190
2700.0,FWD,+48.274,-9.731,-287.418,291.607,14,5,0,0.1159,2668.63,835.630
2730.0,FWD,+48.456,-9.686,-287.788,291.999,14,5,0,0.1160,2558.01,878.180
2760.0,FWD,+48.451,-9.659,-288.000,292.207,14,5,0,0.1160,2592.95,929.060
2790.0,FWD,+48.880,-9.676,-288.260,292.535,14,5,0,0.1161,2842.00,928.248
2820.0,FWD,+49.356,-9.627,-288.682,293.029,14,5,0,0.1161,2695.47,859.209
2850.0,FWD,+49.539,-9.597,-288.934,293.307,14,5,0,0.1162,2904.29,850.823
2880.0,FWD,+49.516,-9.611,-289.158,293.525,14,5,0,0.1162,3017.50,918.968
2910.0,FWD,+49.286,-9.554,-289.183,293.509,14,5,0,0.1162,2721.39,828.252
2940.0,FWD,+49.530,-9.556,-289.437,293.800,14,5,0,0.1163,2564.51,878.268
2970.0,FWD,+49.389,-9.525,-289.632,293.968,14,5,0,0.1163,2495.90,905.211
3000.0,FWD,+49.384,-9.519,-289.745,294.077,13,5,0,0.1163,2653.98,847.761
3030.0,FWD,+49.497,-9.538,-289.868,294.218,14,5,0,0.1164,2175.54,814.854
3060.0,FWD,+49.715,-9.537,-289.998,294.383,14,5,0,0.1164,3000.37,854.532
3090.0,FWD,+49.965,-9.551,-290.189,294.614,14,5,0,0.1164,3135.56,871.381
3120.0,FWD,+50.058,-9.613,-290.234,294.677,13,5,0,0.1165,3701.11,885.792
3150.0,FWD,+54.568,-13.954,-296.274,301.580,14,5,0,0.1156,3296.52,1074.125
3180.0,FWD,+54.865,-13.936,-296.530,301.884,13,5,0,0.1156,2384.89,1025.360
3210.0,FWD,+55.009,-13.945,-296.684,302.062,13,5,0,0.1156,2299.56,1034.733
3240.0,FWD,+55.285,-13.956,-296.871,302.298,13,5,0,0.1157,2995.72,1044.851
3270.0,FWD,+55.512,-13.955,-297.058,302.523,14,5,0,0.1157,3209.36,1030.973
3300.0,FWD,+40.059,-14.276,-296.043,299.082,14,5,0,0.1159,2885.89,844.037
3330.0,FWD,+40.265,-14.239,-296.323,299.385,13,5,0,0.1159,2261.02,895.426
3360.0,FWD,+41.503,-10.941,-301.878,304.914,13,5,0,0.1168,2284.38,889.237
3390.0,FWD,+42.757,-10.529,-304.554,307.721,12,5,0,0.1172,2601.11,927.196
3420.0,FWD,+42.841,-10.486,-304.718,307.894,12,5,0,0.1172,2351.82,911.803
3450.0,FWD,+42.580,-10.731,-305.405,308.546,12,5,0,0.1174,2465.07,900.178
3480.0,FWD,+42.611,-10.720,-305.481,308.625,12,5,0,0.1175,2207.32,879.859
3510.0,FWD,+42.554,-10.706,-305.538,308.673,12,5,0,0.1175,2219.89,867.859
3540.0,FWD,+42.444,-10.677,-305.565,308.684,12,5,0,0.1175,2293.14,924.474
3570.0,FWD,+42.437,-10.652,-305.665,308.781,12,5,0,0.1175,2348.85,915.029
3600.0,FWD,+42.427,-10.629,-305.713,308.826,12,5,0,0.1175,2436.93,919.707
3630.0,FWD,+42.359,-10.601,-305.722,308.825,12,5,0,0.1175,2330.84,849.580
3660.0,FWD,+42.374,-10.574,-305.825,308.928,12,5,0,0.1176,2457.90,856.986
3690.0,FWD,+42.492,-10.555,-305.948,309.065,12,5,0,0.1176,2386.07,912.741
3720.0,FWD,+42.587,-10.556,-306.046,309.175,12,5,0,0.1176,2201.23,907.245
3750.0,FWD,+44.061,-13.194,-295.538,299.096,12,5,0,0.1169,2363.68,977.300
3780.0,FWD,+44.223,-13.150,-295.741,299.318,12,6,0,0.1169,3130.83,1044.188
3810.0,FWD,+44.319,-13.140,-295.867,299.456,11,6,0,0.1169,2232.83,894.938
3840.0,FWD,+45.289,-13.234,-283.218,287.121,11,6,0,0.1148,2355.69,910.432
3870.0,FWD,+45.511,-13.202,-283.422,287.356,11,6,0,0.1149,2652.88,892.923
3900.0,FWD,+45.824,-13.190,-283.668,287.648,11,6,0,0.1149,2665.18,937.885
3930.0,FWD,+45.813,-13.193,-283.760,287.737,11,6,0,0.1149,2855.19,982.453
3960.0,FWD,+45.911,-13.168,-283.949,287.938,11,6,0,0.1150,2701.58,890.748
3990.0,FWD,+45.759,-13.131,-284.022,287.984,11,6,0,0.1150,2598.54,922.034
4020.0,FWD,+45.893,-13.100,-284.246,288.225,11,6,0,0.1150,2382.90,977.297
4050.0,FWD,+46.037,-13.050,-284.420,288.417,11,6,0,0.1151,2365.37,924.528
4080.0,FWD,+42.203,-15.147,-273.245,276.900,11,6,0,0.1126,2370.72,919.334
4110.0,FWD,+43.943,-18.689,-264.098,268.380,11,6,0,0.1109,2519.78,920.015
4140.0,FWD,+44.026,-18.668,-264.364,268.654,11,6,0,0.1110,2468.39,899.584
4170.0,FWD,+46.373,-19.231,-268.064,272.724,11,6,0,0.1112,2279.82,921.118
4200.0,FWD,+45.403,-17.898,-273.474,277.794,11,6,0,0.1115,2752.73,965.359
4230.0,FWD,+45.370,-17.915,-273.605,277.919,12,6,0,0.1116,2634.67,906.355
4260.0,FWD,+45.439,-17.902,-273.797,278.118,12,6,0,0.1116,2668.83,893.284
4290.0,FWD,+45.574,-17.849,-274.092,278.428,12,6,0,0.1117,2631.55,922.316
4320.0,FWD,+45.728,-17.820,-274.349,278.704,12,6,0,0.1117,2396.12,895.000
4350.0,FWD,+45.811,-17.802,-274.567,278.931,12,6,0,0.1118,2519.79,922.984
4380.0,FWD,+45.558,-17.781,-274.604,278.925,12,6,0,0.1118,2291.21,853.040
4410.0,FWD,+45.314,-17.745,-274.692,278.969,12,6,0,0.1119,2680.81,851.034
4440.0,FWD,+45.217,-17.747,-274.819,279.079,12,6,0,0.1119,2797.83,853.263
4470.0,FWD,+45.596,-21.265,-261.346,266.144,12,6,0,0.1113,2527.93,921.940
4500.0,FWD,+45.445,-21.249,-261.436,266.205,12,6,0,0.1114,2788.90,864.635
4530.0,FWD,+45.457,-21.245,-261.580,266.349,12,6,0,0.1114,2380.93,867.689
4560.0,FWD,+44.408,-21.396,-260.916,265.532,12,6,0,0.1114,2786.02,883.916
4590.0,FWD,+44.425,-21.382,-261.110,265.724,12,6,0,0.1115,2827.28,1110.991
4620.0,FWD,+44.468,-21.375,-261.250,265.868,12,6,0,0.1115,2829.69,1041.051
4650.0,FWD,+44.449,-21.376,-261.390,266.002,12,7,0,0.1116,2784.25,900.913
4680.0,FWD,+44.584,-21.351,-261.604,266.234,12,7,0,0.1116,2596.42,852.613
4710.0,FWD,+44.746,-21.331,-261.803,266.454,12,7,0,0.1117,2969.30,911.103
4740.0,FWD,+44.935,-21.296,-262.012,266.689,12,7,0,0.1118,2893.60,897.585
4770.0,FWD,+45.037,-21.281,-262.156,266.846,12,7,0,0.1118,2872.67,852.103
4800.0,FWD,+45.064,-21.309,-262.261,266.957,12,6,0,0.1119,2817.30,939.403
4830.0,FWD,+45.157,-21.333,-262.418,267.128,12,6,0,0.1119,2581.95,894.360
4860.0,FWD,+45.147,-21.313,-262.567,267.271,12,6,0,0.1120,2696.45,893.321
4890.0,FWD,+45.133,-21.278,-262.716,267.413,12,6,0,0.1120,3080.86,957.568
4920.0,FWD,+45.288,-21.249,-262.923,267.640,12,6,0,0.1121,3034.51,977.318
4950.0,FWD,+43.854,-25.547,-245.791,250.976,12,6,0,0.1115,3077.07,963.121
4980.0,FWD,+43.746,-25.525,-245.910,251.072,12,6,0,0.1116,2914.39,965.436
5010.0,FWD,+40.490,-23.272,-253.465,257.732,12,6,0,0.1119,3112.96,920.726
5040.0,FWD,+40.546,-23.230,-253.618,257.887,12,6,0,0.1119,2870.66,897.200
5070.0,FWD,+40.973,-26.268,-241.438,246.295,12,6,0,0.1116,2767.97,947.406
5100.0,FWD,+40.926,-26.260,-241.576,246.422,12,6,0,0.1116,2872.33,990.121
5130.0,FWD,+38.369,-5.032,-211.659,215.168,12,6,0,0.1083,2872.30,913.685
5160.0,FWD,+38.451,-5.019,-211.844,215.364,12,6,0,0.1084,2704.84,930.453
5190.0,FWD,+35.006,+2.038,-200.467,203.510,12,6,0,0.1069,2660.87,922.807
5220.0,FWD,+35.440,+1.219,-198.186,201.333,12,6,0,0.1070,2795.95,955.986
5250.0,FWD,+35.375,+1.238,-198.324,201.458,12,6,0,0.1071,2856.50,950.418
5280.0,FWD,+35.338,+1.257,-198.479,201.604,12,6,0,0.1071,2971.51,938.338
5310.0,FWD,+49.838,-29.690,-173.579,183.017,12,6,0,0.1020,2527.30,881.337
5340.0,FWD,+49.954,-29.665,-173.824,183.276,11,6,0,0.1021,2423.36,890.937
5370.0,FWD,+50.117,-29.636,-174.089,183.567,11,6,0,0.1022,2478.11,972.023
5400.0,FWD,+37.159,-37.366,-156.209,164.858,11,6,0,0.1009,2532.42,915.315
5430.0,FWD,+37.248,-37.358,-156.434,165.090,11,6,0,0.1010,2349.17,893.858
5460.0,FWD,+37.261,-37.351,-156.629,165.276,11,6,0,0.1011,2221.74,886.397
5490.0,FWD,+37.107,-37.365,-156.773,165.381,11,6,0,0.1012,2101.19,927.892
5520.0,FWD,+37.040,-37.365,-156.936,165.521,11,6,0,0.1013,2057.67,895.692
5550.0,FWD,+37.144,-37.344,-157.169,165.760,11,6,0,0.1014,2426.32,924.058
5580.0,FWD,+34.769,-43.364,-145.454,155.712,11,6,0,0.0995,2482.54,912.152
5610.0,FWD,+32.110,-39.352,-156.980,164.992,11,6,0,0.0986,2883.75,946.967
5640.0,FWD,+32.310,-39.331,-157.246,165.279,11,6,0,0.0987,2311.81,895.646
5670.0,FWD,+32.425,-39.315,-157.493,165.533,11,6,0,0.0988,2520.39,910.263
5700.0,FWD,+32.494,-39.303,-157.718,165.758,11,6,0,0.0989,2380.13,942.458
5730.0,FWD,+32.449,-39.308,-157.903,165.926,11,6,0,0.0990,2452.81,890.882
5760.0,FWD,+32.435,-39.304,-158.095,166.105,11,6,0,0.0991,2714.36,943.716
5790.0,FWD,+32.487,-39.298,-158.303,166.312,11,6,0,0.0992,2621.50,900.233
5820.0,FWD,+32.591,-39.287,-158.529,166.544,11,6,0,0.0994,2441.50,931.086
5850.0,FWD,+32.535,-36.735,-165.236,172.369,11,6,0,0.0988,2553.25,936.733
5880.0,FWD,+32.658,-36.706,-165.475,172.615,11,6,0,0.0989,2456.95,918.279
5910.0,FWD,+32.855,-36.669,-165.741,172.899,11,6,0,0.0990,2479.14,900.479
5940.0,FWD,+33.018,-36.650,-165.982,173.157,11,6,0,0.0991,2514.10,882.917
5970.0,FWD,+33.138,-36.623,-166.217,173.400,11,6,0,0.0992,2619.31,880.518
6000.0,FWD,+42.912,-29.662,-174.216,181.859,11,6,0,0.0984,2490.56,927.285
6030.0,FWD,+42.878,-29.661,-174.400,182.027,11,6,0,0.0985,2168.39,877.499
6060.0,FWD,+42.941,-29.653,-174.605,182.236,11,6,0,0.0986,2520.28,906.612
6090.0,FWD,+42.860,-29.658,-174.757,182.364,11,6,0,0.0987,2574.19,909.347
6120.0,FWD,+42.708,-29.664,-174.898,182.464,11,6,0,0.0988,2225.91,883.916
6150.0,FWD,+42.743,-29.648,-175.102,182.665,11,6,0,0.0989,2501.26,1064.939
6180.0,FWD,+42.817,-29.622,-175.314,182.882,11,6,0,0.0990,2562.98,990.903
6210.0,FWD,+44.059,-23.148,-179.043,185.832,11,6,0,0.0978,2465.87,930.584
6240.0,FWD,+44.193,-23.121,-179.270,186.079,11,6,0,0.0979,2418.31,879.449
6270.0,FWD,+44.295,-23.102,-179.487,186.309,11,6,0,0.0980,2375.73,880.976
6300.0,FWD,+44.240,-23.089,-179.661,186.463,11,6,0,0.0981,2286.82,898.482
6330.0,FWD,+13.393,-35.494,-165.357,169.653,11,6,0,0.0945,2554.13,917.859
6360.0,FWD,+13.437,-35.477,-165.582,169.872,11,6,0,0.0946,2428.36,914.504
6390.0,FWD,+13.481,-35.463,-165.796,170.081,11,6,0,0.0947,2336.39,888.570
6420.0,FWD,+13.520,-35.452,-166.012,170.292,11,6,0,0.0948,2220.35,886.688
6450.0,FWD,+6.861,-42.074,-152.298,158.151,11,6,0,0.0918,2196.54,916.045
6480.0,FWD,+6.882,-42.060,-152.525,158.368,11,6,0,0.0920,2324.18,885.106
6510.0,FWD,+0.389,-47.288,-145.241,152.745,11,6,0,0.0911,2652.15,916.190
6540.0,FWD,+0.325,-47.288,-145.439,152.934,11,6,0,0.0912,2337.38,942.380
6570.0,FWD,+0.290,-47.291,-145.644,153.129,11,6,0,0.0913,2435.31,996.296
6600.0,FWD,+0.287,-47.294,-145.850,153.327,11,6,0,0.0915,2561.50,1030.652
6630.0,FWD,+0.315,-47.293,-146.061,153.527,11,6,0,0.0916,2683.12,905.466
6660.0,FWD,+0.285,-47.298,-146.260,153.718,11,6,0,0.0917,2360.18,946.724
6690.0,FWD,+0.283,-47.299,-146.463,153.911,11,6,0,0.0918,2365.21,956.511
6720.0,FWD,+0.301,-47.298,-146.673,154.111,11,6,0,0.0920,2300.99,917.811
6750.0,FWD,+0.325,-47.300,-146.886,154.314,11,6,0,0.0921,2384.98,901.709
6780.0,FWD,+0.316,-47.306,-147.085,154.505,11,6,0,0.0922,2204.26,878.234
6810.0,FWD,-8.199,-59.382,-151.603,163.024,11,6,0,0.0920,2356.49,918.896
6840.0,FWD,-8.228,-59.388,-151.786,163.198,11,6,0,0.0922,2205.53,885.018
6870.0,FWD,-8.285,-59.396,-151.962,163.368,11,6,0,0.0923,2385.83,941.114
6900.0,FWD,-8.331,-59.405,-152.134,163.533,11,6,0,0.0924,2666.93,881.206
6930.0,FWD,-15.247,-57.684,-160.999,171.699,11,6,0,0.0854,2681.93,920.063
6960.0,FWD,-15.188,-57.687,-161.250,171.930,11,6,0,0.0855,2683.87,898.741
6990.0,FWD,-15.208,-57.690,-161.483,172.152,11,6,0,0.0857,2698.36,878.136
7020.0,FWD,-15.162,-57.690,-161.729,172.378,11,6,0,0.0858,3051.12,881.965
7050.0,FWD,-16.697,-52.531,-167.480,176.317,11,6,0,0.0799,2690.93,920.200
7080.0,FWD,-16.659,-52.526,-167.762,176.580,11,6,0,0.0800,2560.85,940.344
7110.0,FWD,-16.640,-52.522,-168.040,176.841,11,6,0,0.0802,2675.75,1038.438
7140.0,FWD,-16.607,-52.516,-168.317,177.100,11,6,0,0.0803,2459.91,1084.835
7170.0,FWD,-16.581,-52.512,-168.589,177.355,11,6,0,0.0805,2301.18,900.118
7200.0,FWD,-17.031,-53.372,-170.645,179.606,11,6,0,0.0810,2545.02,917.702
7230.0,FWD,-17.075,-53.385,-170.892,179.849,11,6,0,0.0812,2551.56,905.976
7260.0,FWD,-17.033,-53.389,-171.157,180.098,11,6,0,0.0814,2676.66,982.674
7290.0,FWD,-16.732,-53.753,-171.463,180.468,11,6,0,0.0826,2634.08,935.990
7320.0,FWD,-16.638,-53.747,-171.724,180.706,11,6,0,0.0827,2642.53,1007.302
7350.0,FWD,-16.570,-53.740,-171.977,180.938,11,6,0,0.0828,2566.15,930.581
7380.0,FWD,-16.603,-53.743,-172.211,181.164,11,6,0,0.0830,2343.26,885.521
7410.0,FWD,-16.543,-53.735,-172.464,181.397,11,6,0,0.0831,2512.97,924.489
7440.0,FWD,-16.542,-53.728,-172.707,181.626,11,6,0,0.0833,2762.82,955.763
7470.0,FWD,-21.830,-54.465,-172.691,182.387,11,6,0,0.0833,2641.86,923.438
7500.0,FWD,-25.694,-54.903,-175.079,185.276,11,6,0,0.0837,2523.52,923.602
7530.0,FWD,-25.747,-54.916,-175.296,185.492,11,6,0,0.0839,2608.93,892.926
7560.0,FWD,-25.969,-54.539,-174.873,185.012,11,6,0,0.0826,2808.95,943.049
7590.0,FWD,-25.954,-54.539,-175.101,185.225,11,6,0,0.0828,3036.77,948.169
7620.0,FWD,-26.048,-54.551,-175.309,185.439,11,6,0,0.0829,2846.62,934.494
7650.0,FWD,-26.143,-54.564,-175.515,185.650,11,5,0,0.0830,2497.33,932.648
7680.0,FWD,-26.142,-54.568,-175.736,185.861,11,5,0,0.0832,2690.50,960.077
7710.0,FWD,-30.292,-48.323,-177.851,186.772,11,5,0,0.0795,2655.14,972.402
7740.0,FWD,-30.303,-48.328,-178.087,186.999,11,5,0,0.0796,2471.52,936.809
7770.0,FWD,-30.304,-48.329,-178.321,187.223,11,5,0,0.0798,2407.45,937.772
7800.0,FWD,-30.270,-48.325,-178.563,187.447,11,5,0,0.0799,2588.17,989.445
7830.0,FWD,-30.280,-48.332,-178.800,187.676,11,5,0,0.0801,2564.86,975.498
7860.0,FWD,-30.334,-48.343,-179.026,187.903,11,5,0,0.0802,2564.23,949.248
7890.0,FWD,-39.875,-46.087,-178.082,188.221,11,5,0,0.0780,2406.41,975.173
7920.0,FWD,-39.850,-46.088,-178.331,188.452,11,5,0,0.0782,2604.87,1062.660
7950.0,FWD,-39.840,-46.092,-178.575,188.682,11,5,0,0.0783,2465.06,1004.106
7980.0,FWD,-44.644,-45.859,-176.259,187.519,11,5,0,0.0788,2791.86,974.509
8010.0,FWD,-44.635,-45.867,-176.497,187.743,11,5,0,0.0790,2435.28,1035.855
8040.0,FWD,-44.643,-45.877,-176.729,187.965,11,5,0,0.0791,2417.49,1051.303
8070.0,FWD,-44.670,-45.890,-176.958,188.190,11,5,0,0.0793,2565.73,945.793
8100.0,FWD,-44.656,-45.896,-177.192,188.408,12,5,0,0.0794,2415.74,1019.643
8130.0,FWD,-44.637,-45.901,-177.426,188.625,12,5,0,0.0796,2395.80,1004.976
8160.0,FWD,-44.637,-45.910,-177.657,188.844,12,5,0,0.0797,2561.37,1023.908
8190.0,FWD,-43.334,-40.566,-188.816,197.926,12,5,0,0.0763,2514.96,934.663
8220.0,FWD,-43.318,-40.573,-189.062,198.159,12,5,0,0.0765,2721.96,934.840
8250.0,FWD,-43.387,-40.586,-189.301,198.405,13,5,0,0.0766,2539.54,902.137
8280.0,FWD,-43.424,-40.597,-189.541,198.645,13,5,0,0.0768,2352.02,948.561
8310.0,FWD,-43.457,-40.607,-189.781,198.883,12,5,0,0.0770,2578.92,927.935
8340.0,FWD,-43.485,-40.617,-190.016,199.115,12,5,0,0.0771,2534.09,996.110
8370.0,FWD,-43.453,-40.623,-190.254,199.336,12,5,0,0.0773,2464.11,913.738
8400.0,FWD,-43.471,-40.632,-190.491,199.568,12,5,0,0.0774,2702.20,925.129
8430.0,FWD,-43.505,-40.642,-190.726,199.802,12,5,0,0.0776,2675.62,912.227
8460.0,FWD,-49.095,-37.386,-199.115,208.458,12,5,0,0.0752,2545.93,896.453
8490.0,FWD,-49.140,-37.401,-199.361,208.706,13,5,0,0.0754,3276.05,893.169
8520.0,FWD,-49.198,-37.416,-199.604,208.955,13,5,0,0.0756,3263.41,936.897
8550.0,FWD,-49.235,-37.429,-199.846,209.197,12,5,0,0.0757,3169.22,997.518
8580.0,FWD,-49.231,-37.438,-200.090,209.431,12,5,0,0.0759,3221.65,890.088
8610.0,FWD,-49.258,-37.450,-200.329,209.667,12,5,0,0.0760,2737.93,860.984
