SOD,pass,Computed_X,Computed_Y,Computed_Z,REF_X,REF_Y,REF_Z,DiffX_mm,DiffY_mm,DiffZ_mm,dE_mm,dN_mm,dU_mm,3D_mm,N,WL_fixed,NL_fixed,ZHD_m,ZWD_m,ZTD_m,CodeRMS_mm,PhsRMS_mm
0.0,FWD,1337936.8432,6070321.7133,1427876.6155,1337935.5599,6070317.2377,1427877.5071,+1283.289,+4475.587,-891.613,-289.885,-1915.685,+4326.523,4740.536,7,0,0,2.0909,0.1795,2.2703,1471.89,nan
30.0,FWD,1337936.4647,6070317.2411,1427876.8442,1337935.5599,6070317.2377,1427877.5071,+904.761,+3.373,-662.866,-882.828,-690.441,+43.591,1121.604,7,0,0,2.0909,0.1714,2.2622,5932.44,5228.389
60.0,FWD,1337932.1107,6070311.0761,1427875.9057,1337935.5599,6070317.2377,1427877.5071,-3449.168,-6161.602,-1601.431,+2042.100,-37.245,-6946.591,7240.627,7,0,0,2.0909,0.1864,2.2772,7891.46,116432.196
90.0,FWD,1337932.1142,6070311.0913,1427875.9112,1337935.5599,6070317.2377,1427877.5071,-3445.710,-6146.389,-1595.936,+2041.997,-35.406,-6930.153,7224.820,7,0,0,2.0909,0.1796,2.2704,5582.73,nan
120.0,FWD,1337932.1173,6070311.1042,1427875.9175,1337935.5599,6070317.2377,1427877.5071,-3442.572,-6133.483,-1589.615,+2041.710,-32.239,-6915.792,7210.950,7,0,0,2.0909,0.1757,2.2665,5921.10,11670.740
150.0,FWD,1337932.1192,6070311.1123,1427875.9202,1337935.5599,6070317.2377,1427877.5071,-3440.723,-6125.416,-1586.890,+2041.641,-31.449,-6907.114,7202.605,7,0,0,2.0909,0.1719,2.2628,3796.28,nan
180.0,FWD,1337932.1207,6070311.1182,1427875.9223,1337935.5599,6070317.2377,1427877.5071,-3439.230,-6119.455,-1584.802,+2041.466,-30.799,-6900.659,7196.362,7,0,0,2.0909,0.1690,2.2599,3605.52,nan
210.0,FWD,1337932.1219,6070311.1230,1427875.9239,1337935.5599,6070317.2377,1427877.5071,-3438.018,-6114.653,-1583.235,+2041.316,-30.388,-6895.483,7191.355,7,0,0,2.0909,0.1668,2.2576,4249.02,nan
240.0,FWD,1337932.1228,6070311.1269,1427875.9251,1337935.5599,6070317.2377,1427877.5071,-3437.135,-6110.810,-1582.016,+2041.281,-30.088,-6891.366,7187.396,7,0,0,2.0909,0.1649,2.2557,3526.66,nan
270.0,FWD,1337932.1235,6070311.1301,1427875.9261,1337935.5599,6070317.2377,1427877.5071,-3436.372,-6107.627,-1580.978,+2041.221,-29.814,-6887.944,7184.097,7,0,0,2.0909,0.1633,2.2541,2424.35,nan
