epoch,sat,constellation,phase_rms_mm,max_residual_mm,used_for_NL
512,E03,E,828.906,1244.526,0
512,E14,E,74.240,173.498,0
512,E25,E,958.146,1463.754,0
512,E30,E,96.572,221.822,0
513,E03,E,823.246,1244.526,0
513,E14,E,72.259,173.498,0
513,E25,E,949.858,1463.754,0
513,E30,E,101.527,221.822,0
514,E03,E,815.840,1244.526,0
514,E14,E,76.158,173.498,0
514,E25,E,941.403,1463.754,0
514,E30,E,98.956,221.822,0
515,E03,E,807.107,1244.526,0
515,E14,E,90.449,236.225,0
515,E25,E,931.410,1463.754,0
515,E30,E,97.663,221.822,0
516,E03,E,798.223,1244.526,0
516,E14,E,110.260,309.286,0
516,E25,E,921.602,1463.754,0
516,E30,E,98.075,221.822,0
517,E03,E,788.836,1244.526,0
517,E14,E,116.445,309.286,0
517,E25,E,911.112,1463.754,0
517,E30,E,95.933,221.822,0
518,E03,E,778.877,1244.526,0
518,E14,E,123.667,309.286,0
518,E25,E,900.160,1463.754,0
518,E30,E,94.049,221.822,0
519,E03,E,768.283,1244.526,0
519,E14,E,125.357,309.286,0
519,E25,E,887.933,1463.754,0
519,E30,E,92.149,221.822,0
