epoch,sat,constellation,phase_rms_mm,max_residual_mm,used_for_NL
189,E25,E,177.002,378.755,0
190,E05,E,171.714,355.963,0
190,E09,E,287.909,510.968,0
190,E16,E,160.026,340.307,0
190,E25,E,179.632,378.755,0
191,E05,E,172.837,355.963,0
191,E09,E,290.533,510.968,0
191,E16,E,159.349,340.307,0
191,E25,E,180.220,378.755,0
192,E05,E,174.361,355.963,0
192,E09,E,292.940,510.968,0
192,E16,E,158.448,340.307,0
192,E25,E,180.576,378.755,0
193,E05,E,180.383,355.963,0
193,E09,E,299.345,510.968,0
193,E16,E,161.647,340.307,0
193,E25,E,184.844,378.755,0
194,E05,E,184.449,355.963,0
194,E09,E,303.501,510.968,0
194,E16,E,162.795,340.307,0
194,E25,E,186.975,378.755,0
195,E05,E,191.548,366.166,0
195,E09,E,310.453,510.968,0
195,E16,E,167.603,340.307,0
195,E25,E,192.413,378.755,0
196,E05,E,201.357,468.576,0
196,E09,E,318.543,581.252,0
196,E16,E,174.339,387.090,0
196,E25,E,199.795,426.225,0
197,E05,E,208.174,468.576,0
197,E09,E,323.862,581.252,0
197,E16,E,178.645,387.090,0
197,E25,E,204.502,426.225,0
198,E05,E,215.790,468.576,0
198,E09,E,330.287,581.252,0
198,E16,E,183.937,387.090,0
198,E25,E,210.253,426.225,0
199,E05,E,217.014,468.576,0
199,E09,E,331.823,581.252,0
199,E16,E,184.149,387.090,0
199,E25,E,210.253,426.225,0
200,E05,E,223.448,468.576,0
200,E09,E,336.259,581.252,0
200,E16,E,188.058,387.090,0
200,E25,E,212.817,426.225,0
201,E05,E,232.098,468.576,0
201,E09,E,343.404,581.252,0
201,E16,E,194.370,387.090,0
201,E25,E,217.648,426.225,0
202,E05,E,232.030,468.576,0
202,E09,E,341.853,581.252,0
202,E16,E,193.544,387.090,0
202,E25,E,216.851,426.225,0
203,E05,E,237.067,468.576,0
203,E09,E,344.469,581.252,0
203,E16,E,195.727,387.090,0
203,E25,E,218.707,426.225,0
204,E05,E,242.494,468.576,0
204,E09,E,348.380,581.252,0
204,E16,E,199.522,387.090,0
204,E25,E,221.684,426.225,0
205,E05,E,248.898,468.576,0
205,E09,E,355.230,581.252,0
205,E16,E,205.290,387.090,0
205,E25,E,226.597,426.225,0
206,E05,E,254.726,468.576,0
206,E09,E,359.740,581.252,0
206,E16,E,210.111,387.090,0
206,E25,E,230.498,426.225,0
207,E05,E,258.677,468.576,0
207,E09,E,362.616,581.252,0
207,E16,E,213.551,387.090,0
207,E25,E,232.993,426.225,0
208,E05,E,258.938,468.576,0
208,E09,E,361.692,581.252,0
208,E16,E,214.552,387.090,0
208,E25,E,233.583,426.225,0
209,E05,E,262.426,468.576,0
209,E09,E,365.182,581.252,0
209,E16,E,217.641,387.090,0
209,E25,E,236.665,426.225,0
210,E05,E,264.545,468.576,0
210,E09,E,366.719,581.252,0
210,E16,E,219.894,387.090,0
210,E25,E,238.756,426.225,0
211,E05,E,267.365,468.576,0
211,E09,E,369.157,581.252,0
211,E16,E,222.682,387.090,0
211,E25,E,241.102,426.225,0
212,E05,E,267.025,468.576,0
212,E09,E,367.573,581.252,0
212,E16,E,222.693,387.090,0
212,E25,E,241.081,426.225,0
213,E05,E,268.656,468.576,0
213,E09,E,369.481,581.252,0
213,E16,E,223.651,387.090,0
213,E25,E,242.200,426.225,0
214,E05,E,270.493,468.576,0
214,E09,E,371.158,581.252,0
214,E16,E,225.375,387.090,0
214,E25,E,243.851,426.225,0
215,E05,E,272.386,468.576,0
215,E09,E,373.856,581.252,0
215,E16,E,227.735,387.090,0
215,E25,E,246.212,426.225,0
216,E05,E,275.300,468.576,0
216,E09,E,377.460,581.252,0
216,E16,E,232.220,387.090,0
216,E25,E,250.214,426.225,0
217,E05,E,277.787,468.576,0
217,E09,E,380.469,581.252,0
217,E16,E,237.123,387.090,0
217,E25,E,254.284,426.225,0
218,E05,E,277.795,468.576,0
218,E09,E,380.377,581.252,0
218,E16,E,236.953,387.090,0
218,E25,E,254.192,426.225,0
219,E05,E,278.915,468.576,0
219,E09,E,383.381,581.252,0
219,E16,E,238.589,387.090,0
219,E25,E,256.060,426.225,0
220,E05,E,280.322,468.576,0
220,E09,E,385.736,581.252,0
220,E16,E,241.228,387.090,0
220,E25,E,258.124,426.225,0
221,E05,E,282.300,468.576,0
221,E09,E,388.523,581.252,0
221,E16,E,244.403,387.090,0
221,E25,E,260.677,426.225,0
222,E05,E,284.985,468.576,0
222,E09,E,391.608,581.252,0
222,E16,E,248.807,387.090,0
222,E25,E,264.010,426.225,0
223,E05,E,285.448,468.576,0
223,E09,E,392.896,581.252,0
223,E16,E,251.238,387.090,0
223,E25,E,264.969,426.225,0
224,E05,E,286.542,468.576,0
224,E09,E,394.790,581.252,0
224,E16,E,254.064,387.090,0
224,E25,E,266.302,426.225,0
225,E05,E,287.894,468.576,0
225,E09,E,396.599,581.252,0
225,E16,E,256.864,387.090,0
225,E25,E,267.690,426.225,0
226,E05,E,288.726,468.576,0
226,E09,E,398.208,581.252,0
226,E16,E,259.054,387.090,0
226,E25,E,268.408,426.225,0
227,E05,E,289.207,468.576,0
227,E09,E,399.292,581.252,0
227,E16,E,260.591,387.090,0
227,E25,E,268.377,426.225,0
228,E05,E,293.560,468.576,0
228,E09,E,405.131,581.252,0
228,E16,E,265.975,387.090,0
228,E25,E,273.850,426.225,0
229,E05,E,293.433,468.576,0
229,E09,E,404.430,581.252,0
229,E16,E,266.352,387.090,0
229,E25,E,273.877,426.225,0
230,E05,E,294.238,468.576,0
230,E09,E,405.128,581.252,0
230,E16,E,267.741,387.090,0
230,E25,E,275.269,426.225,0
231,E05,E,299.944,468.576,0
231,E09,E,412.625,581.252,0
231,E16,E,274.002,423.089,0
231,E25,E,281.817,435.320,0
232,E05,E,305.232,468.576,0
232,E09,E,419.101,581.252,0
232,E16,E,279.912,423.089,0
232,E25,E,288.038,435.320,0
233,E05,E,308.002,468.576,0
233,E09,E,421.377,581.252,0
233,E16,E,282.975,423.089,0
233,E25,E,291.493,435.320,0
234,E05,E,310.486,468.576,0
234,E09,E,423.473,581.252,0
234,E16,E,285.599,423.089,0
234,E25,E,294.704,435.320,0
235,E05,E,312.886,468.576,0
235,E09,E,425.753,581.252,0
235,E16,E,287.931,423.089,0
235,E25,E,297.784,435.320,0
236,E05,E,319.731,468.576,0
236,E09,E,433.058,594.339,0
236,E16,E,294.767,446.395,0
236,E25,E,305.969,498.132,0
237,E05,E,326.628,472.237,0
237,E09,E,439.859,594.339,0
237,E16,E,301.471,450.299,0
237,E25,E,314.331,509.313,0
238,E05,E,331.650,503.647,0
238,E09,E,443.437,594.339,0
238,E16,E,307.604,487.665,0
238,E25,E,320.982,540.981,0
239,E05,E,337.116,503.647,0
239,E09,E,447.752,594.339,0
239,E16,E,313.556,487.665,0
239,E25,E,327.538,540.981,0
240,E05,E,341.061,503.647,0
240,E09,E,450.966,594.339,0
240,E16,E,317.876,487.665,0
240,E25,E,332.233,540.981,0
241,E05,E,345.369,503.647,0
241,E09,E,454.920,594.339,0
241,E16,E,322.846,487.665,0
241,E25,E,337.425,540.981,0
242,E05,E,348.597,503.647,0
242,E09,E,457.704,594.339,0
242,E16,E,326.588,487.665,0
242,E25,E,341.684,540.981,0
243,E05,E,349.897,503.647,0
243,E09,E,458.109,594.339,0
243,E16,E,328.616,487.665,0
243,E25,E,344.040,540.981,0
244,E05,E,351.897,503.647,0
244,E09,E,459.895,594.339,0
244,E16,E,331.663,487.665,0
244,E25,E,347.617,540.981,0
245,E05,E,351.871,503.647,0
245,E09,E,459.957,594.339,0
245,E16,E,333.234,487.665,0
245,E25,E,349.261,540.981,0
246,E05,E,350.120,503.647,0
246,E09,E,458.078,594.339,0
246,E16,E,333.818,487.665,0
246,E25,E,349.146,540.981,0
247,E05,E,349.857,503.647,0
247,E09,E,457.958,594.339,0
247,E16,E,336.034,487.665,0
247,E25,E,350.338,540.981,0
248,E05,E,349.490,503.647,0
248,E09,E,457.939,594.339,0
248,E16,E,338.723,487.665,0
248,E25,E,351.538,540.981,0
249,E05,E,352.828,503.647,0
249,E09,E,461.649,594.339,0
249,E16,E,343.831,487.665,0
249,E25,E,356.090,540.981,0
250,E05,E,354.148,503.647,0
250,E09,E,463.585,594.339,0
250,E16,E,347.996,487.665,0
250,E25,E,360.345,540.981,0
251,E05,E,355.922,510.020,0
251,E09,E,466.222,639.077,0
251,E16,E,352.565,530.281,0
251,E25,E,365.278,540.981,0
252,E05,E,361.175,510.020,0
252,E09,E,472.263,639.077,0
252,E16,E,358.713,530.281,0
252,E25,E,371.199,540.981,0
253,E05,E,361.560,510.020,0
253,E09,E,473.742,639.077,0
253,E16,E,362.103,530.281,0
253,E25,E,373.959,540.981,0
254,E05,E,360.602,510.020,0
254,E09,E,473.660,639.077,0
254,E16,E,363.985,530.281,0
254,E25,E,375.325,540.981,0
255,E05,E,359.634,510.020,0
255,E09,E,473.239,639.077,0
255,E16,E,365.345,530.281,0
255,E25,E,376.516,540.981,0
256,E05,E,359.146,510.020,0
256,E09,E,473.696,639.077,0
256,E16,E,367.031,530.281,0
256,E25,E,378.490,540.981,0
257,E05,E,361.836,510.020,0
257,E09,E,477.091,639.077,0
257,E16,E,371.330,530.281,0
257,E25,E,383.296,540.981,0
258,E05,E,368.638,510.020,0
258,E09,E,485.282,639.077,0
258,E16,E,378.131,530.281,0
258,E25,E,390.371,540.981,0
259,E05,E,372.660,510.020,0
259,E09,E,490.541,639.077,0
259,E16,E,383.248,530.281,0
259,E25,E,395.559,540.981,0
260,E05,E,374.525,510.020,0
260,E09,E,493.464,639.077,0
260,E16,E,386.106,530.281,0
260,E25,E,398.642,540.981,0
261,E05,E,375.463,510.020,0
261,E09,E,495.725,639.077,0
261,E16,E,388.206,530.281,0
261,E25,E,401.136,540.981,0
262,E05,E,379.901,510.020,0
262,E09,E,502.114,639.077,0
262,E16,E,393.275,530.281,0
262,E25,E,406.256,540.981,0
263,E05,E,378.439,510.020,0
263,E09,E,501.331,639.077,0
263,E16,E,392.290,530.281,0
263,E25,E,405.386,540.981,0
264,E05,E,378.920,510.020,0
264,E09,E,503.981,639.077,0
264,E16,E,393.075,530.281,0
264,E25,E,406.059,540.981,0
265,E05,E,380.694,510.020,0
265,E09,E,507.878,639.077,0
265,E16,E,394.845,530.281,0
265,E25,E,407.565,540.981,0
266,E05,E,383.292,510.020,0
266,E09,E,511.959,639.077,0
266,E16,E,396.998,530.281,0
266,E25,E,409.349,540.981,0
267,E05,E,385.859,510.020,0
267,E09,E,515.348,639.077,0
267,E16,E,398.744,530.281,0
267,E25,E,410.523,540.981,0
268,E05,E,390.071,510.020,0
268,E09,E,521.537,639.077,0
268,E16,E,403.285,530.281,0
268,E25,E,414.182,540.981,0
269,E05,E,391.213,510.020,0
269,E09,E,523.715,639.077,0
269,E16,E,404.453,530.281,0
269,E25,E,414.835,540.981,0
270,E05,E,393.219,510.020,0
270,E09,E,527.284,639.077,0
270,E16,E,406.699,530.281,0
270,E25,E,416.508,540.981,0
271,E05,E,391.292,510.020,0
271,E09,E,525.374,639.077,0
271,E16,E,404.736,530.281,0
271,E25,E,414.491,540.981,0
272,E05,E,389.071,510.020,0
272,E09,E,524.373,639.077,0
272,E16,E,403.022,530.281,0
272,E25,E,412.119,540.981,0
273,E05,E,388.248,510.020,0
273,E09,E,524.795,639.077,0
273,E16,E,402.986,530.281,0
273,E25,E,410.912,540.981,0
274,E02,E,nan,nan,0
274,E05,E,389.116,510.020,0
274,E09,E,526.922,639.077,0
274,E16,E,404.949,530.281,0
274,E25,E,411.305,540.981,0
275,E02,E,nan,nan,0
275,E05,E,389.455,510.020,0
275,E09,E,528.356,639.077,0
275,E16,E,406.459,530.281,0
275,E25,E,411.279,540.981,0
276,E02,E,nan,nan,0
276,E05,E,391.115,510.020,0
276,E09,E,530.620,639.077,0
276,E16,E,409.614,530.281,0
276,E25,E,412.143,540.981,0
277,E02,E,nan,nan,0
277,E05,E,391.013,510.020,0
277,E09,E,530.548,639.077,0
277,E16,E,410.899,530.281,0
277,E25,E,411.223,540.981,0
278,E02,E,nan,nan,0
278,E05,E,389.240,510.020,0
278,E09,E,529.117,639.077,0
278,E16,E,410.536,530.281,0
278,E25,E,409.245,540.981,0
279,E02,E,nan,nan,0
279,E05,E,387.609,510.020,0
279,E09,E,528.511,639.077,0
279,E16,E,410.654,530.281,0
279,E25,E,407.881,540.981,0
280,E02,E,nan,nan,0
280,E05,E,386.503,510.020,0
280,E09,E,528.534,639.077,0
280,E16,E,411.575,530.281,0
280,E25,E,406.921,540.981,0
281,E02,E,nan,nan,0
281,E05,E,384.001,510.020,0
281,E09,E,527.163,639.077,0
281,E16,E,411.260,530.281,0
281,E25,E,404.287,540.981,0
282,E02,E,nan,nan,0
282,E05,E,382.302,510.020,0
282,E09,E,526.900,639.077,0
282,E16,E,412.097,530.281,0
282,E25,E,402.672,540.981,0
283,E02,E,119.262,213.252,0
283,E05,E,380.217,510.020,0
283,E09,E,526.752,639.077,0
283,E16,E,412.692,530.281,0
283,E25,E,400.973,540.981,0
284,E02,E,141.811,281.033,0
284,E05,E,379.542,510.020,0
284,E09,E,529.038,639.077,0
284,E16,E,415.335,530.281,0
284,E25,E,400.945,540.981,0
285,E02,E,160.621,297.282,0
285,E05,E,379.277,510.020,0
285,E09,E,531.540,639.077,0
285,E16,E,418.386,530.281,0
285,E25,E,401.126,540.981,0
286,E02,E,178.321,322.163,0
286,E05,E,376.462,510.020,0
286,E09,E,531.584,639.077,0
286,E16,E,419.103,530.281,0
286,E25,E,398.210,540.981,0
287,E02,E,171.834,322.163,0
287,E05,E,374.185,510.020,0
287,E09,E,532.509,639.077,0
287,E16,E,420.337,530.281,0
287,E25,E,395.594,540.981,0
288,E02,E,166.009,322.163,0
288,E05,E,370.179,510.020,0
288,E09,E,531.658,639.077,0
288,E16,E,419.324,530.281,0
288,E25,E,391.246,536.449,0
289,E02,E,160.740,322.163,0
289,E05,E,365.856,510.020,0
289,E09,E,530.376,639.077,0
289,E16,E,418.169,530.281,0
289,E25,E,386.932,536.449,0
290,E02,E,156.026,322.163,0
290,E05,E,362.853,510.020,0
290,E09,E,530.143,639.077,0
290,E16,E,418.621,530.281,0
290,E25,E,384.491,536.449,0
291,E02,E,152.834,322.163,0
291,E05,E,360.035,510.020,0
291,E09,E,530.291,639.077,0
291,E16,E,419.432,530.281,0
291,E25,E,382.489,536.449,0
292,E02,E,149.714,322.163,0
292,E05,E,357.611,510.020,0
292,E09,E,530.568,639.077,0
292,E16,E,420.708,530.281,0
292,E25,E,380.547,536.449,0
293,E02,E,148.144,322.163,0
293,E05,E,355.205,510.020,0
293,E09,E,530.529,639.077,0
293,E16,E,422.068,530.281,0
293,E25,E,378.502,536.449,0
294,E02,E,144.574,322.163,0
294,E05,E,351.793,510.020,0
294,E09,E,529.049,639.077,0
294,E16,E,421.962,530.281,0
294,E25,E,374.884,536.449,0
295,E05,E,349.021,510.020,0
295,E09,E,528.386,639.077,0
295,E16,E,422.581,530.281,0
295,E25,E,372.228,536.449,0
296,E02,E,144.235,322.163,0
296,E05,E,346.252,510.020,0
296,E09,E,528.609,639.077,0
296,E16,E,424.117,530.281,0
296,E25,E,370.420,536.449,0
297,E02,E,142.555,322.163,0
297,E05,E,342.230,510.020,0
297,E09,E,525.431,639.077,0
297,E16,E,421.328,530.281,0
297,E25,E,366.241,536.449,0
298,E02,E,142.018,322.163,0
298,E03,E,nan,nan,0
298,E05,E,338.497,510.020,0
298,E09,E,524.456,639.077,0
298,E16,E,420.697,530.281,0
298,E25,E,363.085,536.449,0
299,E02,E,141.747,322.163,0
299,E03,E,nan,nan,0
299,E05,E,334.675,510.020,0
299,E09,E,523.284,639.077,0
299,E16,E,419.631,530.281,0
299,E25,E,359.802,536.449,0
300,E02,E,146.347,322.163,0
300,E03,E,nan,nan,0
300,E05,E,330.034,510.020,0
300,E09,E,521.896,639.077,0
300,E16,E,419.000,530.281,0
300,E25,E,355.890,536.449,0
301,E02,E,151.235,322.163,0
301,E03,E,nan,nan,0
301,E05,E,323.781,506.133,0
301,E09,E,519.155,628.645,0
301,E16,E,417.214,525.994,0
301,E25,E,350.402,536.449,0
302,E02,E,155.630,322.163,0
302,E03,E,nan,nan,0
302,E05,E,319.583,506.133,0
302,E09,E,518.087,628.645,0
302,E16,E,417.295,525.994,0
302,E25,E,347.236,536.449,0
303,E02,E,158.318,322.163,0
303,E03,E,nan,nan,0
303,E05,E,315.158,506.133,0
303,E09,E,516.390,628.645,0
303,E16,E,416.597,525.994,0
303,E25,E,344.197,536.449,0
304,E02,E,155.657,322.163,0
304,E03,E,nan,nan,0
304,E05,E,310.945,506.133,0
304,E09,E,513.184,628.645,0
304,E16,E,413.893,525.994,0
304,E25,E,340.046,536.449,0
305,E02,E,155.799,322.163,0
305,E03,E,nan,nan,0
305,E05,E,307.633,506.133,0
305,E09,E,511.940,628.645,0
305,E16,E,413.381,525.994,0
305,E25,E,337.182,536.449,0
306,E02,E,155.276,322.163,0
306,E03,E,nan,nan,0
306,E05,E,303.345,506.133,0
306,E09,E,509.836,628.645,0
306,E16,E,412.066,525.994,0
306,E25,E,333.158,536.449,0
307,E02,E,152.949,322.163,0
307,E03,E,175.003,251.078,0
307,E05,E,295.855,506.133,0
307,E09,E,504.272,628.645,0
307,E16,E,407.284,525.994,0
307,E25,E,325.420,536.449,0
308,E02,E,152.955,322.163,0
308,E03,E,187.353,282.581,0
308,E05,E,287.681,491.835,0
308,E09,E,499.879,628.606,0
308,E16,E,403.991,514.997,0
308,E25,E,318.012,530.013,0
309,E02,E,155.385,322.163,0
309,E03,E,202.908,328.553,0
309,E05,E,280.400,429.667,0
309,E09,E,496.700,614.548,0
309,E16,E,402.337,504.555,0
309,E25,E,311.787,462.247,0
310,E02,E,159.540,322.163,0
310,E03,E,220.560,371.946,0
310,E05,E,276.826,429.667,0
310,E09,E,496.616,614.548,0
310,E16,E,403.676,504.555,0
310,E25,E,309.244,462.247,0
311,E02,E,157.379,322.163,0
311,E03,E,215.295,371.946,0
311,E05,E,272.727,429.667,0
311,E09,E,492.919,614.548,0
311,E16,E,401.051,504.555,0
311,E25,E,304.081,462.247,0
312,E02,E,155.346,322.163,0
312,E03,E,210.998,371.946,0
312,E05,E,266.602,429.667,0
312,E09,E,487.547,614.548,0
312,E16,E,396.763,504.555,0
312,E25,E,297.059,416.637,0
313,E02,E,153.881,322.163,0
313,E03,E,210.268,371.946,0
313,E05,E,266.600,429.667,0
313,E09,E,489.034,614.548,0
313,E16,E,398.314,504.555,0
313,E25,E,297.093,416.637,0
314,E02,E,155.024,322.163,0
314,E03,E,213.703,371.946,0
314,E05,E,264.474,429.667,0
314,E09,E,488.618,614.548,0
314,E16,E,399.373,504.555,0
314,E25,E,295.390,416.637,0
315,E02,E,156.327,322.163,0
315,E03,E,213.759,371.946,0
315,E05,E,260.417,429.667,0
315,E09,E,486.543,614.548,0
315,E16,E,398.763,504.555,0
315,E25,E,291.879,416.637,0
316,E02,E,159.312,322.163,0
316,E03,E,214.367,371.946,0
316,E05,E,254.668,429.667,0
316,E09,E,483.846,613.668,0
316,E16,E,397.192,504.555,0
316,E25,E,287.068,411.082,0
317,E02,E,162.347,322.163,0
317,E03,E,214.652,371.946,0
317,E05,E,248.865,406.632,0
317,E09,E,481.668,613.668,0
317,E16,E,395.471,504.555,0
317,E25,E,282.460,398.675,0
318,E02,E,165.025,322.163,0
318,E03,E,213.923,371.946,0
318,E05,E,243.908,397.620,0
318,E09,E,480.349,613.668,0
318,E16,E,393.932,504.555,0
318,E25,E,278.518,398.675,0
319,E02,E,167.858,322.163,0
319,E03,E,212.112,371.946,0
319,E05,E,242.166,397.620,0
319,E09,E,480.987,613.668,0
319,E16,E,394.274,504.555,0
319,E25,E,277.099,398.675,0
320,E02,E,169.886,322.163,0
320,E03,E,207.452,371.946,0
320,E05,E,237.995,397.620,0
320,E09,E,478.965,613.668,0
320,E16,E,392.880,504.555,0
320,E25,E,273.409,398.675,0
321,E02,E,168.073,322.163,0
321,E03,E,203.530,371.946,0
321,E05,E,238.489,397.620,0
321,E09,E,480.951,613.668,0
321,E16,E,394.310,504.555,0
321,E25,E,273.863,398.675,0
322,E02,E,167.318,322.163,0
322,E03,E,199.570,371.946,0
322,E05,E,238.378,397.620,0
322,E09,E,482.418,613.668,0
322,E16,E,395.545,504.555,0
322,E25,E,273.859,398.675,0
323,E02,E,166.374,322.163,0
323,E03,E,195.695,371.946,0
323,E05,E,235.857,397.620,0
323,E09,E,481.733,613.668,0
323,E16,E,394.643,504.555,0
323,E25,E,271.546,398.675,0
324,E02,E,166.015,322.163,0
324,E03,E,192.039,371.946,0
324,E05,E,232.180,397.620,0
324,E09,E,480.270,613.668,0
324,E16,E,392.817,504.555,0
324,E25,E,268.080,398.675,0
325,E02,E,168.951,322.163,0
325,E03,E,189.488,371.946,0
325,E05,E,231.775,397.620,0
325,E09,E,481.460,613.668,0
325,E16,E,393.215,504.555,0
325,E25,E,267.069,398.675,0
326,E02,E,168.953,322.163,0
326,E03,E,186.204,371.946,0
326,E05,E,227.160,370.872,0
326,E09,E,478.518,613.668,0
326,E16,E,389.982,504.555,0
326,E25,E,262.512,394.440,0
327,E02,E,168.930,322.163,0
327,E03,E,183.990,371.946,0
327,E05,E,226.789,370.872,0
327,E09,E,478.867,613.668,0
327,E16,E,390.279,504.555,0
327,E25,E,261.575,394.440,0
328,E02,E,168.764,322.163,0
328,E03,E,180.999,371.946,0
328,E05,E,226.184,370.872,0
328,E09,E,478.971,613.668,0
328,E16,E,390.652,504.555,0
328,E25,E,260.550,394.440,0
329,E02,E,168.759,322.163,0
329,E03,E,178.149,371.946,0
329,E05,E,225.261,370.872,0
329,E09,E,479.023,613.668,0
329,E16,E,391.036,504.555,0
329,E25,E,259.155,394.440,0
330,E02,E,168.595,322.163,0
330,E03,E,175.431,371.946,0
330,E05,E,222.815,370.872,0
330,E09,E,478.402,613.668,0
330,E16,E,390.446,504.555,0
330,E25,E,256.926,394.440,0
331,E02,E,168.149,322.163,0
331,E03,E,173.830,371.946,0
331,E05,E,219.443,370.872,0
331,E09,E,475.470,613.668,0
331,E16,E,387.624,504.555,0
331,E25,E,253.694,394.440,0
332,E02,E,168.953,322.163,0
332,E03,E,174.057,371.946,0
332,E05,E,215.852,370.872,0
332,E09,E,469.798,613.668,0
332,E16,E,382.487,504.555,0
332,E25,E,249.989,394.440,0
333,E02,E,166.242,322.163,0
333,E03,E,171.624,371.946,0
333,E05,E,213.650,370.872,0
333,E09,E,468.138,613.668,0
333,E16,E,379.738,504.555,0
333,E25,E,246.999,394.440,0
334,E02,E,163.924,322.163,0
334,E03,E,169.290,371.946,0
334,E05,E,209.604,370.872,0
334,E09,E,464.701,613.668,0
334,E16,E,375.428,504.555,0
334,E25,E,241.989,394.440,0
335,E02,E,159.060,322.163,0
335,E03,E,167.090,371.946,0
335,E05,E,206.041,370.872,0
335,E09,E,461.776,613.668,0
335,E16,E,371.902,504.555,0
335,E25,E,237.611,394.440,0
336,E02,E,153.773,322.163,0
336,E03,E,165.368,371.946,0
336,E05,E,200.593,370.872,0
336,E09,E,456.051,613.668,0
336,E16,E,366.612,504.555,0
336,E25,E,232.012,394.440,0
337,E02,E,147.772,266.925,0
337,E03,E,164.362,371.946,0
337,E05,E,194.664,323.412,0
337,E09,E,452.335,575.177,0
337,E16,E,363.267,484.069,0
337,E25,E,226.645,367.471,0
338,E02,E,149.928,266.925,0
338,E03,E,164.444,371.946,0
338,E05,E,191.165,311.821,0
338,E09,E,451.243,575.177,0
338,E16,E,362.921,484.069,0
338,E25,E,223.575,367.471,0
339,E02,E,149.949,266.925,0
339,E03,E,162.491,371.946,0
339,E05,E,186.967,311.821,0
339,E09,E,447.994,575.177,0
339,E16,E,360.134,484.069,0
339,E25,E,219.237,367.471,0
340,E02,E,149.949,266.925,0
340,E03,E,160.591,371.946,0
340,E05,E,182.424,311.821,0
340,E09,E,444.571,575.177,0
340,E16,E,356.867,484.069,0
340,E25,E,213.865,367.471,0
341,E02,E,151.122,266.925,0
341,E03,E,160.059,371.946,0
341,E05,E,178.266,311.821,0
341,E09,E,442.427,575.177,0
341,E16,E,355.080,484.069,0
341,E25,E,208.275,335.222,0
342,E02,E,152.570,266.925,0
342,E03,E,160.730,371.946,0
342,E05,E,175.759,311.821,0
342,E09,E,441.717,575.177,0
342,E16,E,354.939,484.069,0
342,E25,E,204.534,335.222,0
343,E02,E,154.856,266.925,0
343,E03,E,163.100,371.946,0
343,E05,E,173.710,311.821,0
343,E09,E,441.972,575.177,0
343,E16,E,355.651,484.244,0
343,E25,E,201.461,332.365,0
344,E02,E,154.515,266.925,0
344,E03,E,161.452,371.946,0
344,E05,E,171.181,311.821,0
344,E09,E,439.147,575.177,0
344,E16,E,352.486,484.244,0
344,E25,E,198.496,332.365,0
345,E02,E,154.625,266.925,0
345,E03,E,159.810,371.946,0
345,E05,E,169.209,311.821,0
345,E09,E,436.955,575.177,0
345,E16,E,349.196,484.244,0
345,E25,E,195.543,332.365,0
346,E02,E,153.530,266.925,0
346,E03,E,158.231,371.946,0
346,E05,E,165.697,311.821,0
346,E09,E,433.366,575.177,0
346,E16,E,343.434,484.244,0
346,E25,E,189.991,328.032,0
347,E02,E,153.096,266.925,0
347,E03,E,157.165,371.946,0
347,E05,E,165.712,311.821,0
347,E09,E,436.075,575.177,0
347,E16,E,344.328,484.244,0
347,E25,E,190.075,328.032,0
348,E02,E,152.004,266.925,0
348,E03,E,157.389,371.946,0
348,E05,E,164.387,311.821,0
348,E09,E,434.759,575.177,0
348,E16,E,341.255,484.244,0
348,E25,E,187.425,328.032,0
349,E02,E,151.860,266.925,0
349,E03,E,159.805,371.946,0
349,E05,E,164.347,311.821,0
349,E09,E,435.998,575.177,0
349,E16,E,341.313,484.244,0
349,E25,E,185.939,328.032,0
350,E02,E,150.081,266.925,0
350,E03,E,162.391,371.946,0
350,E05,E,163.351,311.821,0
350,E09,E,436.672,575.177,0
350,E16,E,340.623,484.244,0
350,E25,E,183.014,328.032,0
351,E02,E,146.688,266.925,0
351,E03,E,162.909,371.946,0
351,E05,E,160.886,311.821,0
351,E09,E,436.138,575.177,0
351,E16,E,338.441,484.244,0
351,E25,E,178.813,328.032,0
352,E02,E,144.350,266.925,0
352,E03,E,163.821,371.946,0
352,E05,E,158.477,311.821,0
352,E09,E,437.184,575.177,0
352,E16,E,336.768,484.244,0
352,E25,E,174.486,325.320,0
353,E02,E,141.216,266.925,0
353,E03,E,160.585,371.946,0
353,E05,E,155.216,311.821,0
353,E09,E,437.348,575.177,0
353,E16,E,333.832,484.244,0
353,E25,E,168.932,325.320,0
354,E02,E,143.827,266.925,0
354,E03,E,162.004,371.946,0
354,E05,E,158.768,311.821,0
354,E09,E,445.426,664.306,0
354,E16,E,338.480,484.244,0
354,E25,E,172.320,325.320,0
355,E02,E,142.040,266.925,0
355,E03,E,158.066,371.946,0
355,E05,E,158.244,311.821,0
355,E09,E,447.729,664.306,0
355,E16,E,337.833,484.244,0
355,E25,E,170.020,325.320,0
356,E02,E,140.900,266.925,0
356,E03,E,154.656,371.946,0
356,E05,E,158.959,311.821,0
356,E09,E,451.648,664.306,0
356,E16,E,338.764,484.244,0
356,E25,E,169.368,325.320,0
357,E02,E,141.261,266.925,0
357,E03,E,153.484,371.946,0
357,E05,E,161.097,311.821,0
357,E09,E,458.333,664.306,0
357,E16,E,342.074,484.244,0
357,E25,E,171.527,325.320,0
358,E02,E,139.596,266.925,0
358,E03,E,148.223,371.946,0
358,E05,E,161.013,311.821,0
358,E09,E,461.645,664.306,0
358,E16,E,341.697,484.244,0
358,E25,E,170.254,325.320,0
359,E02,E,135.996,266.925,0
