SOD,sat,reset_type,VTEC,mapping_factor,I_L1_init_m,sigma_old_m,sigma_new_m,floor_active,fallback_used,gf_I_before_reset
50610.0,E07,fresh_entry,37.809,2.4032,14.7535,22.0,5.164,0,0,
51630.0,E07,fresh_entry,41.768,2.1754,14.7538,22.0,5.164,0,0,
52230.0,G10,fresh_entry,32.087,2.5356,13.2103,22.0,4.624,0,0,
52890.0,G10,fresh_entry,35.581,2.4030,13.8834,22.0,4.859,0,0,
52980.0,G10,fresh_entry,35.937,2.3851,13.9176,22.0,4.871,0,0,
53070.0,G12,fresh_entry,40.314,2.1705,14.2080,22.0,4.973,0,0,
53130.0,G10,fresh_entry,36.495,2.3556,13.9588,22.0,4.886,0,0,
53280.0,G12,fresh_entry,39.164,2.2257,14.1538,22.0,4.954,0,0,
53580.0,G12,fresh_entry,37.215,2.3038,13.9210,22.0,4.872,0,0,
53970.0,G12,fresh_entry,34.549,2.4020,13.4749,22.0,4.716,0,0,
54360.0,G24,fresh_entry,38.892,2.1793,13.7623,22.0,4.817,0,0,
54780.0,G24,fresh_entry,39.199,2.1278,13.5428,22.0,4.740,0,0,
55440.0,G24,fresh_entry,39.740,2.0462,13.2035,22.0,4.621,0,0,
55770.0,G25,fresh_entry,40.340,1.9823,12.9840,22.0,4.544,0,0,
55950.0,E03,fresh_entry,37.704,2.1612,13.2314,22.0,4.631,0,0,
56460.0,G13,fresh_entry,37.081,2.1719,13.0766,22.0,4.577,0,0,
56850.0,G25,fresh_entry,36.647,2.1768,12.9527,22.0,4.533,0,0,
56970.0,G32,fresh_entry,32.127,2.3688,12.3566,22.0,4.325,0,0,
59400.0,E26,fresh_entry,27.313,2.3824,10.5658,22.0,3.698,0,0,
59820.0,E29,fresh_entry,31.354,2.1508,10.9500,22.0,3.832,0,0,
60720.0,G10,fresh_entry,35.410,1.7041,9.7978,22.0,3.429,0,0,
60810.0,G10,fresh_entry,35.228,1.7027,9.7394,22.0,3.409,0,0,
61140.0,G15,fresh_entry,25.683,2.2912,9.5547,22.0,3.344,0,0,
61410.0,G27,fresh_entry,21.243,2.4591,8.4822,22.0,3.000,1,0,
61560.0,G27,fresh_entry,21.836,2.4231,8.5913,22.0,3.007,0,0,
61710.0,G27,fresh_entry,22.353,2.3871,8.6641,22.0,3.032,0,0,
62160.0,G27,fresh_entry,23.487,2.2815,8.7007,22.0,3.045,0,0,
62910.0,E18,fresh_entry,23.147,2.1934,8.2438,22.0,3.000,1,0,
62970.0,G10,fresh_entry,29.383,1.6732,7.9828,22.0,3.000,1,0,
63060.0,G10,fresh_entry,29.126,1.6719,7.9068,22.0,3.000,1,0,
63180.0,G27,fresh_entry,24.214,2.0702,8.1394,22.0,3.000,1,0,
63270.0,G28,fresh_entry,17.462,2.4688,6.9998,22.0,3.000,1,0,
63300.0,G27,fresh_entry,24.180,2.0486,8.0431,22.0,3.000,1,0,
63390.0,G27,fresh_entry,24.141,2.0330,7.9688,22.0,3.000,1,0,
63390.0,G28,fresh_entry,17.846,2.4370,7.0617,22.0,3.000,1,0,
63480.0,G27,fresh_entry,24.091,2.0177,7.8928,22.0,3.000,1,0,
63780.0,G27,fresh_entry,23.855,1.9699,7.6304,22.0,3.000,1,0,
63780.0,G28,fresh_entry,18.922,2.3291,7.1562,22.0,3.000,1,0,
63870.0,G27,fresh_entry,23.764,1.9565,7.5496,22.0,3.000,1,0,
63870.0,G28,fresh_entry,19.117,2.3035,7.1504,22.0,3.000,1,0,
63960.0,G28,fresh_entry,19.294,2.2777,7.1356,22.0,3.000,1,0,
64350.0,G29,fresh_entry,18.191,2.2905,6.7657,22.0,3.000,1,0,
67890.0,G31,fresh_entry,14.597,2.3275,5.5167,22.0,3.000,1,0,
68310.0,G31,fresh_entry,15.685,2.1980,5.5979,22.0,3.000,1,0,
68640.0,G31,fresh_entry,16.475,2.0970,5.6094,22.0,3.000,1,0,
68850.0,G31,fresh_entry,16.926,2.0340,5.5901,22.0,3.000,1,0,
69030.0,G08,fresh_entry,12.760,2.4319,5.0385,22.0,3.000,1,0,
69480.0,G08,fresh_entry,12.754,2.4180,5.0075,22.0,3.000,1,0,
69720.0,G08,fresh_entry,12.712,2.4135,4.9817,22.0,3.000,1,0,
69900.0,G02,fresh_entry,11.461,2.5256,4.7002,22.0,3.000,1,0,
70050.0,G08,fresh_entry,12.617,2.4103,4.9378,22.0,3.000,1,0,
70380.0,E33,fresh_entry,15.348,2.1078,5.2527,22.0,3.000,1,0,
70590.0,G26,fresh_entry,11.338,2.5179,4.6356,22.0,3.000,1,0,
70620.0,G08,fresh_entry,12.361,2.4129,4.8428,22.0,3.000,1,0,
71010.0,G26,fresh_entry,11.783,2.4520,4.6914,22.0,3.000,1,0,
71190.0,G26,fresh_entry,12.045,2.4215,4.7358,22.0,3.000,1,0,
71820.0,G08,fresh_entry,11.536,2.4474,4.5842,22.0,3.000,1,0,
72210.0,G26,fresh_entry,13.297,2.2296,4.8137,22.0,3.000,1,0,
72330.0,G25,fresh_entry,12.744,2.2947,4.7483,22.0,3.000,1,0,
72840.0,G26,fresh_entry,13.964,2.1011,4.7639,22.0,3.000,1,0,
73380.0,G26,fresh_entry,14.374,1.9897,4.6438,22.0,3.000,1,0,
73500.0,G23,fresh_entry,14.629,1.9338,4.5936,22.0,3.000,1,0,
74280.0,G25,fresh_entry,11.922,2.3098,4.4713,22.0,3.000,1,0,
74970.0,G01,fresh_entry,10.933,2.4392,4.3303,22.0,3.000,1,0,
75270.0,G23,fresh_entry,12.150,2.1850,4.3107,22.0,3.000,1,0,
75450.0,G16,fresh_entry,10.536,2.5087,4.2917,22.0,3.000,1,0,
75480.0,G25,fresh_entry,11.084,2.3918,4.3047,22.0,3.000,1,0,
75870.0,G25,fresh_entry,10.644,2.4306,4.2009,22.0,3.000,1,0,
76050.0,E07,fresh_entry,11.671,2.1534,4.0809,22.0,3.000,1,0,
77220.0,G16,fresh_entry,10.612,2.1084,3.6331,22.0,3.000,1,0,
77970.0,G16,fresh_entry,10.271,1.9299,3.2185,22.0,3.000,1,0,
79350.0,G03,fresh_entry,8.071,2.4208,3.1726,22.0,3.000,1,0,
80850.0,G04,fresh_entry,7.581,2.5487,3.1373,22.0,3.000,1,0,
81420.0,G04,fresh_entry,7.309,2.4925,2.9581,22.0,3.000,1,0,
81990.0,G32,fresh_entry,6.932,2.2301,2.5101,22.0,3.000,1,0,
82350.0,G04,fresh_entry,6.862,2.3881,2.6610,22.0,3.000,1,0,
82440.0,G27,fresh_entry,6.919,2.4783,2.7841,22.0,3.000,1,0,
82530.0,G32,fresh_entry,6.697,2.2739,2.4727,22.0,3.000,1,0,
83100.0,G32,fresh_entry,6.614,2.3230,2.4949,22.0,3.000,1,0,
83250.0,E26,fresh_entry,6.559,2.0431,2.1760,22.0,3.000,1,0,
83370.0,E23,fresh_entry,6.684,1.7552,1.9048,22.0,3.000,1,0,
83460.0,G32,fresh_entry,6.644,2.3557,2.5413,22.0,3.000,1,0,
83790.0,G27,fresh_entry,6.625,2.3334,2.5100,22.0,3.000,1,0,
83970.0,G27,fresh_entry,6.606,2.3106,2.4786,22.0,3.000,1,0,
84270.0,G32,fresh_entry,6.710,2.4345,2.6523,22.0,3.000,1,0,
84810.0,G08,fresh_entry,6.786,2.4945,2.7486,22.0,3.000,1,0,
85170.0,G27,fresh_entry,6.561,2.1435,2.2835,22.0,3.000,1,0,
85320.0,G27,fresh_entry,6.573,2.1215,2.2641,22.0,3.000,1,0,
85710.0,G27,fresh_entry,6.605,2.0636,2.2132,22.0,3.000,1,0,
86010.0,G08,fresh_entry,6.608,2.3011,2.4691,22.0,3.000,1,0,
86010.0,G27,fresh_entry,6.631,2.0191,2.1739,22.0,3.000,1,0,
