epoch,sat,constellation,residual_mm,S_phase_mm2,NIS,gate_mode,accepted,K_amb,clk_sigma_mm,amb_sigma_mm
516,G01,G,38.7928,300400388521.4577,5.00959772e-09,absolute,1,0.001332,547722.9122,20000.0000
523,E02,E,30.4919,300000391719.4663,3.09918396e-09,absolute,1,0.000000,547722.9134,60.0766
523,E03,E,42.1873,300000391704.4670,5.93255831e-09,absolute,1,0.000000,547722.9134,59.6479
523,E05,E,29.3334,300000391692.5694,2.86816356e-09,absolute,1,0.000000,547722.9134,59.3743
523,E25,E,36.0036,300000391696.5811,4.32085591e-09,absolute,1,0.000000,547722.9134,59.4917
523,G07,G,39.7035,300000391711.6465,5.25455765e-09,absolute,1,0.000000,547722.9134,56.8884
523,G09,G,36.2435,300000391692.2941,4.37863512e-09,absolute,1,0.000000,547722.9134,56.7710
526,G17,G,-13.7649,300000419849.5967,6.31574635e-10,absolute,1,0.000000,547722.9139,175.6997
527,E09,E,-41.6693,300399972565.9485,5.78005762e-09,absolute,1,0.001331,547722.5839,19999.9488
529,E09,E,33.8723,300400391333.4009,3.81933879e-09,absolute,1,0.001332,547722.9144,20000.0000
529,G17,G,36.2130,300000418256.6830,4.37126588e-09,absolute,1,0.000000,547722.9144,169.3918
533,G17,G,30.3877,300000425321.6384,3.07804565e-09,absolute,1,0.000000,547722.9226,163.7352
535,G17,G,12.9266,300000431430.1466,5.56991480e-10,absolute,1,0.000000,547722.9295,158.8180
538,G17,G,-21.0694,300000430012.3367,1.47972627e-09,absolute,1,0.000000,547722.9295,154.3244
539,E02,E,13.7085,300000024522.9607,6.26408001e-10,absolute,1,0.000000,547722.5783,59.6345
539,E03,E,7.4705,300000024511.8909,1.86028614e-10,absolute,1,0.000000,547722.5783,59.2424
539,E05,E,4.4738,300000024498.8965,6.67174445e-11,absolute,1,0.000000,547722.5783,58.9892
539,E25,E,7.1318,300000024514.6780,1.69542601e-10,absolute,1,0.000000,547722.5783,59.1008
539,G07,G,14.3238,300000024523.9697,6.83902041e-10,absolute,1,0.000000,547722.5783,56.5546
539,G09,G,14.7179,300000024501.2342,7.22054771e-10,absolute,1,0.000000,547722.5783,56.4479
539,G30,G,30.8592,300000024539.1557,3.17429940e-09,absolute,1,0.000000,547722.5783,56.9546
540,E02,E,-33.3619,300000000040.6899,3.71005222e-09,absolute,1,0.000000,547722.5606,59.4148
540,E03,E,-32.5717,300000000021.6877,3.53638616e-09,absolute,1,0.000000,547722.5606,59.0725
540,E05,E,-41.2339,300000000016.0203,5.66745989e-09,absolute,1,0.000000,547722.5606,58.8453
540,E25,E,-43.8042,300000000024.0946,6.39603799e-09,absolute,1,0.000000,547722.5606,58.9495
540,G07,G,-33.8303,300000000023.2494,3.81496735e-09,absolute,1,0.000000,547722.5606,56.3900
540,G09,G,-34.9602,300000000020.1911,4.07406130e-09,absolute,1,0.000000,547722.5606,56.2949
540,G14,G,6.2309,300000000037.5620,1.29411784e-10,absolute,1,0.000000,547722.5606,56.8670
540,G30,G,-21.6305,300000000040.8390,1.55959879e-09,absolute,1,0.000000,547722.5606,56.7344
543,G17,G,23.1961,300000428745.0563,1.79353011e-09,absolute,1,0.000000,547722.9295,150.1797
544,G17,G,-39.3648,300000000044.9557,5.16529840e-09,absolute,1,0.000000,547722.5772,146.3314
544,G19,G,-13.4596,300400021630.5076,6.03067025e-10,absolute,1,0.001332,547722.5772,20000.0000
545,G17,G,3.2571,300000000044.5262,3.53624865e-11,absolute,1,0.000000,547722.5763,142.7677
545,G19,G,29.5137,300000000234.9674,2.90352351e-09,absolute,1,0.000000,547722.5763,143.5228
554,E05,E,44.3266,300000402657.6899,6.54948378e-09,absolute,1,0.000000,547722.9233,58.5193
554,E25,E,32.1200,300000402663.1176,3.43898482e-09,absolute,1,0.000000,547722.9233,58.6189
554,G07,G,39.8816,300000402673.0169,5.30179715e-09,absolute,1,0.000000,547722.9233,56.0970
554,G09,G,48.1154,300000402661.3588,7.71696641e-09,absolute,1,0.000000,547722.9233,56.0096
555,G01,G,3.2020,300399913290.1194,3.41300925e-11,absolute,1,0.001331,547722.5605,19997.7389
559,G01,G,9.9893,300000806039.2606,3.32622639e-10,absolute,1,0.000001,547722.9227,638.0786
559,G04,G,-4.9230,300400399991.3264,8.06787813e-11,absolute,1,0.001332,547722.9227,20000.0000
561,E02,E,23.7317,300000401701.5242,1.87730666e-09,absolute,1,0.000000,547722.9224,58.7772
561,E03,E,26.8826,300000401683.9155,2.40891406e-09,absolute,1,0.000000,547722.9224,58.4917
561,E05,E,17.2099,300000401676.6487,9.87265677e-10,absolute,1,0.000000,547722.9224,58.2963
561,E25,E,19.7717,300000401682.1674,1.30307107e-09,absolute,1,0.000000,547722.9224,58.3909
561,G07,G,12.9320,300000401690.0534,5.57451996e-10,absolute,1,0.000000,547722.9224,55.8767
561,G09,G,12.9247,300000401681.2267,5.56827498e-10,absolute,1,0.000000,547722.9224,55.7970
561,G14,G,42.6276,300000401699.3873,6.05702304e-09,absolute,1,0.000000,547722.9224,56.2936
561,G30,G,41.9160,300000401702.9051,5.85649716e-09,absolute,1,0.000000,547722.9224,56.1666
562,E02,E,-16.9022,300000000038.1299,9.52280475e-10,absolute,1,0.000000,547722.5605,58.5912
562,E03,E,-14.8005,300000000019.3972,7.30181577e-10,absolute,1,0.000000,547722.5605,58.3347
562,E05,E,-21.9026,300000000016.0679,1.59907831e-09,absolute,1,0.000000,547722.5605,58.1546
562,E25,E,-22.5952,300000000024.7275,1.70181031e-09,absolute,1,0.000000,547722.5605,58.2446
562,G07,G,-23.7684,300000000020.8060,1.88312380e-09,absolute,1,0.000000,547722.5605,55.7115
562,G09,G,-21.5384,300000000021.5019,1.54634159e-09,absolute,1,0.000000,547722.5605,55.6383
562,G14,G,-9.5052,300000000034.4282,3.01161412e-10,absolute,1,0.000000,547722.5605,56.0970
562,G30,G,-5.4264,300000000033.5417,9.81540495e-11,absolute,1,0.000000,547722.5605,55.9671
563,E02,E,43.4570,300000000045.0115,6.29503874e-09,absolute,1,0.000000,547722.5604,58.4217
563,E03,E,42.4618,300000000026.9140,6.01000364e-09,absolute,1,0.000000,547722.5604,58.1847
563,E05,E,41.4167,300000000023.6181,5.71781553e-09,absolute,1,0.000000,547722.5604,58.0154
563,E25,E,40.5667,300000000032.2932,5.48551918e-09,absolute,1,0.000000,547722.5604,58.1019
563,G07,G,40.5732,300000000028.1322,5.48728645e-09,absolute,1,0.000000,547722.5604,55.5530
563,G09,G,37.9125,300000000028.7526,4.79118538e-09,absolute,1,0.000000,547722.5604,55.4844
564,E02,E,-12.4866,300000000040.6941,5.19713803e-10,absolute,1,0.000000,547722.5604,58.2618
564,E03,E,-10.5736,300000000022.5770,3.72671071e-10,absolute,1,0.000000,547722.5604,58.0380
564,E05,E,-17.1971,300000000019.0557,9.85806218e-10,absolute,1,0.000000,547722.5604,57.8765
564,E25,E,-18.0170,300000000027.9526,1.08204427e-09,absolute,1,0.000000,547722.5604,57.9604
564,G07,G,-18.7065,300000000023.6237,1.16644573e-09,absolute,1,0.000000,547722.5604,55.3939
564,G09,G,-15.8408,300000000024.1117,8.36431615e-10,absolute,1,0.000000,547722.5604,55.3287
564,G14,G,-1.5159,300000000037.9591,7.65994406e-12,absolute,1,0.000000,547722.5604,55.7441
564,G30,G,-6.3993,300000000036.9166,1.36505055e-10,absolute,1,0.000000,547722.5604,55.6177
566,G01,G,1.4329,300000599830.5515,6.84441552e-12,absolute,1,0.000001,547722.9217,449.3216
566,G04,G,-33.3014,300000599891.8453,3.69659639e-09,absolute,1,0.000001,547722.9217,449.3639
567,G01,G,46.5887,300000000083.4365,7.23502099e-09,absolute,1,0.000000,547722.6801,366.4311
567,G04,G,29.1507,300000000100.6012,2.83253753e-09,absolute,1,0.000000,547722.6801,366.4426
571,E02,E,7.8855,300000410735.3018,2.07267971e-10,absolute,1,0.000000,547722.9307,58.0262
571,E03,E,-5.3305,300000410718.2510,9.47142097e-11,absolute,1,0.000000,547722.9307,57.8142
571,E05,E,-5.2255,300000410714.3919,9.10186657e-11,absolute,1,0.000000,547722.9307,57.6595
571,E25,E,-1.6563,300000410720.7615,9.14459889e-12,absolute,1,0.000000,547722.9307,57.7411
571,G07,G,-1.7777,300000410722.8697,1.05340119e-11,absolute,1,0.000000,547722.9307,55.1812
571,G09,G,-8.9256,300000410720.3616,2.65552424e-10,absolute,1,0.000000,547722.9307,55.1190
571,G14,G,-5.4668,300000410733.4286,9.96187298e-11,absolute,1,0.000000,547722.9307,55.5175
571,G30,G,-0.0353,300000410733.0426,4.15470464e-15,absolute,1,0.000000,547722.9307,55.3901
572,G17,G,-16.8243,300000021282.0516,9.43524904e-10,absolute,1,0.000000,547722.5604,139.3487
572,G19,G,-26.8282,300000021412.8265,2.39916615e-09,absolute,1,0.000000,547722.5604,139.7724
575,G01,G,27.8065,300000501770.0057,2.57732726e-09,absolute,1,0.000000,547722.9246,317.2228
576,E02,E,1.0323,300000082647.9170,3.55237608e-12,absolute,1,0.000000,547722.6312,57.8202
576,E03,E,-19.4835,300000082630.2468,1.26534917e-09,absolute,1,0.000000,547722.6312,57.6204
576,E05,E,-17.8250,300000082623.4700,1.05909825e-09,absolute,1,0.000000,547722.6312,57.4723
576,E25,E,-14.6265,300000082632.4417,7.13112923e-10,absolute,1,0.000000,547722.6312,57.5516
576,G07,G,-21.5679,300000082631.5948,1.55057468e-09,absolute,1,0.000000,547722.6312,54.9912
576,G09,G,-6.9042,300000082629.3589,1.58895260e-10,absolute,1,0.000000,547722.6312,54.9316
576,G14,G,-1.7914,300000082645.5984,1.06975207e-11,absolute,1,0.000000,547722.6312,55.3133
576,G30,G,-5.9892,300000082642.7486,1.19568708e-10,absolute,1,0.000000,547722.6312,55.1859
577,E03,E,33.4087,300000000038.8452,3.72047276e-09,absolute,1,0.000000,547722.5604,57.4805
577,E05,E,42.4869,300000000037.1721,6.01712184e-09,absolute,1,0.000000,547722.5604,57.3384
577,E25,E,36.2318,300000000045.9387,4.37581492e-09,absolute,1,0.000000,547722.5604,57.4155
577,G07,G,37.7174,300000000040.0571,4.74201928e-09,absolute,1,0.000000,547722.5604,54.8382
577,G09,G,43.5409,300000000043.4545,6.31936079e-09,absolute,1,0.000000,547722.5604,54.7811
577,G30,G,46.7726,300000000049.9219,7.29226856e-09,absolute,1,0.000000,547722.5604,55.0206
578,G17,G,-10.0598,300000020415.8821,3.37332397e-10,absolute,1,0.000000,547722.5603,136.2516
578,G19,G,0.7576,300000020503.0184,1.91308513e-12,absolute,1,0.000000,547722.5603,136.5145
580,E02,E,-13.9086,300000402731.8221,6.44831242e-10,absolute,1,0.000000,547722.9234,57.4970
580,E03,E,-32.1265,300000402714.4183,3.44037696e-09,absolute,1,0.000000,547722.9234,57.3172
580,E05,E,-29.9412,300000402711.6106,2.98824701e-09,absolute,1,0.000000,547722.9234,57.1799
580,E25,E,-33.7387,300000402718.6762,3.79433511e-09,absolute,1,0.000000,547722.9234,57.2552
580,G07,G,-38.3652,300000402718.1880,4.90628488e-09,absolute,1,0.000000,547722.9234,54.6689
580,G09,G,-27.6647,300000402718.2947,2.55112058e-09,absolute,1,0.000000,547722.9234,54.6138
580,G14,G,-6.5628,300000402729.6949,1.43565956e-10,absolute,1,0.000000,547722.9234,54.9685
580,G30,G,-26.5846,300000402726.5409,2.35580318e-09,absolute,1,0.000000,547722.9234,54.8419
581,G17,G,12.9164,300000019633.9655,5.56112632e-10,absolute,1,0.000000,547722.5603,133.3546
581,G19,G,11.5025,300000019703.5752,4.41021897e-10,absolute,1,0.000000,547722.5603,133.5549
582,G19,G,49.7339,300000000082.6235,8.24488279e-09,absolute,1,0.000000,547722.5732,130.8121
583,G02,G,-29.2976,300400016584.1344,2.85734615e-09,absolute,1,0.001332,547722.5726,20000.0000
583,G17,G,-49.4454,300000000093.7609,8.14949624e-09,absolute,1,0.000000,547722.5726,128.0908
586,G01,G,-9.0197,300000478909.5875,2.71180109e-10,absolute,1,0.000000,547722.9220,283.9504
589,G02,G,1.1639,300000413366.3647,4.51547921e-12,absolute,1,0.000000,547722.9213,126.1365
589,G04,G,-10.0528,300400398551.3544,3.36411645e-10,absolute,1,0.001332,547722.9213,20000.0000
589,G17,G,15.7961,300000413240.3065,8.31720926e-10,absolute,1,0.000000,547722.9213,125.6655
589,G19,G,19.7428,300000413296.8939,1.29926287e-09,absolute,1,0.000000,547722.9213,125.8322
592,G02,G,-40.3454,300000418858.1859,5.42583125e-09,absolute,1,0.000000,547722.9269,123.7024
592,G17,G,-37.2444,300000418771.9034,4.62380531e-09,absolute,1,0.000000,547722.9269,123.3763
592,G19,G,-26.3499,300000418821.7938,2.31439380e-09,absolute,1,0.000000,547722.9269,123.5227
593,G01,G,11.6083,300000080938.4222,4.49176374e-10,absolute,1,0.000000,547722.5710,259.2354
599,G01,G,-21.1561,300000458618.2485,1.49193013e-09,absolute,1,0.000000,547722.9243,240.2627
600,G22,G,12.4821,300400050640.5907,5.18652287e-10,absolute,1,0.001332,547722.6038,20000.0000
601,G01,G,36.1948,300000450315.3934,4.36687855e-09,absolute,1,0.000000,547722.9233,224.8771
602,G01,G,-6.5431,300000000079.4700,1.42707187e-10,absolute,1,0.000000,547722.5987,212.1172
603,G01,G,-3.8507,300000000079.1529,4.94265493e-11,absolute,1,0.000000,547722.5946,201.3212
604,G01,G,-16.4713,300000000078.8408,9.04342503e-10,absolute,1,0.000000,547722.5913,192.0322
605,G01,G,39.3777,300000000078.5335,5.16867766e-09,absolute,1,0.000000,547722.5885,183.9299
607,G02,G,-38.0061,300000412695.7786,4.81488275e-09,absolute,1,0.000000,547722.9217,121.4842
607,G17,G,-39.7701,300000412613.5190,5.27219863e-09,absolute,1,0.000000,547722.9217,121.2026
607,G19,G,-27.0529,300000412655.9316,2.43952828e-09,absolute,1,0.000000,547722.9217,121.3345
612,E03,E,11.7790,300000399181.7571,4.62481534e-10,absolute,1,0.000000,547722.9201,56.8059
612,E05,E,6.9507,300000399183.5127,1.61038599e-10,absolute,1,0.000000,547722.9201,56.6725
612,E25,E,6.1339,300000399192.7601,1.25414037e-10,absolute,1,0.000000,547722.9201,56.7465
612,G07,G,12.2397,300000399189.2015,4.99367935e-10,absolute,1,0.000000,547722.9201,54.2579
612,G09,G,10.8899,300000399198.2518,3.95300763e-10,absolute,1,0.000000,547722.9201,54.2045
612,G14,G,34.5924,300000399199.8934,3.98876427e-09,absolute,1,0.000000,547722.9201,54.5488
612,G30,G,23.4445,300000399194.6743,1.83214905e-09,absolute,1,0.000000,547722.9201,54.4227
613,G01,G,-38.4090,300000033238.6013,4.91751285e-09,absolute,1,0.000000,547722.5603,176.7581
615,G22,G,34.6712,300000796042.2258,4.00697049e-09,absolute,1,0.000001,547722.9192,632.9597
617,G22,G,-13.1500,300000594140.2676,5.76409397e-10,absolute,1,0.000001,547722.9187,446.4732
621,G02,G,-8.4605,300000407787.6591,2.38601100e-10,absolute,1,0.000000,547722.9176,119.3483
621,G17,G,-9.0361,300000407703.1355,2.72172078e-10,absolute,1,0.000000,547722.9176,119.1102
621,G19,G,-3.5362,300000407738.5186,4.16814807e-11,absolute,1,0.000000,547722.9176,119.2159
622,G02,G,-18.3806,300000000102.6965,1.12615269e-09,absolute,1,0.000000,547722.5701,117.3721
622,G17,G,-18.6702,300000000022.5726,1.16192463e-09,absolute,1,0.000000,547722.5701,117.1419
622,G19,G,-9.4693,300000000048.2792,2.98893820e-10,absolute,1,0.000000,547722.5701,117.2361
624,G01,G,-9.1187,300000421777.4532,2.77169166e-10,absolute,1,0.000000,547722.9168,170.3306
625,G17,G,-11.7279,300000039478.4352,4.58480137e-10,absolute,1,0.000000,547722.5823,115.2627
625,G19,G,1.9302,300000039505.8389,1.24185640e-11,absolute,1,0.000000,547722.5823,115.3496
627,G17,G,6.0967,300000404771.8101,1.23899087e-10,absolute,1,0.000000,547722.9161,113.4722
627,G19,G,12.8689,300000404798.8203,5.52025949e-10,absolute,1,0.000000,547722.9161,113.5542
628,G01,G,-20.6459,300000038697.4496,1.42084399e-09,absolute,1,0.000000,547722.5690,164.5280
637,G22,G,-13.1902,300000522316.3428,5.79938761e-10,absolute,1,0.000000,547722.9139,364.2585
640,E02,E,-4.3621,300000391813.2161,6.34250807e-11,absolute,1,0.000000,547722.9133,56.5289
640,G14,G,-38.3662,300000391811.2200,4.90654804e-09,absolute,1,0.000000,547722.9133,54.1720
640,G30,G,-33.6000,300000391802.9928,3.76320233e-09,absolute,1,0.000000,547722.9133,54.0491
643,G17,G,42.3868,300000400819.7125,5.98880420e-09,absolute,1,0.000000,547722.9128,111.7160
647,E02,E,19.3395,300000390511.5724,1.24672285e-09,absolute,1,0.000000,547722.9121,56.3350
647,E03,E,-19.8042,300000390490.6108,1.30735155e-09,absolute,1,0.000000,547722.9121,56.1816
647,E05,E,-13.8945,300000390498.6677,6.43520361e-10,absolute,1,0.000000,547722.9121,56.0578
647,E25,E,-3.1180,300000390507.5785,3.24067001e-11,absolute,1,0.000000,547722.9121,56.1275
647,G07,G,-22.6679,300000390497.5229,1.71276938e-09,absolute,1,0.000000,547722.9121,53.7000
647,G09,G,-10.0665,300000390526.7912,3.37782088e-10,absolute,1,0.000000,547722.9121,53.6497
647,G14,G,-0.6842,300000390510.0939,1.56055688e-12,absolute,1,0.000000,547722.9121,53.9661
647,G30,G,-5.2427,300000390499.8773,9.16211774e-11,absolute,1,0.000000,547722.9121,53.8412
653,G01,G,4.1057,300000412145.8525,5.61891184e-11,absolute,1,0.000000,547722.9113,159.2253
653,G22,G,-21.0083,300000485964.6286,1.47116528e-09,absolute,1,0.000000,547722.9113,314.8657
656,G17,G,-24.7351,300000398439.9198,2.03941708e-09,absolute,1,0.000000,547722.9109,110.0291
656,G19,G,-12.5399,300000398462.8233,5.24161145e-10,absolute,1,0.000000,547722.9109,110.0920
658,G01,G,-14.1104,300000405511.1372,6.63677183e-10,absolute,1,0.000000,547722.9107,139.0630
658,G22,G,-33.4999,300000405546.7062,3.74081016e-09,absolute,1,0.000000,547722.9107,139.2015
660,E02,E,1.3411,300000388730.6570,5.99473028e-12,absolute,1,0.000000,547722.9105,56.0668
660,E03,E,-22.1181,300000388711.2189,1.63070110e-09,absolute,1,0.000000,547722.9105,55.9296
660,E05,E,-32.9430,300000388718.6624,3.61747659e-09,absolute,1,0.000000,547722.9105,55.8124
660,E25,E,-25.7050,300000388727.9704,2.20249272e-09,absolute,1,0.000000,547722.9105,55.8790
660,G07,G,-16.8193,300000388716.2418,9.42956413e-10,absolute,1,0.000000,547722.9105,53.4595
660,G09,G,-11.6229,300000388750.5103,4.50306164e-10,absolute,1,0.000000,547722.9105,53.4117
660,G14,G,-15.7153,300000388728.6915,8.23238849e-10,absolute,1,0.000000,547722.9105,53.7075
660,G30,G,-2.8210,300000388717.2083,2.65270197e-11,absolute,1,0.000000,547722.9105,53.5883
663,G17,G,11.9251,300000397354.6443,4.74030024e-10,absolute,1,0.000000,547722.9102,108.4238
663,G19,G,14.5123,300000397374.3492,7.02022676e-10,absolute,1,0.000000,547722.9102,108.4752
668,G01,G,36.1786,300000399661.8356,4.36295644e-09,absolute,1,0.000000,547722.9061,135.7955
670,E03,E,44.9033,300000383661.8873,6.72100609e-09,absolute,1,0.000000,547722.9059,55.7150
670,E25,E,25.3460,300000383678.9380,2.14139438e-09,absolute,1,0.000000,547722.9059,55.6670
670,G09,G,43.4479,300000383706.8892,6.29239972e-09,absolute,1,0.000000,547722.9059,53.1966
671,E03,E,32.0059,300000000020.1338,3.41459898e-09,absolute,1,0.000000,547722.5602,55.5931
671,E05,E,35.5899,300000000031.4653,4.22213923e-09,absolute,1,0.000000,547722.5602,55.4824
671,E25,E,10.4754,300000000039.2161,3.65783197e-10,absolute,1,0.000000,547722.5602,55.5458
671,G07,G,34.8898,300000000024.7475,4.05765929e-09,absolute,1,0.000000,547722.5602,53.0851
671,G09,G,34.1229,300000000062.2307,3.88124167e-09,absolute,1,0.000000,547722.5602,53.0398
671,G14,G,44.1898,300000000037.9406,6.50913234e-09,absolute,1,0.000000,547722.5602,53.3175
671,G30,G,43.1202,300000000024.8961,6.19782860e-09,absolute,1,0.000000,547722.5602,53.2030
674,E03,E,25.9753,300000383102.0339,2.24904503e-09,absolute,1,0.000000,547722.9054,55.4512
674,E05,E,33.9440,300000383110.2980,3.84065219e-09,absolute,1,0.000000,547722.9054,55.3441
674,E25,E,24.1133,300000383118.3120,1.93816671e-09,absolute,1,0.000000,547722.9054,55.4057
674,G07,G,39.4941,300000383105.6777,5.19926653e-09,absolute,1,0.000000,547722.9054,52.9152
674,G09,G,31.9657,300000383146.1975,3.40601378e-09,absolute,1,0.000000,547722.9054,52.8712
674,G14,G,49.1752,300000383118.7187,8.06065218e-09,absolute,1,0.000000,547722.9054,53.1373
674,G30,G,44.3822,300000383105.9271,6.56592818e-09,absolute,1,0.000000,547722.9054,53.0263
678,G17,G,10.5498,300000391297.7310,3.70991589e-10,absolute,1,0.000000,547722.9050,106.8596
678,G19,G,13.7833,300000391314.6186,6.33262875e-10,absolute,1,0.000000,547722.9050,106.9009
679,G01,G,15.5106,300000027968.7175,8.01933595e-10,absolute,1,0.000000,547722.5677,132.7089
679,G22,G,22.3695,300000027982.4916,1.66798776e-09,absolute,1,0.000000,547722.5677,132.7635
680,G02,G,17.0985,300400017020.1910,9.73232309e-10,absolute,1,0.001332,547722.5730,20000.0000
681,G01,G,-9.0952,300000396162.5214,2.75743617e-10,absolute,1,0.000000,547722.9044,129.8332
681,G22,G,-23.7964,300000396171.6810,1.88756117e-09,absolute,1,0.000000,547722.9044,129.8602
682,G01,G,13.6633,300000000056.0364,6.22282779e-10,absolute,1,0.000000,547722.5723,127.1411
682,G22,G,3.1323,300000000053.1983,3.27045482e-11,absolute,1,0.000000,547722.5723,127.1565
683,E02,E,-4.0080,300000017544.7534,5.35471449e-11,absolute,1,0.000000,547722.5718,55.3637
683,E03,E,-37.1364,300000017527.9529,4.59704275e-09,absolute,1,0.000000,547722.5718,55.2543
683,E05,E,-27.4768,300000017535.1476,2.51657391e-09,absolute,1,0.000000,547722.5718,55.1502
683,E25,E,-28.8200,300000017538.3904,2.76864057e-09,absolute,1,0.000000,547722.5718,55.2103
683,G07,G,-28.0890,300000017525.7837,2.62998022e-09,absolute,1,0.000000,547722.5718,52.7084
683,G09,G,-12.6189,300000017577.4313,5.30787138e-10,absolute,1,0.000000,547722.5718,52.6656
683,G14,G,-21.3213,300000017540.7053,1.51532449e-09,absolute,1,0.000000,547722.5718,52.9225
683,G30,G,-26.2507,300000017526.9743,2.29699826e-09,absolute,1,0.000000,547722.5718,52.8144
686,G13,G,39.8803,300400379955.6115,5.29439271e-09,absolute,1,0.001332,547722.9043,20000.0000
688,E02,E,17.6040,300000381831.9145,1.03299801e-09,absolute,1,0.000000,547722.9042,55.2036
688,E03,E,18.4811,300000381813.3403,1.13850276e-09,absolute,1,0.000000,547722.9042,55.0986
688,E05,E,35.4418,300000381824.4894,4.18707080e-09,absolute,1,0.000000,547722.9042,54.9975
688,E25,E,5.0221,300000381831.3440,8.40709344e-11,absolute,1,0.000000,547722.9042,55.0561
688,G07,G,24.4281,300000381815.9441,1.98909759e-09,absolute,1,0.000000,547722.9042,52.5285
688,G14,G,43.5739,300000381829.4101,6.32892739e-09,absolute,1,0.000000,547722.9042,52.7351
688,G30,G,25.4475,300000381815.5845,2.15858949e-09,absolute,1,0.000000,547722.9042,52.6297
690,G09,G,-42.9308,300000385886.7071,6.14349673e-09,absolute,1,0.000000,547722.9079,52.3296
691,G17,G,18.4828,300000013028.7377,1.13871897e-09,absolute,1,0.000000,547722.5602,105.3399
691,G19,G,10.5568,300000013039.4141,3.71485316e-10,absolute,1,0.000000,547722.5602,105.3750
692,G13,G,-4.3718,300000389778.6371,6.37090133e-11,absolute,1,0.000001,547722.5675,616.0545
693,G17,G,23.1679,300000200378.5159,1.78917204e-09,absolute,1,0.000000,547722.7312,103.9239
693,G19,G,17.6998,300000200391.4521,1.04427048e-09,absolute,1,0.000000,547722.7312,103.9556
694,G17,G,17.9315,300000000018.8681,1.07179369e-09,absolute,1,0.000000,547722.5672,102.5558
694,G19,G,15.1728,300000000028.0748,7.67375581e-10,absolute,1,0.000000,547722.5672,102.5850
695,E25,E,40.8352,300400011743.5724,5.55098964e-09,absolute,1,0.001332,547722.5670,19999.9998
697,G09,G,-18.3005,300400380113.8755,1.11487533e-09,absolute,1,0.001332,547722.9045,20000.0000
697,G17,G,33.9076,300000389690.9413,3.83241697e-09,absolute,1,0.000000,547722.9045,101.2356
697,G19,G,37.3544,300000389702.6499,4.65115962e-09,absolute,1,0.000000,547722.9045,101.2630
697,G22,G,-28.2043,300000395032.0293,2.65160978e-09,absolute,1,0.000000,547722.9045,124.5839
705,G01,G,7.0638,300000384668.0234,1.66325886e-10,absolute,1,0.000000,547722.9035,79.2948
705,G17,G,17.8555,300000384621.8060,1.06272811e-09,absolute,1,0.000000,547722.9035,79.1004
705,G19,G,26.3017,300000384632.1389,2.30592268e-09,absolute,1,0.000000,547722.9035,79.1271
705,G22,G,9.7345,300000384651.3455,3.15869601e-10,absolute,1,0.000000,547722.9035,79.2097
706,G01,G,-48.8818,300000000054.7739,7.96477364e-09,absolute,1,0.000000,547722.5632,78.6227
706,G17,G,-35.7347,300000000017.0801,4.25655952e-09,absolute,1,0.000000,547722.5632,78.4806
706,G19,G,-33.8443,300000000024.9714,3.81812037e-09,absolute,1,0.000000,547722.5632,78.5066
706,G22,G,-34.8425,300000000045.6199,4.04667262e-09,absolute,1,0.000000,547722.5632,78.5712
709,G17,G,-44.8911,300000383988.6076,6.71735882e-09,absolute,1,0.000000,547722.9031,77.8901
709,G22,G,-45.9670,300000384014.3657,7.04321753e-09,absolute,1,0.000000,547722.9031,77.9739
710,E25,E,-41.9295,300000385307.3038,5.86025607e-09,absolute,1,0.000001,547722.5631,617.0603
710,G06,G,46.8314,300400006183.3394,7.30087798e-09,absolute,1,0.001332,547722.5631,20000.0000
710,G09,G,33.2932,300000000177.8752,3.69479525e-09,absolute,1,0.000000,547722.5631,77.9626
710,G13,G,-22.7966,300000195672.9795,1.73228623e-09,absolute,1,0.000001,547722.5631,436.1201
729,E25,E,-42.7174,300000384401.2709,6.08259275e-09,absolute,1,0.000000,547722.9036,79.7044
729,E34,E,9.3911,300400380212.1307,2.93581435e-10,absolute,1,0.001332,547722.9036,20000.0000
729,G01,G,11.3406,300000384239.2980,4.28699873e-10,absolute,1,0.000000,547722.9036,75.2900
729,G13,G,24.5447,300000384463.7076,2.00814590e-09,absolute,1,0.000000,547722.9036,76.6951
729,G17,G,21.7304,300000384201.2624,1.57403289e-09,absolute,1,0.000000,547722.9036,75.1515
729,G19,G,28.1510,300000384210.2416,2.64160134e-09,absolute,1,0.000000,547722.9036,75.1781
729,G22,G,25.6934,300000384227.5155,2.20050589e-09,absolute,1,0.000000,547722.9036,75.2322
731,E25,E,6.1302,300000384249.1654,1.25264341e-10,absolute,1,0.000000,547722.9037,78.2869
731,E34,E,25.0073,300000384439.5046,2.08454690e-09,absolute,1,0.000000,547722.9037,79.3295
731,G01,G,3.1108,300000384238.3768,3.22567250e-11,absolute,1,0.000000,547722.9037,74.7672
731,G13,G,9.3392,300000384287.2141,2.90735750e-10,absolute,1,0.000000,547722.9037,75.0420
731,G17,G,7.7554,300000384204.1370,2.00486724e-10,absolute,1,0.000000,547722.9037,74.6359
731,G19,G,11.4226,300000384211.8585,4.34916805e-10,absolute,1,0.000000,547722.9037,74.6616
731,G22,G,21.5375,300000384229.2534,1.54621552e-09,absolute,1,0.000000,547722.9037,74.7126
744,G06,G,33.5932,300400371873.4956,3.75665511e-09,absolute,1,0.001332,547722.8970,20000.0000
