epoch,sat,constellation,residual_mm,S_phase_mm2,NIS,gate_mode,accepted,K_amb,clk_sigma_mm,amb_sigma_mm
353,E25,E,-10.3533,300000372376.3623,3.57302085e-10,absolute,1,0.000000,547722.8958,71.0511
353,G07,G,-38.2662,300000372416.9630,4.88099811e-09,absolute,1,0.000000,547722.8958,67.5041
353,G08,G,-37.5478,300000372383.8986,4.69944823e-09,absolute,1,0.000000,547722.8958,67.2865
353,G09,G,-31.6556,300000372353.1237,3.34026245e-09,absolute,1,0.000000,547722.8958,66.3601
353,G14,G,-5.6312,300000372472.3681,1.05701983e-10,absolute,1,0.000000,547722.8958,71.3683
363,E02,E,-2.2262,300400371525.1837,1.64979251e-11,absolute,1,0.001332,547722.8967,20000.0000
364,E02,E,49.5185,300000000126.6915,8.17362074e-09,absolute,1,0.000000,547722.8965,609.3521
364,E03,E,30.1156,300000373267.1159,3.02315643e-09,absolute,1,0.000000,547722.8965,71.6911
364,E05,E,26.5812,300000373156.2469,2.35519934e-09,absolute,1,0.000000,547722.8965,69.7612
364,G07,G,30.7193,300000373211.8347,3.14557668e-09,absolute,1,0.000000,547722.8965,66.9443
364,G08,G,11.6964,300000373178.3508,4.56018831e-10,absolute,1,0.000000,547722.8965,66.6825
364,G09,G,33.5392,300000373149.9741,3.74958725e-09,absolute,1,0.000000,547722.8965,65.8696
364,G14,G,45.6975,300000373262.2919,6.96086615e-09,absolute,1,0.000000,547722.8965,70.3262
365,E03,E,45.2151,300000000086.5280,6.81469659e-09,absolute,1,0.000000,547722.5624,70.9853
365,E05,E,47.5506,300000000015.1454,7.53685694e-09,absolute,1,0.000000,547722.5624,69.2425
365,G03,G,23.5546,300400005217.8857,1.84693536e-09,absolute,1,0.001332,547722.5624,20000.0000
365,G07,G,44.8852,300000000046.7994,6.71561605e-09,absolute,1,0.000000,547722.5624,66.3866
365,G08,G,24.0905,300000000021.6730,1.93451427e-09,absolute,1,0.000000,547722.5624,66.0903
365,G09,G,44.9736,300000000015.0502,6.74207470e-09,absolute,1,0.000000,547722.5624,65.3821
365,G14,G,47.0944,300000000076.0653,7.39295253e-09,absolute,1,0.000000,547722.5624,69.3520
368,E02,E,-4.4040,300000371657.4318,6.46508862e-11,absolute,1,0.000000,547722.8951,73.6051
368,E03,E,-14.2977,300000371610.7264,6.81410535e-10,absolute,1,0.000000,547722.8951,70.5732
368,E05,E,-2.4700,300000371535.8472,2.03361501e-11,absolute,1,0.000000,547722.8951,68.9077
368,E25,E,25.3006,300000371547.7715,2.13373874e-09,absolute,1,0.000000,547722.8951,69.4002
368,G07,G,-4.4693,300000371576.7559,6.65823274e-11,absolute,1,0.000000,547722.8951,66.0556
368,G08,G,-17.9807,300000371548.8620,1.07768551e-09,absolute,1,0.000000,547722.8951,65.7445
368,G09,G,3.3985,300000371531.0923,3.84983734e-11,absolute,1,0.000000,547722.8951,65.0871
368,G14,G,0.9554,300000371611.4479,3.04236020e-12,absolute,1,0.000000,547722.8951,68.8244
376,G27,G,-6.4054,300400370362.1686,1.36583226e-10,absolute,1,0.001332,547722.8959,20000.0000
387,E02,E,-10.5712,300000386849.6440,3.72500446e-10,absolute,1,0.000000,547722.9090,72.4065
387,E03,E,8.5009,300000386823.5764,2.40881288e-10,absolute,1,0.000000,547722.9090,69.7140
387,E05,E,-30.3184,300000386746.2919,3.06400530e-09,absolute,1,0.000000,547722.9090,68.0988
387,E25,E,-3.7363,300000386760.9421,4.65319156e-11,absolute,1,0.000000,547722.9090,68.5652
387,G07,G,-29.7833,300000386796.7156,2.95681810e-09,absolute,1,0.000000,547722.9090,65.4191
387,G08,G,-37.7083,300000386759.9349,4.73971848e-09,absolute,1,0.000000,547722.9090,65.0847
387,G09,G,-21.6703,300000386739.1382,1.56533450e-09,absolute,1,0.000000,547722.9090,64.4743
387,G14,G,-31.7847,300000386835.4162,3.36754618e-09,absolute,1,0.000000,547722.9090,68.0591
388,E03,E,-33.9695,300000000099.0916,3.84642713e-09,absolute,1,0.000000,547722.5622,69.3202
388,E25,E,-35.2339,300000000053.2469,4.13810198e-09,absolute,1,0.000000,547722.5622,68.2624
405,G30,G,-9.7119,300400379729.5190,3.13986149e-10,absolute,1,0.001332,547722.9044,20000.0000
414,G30,G,19.8732,300000764227.9937,1.31647913e-09,absolute,1,0.000001,547722.9109,616.0921
418,G30,G,-34.3192,300000577566.1127,3.92601476e-09,absolute,1,0.000001,547722.9116,438.3816
423,G30,G,5.7332,300000515420.8044,1.09564209e-10,absolute,1,0.000000,547722.9125,359.1254
424,G30,G,7.2978,300000000190.4669,1.77525146e-10,absolute,1,0.000000,547722.6465,311.4483
425,E05,E,25.6162,300000080120.2922,2.18729885e-09,absolute,1,0.000000,547722.6290,66.6729
425,G07,G,40.8945,300000080185.0577,5.57453760e-09,absolute,1,0.000000,547722.6290,64.2841
425,G08,G,12.1803,300000080131.8057,4.94529994e-10,absolute,1,0.000000,547722.6290,63.9146
425,G09,G,41.8580,300000080107.5547,5.84029285e-09,absolute,1,0.000000,547722.6290,63.3979
426,E02,E,-47.5009,300000000099.9229,7.52111155e-09,absolute,1,0.000000,547722.5619,69.5644
426,E03,E,-6.4310,300000000063.5697,1.37860893e-10,absolute,1,0.000000,547722.5619,67.6593
426,E25,E,-31.8270,300000000025.5620,3.37651674e-09,absolute,1,0.000000,547722.5619,66.7517
426,G14,G,-48.5997,300000000087.1541,7.87309962e-09,absolute,1,0.000000,547722.5619,65.8109
426,G30,G,-46.7962,300400004349.6835,7.28990111e-09,absolute,1,0.001332,547722.5619,20000.0000
428,E02,E,-13.9887,300000388366.2560,6.52281005e-10,absolute,1,0.000000,547722.9103,69.0617
428,E03,E,-0.0924,300000388346.2827,2.84811143e-14,absolute,1,0.000000,547722.9103,67.2791
428,E25,E,-11.8709,300000388303.4321,4.69725340e-10,absolute,1,0.000000,547722.9103,66.4899
428,G07,G,-40.5636,300000388334.9907,5.48466583e-09,absolute,1,0.000000,547722.9103,63.5997
428,G09,G,-40.8512,300000388281.1381,5.56272236e-09,absolute,1,0.000000,547722.9103,62.9112
428,G14,G,-27.5172,300000388368.4561,2.52399181e-09,absolute,1,0.000000,547722.9103,65.4457
428,G30,G,-15.8920,300000388490.3458,8.41852597e-10,absolute,1,0.000000,547722.9103,65.7326
429,E02,E,0.2357,300000000057.2584,1.85115862e-13,absolute,1,0.000000,547722.5617,68.4228
429,E03,E,8.2696,300000000042.2849,2.27954312e-10,absolute,1,0.000000,547722.5617,66.9242
429,E05,E,-27.3127,300000000016.6124,2.48660307e-09,absolute,1,0.000000,547722.5617,65.8991
429,E25,E,3.1721,300000000018.2894,3.35417435e-11,absolute,1,0.000000,547722.5617,66.2158
429,G07,G,-8.6289,300000000035.7233,2.48191185e-10,absolute,1,0.000000,547722.5617,63.3061
429,G08,G,-40.8413,300000000034.1846,5.56004640e-09,absolute,1,0.000000,547722.5617,62.9883
429,G09,G,-14.2361,300000000015.9078,6.75554792e-10,absolute,1,0.000000,547722.5617,62.6828
429,G14,G,-6.0704,300000000050.3987,1.22832884e-10,absolute,1,0.000000,547722.5617,64.9345
429,G30,G,-17.7694,300000000138.3080,1.05250835e-09,absolute,1,0.000000,547722.5617,65.0086
435,E02,E,-29.0480,300000393808.3374,2.81261651e-09,absolute,1,0.000000,547722.9152,67.8890
435,E03,E,-18.6789,300000393795.0668,1.16300234e-09,absolute,1,0.000000,547722.9152,66.4889
435,E05,E,-38.7230,300000393763.8158,4.99821751e-09,absolute,1,0.000000,547722.9152,65.5493
435,E25,E,-13.3796,300000393765.2312,5.96707209e-10,absolute,1,0.000000,547722.9152,65.8415
435,G07,G,-33.6508,300000393794.6130,3.77457964e-09,absolute,1,0.000000,547722.9152,62.9417
435,G09,G,-28.4836,300000393755.0787,2.70437487e-09,absolute,1,0.000000,547722.9152,62.3818
435,G14,G,-27.3370,300000393807.6998,2.49104272e-09,absolute,1,0.000000,547722.9152,64.4708
435,G30,G,-43.6745,300000393873.6941,6.35820106e-09,absolute,1,0.000000,547722.9152,64.4685
436,E09,E,-40.0708,300400004549.7225,5.34510269e-09,absolute,1,0.001332,547722.5616,20000.0000
437,E02,E,-30.1884,300000394000.1547,3.03780188e-09,absolute,1,0.000000,547722.9154,67.4836
437,E03,E,-17.8402,300000393987.1265,1.06090275e-09,absolute,1,0.000000,547722.9154,66.1802
437,E05,E,-32.0079,300000393959.8419,3.41501580e-09,absolute,1,0.000000,547722.9154,65.2967
437,E25,E,-11.8865,300000393960.3823,4.70962603e-10,absolute,1,0.000000,547722.9154,65.5732
437,G07,G,-40.2347,300000393987.1945,5.39610648e-09,absolute,1,0.000000,547722.9154,62.6731
437,G08,G,-46.0013,300000393964.1182,7.05371938e-09,absolute,1,0.000000,547722.9154,62.4065
437,G09,G,-22.4288,300000393952.1393,1.67683238e-09,absolute,1,0.000000,547722.9154,62.1537
437,G14,G,-35.8289,300000393999.0046,4.27903765e-09,absolute,1,0.000000,547722.9154,64.1150
437,G30,G,-46.9451,300000394057.2054,7.34613019e-09,absolute,1,0.000000,547722.9154,64.0966
438,G07,G,43.7263,300000000039.3143,6.37330392e-09,absolute,1,0.000000,547722.5615,62.4043
438,G08,G,48.4228,300000000036.4208,7.81589860e-09,absolute,1,0.000000,547722.5615,62.1747
438,G30,G,39.3035,300000000109.9238,5.14922490e-09,absolute,1,0.000000,547722.5615,63.7232
440,E02,E,7.7858,300000388210.4567,2.02062054e-10,absolute,1,0.000000,547722.9101,66.8083
440,E03,E,8.9863,300000388197.8801,2.69178157e-10,absolute,1,0.000000,547722.9101,65.6020
440,E05,E,3.6332,300000388172.6757,4.39992714e-11,absolute,1,0.000000,547722.9101,64.8223
440,E09,E,1.8673,300400386142.9399,1.16072746e-11,absolute,1,0.001332,547722.9101,19999.9977
440,E25,E,20.5110,300000388172.9503,1.40233086e-09,absolute,1,0.000000,547722.9101,65.0664
440,G02,G,16.0590,300400386253.9598,8.58489725e-10,absolute,1,0.001332,547722.9101,20000.0000
440,G07,G,-9.6521,300000388196.5643,3.10543318e-10,absolute,1,0.000000,547722.9101,62.1471
440,G08,G,2.8347,300000388178.7704,2.67845537e-11,absolute,1,0.000000,547722.9101,61.9534
440,G09,G,8.7576,300000388165.0626,2.55649060e-10,absolute,1,0.000000,547722.9101,61.7108
440,G14,G,26.4571,300000388208.8674,2.33325502e-09,absolute,1,0.000000,547722.9101,63.4776
440,G30,G,-4.4862,300000388258.5421,6.70861978e-11,absolute,1,0.000000,547722.9101,63.4097
441,E02,E,25.4944,300000000056.0952,2.16655514e-09,absolute,1,0.000000,547722.5614,66.4840
441,E03,E,27.5241,300000000042.5950,2.52525064e-09,absolute,1,0.000000,547722.5614,65.3337
441,E05,E,24.1558,300000000020.5371,1.94501180e-09,absolute,1,0.000000,547722.5614,64.6002
441,E09,E,31.3310,300000000064.8184,3.27211277e-09,absolute,1,0.000000,547722.5614,66.3347
441,E25,E,38.0975,300000000024.6379,4.83806522e-09,absolute,1,0.000000,547722.5614,64.8336
441,G02,G,27.0393,300000000178.4085,2.43707725e-09,absolute,1,0.000000,547722.5614,64.5027
441,G07,G,5.3357,300000000038.1364,9.48972507e-11,absolute,1,0.000000,547722.5614,61.9067
441,G08,G,18.7561,300000000035.6077,1.17263937e-09,absolute,1,0.000000,547722.5614,61.7305
441,G09,G,26.8815,300000000020.9308,2.40872368e-09,absolute,1,0.000000,547722.5614,61.5028
441,G14,G,29.3307,300000000050.8743,2.86762750e-09,absolute,1,0.000000,547722.5614,63.1807
441,G30,G,21.8392,300000000102.1010,1.58983899e-09,absolute,1,0.000000,547722.5614,63.1074
445,E02,E,-4.9190,300000389572.3436,8.06552198e-11,absolute,1,0.000000,547722.9114,66.1228
445,E03,E,-5.9858,300000389559.9636,1.19432821e-10,absolute,1,0.000000,547722.9114,65.0157
445,E05,E,-6.8383,300000389536.5481,1.55873238e-10,absolute,1,0.000000,547722.9114,64.3178
445,E16,E,-12.2261,300400387543.6368,4.97595597e-10,absolute,1,0.001332,547722.9114,20000.0000
445,E25,E,3.1483,300000389537.3214,3.30397088e-11,absolute,1,0.000000,547722.9114,64.5428
445,G02,G,-2.4678,300000389654.2780,2.03005856e-11,absolute,1,0.000000,547722.9114,63.7895
445,G07,G,-22.7957,300000389559.6617,1.73214131e-09,absolute,1,0.000000,547722.9114,61.6326
445,G08,G,-10.3545,300000389543.6578,3.57387950e-10,absolute,1,0.000000,547722.9114,61.4711
445,G09,G,-0.4148,300000389529.8635,5.73426097e-13,absolute,1,0.000000,547722.9114,61.2546
445,G14,G,-1.8958,300000389570.3183,1.19796616e-11,absolute,1,0.000000,547722.9114,62.8625
445,G30,G,-2.2423,300000389616.0682,1.67591288e-11,absolute,1,0.000000,547722.9114,62.7839
447,E02,E,7.0750,300000390148.9828,1.66853298e-10,absolute,1,0.000000,547722.9119,65.7968
447,E03,E,5.0645,300000390136.6349,8.54964146e-11,absolute,1,0.000000,547722.9119,64.7407
447,E05,E,-1.3835,300000390114.4523,6.38007952e-12,absolute,1,0.000000,547722.9119,64.0817
447,E16,E,-0.6394,300400388141.9585,1.36102746e-12,absolute,1,0.001332,547722.9119,20000.0000
447,E25,E,13.6545,300000390115.2992,6.21481747e-10,absolute,1,0.000000,547722.9119,64.2976
447,G02,G,11.5797,300000390216.4591,4.46966545e-10,absolute,1,0.000000,547722.9119,63.3168
447,G07,G,-4.9636,300000390136.7286,8.21237884e-11,absolute,1,0.000000,547722.9119,61.3905
447,G08,G,2.4468,300000390122.0641,1.99564471e-11,absolute,1,0.000000,547722.9119,61.2442
447,G09,G,9.4125,300000390108.2728,2.95315932e-10,absolute,1,0.000000,547722.9119,61.0392
447,G14,G,13.5838,300000390146.7559,6.15066448e-10,absolute,1,0.000000,547722.9119,62.5693
447,G30,G,-1.7006,300000390190.6479,9.63955874e-12,absolute,1,0.000000,547722.9119,62.4860
452,E09,E,-5.5490,300400389801.8267,1.02502806e-10,absolute,1,0.001332,547722.9134,20000.0000
456,E03,E,-44.5574,300000385546.0022,6.61786449e-09,absolute,1,0.000000,547722.9077,64.3308
456,G02,G,-27.1743,300000385619.2260,2.46146899e-09,absolute,1,0.000000,547722.9077,62.8292
456,G07,G,-46.9347,300000385547.2239,7.34287209e-09,absolute,1,0.000000,547722.9077,61.0546
456,G30,G,-13.2949,300000385596.8248,5.89184245e-10,absolute,1,0.000000,547722.9077,62.0985
457,E02,E,42.8618,300000000056.7916,6.12378623e-09,absolute,1,0.000000,547722.5613,65.1226
457,E05,E,35.4170,300000000024.6893,4.18122216e-09,absolute,1,0.000000,547722.5613,63.4983
457,E25,E,46.6565,300000000026.9277,7.25609449e-09,absolute,1,0.000000,547722.5613,63.7002
457,G02,G,46.0706,300000000105.6464,7.07499201e-09,absolute,1,0.000000,547722.5613,62.5760
457,G08,G,11.3217,300000000041.6945,4.27266346e-10,absolute,1,0.000000,547722.5613,60.7216
457,G09,G,36.3358,300000000027.2437,4.40096332e-09,absolute,1,0.000000,547722.5613,60.5280
458,E02,E,-20.5009,300000000046.6912,1.40096171e-09,absolute,1,0.000000,547722.5612,64.8541
458,E03,E,2.4498,300000000033.4761,2.00046908e-11,absolute,1,0.000000,547722.5612,63.8947
458,E05,E,-20.4944,300000000013.0216,1.40006627e-09,absolute,1,0.000000,547722.5612,63.2947
458,E25,E,-14.2791,300000000018.1548,6.79637812e-10,absolute,1,0.000000,547722.5612,63.4937
458,G02,G,-0.2670,300000000096.6976,2.37714442e-13,absolute,1,0.000000,547722.5612,62.2318
458,G07,G,-3.4103,300000000030.9909,3.87662698e-11,absolute,1,0.000000,547722.5612,60.6477
458,G08,G,-38.2514,300000000031.8712,4.87723770e-09,absolute,1,0.000000,547722.5612,60.5223
458,G09,G,-25.0932,300000000013.7295,2.09889401e-09,absolute,1,0.000000,547722.5612,60.3392
458,G14,G,-10.6461,300000000043.6083,3.77797435e-10,absolute,1,0.000000,547722.5612,61.7428
458,G30,G,35.0928,300000000082.4193,4.10502516e-09,absolute,1,0.000000,547722.5612,61.6481
459,E03,E,-32.8978,300000000040.9264,3.60755740e-09,absolute,1,0.000000,547722.5612,63.6361
459,E25,E,-44.3559,300000000027.9597,6.55815812e-09,absolute,1,0.000000,547722.5612,63.2768
459,G02,G,-33.8310,300000000103.8615,3.81512110e-09,absolute,1,0.000000,547722.5612,61.8536
459,G07,G,-29.3311,300000000038.8503,2.86770690e-09,absolute,1,0.000000,547722.5612,60.4160
459,G14,G,-48.1456,300000000051.0215,7.72665777e-09,absolute,1,0.000000,547722.5612,61.4329
459,G30,G,-8.6160,300000000087.4298,2.47449832e-10,absolute,1,0.000000,547722.5612,61.3317
460,G08,G,43.4927,300000000042.6178,6.30537480e-09,absolute,1,0.000000,547722.5612,60.1151
461,E02,E,-42.6714,300000000074.2191,6.06948535e-09,absolute,1,0.000000,547722.5611,64.0856
461,E03,E,-36.2763,300000000057.3812,4.38657266e-09,absolute,1,0.000000,547722.5611,63.2183
461,E25,E,-49.0712,300000000043.8940,8.02659677e-09,absolute,1,0.000000,547722.5611,62.8751
461,G02,G,-46.2223,300000000116.1793,7.12167444e-09,absolute,1,0.000000,547722.5611,61.4348
461,G07,G,-38.0171,300000000053.9775,4.81766482e-09,absolute,1,0.000000,547722.5611,60.0219
461,G14,G,-47.6191,300000000069.6390,7.55858755e-09,absolute,1,0.000000,547722.5611,61.0138
461,G30,G,-5.6348,300000000102.1840,1.05835995e-10,absolute,1,0.000000,547722.5611,60.9070
467,G17,G,-40.9297,300400393934.3643,5.57668884e-09,absolute,1,0.001332,547722.9172,20000.0000
468,E09,E,20.5034,300000774514.9680,1.40129466e-09,absolute,1,0.000001,547722.9171,618.6266
469,E02,E,-22.5089,300000196643.6548,1.68882698e-09,absolute,1,0.000000,547722.7353,63.7238
469,E03,E,-8.5159,300000196633.3015,2.41735758e-10,absolute,1,0.000000,547722.7353,62.8714
469,E05,E,-25.8546,300000196606.9798,2.22820267e-09,absolute,1,0.000000,547722.7353,62.3651
469,E25,E,-13.8097,300000196612.5517,6.35694315e-10,absolute,1,0.000000,547722.7353,62.5409
469,G07,G,-1.5341,300000196636.0297,7.84453436e-12,absolute,1,0.000000,547722.7353,59.7327
469,G08,G,-35.0646,300000196619.9509,4.09841450e-09,absolute,1,0.000000,547722.7353,59.6477
469,G09,G,-18.0412,300000196601.7106,1.08494368e-09,absolute,1,0.000000,547722.7353,59.4847
469,G14,G,-19.5848,300000196644.1423,1.27854338e-09,absolute,1,0.000000,547722.7353,60.7015
469,G30,G,-46.3922,300000196677.5858,7.17411907e-09,absolute,1,0.000000,547722.7353,60.5884
470,G08,G,38.4996,300000000040.8618,4.94074244e-09,absolute,1,0.000000,547722.5610,59.4541
470,G30,G,15.8185,300000000074.2679,8.34078717e-10,absolute,1,0.000000,547722.5610,60.2880
472,E09,E,-30.3126,300000579580.0885,3.06284237e-09,absolute,1,0.000001,547722.9106,441.3320
472,G17,G,40.6162,300000778743.9082,5.49889649e-09,absolute,1,0.000001,547722.9106,627.5244
474,E02,E,-40.8722,300000389094.4690,5.56843876e-09,absolute,1,0.000000,547722.9110,63.1234
474,E03,E,-35.9761,300000389081.9229,4.31427209e-09,absolute,1,0.000000,547722.9110,62.3719
474,E25,E,-48.5521,300000389065.1840,7.85769220e-09,absolute,1,0.000000,547722.9110,62.0890
474,G07,G,-24.8703,300000389085.5242,2.06177666e-09,absolute,1,0.000000,547722.9110,59.2959
474,G09,G,-47.5308,300000389057.5880,7.53059072e-09,absolute,1,0.000000,547722.9110,59.0832
474,G14,G,-34.9180,300000389092.3781,4.06422039e-09,absolute,1,0.000000,547722.9110,60.1627
478,E09,E,-40.3754,300000484338.1156,5.43390508e-09,absolute,1,0.000000,547722.9118,313.2808
478,G17,G,-30.6571,300000484379.8037,3.13284536e-09,absolute,1,0.000000,547722.9118,313.0705
479,E02,E,-17.1296,300000080491.2231,9.78078340e-10,absolute,1,0.000000,547722.6293,62.7865
479,E03,E,-5.8127,300000080480.4376,1.12624940e-10,absolute,1,0.000000,547722.6293,62.0841
479,E05,E,-27.4503,300000080460.5266,2.51172118e-09,absolute,1,0.000000,547722.6293,61.6664
479,E25,E,-20.6159,300000080464.8920,1.41671201e-09,absolute,1,0.000000,547722.6293,61.8210
479,G07,G,-3.7183,300000080484.5464,4.60867094e-11,absolute,1,0.000000,547722.6293,59.0471
479,G09,G,-20.0500,300000080455.7064,1.34000803e-09,absolute,1,0.000000,547722.6293,58.8503
479,G14,G,-6.5328,300000080490.3238,1.42258191e-10,absolute,1,0.000000,547722.6293,59.8688
479,G30,G,-0.8838,300000080518.1406,2.60377823e-12,absolute,1,0.000000,547722.6293,59.7444
481,E09,E,39.0182,300000474525.3284,5.07471315e-09,absolute,1,0.000000,547722.9207,280.4809
481,G17,G,43.7585,300000474546.6079,6.38269079e-09,absolute,1,0.000000,547722.9207,280.1936
483,E09,E,-40.5138,300000462406.4203,5.47121983e-09,absolute,1,0.000000,547722.9212,256.8331
483,G17,G,-36.4415,300000462420.0513,4.42660503e-09,absolute,1,0.000000,547722.9212,256.5128
484,E02,E,7.7995,300000058654.2277,2.02775639e-10,absolute,1,0.000000,547722.6094,62.4589
484,E03,E,25.0382,300000058642.9870,2.08970655e-09,absolute,1,0.000000,547722.6094,61.8033
484,E05,E,3.6578,300000058624.5991,4.45983991e-11,absolute,1,0.000000,547722.6094,61.4103
484,E25,E,5.8461,300000058628.9755,1.13923724e-10,absolute,1,0.000000,547722.6094,61.5591
484,G07,G,11.6010,300000058647.4513,4.48608068e-10,absolute,1,0.000000,547722.6094,58.8038
484,G09,G,9.6977,300000058620.3018,3.13483949e-10,absolute,1,0.000000,547722.6094,58.6214
484,G14,G,8.5333,300000058653.0466,2.42725195e-10,absolute,1,0.000000,547722.6094,59.5817
484,G30,G,13.9798,300000058678.0363,6.51448890e-10,absolute,1,0.000000,547722.6094,59.4561
487,E09,E,39.3957,300000454471.2653,5.17340226e-09,absolute,1,0.000000,547722.9223,238.3905
487,G17,G,35.2901,300000454477.6719,4.15130100e-09,absolute,1,0.000000,547722.9223,238.0475
488,G17,G,40.4648,300000000071.7497,5.45801014e-09,absolute,1,0.000000,547722.6031,223.1744
490,E02,E,39.6553,300000402273.5160,5.24180676e-09,absolute,1,0.000000,547722.9231,62.1263
490,E03,E,43.0668,300000402259.1181,6.18250305e-09,absolute,1,0.000000,547722.9231,61.5131
490,E05,E,39.7677,300000402244.1462,5.27154892e-09,absolute,1,0.000000,547722.9231,61.1428
490,E25,E,38.0083,300000402246.2568,4.81542851e-09,absolute,1,0.000000,547722.9231,61.2861
490,G07,G,42.8110,300000402264.4070,6.10925963e-09,absolute,1,0.000000,547722.9231,58.5585
490,G09,G,45.3964,300000402240.9149,6.86944885e-09,absolute,1,0.000000,547722.9231,58.3892
491,E02,E,43.1262,300000000042.4014,6.19957322e-09,absolute,1,0.000000,547722.5608,61.8905
491,E25,E,45.4034,300000000020.0725,6.87156426e-09,absolute,1,0.000000,547722.5608,61.1046
494,E02,E,-11.0203,300000403447.9170,4.04823033e-10,absolute,1,0.000000,547722.9242,61.6739
494,E03,E,-14.3951,300000403433.8947,6.90724020e-10,absolute,1,0.000000,547722.9242,61.1044
494,E05,E,-20.5037,300000403420.0720,1.40133866e-09,absolute,1,0.000000,547722.9242,60.7581
