epoch,sod,sat,const,elevation_deg,birth_mm,birth_cycles,birth_sigma_mm,observed_lif_mm,predicted_noamb_mm,rho_geom_mm,sat_clk_mm,rec_clk_mm,isb_mm,tropo_hydro_mm,tropo_wet_mm,relativity_mm,shapiro_mm,solid_earth_mm,apc_sat_mm,apc_rec_mm,pcv_sat_mm,pcv_rec_mm,osb_if_phase_mm,windup_mm,windup_cycles,is_startup,is_first2h,birth_innovation_mm,birth_NIS,birth_predicted_sigma_mm
1605,48150.0,G29,G,34.648,9784.5762,68.965537,20000.0000,22478238664.9652,22478228880.3890,22364416778.3665,113812449.0588,-2423.0650,0.0000,3667.8386,174.5926,1809.8768,14.7101,-0.0009,-709.0029,-26.1728,40.6000,-11.8349,-12.9221,-29.2812,-0.206385,0,0,0.0000,0.00000000e+00,20000.0384
1606,48180.0,G18,G,15.109,3297.2266,23.240148,20000.0000,24459379917.9037,24459376620.6771,24330120820.2123,129250645.9330,-2475.9154,0.0000,7887.1301,378.5716,695.6518,16.6799,-0.0004,-1895.5664,-14.3694,42.4000,1.3179,-48.9911,-17.2743,-0.121756,0,0,0.0000,0.00000000e+00,20006.2002
1606,48180.0,G23,G,22.850,9770.3320,68.865139,20000.0000,23334342186.7560,23334332416.4240,23517065485.9654,-182739579.7232,-2475.9154,0.0000,5346.2092,255.2486,-3332.3122,15.8077,-0.0008,-1888.0018,-20.2355,42.4000,-5.8797,4.1126,2.7363,0.019287,0,0,0.0000,0.00000000e+00,20006.1976
1606,48180.0,G29,G,34.831,9604.2364,67.694432,20000.0000,22463492141.7939,22463482537.5575,22349670558.3836,113812390.5073,-2475.9154,0.0000,3651.0884,173.8905,1803.7916,14.6955,-0.0009,-709.0653,-26.2871,40.6000,-11.9000,-12.9221,-29.3542,-0.206900,0,0,0.0000,0.00000000e+00,20006.1963
1607,48210.0,G18,G,15.157,3454.0286,24.345351,20000.0000,24454393981.2275,24454390527.1989,24325134894.1580,129250560.9022,-2516.5948,0.0000,7863.2544,377.6224,712.4852,16.6741,-0.0004,-1895.5706,-14.4001,42.4000,1.2681,-48.9911,-17.3575,-0.122343,0,0,0.0000,0.00000000e+00,20000.0439
1607,48210.0,G29,G,35.015,9751.5003,68.732406,20000.0000,22448753278.9634,22448743527.4631,22334931677.5908,113812313.1405,-2516.5948,0.0000,3634.4851,173.1968,1797.6722,14.6810,-0.0009,-709.1279,-26.4013,40.6000,-11.9632,-12.9221,-29.4274,-0.207416,0,0,0.0000,0.00000000e+00,20000.0394
1608,48240.0,G18,G,15.206,2896.6443,20.416687,20000.0000,24449411542.3611,24449408645.7168,24320152872.2776,129250473.4320,-2247.1992,0.0000,7839.5486,376.6760,729.3046,16.6684,-0.0004,-1895.5749,-14.4306,42.4000,1.2183,-48.9911,-17.4410,-0.122931,0,0,0.0000,0.00000000e+00,20012.2427
1608,48240.0,G29,G,35.199,9201.6092,64.856557,20000.0000,22434021777.5642,22434012575.9550,22320200554.9959,113812225.8812,-2247.1992,0.0000,3618.0272,172.5072,1791.5185,14.6665,-0.0009,-709.1909,-26.5157,40.6000,-12.0044,-12.9221,-29.5006,-0.207932,0,0,0.0000,0.00000000e+00,20012.2389
1609,48270.0,G18,G,15.255,3130.1098,22.062244,20000.0000,24444433496.5546,24444430366.4448,24315174498.0684,129250386.1655,-2023.6608,0.0000,7816.0099,375.7407,746.1098,16.6627,-0.0004,-1895.5794,-14.4611,42.4000,1.1686,-48.9911,-17.5246,-0.123520,0,0,0.0000,0.00000000e+00,20012.2538
1609,48270.0,G29,G,35.384,9446.0053,66.579157,20000.0000,22419299270.2772,22419289824.2719,22305477613.2532,113812203.2661,-2023.6608,0.0000,3601.7133,171.8255,1785.3307,14.6519,-0.0009,-709.2543,-26.6301,40.6000,-12.0457,-12.9221,-29.5739,-0.208449,0,0,0.0000,0.00000000e+00,20012.2500
1610,48300.0,G23,G,23.537,9675.9483,68.199886,20000.0000,23273312760.6681,23273303084.7198,23456035998.0693,-182739756.5887,-1947.5033,0.0000,5201.1548,248.8308,-3289.0252,15.7397,-0.0008,-1888.5406,-20.7409,42.4000,-6.4072,4.1126,2.3913,0.016855,0,0,0.0000,0.00000000e+00,20004.1406
1611,48330.0,G23,G,23.707,9712.1543,68.455080,20000.0000,23258202340.0557,23258192627.9013,23440925659.7823,-182739798.2734,-1976.9098,0.0000,5166.3730,247.2994,-3278.0461,15.7229,-0.0008,-1888.6748,-20.8662,42.4000,-6.5385,4.1126,2.3028,0.016231,0,0,0.0000,0.00000000e+00,20003.0982
1611,48330.0,G29,G,35.755,9539.9947,67.241631,20000.0000,22389879640.9118,22389870100.9171,22276057971.2573,113812096.3373,-1976.9098,0.0000,3569.5118,170.4795,1772.8525,14.6230,-0.0009,-709.3819,-26.8590,40.6000,-12.1286,-12.9221,-29.7209,-0.209485,0,0,0.0000,0.00000000e+00,20003.0970
1612,48360.0,G18,G,15.400,3097.2363,21.830538,20000.0000,24429517279.6277,24429514182.3914,24300258702.1178,129250127.6146,-2030.4336,0.0000,7746.3665,373.0960,796.4349,16.6457,-0.0004,-1895.5935,-14.5521,42.4000,1.0196,-48.9911,-17.7768,-0.125298,0,0,0.0000,0.00000000e+00,20002.0235
1612,48360.0,G29,G,35.941,9409.1815,66.319608,20000.0000,22375183577.6907,22375174168.5092,22261362125.2412,113812073.7352,-2030.4336,0.0000,3553.6215,169.8709,1766.5633,14.6085,-0.0009,-709.4462,-26.9736,40.6000,-12.1702,-12.9221,-29.7946,-0.210004,0,0,0.0000,0.00000000e+00,20002.0197
1613,48390.0,G18,G,15.449,3089.1872,21.773805,20000.0000,24424550754.5568,24424547665.3696,24295292360.4726,129250039.3388,-2076.9218,0.0000,7723.4671,372.1829,813.1797,16.6400,-0.0004,-1895.5985,-14.5823,42.4000,0.9701,-48.9911,-17.8613,-0.125893,0,0,0.0000,0.00000000e+00,20001.7400
1613,48390.0,G29,G,36.127,9409.1471,66.319366,20000.0000,22360497508.8476,22360488099.7005,22246676168.6270,113812018.1744,-2076.9218,0.0000,3537.8696,169.2106,1760.2406,14.5941,-0.0009,-709.5109,-27.0882,40.6000,-12.2119,-12.9221,-29.8683,-0.210524,0,0,0.0000,0.00000000e+00,20001.7361
1614,48420.0,G18,G,15.497,3106.0586,21.892721,20000.0000,24419586660.0834,24419583554.0248,24290328389.9900,129249948.6562,-2086.8038,0.0000,7700.7206,371.4161,829.9087,16.6344,-0.0004,-1895.6037,-14.6124,42.4000,0.9205,-48.9911,-17.9460,-0.126490,0,0,0.0000,0.00000000e+00,20001.5255
1614,48420.0,G23,G,24.218,9612.9432,67.755801,20000.0000,23213228421.7533,23213218808.8101,23395952221.6477,-182739930.2964,-2086.8038,0.0000,5065.3796,243.0102,-3244.7314,15.6731,-0.0008,-1889.0762,-21.2396,42.4000,-6.9309,4.1126,2.0322,0.014324,0,0,0.0000,0.00000000e+00,20001.5228
1614,48420.0,G29,G,36.314,9429.4210,66.462264,20000.0000,22345821788.3542,22345812358.9332,22232000533.2358,113811932.5861,-2086.8038,0.0000,3522.2549,168.6195,1753.8844,14.5797,-0.0009,-709.5758,-27.2028,40.6000,-12.2538,-12.9221,-29.9422,-0.211044,0,0,0.0000,0.00000000e+00,20001.5217
1615,48450.0,G18,G,15.545,3147.6027,22.185540,20000.0000,24414624670.2513,24414621522.6487,24285366535.5553,129249864.9756,-2139.9393,0.0000,7678.1243,370.6551,846.6216,16.6287,-0.0004,-1895.6089,-14.6425,42.4000,0.8710,-48.9911,-18.0308,-0.127088,0,0,0.0000,0.00000000e+00,20001.3610
1615,48450.0,G23,G,24.387,9638.6388,67.936913,20000.0000,23198357314.0340,23198347675.3952,23381081228.1753,-182739971.7919,-2139.9393,0.0000,5032.7928,241.6618,-3233.5019,15.6567,-0.0008,-1889.2096,-21.3632,42.4000,-7.0612,4.1126,1.9402,0.013675,0,0,0.0000,0.00000000e+00,20001.3583
1616,48480.0,G23,G,24.556,9677.7855,68.212835,20000.0000,23183546819.1856,23183537141.4001,23366270785.4447,-182740016.7199,-2141.4596,0.0000,5000.7257,240.3503,-3222.2106,15.6404,-0.0008,-1889.3427,-21.4864,42.4000,-7.1912,4.1126,1.8473,0.013021,0,0,0.0000,0.00000000e+00,20000.8801
1616,48480.0,G29,G,36.690,9511.8912,67.043546,20000.0000,22316503057.9385,22316493546.0473,22202681962.8653,113811764.0069,-2141.4596,0.0000,3491.4315,167.4633,1741.0724,14.5510,-0.0009,-709.7067,-27.4322,40.6000,-12.3377,-12.9221,-30.0902,-0.212088,0,0,0.0000,0.00000000e+00,20000.8791
1617,48510.0,G18,G,15.642,3530.4376,24.883911,20000.0000,24404706233.9814,24404702703.5438,24275448162.0476,129249694.6863,-2335.3880,0.0000,7633.3722,369.0343,879.9977,16.6174,-0.0004,-1895.6199,-14.7024,42.4000,0.7721,-48.9911,-18.2012,-0.128289,0,0,0.0000,0.00000000e+00,20012.5235
1617,48510.0,G23,G,24.725,9978.9106,70.335283,20000.0000,23168797227.8635,23168787248.9529,23351521174.3607,-182740059.7045,-2335.3880,0.0000,4969.1674,238.9574,-3210.8575,15.6241,-0.0008,-1889.4757,-21.6091,42.4000,-7.3210,4.1126,1.7535,0.012360,0,0,0.0000,0.00000000e+00,20012.5208
1618,48540.0,G18,G,15.690,3244.3055,22.867140,20000.0000,24399748796.5261,24399745552.2206,24270491137.1717,129249607.9581,-2335.4379,0.0000,7611.2112,368.2437,896.6602,16.6118,-0.0004,-1895.6256,-14.7323,42.4000,0.7226,-48.9911,-18.2867,-0.128892,0,0,0.0000,0.00000000e+00,20000.8256
1618,48540.0,G23,G,24.894,9687.3496,68.280246,20000.0000,23154108349.8291,23154098662.4795,23336832673.8518,-182740101.6874,-2335.4379,0.0000,4938.1074,237.6459,-3199.4430,15.6080,-0.0008,-1889.6083,-21.7314,42.4000,-7.4505,4.1126,1.6588,0.011692,0,0,0.0000,0.00000000e+00,20000.8228
1618,48540.0,G29,G,37.067,9506.8391,67.007937,20000.0000,22287230735.4560,22287221228.6169,22173409905.8162,113811716.2915,-2335.4379,0.0000,3461.1411,166.2349,1728.1283,14.5224,-0.0009,-709.8389,-27.6616,40.6000,-12.4221,-12.9221,-30.2387,-0.213134,0,0,0.0000,0.00000000e+00,20000.8218
1619,48570.0,G18,G,15.739,3516.6138,24.786476,20000.0000,24394792979.7733,24394789463.1595,24265535216.5097,129249523.9097,-2380.2031,0.0000,7589.1904,367.3792,913.3054,16.6062,-0.0004,-1895.6314,-14.7621,42.4000,0.6732,-48.9911,-18.3723,-0.129495,0,0,0.0000,0.00000000e+00,20000.0431
1619,48570.0,G23,G,25.062,9964.4021,70.233021,20000.0000,23139481381.0727,23139471416.6706,23322205558.5206,-182740143.8803,-2380.2031,0.0000,4907.5352,236.3048,-3187.9673,15.5919,-0.0009,-1889.7408,-21.8533,42.4000,-7.5650,4.1126,1.5633,0.011018,0,0,0.0000,0.00000000e+00,20000.0408
1620,48600.0,G18,G,15.787,3544.9259,24.986031,20000.0000,24389837837.6260,24389834292.7001,24260580148.8347,129249435.9982,-2355.6491,0.0000,7567.3072,366.5187,929.9336,16.6006,-0.0004,-1895.6373,-14.7919,42.4000,0.6238,-48.9911,-18.4582,-0.130101,0,0,0.0000,0.00000000e+00,20000.0436
1620,48600.0,G23,G,25.229,10001.8957,70.497291,20000.0000,23124915899.9276,23124905898.0320,23307640102.7559,-182740188.2509,-2355.6491,0.0000,4877.4408,234.9844,-3176.4298,15.5759,-0.0009,-1889.8729,-21.9747,42.4000,-7.6540,4.1126,1.4668,0.010338,0,0,0.0000,0.00000000e+00,20000.0418
1620,48600.0,G29,G,37.446,9820.5148,69.218847,20000.0000,22258008950.7980,22257999130.2832,22144187882.3177,113811679.7120,-2355.6491,0.0000,3431.3735,164.9967,1715.0537,14.4939,-0.0010,-709.9723,-27.8912,40.6000,-12.5068,-12.9221,-30.3876,-0.214183,0,0,0.0000,0.00000000e+00,20000.0395
1621,48630.0,G18,G,15.835,3642.4622,25.673505,20000.0000,24384882986.7381,24384879344.2759,24255625682.2078,129249348.8123,-2711.0026,0.0000,7545.5592,365.6737,946.5436,16.5950,-0.0004,-1895.6434,-14.8216,42.4000,0.5744,-48.9911,-18.5443,-0.130707,0,0,0.0000,0.00000000e+00,20012.3893
1621,48630.0,G23,G,25.397,10107.2468,71.239847,20000.0000,23110412037.4431,23110401930.1963,23293136576.4406,-182740231.7959,-2711.0026,0.0000,4847.8146,233.6916,-3164.8316,15.5600,-0.0009,-1890.0049,-22.0957,42.4000,-7.7429,4.1126,1.3693,0.009652,0,0,0.0000,0.00000000e+00,20012.3866
1622,48660.0,G18,G,15.883,3184.1792,22.443346,20000.0000,24379929146.1320,24379925961.9528,24250671566.3651,129249263.4573,-1853.0233,0.0000,7523.9441,364.8300,963.1344,16.5894,-0.0004,-1895.6497,-14.8513,42.4000,0.5251,-48.9911,-18.6305,-0.131315,0,0,0.0000,0.00000000e+00,20012.4008
1622,48660.0,G23,G,25.564,9667.9702,68.143652,20000.0000,23095971044.1999,23095961376.2297,23278695248.2798,-182740273.3759,-1853.0233,0.0000,4818.6469,232.4167,-3153.1738,15.5442,-0.0009,-1890.1365,-22.2162,42.4000,-7.8315,4.1126,1.2710,0.008959,0,0,0.0000,0.00000000e+00,20012.3981
1623,48690.0,G18,G,15.932,3225.2314,22.732698,20000.0000,24374974845.3749,24374971620.1435,24245717551.1023,129249176.9385,-2054.0889,0.0000,7502.4597,363.9793,979.7064,16.5838,-0.0004,-1895.6561,-14.8809,42.4000,0.4757,-48.9911,-18.7170,-0.131925,0,0,0.0000,0.00000000e+00,20012.4123
1623,48690.0,G23,G,25.731,9701.4443,68.379591,20000.0000,23081591925.3743,23081582223.9300,23264316383.9170,-182740318.4443,-2054.0889,0.0000,4789.9286,231.1544,-3141.4556,15.5285,-0.0009,-1890.2679,-22.3363,42.4000,-7.9200,4.1126,1.1718,0.008259,0,0,0.0000,0.00000000e+00,20012.4097
1624,48720.0,G18,G,15.980,3396.2144,23.937854,20000.0000,24370020424.9183,24370017028.7039,24240763386.7831,129249091.0695,-2356.5311,0.0000,7481.1036,363.1342,996.2594,16.5782,-0.0004,-1895.6626,-14.9104,42.4000,0.4263,-48.9911,-18.8036,-0.132535,0,0,0.0000,0.00000000e+00,20012.4239
1624,48720.0,G23,G,25.897,9864.0054,69.525386,20000.0000,23067275560.2677,23067265696.2623,23250000246.3962,-182740364.7469,-2356.5311,0.0000,4761.6507,229.9123,-3129.6774,15.5129,-0.0009,-1890.3990,-22.4559,42.4000,-8.0083,4.1126,1.0716,0.007553,0,0,0.0000,0.00000000e+00,20012.4212
1625,48750.0,G18,G,16.028,3461.6014,24.398727,20000.0000,24365065712.1332,24365062250.5318,24235808824.4475,129249002.6018,-2445.2410,0.0000,7459.8735,362.2940,1012.7932,16.5726,-0.0004,-1895.6693,-14.9400,42.4000,0.3770,-48.9911,-18.8905,-0.133148,0,0,0.0000,0.00000000e+00,20012.4355
1625,48750.0,G23,G,26.063,9928.1249,69.977325,20000.0000,23053022300.8952,23053012372.7704,23235747096.0295,-182740408.1515,-2445.2410,0.0000,4733.8044,228.6896,-3117.8393,15.4973,-0.0009,-1890.5298,-22.5751,42.4000,-8.0963,4.1126,0.9705,0.006840,0,0,0.0000,0.00000000e+00,20012.4328
1626,48780.0,G18,G,16.076,3380.8496,23.829557,20000.0000,24360110799.9934,24360107419.1438,24230853615.5970,129248915.6237,-1942.2828,0.0000,7438.7674,361.4517,1029.3073,16.5670,-0.0004,-1895.6761,-14.9695,42.4000,0.3276,-48.9911,-18.9775,-0.133761,0,0,0.0000,0.00000000e+00,20012.4471
1626,48780.0,G23,G,26.228,9862.1700,69.512449,20000.0000,23038832746.3153,23038822884.1452,23221557190.8089,-182740453.8819,-1942.2828,0.0000,4706.3812,227.4816,-3105.9415,15.4819,-0.0009,-1890.6603,-22.6938,42.4000,-8.1842,4.1126,0.8685,0.006121,0,0,0.0000,0.00000000e+00,20012.4444
1627,48810.0,G18,G,16.125,3390.6485,23.898623,20000.0000,24355154546.9227,24355151156.2742,24225897512.3588,129248827.6334,-1975.5667,0.0000,7417.7830,360.6280,1045.8016,16.5614,-0.0004,-1895.6831,-14.9989,42.4000,0.2783,-48.9911,-19.0648,-0.134376,0,0,0.0000,0.00000000e+00,20012.4588
1627,48810.0,G23,G,26.393,9874.0108,69.595908,20000.0000,23024706239.8027,23024696365.7919,23207430785.6099,-182740493.5031,-1975.5667,0.0000,4679.3728,226.3010,-3093.9842,15.4665,-0.0009,-1890.7905,-22.8120,42.4000,-8.2718,4.1126,0.7655,0.005396,0,0,0.0000,0.00000000e+00,20012.4561
1628,48840.0,G23,G,26.558,9864.6151,69.529683,20000.0000,23010643498.6686,23010633634.0535,23193368132.9721,-182740536.9738,-1971.3095,0.0000,4652.7712,225.1349,-3081.9676,15.4512,-0.0009,-1890.9204,-22.9297,42.4000,-8.3593,4.1126,0.6616,0.004663,0,0,0.0000,0.00000000e+00,20012.4523
1629,48870.0,G23,G,26.723,9842.7484,69.375558,20000.0000,22996644756.1343,22996634913.3859,23179369482.7438,-182740578.8958,-1960.3056,0.0000,4626.5686,223.9943,-3069.8920,15.4360,-0.0009,-1891.0500,-23.0470,42.4000,-8.4465,4.1126,0.5568,0.003924,0,0,0.0000,0.00000000e+00,20006.2371
1630,48900.0,G18,G,16.269,3388.0334,23.880191,20000.0000,24340277978.5612,24340274590.5278,24211021367.5909,129248566.5174,-2021.2223,0.0000,7355.5394,358.1897,1095.1617,16.5447,-0.0004,-1895.7048,-15.0870,42.4000,0.1302,-48.9911,-19.3276,-0.136228,0,0,0.0000,0.00000000e+00,20012.4939
1630,48900.0,G23,G,26.887,9857.5177,69.479658,20000.0000,22982710228.4532,22982700370.9354,23165435081.6970,-182740620.2121,-2021.2223,0.0000,4600.7572,222.8709,-3057.7582,15.4209,-0.0009,-1891.1792,-23.1638,42.4000,-8.5336,4.1126,0.4510,0.003179,0,0,0.0000,0.00000000e+00,20012.4912
1631,48930.0,G18,G,16.317,3664.4260,25.828314,20000.0000,24335315984.8190,24335312320.3930,24206059221.5406,129248482.0158,-2021.1033,0.0000,7335.0213,355.4724,1111.5732,16.5391,-0.0004,-1895.7124,-15.1163,42.4000,0.0808,-48.9911,-19.4156,-0.136849,0,0,0.0000,0.00000000e+00,20000.0471
1631,48930.0,G23,G,27.050,10125.7094,71.369979,20000.0000,22968840506.8761,22968830381.1667,23151565174.8877,-182740663.2729,-2021.1033,0.0000,4575.3297,220.5753,-3045.5655,15.4059,-0.0009,-1891.3081,-23.2801,42.4000,-8.6204,4.1126,0.3443,0.002427,0,0,0.0000,0.00000000e+00,20000.0443
1632,48960.0,G18,G,16.366,3543.6870,24.977298,20000.0000,24330351209.6852,24330347665.9983,24201094952.4107,129248396.6780,-2283.3895,0.0000,7314.6146,354.6839,1127.9640,16.5335,-0.0004,-1895.7201,-15.1456,42.4000,0.0314,-48.9911,-19.5038,-0.137470,0,0,0.0000,0.00000000e+00,20012.5172
1632,48960.0,G23,G,27.213,10018.2022,70.612225,20000.0000,22955034888.2539,22955024870.0517,23137760006.2400,-182740704.9683,-2283.3895,0.0000,4550.2787,219.4939,-3033.3139,15.3910,-0.0009,-1891.4367,-23.3959,42.4000,-8.7070,4.1126,0.2366,0.001668,0,0,0.0000,0.00000000e+00,20012.5148
1633,48990.0,G18,G,16.414,3863.1661,27.229113,20000.0000,24325384740.6429,24325380877.4768,24196128314.2634,129248309.9553,-2309.5222,0.0000,7294.3176,353.8862,1144.3331,16.5280,-0.0004,-1895.7280,-15.1748,42.4000,-0.0180,-48.9911,-19.5921,-0.138093,0,0,0.0000,0.00000000e+00,20012.5290
1633,48990.0,G23,G,27.376,10336.0016,72.852200,20000.0000,22941294901.1705,22941284565.1689,23124019808.1798,-182740747.4927,-2309.5222,0.0000,4525.5973,218.4208,-3021.0040,15.3762,-0.0009,-1891.5650,-23.5112,42.4000,-8.7934,4.1126,0.1280,0.000902,0,0,0.0000,0.00000000e+00,20012.5266
1634,49020.0,G18,G,16.462,3515.8151,24.780846,20000.0000,24320414932.3275,24320411416.5124,24191159064.8710,129248223.0717,-2396.8218,0.0000,7274.1283,353.0889,1160.6802,16.5224,-0.0004,-1895.7360,-15.2040,42.4000,-0.0675,-48.9911,-19.6807,-0.138717,0,0,0.0000,0.00000000e+00,20012.5408
1634,49020.0,G23,G,27.538,9995.5617,70.452646,20000.0000,22927619407.0631,22927609411.5015,23110344819.8514,-182740787.6856,-2396.8218,0.0000,4501.2785,217.3616,-3008.6364,15.3614,-0.0009,-1891.6928,-23.6261,42.4000,-8.8795,4.1126,0.0184,0.000130,0,0,0.0000,0.00000000e+00,20012.5384
1635,49050.0,G18,G,16.511,3460.3953,24.390225,20000.0000,24315443068.9661,24315439608.5709,24186186961.8524,129248134.3276,-1975.7451,0.0000,7254.0448,352.2966,1177.0048,16.5168,-0.0004,-1895.7441,-15.2332,42.4000,-0.1169,-48.9911,-19.7694,-0.139342,0,0,0.0000,0.00000000e+00,20012.5527
1635,49050.0,G23,G,27.700,9923.1925,69.942560,20000.0000,22914010130.3538,22914000207.1612,23096735274.4988,-182740830.2187,-1975.7451,0.0000,4477.3156,216.3191,-2996.2112,15.3468,-0.0009,-1891.8204,-23.7404,42.4000,-8.9654,4.1126,-0.0921,-0.000649,0,0,0.0000,0.00000000e+00,20012.5503
1636,49080.0,G18,G,16.559,3347.2185,23.592511,20000.0000,24310467670.0534,24310464322.8348,24181211763.4099,129248048.4957,-1940.0792,0.0000,7234.0653,351.5055,1193.3068,16.5113,-0.0004,-1895.7524,-15.2624,42.4000,-0.1664,-48.9911,-19.8583,-0.139969,0,0,0.0000,0.00000000e+00,20012.5646
1636,49080.0,G23,G,27.862,9818.4436,69.204248,20000.0000,22900466111.8404,22900456293.3968,23083191402.4569,-182740870.3824,-1940.0792,0.0000,4453.7020,215.2905,-2983.7289,15.3322,-0.0009,-1891.9475,-23.8543,42.4000,-9.0512,4.1126,-0.2036,-0.001435,0,0,0.0000,0.00000000e+00,20012.5622
1637,49110.0,G18,G,16.607,3219.9276,22.695315,20000.0000,24305488862.0899,24305485642.1623,24176233228.6868,129247961.0036,-1962.1431,0.0000,7214.1880,351.3232,1209.5856,16.5057,-0.0004,-1895.7609,-15.2916,42.4000,-0.2159,-48.9911,-19.9474,-0.140597,0,0,0.0000,0.00000000e+00,20000.7751
1637,49110.0,G23,G,28.023,9686.3631,68.273293,20000.0000,22886987906.5544,22886978220.1913,23069713431.4958,-182740914.0095,-1962.1431,0.0000,4430.4315,214.6469,-2971.1896,15.3177,-0.0009,-1892.0743,-23.9677,42.4000,-9.1366,4.1126,-0.3160,-0.002227,0,0,0.0000,0.00000000e+00,20000.7726
1638,49140.0,G18,G,16.656,3202.1578,22.570066,20000.0000,24300506647.3093,24300503445.1515,24171251116.2823,129247875.2495,-1924.4237,0.0000,7194.4111,350.8390,1225.8409,16.5001,-0.0004,-1895.7695,-15.3207,42.4000,-0.2655,-48.9911,-20.0367,-0.141226,0,0,0.0000,0.00000000e+00,20000.7308
1639,49170.0,G18,G,16.704,3149.4818,22.198785,20000.0000,24295520760.3537,24295517610.8720,24166265188.5128,129247789.0543,-1708.0117,0.0000,7174.7329,350.0769,1242.0724,16.4946,-0.0004,-1895.7783,-15.3498,42.4000,-0.3151,-48.9911,-20.1262,-0.141857,0,0,0.0000,0.00000000e+00,20012.6004
1640,49200.0,G18,G,16.753,3393.9098,23.921610,20000.0000,24290530584.9580,24290527191.0482,24161275207.0796,129247702.7951,-2023.5346,0.0000,7155.1516,349.3126,1258.2802,16.4890,-0.0004,-1895.7872,-15.3790,42.4000,-0.3647,-48.9911,-20.2158,-0.142489,0,0,0.0000,0.00000000e+00,20012.6124
1640,49200.0,G23,G,28.503,9854.1567,69.455968,20000.0000,22846951499.5701,22846941645.4134,23029677156.5200,-182741043.5968,-2023.5346,0.0000,4362.6163,211.8938,-2933.2325,15.2748,-0.0010,-1892.4524,-24.3047,42.4000,-9.3917,4.1126,-0.6590,-0.004645,0,0,0.0000,0.00000000e+00,20012.6100
1641,49230.0,G18,G,16.801,3657.2951,25.778053,20000.0000,24285536423.5610,24285532766.2659,24156280933.1748,129247616.7023,-2052.0784,0.0000,7135.6657,348.7961,1274.4632,16.4835,-0.0004,-1895.7963,-15.4081,42.4000,-0.4143,-48.9911,-20.3056,-0.143122,0,0,0.0000,0.00000000e+00,20000.0472
1642,49260.0,G18,G,16.850,3521.0334,24.817627,20000.0000,24280537357.0559,24280533836.0225,24151282134.2040,129247527.6345,-2050.9811,0.0000,7116.2734,341.0994,1290.6211,16.4779,-0.0004,-1895.8056,-15.4371,42.4000,-0.4640,-48.9911,-20.3956,-0.143756,0,0,0.0000,0.00000000e+00,20000.0420
1643,49290.0,G18,G,16.898,3680.9864,25.945039,20000.0000,24275533943.4119,24275530262.4255,24146278567.0659,129247436.5419,-1930.1118,0.0000,7096.9731,340.3521,1306.7539,16.4723,-0.0005,-1895.8150,-15.4662,42.4000,-0.5137,-48.9911,-20.4858,-0.144392,0,0,0.0000,0.00000000e+00,20012.6484
1644,49320.0,G18,G,16.947,3206.7169,22.602201,20000.0000,24270524744.8424,24270521538.1254,24141269999.2032,129247348.9008,-1963.5185,0.0000,7077.7632,340.3352,1322.8614,16.4668,-0.0005,-1895.8245,-15.4953,42.4000,-0.5635,-48.9911,-20.5761,-0.145029,0,0,0.0000,0.00000000e+00,20000.6914
1645,49350.0,G18,G,16.996,3201.7136,22.566935,20000.0000,24265510802.1105,24265507600.3970,24136256195.2379,129247260.0234,-1973.2300,0.0000,7058.6422,340.4195,1338.9434,16.4612,-0.0005,-1895.8343,-15.5244,42.4000,-0.6133,-48.9911,-20.6667,-0.145667,0,0,0.0000,0.00000000e+00,20000.6562
1646,49380.0,G18,G,17.044,3564.0906,25.121111,20000.0000,24260491773.9282,24260488209.8376,24131236923.5047,129247176.1846,-1972.3053,0.0000,7039.6085,339.6527,1354.9996,16.4556,-0.0005,-1895.8442,-15.5535,42.4000,-0.6632,-48.9911,-20.7574,-0.146306,0,0,0.0000,0.00000000e+00,20000.0436
1647,49410.0,G18,G,17.093,3486.1857,24.572006,20000.0000,24255466571.4282,24255463085.2425,24126211952.9794,129247090.8490,-2005.6152,0.0000,7020.6606,339.2620,1371.0298,16.4501,-0.0005,-1895.8542,-15.5825,42.4000,-0.7131,-48.9911,-20.8483,-0.146947,0,0,0.0000,0.00000000e+00,20000.0418
1648,49440.0,G18,G,17.142,3559.8294,25.091077,20000.0000,24250435347.9942,24250431788.1648,24121181050.3153,129247002.7304,-2276.2530,0.0000,7001.7971,338.5278,1387.0337,16.4445,-0.0005,-1895.8645,-15.6116,42.4000,-0.7631,-48.9911,-20.9393,-0.147588,0,0,0.0000,0.00000000e+00,20012.7090
1649,49470.0,G18,G,17.191,3492.0818,24.613564,20000.0000,24245398122.8465,24245394630.7647,24116143984.8524,129246915.4007,-2234.3340,0.0000,6983.0165,326.8149,1403.0111,16.4389,-0.0005,-1895.8748,-15.6407,42.4000,-0.8132,-48.9911,-21.0305,-0.148231,0,0,0.0000,0.00000000e+00,20000.0414
1650,49500.0,G18,G,17.240,3562.7046,25.111342,20000.0000,24240354947.9390,24240351385.2345,24111100527.4656,129246829.4387,-1901.1091,0.0000,6964.3173,326.1136,1418.9613,16.4334,-0.0005,-1895.8854,-15.6698,42.4000,-0.8633,-48.9911,-21.1219,-0.148876,0,0,0.0000,0.00000000e+00,20012.7334
