SOD,pass,Computed_X,Computed_Y,Computed_Z,REF_X,REF_Y,REF_Z,DiffX_mm,DiffY_mm,DiffZ_mm,dE_mm,dN_mm,dU_mm,3D_mm,N,WL_fixed,NL_fixed,ZHD_m,ZWD_m,ZTD_m,ISB_mm,CodeRMS_mm,PhsRMS_mm
33390.0,FWD,1337935.4611,6070317.0614,1427877.4757,1337935.5599,6070317.2377,1427877.5071,-98.782,-176.327,-31.390,+58.514,+13.005,-195.554,204.535,13,6,3,2.0909,0.1347,2.2255,+3028.352,1963.31,13.154
33420.0,FWD,1337935.4611,6070317.0625,1427877.4768,1337935.5599,6070317.2377,1427877.5071,-98.759,-175.173,-30.307,+58.740,+13.805,-194.207,203.365,13,6,3,2.0909,0.1389,2.2297,+3028.151,1898.24,9.370
33450.0,FWD,1337935.4619,6070317.0629,1427877.4776,1337935.5599,6070317.2377,1427877.5071,-98.020,-174.840,-29.508,+58.090,+14.475,-193.555,202.602,13,6,3,2.0909,0.1391,2.2299,+3027.961,1444.65,8.420
33480.0,FWD,1337935.4625,6070317.0633,1427877.4771,1337935.5599,6070317.2377,1427877.5071,-97.413,-174.372,-30.025,+57.598,+13.838,-193.100,201.981,13,6,3,2.0909,0.1400,2.2309,+3027.701,1849.26,14.824
33510.0,FWD,1337935.4639,6070317.0639,1427877.4766,1337935.5599,6070317.2377,1427877.5071,-96.047,-173.764,-30.492,+56.395,+13.183,-192.340,200.870,13,6,3,2.0909,0.1401,2.2310,+3027.456,1612.38,12.502
33540.0,FWD,1337935.4644,6070317.0645,1427877.4755,1337935.5599,6070317.2377,1427877.5071,-95.487,-173.191,-31.620,+55.971,+11.931,-191.931,200.282,13,6,3,2.0909,0.1432,2.2341,+3027.197,937.07,15.153
33570.0,FWD,1337935.4651,6070317.0656,1427877.4743,1337935.5599,6070317.2377,1427877.5071,-94.791,-172.142,-32.806,+55.517,+10.511,-191.054,199.234,12,6,3,2.0909,0.1443,2.2352,+3026.888,1136.74,14.238
33600.0,FWD,1337935.4651,6070317.0669,1427877.4746,1337935.5599,6070317.2377,1427877.5071,-94.785,-170.809,-32.464,+55.798,+10.551,-189.708,198.025,12,6,3,2.0909,0.1446,2.2355,+3026.571,1298.53,12.536
33630.0,FWD,1337935.4646,6070317.0682,1427877.4751,1337935.5599,6070317.2377,1427877.5071,-95.281,-169.497,-32.028,+56.565,+10.710,-188.465,197.062,12,6,3,2.0909,0.1457,2.2366,+3026.332,1662.11,9.111
33660.0,FWD,1337935.4642,6070317.0693,1427877.4759,1337935.5599,6070317.2377,1427877.5071,-95.678,-168.377,-31.238,+57.194,+11.254,-187.305,196.166,12,6,3,2.0909,0.1472,2.2380,+3026.126,993.32,8.100
33690.0,FWD,1337935.4642,6070317.0704,1427877.4769,1337935.5599,6070317.2377,1427877.5071,-95.736,-167.265,-30.249,+57.490,+11.975,-186.036,195.084,12,6,3,2.0909,0.1453,2.2362,+3025.904,672.65,9.282
33720.0,FWD,1337935.4638,6070317.0718,1427877.4781,1337935.5599,6070317.2377,1427877.5071,-96.145,-165.867,-28.960,+58.190,+12.943,-184.501,193.893,12,6,3,2.0909,0.1422,2.2331,+3025.677,1105.78,11.437
33750.0,FWD,1337935.4637,6070317.0726,1427877.4783,1337935.5599,6070317.2377,1427877.5071,-96.237,-165.076,-28.774,+58.450,+12.955,-183.726,193.234,12,6,3,2.0909,0.1410,2.2319,+3025.482,766.28,6.144
33780.0,FWD,1337935.4639,6070317.0728,1427877.4784,1337935.5599,6070317.2377,1427877.5071,-96.001,-164.941,-28.651,+58.249,+13.033,-183.521,192.983,12,6,3,2.0909,0.1399,2.2308,+3025.304,853.72,8.397
33810.0,FWD,1337935.4642,6070317.0735,1427877.4776,1337935.5599,6070317.2377,1427877.5071,-95.705,-164.215,-29.525,+58.116,+12.008,-182.964,192.347,13,6,3,2.0909,0.1387,2.2295,+3025.093,625.55,10.009
33840.0,FWD,1337935.4647,6070317.0746,1427877.4775,1337935.5599,6070317.2377,1427877.5071,-95.170,-163.148,-29.646,+57.823,+11.629,-181.865,191.190,13,6,3,2.0909,0.1386,2.2295,+3024.887,1193.36,10.317
33870.0,FWD,1337935.4653,6070317.0755,1427877.4774,1337935.5599,6070317.2377,1427877.5071,-94.553,-162.242,-29.708,+57.416,+11.339,-180.887,190.119,13,6,3,2.0909,0.1373,2.2282,+3024.670,506.26,10.366
33900.0,FWD,1337935.4660,6070317.0769,1427877.4772,1337935.5599,6070317.2377,1427877.5071,-93.852,-160.836,-29.945,+57.033,+10.765,-179.456,188.609,13,6,3,2.0909,0.1381,2.2289,+3024.460,1022.86,10.182
33930.0,FWD,1337935.4660,6070317.0789,1427877.4781,1337935.5599,6070317.2377,1427877.5071,-93.945,-158.832,-29.010,+57.556,+11.240,-177.358,186.802,13,6,3,2.0909,0.1362,2.2271,+3024.240,1038.10,13.655
33960.0,FWD,1337935.4662,6070317.0806,1427877.4784,1337935.5599,6070317.2377,1427877.5071,-93.666,-157.072,-28.699,+57.662,+11.142,-175.555,185.118,13,6,3,2.0909,0.1382,2.2290,+3024.010,1264.46,11.127
33990.0,FWD,1337935.4673,6070317.0818,1427877.4779,1337935.5599,6070317.2377,1427877.5071,-92.649,-155.890,-29.163,+56.923,+10.381,-174.321,183.673,13,6,3,2.0909,0.1374,2.2282,+3023.815,1355.52,9.860
34020.0,FWD,1337935.4676,6070317.0830,1427877.4780,1337935.5599,6070317.2377,1427877.5071,-92.315,-154.742,-29.062,+56.844,+10.210,-173.136,182.515,13,6,3,2.0909,0.1396,2.2305,+3023.616,1028.80,7.257
34050.0,FWD,1337935.4683,6070317.0835,1427877.4782,1337935.5599,6070317.2377,1427877.5071,-91.611,-154.153,-28.894,+56.283,+10.210,-172.391,181.633,12,6,3,2.0909,0.1390,2.2298,+3023.409,1306.84,8.058
34080.0,FWD,1337935.4691,6070317.0845,1427877.4781,1337935.5599,6070317.2377,1427877.5071,-90.778,-153.153,-28.958,+55.686,+9.887,-171.279,180.375,12,6,3,2.0909,0.1402,2.2310,+3023.159,1190.92,9.413
34110.0,FWD,1337935.4706,6070317.0851,1427877.4777,1337935.5599,6070317.2377,1427877.5071,-89.257,-152.589,-29.449,+54.322,+9.211,-170.534,179.213,12,6,3,2.0909,0.1380,2.2289,+3022.900,893.65,11.778
34140.0,FWD,1337935.4719,6070317.0858,1427877.4770,1337935.5599,6070317.2377,1427877.5071,-87.985,-151.882,-30.128,+53.232,+8.332,-169.748,178.094,12,6,3,2.0909,0.1374,2.2283,+3022.732,904.77,13.205
34170.0,FWD,1337935.4724,6070317.0867,1427877.4771,1337935.5599,6070317.2377,1427877.5071,-87.534,-151.002,-30.000,+52.980,+8.242,-168.787,177.098,13,6,3,2.0909,0.1384,2.2292,+3022.533,1434.55,13.125
34200.0,FWD,1337935.4731,6070317.0874,1427877.4777,1337935.5599,6070317.2377,1427877.5071,-86.808,-150.343,-29.392,+52.413,+8.653,-167.871,176.076,13,6,3,2.0909,0.1392,2.2300,+3022.326,990.22,11.391
34230.0,FWD,1337935.4735,6070317.0880,1427877.4784,1337935.5599,6070317.2377,1427877.5071,-86.402,-149.733,-28.719,+52.148,+9.156,-167.053,175.242,13,6,3,2.0909,0.1390,2.2299,+3022.082,1493.61,10.959
34260.0,FWD,1337935.4743,6070317.0884,1427877.4787,1337935.5599,6070317.2377,1427877.5071,-85.569,-149.303,-28.429,+51.428,+9.303,-166.404,174.418,13,6,3,2.0909,0.1379,2.2288,+3021.929,1067.75,8.858
34290.0,FWD,1337935.4740,6070317.0897,1427877.4793,1337935.5599,6070317.2377,1427877.5071,-85.857,-148.026,-27.827,+51.983,+9.623,-165.114,173.371,14,6,3,2.0909,0.1377,2.2286,+3021.717,819.90,8.800
34320.0,FWD,1337935.4737,6070317.0909,1427877.4796,1337935.5599,6070317.2377,1427877.5071,-86.228,-146.836,-27.457,+52.602,+9.739,-163.976,172.482,14,6,3,2.0909,0.1365,2.2274,+3021.575,648.32,7.999
34350.0,FWD,1337935.4736,6070317.0918,1427877.4800,1337935.5599,6070317.2377,1427877.5071,-86.259,-145.870,-27.072,+52.840,+9.903,-162.976,171.614,14,6,3,2.0909,0.1356,2.2264,+3021.435,1270.08,6.317
34380.0,FWD,1337935.4738,6070317.0922,1427877.4804,1337935.5599,6070317.2377,1427877.5071,-86.073,-145.458,-26.739,+52.747,+10.128,-162.471,171.119,14,6,3,2.0909,0.1344,2.2253,+3021.329,1514.89,7.012
34410.0,FWD,1337935.4740,6070317.0923,1427877.4805,1337935.5599,6070317.2377,1427877.5071,-85.940,-145.367,-26.599,+52.636,+10.237,-162.325,170.952,14,6,3,2.0909,0.1353,2.2261,+3021.193,1373.70,8.598
34440.0,FWD,1337935.4741,6070317.0926,1427877.4801,1337935.5599,6070317.2377,1427877.5071,-85.766,-145.076,-26.964,+52.530,+9.810,-162.094,170.675,14,6,3,2.0909,0.1374,2.2282,+3021.112,1043.42,10.343
34470.0,FWD,1337935.4744,6070317.0932,1427877.4791,1337935.5599,6070317.2377,1427877.5071,-85.495,-144.471,-27.952,+52.395,+8.701,-161.684,170.184,14,6,3,2.0909,0.1403,2.2312,+3021.011,1196.88,10.392
34500.0,FWD,1337935.4735,6070317.0945,1427877.4775,1337935.5599,6070317.2377,1427877.5071,-86.441,-143.184,-29.580,+53.596,+6.878,-161.024,169.849,14,6,3,2.0909,0.1384,2.2293,+3020.889,1353.77,8.773
34530.0,FWD,1337935.4732,6070317.0958,1427877.4767,1337935.5599,6070317.2377,1427877.5071,-86.748,-141.892,-30.421,+54.174,+5.788,-160.049,169.068,14,6,3,2.0909,0.1386,2.2295,+3020.779,2067.00,6.842
34560.0,FWD,1337935.4723,6070317.0974,1427877.4761,1337935.5599,6070317.2377,1427877.5071,-87.583,-140.343,-30.991,+55.323,+4.932,-158.878,168.307,14,6,3,2.0909,0.1401,2.2310,+3020.648,1525.13,9.087
34590.0,FWD,1337935.4717,6070317.0984,1427877.4751,1337935.5599,6070317.2377,1427877.5071,-88.159,-139.314,-31.991,+56.106,+3.760,-158.246,167.940,14,6,3,2.0909,0.1393,2.2302,+3020.537,666.24,8.493
34620.0,FWD,1337935.4715,6070317.0992,1427877.4740,1337935.5599,6070317.2377,1427877.5071,-88.447,-138.456,-33.055,+56.573,+2.548,-157.730,167.588,14,6,3,2.0909,0.1412,2.2320,+3020.460,756.01,10.199
34650.0,FWD,1337935.4720,6070317.1002,1427877.4736,1337935.5599,6070317.2377,1427877.5071,-87.885,-137.457,-33.467,+56.239,+1.900,-156.754,166.548,14,6,3,2.0909,0.1420,2.2329,+3020.321,989.65,13.567
34680.0,FWD,1337935.4722,6070317.1016,1427877.4740,1337935.5599,6070317.2377,1427877.5071,-87.683,-136.077,-33.150,+56.339,+1.896,-155.327,165.240,14,6,3,2.0909,0.1397,2.2305,+3020.212,1815.17,13.014
34710.0,FWD,1337935.4725,6070317.1027,1427877.4739,1337935.5599,6070317.2377,1427877.5071,-87.381,-134.995,-33.222,+56.276,+1.573,-154.251,164.204,14,6,3,2.0909,0.1400,2.2308,+3020.055,1360.95,18.167
34740.0,FWD,1337935.4728,6070317.1026,1427877.4739,1337935.5599,6070317.2377,1427877.5071,-87.134,-135.092,-33.212,+56.015,+1.592,-154.289,164.150,14,6,3,2.0909,0.1406,2.2314,+3019.910,1643.98,15.613
34770.0,FWD,1337935.4730,6070317.1032,1427877.4732,1337935.5599,6070317.2377,1427877.5071,-86.886,-134.489,-33.917,+55.902,+0.760,-153.823,163.667,14,6,3,2.0909,0.1397,2.2306,+3019.809,1016.72,12.198
34800.0,FWD,1337935.4740,6070317.1036,1427877.4723,1337935.5599,6070317.2377,1427877.5071,-85.888,-134.120,-34.801,+55.007,-0.230,-153.460,163.021,14,6,3,2.0909,0.1367,2.2276,+3019.629,1789.57,12.618
34830.0,FWD,1337935.4747,6070317.1038,1427877.4724,1337935.5599,6070317.2377,1427877.5071,-85.182,-133.887,-34.666,+54.368,-0.184,-153.060,162.429,14,6,3,2.0909,0.1337,2.2246,+3019.463,1598.32,15.384
34860.0,FWD,1337935.4751,6070317.1041,1427877.4721,1337935.5599,6070317.2377,1427877.5071,-84.802,-133.578,-34.965,+54.062,-0.562,-152.755,162.040,14,6,3,2.0909,0.1370,2.2279,+3019.325,1529.84,10.844
34890.0,FWD,1337935.4752,6070317.1042,1427877.4716,1337935.5599,6070317.2377,1427877.5071,-84.666,-133.475,-35.450,+53.952,-1.064,-152.737,161.990,14,6,3,2.0909,0.1389,2.2298,+3019.211,1465.45,8.225
34920.0,FWD,1337935.4753,6070317.1049,1427877.4711,1337935.5599,6070317.2377,1427877.5071,-84.561,-132.822,-36.002,+53.991,-1.750,-152.218,161.519,14,6,3,2.0909,0.1394,2.2303,+3019.079,1195.74,7.322
34950.0,FWD,1337935.4746,6070317.1056,1427877.4714,1337935.5599,6070317.2377,1427877.5071,-85.306,-132.079,-35.702,+54.878,-1.585,-151.599,161.234,14,6,3,2.0909,0.1413,2.2322,+3018.906,642.18,8.266
34980.0,FWD,1337935.4749,6070317.1062,1427877.4717,1337935.5599,6070317.2377,1427877.5071,-84.989,-131.542,-35.368,+54.684,-1.394,-150.947,160.553,14,6,3,2.0909,0.1412,2.2320,+3018.774,785.76,6.661
35010.0,FWD,1337935.4738,6070317.1070,1427877.4724,1337935.5599,6070317.2377,1427877.5071,-86.147,-130.673,-34.739,+56.002,-0.916,-150.222,160.324,14,6,3,2.0909,0.1402,2.2311,+3018.577,1080.35,7.511
35040.0,FWD,1337935.4740,6070317.1072,1427877.4727,1337935.5599,6070317.2377,1427877.5071,-85.866,-130.473,-34.358,+55.771,-0.602,-149.887,159.927,14,6,3,2.0909,0.1414,2.2323,+3018.465,1263.71,7.250
35070.0,FWD,1337935.4739,6070317.1073,1427877.4730,1337935.5599,6070317.2377,1427877.5071,-85.966,-130.441,-34.144,+55.875,-0.396,-149.829,159.909,14,6,3,2.0909,0.1425,2.2334,+3018.310,822.68,7.350
35100.0,FWD,1337935.4731,6070317.1080,1427877.4727,1337935.5599,6070317.2377,1427877.5071,-86.785,-129.699,-34.436,+56.834,-0.804,-149.360,159.810,14,6,3,2.0909,0.1438,2.2347,+3018.197,761.13,9.665
35130.0,FWD,1337935.4726,6070317.1085,1427877.4726,1337935.5599,6070317.2377,1427877.5071,-87.292,-129.169,-34.543,+57.444,-1.000,-148.986,159.680,14,6,3,2.0909,0.1460,2.2368,+3018.097,1718.22,7.582
35160.0,FWD,1337935.4729,6070317.1090,1427877.4725,1337935.5599,6070317.2377,1427877.5071,-87.025,-128.718,-34.579,+57.280,-1.148,-148.509,159.177,14,6,3,2.0909,0.1433,2.2341,+3017.985,1368.23,13.671
35190.0,FWD,1337935.4725,6070317.1094,1427877.4721,1337935.5599,6070317.2377,1427877.5071,-87.398,-128.317,-34.989,+57.731,-1.617,-148.298,159.147,13,6,3,2.0909,0.1444,2.2352,+3017.966,1424.86,10.284
35220.0,FWD,1337935.4715,6070317.1099,1427877.4718,1337935.5599,6070317.2377,1427877.5071,-88.376,-127.757,-35.336,+58.807,-2.031,-148.049,159.314,13,6,3,2.0909,0.1451,2.2359,+3018.014,1496.78,11.959
35250.0,FWD,1337935.4711,6070317.1105,1427877.4716,1337935.5599,6070317.2377,1427877.5071,-88.845,-127.211,-35.482,+59.381,-2.270,-147.660,159.169,13,6,3,2.0909,0.1430,2.2339,+3018.002,1635.21,12.832
35280.0,FWD,1337935.4708,6070317.1112,1427877.4713,1337935.5599,6070317.2377,1427877.5071,-89.100,-126.460,-35.755,+59.792,-2.689,-147.061,158.774,13,6,3,2.0909,0.1433,2.2341,+3017.984,1263.19,12.276
35310.0,FWD,1337935.4707,6070317.1114,1427877.4710,1337935.5599,6070317.2377,1427877.5071,-89.159,-126.325,-36.096,+59.879,-3.049,-147.023,158.778,13,6,3,2.0909,0.1433,2.2342,+3017.955,1731.48,10.602
35340.0,FWD,1337935.4707,6070317.1114,1427877.4702,1337935.5599,6070317.2377,1427877.5071,-89.194,-126.343,-36.913,+59.909,-3.839,-147.231,158.999,13,6,3,2.0909,0.1457,2.2366,+3017.893,1050.90,9.997
35370.0,FWD,1337935.4711,6070317.1110,1427877.4700,1337935.5599,6070317.2377,1427877.5071,-88.836,-126.657,-37.144,+59.493,-4.012,-147.506,159.102,13,6,3,2.0909,0.1462,2.2371,+3017.847,1707.04,10.342
35400.0,FWD,1337935.4717,6070317.1117,1427877.4697,1337935.5599,6070317.2377,1427877.5071,-88.178,-126.039,-37.411,+58.982,-4.441,-146.841,158.306,14,6,3,2.0909,0.1448,2.2357,+3017.862,1577.04,10.517
35430.0,FWD,1337935.4724,6070317.1119,1427877.4700,1337935.5599,6070317.2377,1427877.5071,-87.518,-125.785,-37.110,+58.393,-4.235,-146.392,157.665,14,6,3,2.0909,0.1448,2.2356,+3017.840,1671.95,12.051
35460.0,FWD,1337935.4730,6070317.1127,1427877.4691,1337935.5599,6070317.2377,1427877.5071,-86.913,-125.016,-38.026,+57.968,-5.326,-145.740,156.936,14,6,3,2.0909,0.1439,2.2347,+3017.822,842.84,8.734
35490.0,FWD,1337935.4734,6070317.1133,1427877.4687,1337935.5599,6070317.2377,1427877.5071,-86.543,-124.375,-38.373,+57.744,-5.823,-145.131,156.305,14,6,3,2.0909,0.1408,2.2316,+3017.788,940.71,7.433
35520.0,FWD,1337935.4740,6070317.1133,1427877.4679,1337935.5599,6070317.2377,1427877.5071,-85.917,-124.450,-39.242,+57.116,-6.684,-145.267,156.235,14,6,3,2.0909,0.1383,2.2292,+3017.690,1762.05,6.619
35550.0,FWD,1337935.4748,6070317.1134,1427877.4676,1337935.5599,6070317.2377,1427877.5071,-85.082,-124.309,-39.453,+56.331,-6.961,-145.005,155.718,14,6,3,2.0909,0.1381,2.2290,+3017.573,1665.98,6.203
35580.0,FWD,1337935.4753,6070317.1133,1427877.4675,1337935.5599,6070317.2377,1427877.5071,-84.553,-124.447,-39.572,+55.785,-7.072,-145.052,155.570,14,6,3,2.0909,0.1381,2.2289,+3017.394,1186.57,7.428
35610.0,FWD,1337935.4759,6070317.1137,1427877.4680,1337935.5599,6070317.2377,1427877.5071,-83.956,-123.953,-39.063,+55.309,-6.713,-144.343,154.722,14,6,3,2.0909,0.1400,2.2309,+3017.240,1729.35,5.966
35640.0,FWD,1337935.4766,6070317.1147,1427877.4680,1337935.5599,6070317.2377,1427877.5071,-83.279,-122.963,-39.116,+54.860,-7.016,-143.271,153.575,14,6,3,2.0909,0.1380,2.2288,+3017.198,1291.47,6.665
35670.0,FWD,1337935.4775,6070317.1153,1427877.4677,1337935.5599,6070317.2377,1427877.5071,-82.416,-122.400,-39.366,+54.138,-7.426,-142.610,152.721,14,6,3,2.0909,0.1369,2.2278,+3017.189,635.32,6.816
35700.0,FWD,1337935.4780,6070317.1153,1427877.4674,1337935.5599,6070317.2377,1427877.5071,-81.938,-122.422,-39.734,+53.668,-7.802,-142.614,152.578,14,6,3,2.0909,0.1363,2.2272,+3017.150,925.07,6.176
35730.0,FWD,1337935.4787,6070317.1156,1427877.4674,1337935.5599,6070317.2377,1427877.5071,-81.159,-122.111,-39.693,+52.973,-7.868,-142.146,151.899,14,6,3,2.0909,0.1359,2.2267,+3017.160,986.51,7.627
35760.0,FWD,1337935.4794,6070317.1163,1427877.4676,1337935.5599,6070317.2377,1427877.5071,-80.489,-121.402,-39.497,+52.471,-7.866,-141.286,150.920,14,6,3,2.0909,0.1378,2.2286,+3017.144,1338.34,6.515
35790.0,FWD,1337935.4801,6070317.1169,1427877.4673,1337935.5599,6070317.2377,1427877.5071,-79.754,-120.822,-39.763,+51.879,-8.288,-140.640,150.133,14,6,3,2.0909,0.1385,2.2294,+3017.106,856.21,6.080
35820.0,FWD,1337935.4807,6070317.1176,1427877.4655,1337935.5599,6070317.2377,1427877.5071,-79.167,-120.131,-41.579,+51.454,-10.238,-140.269,149.759,14,6,3,2.0909,0.1424,2.2333,+3016.985,1003.14,8.684
35850.0,FWD,1337935.4817,6070317.1162,1427877.4642,1337935.5599,6070317.2377,1427877.5071,-78.190,-121.485,-42.928,+50.209,-11.302,-141.656,150.715,14,6,3,2.0909,0.1463,2.2371,+3016.870,1626.05,10.300
35880.0,FWD,1337935.4827,6070317.1152,1427877.4625,1337935.5599,6070317.2377,1427877.5071,-77.237,-122.478,-44.638,+49.064,-12.796,-142.786,151.522,14,6,3,2.0909,0.1457,2.2365,+3016.735,2258.10,9.921
35910.0,FWD,1337935.4829,6070317.1145,1427877.4614,1337935.5599,6070317.2377,1427877.5071,-77.007,-123.161,-45.676,+48.693,-13.668,-143.622,152.266,14,6,3,2.0909,0.1458,2.2366,+3016.633,1454.87,8.902
35940.0,FWD,1337935.4835,6070317.1145,1427877.4605,1337935.5599,6070317.2377,1427877.5071,-76.415,-123.185,-46.596,+48.109,-14.588,-143.728,152.266,14,6,3,2.0909,0.1427,2.2335,+3016.477,1259.44,8.372
35970.0,FWD,1337935.4841,6070317.1146,1427877.4599,1337935.5599,6070317.2377,1427877.5071,-75.838,-123.127,-47.205,+47.559,-15.221,-143.689,152.119,14,6,3,2.0909,0.1403,2.2311,+3016.331,988.90,8.982
36000.0,FWD,1337935.4842,6070317.1140,1427877.4595,1337935.5599,6070317.2377,1427877.5071,-75.694,-123.684,-47.627,+47.299,-15.517,-144.284,152.629,14,6,3,2.0909,0.1398,2.2306,+3016.268,910.46,6.572
36030.0,FWD,1337935.4843,6070317.1140,1427877.4590,1337935.5599,6070317.2377,1427877.5071,-75.630,-123.665,-48.066,+47.239,-15.952,-144.351,152.719,14,6,3,2.0909,0.1401,2.2310,+3016.228,971.96,4.057
36060.0,FWD,1337935.4850,6070317.1146,1427877.4586,1337935.5599,6070317.2377,1427877.5071,-74.924,-123.062,-48.488,+46.680,-16.531,-143.725,152.017,14,6,3,2.0909,0.1386,2.2294,+3016.162,1469.95,6.112
36090.0,FWD,1337935.4855,6070317.1152,1427877.4581,1337935.5599,6070317.2377,1427877.5071,-74.363,-122.476,-49.036,+46.258,-17.220,-143.173,151.442,14,6,3,2.0909,0.1405,2.2314,+3016.049,958.23,5.811
36120.0,FWD,1337935.4859,6070317.1157,1427877.4571,1337935.5599,6070317.2377,1427877.5071,-74.022,-121.953,-49.959,+46.038,-18.251,-142.812,151.155,14,6,3,2.0909,0.1430,2.2338,+3015.915,1019.52,6.812
36150.0,FWD,1337935.4862,6070317.1162,1427877.4568,1337935.5599,6070317.2377,1427877.5071,-73.678,-121.532,-50.252,+45.792,-18.646,-142.404,150.743,14,6,3,2.0909,0.1430,2.2338,+3015.787,706.14,9.647
36180.0,FWD,1337935.4863,6070317.1164,1427877.4571,1337935.5599,6070317.2377,1427877.5071,-73.624,-121.269,-49.978,+45.796,-18.439,-142.081,150.414,14,6,3,2.0909,0.1421,2.2329,+3015.668,465.08,15.495
36210.0,FWD,1337935.4871,6070317.1170,1427877.4563,1337935.5599,6070317.2377,1427877.5071,-72.768,-120.713,-50.779,+45.080,-19.384,-141.553,149.817,14,6,3,2.0909,0.1409,2.2318,+3015.578,721.90,14.296
36240.0,FWD,1337935.4874,6070317.1176,1427877.4554,1337935.5599,6070317.2377,1427877.5071,-72.501,-120.120,-51.660,+44.947,-20.385,-141.132,149.513,14,6,3,2.0909,0.1408,2.2316,+3015.522,1086.53,9.115
36270.0,FWD,1337935.4876,6070317.1179,1427877.4550,1337935.5599,6070317.2377,1427877.5071,-72.338,-119.834,-52.089,+44.849,-20.874,-140.922,149.353,14,6,3,2.0909,0.1415,2.2324,+3015.413,1244.03,9.144
36300.0,FWD,1337935.4877,6070317.1192,1427877.4540,1337935.5599,6070317.2377,1427877.5071,-72.158,-118.514,-53.051,+44.958,-22.111,-139.845,148.549,14,6,3,2.0909,0.1429,2.2337,+3015.302,1289.35,7.373
36330.0,FWD,1337935.4888,6070317.1209,1427877.4533,1337935.5599,6070317.2377,1427877.5071,-71.061,-116.845,-53.828,+44.246,-23.288,-138.202,146.969,14,6,3,2.0909,0.1416,2.2325,+3015.221,1307.04,7.681
36360.0,FWD,1337935.4897,6070317.1222,1427877.4523,1337935.5599,6070317.2377,1427877.5071,-70.183,-115.460,-54.752,+43.686,-24.536,-136.908,145.789,14,6,3,2.0909,0.1408,2.2316,+3015.126,602.81,7.283
36390.0,FWD,1337935.4898,6070317.1221,1427877.4521,1337935.5599,6070317.2377,1427877.5071,-70.094,-115.560,-54.977,+43.578,-24.738,-137.036,145.910,14,6,3,2.0909,0.1426,2.2334,+3015.134,1731.40,8.031
36420.0,FWD,1337935.4898,6070317.1226,1427877.4523,1337935.5599,6070317.2377,1427877.5071,-70.091,-115.071,-54.795,+43.680,-24.668,-136.529,145.453,14,6,3,2.0909,0.1439,2.2348,+3015.152,1455.52,5.415
36450.0,FWD,1337935.4898,6070317.1234,1427877.4524,1337935.5599,6070317.2377,1427877.5071,-70.109,-114.277,-54.738,+43.868,-24.786,-135.764,144.812,14,6,3,2.0909,0.1441,2.2349,+3015.173,1262.91,5.619
36480.0,FWD,1337935.4900,6070317.1230,1427877.4521,1337935.5599,6070317.2377,1427877.5071,-69.887,-114.721,-54.972,+43.557,-24.927,-136.193,145.145,14,6,3,2.0909,0.1426,2.2335,+3015.157,986.14,4.551
36510.0,FWD,1337935.4899,6070317.1218,1427877.4529,1337935.5599,6070317.2377,1427877.5071,-70.026,-115.926,-54.181,+43.433,-23.885,-137.190,145.870,14,6,3,2.0909,0.1422,2.2330,+3015.158,1263.62,7.296
36540.0,FWD,1337935.4896,6070317.1220,1427877.4527,1337935.5599,6070317.2377,1427877.5071,-70.284,-115.710,-54.389,+43.731,-24.122,-137.085,145.900,14,6,3,2.0909,0.1397,2.2306,+3015.120,1101.07,6.942
36570.0,FWD,1337935.4898,6070317.1226,1427877.4526,1337935.5599,6070317.2377,1427877.5071,-70.130,-115.094,-54.505,+43.713,-24.378,-136.494,145.381,14,6,3,2.0909,0.1384,2.2293,+3015.086,1191.87,4.426
36600.0,FWD,1337935.4899,6070317.1236,1427877.4531,1337935.5599,6070317.2377,1427877.5071,-70.025,-114.080,-54.002,+43.829,-24.117,-135.393,144.340,14,6,3,2.0909,0.1369,2.2278,+3015.027,1554.19,5.081
36630.0,FWD,1337935.4908,6070317.1258,1427877.4529,1337935.5599,6070317.2377,1427877.5071,-69.113,-111.906,-54.160,+43.406,-24.793,-133.169,142.242,14,6,3,2.0909,0.1329,2.2237,+3014.910,1113.14,12.079
36660.0,FWD,1337935.4907,6070317.1283,1427877.4526,1337935.5599,6070317.2377,1427877.5071,-69.157,-109.381,-54.550,+43.993,-25.726,-130.864,140.437,14,6,3,2.0909,0.1309,2.2217,+3014.779,1069.96,14.834
36690.0,FWD,1337935.4909,6070317.1298,1427877.4522,1337935.5599,6070317.2377,1427877.5071,-68.991,-107.921,-54.867,+44.145,-26.364,-129.512,139.345,14,6,3,2.0909,0.1324,2.2232,+3014.760,2585.81,4.783
36720.0,FWD,1337935.4906,6070317.1314,1427877.4527,1337935.5599,6070317.2377,1427877.5071,-69.265,-106.333,-54.370,+44.754,-26.216,-127.946,138.059,14,6,3,2.0909,0.1323,2.2232,+3014.799,1385.01,5.186
36750.0,FWD,1337935.4911,6070317.1324,1427877.4536,1337935.5599,6070317.2377,1427877.5071,-68.776,-105.310,-53.474,+44.497,-25.592,-126.668,136.674,14,6,3,2.0909,0.1310,2.2218,+3014.778,2210.66,7.907
36780.0,FWD,1337935.4917,6070317.1343,1427877.4546,1337935.5599,6070317.2377,1427877.5071,-68.236,-103.403,-52.526,+44.380,-25.115,-124.527,134.563,14,6,3,2.0909,0.1284,2.2192,+3014.818,1130.31,8.210
