SOD,pass,Computed_X,Computed_Y,Computed_Z,REF_X,REF_Y,REF_Z,DiffX_mm,DiffY_mm,DiffZ_mm,dE_mm,dN_mm,dU_mm,3D_mm,N,WL_fixed,NL_fixed,ZHD_m,ZWD_m,ZTD_m,ISB_mm,CodeRMS_mm,PhsRMS_mm
9480.0,FWD,1337935.8843,6070317.0517,1427877.4713,1337935.5599,6070317.2377,1427877.5071,+324.401,-185.950,-35.835,-356.821,-9.731,-116.968,375.629,13,8,5,2.0909,0.0144,2.1053,+2944.061,1160.45,12.287
9510.0,FWD,1337935.8842,6070317.0508,1427877.4707,1337935.5599,6070317.2377,1427877.5071,+324.308,-186.921,-36.369,-356.939,-10.033,-118.031,376.082,13,8,5,2.0909,0.0153,2.1061,+2944.368,743.41,12.854
9540.0,FWD,1337935.8842,6070317.0503,1427877.4708,1337935.5599,6070317.2377,1427877.5071,+324.333,-187.426,-36.331,-357.073,-9.886,-118.498,376.351,13,8,5,2.0909,0.0138,2.1046,+2944.693,880.21,13.079
9570.0,FWD,1337935.8836,6070317.0494,1427877.4708,1337935.5599,6070317.2377,1427877.5071,+323.699,-188.310,-36.261,-356.644,-9.593,-119.457,376.240,13,8,5,2.0909,0.0145,2.1053,+2945.032,1446.42,11.304
9600.0,FWD,1337935.8829,6070317.0482,1427877.4707,1337935.5599,6070317.2377,1427877.5071,+323.027,-189.457,-36.365,-356.234,-9.409,-120.712,376.248,13,8,5,2.0909,0.0142,2.1051,+2945.384,1124.70,10.863
9630.0,FWD,1337935.8825,6070317.0470,1427877.4708,1337935.5599,6070317.2377,1427877.5071,+322.568,-190.717,-36.339,-356.058,-9.084,-122.001,376.489,13,8,5,2.0909,0.0147,2.1055,+2945.724,1076.29,11.844
9660.0,FWD,1337935.8816,6070317.0456,1427877.4714,1337935.5599,6070317.2377,1427877.5071,+321.703,-192.105,-35.708,-355.511,-8.123,-123.361,376.393,13,8,5,2.0909,0.0146,2.1054,+2946.057,468.36,11.000
9690.0,FWD,1337935.8811,6070317.0440,1427877.4720,1337935.5599,6070317.2377,1427877.5071,+321.160,-193.732,-35.077,-355.331,-7.123,-124.881,376.704,13,8,5,2.0909,0.0149,2.1058,+2946.395,761.78,11.895
9720.0,FWD,1337935.8808,6070317.0429,1427877.4724,1337935.5599,6070317.2377,1427877.5071,+320.947,-194.792,-34.689,-355.351,-6.502,-125.846,377.033,13,8,5,2.0909,0.0163,2.1071,+2946.674,724.35,10.284
9750.0,FWD,1337935.8807,6070317.0414,1427877.4732,1337935.5599,6070317.2377,1427877.5071,+320.838,-196.259,-33.870,-355.561,-5.376,-127.081,377.627,13,8,5,2.0909,0.0182,2.1091,+2946.969,1053.52,10.537
9780.0,FWD,1337935.8811,6070317.0399,1427877.4741,1337935.5599,6070317.2377,1427877.5071,+321.177,-197.760,-32.986,-356.215,-4.200,-128.239,378.618,13,8,5,2.0909,0.0203,2.1111,+2947.341,1320.04,14.032
9810.0,FWD,1337935.8811,6070317.0375,1427877.4748,1337935.5599,6070317.2377,1427877.5071,+321.175,-200.207,-32.324,-356.740,-3.016,-130.418,379.844,13,8,5,2.0909,0.0218,2.1126,+2947.675,806.87,12.706
9840.0,FWD,1337935.8808,6070317.0366,1427877.4750,1337935.5599,6070317.2377,1427877.5071,+320.894,-201.088,-32.089,-356.655,-2.581,-131.262,380.051,13,8,5,2.0909,0.0223,2.1132,+2948.065,883.97,12.046
9870.0,FWD,1337935.8808,6070317.0350,1427877.4750,1337935.5599,6070317.2377,1427877.5071,+320.933,-202.673,-32.066,-357.034,-2.211,-132.757,380.924,13,8,5,2.0909,0.0250,2.1159,+2948.404,779.68,14.153
9900.0,FWD,1337935.8809,6070317.0340,1427877.4755,1337935.5599,6070317.2377,1427877.5071,+321.027,-203.699,-31.555,-357.346,-1.492,-133.598,381.506,13,8,5,2.0909,0.0249,2.1158,+2948.766,902.40,12.177
9930.0,FWD,1337935.8807,6070317.0321,1427877.4754,1337935.5599,6070317.2377,1427877.5071,+320.810,-205.613,-31.695,-357.546,-1.197,-135.496,382.361,13,8,5,2.0909,0.0247,2.1155,+2949.041,874.10,13.840
9960.0,FWD,1337935.8808,6070317.0309,1427877.4753,1337935.5599,6070317.2377,1427877.5071,+320.866,-206.809,-31.779,-357.859,-1.019,-136.641,383.060,13,8,5,2.0909,0.0243,2.1152,+2949.334,842.00,13.971
9990.0,FWD,1337935.8796,6070317.0295,1427877.4752,1337935.5599,6070317.2377,1427877.5071,+319.653,-208.166,-31.947,-356.967,-0.825,-138.225,382.795,13,7,5,2.0909,0.0256,2.1164,+2949.620,636.23,13.745
10020.0,FWD,1337935.8788,6070317.0283,1427877.4756,1337935.5599,6070317.2377,1427877.5071,+318.861,-209.381,-31.473,-356.455,-0.057,-139.440,382.758,13,7,5,2.0909,0.0255,2.1164,+2949.884,1469.90,11.637
10050.0,FWD,1337935.8771,6070317.0273,1427877.4763,1337935.5599,6070317.2377,1427877.5071,+317.182,-210.436,-30.810,-355.042,+0.903,-140.646,381.886,13,7,5,2.0909,0.0270,2.1179,+2950.190,1299.30,11.811
10080.0,FWD,1337935.8755,6070317.0262,1427877.4771,1337935.5599,6070317.2377,1427877.5071,+315.562,-211.477,-30.038,-353.684,+1.962,-141.803,381.057,13,7,5,2.0909,0.0295,2.1204,+2950.456,1077.54,11.084
10110.0,FWD,1337935.8743,6070317.0256,1427877.4780,1337935.5599,6070317.2377,1427877.5071,+314.365,-212.106,-29.111,-352.650,+3.062,-142.444,380.344,13,7,5,2.0909,0.0309,2.1217,+2950.803,1493.78,10.400
10140.0,FWD,1337935.8732,6070317.0237,1427877.4778,1337935.5599,6070317.2377,1427877.5071,+313.320,-213.961,-29.308,-352.029,+3.329,-144.472,380.536,14,7,5,2.0909,0.0334,2.1242,+2951.133,2075.20,12.257
10170.0,FWD,1337935.8720,6070317.0215,1427877.4777,1337935.5599,6070317.2377,1427877.5071,+312.118,-216.239,-29.436,-351.346,+3.763,-146.920,380.846,14,7,5,2.0909,0.0343,2.1251,+2951.463,1692.23,13.322
10200.0,FWD,1337935.8706,6070317.0184,1427877.4773,1337935.5599,6070317.2377,1427877.5071,+310.734,-219.327,-29.770,-350.659,+4.184,-150.224,381.505,14,7,5,2.0909,0.0361,2.1269,+2951.771,1210.10,16.250
10230.0,FWD,1337935.8697,6070317.0151,1427877.4776,1337935.5599,6070317.2377,1427877.5071,+309.797,-222.568,-29.533,-350.441,+5.174,-153.450,382.600,14,7,5,2.0909,0.0397,2.1306,+2952.088,1269.44,14.928
10260.0,FWD,1337935.8685,6070317.0126,1427877.4779,1337935.5599,6070317.2377,1427877.5071,+308.556,-225.066,-29.247,-349.767,+6.063,-156.023,383.037,14,7,5,2.0909,0.0404,2.1313,+2952.329,1069.90,10.982
10290.0,FWD,1337935.8675,6070317.0092,1427877.4782,1337935.5599,6070317.2377,1427877.5071,+307.612,-228.517,-28.859,-349.588,+7.246,-159.417,384.289,14,7,5,2.0909,0.0435,2.1344,+2952.659,1147.49,16.436
10320.0,FWD,1337935.8667,6070317.0052,1427877.4796,1337935.5599,6070317.2377,1427877.5071,+306.792,-232.476,-27.524,-349.640,+9.457,-163.055,385.907,14,7,5,2.0909,0.0462,2.1370,+2952.995,942.50,17.928
10350.0,FWD,1337935.8662,6070317.0003,1427877.4801,1337935.5599,6070317.2377,1427877.5071,+306.329,-237.354,-26.980,-350.237,+11.083,-167.671,388.461,14,7,5,2.0909,0.0507,2.1415,+2953.268,1125.83,21.337
10380.0,FWD,1337935.8653,6070316.9955,1427877.4800,1337935.5599,6070317.2377,1427877.5071,+305.389,-242.175,-27.110,-350.357,+12.063,-172.483,390.700,14,7,5,2.0909,0.0521,2.1430,+2953.517,1927.54,19.791
10410.0,FWD,1337935.8652,6070316.9918,1427877.4798,1337935.5599,6070317.2377,1427877.5071,+305.316,-245.895,-27.321,-351.086,+12.679,-176.086,392.974,14,7,5,2.0909,0.0512,2.1420,+2953.818,1384.20,17.023
10440.0,FWD,1337935.8646,6070316.9878,1427877.4799,1337935.5599,6070317.2377,1427877.5071,+304.745,-249.915,-27.209,-351.394,+13.701,-180.005,395.054,14,7,5,2.0909,0.0526,2.1435,+2954.185,862.56,19.766
10470.0,FWD,1337935.8636,6070316.9839,1427877.4800,1337935.5599,6070317.2377,1427877.5071,+303.715,-253.849,-27.062,-351.235,+14.760,-183.931,396.755,14,7,5,2.0909,0.0548,2.1457,+2954.547,1700.73,19.085
10500.0,FWD,1337935.8625,6070316.9793,1427877.4803,1337935.5599,6070317.2377,1427877.5071,+302.637,-258.373,-26.811,-351.156,+16.051,-188.405,398.830,14,7,5,2.0909,0.0561,2.1469,+2954.923,1008.51,19.592
10530.0,FWD,1337935.8613,6070316.9756,1427877.4814,1337935.5599,6070317.2377,1427877.5071,+301.403,-262.106,-25.742,-350.754,+17.974,-191.975,400.257,14,7,5,2.0909,0.0571,2.1479,+2955.311,1115.25,19.414
10560.0,FWD,1337935.8598,6070316.9717,1427877.4820,1337935.5599,6070317.2377,1427877.5071,+299.886,-266.042,-25.092,-350.119,+19.547,-195.891,401.671,14,8,5,2.0909,0.0590,2.1498,+2955.639,1704.43,20.088
10590.0,FWD,1337935.8583,6070316.9678,1427877.4825,1337935.5599,6070317.2377,1427877.5071,+298.432,-269.856,-24.604,-349.521,+20.932,-199.716,403.100,14,8,5,2.0909,0.0595,2.1504,+2955.961,1443.26,20.172
10620.0,FWD,1337935.8565,6070316.9643,1427877.4827,1337935.5599,6070317.2377,1427877.5071,+296.560,-273.376,-24.418,-348.450,+21.979,-203.415,404.077,14,8,5,2.0909,0.0617,2.1525,+2956.316,698.48,19.564
10650.0,FWD,1337935.8544,6070316.9638,1427877.4848,1337935.5599,6070317.2377,1427877.5071,+294.475,-273.873,-22.300,-346.522,+24.253,-203.848,402.765,14,7,4,2.0909,0.0598,2.1507,+2956.686,1081.08,14.761
10680.0,FWD,1337935.8522,6070316.9636,1427877.4866,1337935.5599,6070317.2377,1427877.5071,+292.263,-274.110,-20.525,-344.412,+26.142,-204.138,401.217,14,7,4,2.0909,0.0596,2.1504,+2957.040,1330.19,11.928
10710.0,FWD,1337935.8497,6070316.9635,1427877.4886,1337935.5599,6070317.2377,1427877.5071,+289.752,-274.249,-18.488,-341.990,+28.279,-204.338,399.388,14,7,4,2.0909,0.0598,2.1507,+2957.429,1287.44,13.521
10740.0,FWD,1337935.8474,6070316.9635,1427877.4903,1337935.5599,6070317.2377,1427877.5071,+287.482,-274.151,-16.758,-339.752,+30.053,-204.330,397.600,14,7,4,2.0909,0.0588,2.1497,+2957.744,1056.82,11.689
10770.0,FWD,1337935.8451,6070316.9640,1427877.4910,1337935.5599,6070317.2377,1427877.5071,+285.159,-273.672,-16.076,-337.380,+30.725,-204.208,395.563,14,7,4,2.0909,0.0592,2.1501,+2958.044,1147.52,9.544
10800.0,FWD,1337935.8430,6070316.9646,1427877.4918,1337935.5599,6070317.2377,1427877.5071,+283.066,-273.090,-15.314,-335.211,+31.440,-203.921,393.623,14,7,4,2.0909,0.0582,2.1491,+2958.372,1225.57,9.327
10830.0,FWD,1337935.8406,6070316.9651,1427877.4928,1337935.5599,6070317.2377,1427877.5071,+280.692,-272.591,-14.325,-332.785,+32.409,-203.722,391.534,14,7,4,2.0909,0.0587,2.1495,+2958.685,874.16,10.323
10860.0,FWD,1337935.8385,6070316.9659,1427877.4937,1337935.5599,6070317.2377,1427877.5071,+278.559,-271.804,-13.439,-330.533,+33.202,-203.221,389.427,14,7,4,2.0909,0.0588,2.1496,+2958.940,1211.38,9.671
10890.0,FWD,1337935.8364,6070316.9663,1427877.4947,1337935.5599,6070317.2377,1427877.5071,+276.503,-271.380,-12.422,-328.434,+34.200,-203.019,387.628,14,7,4,2.0909,0.0569,2.1478,+2959.279,1723.98,10.431
10920.0,FWD,1337935.8343,6070316.9672,1427877.4954,1337935.5599,6070317.2377,1427877.5071,+274.421,-270.532,-11.650,-326.218,+34.866,-202.475,385.526,14,7,4,2.0909,0.0570,2.1479,+2959.573,694.96,9.761
10950.0,FWD,1337935.8323,6070316.9676,1427877.4958,1337935.5599,6070317.2377,1427877.5071,+272.404,-270.060,-11.261,-324.147,+35.239,-202.361,383.749,14,7,4,2.0909,0.0576,2.1484,+2959.975,921.40,10.916
10980.0,FWD,1337935.8307,6070316.9681,1427877.4966,1337935.5599,6070317.2377,1427877.5071,+270.788,-269.550,-10.512,-322.460,+35.935,-202.046,382.223,14,7,4,2.0909,0.0567,2.1476,+2960.268,1255.07,10.234
11010.0,FWD,1337935.8280,6070316.9689,1427877.4970,1337935.5599,6070317.2377,1427877.5071,+268.093,-268.769,-10.145,-319.659,+36.251,-201.786,379.755,15,7,4,2.0909,0.0535,2.1444,+2960.558,1596.52,10.492
11040.0,FWD,1337935.8260,6070316.9692,1427877.4977,1337935.5599,6070317.2377,1427877.5071,+266.130,-268.509,-9.424,-317.686,+36.992,-201.787,378.168,15,7,4,2.0909,0.0506,2.1414,+2960.848,1426.56,9.046
11070.0,FWD,1337935.8240,6070316.9703,1427877.4977,1337935.5599,6070317.2377,1427877.5071,+264.052,-267.351,-9.429,-315.407,+36.833,-201.122,375.884,15,7,4,2.0909,0.0494,2.1402,+2961.139,1105.04,11.685
11100.0,FWD,1337935.8229,6070316.9711,1427877.4984,1337935.5599,6070317.2377,1427877.5071,+262.992,-266.617,-8.737,-314.215,+37.397,-200.491,374.601,15,7,4,2.0909,0.0481,2.1390,+2961.441,1484.84,8.966
11130.0,FWD,1337935.8222,6070316.9716,1427877.4995,1337935.5599,6070317.2377,1427877.5071,+262.267,-266.126,-7.558,-313.401,+38.473,-199.910,373.717,15,7,4,2.0909,0.0487,2.1395,+2961.712,1706.83,11.705
11160.0,FWD,1337935.8222,6070316.9719,1427877.5005,1337935.5599,6070317.2377,1427877.5071,+262.332,-265.818,-6.570,-313.398,+39.365,-199.381,373.525,15,7,4,2.0909,0.0482,2.1390,+2962.039,1236.61,10.946
11190.0,FWD,1337935.8218,6070316.9725,1427877.5017,1337935.5599,6070317.2377,1427877.5071,+261.854,-265.220,-5.423,-312.802,+40.374,-198.653,372.745,15,7,4,2.0909,0.0482,2.1391,+2962.326,1247.11,11.144
11220.0,FWD,1337935.8212,6070316.9735,1427877.5024,1337935.5599,6070317.2377,1427877.5071,+261.307,-264.172,-4.721,-312.042,+40.853,-197.613,371.605,15,7,4,2.0909,0.0471,2.1379,+2962.634,1538.90,13.191
11250.0,FWD,1337935.8204,6070316.9740,1427877.5035,1337935.5599,6070317.2377,1427877.5071,+260.536,-263.672,-3.560,-311.182,+41.912,-197.037,370.695,15,7,4,2.0909,0.0454,2.1363,+2962.916,2032.66,14.508
11280.0,FWD,1337935.8205,6070316.9743,1427877.5045,1337935.5599,6070317.2377,1427877.5071,+260.595,-263.381,-2.601,-311.177,+42.780,-196.532,370.522,15,7,4,2.0909,0.0446,2.1355,+2963.270,2063.83,15.190
11310.0,FWD,1337935.8204,6070316.9755,1427877.5057,1337935.5599,6070317.2377,1427877.5071,+260.483,-262.248,-1.401,-310.824,+43.705,-195.207,369.631,15,7,4,2.0909,0.0421,2.1330,+2963.544,1723.71,15.683
11340.0,FWD,1337935.8206,6070316.9766,1427877.5068,1337935.5599,6070317.2377,1427877.5071,+260.742,-261.123,-0.309,-310.834,+44.509,-193.836,369.014,15,7,4,2.0909,0.0388,2.1296,+2963.857,1254.37,17.023
11370.0,FWD,1337935.8208,6070316.9783,1427877.5084,1337935.5599,6070317.2377,1427877.5071,+260.896,-259.367,+1.347,-310.607,+45.729,-191.760,367.886,15,7,4,2.0909,0.0375,2.1284,+2964.133,948.12,14.898
11400.0,FWD,1337935.8211,6070316.9799,1427877.5099,1337935.5599,6070317.2377,1427877.5071,+261.215,-257.812,+2.847,-310.584,+46.832,-189.876,367.026,15,7,4,2.0909,0.0366,2.1274,+2964.447,1405.93,17.170
11430.0,FWD,1337935.8216,6070316.9813,1427877.5110,1337935.5599,6070317.2377,1427877.5071,+261.746,-256.447,+3.877,-310.809,+47.510,-188.233,366.457,15,7,4,2.0909,0.0353,2.1262,+2964.752,1370.22,20.877
11460.0,FWD,1337935.8209,6070316.9831,1427877.5118,1337935.5599,6070317.2377,1427877.5071,+261.019,-254.635,+4.707,-309.709,+47.955,-186.475,364.681,13,7,4,2.0909,0.0364,2.1272,+2965.091,1525.11,14.968
11490.0,FWD,1337935.8209,6070316.9843,1427877.5123,1337935.5599,6070317.2377,1427877.5071,+260.999,-253.396,+5.211,-309.422,+48.175,-185.187,363.809,13,7,4,2.0909,0.0382,2.1291,+2965.367,1352.99,12.193
11520.0,FWD,1337935.8202,6070316.9856,1427877.5126,1337935.5599,6070317.2377,1427877.5071,+260.305,-252.093,+5.543,-308.464,+48.245,-184.018,362.409,13,7,4,2.0909,0.0390,2.1299,+2965.564,1564.23,10.510
11550.0,FWD,1337935.8200,6070316.9863,1427877.5133,1337935.5599,6070317.2377,1427877.5071,+260.066,-251.383,+6.173,-308.078,+48.714,-183.251,361.754,13,7,4,2.0909,0.0371,2.1280,+2965.791,999.63,15.128
11580.0,FWD,1337935.8197,6070316.9873,1427877.5142,1337935.5599,6070317.2377,1427877.5071,+259.784,-250.389,+7.086,-307.588,+49.398,-182.158,360.877,13,7,4,2.0909,0.0332,2.1241,+2966.034,825.56,17.573
11610.0,FWD,1337935.8198,6070316.9879,1427877.5146,1337935.5599,6070317.2377,1427877.5071,+259.935,-249.800,+7.545,-307.610,+49.708,-181.462,360.587,13,7,4,2.0909,0.0327,2.1235,+2966.240,1414.30,13.846
11640.0,FWD,1337935.8193,6070316.9889,1427877.5151,1337935.5599,6070317.2377,1427877.5071,+259.367,-248.775,+7.962,-306.834,+49.916,-180.512,359.477,13,7,4,2.0909,0.0325,2.1233,+2966.486,1169.54,13.087
11670.0,FWD,1337935.8178,6070316.9897,1427877.5156,1337935.5599,6070317.2377,1427877.5071,+257.939,-248.040,+8.478,-305.282,+50.327,-179.996,357.950,13,7,4,2.0909,0.0331,2.1239,+2966.741,2137.95,11.225
11700.0,FWD,1337935.8167,6070316.9902,1427877.5155,1337935.5599,6070317.2377,1427877.5071,+256.765,-247.463,+8.378,-304.010,+50.160,-179.716,356.702,13,7,4,2.0909,0.0326,2.1234,+2967.021,1369.25,14.866
11730.0,FWD,1337935.8158,6070316.9908,1427877.5156,1337935.5599,6070317.2377,1427877.5071,+255.890,-246.933,+8.539,-303.042,+50.242,-179.359,355.709,13,7,4,2.0909,0.0338,2.1247,+2967.374,858.94,12.459
11760.0,FWD,1337935.8152,6070316.9911,1427877.5163,1337935.5599,6070317.2377,1427877.5071,+255.289,-246.644,+9.247,-302.393,+50.898,-179.050,355.093,13,7,4,2.0909,0.0342,2.1251,+2967.723,1010.98,12.676
11790.0,FWD,1337935.8149,6070316.9917,1427877.5166,1337935.5599,6070317.2377,1427877.5071,+254.971,-246.049,+9.454,-301.955,+50.984,-178.504,354.457,13,7,4,2.0909,0.0347,2.1256,+2968.051,702.66,11.714
11820.0,FWD,1337935.8145,6070316.9926,1427877.5165,1337935.5599,6070317.2377,1427877.5071,+254.602,-245.093,+9.431,-301.388,+50.769,-177.678,353.527,13,7,4,2.0909,0.0367,2.1276,+2968.314,1287.23,11.002
11850.0,FWD,1337935.8143,6070316.9935,1427877.5167,1337935.5599,6070317.2377,1427877.5071,+254.394,-244.198,+9.587,-300.993,+50.735,-176.834,352.762,14,7,4,2.0909,0.0350,2.1259,+2968.543,1087.77,9.958
11880.0,FWD,1337935.8145,6070316.9946,1427877.5171,1337935.5599,6070317.2377,1427877.5071,+254.580,-243.123,+9.983,-300.942,+50.875,-175.683,352.163,14,7,4,2.0909,0.0334,2.1243,+2968.719,814.80,10.814
11910.0,FWD,1337935.8146,6070316.9950,1427877.5172,1337935.5599,6070317.2377,1427877.5071,+254.667,-242.728,+10.124,-300.943,+50.920,-175.257,351.958,14,7,4,2.0909,0.0341,2.1250,+2968.905,1534.17,11.259
11940.0,FWD,1337935.8159,6070316.9951,1427877.5170,1337935.5599,6070317.2377,1427877.5071,+256.041,-242.604,+9.894,-302.258,+50.603,-174.903,352.862,13,7,4,2.0909,0.0341,2.1250,+2969.113,1190.33,11.473
11970.0,FWD,1337935.8167,6070316.9954,1427877.5173,1337935.5599,6070317.2377,1427877.5071,+256.803,-242.258,+10.228,-302.928,+50.815,-174.339,353.187,13,7,4,2.0909,0.0336,2.1245,+2969.315,862.42,12.055
12000.0,FWD,1337935.8178,6070316.9960,1427877.5180,1337935.5599,6070317.2377,1427877.5071,+257.944,-241.713,+10.915,-303.924,+51.309,-173.426,353.665,13,7,4,2.0909,0.0332,2.1241,+2969.508,1036.46,13.571
12030.0,FWD,1337935.8184,6070316.9964,1427877.5184,1337935.5599,6070317.2377,1427877.5071,+258.473,-241.254,+11.340,-304.343,+51.597,-172.783,353.752,13,7,4,2.0909,0.0339,2.1247,+2969.722,1036.44,12.231
12060.0,FWD,1337935.8190,6070316.9970,1427877.5185,1337935.5599,6070317.2377,1427877.5071,+259.084,-240.665,+11.385,-304.812,+51.482,-172.085,353.799,14,8,4,2.0909,0.0335,2.1244,+2969.875,918.25,10.661
12090.0,FWD,1337935.8191,6070316.9971,1427877.5193,1337935.5599,6070317.2377,1427877.5071,+259.228,-240.569,+12.226,-304.932,+52.272,-171.773,353.867,14,9,4,2.0909,0.0339,2.1248,+2970.107,1303.99,14.419
12120.0,FWD,1337935.8191,6070316.9981,1427877.5199,1337935.5599,6070317.2377,1427877.5071,+259.228,-239.589,+12.789,-304.721,+52.606,-170.714,353.222,14,9,4,2.0909,0.0324,2.1233,+2970.206,1449.99,10.704
12150.0,FWD,1337935.8186,6070316.9996,1427877.5211,1337935.5599,6070317.2377,1427877.5071,+258.700,-238.127,+13.988,-303.891,+53.478,-169.164,351.890,14,9,4,2.0909,0.0322,2.1230,+2970.287,1859.93,13.164
12180.0,FWD,1337935.8182,6070317.0005,1427877.5222,1337935.5599,6070317.2377,1427877.5071,+258.264,-237.240,+15.149,-303.274,+54.435,-168.150,351.017,14,9,4,2.0909,0.0307,2.1216,+2970.422,1683.62,13.142
12210.0,FWD,1337935.8179,6070317.0017,1427877.5233,1337935.5599,6070317.2377,1427877.5071,+258.037,-235.999,+16.193,-302.785,+55.189,-166.781,350.058,14,9,4,2.0909,0.0278,2.1187,+2970.546,2048.19,11.027
12240.0,FWD,1337935.8177,6070317.0029,1427877.5235,1337935.5599,6070317.2377,1427877.5071,+257.835,-234.805,+16.403,-302.331,+55.141,-165.640,349.115,14,9,4,2.0909,0.0271,2.1180,+2970.680,1283.44,12.453
12270.0,FWD,1337935.8168,6070317.0040,1427877.5246,1337935.5599,6070317.2377,1427877.5071,+256.888,-233.681,+17.503,-301.165,+56.012,-164.521,347.714,14,9,4,2.0909,0.0259,2.1168,+2970.826,2248.90,15.538
12300.0,FWD,1337935.8160,6070317.0047,1427877.5256,1337935.5599,6070317.2377,1427877.5071,+256.148,-232.981,+18.486,-300.291,+56.851,-163.789,346.747,14,9,4,2.0909,0.0258,2.1167,+2970.982,2088.72,14.388
12330.0,FWD,1337935.8150,6070317.0065,1427877.5263,1337935.5599,6070317.2377,1427877.5071,+255.113,-231.235,+19.157,-298.905,+57.171,-162.193,344.847,14,9,4,2.0909,0.0232,2.1141,+2971.076,1674.21,13.610
12360.0,FWD,1337935.8139,6070317.0074,1427877.5268,1337935.5599,6070317.2377,1427877.5071,+254.023,-230.335,+19.689,-297.647,+57.545,-161.446,343.468,13,9,4,2.0909,0.0213,2.1121,+2971.293,757.91,11.736
12390.0,FWD,1337935.8135,6070317.0080,1427877.5272,1337935.5599,6070317.2377,1427877.5071,+253.571,-229.683,+20.078,-297.065,+57.802,-160.833,342.718,13,9,4,2.0909,0.0206,2.1115,+2971.468,691.74,15.357
12420.0,FWD,1337935.8141,6070317.0088,1427877.5277,1337935.5599,6070317.2377,1427877.5071,+254.175,-228.885,+20.567,-297.483,+58.074,-159.837,342.661,13,9,4,2.0909,0.0201,2.1109,+2971.636,811.57,15.435
12450.0,FWD,1337935.8152,6070317.0100,1427877.5285,1337935.5599,6070317.2377,1427877.5071,+255.272,-227.663,+21.396,-298.291,+58.559,-158.258,342.713,13,9,4,2.0909,0.0192,2.1100,+2971.828,960.88,15.660
12480.0,FWD,1337935.8158,6070317.0101,1427877.5283,1337935.5599,6070317.2377,1427877.5071,+255.936,-227.551,+21.169,-298.915,+58.281,-158.062,343.119,13,9,4,2.0909,0.0213,2.1121,+2972.064,1013.25,15.868
12510.0,FWD,1337935.8171,6070317.0103,1427877.5285,1337935.5599,6070317.2377,1427877.5071,+257.245,-227.427,+21.419,-300.166,+58.433,-157.614,344.030,13,9,4,2.0909,0.0211,2.1119,+2972.258,867.63,14.967
12540.0,FWD,1337935.8176,6070317.0089,1427877.5295,1337935.5599,6070317.2377,1427877.5071,+257.722,-228.849,+22.412,-300.939,+59.691,-158.643,345.391,13,9,4,2.0909,0.0216,2.1124,+2972.475,1139.92,17.374
12570.0,FWD,1337935.8176,6070317.0086,1427877.5302,1337935.5599,6070317.2377,1427877.5071,+257.741,-229.097,+23.071,-301.011,+60.387,-158.727,345.613,13,9,4,2.0909,0.0214,2.1123,+2972.635,1040.77,17.629
12600.0,FWD,1337935.8177,6070317.0070,1427877.5307,1337935.5599,6070317.2377,1427877.5071,+257.820,-230.652,+23.570,-301.422,+61.211,-160.078,346.738,13,9,4,2.0909,0.0240,2.1149,+2972.813,982.00,20.225
12630.0,FWD,1337935.8186,6070317.0072,1427877.5314,1337935.5599,6070317.2377,1427877.5071,+258.718,-230.472,+24.283,-302.260,+61.822,-159.557,347.335,13,9,4,2.0909,0.0254,2.1163,+2972.937,942.48,13.075
12660.0,FWD,1337935.8183,6070317.0083,1427877.5314,1337935.5599,6070317.2377,1427877.5071,+258.445,-229.396,+24.280,-301.762,+61.596,-158.591,346.418,13,9,4,2.0909,0.0266,2.1175,+2973.107,1370.21,11.193
12690.0,FWD,1337935.8183,6070317.0078,1427877.5314,1337935.5599,6070317.2377,1427877.5071,+258.438,-229.860,+24.283,-301.856,+61.702,-159.033,346.721,14,9,4,2.0909,0.0302,2.1210,+2973.267,1238.77,12.171
12720.0,FWD,1337935.8183,6070317.0081,1427877.5319,1337935.5599,6070317.2377,1427877.5071,+258.433,-229.620,+24.800,-301.799,+62.152,-158.689,346.595,14,9,4,2.0909,0.0307,2.1216,+2973.402,1075.19,12.638
12750.0,FWD,1337935.8179,6070317.0089,1427877.5322,1337935.5599,6070317.2377,1427877.5071,+257.988,-228.836,+25.086,-301.195,+62.281,-157.972,345.764,14,8,5,2.0909,0.0307,2.1216,+2973.541,1156.46,12.726
12780.0,FWD,1337935.8186,6070317.0143,1427877.5334,1337935.5599,6070317.2377,1427877.5071,+258.667,-223.363,+26.295,-300.681,+62.221,-152.350,342.770,14,8,5,2.0909,0.0283,2.1191,+2974.475,1082.98,12.899
12810.0,FWD,1337935.8189,6070317.0183,1427877.5342,1337935.5599,6070317.2377,1427877.5071,+258.967,-219.365,+27.113,-300.114,+62.123,-148.299,340.470,15,8,5,2.0909,0.0259,2.1167,+2975.314,1900.24,10.665
12840.0,FWD,1337935.8196,6070317.0213,1427877.5348,1337935.5599,6070317.2377,1427877.5071,+259.665,-216.395,+27.715,-300.155,+62.023,-145.191,339.147,15,8,5,2.0909,0.0234,2.1143,+2976.150,2401.40,12.487
12870.0,FWD,1337935.8200,6070317.0249,1427877.5349,1337935.5599,6070317.2377,1427877.5071,+260.055,-212.802,+27.830,-299.764,+61.326,-141.665,337.177,15,7,4,2.0909,0.0215,2.1123,+2976.800,2046.89,9.789
