SOD,sat,d_wl,wl_residual_raw,wl_residual_corrected,wl_std,wl_fixable_before,wl_fixable_after
43590,E02,-0.400000,-0.762659,-0.362659,0.232315,0,0
43590,E13,-0.039153,-0.061552,-0.022620,0.388505,1,1
43620,E02,-0.400000,-0.762439,-0.362439,0.232335,0,0
43620,E13,-0.039375,-0.061857,-0.022703,0.387394,1,1
43650,E02,-0.400000,-0.762265,-0.362265,0.232310,0,0
43650,E13,-0.039580,-0.060534,-0.021159,0.386662,1,1
43680,E02,-0.400000,-0.762171,-0.362171,0.232232,0,0
43680,E13,-0.039769,-0.059081,-0.019501,0.386023,1,1
43710,E02,-0.400000,-0.762197,-0.362197,0.232133,0,0
43710,E13,-0.039954,-0.058876,-0.019107,0.384928,1,1
43740,E02,-0.400000,-0.762152,-0.362152,0.232038,0,0
43740,E13,-0.040155,-0.060862,-0.020907,0.384730,1,1
43770,E02,-0.400000,-0.762154,-0.362154,0.231938,0,0
43770,E13,-0.040374,-0.063085,-0.022930,0.384774,1,1
43800,E02,-0.400000,-0.762101,-0.362101,0.231846,0,0
43800,E13,-0.040609,-0.065098,-0.024723,0.384625,1,1
43830,E02,-0.400000,-0.761846,-0.361846,0.231910,0,0
43830,E13,-0.040838,-0.064730,-0.024121,0.383580,1,1
43860,E02,-0.400000,-0.761303,-0.361303,0.232547,0,0
43860,E13,-0.041085,-0.067061,-0.026223,0.383783,1,1
43890,E02,-0.400000,-0.761199,-0.361199,0.232474,0,0
43890,E13,-0.041352,-0.069777,-0.028692,0.384451,1,1
43920,E02,-0.400000,-0.760971,-0.360971,0.232505,0,0
43920,E13,-0.041623,-0.070512,-0.029160,0.383521,1,1
43950,E02,-0.400000,-0.760934,-0.360934,0.232409,0,0
43950,E13,-0.041872,-0.068540,-0.026917,0.383395,1,1
43980,E02,-0.400000,-0.760858,-0.360858,0.232324,0,0
43980,E13,-0.042091,-0.065745,-0.023873,0.384216,1,1
44010,E02,-0.400000,-0.760813,-0.360813,0.232230,0,0
44010,E13,-0.042275,-0.062442,-0.020351,0.385788,1,1
44040,E02,-0.400000,-0.760713,-0.360713,0.232156,0,0
44040,E13,-0.042442,-0.060861,-0.018586,0.385350,1,1
44070,E02,-0.400000,-0.760757,-0.360757,0.232062,0,0
44070,E13,-0.042604,-0.060545,-0.018104,0.384342,1,1
44100,E02,-0.400000,-0.760808,-0.360808,0.231970,0,0
44100,E13,-0.042769,-0.060989,-0.018385,0.383367,1,1
44130,E02,-0.400000,-0.760804,-0.360804,0.231871,0,0
44130,E13,-0.042948,-0.062822,-0.020052,0.383176,1,1
44160,E02,-0.400000,-0.760794,-0.360794,0.231773,0,0
44160,E13,-0.043143,-0.064870,-0.021921,0.383202,1,1
44190,E02,-0.400000,-0.760779,-0.360779,0.231675,0,0
44190,E13,-0.043368,-0.069092,-0.025949,0.386603,1,1
44220,E02,-0.400000,-0.760658,-0.360658,0.231614,0,0
44220,E13,-0.043610,-0.071553,-0.028185,0.387093,1,1
44250,E02,-0.400000,-0.760479,-0.360479,0.231597,0,0
44250,E13,-0.043870,-0.074083,-0.030473,0.387677,1,1
44280,E02,-0.400000,-0.760126,-0.360126,0.231815,0,0
44280,E13,-0.044107,-0.071786,-0.027916,0.387991,1,1
44310,E02,-0.400000,-0.759990,-0.359990,0.231763,0,0
44310,E13,-0.044341,-0.071765,-0.027658,0.386995,1,1
44340,E02,-0.400000,-0.760263,-0.360263,0.231855,0,0
44340,E13,-0.044580,-0.072641,-0.028300,0.386201,1,1
44370,E02,-0.400000,-0.760979,-0.360979,0.233057,0,0
44370,E13,-0.044823,-0.073366,-0.028786,0.385353,1,1
44400,E02,-0.400000,-0.761433,-0.361433,0.233482,0,0
44400,E13,-0.045059,-0.072756,-0.027932,0.384474,1,1
44430,E02,-0.400000,-0.761762,-0.361762,0.233657,0,0
44430,E13,-0.045294,-0.072871,-0.027812,0.383510,1,1
44460,E02,-0.400000,-0.761834,-0.361834,0.233572,0,0
44460,E13,-0.045534,-0.073797,-0.028503,0.382773,1,1
44490,E02,-0.400000,-0.761654,-0.361654,0.233556,0,0
44490,E13,-0.045764,-0.072845,-0.027311,0.382057,1,1
44520,E02,-0.400000,-0.761526,-0.361526,0.233499,0,0
44520,E13,-0.045976,-0.071046,-0.025282,0.381963,1,1
44550,E02,-0.400000,-0.761264,-0.361264,0.233575,0,0
44550,E13,-0.046196,-0.072288,-0.026311,0.381429,1,1
44580,E02,-0.400000,-0.760875,-0.360875,0.233862,0,0
44580,E13,-0.046423,-0.073408,-0.027212,0.380828,1,1
44610,E02,-0.400000,-0.760732,-0.360732,0.233816,0,0
44610,E13,-0.046645,-0.073075,-0.026652,0.379928,1,1
44640,E02,-0.400000,-0.760647,-0.360647,0.233736,0,0
44640,E13,-0.046865,-0.073007,-0.026362,0.379006,1,1
44670,E02,-0.400000,-0.760586,-0.360586,0.233647,0,0
44670,E13,-0.047099,-0.075080,-0.028215,0.379259,1,1
44700,E02,-0.400000,-0.760785,-0.360785,0.233650,0,0
44700,E13,-0.047352,-0.077984,-0.030885,0.380646,1,1
44730,E02,-0.400000,-0.760862,-0.360862,0.233567,0,0
44730,E13,-0.047619,-0.080235,-0.032884,0.381120,1,1
44760,E02,-0.400000,-0.761022,-0.361022,0.233536,0,0
44760,E13,-0.047894,-0.081606,-0.033987,0.380727,1,1
44790,E02,-0.400000,-0.761410,-0.361410,0.233822,0,0
44790,E13,-0.048178,-0.083009,-0.035115,0.380368,1,1
44820,E02,-0.400000,-0.761609,-0.361609,0.233826,0,0
44820,E13,-0.048466,-0.083853,-0.035675,0.379668,1,1
44850,E02,-0.400000,-0.761612,-0.361612,0.233728,0,0
44850,E13,-0.048759,-0.084843,-0.036377,0.379049,1,1
44880,E02,-0.400000,-0.761617,-0.361617,0.233631,0,0
44880,E13,-0.049044,-0.084099,-0.035340,0.378318,1,1
44910,E02,-0.400000,-0.761450,-0.361450,0.233604,0,0
44910,E13,-0.049310,-0.082245,-0.033201,0.378411,1,1
44940,E02,-0.400000,-0.761397,-0.361397,0.233515,0,0
44940,E13,-0.049584,-0.083573,-0.034263,0.378036,1,1
44970,E02,-0.400000,-0.761066,-0.361066,0.233698,0,0
44970,E13,-0.049859,-0.084026,-0.034442,0.377222,1,1
45000,E02,-0.400000,-0.760704,-0.360704,0.233938,0,0
45000,E13,-0.050139,-0.084969,-0.035110,0.376613,1,1
45030,E02,-0.400000,-0.760785,-0.360785,0.233857,0,0
45030,E13,-0.050401,-0.083146,-0.033007,0.376715,1,1
45060,E02,-0.400000,-0.760682,-0.360682,0.233788,0,0
45060,E13,-0.050658,-0.082759,-0.032358,0.375901,1,1
45090,E02,-0.400000,-0.761077,-0.361077,0.234094,0,0
45090,E13,-0.050928,-0.084844,-0.034186,0.376322,1,1
45120,E02,-0.400000,-0.761624,-0.361624,0.234766,0,0
45120,E13,-0.051194,-0.084599,-0.033671,0.375491,1,1
45150,E02,-0.400000,-0.762411,-0.362411,0.236256,0,0
45150,E13,-0.051449,-0.083585,-0.032391,0.374953,1,1
45180,E02,-0.400000,-0.762860,-0.362860,0.236674,0,0
45180,E13,-0.051700,-0.083365,-0.031916,0.374130,1,1
45210,E02,-0.400000,-0.763030,-0.363030,0.236650,0,0
45210,E13,-0.051960,-0.084694,-0.032994,0.373828,1,1
45240,E02,-0.400000,-0.763187,-0.363187,0.236615,0,0
45240,E13,-0.052222,-0.085366,-0.033406,0.373136,1,1
45270,E02,-0.400000,-0.763338,-0.363338,0.236575,0,0
45270,E13,-0.052489,-0.086314,-0.034092,0.372586,1,1
45300,E02,-0.400000,-0.763679,-0.363679,0.236776,0,0
45300,E13,-0.052760,-0.087020,-0.034531,0.371920,1,1
45330,E02,-0.400000,-0.763666,-0.363666,0.236679,0,0
45330,E13,-0.053029,-0.087018,-0.034258,0.371107,1,1
45360,E02,-0.400000,-0.763323,-0.363323,0.236883,0,0
45360,E13,-0.053287,-0.086005,-0.032976,0.370617,1,1
45390,E02,-0.400000,-0.762957,-0.362957,0.237129,0,0
45390,E13,-0.053549,-0.086853,-0.033567,0.370037,1,1
45420,E02,-0.400000,-0.762788,-0.362788,0.237104,0,0
45420,E13,-0.053811,-0.086955,-0.033405,0.369242,1,1
45450,E02,-0.400000,-0.762506,-0.362506,0.237211,0,0
45450,E13,-0.054064,-0.086213,-0.032402,0.368622,1,1
45480,E02,-0.400000,-0.762399,-0.362399,0.237143,0,0
45480,E13,-0.054310,-0.085574,-0.031510,0.367963,1,1
45510,E02,-0.400000,-0.762003,-0.362003,0.237450,0,0
45510,E13,-0.054553,-0.085449,-0.031138,0.367184,1,1
45540,E02,-0.400000,-0.761897,-0.361897,0.237382,0,0
45540,E13,-0.054793,-0.085193,-0.030640,0.366426,1,1
45570,E02,-0.400000,-0.761574,-0.361574,0.237553,0,0
45570,E13,-0.055035,-0.085797,-0.031004,0.365770,1,1
45600,E02,-0.400000,-0.761741,-0.361741,0.237527,0,0
45600,E13,-0.055260,-0.083994,-0.028959,0.366054,1,1
45630,E02,-0.400000,-0.761962,-0.361962,0.237557,0,0
45630,E13,-0.055477,-0.083266,-0.028006,0.365460,1,1
45660,E02,-0.400000,-0.762474,-0.362474,0.238134,0,0
45660,E13,-0.055696,-0.083641,-0.028164,0.364743,1,1
45690,E02,-0.400000,-0.762713,-0.362713,0.238183,0,0
45690,E13,-0.055929,-0.085969,-0.030273,0.365769,1,1
45720,E02,-0.400000,-0.763010,-0.363010,0.238313,0,0
45720,E13,-0.056164,-0.086594,-0.030665,0.365141,1,1
45750,E02,-0.400000,-0.763085,-0.363085,0.238230,0,0
45750,E13,-0.056397,-0.086406,-0.030242,0.364401,1,1
45780,E02,-0.400000,-0.763258,-0.363258,0.238210,0,0
45780,E13,-0.056619,-0.085340,-0.028944,0.364033,1,1
45810,E02,-0.400000,-0.763315,-0.363315,0.238122,0,0
45810,E13,-0.056837,-0.085070,-0.028451,0.363314,1,1
45840,E02,-0.400000,-0.762638,-0.362638,0.239206,0,0
45840,E13,-0.057056,-0.085291,-0.028454,0.362591,1,1
45870,E02,-0.400000,-0.762339,-0.362339,0.239338,0,0
45870,E13,-0.057277,-0.085850,-0.028794,0.361962,1,1
45900,E02,-0.400000,-0.761746,-0.361746,0.240146,0,0
45900,E13,-0.057496,-0.085863,-0.028586,0.361232,1,1
45930,E02,-0.400000,-0.761398,-0.361398,0.240360,0,0
45930,E13,-0.057707,-0.085013,-0.027516,0.360754,1,1
45960,E02,-0.400000,-0.761331,-0.361331,0.240274,0,0
45960,E13,-0.057908,-0.083956,-0.026249,0.360418,1,1
45990,E13,-0.058103,-0.083366,-0.025458,0.359820,1,1
46020,E13,-0.058312,-0.085740,-0.027637,0.361070,1,1
46050,E13,-0.058533,-0.087674,-0.029362,0.361661,1,1
46080,E13,-0.058746,-0.086851,-0.028318,0.361185,1,1
46110,E13,-0.058951,-0.086045,-0.027299,0.360706,1,1
46140,E13,-0.059146,-0.084978,-0.026027,0.360403,1,1
46170,E13,-0.059335,-0.084379,-0.025233,0.359829,1,1
46200,E13,-0.059520,-0.083962,-0.024627,0.359193,1,1
46230,E13,-0.059691,-0.082413,-0.022894,0.359362,1,1
46260,E13,-0.059849,-0.080959,-0.021269,0.359432,1,1
46290,E13,-0.059999,-0.080082,-0.020234,0.359022,1,1
46320,E13,-0.060149,-0.080137,-0.020138,0.358337,1,1
46350,E13,-0.060290,-0.079201,-0.019053,0.357976,1,1
46380,E13,-0.060433,-0.079579,-0.019289,0.357350,1,1
46410,E13,-0.060579,-0.080006,-0.019573,0.356742,1,1
46440,E13,-0.060723,-0.080026,-0.019447,0.356071,1,1
46470,E13,-0.060869,-0.080337,-0.019614,0.355440,1,1
46500,E13,-0.061018,-0.081020,-0.020151,0.354952,1,1
46530,E13,-0.061165,-0.080720,-0.019701,0.354325,1,1
46560,E13,-0.061314,-0.081270,-0.020105,0.353784,1,1
46590,E13,-0.061454,-0.080166,-0.018852,0.353596,1,1
46620,E13,-0.061596,-0.080636,-0.019182,0.353030,1,1
46650,E13,-0.061732,-0.079887,-0.018291,0.352600,1,1
46680,E13,-0.061856,-0.078519,-0.016787,0.352681,1,1
46710,E13,-0.061971,-0.077488,-0.015633,0.352452,1,1
46740,E13,-0.062084,-0.077342,-0.015371,0.351821,1,1
46770,E13,-0.062201,-0.077860,-0.015776,0.351291,1,1
46800,E13,-0.062316,-0.077904,-0.015703,0.350660,1,1
46830,E13,-0.062433,-0.078114,-0.015798,0.350048,1,1
46860,E13,-0.062539,-0.076838,-0.014405,0.350072,1,1
46890,E13,-0.062640,-0.076242,-0.013703,0.349591,1,1
46920,E13,-0.062735,-0.075535,-0.012895,0.349172,1,1
46950,E13,-0.062836,-0.076548,-0.013813,0.348969,1,1
46980,E13,-0.062943,-0.077403,-0.014567,0.348651,1,1
47010,E13,-0.063045,-0.076790,-0.013847,0.348192,1,1
47040,E13,-0.063133,-0.075137,-0.012093,0.348701,1,1
47070,E13,-0.063217,-0.074704,-0.011572,0.348170,1,1
47100,E13,-0.063306,-0.075370,-0.012153,0.347749,1,1
47130,E13,-0.063397,-0.075793,-0.012487,0.347220,1,1
47160,E13,-0.063488,-0.075949,-0.012552,0.346631,1,1
47190,E13,-0.063586,-0.076988,-0.013500,0.346487,1,1
47220,E13,-0.063683,-0.076865,-0.013279,0.345900,1,1
47250,E13,-0.063771,-0.075736,-0.012052,0.345848,1,1
47280,E13,-0.063853,-0.075066,-0.011295,0.345450,1,1
47310,E13,-0.063931,-0.074628,-0.010775,0.344945,1,1
47340,E13,-0.064008,-0.074475,-0.010544,0.344372,1,1
47370,E13,-0.064089,-0.075174,-0.011166,0.344003,1,1
47400,E13,-0.064183,-0.077102,-0.013013,0.345028,1,1
47430,E13,-0.064286,-0.078543,-0.014361,0.345348,1,1
47460,E13,-0.064391,-0.078934,-0.014648,0.344838,1,1
47490,E13,-0.064498,-0.079270,-0.014879,0.344314,1,1
47520,E13,-0.064605,-0.079401,-0.014903,0.343751,1,1
47550,E13,-0.064705,-0.078575,-0.013970,0.343483,1,1
47580,E13,-0.064797,-0.077532,-0.012827,0.343398,1,1
47610,E13,-0.064882,-0.076616,-0.011819,0.343207,1,1
47640,E13,-0.064965,-0.076484,-0.011603,0.342653,1,1
47670,E13,-0.065035,-0.074912,-0.009947,0.343199,1,1
47700,E13,-0.065080,-0.071482,-0.006446,0.347872,1,1
47730,E13,-0.065117,-0.070473,-0.005393,0.347760,1,1
47760,E13,-0.065147,-0.069360,-0.004242,0.347750,1,1
47790,E13,-0.065169,-0.068345,-0.003199,0.347649,1,1
47820,E13,-0.065192,-0.068507,-0.003339,0.347103,1,1
47850,E13,-0.065225,-0.070036,-0.004844,0.347599,1,1
47880,E13,-0.065268,-0.071556,-0.006331,0.348085,1,1
47910,E13,-0.065320,-0.072997,-0.007729,0.348469,1,1
47940,E13,-0.065385,-0.074827,-0.009507,0.349431,1,1
47970,E13,-0.065458,-0.076412,-0.011027,0.350014,1,1
48000,E13,-0.065543,-0.078210,-0.012752,0.350928,1,1
48030,E13,-0.065634,-0.079182,-0.013638,0.350805,1,1
48060,E13,-0.065725,-0.079229,-0.013595,0.350258,1,1
48090,E13,-0.065798,-0.076814,-0.011089,0.352370,1,1
48120,E13,-0.065859,-0.075143,-0.009345,0.353094,1,1
48150,E13,-0.065911,-0.073897,-0.008038,0.353255,1,1
48180,E13,-0.065966,-0.074275,-0.008364,0.352775,1,1
48210,E13,-0.066011,-0.073009,-0.007044,0.352968,1,1
48240,E13,-0.066057,-0.073000,-0.006988,0.352426,1,1
48270,E13,-0.066100,-0.072645,-0.006588,0.351945,1,1
48300,E13,-0.066132,-0.071104,-0.005004,0.352511,1,1
48330,E13,-0.066150,-0.068829,-0.002696,0.354379,1,1
48360,E13,-0.066158,-0.067528,-0.001378,0.354627,1,1
48390,E13,-0.066165,-0.067236,-0.001077,0.354131,1,1
48420,E13,-0.066182,-0.068743,-0.002578,0.354659,1,1
48450,E13,-0.066211,-0.070771,-0.004589,0.356048,1,1
48480,E13,-0.066248,-0.072078,-0.005868,0.356315,1,1
48510,E13,-0.066282,-0.071735,-0.005487,0.355838,1,1
48540,E13,-0.066325,-0.073120,-0.006838,0.356212,1,1
48570,E13,-0.066370,-0.073444,-0.007118,0.355732,1,1
48600,E13,-0.066410,-0.072779,-0.006409,0.355415,1,1
48630,E13,-0.066450,-0.072663,-0.006253,0.354897,1,1
48660,E13,-0.066490,-0.072868,-0.006418,0.354394,1,1
48690,E13,-0.066530,-0.072734,-0.006244,0.353883,1,1
48720,E13,-0.066557,-0.070892,-0.004362,0.354999,1,1
48750,E13,-0.066573,-0.069019,-0.002462,0.356169,1,1
48780,E13,-0.066586,-0.068756,-0.002183,0.355684,1,1
48810,E13,-0.066586,-0.066610,-0.000024,0.357390,1,1
48840,E13,-0.066589,-0.066938,-0.000351,0.356925,1,1
48870,E13,-0.066605,-0.069337,-0.002749,0.359195,1,1
48900,E13,-0.066629,-0.070397,-0.003792,0.359221,1,1
48930,E13,-0.066653,-0.070660,-0.004031,0.358740,1,1
48960,E13,-0.066664,-0.068483,-0.001830,0.360528,1,1
48990,E13,-0.066684,-0.070000,-0.003336,0.361130,1,1
49020,E13,-0.066711,-0.071219,-0.004535,0.361340,1,1
49050,E13,-0.066736,-0.070830,-0.004119,0.360902,1,1
49080,E13,-0.066757,-0.070160,-0.003424,0.360612,1,1
49110,E13,-0.066785,-0.071480,-0.004723,0.360958,1,1
49140,E13,-0.066820,-0.072562,-0.005777,0.361027,1,1
49170,E13,-0.066857,-0.073038,-0.006218,0.360633,1,1
49200,E13,-0.066892,-0.072651,-0.005794,0.360203,1,1
49230,E13,-0.066925,-0.072441,-0.005550,0.359723,1,1
49260,E13,-0.066948,-0.070818,-0.003893,0.360537,1,1
49290,E13,-0.066959,-0.068705,-0.001756,0.362264,1,1
49320,E13,-0.066951,-0.065546,0.001413,0.366708,1,1
49350,E13,-0.066940,-0.065156,0.001794,0.366277,1,1
49380,E13,-0.066931,-0.065279,0.001661,0.365781,1,1
49410,E13,-0.066921,-0.065331,0.001600,0.365281,1,1
49440,E13,-0.066916,-0.065992,0.000929,0.365001,1,1
49470,E13,-0.066906,-0.065284,0.001632,0.364754,1,1
49500,E13,-0.066898,-0.065468,0.001438,0.364276,1,1
49530,E13,-0.066894,-0.066186,0.000712,0.364042,1,1
49560,E03,-0.255455,0.163456,0.419280,0.316348,1,0
49560,E13,-0.066894,-0.066893,0.000001,0.363804,1,1
49590,E03,-0.255078,0.156617,0.412072,0.316942,1,0
49590,E13,-0.066889,-0.065992,0.000902,0.363727,1,1
49620,E03,-0.254694,0.149770,0.404848,0.317666,1,0
49620,E13,-0.066884,-0.066041,0.000848,0.363239,1,1
49650,E03,-0.254290,0.147193,0.401887,0.315203,1,0
49650,E13,-0.066883,-0.066728,0.000155,0.362994,1,1
49680,E03,-0.253863,0.151201,0.405491,0.313631,1,0
49680,E13,-0.066884,-0.067074,-0.000191,0.362570,1,1
49710,E03,-0.253438,0.142969,0.396832,0.316600,1,0
49710,E13,-0.066880,-0.066227,0.000657,0.362456,1,1
49740,E03,-0.253025,0.132823,0.386261,0.322656,1,0
49740,E13,-0.066881,-0.067135,-0.000255,0.362401,1,1
49770,E03,-0.252600,0.128297,0.381322,0.321602,1,0
49770,E13,-0.066884,-0.067340,-0.000459,0.361942,1,1
49800,E03,-0.252155,0.133744,0.386344,0.321459,1,0
49800,E13,-0.066878,-0.065849,0.001035,0.362620,1,1
49830,E03,-0.251686,0.135041,0.387195,0.318876,1,0
49830,E13,-0.066865,-0.064648,0.002230,0.362893,1,1
49860,E03,-0.251203,0.131792,0.383478,0.317191,1,0
49860,E13,-0.066860,-0.065963,0.000902,0.363318,1,1
49890,E03,-0.250716,0.125754,0.376957,0.318037,1,0
49890,E13,-0.066856,-0.066271,0.000589,0.362891,1,1
49920,E03,-0.250208,0.125499,0.376216,0.315468,1,0
49920,E13,-0.066862,-0.067736,-0.000879,0.363541,1,1
49950,E03,-0.249686,0.132920,0.383128,0.318362,1,0
49950,E13,-0.066865,-0.067421,-0.000559,0.363118,1,1
49980,E03,-0.249183,0.146891,0.396577,0.334766,1,0
49980,E13,-0.066864,-0.066725,0.000139,0.362900,1,1
50010,E03,-0.248674,0.156443,0.405626,0.340857,1,0
50010,E13,-0.066854,-0.065119,0.001745,0.363793,1,1
50040,E03,-0.248143,0.159868,0.408541,0.339390,1,0
50040,E13,-0.066843,-0.064941,0.001913,0.363338,1,1
50070,E03,-0.247601,0.155837,0.403980,0.338435,1,0
50070,E13,-0.066837,-0.065804,0.001039,0.363264,1,1
50100,E03,-0.247040,0.155397,0.402998,0.335957,1,0
50100,E13,-0.066827,-0.065113,0.001724,0.363051,1,1
50130,E03,-0.246459,0.154371,0.401411,0.333621,1,0
50130,E13,-0.066811,-0.064083,0.002744,0.363151,1,1
50160,E03,-0.245874,0.149316,0.395775,0.333881,1,0
50160,E13,-0.066782,-0.061693,0.005118,0.365735,1,1
50190,E03,-0.245278,0.145972,0.391847,0.332699,1,0
50190,E13,-0.066742,-0.059804,0.006978,0.367168,1,1
50220,E03,-0.244686,0.139589,0.384867,0.334731,1,0
50220,E13,-0.066697,-0.058718,0.008024,0.367327,1,1
50250,E03,-0.244087,0.135507,0.380193,0.334229,1,0
50250,E13,-0.066647,-0.057888,0.008809,0.367227,1,1
50280,E03,-0.243496,0.128837,0.372924,0.336820,1,0
50280,E13,-0.066591,-0.056717,0.009931,0.367495,1,1
50310,E03,-0.242900,0.124704,0.368200,0.336451,1,0
50310,E13,-0.066530,-0.055780,0.010811,0.367500,1,1
50340,E03,-0.242297,0.120837,0.363737,0.335903,1,0
50340,E13,-0.066470,-0.055780,0.010750,0.367036,1,1
50370,E03,-0.241674,0.124417,0.366714,0.335171,1,0
50370,E13,-0.066413,-0.056499,0.009971,0.366852,1,1
50400,E03,-0.241048,0.132846,0.374520,0.341130,1,0
50400,E13,-0.066361,-0.057186,0.009228,0.366647,1,1
50430,E03,-0.240419,0.141177,0.382225,0.346856,1,0
50430,E13,-0.066314,-0.057948,0.008414,0.366503,1,1
50460,E03,-0.239787,0.149676,0.390095,0.352864,1,0
50460,E13,-0.066265,-0.057669,0.008645,0.366086,1,1
50490,E03,-0.239135,0.152982,0.392769,0.351924,1,0
50490,E13,-0.066219,-0.058148,0.008117,0.365755,1,1
50520,E03,-0.238472,0.150413,0.389548,0.350535,1,0
50520,E13,-0.066177,-0.058899,0.007320,0.365609,1,1
50550,E03,-0.237838,0.141726,0.380198,0.357186,1,0
50550,E13,-0.066137,-0.059110,0.007067,0.365180,1,1
50580,E03,-0.237238,0.132329,0.370167,0.365230,1,0
50580,E13,-0.066098,-0.059212,0.006925,0.364734,1,1
50610,E03,-0.236620,0.132844,0.370082,0.363106,1,0
50610,E13,-0.066056,-0.058824,0.007274,0.364367,1,1
50640,E03,-0.235990,0.131140,0.367760,0.361331,1,0
50640,E13,-0.066014,-0.058620,0.007436,0.363941,1,1
50670,E03,-0.235392,0.122134,0.358125,0.368827,1,0
50670,E13,-0.065971,-0.058605,0.007409,0.363493,1,1
50700,E03,-0.234806,0.115652,0.351044,0.371677,1,0
50700,E13,-0.065928,-0.058506,0.007465,0.363053,1,1
50730,E03,-0.234206,0.114792,0.349597,0.369671,1,0
50730,E13,-0.065892,-0.059563,0.006365,0.363236,1,1
50760,E03,-0.233590,0.118524,0.352730,0.369294,1,0
50760,E13,-0.065859,-0.060142,0.005750,0.362982,1,1
50790,E03,-0.232963,0.117003,0.350593,0.367543,1,0
50790,E13,-0.065828,-0.060550,0.005309,0.362634,1,1
50820,E03,-0.232322,0.116642,0.349605,0.365556,1,0
50820,E13,-0.065798,-0.060618,0.005210,0.362197,1,1
50850,E03,-0.231664,0.117630,0.349952,0.363709,1,0
50850,E13,-0.065771,-0.060993,0.004805,0.361838,1,1
50880,E03,-0.231006,0.125841,0.357505,0.370334,1,0
50880,E13,-0.065746,-0.061465,0.004306,0.361528,1,1
50910,E03,-0.230340,0.132012,0.363018,0.373206,1,0
50910,E13,-0.065727,-0.062431,0.003315,0.361627,1,1
50940,E03,-0.229660,0.131053,0.361393,0.371375,1,0
50940,E13,-0.065713,-0.063386,0.002341,0.361716,1,1
50970,E03,-0.228999,0.124500,0.354161,0.374992,1,0
50970,E13,-0.065700,-0.063502,0.002212,0.361289,1,1
51000,E03,-0.228328,0.122536,0.351534,0.373576,1,0
51000,E13,-0.065689,-0.063649,0.002051,0.360869,1,1
51030,E03,-0.227641,0.123477,0.351805,0.371801,1,0
51030,E13,-0.065676,-0.063592,0.002096,0.360440,1,1
51060,E03,-0.226940,0.123820,0.351462,0.369953,1,0
51060,E13,-0.065664,-0.063486,0.002191,0.360018,1,1
51090,E03,-0.226222,0.125136,0.352076,0.368352,1,0
51090,E13,-0.065650,-0.063345,0.002319,0.359601,1,1
51120,E03,-0.225488,0.127811,0.354033,0.367527,1,0
51120,E13,-0.065636,-0.063213,0.002437,0.359185,1,1
51150,E03,-0.224742,0.126926,0.352414,0.365848,1,0
51150,E13,-0.065625,-0.063651,0.001985,0.358873,1,1
51180,E03,-0.224010,0.121391,0.346133,0.368391,1,0
51180,E13,-0.065615,-0.063944,0.001680,0.358500,1,1
51210,E03,-0.223276,0.118478,0.342488,0.367835,1,0
51210,E13,-0.065611,-0.064988,0.000627,0.358723,1,1
51240,E03,-0.222526,0.119226,0.342502,0.366176,1,0
51240,E13,-0.065619,-0.067024,-0.001413,0.360752,1,1
51270,E03,-0.221766,0.117751,0.340277,0.364777,1,0
51270,E13,-0.065631,-0.067600,-0.001981,0.360525,1,1
51300,E03,-0.220992,0.118559,0.340325,0.363180,1,0
51300,E13,-0.065638,-0.066924,-0.001294,0.360374,1,1
51330,E03,-0.220212,0.116333,0.337325,0.362250,1,0
51330,E13,-0.065645,-0.066766,-0.001128,0.359969,1,1
51360,E03,-0.219416,0.117274,0.337485,0.360733,1,0
51360,E13,-0.065653,-0.067024,-0.001379,0.359590,1,1
51390,E03,-0.218613,0.115539,0.334955,0.359565,1,0
51390,E13,-0.065656,-0.066294,-0.000641,0.359491,1,1
51420,E03,-0.217805,0.113298,0.331911,0.358734,1,0
51420,E13,-0.065660,-0.066352,-0.000696,0.359077,1,1
51450,E03,-0.216983,0.113579,0.331384,0.357155,1,0
51450,E13,-0.065664,-0.066353,-0.000693,0.358662,1,1
51480,E03,-0.216150,0.117835,0.334817,0.358452,1,0
51480,E13,-0.065666,-0.065892,-0.000227,0.358377,1,1
51510,E03,-0.215305,0.121844,0.337993,0.359448,1,0
51510,E13,-0.065669,-0.066246,-0.000580,0.358041,1,1
51540,E03,-0.214446,0.122286,0.337591,0.357927,1,0
51540,E13,-0.065676,-0.066852,-0.001182,0.357853,1,1
51570,E03,-0.213571,0.123361,0.337807,0.356582,1,0
51570,E13,-0.065683,-0.066931,-0.001255,0.357447,1,1
51600,E03,-0.212681,0.125067,0.338638,0.355547,1,0
51600,E13,-0.065688,-0.066419,-0.000736,0.357199,1,1
51630,E03,-0.211776,0.127644,0.340325,0.355154,1,0
51630,E13,-0.065697,-0.067257,-0.001570,0.357222,1,1
51660,E03,-0.210860,0.126797,0.338573,0.353792,1,0
51660,E13,-0.065713,-0.068554,-0.002857,0.357848,1,1
51690,E03,-0.209945,0.124048,0.334908,0.353612,1,0
51690,E13,-0.065731,-0.068657,-0.002943,0.357449,1,1
51720,E03,-0.209033,0.121129,0.331075,0.353620,1,0
51720,E13,-0.065752,-0.069345,-0.003614,0.357337,1,1
51750,E03,-0.208116,0.119184,0.328217,0.352834,1,0
51750,E13,-0.065777,-0.070138,-0.004386,0.357322,1,1
51780,E03,-0.207241,0.112745,0.320862,0.358591,1,0
