SOD,sat,d_wl,wl_residual_raw,wl_residual_corrected,wl_std,wl_fixable_before,wl_fixable_after
24690,E02,-0.197714,-0.805638,-0.612288,0.286089,1,0
24690,E25,-0.400000,-0.790962,-0.390962,0.239841,0,0
24690,E34,-0.152471,0.159447,0.327075,0.439400,1,0
24720,E02,-0.202045,-0.806317,-0.608603,0.286242,1,0
24720,E25,-0.400000,-0.789547,-0.389547,0.239513,0,0
24720,E34,-0.138450,0.159743,0.312214,0.436301,1,0
24750,E02,-0.206350,-0.806142,-0.604097,0.285999,1,0
24750,E25,-0.400000,-0.790767,-0.390767,0.239052,0,0
24750,E34,-0.125808,0.154508,0.292958,0.435501,1,0
24780,E02,-0.210632,-0.806327,-0.599977,0.285760,1,0
24780,E25,-0.400000,-0.794071,-0.394071,0.241274,0,0
24780,E34,-0.114539,0.147618,0.273426,0.436441,1,0
24810,E02,-0.214890,-0.806484,-0.595852,0.285513,1,0
24810,E25,-0.400000,-0.796468,-0.396468,0.242030,0,0
24810,E34,-0.104112,0.145704,0.260243,0.433791,1,0
24840,E02,-0.219124,-0.806586,-0.591696,0.285254,1,0
24840,E25,-0.400000,-0.799521,-0.399521,0.243810,0,0
24840,E34,-0.094377,0.145221,0.249333,0.430909,1,0
24870,E02,-0.223331,-0.806289,-0.587165,0.285068,1,0
24870,E25,-0.400000,-0.800805,-0.400805,0.243409,1,0
24870,E34,-0.085346,0.143201,0.237579,0.428422,1,0
24900,E02,-0.227502,-0.805760,-0.582430,0.285062,1,0
24900,E25,-0.400000,-0.801445,-0.401445,0.242663,1,0
24900,E34,-0.076947,0.141316,0.226662,0.425948,1,0
24930,E02,-0.231640,-0.805301,-0.577799,0.284992,1,0
24930,E25,-0.400000,-0.800881,-0.400881,0.241899,1,0
24930,E34,-0.069163,0.138706,0.215653,0.423828,1,0
24960,E02,-0.235751,-0.805014,-0.573374,0.284803,1,0
24960,E25,-0.400000,-0.801805,-0.401805,0.241304,1,0
24960,E34,-0.061851,0.138054,0.207216,0.421176,1,1
24990,E02,-0.239824,-0.804397,-0.568646,0.284895,1,0
24990,E25,-0.400000,-0.797797,-0.397797,0.245194,0,0
24990,E34,-0.054929,0.138697,0.200548,0.418575,1,1
25020,E02,-0.243871,-0.804902,-0.565078,0.284869,1,0
25020,E25,-0.400000,-0.795718,-0.395718,0.245618,0,0
25020,E34,-0.048361,0.139532,0.194461,0.416050,1,1
25050,E02,-0.247895,-0.804943,-0.561072,0.284606,1,0
25050,E25,-0.400000,-0.796700,-0.396700,0.245061,0,0
25050,E34,-0.042234,0.137274,0.185635,0.414004,1,1
25080,E02,-0.251897,-0.805114,-0.557219,0.284370,1,0
25080,E25,-0.400000,-0.795449,-0.395449,0.244694,0,0
25080,E34,-0.036629,0.132711,0.174945,0.413571,1,1
25110,E02,-0.255855,-0.806152,-0.554255,0.285125,1,0
25110,E25,-0.400000,-0.794100,-0.394100,0.244414,0,0
25110,E34,-0.031244,0.135185,0.171813,0.411719,1,1
25140,E02,-0.259790,-0.806108,-0.550253,0.284863,1,0
25140,E25,-0.400000,-0.793262,-0.393262,0.243805,0,0
25140,E34,-0.026136,0.134841,0.166086,0.409302,1,1
25170,E02,-0.263699,-0.806709,-0.546919,0.284943,1,0
25170,E25,-0.400000,-0.792363,-0.392363,0.243239,0,0
25170,E34,-0.021395,0.131636,0.157773,0.407987,1,1
25200,E02,-0.267585,-0.806637,-0.542938,0.284686,1,0
25200,E05,-0.320381,-0.321355,-0.275343,0.000000,0,1
25200,E25,-0.400000,-0.793036,-0.393036,0.242572,0,0
25200,E34,-0.017071,0.126798,0.148194,0.408109,1,1
25230,E02,-0.271439,-0.806148,-0.538563,0.284652,1,0
25230,E25,-0.400000,-0.794026,-0.394026,0.242079,0,0
25230,E34,-0.013106,0.122461,0.139533,0.407795,1,1
25260,E02,-0.275248,-0.805332,-0.533893,0.285027,1,0
25260,E25,-0.400000,-0.793408,-0.393408,0.241407,0,0
25260,E34,-0.009395,0.120039,0.133145,0.406134,1,1
25290,E02,-0.279032,-0.804998,-0.529749,0.284872,1,0
25290,E25,-0.400000,-0.791204,-0.391204,0.242162,0,0
25290,E34,-0.005910,0.117914,0.127309,0.404369,1,1
25320,E02,-0.282789,-0.805590,-0.526559,0.284948,1,0
25320,E25,-0.400000,-0.790663,-0.390663,0.241473,0,0
25320,E34,-0.002547,0.118947,0.124857,0.402260,1,1
25350,E02,-0.286517,-0.805154,-0.522366,0.284871,1,0
25350,E25,-0.400000,-0.790461,-0.390461,0.240711,0,0
25350,E34,0.000706,0.120154,0.122701,0.400234,1,1
25380,E02,-0.290224,-0.805116,-0.518599,0.284612,1,0
25380,E25,-0.400000,-0.788700,-0.388700,0.240949,0,0
25380,E34,0.003847,0.120965,0.120259,0.398152,1,1
25410,E02,-0.293898,-0.804546,-0.514322,0.284667,1,0
25410,E25,-0.400000,-0.790116,-0.390116,0.240839,0,0
25410,E34,0.006869,0.121223,0.117376,0.396036,1,1
25440,E02,-0.297551,-0.804466,-0.510568,0.284415,1,0
25440,E25,-0.400000,-0.789517,-0.389517,0.240199,0,0
25440,E34,0.009795,0.122215,0.115346,0.394064,1,1
25470,E02,-0.301165,-0.803755,-0.506204,0.284647,1,0
25470,E25,-0.400000,-0.790164,-0.390164,0.239586,0,0
25470,E34,0.012606,0.122161,0.112366,0.392007,1,1
25500,E02,-0.304759,-0.803767,-0.502602,0.284390,1,0
25500,E25,-0.400000,-0.792200,-0.392200,0.240226,0,0
25500,E34,0.015332,0.123139,0.110533,0.390098,1,1
25530,E02,-0.308332,-0.803655,-0.498896,0.284145,1,0
25530,E25,-0.400000,-0.797024,-0.397024,0.247183,0,0
25530,E34,0.017972,0.123801,0.108469,0.388158,1,1
25560,E02,-0.311877,-0.803212,-0.494880,0.284081,1,0
25560,E25,-0.400000,-0.798150,-0.398150,0.246840,0,0
25560,E34,0.020492,0.122970,0.104998,0.386280,1,1
25590,E02,-0.315383,-0.802478,-0.490601,0.284352,1,0
25590,E25,-0.400000,-0.798992,-0.398992,0.246320,0,0
25590,E34,0.022922,0.123019,0.102526,0.384344,1,1
25620,E02,-0.318858,-0.801924,-0.486541,0.284396,1,0
25620,E25,-0.400000,-0.800416,-0.400416,0.246249,1,0
25620,E34,0.025260,0.122823,0.099901,0.382442,1,1
25650,E02,-0.322301,-0.801322,-0.482463,0.284497,1,0
25650,E25,-0.400000,-0.801685,-0.401685,0.246047,1,0
25650,E34,0.027540,0.124003,0.098743,0.380747,1,1
25680,E02,-0.325720,-0.801036,-0.478735,0.284323,1,0
25680,E25,-0.400000,-0.804950,-0.404950,0.248891,1,0
25680,E34,0.029668,0.121264,0.093724,0.379902,1,1
25710,E02,-0.329119,-0.800899,-0.475178,0.284087,1,0
25710,E25,-0.400000,-0.804825,-0.404825,0.248154,1,0
25710,E34,0.031681,0.119592,0.089924,0.378452,1,1
25740,E02,-0.332491,-0.800469,-0.471349,0.284017,1,0
25740,E25,-0.400000,-0.803486,-0.403486,0.248026,1,0
25740,E34,0.033618,0.119234,0.087554,0.376663,1,1
25770,E02,-0.335828,-0.799774,-0.467283,0.284240,0,0
25770,E25,-0.400000,-0.801140,-0.401140,0.249170,1,0
25770,E34,0.035388,0.115386,0.081768,0.376951,1,1
25800,E02,-0.339128,-0.799032,-0.463204,0.284532,0,0
25800,E25,-0.400000,-0.802836,-0.402836,0.249423,1,0
25800,E34,0.036945,0.109794,0.074406,0.379577,1,1
25830,E02,-0.342366,-0.797781,-0.458652,0.285826,0,0
25830,E25,-0.400000,-0.801216,-0.401216,0.249598,1,0
25830,E34,0.038433,0.108843,0.071898,0.377944,1,1
25860,E02,-0.345576,-0.797250,-0.454884,0.285851,0,0
25860,E25,-0.400000,-0.799351,-0.399351,0.250074,0,0
25860,E34,0.039869,0.108561,0.070128,0.376217,1,1
25890,E02,-0.348760,-0.796784,-0.451208,0.285813,0,0
25890,E25,-0.400000,-0.797834,-0.397834,0.250152,0,0
25890,E34,0.041270,0.108918,0.069049,0.374522,1,1
25920,E02,-0.351928,-0.796936,-0.448176,0.285584,0,0
25920,E25,-0.400000,-0.797700,-0.397700,0.249442,0,0
25920,E34,0.042618,0.108389,0.067119,0.372873,1,1
25950,E02,-0.355073,-0.797597,-0.445670,0.285766,0,0
25950,E25,-0.400000,-0.798349,-0.398349,0.248881,0,0
25950,E34,0.043924,0.108294,0.065676,0.371206,1,1
25980,E02,-0.358200,-0.797504,-0.442431,0.285524,0,0
25980,E25,-0.400000,-0.800686,-0.400686,0.250105,1,0
25980,E34,0.045211,0.109321,0.065398,0.369719,1,1
26010,E02,-0.361305,-0.797143,-0.438943,0.285403,0,0
26010,E25,-0.400000,-0.801584,-0.401584,0.249688,1,0
26010,E34,0.046436,0.108131,0.062920,0.368312,1,1
26040,E02,-0.364391,-0.797056,-0.435751,0.285161,0,0
26040,E25,-0.400000,-0.803784,-0.403784,0.250713,1,0
26040,E34,0.047638,0.108758,0.062323,0.366768,1,1
26070,E02,-0.367460,-0.797019,-0.432628,0.284913,0,0
26070,E25,-0.400000,-0.803540,-0.403540,0.250037,1,0
26070,E34,0.048790,0.107959,0.060321,0.365284,1,1
26100,E02,-0.370513,-0.797071,-0.429610,0.284667,0,0
26100,E25,-0.400000,-0.803219,-0.403219,0.249382,1,0
26100,E34,0.049909,0.107889,0.059099,0.363721,1,1
26130,E02,-0.373548,-0.797053,-0.426540,0.284419,0,0
26130,E25,-0.400000,-0.801954,-0.401954,0.249278,1,0
26130,E34,0.051006,0.108373,0.058464,0.362214,1,1
26160,E02,-0.376556,-0.796517,-0.422969,0.284461,0,0
26160,E25,-0.400000,-0.802592,-0.402592,0.248745,1,0
26160,E34,0.052073,0.108399,0.057393,0.360689,1,1
26190,E02,-0.379545,-0.796303,-0.419747,0.284260,0,0
26190,E25,-0.400000,-0.798558,-0.398558,0.254001,0,0
26190,E34,0.053114,0.108488,0.056415,0.359184,1,1
26220,E02,-0.382518,-0.796425,-0.416880,0.284029,0,0
26220,E25,-0.400000,-0.795785,-0.395785,0.256090,0,0
26220,E34,0.054106,0.107467,0.054353,0.357872,1,1
26250,E02,-0.385469,-0.797117,-0.414599,0.284270,0,0
26250,E25,-0.400000,-0.793718,-0.393718,0.256944,0,0
26250,E34,0.055091,0.108516,0.054410,0.356589,1,1
26280,E02,-0.388403,-0.797354,-0.411886,0.284081,0,0
26280,E25,-0.400000,-0.793980,-0.393980,0.256281,0,0
26280,E34,0.056068,0.109603,0.054512,0.355339,1,1
26310,E02,-0.391320,-0.797232,-0.408829,0.283852,0,0
26310,E25,-0.400000,-0.793752,-0.393752,0.255617,0,0
26310,E34,0.056947,0.106094,0.050026,0.356037,1,1
26340,E02,-0.394216,-0.796903,-0.405583,0.283718,0,0
26340,E25,-0.400000,-0.794023,-0.394023,0.254967,0,0
26340,E34,0.057779,0.104709,0.047762,0.354945,1,1
26370,E02,-0.397090,-0.796525,-0.402309,0.283621,0,0
26370,E25,-0.400000,-0.797751,-0.397751,0.259407,0,0
26370,E34,0.058561,0.103141,0.045362,0.353968,1,1
26400,E02,-0.399946,-0.797047,-0.399957,0.283657,0,0
26400,E25,-0.400000,-0.799398,-0.399398,0.259722,0,0
26400,E34,0.059325,0.103241,0.044680,0.352574,1,1
26430,E02,-0.400000,-0.796534,-0.396589,0.283685,0,0
26430,E25,-0.400000,-0.802764,-0.402764,0.263188,1,0
26430,E34,0.060076,0.103611,0.044286,0.351218,1,1
26460,E02,-0.400000,-0.796027,-0.396027,0.283706,0,0
26460,E25,-0.400000,-0.803231,-0.403231,0.262585,1,0
26460,E34,0.060819,0.104182,0.044105,0.349914,1,1
26490,E02,-0.400000,-0.796147,-0.396147,0.283479,0,0
26490,E25,-0.400000,-0.801728,-0.401728,0.262739,1,0
26490,E34,0.061539,0.103840,0.043020,0.348587,1,1
26520,E02,-0.400000,-0.796174,-0.396174,0.283238,0,0
26520,E25,-0.400000,-0.802200,-0.402200,0.262147,1,0
26520,E34,0.062245,0.104056,0.042518,0.347263,1,1
26550,E02,-0.400000,-0.796281,-0.396281,0.283009,0,0
26550,E25,-0.400000,-0.802840,-0.402840,0.261630,1,0
26550,E34,0.062921,0.103261,0.041017,0.346065,1,1
26580,E02,-0.400000,-0.796829,-0.396829,0.283081,0,0
26580,E25,-0.400000,-0.803937,-0.403937,0.261417,1,0
26580,E34,0.063571,0.102706,0.039785,0.344820,1,1
26610,E02,-0.400000,-0.797007,-0.397007,0.282874,0,0
26610,E25,-0.400000,-0.803965,-0.403965,0.260756,1,0
26610,E34,0.064193,0.101857,0.038286,0.343671,1,1
26640,E02,-0.400000,-0.797116,-0.397116,0.282647,0,0
26640,E25,-0.400000,-0.806093,-0.406093,0.261818,1,0
26640,E34,0.064772,0.100199,0.036006,0.342933,1,1
26670,E02,-0.400000,-0.797467,-0.397467,0.282536,0,0
26670,E25,-0.400000,-0.807053,-0.407053,0.261513,1,0
26670,E34,0.065345,0.100674,0.035902,0.341715,1,1
26700,E02,-0.400000,-0.797214,-0.397214,0.282365,0,0
26700,E25,-0.400000,-0.807181,-0.407181,0.260868,1,0
26700,E34,0.065897,0.100157,0.034813,0.340518,1,1
26730,E02,-0.400000,-0.796889,-0.396889,0.282238,0,0
26730,E25,-0.400000,-0.807700,-0.407700,0.260326,1,0
26730,E34,0.066476,0.103019,0.037122,0.340931,1,1
26760,E02,-0.400000,-0.796844,-0.396844,0.282003,0,0
26760,E25,-0.400000,-0.807961,-0.407961,0.259710,1,0
26760,E34,0.067061,0.104292,0.037816,0.340032,1,1
26790,E02,-0.400000,-0.796957,-0.396957,0.281780,0,0
26790,E25,-0.400000,-0.807624,-0.407624,0.259117,1,0
26790,E34,0.067632,0.104175,0.037114,0.338818,1,1
26820,E02,-0.400000,-0.797176,-0.397176,0.281594,0,0
26820,E25,-0.400000,-0.806063,-0.406063,0.259445,1,0
26820,E34,0.068216,0.105968,0.038336,0.338280,1,1
26850,E02,-0.400000,-0.797396,-0.397396,0.281411,0,0
26850,E25,-0.400000,-0.805309,-0.405309,0.259039,1,0
26850,E34,0.068803,0.107045,0.038829,0.337329,1,1
26880,E02,-0.400000,-0.797161,-0.397161,0.281234,0,0
26880,E25,-0.400000,-0.804963,-0.404963,0.258461,1,0
26880,E34,0.069413,0.109685,0.040882,0.337617,1,1
26910,E02,-0.400000,-0.796801,-0.396801,0.281138,0,0
26910,E25,-0.400000,-0.804767,-0.404767,0.257854,1,0
26910,E34,0.069992,0.108576,0.039163,0.336704,1,1
26940,E02,-0.400000,-0.796660,-0.396660,0.280926,0,0
26940,E25,-0.400000,-0.803281,-0.403281,0.258128,1,0
26940,E34,0.070546,0.107659,0.037666,0.335721,1,1
26970,E02,-0.400000,-0.796552,-0.396552,0.280704,0,0
26970,E25,-0.400000,-0.804258,-0.404258,0.257899,1,0
26970,E34,0.071083,0.107260,0.036714,0.334604,1,1
27000,E02,-0.400000,-0.796298,-0.396298,0.280541,0,0
27000,E25,-0.400000,-0.806035,-0.406035,0.258572,1,0
27000,E34,0.071583,0.105602,0.034520,0.334065,1,1
27030,E02,-0.400000,-0.796043,-0.396043,0.280379,0,0
27030,E25,-0.400000,-0.807151,-0.407151,0.258470,1,0
27030,E34,0.072038,0.103394,0.031811,0.334009,1,1
27060,E02,-0.400000,-0.796164,-0.396164,0.280163,0,0
27060,E25,-0.400000,-0.808353,-0.408353,0.258456,1,0
27060,E34,0.072465,0.102068,0.030029,0.333278,1,1
27090,E02,-0.400000,-0.795868,-0.395868,0.280027,0,0
27090,E25,-0.400000,-0.808382,-0.408382,0.257852,1,0
27090,E34,0.072866,0.100862,0.028396,0.332491,1,1
27120,E02,-0.400000,-0.795869,-0.395869,0.279796,0,0
27120,E25,-0.400000,-0.808465,-0.408465,0.257254,1,0
27120,E34,0.073263,0.101119,0.028253,0.331403,1,1
27150,E02,-0.400000,-0.795882,-0.395882,0.279566,0,0
27150,E25,-0.400000,-0.807677,-0.407677,0.256918,1,0
27150,E34,0.073644,0.100501,0.027238,0.330398,1,1
27180,E02,-0.400000,-0.795481,-0.395481,0.279511,0,0
27180,E25,-0.400000,-0.806169,-0.406169,0.257282,1,0
27180,E34,0.074018,0.100556,0.026913,0.329318,1,1
27210,E02,-0.400000,-0.795635,-0.395635,0.279308,0,0
27210,E25,-0.400000,-0.805498,-0.405498,0.256881,1,0
27210,E34,0.074394,0.101212,0.027194,0.328347,1,1
27240,E02,-0.400000,-0.795861,-0.395861,0.279135,0,0
27240,E25,-0.400000,-0.804741,-0.404741,0.256538,1,0
27240,E34,0.074781,0.102628,0.028235,0.327758,1,1
27270,E02,-0.400000,-0.796096,-0.396096,0.278967,0,0
27270,E25,-0.400000,-0.803442,-0.403442,0.256675,1,0
27270,E34,0.075170,0.103213,0.028432,0.326787,1,1
27300,E02,-0.400000,-0.796147,-0.396147,0.278743,0,0
27300,E25,-0.400000,-0.802026,-0.402026,0.256953,1,0
27300,E34,0.075535,0.102077,0.026907,0.326053,1,1
27330,E02,-0.400000,-0.795989,-0.395989,0.278543,0,0
27330,E25,-0.400000,-0.801800,-0.401800,0.256395,1,0
27330,E34,0.075874,0.100755,0.025221,0.325441,1,1
27360,E02,-0.400000,-0.795883,-0.395883,0.278329,0,0
27360,E25,-0.400000,-0.802269,-0.402269,0.255915,1,0
27360,E34,0.076198,0.099990,0.024115,0.324559,1,1
27390,E02,-0.400000,-0.794854,-0.394854,0.279270,0,0
27390,E25,-0.400000,-0.804583,-0.404583,0.257671,1,0
27390,E34,0.076518,0.100238,0.024041,0.323558,1,1
27420,E02,-0.400000,-0.794576,-0.394576,0.279129,0,0
27420,E25,-0.400000,-0.804882,-0.404882,0.257137,1,0
27420,E34,0.076837,0.100527,0.024009,0.322573,1,1
27450,E02,-0.400000,-0.794390,-0.394390,0.278942,0,0
27450,E25,-0.400000,-0.804782,-0.404782,0.256572,1,0
27450,E34,0.077139,0.099697,0.022860,0.321748,1,1
27480,E02,-0.400000,-0.794457,-0.394457,0.278721,0,0
27480,E25,-0.400000,-0.804122,-0.404122,0.256198,1,0
27480,E34,0.077437,0.099755,0.022616,0.320760,1,1
27510,E02,-0.400000,-0.794421,-0.394421,0.278498,0,0
27510,E25,-0.400000,-0.802013,-0.402013,0.257603,1,0
27510,E34,0.077733,0.100012,0.022575,0.319797,1,1
27540,E02,-0.400000,-0.794765,-0.394765,0.278405,0,0
27540,E25,-0.400000,-0.801898,-0.401898,0.257045,1,0
27540,E34,0.078018,0.099639,0.021906,0.318862,1,1
27570,E02,-0.400000,-0.795220,-0.395220,0.278412,0,0
27570,E25,-0.400000,-0.803885,-0.403885,0.258242,1,0
27570,E34,0.078305,0.100044,0.022026,0.317943,1,1
27600,E02,-0.400000,-0.795350,-0.395350,0.278208,0,0
27600,E25,-0.400000,-0.803337,-0.403337,0.257817,1,0
27600,E34,0.078575,0.099245,0.020941,0.317157,1,1
27630,E02,-0.400000,-0.794998,-0.394998,0.278123,0,0
27630,E25,-0.400000,-0.802054,-0.402054,0.257999,1,0
27630,E34,0.078832,0.098532,0.019956,0.316346,1,1
27660,E02,-0.400000,-0.794543,-0.394543,0.278133,0,0
27660,E25,-0.400000,-0.802594,-0.402594,0.257577,1,0
27660,E34,0.079084,0.098466,0.019634,0.315410,1,1
27690,E02,-0.400000,-0.794342,-0.394342,0.277956,0,0
27690,E25,-0.400000,-0.801910,-0.401910,0.257238,1,0
27690,E34,0.079328,0.098202,0.019119,0.314500,1,1
27720,E02,-0.400000,-0.794666,-0.394666,0.277853,0,0
27720,E25,-0.400000,-0.801682,-0.401682,0.256714,1,0
27720,E34,0.079558,0.097446,0.018118,0.313734,1,1
27750,E02,-0.400000,-0.794790,-0.394790,0.277649,0,0
27750,E25,-0.400000,-0.802301,-0.402301,0.256345,1,0
27750,E34,0.079782,0.097242,0.017684,0.312832,1,1
27780,E02,-0.400000,-0.794707,-0.394707,0.277436,0,0
27780,E25,-0.400000,-0.802376,-0.402376,0.255806,1,0
27780,E34,0.080013,0.098151,0.018370,0.312154,1,1
27810,E02,-0.400000,-0.794514,-0.394514,0.277258,0,0
27810,E25,-0.400000,-0.800938,-0.400938,0.256226,1,0
27810,E34,0.080254,0.099273,0.019260,0.311605,1,1
27840,E02,-0.400000,-0.794588,-0.394588,0.277045,0,0
27840,E25,-0.400000,-0.801756,-0.401756,0.256001,1,0
27840,E34,0.080480,0.098431,0.018177,0.310912,1,1
27870,E02,-0.400000,-0.794387,-0.394387,0.276872,0,0
27870,E25,-0.400000,-0.802639,-0.402639,0.255832,1,0
27870,E34,0.080707,0.098765,0.018285,0.310059,1,1
27900,E02,-0.400000,-0.794353,-0.394353,0.276654,0,0
27900,E25,-0.400000,-0.803614,-0.403614,0.255747,1,0
27900,E34,0.080941,0.099587,0.018880,0.309374,1,1
27930,E02,-0.400000,-0.794378,-0.394378,0.276437,0,0
27930,E25,-0.400000,-0.803206,-0.403206,0.255297,1,0
27930,E34,0.081175,0.100012,0.019071,0.308556,1,1
27960,E02,-0.400000,-0.794026,-0.394026,0.276361,0,0
27960,E25,-0.400000,-0.803730,-0.403730,0.254902,1,0
27960,E34,0.081409,0.100223,0.019048,0.307705,1,1
27990,E02,-0.400000,-0.793888,-0.393888,0.276166,0,0
27990,E25,-0.400000,-0.802858,-0.402858,0.254742,1,0
27990,E34,0.081641,0.100360,0.018951,0.306855,1,1
28020,E02,-0.400000,-0.793582,-0.393582,0.276056,0,0
28020,E25,-0.400000,-0.802398,-0.402398,0.254323,1,0
28020,E34,0.081865,0.100034,0.018393,0.306037,1,1
28050,E02,-0.400000,-0.793297,-0.393297,0.275934,0,0
28050,E25,-0.400000,-0.802998,-0.402998,0.253979,1,0
28050,E34,0.082082,0.099786,0.017921,0.305214,1,1
28080,E02,-0.400000,-0.793155,-0.393155,0.275741,0,0
28080,E25,-0.400000,-0.805287,-0.405287,0.255994,1,0
28080,E34,0.082295,0.099674,0.017592,0.304382,1,1
28110,E02,-0.400000,-0.792935,-0.392935,0.275582,0,0
28110,E25,-0.400000,-0.806838,-0.406838,0.256638,1,0
28110,E34,0.082510,0.100108,0.017812,0.303611,1,1
28140,E02,-0.400000,-0.793095,-0.393095,0.275397,0,0
28140,E25,-0.400000,-0.806365,-0.406365,0.256230,1,0
28140,E34,0.082720,0.099935,0.017425,0.302798,1,1
28170,E02,-0.400000,-0.793437,-0.393437,0.275319,0,0
28170,E25,-0.400000,-0.805775,-0.405775,0.255887,1,0
28170,E34,0.082923,0.099653,0.016933,0.302007,1,1
28200,E02,-0.400000,-0.793517,-0.393517,0.275112,0,0
28200,E25,-0.400000,-0.804225,-0.404225,0.256549,1,0
28200,E34,0.083123,0.099660,0.016737,0.301199,1,1
28230,E02,-0.400000,-0.793218,-0.393218,0.275003,0,0
28230,E25,-0.400000,-0.805489,-0.405489,0.256821,1,0
28230,E34,0.083310,0.098861,0.015739,0.300595,1,1
28260,E02,-0.400000,-0.792623,-0.392623,0.275204,0,0
28260,E25,-0.400000,-0.805015,-0.405015,0.256424,1,0
28260,E34,0.083472,0.097039,0.013729,0.300839,1,1
28290,E02,-0.400000,-0.792783,-0.392783,0.275021,0,0
28290,E25,-0.400000,-0.804465,-0.404465,0.256068,1,0
28290,E34,0.083627,0.096696,0.013224,0.300083,1,1
28320,E02,-0.400000,-0.792447,-0.392447,0.274942,0,0
28320,E25,-0.400000,-0.803863,-0.403863,0.255746,1,0
28320,E34,0.083778,0.096510,0.012883,0.299307,1,1
28350,E02,-0.400000,-0.792228,-0.392228,0.274786,0,0
28350,E25,-0.400000,-0.804609,-0.404609,0.255523,1,0
28350,E34,0.083936,0.097349,0.013571,0.298752,1,1
28380,E02,-0.400000,-0.792528,-0.392528,0.274681,0,0
28380,E25,-0.400000,-0.806735,-0.406735,0.257285,1,0
28380,E34,0.084093,0.097350,0.013413,0.297977,1,1
28410,E02,-0.400000,-0.792274,-0.392274,0.274546,0,0
28410,E25,-0.400000,-0.807161,-0.407161,0.256876,1,0
28410,E34,0.084244,0.097186,0.013094,0.297217,1,1
28440,E02,-0.400000,-0.792311,-0.392311,0.274336,0,0
28440,E25,-0.400000,-0.807403,-0.407403,0.256409,1,0
28440,E34,0.084391,0.096913,0.012668,0.296478,1,1
28470,E02,-0.400000,-0.792162,-0.392162,0.274152,0,0
28470,E25,-0.400000,-0.808703,-0.408703,0.256770,1,0
28470,E34,0.084535,0.096850,0.012459,0.295722,1,1
28500,E02,-0.400000,-0.791949,-0.391949,0.273997,0,0
28500,E25,-0.400000,-0.808451,-0.408451,0.256310,1,0
28500,E34,0.084668,0.096082,0.011548,0.295167,1,1
28530,E02,-0.400000,-0.791566,-0.391566,0.273961,0,0
28530,E25,-0.400000,-0.808200,-0.408200,0.255852,1,0
28530,E34,0.084796,0.095873,0.011206,0.294435,1,1
28560,E02,-0.400000,-0.791476,-0.391476,0.273762,0,0
28560,E25,-0.400000,-0.808976,-0.408976,0.255674,1,0
28560,E34,0.084910,0.094772,0.009976,0.294103,1,1
28590,E02,-0.400000,-0.791391,-0.391391,0.273562,0,0
28590,E25,-0.400000,-0.808278,-0.408278,0.255440,1,0
28590,E34,0.085018,0.094404,0.009494,0.293412,1,1
28620,E02,-0.400000,-0.791602,-0.391602,0.273407,0,0
28620,E25,-0.400000,-0.808505,-0.408505,0.254985,1,0
28620,E34,0.085127,0.094674,0.009656,0.292707,1,1
28650,E02,-0.400000,-0.791680,-0.391680,0.273206,0,0
28650,E25,-0.400000,-0.807506,-0.407506,0.255024,1,0
28650,E34,0.085225,0.093724,0.008597,0.292292,1,1
28680,E02,-0.400000,-0.791506,-0.391506,0.273035,0,0
28680,E25,-0.400000,-0.808711,-0.408711,0.255305,1,0
28680,E34,0.085315,0.093209,0.007984,0.291663,1,1
28710,E02,-0.400000,-0.791680,-0.391680,0.272865,0,0
28710,E25,-0.400000,-0.809779,-0.409779,0.255424,1,0
28710,E34,0.085397,0.092642,0.007328,0.291059,1,1
28740,E02,-0.400000,-0.791790,-0.391790,0.272673,0,0
28740,E25,-0.400000,-0.810026,-0.410026,0.254981,1,0
28740,E34,0.085474,0.092322,0.006925,0.290384,1,1
28770,E02,-0.400000,-0.791219,-0.391219,0.272863,0,0
28770,E25,-0.400000,-0.809295,-0.409295,0.254791,1,0
28770,E34,0.085550,0.092208,0.006734,0.289683,1,1
28800,E02,-0.400000,-0.791549,-0.391549,0.272790,0,0
28800,E25,-0.400000,-0.808957,-0.408957,0.254381,1,0
28800,E34,0.085623,0.092154,0.006605,0.288984,1,1
28830,E02,-0.400000,-0.791545,-0.391545,0.272584,0,0
28830,E25,-0.400000,-0.808393,-0.408393,0.254082,1,0
28830,E34,0.085696,0.092167,0.006543,0.288288,1,1
28860,E02,-0.400000,-0.791859,-0.391859,0.272500,0,0
28860,E25,-0.400000,-0.807414,-0.407414,0.254130,1,0
28860,E34,0.085770,0.092287,0.006591,0.287603,1,1
28890,E02,-0.400000,-0.791872,-0.391872,0.272295,0,0
28890,E25,-0.400000,-0.808358,-0.408358,0.254146,1,0
28890,E34,0.085851,0.093103,0.007333,0.287159,1,1
28920,E02,-0.400000,-0.792000,-0.392000,0.272111,0,0
28920,E25,-0.400000,-0.808389,-0.408389,0.253684,1,0
28920,E34,0.085927,0.092795,0.006944,0.286513,1,1
28950,E02,-0.400000,-0.791919,-0.391919,0.271915,0,0
28950,E25,-0.400000,-0.807496,-0.407496,0.253657,1,0
28950,E34,0.086000,0.092557,0.006630,0.285857,1,1
28980,E02,-0.400000,-0.791908,-0.391908,0.271712,0,0
28980,E25,-0.400000,-0.807312,-0.407312,0.253217,1,0
28980,E34,0.086071,0.092391,0.006390,0.285196,1,1
29010,E02,-0.400000,-0.791662,-0.391662,0.271584,0,0
29010,E25,-0.400000,-0.807699,-0.407699,0.252843,1,0
