run_id,type,el_lo,el_hi,n,mean_mm,rms_mm,mad_mm,p95_mm
GA_Q1,post_fit_residual,0,15,0,nan,nan,nan,nan
GA_Q1,post_fit_residual,15,30,0,nan,nan,nan,nan
GA_Q1,post_fit_residual,30,45,0,nan,nan,nan,nan
GA_Q1,post_fit_residual,45,60,0,nan,nan,nan,nan
GA_Q1,post_fit_residual,60,90,0,nan,nan,nan,nan
