time,up_err,zwd,dzwd_dt,mw_mean,zwd_q_x2
69540.0,-143.273,0.120891,0.0411,1.799,0
69570.0,-143.172,0.120918,0.0145,1.799,0
69600.0,-143.182,0.120920,-0.0015,1.799,0
69630.0,-143.180,0.120915,0.0005,1.798,0
69660.0,-142.794,0.120921,-0.0186,1.798,0
69690.0,-142.847,0.120878,-0.0209,1.798,0
69720.0,-142.986,0.120880,0.0064,1.798,0
69750.0,-142.796,0.120891,0.0613,1.799,0
69780.0,-141.345,0.121002,0.0678,1.799,0
69810.0,-141.262,0.121026,0.0367,1.583,0
69840.0,-140.844,0.121076,0.0165,1.583,0
69870.0,-140.975,0.121059,-0.0300,1.584,0
69900.0,-141.253,0.121016,-0.0293,1.877,0
69930.0,-141.425,0.121001,-0.0251,1.871,0
69960.0,-141.810,0.120966,-0.0501,1.865,0
69990.0,-142.510,0.120901,-0.0663,1.860,0
70020.0,-143.066,0.120833,-0.0757,1.854,0
70050.0,-143.860,0.120749,-0.0140,2.030,0
70080.0,-143.115,0.120805,0.0429,2.026,0
70110.0,-143.042,0.120835,0.0299,1.840,0
70140.0,-142.787,0.120865,0.0304,1.836,0
70170.0,-142.340,0.120896,-0.0033,1.832,0
70200.0,-142.884,0.120858,-0.0314,1.828,0
70230.0,-143.239,0.120833,-0.0175,1.824,0
70260.0,-143.257,0.120823,-0.0122,1.820,0
70290.0,-143.370,0.120809,-0.0357,1.817,0
70320.0,-143.973,0.120752,-0.0425,1.814,0
70350.0,-144.195,0.120724,-0.0149,1.811,0
70380.0,-144.404,0.120722,0.0074,1.891,0
70410.0,-144.514,0.120738,0.0408,1.887,0
70440.0,-144.180,0.120803,0.0170,1.883,0
70470.0,-144.692,0.120772,-0.0194,1.879,0
70500.0,-144.718,0.120764,-0.0401,1.875,0
70530.0,-145.413,0.120692,-0.0553,1.872,0
70560.0,-145.877,0.120654,-0.0353,1.869,0
70590.0,-146.484,0.120622,-0.0407,2.094,0
70620.0,-147.172,0.120572,-0.0157,2.233,0
70650.0,-147.623,0.120590,0.0128,2.227,0
70680.0,-147.770,0.120598,0.0100,2.222,0
70710.0,-147.747,0.120610,0.0078,2.217,0
70740.0,-147.601,0.120614,-0.0158,2.212,0
70770.0,-148.200,0.120579,0.0148,2.208,0
70800.0,-147.350,0.120643,0.0347,2.203,0
70830.0,-147.241,0.120648,0.0219,2.199,0
70860.0,-147.242,0.120687,0.0419,2.195,0
70890.0,-147.275,0.120732,0.0107,2.191,0
70920.0,-147.136,0.120708,-0.0087,2.187,0
70950.0,-146.620,0.120715,-0.0175,2.183,0
70980.0,-146.919,0.120673,-0.0517,2.180,0
71010.0,-147.689,0.120611,-0.0363,2.176,0
71040.0,-147.809,0.120601,0.0359,2.173,0
71070.0,-146.838,0.120683,0.0393,2.170,0
71100.0,-146.971,0.120680,-0.0334,2.167,0
71130.0,-147.547,0.120616,-0.0596,2.164,0
71160.0,-147.598,0.120560,-0.0408,2.161,0
71190.0,-147.416,0.120534,0.0237,2.159,0
71220.0,-146.650,0.120608,0.0827,2.156,0
71250.0,-145.696,0.120700,0.0998,2.154,0
71280.0,-144.871,0.120807,0.0548,2.152,0
71310.0,-145.022,0.120810,-0.0197,2.150,0
71340.0,-145.293,0.120768,-0.0126,2.148,0
71370.0,-144.887,0.120784,-0.0171,2.146,0
71400.0,-145.385,0.120733,0.0034,2.144,0
71430.0,-144.909,0.120791,0.0415,2.143,0
71460.0,-144.598,0.120817,0.0237,2.141,0
71490.0,-144.391,0.120838,0.0045,2.140,0
71520.0,-144.416,0.120826,-0.0423,2.139,0
71550.0,-144.599,0.120754,-0.0410,2.138,0
71580.0,-144.307,0.120744,0.0160,2.137,0
71610.0,-144.107,0.120786,0.0670,2.136,0
71640.0,-143.788,0.120878,0.0735,2.135,0
71670.0,-143.366,0.120933,0.0757,2.135,0
71700.0,-142.434,0.121029,0.0589,2.134,0
71730.0,-142.104,0.121051,0.0034,2.134,0
71760.0,-142.114,0.121036,0.0189,2.134,0
71790.0,-141.749,0.121088,0.0291,2.134,0
71820.0,-141.680,0.121094,0.0235,2.134,0
71850.0,-141.478,0.121136,0.0261,2.134,0
71880.0,-141.338,0.121146,0.0034,2.134,0
71910.0,-141.297,0.121142,-0.0228,2.135,0
71940.0,-141.442,0.121101,-0.0559,2.135,0
71970.0,-141.764,0.121031,-0.1003,2.136,0
72000.0,-142.392,0.120900,-0.0467,2.137,0
72030.0,-141.884,0.120937,0.0211,2.138,0
72060.0,-141.526,0.120942,0.0078,2.045,0
72090.0,-141.215,0.120953,0.0235,1.978,0
72120.0,-140.729,0.120989,0.0250,1.979,0
72150.0,-140.701,0.121003,0.0116,1.980,0
72180.0,-140.730,0.121013,-0.0261,1.981,0
72210.0,-141.550,0.120951,-0.0305,2.078,0
72240.0,-141.331,0.120952,0.0050,2.078,0
72270.0,-141.217,0.120961,0.0593,2.078,0
72300.0,-139.847,0.121070,0.0923,2.077,0
72330.0,-138.908,0.121145,0.0660,2.180,0
72360.0,-137.986,0.121202,-0.0240,2.000,0
72390.0,-138.497,0.121097,-0.0562,1.999,0
72420.0,-138.384,0.121090,0.0586,1.998,0
72450.0,-137.543,0.121215,0.1064,1.997,0
72480.0,-136.828,0.121303,0.0277,1.996,0
72510.0,-136.819,0.121270,-0.0711,1.995,0
72540.0,-137.508,0.121160,-0.0589,1.995,0
72570.0,-137.491,0.121152,0.0174,1.994,0
72600.0,-137.202,0.121195,0.0701,1.993,0
72630.0,-136.617,0.121292,0.0511,1.993,0
72660.0,-136.391,0.121297,0.0426,1.993,0
72690.0,-135.556,0.121378,0.0641,1.992,0
72720.0,-135.312,0.121426,0.0471,1.992,0
72750.0,-135.365,0.121472,0.1072,1.992,0
72780.0,-134.374,0.121640,0.0942,1.992,0
72810.0,-134.354,0.121660,0.0078,1.991,0
72840.0,-133.870,0.121656,0.0249,1.991,0
72870.0,-132.971,0.121710,0.0767,1.992,0
72900.0,-131.967,0.121809,0.1492,1.992,0
72930.0,-130.569,0.122008,0.1992,1.992,0
72960.0,-129.168,0.122207,0.1609,1.992,0
72990.0,-128.068,0.122330,0.0754,1.993,0
73020.0,-127.710,0.122358,0.0250,1.993,0
73050.0,-127.340,0.122380,0.0396,1.994,0
73080.0,-127.027,0.122438,0.0389,1.994,0
73110.0,-126.612,0.122458,-0.0140,1.995,0
73140.0,-126.754,0.122410,-0.0134,1.995,0
73170.0,-126.513,0.122431,0.0070,1.996,0
73200.0,-126.645,0.122424,-0.0128,1.997,0
73230.0,-126.786,0.122405,0.0447,1.998,0
73260.0,-126.523,0.122513,0.0205,1.999,0
73290.0,-126.445,0.122446,-0.0779,2.000,0
73320.0,-126.352,0.122357,-0.0370,2.001,0
73350.0,-126.450,0.122372,0.0151,2.002,0
73380.0,-126.087,0.122387,-0.0443,2.004,0
73410.0,-126.172,0.122284,-0.0188,2.005,0
73440.0,-125.603,0.122350,0.0826,2.006,0
73470.0,-124.991,0.122449,0.0783,2.008,0
73500.0,-124.376,0.122507,0.0362,2.009,0
73530.0,-124.040,0.122521,0.0657,2.011,0
73560.0,-123.140,0.122638,0.0767,2.013,0
73590.0,-122.784,0.122675,0.0277,2.014,0
73620.0,-122.634,0.122693,0.0125,2.016,0
73650.0,-122.725,0.122700,0.0024,2.018,0
73680.0,-122.475,0.122698,0.0143,2.020,0
73710.0,-121.884,0.122728,0.0063,2.022,0
73740.0,-121.829,0.122711,-0.0008,2.024,0
73770.0,-121.450,0.122727,-0.0607,2.026,0
73800.0,-122.195,0.122589,-0.0686,2.028,0
73830.0,-121.908,0.122590,-0.0083,1.911,0
73860.0,-122.077,0.122573,0.0127,1.913,0
73890.0,-121.671,0.122615,0.0184,1.915,0
73920.0,-121.401,0.122609,-0.0406,1.917,0
73950.0,-121.914,0.122534,0.0052,1.920,0
73980.0,-121.090,0.122620,0.0786,1.922,0
74010.0,-120.397,0.122691,0.0597,1.925,0
74040.0,-120.047,0.122739,0.0304,1.927,0
74070.0,-120.023,0.122752,0.0316,1.930,0
74100.0,-119.607,0.122802,0.0768,1.933,0
74130.0,-118.948,0.122905,0.1229,1.936,0
74160.0,-117.915,0.123048,0.1613,1.938,0
74190.0,-116.596,0.123228,0.1210,1.941,0
74220.0,-116.060,0.123290,0.0131,1.944,0
74250.0,-116.207,0.123254,-0.0147,1.947,0
74280.0,-116.217,0.123261,-0.0027,2.073,0
74310.0,-115.960,0.123249,-0.0339,2.076,0
74340.0,-116.146,0.123193,-0.0383,2.080,0
74370.0,-115.933,0.123172,0.0157,2.083,0
74400.0,-115.153,0.123225,0.0301,2.087,0
74430.0,-114.541,0.123232,0.0083,2.090,0
74460.0,-114.023,0.123241,0.0095,2.094,0
74490.0,-113.601,0.123251,0.0312,2.098,0
74520.0,-112.940,0.123303,0.0777,2.102,0
74550.0,-111.993,0.123407,0.0789,2.106,0
74580.0,-111.403,0.123461,0.0571,2.110,0
74610.0,-110.759,0.123521,0.0498,2.114,0
74640.0,-110.370,0.123561,0.0377,2.118,0
74670.0,-109.885,0.123596,0.0248,2.122,0
74700.0,-109.710,0.123610,0.0241,2.126,0
74730.0,-109.482,0.123645,0.0087,2.131,0
74760.0,-109.586,0.123628,-0.0091,2.135,0
74790.0,-109.557,0.123626,0.0579,2.140,0
74820.0,-108.778,0.123744,0.0817,2.144,0
74850.0,-108.443,0.123790,0.0019,2.149,0
74880.0,-108.895,0.123747,-0.0227,2.154,0
74910.0,-108.768,0.123744,-0.0490,2.158,0
74940.0,-109.178,0.123649,-0.0633,2.319,0
74970.0,-109.163,0.123618,-0.0532,2.320,0
75000.0,-109.404,0.123543,-0.0381,2.321,0
75030.0,-109.084,0.123541,0.0252,2.322,0
75060.0,-108.662,0.123593,0.0437,2.323,0
75090.0,-107.890,0.123629,0.0311,2.271,0
75120.0,-107.453,0.123656,0.1286,2.271,0
75150.0,-105.746,0.123886,0.1374,2.272,0
75180.0,-105.385,0.123930,0.0684,2.121,0
75210.0,-105.113,0.124023,0.0476,2.121,0
75240.0,-104.584,0.124026,-0.0469,2.121,0
75270.0,-105.279,0.123929,-0.0496,2.196,0
75300.0,-105.224,0.123926,0.0169,2.197,0
75330.0,-104.833,0.123963,0.0278,2.199,0
75360.0,-104.889,0.123982,0.0416,2.200,0
75390.0,-104.530,0.124046,0.0485,2.114,0
75420.0,-104.106,0.124079,0.0028,2.116,0
75450.0,-104.099,0.124051,-0.0045,2.248,0
75480.0,-103.871,0.124070,0.0063,2.244,0
75510.0,-103.780,0.124064,-0.0420,2.240,0
75540.0,-103.995,0.123986,-0.0619,2.237,0
75570.0,-103.958,0.123940,-0.0406,2.233,0
75600.0,-103.923,0.123905,0.0316,2.230,0
75630.0,-103.270,0.124003,0.0700,2.227,0
75660.0,-102.941,0.124045,0.0094,2.224,0
75690.0,-102.813,0.124022,-0.0141,2.163,0
75720.0,-102.646,0.124017,-0.0273,2.159,0
75750.0,-102.732,0.123968,-0.0550,2.156,0
75780.0,-102.794,0.123907,-0.0650,2.103,0
75810.0,-103.556,0.123838,-0.0345,2.098,0
75840.0,-103.399,0.123838,0.0072,2.093,0
75870.0,-103.043,0.123852,0.0046,2.088,0
75900.0,-103.074,0.123847,-0.0049,2.084,0
75930.0,-103.014,0.123842,0.0606,2.080,0
75960.0,-101.917,0.123968,0.0634,2.076,0
75990.0,-101.706,0.123969,-0.0035,2.072,0
76020.0,-101.485,0.123961,-0.0393,2.068,0
76050.0,-101.731,0.123891,-0.0851,2.147,0
76080.0,-101.758,0.123791,-0.0343,2.145,0
76110.0,-101.543,0.123822,0.0116,2.143,0
76140.0,-101.394,0.123814,-0.0608,2.141,0
76170.0,-101.788,0.123700,-0.0699,2.139,0
76200.0,-101.969,0.123674,-0.0242,2.138,0
76230.0,-102.430,0.123652,-0.0017,2.136,0
76260.0,-102.240,0.123671,0.0521,2.135,0
76290.0,-101.479,0.123756,0.0736,2.043,0
76320.0,-101.041,0.123818,0.0265,2.040,0
76350.0,-100.783,0.123809,-0.0231,2.039,0
76380.0,-100.854,0.123772,0.0052,1.767,0
76410.0,-100.600,0.123819,0.0446,1.762,0
76440.0,-100.287,0.123861,0.0197,1.757,0
76470.0,-100.182,0.123859,-0.0213,1.752,0
76500.0,-100.123,0.123819,-0.0359,1.748,0
76530.0,-100.019,0.123787,-0.0215,1.743,0
76560.0,-99.967,0.123776,-0.0094,1.739,0
76590.0,-99.882,0.123768,-0.0148,1.735,0
76620.0,-99.845,0.123746,-0.0126,1.731,0
76650.0,-99.785,0.123743,0.0027,1.727,0
76680.0,-99.682,0.123751,-0.0007,1.723,0
76710.0,-99.754,0.123742,-0.0086,1.719,0
76740.0,-100.019,0.123734,-0.0129,1.715,0
76770.0,-99.834,0.123716,-0.0384,1.712,0
76800.0,-99.747,0.123657,-0.0404,1.708,0
76830.0,-99.607,0.123635,-0.0287,1.704,0
76860.0,-99.730,0.123600,-0.0234,1.701,0
76890.0,-99.693,0.123588,-0.0035,1.698,0
76920.0,-99.639,0.123593,-0.0052,1.541,0
76950.0,-99.507,0.123578,-0.0167,1.540,0
76980.0,-99.527,0.123559,-0.0066,1.539,0
77010.0,-99.380,0.123565,-0.0115,1.538,0
77040.0,-99.379,0.123536,-0.0549,1.538,0
77070.0,-99.940,0.123455,-0.0589,1.537,0
77100.0,-100.158,0.123419,-0.0185,1.537,0
77130.0,-100.053,0.123418,-0.0050,1.536,0
77160.0,-100.107,0.123409,-0.0151,1.536,0
77190.0,-100.220,0.123387,-0.0144,1.535,0
77220.0,-100.084,0.123380,-0.0054,1.666,0
77250.0,-99.572,0.123377,0.0134,1.664,0
77280.0,-99.300,0.123407,0.0120,1.661,0
77310.0,-99.213,0.123401,-0.0286,1.659,0
77340.0,-99.399,0.123350,-0.0462,1.534,0
77370.0,-99.303,0.123308,-0.0421,1.533,0
77400.0,-99.390,0.123265,-0.0309,1.533,0
77430.0,-99.469,0.123246,0.0011,1.533,0
77460.0,-99.171,0.123267,0.0283,1.533,0
77490.0,-98.767,0.123303,0.0113,1.533,0
77520.0,-99.005,0.123290,-0.0080,1.533,0
77550.0,-98.935,0.123287,0.0224,1.533,0
77580.0,-98.759,0.123335,0.0367,1.533,0
77610.0,-98.635,0.123360,0.0083,1.534,0
77640.0,-98.606,0.123351,-0.0098,1.534,0
77670.0,-98.428,0.123341,-0.0268,1.534,0
77700.0,-98.475,0.123298,0.0515,1.534,0
77730.0,-97.655,0.123444,0.0977,1.535,0
77760.0,-97.211,0.123493,0.0124,1.535,0
77790.0,-97.157,0.123468,-0.0341,1.535,0
77820.0,-97.322,0.123425,-0.0011,1.536,0
77850.0,-96.944,0.123466,0.0138,1.536,0
77880.0,-96.912,0.123453,-0.0138,1.537,0
77910.0,-96.972,0.123439,-0.0060,1.537,0
77940.0,-96.848,0.123440,0.0114,1.538,0
77970.0,-96.510,0.123462,0.0033,1.624,0
78000.0,-96.350,0.123447,-0.0211,1.623,0
78030.0,-96.366,0.123419,-0.0109,1.622,0
78060.0,-96.085,0.123425,0.0138,1.622,0
78090.0,-95.919,0.123447,0.0143,1.621,0
78120.0,-95.984,0.123454,-0.0193,1.620,0
78150.0,-96.326,0.123408,-0.0342,1.620,0
78180.0,-96.366,0.123385,-0.0268,1.619,0
78210.0,-96.381,0.123355,-0.0205,1.618,0
78240.0,-96.395,0.123344,-0.0160,1.618,0
78270.0,-96.154,0.123323,-0.0315,1.617,0
78300.0,-96.208,0.123281,0.0225,1.617,0
78330.0,-95.751,0.123368,0.0948,1.617,0
78360.0,-95.172,0.123471,0.0914,1.616,0
78390.0,-94.058,0.123551,0.0634,1.616,0
78420.0,-93.664,0.123598,0.0004,1.616,0
78450.0,-94.282,0.123551,-0.0447,1.616,0
78480.0,-94.580,0.123508,-0.0263,1.616,0
78510.0,-94.934,0.123499,0.0127,1.616,0
78540.0,-94.566,0.123534,0.0309,1.616,0
78570.0,-94.225,0.123561,0.0188,1.616,0
78600.0,-94.138,0.123571,0.0299,1.616,0
78630.0,-93.451,0.123620,0.0062,1.616,0
78660.0,-93.454,0.123584,-0.0665,1.616,0
78690.0,-93.742,0.123487,-0.1640,1.616,0
78720.0,-94.511,0.123256,-0.1201,1.617,0
78750.0,-94.308,0.123247,0.0283,1.617,0
78780.0,-94.035,0.123312,0.0622,1.617,0
78810.0,-93.724,0.123372,0.0519,1.618,0
78840.0,-93.403,0.123416,0.0277,1.618,0
78870.0,-93.035,0.123427,0.0024,1.619,0
78900.0,-92.868,0.123421,-0.0005,1.619,0
78930.0,-92.745,0.123426,0.0022,1.620,0
78960.0,-92.487,0.123425,0.0071,1.621,0
78990.0,-91.863,0.123440,-0.0074,1.621,0
79020.0,-92.144,0.123410,-0.0168,1.622,0
79050.0,-92.061,0.123407,0.0017,1.623,0
79080.0,-92.451,0.123414,0.0259,1.624,0
79110.0,-92.117,0.123458,0.0375,1.625,0
79140.0,-91.842,0.123489,-0.0112,1.626,0
79170.0,-92.192,0.123436,-0.0365,1.627,0
79200.0,-92.097,0.123416,0.0544,1.628,0
79230.0,-91.217,0.123545,0.0901,1.629,0
79260.0,-90.683,0.123596,0.0296,1.630,0
79290.0,-90.129,0.123604,-0.0496,1.631,0
79320.0,-90.302,0.123497,-0.0993,1.873,0
79350.0,-90.603,0.123406,-0.0649,1.869,0
79380.0,-90.686,0.123367,0.0123,1.865,0
79410.0,-90.131,0.123430,0.0484,1.861,0
79440.0,-89.995,0.123464,0.0163,1.858,0
79470.0,-89.873,0.123463,-0.0217,1.854,0
79500.0,-89.637,0.123420,-0.0173,1.851,0
79530.0,-89.168,0.123428,0.0161,1.848,0
79560.0,-88.791,0.123453,0.0260,1.845,0
79590.0,-88.634,0.123480,0.0237,1.842,0
79620.0,-88.616,0.123500,0.0495,1.840,0
79650.0,-88.418,0.123579,0.0246,1.837,0
79680.0,-88.717,0.123549,-0.0271,1.835,0
79710.0,-88.824,0.123525,-0.0153,1.833,0
79740.0,-88.530,0.123518,0.0003,1.830,0
79770.0,-88.188,0.123526,0.0211,1.829,0
79800.0,-87.928,0.123561,0.1421,1.827,0
79830.0,-86.823,0.123810,0.1348,1.825,0
79860.0,-86.490,0.123830,0.0357,1.823,0
79890.0,-86.057,0.123881,0.0126,1.822,0
79920.0,-86.139,0.123855,-0.0256,1.821,0
79950.0,-86.229,0.123830,-0.0122,1.819,0
79980.0,-86.073,0.123831,0.0062,1.818,0
80010.0,-85.841,0.123842,-0.0033,1.817,0
80040.0,-85.707,0.123824,-0.0250,1.816,0
80070.0,-85.714,0.123792,-0.0296,1.816,0
80100.0,-85.764,0.123765,-0.0309,1.815,0
80130.0,-86.075,0.123730,-0.0127,1.815,0
80160.0,-85.893,0.123740,0.0186,1.814,0
80190.0,-85.624,0.123768,0.0759,1.814,0
80220.0,-84.117,0.123892,0.0857,1.813,0
80250.0,-83.337,0.123939,0.0529,1.813,0
80280.0,-82.523,0.123997,0.0325,1.813,0
80310.0,-81.716,0.124004,-0.0170,1.813,0
80340.0,-81.601,0.123963,-0.0441,1.814,0
80370.0,-81.665,0.123916,-0.0450,1.814,0
80400.0,-81.806,0.123873,-0.0655,1.814,0
80430.0,-82.036,0.123785,-0.0479,1.815,0
80460.0,-81.923,0.123778,0.0010,1.815,0
80490.0,-81.800,0.123787,0.0016,1.816,0
80520.0,-81.735,0.123781,0.0183,1.816,0
80550.0,-81.051,0.123824,0.0126,1.817,0
80580.0,-80.895,0.123806,-0.0128,1.818,0
80610.0,-80.722,0.123798,-0.0221,1.819,0
80640.0,-80.806,0.123762,-0.0322,1.820,0
80670.0,-80.869,0.123734,-0.0153,1.822,0
80700.0,-80.713,0.123731,0.0240,1.823,0
80730.0,-80.168,0.123782,0.0331,1.824,0
80760.0,-79.968,0.123797,0.0082,1.826,0
80790.0,-79.679,0.123798,-0.0129,1.827,0
80820.0,-79.588,0.123772,-0.0133,1.829,0
80850.0,-79.608,0.123772,-0.0055,2.125,0
80880.0,-79.472,0.123761,-0.0425,2.124,0
80910.0,-79.598,0.123686,-0.0644,2.123,0
80940.0,-79.605,0.123632,-0.0546,2.122,0
80970.0,-79.674,0.123577,-0.0384,2.121,0
81000.0,-79.659,0.123555,-0.0279,2.121,0
81030.0,-79.709,0.123521,-0.0344,2.120,0
81060.0,-79.784,0.123486,-0.0492,2.120,0
81090.0,-80.120,0.123423,-0.0484,1.848,0
81120.0,-80.241,0.123389,0.0058,1.850,0
81150.0,-79.692,0.123435,0.0046,1.853,0
81180.0,-79.613,0.123398,-0.0196,1.856,0
81210.0,-79.191,0.123395,-0.0065,1.858,0
81240.0,-79.021,0.123385,-0.0317,1.861,0
81270.0,-79.297,0.123332,-0.0646,1.864,0
81300.0,-79.779,0.123256,-0.0509,1.867,0
81330.0,-79.859,0.123230,-0.0266,1.871,0
81360.0,-79.929,0.123203,-0.0366,1.874,0
81390.0,-79.976,0.123157,-0.0387,1.877,0
81420.0,-80.055,0.123126,0.0040,2.124,0
81450.0,-79.409,0.123165,-0.0205,2.125,0
81480.0,-79.485,0.123085,-0.0823,2.126,0
81510.0,-79.798,0.123000,-0.0454,2.127,0
81540.0,-79.359,0.122994,0.0307,2.129,0
81570.0,-78.564,0.123062,0.0303,2.130,0
81600.0,-78.296,0.123055,-0.0389,2.132,0
81630.0,-78.724,0.122984,-0.0297,2.133,0
81660.0,-78.585,0.122995,-0.0895,2.135,0
81690.0,-79.225,0.122805,-0.1520,2.137,0
81720.0,-79.362,0.122691,-0.0507,2.139,0
81750.0,-79.186,0.122704,0.0385,2.141,0
81780.0,-78.734,0.122768,0.0646,2.144,0
81810.0,-78.189,0.122833,0.0646,2.146,0
81840.0,-77.664,0.122897,0.0326,2.148,0
81870.0,-77.390,0.122898,-0.0166,2.151,0
81900.0,-77.330,0.122864,-0.0607,2.154,0
81930.0,-78.228,0.122777,-0.0734,2.157,0
81960.0,-78.413,0.122717,-0.0295,2.055,0
81990.0,-77.990,0.122718,0.0544,2.163,0
82020.0,-76.994,0.122826,0.0649,2.166,0
82050.0,-76.727,0.122848,0.0004,2.169,0
82080.0,-76.704,0.122827,0.0077,2.173,0
82110.0,-76.082,0.122863,0.0047,2.176,0
82140.0,-75.928,0.122836,-0.0389,2.180,0
82170.0,-75.989,0.122785,-0.0363,2.184,0
82200.0,-75.956,0.122764,-0.0384,2.188,0
82230.0,-76.223,0.122709,-0.0458,2.192,0
82260.0,-76.304,0.122672,-0.0304,2.196,0
82290.0,-76.337,0.122648,-0.0381,2.201,0
82320.0,-76.567,0.122596,-0.0390,2.205,0
82350.0,-76.685,0.122570,-0.0387,1.974,0
82380.0,-76.777,0.122518,-0.0566,1.975,0
82410.0,-76.982,0.122456,-0.0126,1.976,0
82440.0,-76.718,0.122493,0.0545,2.222,0
82470.0,-76.487,0.122565,0.0622,2.222,0
82500.0,-76.243,0.122618,0.0531,1.981,0
82530.0,-75.886,0.122672,0.0328,2.119,0
82560.0,-75.526,0.122683,-0.0045,2.121,0
82590.0,-75.480,0.122663,-0.0102,2.124,0
82620.0,-75.235,0.122663,-0.0579,2.127,0
82650.0,-75.524,0.122547,-0.0806,2.130,0
82680.0,-75.720,0.122502,-0.0284,2.133,0
82710.0,-75.716,0.122490,-0.0226,2.136,0
82740.0,-75.813,0.122456,-0.0395,2.139,0
82770.0,-76.051,0.122411,-0.0634,2.143,0
82800.0,-76.610,0.122330,-0.0374,2.146,0
82830.0,-76.499,0.122336,-0.0013,2.150,0
82860.0,-76.463,0.122327,0.0011,2.153,0
82890.0,-76.424,0.122338,0.1588,2.157,0
82920.0,-75.154,0.122645,0.2218,2.161,0
82950.0,-74.393,0.122782,0.0693,2.165,0
82980.0,-74.494,0.122783,0.0643,2.169,0
83010.0,-73.785,0.122910,0.1029,2.173,0
83040.0,-73.335,0.122989,0.0764,2.177,0
83070.0,-72.804,0.123063,0.1103,2.181,0
83100.0,-72.116,0.123210,0.0751,2.186,0
83130.0,-72.278,0.123214,0.0024,2.190,0
83160.0,-72.402,0.123214,0.0371,2.195,0
83190.0,-71.915,0.123288,0.0966,2.150,0
83220.0,-71.279,0.123408,0.0996,2.154,0
83250.0,-71.146,0.123487,0.0634,2.210,0
83280.0,-71.042,0.123535,0.0074,2.162,0
83310.0,-71.181,0.123502,-0.0541,2.166,0
83340.0,-71.365,0.123426,-0.0163,2.170,0
83370.0,-70.966,0.123469,0.0527,2.168,0
83400.0,-70.460,0.123532,0.0401,2.171,0
83430.0,-70.205,0.123549,0.0286,2.174,0
83460.0,-69.975,0.123589,0.0220,2.177,0
83490.0,-69.765,0.123594,0.0243,2.180,0
83520.0,-69.429,0.123637,0.0443,2.184,0
83550.0,-69.116,0.123682,0.0751,2.187,0
83580.0,-68.572,0.123788,0.0446,2.191,0
83610.0,-68.439,0.123771,-0.0134,2.025,0
83640.0,-68.354,0.123761,-0.0112,2.026,0
83670.0,-68.391,0.123749,-0.0227,2.027,0
83700.0,-68.452,0.123715,-0.0193,2.027,0
83730.0,-68.243,0.123710,-0.0146,2.028,0
83760.0,-68.162,0.123686,-0.0384,2.029,0
83790.0,-68.282,0.123634,-0.0711,2.187,0
83820.0,-68.447,0.123544,-0.0378,2.186,0
83850.0,-68.095,0.123558,0.0121,2.185,0
83880.0,-67.790,0.123568,0.0080,2.185,0
83910.0,-67.711,0.123574,0.0011,2.184,0
83940.0,-67.488,0.123570,-0.0036,2.184,0
83970.0,-67.284,0.123567,0.0003,2.183,0
84000.0,-67.130,0.123571,0.0051,2.183,0
84030.0,-66.905,0.123577,-0.0184,2.183,0
84060.0,-66.949,0.123534,-0.0231,2.183,0
84090.0,-66.730,0.123531,-0.0027,1.979,0
84120.0,-66.408,0.123529,0.0061,1.977,0
84150.0,-66.099,0.123543,0.0012,1.975,0
84180.0,-66.000,0.123531,-0.0278,1.974,0
84210.0,-66.026,0.123488,-0.0069,1.972,0
84240.0,-65.788,0.123517,0.0149,1.970,0
84270.0,-65.589,0.123517,0.0011,2.184,0
84300.0,-65.453,0.123520,-0.0031,2.185,0
84330.0,-65.231,0.123511,-0.0150,2.185,0
84360.0,-65.091,0.123489,0.0211,2.186,0
84390.0,-64.527,0.123553,0.0427,2.187,0
84420.0,-64.345,0.123575,0.0377,2.188,0
84450.0,-63.765,0.123629,0.0228,2.188,0
84480.0,-63.594,0.123621,0.0287,2.190,0
84510.0,-62.968,0.123686,0.0589,2.191,0
84540.0,-62.540,0.123738,0.0065,2.192,0
84570.0,-62.456,0.123699,-0.0274,1.956,0
84600.0,-62.344,0.123684,0.0050,1.955,0
84630.0,-62.168,0.123709,0.0383,1.954,0
84660.0,-61.815,0.123760,0.0441,1.953,0
84690.0,-61.569,0.123797,0.0223,1.953,0
84720.0,-61.464,0.123805,-0.0261,1.814,0
84750.0,-61.969,0.123745,-0.0318,1.815,0
84780.0,-61.782,0.123741,-0.0122,1.816,0
84810.0,-61.757,0.123721,-0.0053,2.112,0
84840.0,-61.525,0.123731,0.0668,2.109,0
84870.0,-60.341,0.123854,0.0758,1.819,0
84900.0,-59.819,0.123882,0.0070,1.820,0
84930.0,-59.748,0.123868,-0.0079,1.822,0
84960.0,-59.453,0.123866,0.0036,1.823,0
84990.0,-59.102,0.123875,0.0035,1.825,0
85020.0,-58.975,0.123873,-0.0090,1.826,0
85050.0,-58.959,0.123858,-0.0314,1.828,0
85080.0,-58.979,0.123811,-0.0504,1.829,0
85110.0,-58.916,0.123757,-0.0357,1.831,0
85140.0,-58.838,0.123739,0.0155,1.949,0
85170.0,-58.356,0.123788,0.0526,1.949,0
85200.0,-57.961,0.123844,0.0411,1.950,0
85230.0,-57.848,0.123870,0.0300,1.950,0
85260.0,-57.724,0.123904,0.0121,1.840,0
85290.0,-57.843,0.123894,0.0025,1.842,0
85320.0,-57.775,0.123909,0.0169,1.952,0
