time,up_err,zwd,dzwd_dt,mw_mean,zwd_q_x2
53730.0,-128.541,0.120138,0.0207,2.176,0
53760.0,-128.494,0.120140,0.0116,2.131,0
53790.0,-128.442,0.120161,-0.0085,2.133,0
53820.0,-128.788,0.120122,-0.0311,2.135,0
53850.0,-128.982,0.120099,0.0151,2.137,0
53880.0,-128.388,0.120153,0.0432,2.140,0
53910.0,-127.966,0.120185,0.0244,2.142,0
53940.0,-127.884,0.120201,-0.0010,2.145,0
53970.0,-127.821,0.120183,-0.0089,2.148,0
54000.0,-127.590,0.120184,0.0083,2.151,0
54030.0,-127.462,0.120200,0.0149,2.154,0
54060.0,-127.456,0.120214,0.0311,2.157,0
54090.0,-127.281,0.120262,0.0394,2.161,0
54120.0,-127.287,0.120292,0.0082,2.165,0
54150.0,-127.302,0.120278,-0.0289,2.169,0
54180.0,-127.643,0.120235,-0.0255,2.173,0
54210.0,-127.431,0.120227,-0.0007,2.177,0
54240.0,-127.403,0.120233,0.0164,2.181,0
54270.0,-127.135,0.120260,0.0159,2.186,0
54300.0,-127.074,0.120265,0.0002,2.191,0
54330.0,-127.126,0.120261,0.0058,2.196,0
54360.0,-127.077,0.120276,0.0061,2.287,0
54390.0,-127.081,0.120273,-0.0100,2.290,0
54420.0,-127.393,0.120256,-0.0102,2.212,0
54450.0,-127.539,0.120252,0.0006,1.914,0
54480.0,-127.392,0.120258,0.0273,1.914,0
54510.0,-126.879,0.120307,0.0259,1.913,0
54540.0,-126.926,0.120310,-0.0084,1.913,0
54570.0,-127.127,0.120290,-0.0082,1.913,0
54600.0,-127.029,0.120293,0.0173,1.913,0
54630.0,-126.926,0.120325,0.0402,1.913,0
54660.0,-126.581,0.120374,0.0466,1.913,0
54690.0,-126.330,0.120418,0.0482,1.913,0
54720.0,-126.181,0.120470,0.0389,1.914,0
54750.0,-126.032,0.120496,-0.0277,2.018,0
54780.0,-126.431,0.120415,-0.0346,2.017,0
54810.0,-126.363,0.120427,0.0008,2.016,0
54840.0,-126.323,0.120416,-0.0422,2.016,0
54870.0,-126.752,0.120342,-0.0879,2.015,0
54900.0,-127.176,0.120240,-0.0776,2.015,0
54930.0,-127.208,0.120187,-0.0395,2.014,0
54960.0,-127.119,0.120161,-0.0172,2.014,0
54990.0,-127.114,0.120153,-0.0049,2.014,0
55020.0,-127.182,0.120151,0.0013,2.014,0
55050.0,-127.284,0.120155,-0.0104,2.014,0
55080.0,-127.482,0.120131,-0.0144,2.014,0
55110.0,-127.501,0.120126,0.0055,2.014,0
55140.0,-127.380,0.120142,0.0216,2.014,0
55170.0,-127.296,0.120169,0.0195,2.014,0
55200.0,-127.437,0.120181,0.0089,2.014,0
55230.0,-127.381,0.120187,0.0014,2.015,0
55260.0,-127.429,0.120183,-0.0095,2.015,0
55290.0,-127.565,0.120168,0.0018,2.016,0
55320.0,-127.469,0.120187,-0.0425,2.017,0
55350.0,-128.106,0.120083,-0.0758,2.017,0
55380.0,-128.372,0.120035,-0.0502,2.018,0
55410.0,-128.516,0.119983,-0.0071,2.019,0
55440.0,-128.273,0.120021,0.0409,2.020,0
55470.0,-127.975,0.120065,0.0089,2.021,0
55500.0,-128.196,0.120039,-0.0285,2.022,0
55530.0,-128.447,0.120008,-0.0571,2.024,0
55560.0,-128.891,0.119925,-0.0443,2.025,0
55590.0,-128.903,0.119919,-0.0130,2.026,0
55620.0,-128.971,0.119899,0.0105,2.028,0
55650.0,-128.719,0.119940,0.0239,2.030,0
55680.0,-128.743,0.119947,0.0157,2.031,0
55710.0,-128.794,0.119971,0.0407,2.033,0
55740.0,-128.510,0.120028,0.0506,2.035,0
55770.0,-128.267,0.120073,-0.0124,2.037,0
55800.0,-128.609,0.120003,-0.0386,2.039,0
55830.0,-128.525,0.119996,-0.0052,2.041,0
55860.0,-128.477,0.119993,-0.1069,2.043,0
55890.0,-129.282,0.119782,-0.0989,2.046,0
55920.0,-129.198,0.119795,0.0326,1.939,0
55950.0,-128.966,0.119847,0.0132,2.051,0
55980.0,-129.162,0.119821,-0.0132,2.054,0
56010.0,-129.195,0.119821,-0.0139,2.056,0
56040.0,-129.202,0.119794,-0.0055,2.059,0
56070.0,-128.961,0.119810,0.0185,2.062,0
56100.0,-128.715,0.119831,0.0240,2.065,0
56130.0,-128.597,0.119858,0.0258,2.069,0
56160.0,-128.453,0.119882,0.0172,2.072,0
56190.0,-128.516,0.119892,-0.0086,2.075,0
56220.0,-128.610,0.119865,-0.0097,2.079,0
56250.0,-128.443,0.119873,0.0074,2.083,0
56280.0,-128.425,0.119880,0.0202,2.086,0
56310.0,-128.432,0.119913,0.0290,2.090,0
56340.0,-128.234,0.119938,0.0210,2.013,0
56370.0,-128.070,0.119955,0.0054,2.016,0
56400.0,-128.271,0.119949,-0.0025,2.019,0
56430.0,-128.882,0.119950,0.0017,1.857,0
56460.0,-129.399,0.119952,0.0028,1.858,0
56490.0,-129.097,0.119955,0.0274,1.859,0
56520.0,-128.253,0.120007,0.0364,1.860,0
56550.0,-127.943,0.120028,0.0020,1.861,0
56580.0,-128.034,0.120011,-0.0224,1.862,0
56610.0,-127.998,0.119983,-0.0186,1.863,0
56640.0,-128.105,0.119974,0.0008,1.676,0
56670.0,-128.052,0.119985,0.0017,1.673,0
56700.0,-128.135,0.119977,-0.0015,1.671,0
56730.0,-128.128,0.119982,0.0022,1.669,0
56760.0,-128.240,0.119982,0.0152,1.667,0
56790.0,-128.042,0.120012,0.0153,1.665,0
56820.0,-128.484,0.120012,0.0165,1.662,0
56850.0,-128.604,0.120045,0.0345,1.833,0
56880.0,-128.584,0.120081,0.0229,1.834,0
56910.0,-128.595,0.120091,-0.0035,1.834,0
56940.0,-128.590,0.120074,-0.0170,1.834,0
56970.0,-128.768,0.120057,-0.0111,2.063,0
57000.0,-128.774,0.120052,-0.0050,2.058,0
57030.0,-128.756,0.120047,-0.0208,2.053,0
57060.0,-129.190,0.120011,-0.0200,2.048,0
57090.0,-128.853,0.120007,0.0019,2.043,0
57120.0,-128.643,0.120014,0.0037,2.039,0
57150.0,-128.381,0.120014,-0.0053,2.035,0
57180.0,-128.245,0.120004,-0.0083,2.031,0
57210.0,-128.390,0.119998,0.0110,2.027,0
57240.0,-128.178,0.120026,0.0469,2.023,0
57270.0,-127.804,0.120092,0.0613,2.020,0
57300.0,-127.407,0.120149,0.0527,2.016,0
57330.0,-127.155,0.120197,0.0265,2.013,0
57360.0,-127.177,0.120202,0.0086,2.010,0
57390.0,-127.102,0.120214,0.0105,2.007,0
57420.0,-127.048,0.120223,-0.0015,2.004,0
57450.0,-127.099,0.120211,-0.0172,2.002,0
57480.0,-127.361,0.120188,-0.0388,1.999,0
57510.0,-127.753,0.120134,-0.0383,1.997,0
57540.0,-127.587,0.120112,-0.0214,1.994,0
57570.0,-127.333,0.120091,-0.0028,1.992,0
57600.0,-126.835,0.120106,0.0011,1.990,0
57630.0,-126.893,0.120093,0.0015,1.988,0
57660.0,-126.866,0.120109,-0.0072,1.987,0
57690.0,-127.189,0.120079,-0.0205,1.985,0
57720.0,-127.251,0.120068,-0.0180,1.984,0
57750.0,-127.324,0.120043,-0.0099,1.982,0
57780.0,-127.336,0.120048,-0.0240,1.981,0
57810.0,-128.009,0.119995,-0.0579,1.980,0
57840.0,-128.751,0.119933,-0.0353,1.979,0
57870.0,-128.819,0.119924,0.0049,1.978,0
57900.0,-128.667,0.119942,0.0028,1.977,0
57930.0,-128.757,0.119930,-0.0100,1.976,0
57960.0,-129.287,0.119922,-0.0097,1.976,0
57990.0,-129.159,0.119910,-0.0249,1.975,0
58020.0,-129.440,0.119872,-0.0273,1.975,0
58050.0,-129.284,0.119856,-0.0542,1.974,0
58080.0,-129.994,0.119764,-0.0932,1.974,0
58110.0,-130.789,0.119669,-0.0696,1.974,0
58140.0,-130.958,0.119625,-0.0385,1.974,0
58170.0,-131.410,0.119592,-0.0177,1.974,0
58200.0,-131.780,0.119590,0.0195,1.974,0
58230.0,-131.530,0.119631,0.0371,1.975,0
58260.0,-131.290,0.119664,0.0359,1.975,0
58290.0,-131.141,0.119703,0.0524,1.975,0
58320.0,-130.309,0.119769,0.0281,1.976,0
58350.0,-129.930,0.119759,0.0013,1.977,0
58380.0,-129.933,0.119771,-0.0006,1.700,0
58410.0,-130.041,0.119758,0.0085,1.697,0
58440.0,-129.592,0.119788,0.0245,1.695,0
58470.0,-129.046,0.119807,-0.0023,1.693,0
58500.0,-128.922,0.119784,-0.0373,1.691,0
58530.0,-129.393,0.119733,-0.0210,1.688,0
58560.0,-129.069,0.119742,-0.0046,1.686,0
58590.0,-129.213,0.119723,-0.0104,1.684,0
58620.0,-129.398,0.119721,-0.0372,1.682,0
58650.0,-130.470,0.119649,-0.0688,1.680,0
58680.0,-131.451,0.119583,-0.0330,1.679,0
58710.0,-131.602,0.119583,0.0348,1.677,0
58740.0,-130.388,0.119653,0.0512,1.675,0
58770.0,-129.731,0.119685,0.0329,1.673,0
58800.0,-129.387,0.119719,0.0069,1.672,0
58830.0,-129.829,0.119699,0.0066,1.670,0
58860.0,-129.473,0.119732,0.0353,1.669,0
58890.0,-129.001,0.119770,0.0206,1.668,0
58920.0,-128.979,0.119773,-0.0297,1.666,0
58950.0,-129.819,0.119710,-0.0472,1.665,0
58980.0,-130.299,0.119679,-0.0318,1.664,0
59010.0,-130.655,0.119647,-0.0409,1.663,0
59040.0,-131.205,0.119597,-0.0508,1.662,0
59070.0,-131.794,0.119545,-0.0370,1.661,0
59100.0,-131.909,0.119523,-0.0325,1.660,0
59130.0,-132.037,0.119480,-0.0423,1.659,0
59160.0,-132.424,0.119438,-0.0450,1.658,0
59190.0,-133.211,0.119390,-0.0354,1.658,0
59220.0,-133.680,0.119367,-0.0385,1.657,0
59250.0,-134.449,0.119313,-0.0012,1.656,0
59280.0,-133.997,0.119365,0.0513,1.656,0
59310.0,-133.488,0.119416,0.0086,1.655,0
59340.0,-133.919,0.119382,-0.0464,1.655,0
59370.0,-134.515,0.119323,-0.0406,1.655,0
59400.0,-134.851,0.119301,-0.0138,1.909,0
59430.0,-135.456,0.119295,0.0229,1.906,0
59460.0,-135.626,0.119347,0.0489,1.903,0
59490.0,-135.568,0.119393,0.0366,1.901,0
59520.0,-135.354,0.119420,-0.0022,1.898,0
59550.0,-135.850,0.119389,-0.0557,1.896,0
59580.0,-136.709,0.119309,-0.0830,1.894,0
59610.0,-137.624,0.119223,-0.0622,1.891,0
59640.0,-137.983,0.119184,-0.0333,1.889,0
59670.0,-138.231,0.119156,-0.0037,1.887,0
59700.0,-138.123,0.119177,0.0364,1.885,0
59730.0,-137.956,0.119229,0.0644,1.883,0
59760.0,-137.738,0.119306,0.0487,1.881,0
59790.0,-138.001,0.119326,0.0156,1.880,0
59820.0,-138.180,0.119337,-0.0195,1.991,0
59850.0,-139.245,0.119287,-0.0120,1.987,0
59880.0,-139.267,0.119313,0.0120,1.984,0
59910.0,-139.581,0.119311,-0.0002,1.980,0
59940.0,-139.951,0.119313,0.0235,1.977,0
59970.0,-140.038,0.119359,0.0344,1.973,0
60000.0,-140.104,0.119381,0.0202,1.970,0
60030.0,-140.071,0.119399,0.0035,1.967,0
60060.0,-140.188,0.119388,0.0125,1.964,0
60090.0,-139.975,0.119424,0.0402,1.961,0
60120.0,-139.852,0.119469,0.0139,1.958,0
60150.0,-140.055,0.119452,0.0077,1.956,0
60180.0,-139.466,0.119484,-0.0230,1.953,0
60210.0,-140.064,0.119406,-0.0621,1.951,0
60240.0,-140.851,0.119360,-0.0495,1.948,0
60270.0,-141.501,0.119307,-0.0284,1.946,0
60300.0,-141.832,0.119303,0.0003,1.944,0
60330.0,-141.807,0.119308,-0.0018,1.942,0
60360.0,-141.978,0.119300,-0.0212,1.940,0
60390.0,-142.807,0.119265,-0.0021,1.938,0
60420.0,-142.830,0.119295,0.0446,1.936,0
60450.0,-142.325,0.119355,0.0365,1.935,0
60480.0,-142.590,0.119368,-0.0037,1.933,0
60510.0,-143.475,0.119347,-0.0159,1.932,0
60540.0,-143.578,0.119337,-0.0163,1.931,0
60570.0,-144.020,0.119315,-0.0115,1.930,0
60600.0,-144.162,0.119314,0.0053,1.928,0
60630.0,-144.134,0.119325,0.0064,1.928,0
60660.0,-143.950,0.119326,-0.0045,1.927,0
60690.0,-143.830,0.119316,-0.0151,1.926,0
60720.0,-144.059,0.119296,-0.0092,1.925,0
60750.0,-144.209,0.119298,0.0013,1.925,0
60780.0,-145.073,0.119299,-0.0038,1.925,0
60810.0,-145.629,0.119290,-0.0632,1.925,0
60840.0,-147.188,0.119172,-0.1033,1.924,0
60870.0,-147.562,0.119083,-0.0658,1.924,0
60900.0,-147.353,0.119041,-0.0674,1.925,0
60930.0,-147.617,0.118949,-0.0135,1.925,0
60960.0,-146.980,0.119014,0.0059,1.925,0
60990.0,-148.475,0.118960,0.0015,1.926,0
61020.0,-148.329,0.119017,0.0533,1.927,0
61050.0,-148.021,0.119067,0.0392,1.927,0
61080.0,-147.950,0.119095,0.0173,1.928,0
61110.0,-148.230,0.119102,-0.0010,1.929,0
61140.0,-148.617,0.119093,-0.0331,1.931,0
61170.0,-149.497,0.119035,-0.0705,1.932,0
61200.0,-150.442,0.118952,-0.0510,1.934,0
61230.0,-150.666,0.118933,0.0096,1.935,0
61260.0,-150.500,0.118971,0.0477,1.937,0
61290.0,-150.055,0.119029,0.0286,1.939,0
61320.0,-150.080,0.119029,0.0058,1.941,0
61350.0,-150.072,0.119040,-0.0007,1.944,0
61380.0,-150.352,0.119027,0.0148,1.946,0
61410.0,-150.754,0.119070,0.0170,2.182,0
61440.0,-151.158,0.119061,-0.0131,1.996,0
61470.0,-151.590,0.119044,0.0022,1.989,0
61500.0,-151.607,0.119065,0.0199,1.982,0
61530.0,-151.219,0.119083,0.0255,1.974,0
61560.0,-150.867,0.119116,0.0255,1.968,0
61590.0,-150.876,0.119134,0.0155,1.961,0
61620.0,-150.868,0.119147,0.0220,1.954,0
61650.0,-150.814,0.119178,0.0271,1.948,0
61680.0,-150.818,0.119202,0.0317,1.942,0
61710.0,-150.727,0.119242,0.0175,1.936,0
61740.0,-150.907,0.119237,-0.0390,1.930,0
61770.0,-152.033,0.119164,-0.0535,1.924,0
61800.0,-152.701,0.119130,-0.0331,1.919,0
61830.0,-153.211,0.119098,-0.0509,1.913,0
61860.0,-154.417,0.119028,-0.0337,1.908,0
61890.0,-154.780,0.119030,0.0066,1.903,0
61920.0,-154.936,0.119041,-0.0342,1.898,0
61950.0,-156.949,0.118962,-0.0331,1.893,0
61980.0,-157.339,0.118975,0.0163,1.888,0
62010.0,-157.371,0.118994,0.0124,1.884,0
62040.0,-157.396,0.119000,0.0015,1.879,0
62070.0,-157.715,0.118997,-0.0040,1.875,0
62100.0,-157.702,0.118992,-0.0375,1.870,0
62130.0,-158.327,0.118922,-0.0424,1.866,0
62160.0,-158.539,0.118907,-0.0042,1.862,0
62190.0,-158.574,0.118914,0.0090,1.858,0
62220.0,-158.527,0.118925,0.0047,1.854,0
62250.0,-158.355,0.118923,-0.0216,1.851,0
62280.0,-159.009,0.118882,-0.0186,1.847,0
62310.0,-159.440,0.118886,-0.0116,1.843,0
62340.0,-159.959,0.118859,0.0050,1.840,0
62370.0,-160.279,0.118896,0.0498,1.837,0
62400.0,-160.054,0.118958,0.0437,1.833,0
62430.0,-160.098,0.118983,0.0198,1.830,0
62460.0,-160.045,0.118998,0.0144,1.827,0
62490.0,-159.941,0.119012,0.0456,1.824,0
62520.0,-159.034,0.119089,0.0723,1.821,0
62550.0,-158.250,0.119157,0.0181,1.819,0
62580.0,-158.675,0.119125,0.0211,1.816,0
62610.0,-157.802,0.119199,0.0487,1.814,0
62640.0,-157.648,0.119222,0.0282,1.811,0
62670.0,-157.451,0.119255,0.0008,1.809,0
62700.0,-157.808,0.119224,-0.0228,1.806,0
62730.0,-158.025,0.119210,0.0251,1.804,0
62760.0,-157.677,0.119274,0.0656,1.802,0
62790.0,-157.219,0.119341,0.1291,1.800,0
62820.0,-155.343,0.119532,0.1475,1.798,0
62850.0,-154.178,0.119636,0.0242,1.796,0
62880.0,-154.753,0.119581,-0.0940,1.795,0
62910.0,-156.279,0.119448,-0.1059,1.917,0
62940.0,-157.351,0.119369,-0.1316,1.913,0
62970.0,-159.452,0.119184,-0.1813,1.909,0
63000.0,-161.439,0.119006,-0.1412,1.905,0
63030.0,-162.634,0.118902,-0.0548,1.902,0
63060.0,-162.872,0.118897,0.0376,1.898,0
63090.0,-162.261,0.118977,0.0762,1.895,0
63120.0,-161.658,0.119049,0.0786,1.892,0
63150.0,-160.930,0.119135,0.0656,1.888,0
63180.0,-160.547,0.119180,0.0442,1.885,0
63210.0,-160.250,0.119223,0.0498,1.883,0
63240.0,-160.103,0.119280,0.0312,2.112,0
63270.0,-160.131,0.119285,-0.0040,2.104,0
63300.0,-160.293,0.119272,-0.0025,2.097,0
63330.0,-160.307,0.119281,-0.0343,2.090,0
63360.0,-161.059,0.119203,-0.0507,2.083,0
63390.0,-161.289,0.119179,-0.0175,2.076,0
63420.0,-161.590,0.119168,0.0137,2.069,0
63450.0,-161.377,0.119206,0.0489,2.063,0
63480.0,-160.919,0.119266,0.0502,2.057,0
63510.0,-160.684,0.119307,0.0472,2.051,0
63540.0,-160.328,0.119360,0.0933,2.045,0
63570.0,-159.221,0.119493,0.0652,2.040,0
63600.0,-159.069,0.119491,-0.0366,1.968,0
63630.0,-159.494,0.119420,-0.0529,1.960,0
63660.0,-159.694,0.119385,-0.0252,1.952,0
63690.0,-159.769,0.119370,-0.0204,1.945,0
63720.0,-159.880,0.119344,-0.0505,1.938,0
63750.0,-160.095,0.119269,-0.0155,1.930,0
63780.0,-159.644,0.119313,0.0257,1.923,0
63810.0,-159.668,0.119320,0.0086,1.917,0
63840.0,-159.853,0.119330,0.0445,1.910,0
63870.0,-159.219,0.119409,0.0391,1.903,0
63900.0,-159.151,0.119409,-0.0026,1.897,0
63930.0,-158.965,0.119404,0.0020,1.891,0
63960.0,-158.885,0.119413,0.0019,1.885,0
63990.0,-158.990,0.119408,-0.0021,1.879,0
64020.0,-159.050,0.119408,-0.0132,1.873,0
64050.0,-159.291,0.119381,-0.0022,1.867,0
64080.0,-158.987,0.119404,0.0214,1.861,0
64110.0,-158.630,0.119424,0.0176,1.856,0
64140.0,-158.495,0.119439,0.0163,1.850,0
64170.0,-158.635,0.119457,0.0403,1.845,0
64200.0,-158.450,0.119520,0.0277,1.840,0
64230.0,-158.391,0.119512,-0.0062,1.835,0
64260.0,-158.346,0.119507,0.0170,1.830,0
64290.0,-158.029,0.119546,0.0323,1.825,0
64320.0,-157.837,0.119572,0.0202,1.961,0
64350.0,-157.634,0.119587,-0.0048,1.960,0
64380.0,-157.672,0.119562,-0.0158,1.960,0
64410.0,-157.576,0.119555,0.0005,1.959,0
64440.0,-157.511,0.119563,-0.0094,1.959,0
64470.0,-157.603,0.119536,-0.0236,1.958,0
64500.0,-157.700,0.119516,-0.0334,1.958,0
64530.0,-158.132,0.119469,-0.0191,1.958,0
64560.0,-157.956,0.119478,0.0069,1.959,0
64590.0,-157.712,0.119483,-0.0241,1.959,0
64620.0,-158.089,0.119430,-0.0394,1.960,0
64650.0,-158.223,0.119404,0.0838,1.961,0
64680.0,-156.940,0.119597,0.1179,1.962,0
64710.0,-156.605,0.119640,0.0260,1.963,0
64740.0,-156.472,0.119649,0.0468,1.964,0
64770.0,-154.989,0.119734,0.0196,1.966,0
64800.0,-155.223,0.119689,-0.0262,1.968,0
64830.0,-155.269,0.119681,-0.0062,1.970,0
64860.0,-155.348,0.119676,0.0139,1.972,0
64890.0,-155.014,0.119709,0.0184,1.749,0
64920.0,-154.861,0.119713,0.0124,1.746,0
64950.0,-154.578,0.119734,0.0089,1.744,0
64980.0,-154.560,0.119731,0.0091,1.741,0
65010.0,-154.347,0.119752,0.0135,1.738,0
65040.0,-154.392,0.119758,0.0197,1.736,0
65070.0,-153.997,0.119792,0.0014,1.733,0
65100.0,-154.232,0.119761,-0.0285,1.731,0
65130.0,-154.257,0.119734,-0.0086,1.729,0
65160.0,-154.142,0.119743,-0.0075,1.727,0
65190.0,-154.278,0.119719,-0.0201,1.725,0
65220.0,-154.232,0.119703,-0.0193,1.723,0
65250.0,-154.362,0.119681,-0.0143,1.721,0
65280.0,-154.423,0.119675,0.0093,1.719,0
65310.0,-154.403,0.119699,-0.0095,1.717,0
65340.0,-154.690,0.119655,-0.0267,1.715,0
65370.0,-154.634,0.119646,0.0159,1.714,0
65400.0,-154.362,0.119687,0.0415,1.712,0
65430.0,-153.986,0.119729,0.0109,1.711,0
65460.0,-154.084,0.119709,-0.0129,1.709,0
65490.0,-154.084,0.119703,-0.0157,1.708,0
65520.0,-154.083,0.119678,-0.0027,1.707,0
65550.0,-153.860,0.119698,0.0404,1.705,0
65580.0,-153.650,0.119758,0.0293,1.704,0
65610.0,-153.631,0.119757,0.0105,1.703,0
65640.0,-153.413,0.119779,0.0148,1.702,0
65670.0,-153.221,0.119786,-0.0233,1.702,0
65700.0,-153.564,0.119733,-0.0118,1.701,0
65730.0,-153.176,0.119763,0.0580,1.700,0
65760.0,-152.248,0.119849,0.0618,1.700,0
65790.0,-151.866,0.119886,0.0269,1.699,0
65820.0,-151.825,0.119902,0.0529,1.699,0
65850.0,-151.115,0.119992,0.0669,1.698,0
65880.0,-150.730,0.120036,0.0511,1.698,0
65910.0,-150.217,0.120094,0.0438,1.698,0
65940.0,-150.048,0.120124,-0.0034,1.698,0
65970.0,-150.499,0.120087,-0.0322,1.698,0
66000.0,-150.834,0.120060,-0.0211,1.698,0
66030.0,-150.914,0.120045,-0.0092,1.698,0
66060.0,-150.903,0.120041,-0.0149,1.698,0
66090.0,-151.036,0.120015,-0.0141,1.698,0
66120.0,-151.047,0.120013,0.0120,1.699,0
66150.0,-150.912,0.120039,0.0186,1.699,0
66180.0,-150.871,0.120050,0.0161,1.700,0
66210.0,-150.586,0.120072,0.0143,1.701,0
66240.0,-150.586,0.120079,0.0013,1.701,0
66270.0,-150.768,0.120074,-0.0076,1.702,0
66300.0,-151.024,0.120063,-0.0088,1.703,0
66330.0,-151.178,0.120057,-0.0032,1.704,0
66360.0,-151.386,0.120057,0.0282,1.706,0
66390.0,-151.143,0.120113,0.0213,1.707,0
66420.0,-151.047,0.120100,-0.0169,1.708,0
66450.0,-151.145,0.120079,0.0095,1.710,0
66480.0,-150.781,0.120119,0.0654,1.711,0
66510.0,-149.860,0.120210,0.0694,1.713,0
66540.0,-149.392,0.120258,0.0461,1.715,0
66570.0,-149.080,0.120302,0.0404,1.717,0
66600.0,-148.816,0.120338,0.0228,1.719,0
66630.0,-148.868,0.120348,-0.0003,1.721,0
66660.0,-149.083,0.120338,-0.0122,1.724,0
66690.0,-149.431,0.120323,-0.0084,1.726,0
66720.0,-149.543,0.120321,-0.0049,1.507,0
66750.0,-149.632,0.120313,0.0032,1.506,0
66780.0,-149.400,0.120327,0.0110,1.505,0
66810.0,-149.392,0.120335,-0.0006,1.503,0
66840.0,-149.437,0.120326,-0.0107,1.502,0
66870.0,-149.465,0.120314,-0.0242,1.501,0
66900.0,-149.735,0.120278,-0.0292,1.500,0
66930.0,-149.981,0.120255,-0.0079,1.498,0
66960.0,-150.075,0.120262,-0.0049,1.497,0
66990.0,-150.521,0.120246,-0.0068,1.496,0
67020.0,-150.380,0.120248,0.0088,1.495,0
67050.0,-150.016,0.120263,0.0055,1.494,0
67080.0,-149.852,0.120259,-0.0052,1.493,0
67110.0,-149.841,0.120253,-0.0159,1.492,0
67140.0,-150.105,0.120227,-0.0231,1.491,0
67170.0,-150.260,0.120206,-0.0254,1.490,0
67200.0,-150.554,0.120176,-0.0222,1.489,0
67230.0,-150.730,0.120162,-0.0188,1.488,0
67260.0,-151.058,0.120139,-0.0188,1.487,0
67290.0,-151.340,0.120124,-0.0027,1.487,0
67320.0,-151.215,0.120133,0.0451,1.486,0
67350.0,-150.536,0.120215,0.0701,1.485,0
67380.0,-149.869,0.120274,0.0451,1.485,0
67410.0,-149.527,0.120305,0.0422,1.484,0
67440.0,-148.958,0.120358,0.0128,1.483,0
67470.0,-149.295,0.120330,-0.0285,1.483,0
67500.0,-149.785,0.120301,-0.0567,1.482,0
67530.0,-150.439,0.120217,-0.0301,1.482,0
67560.0,-150.202,0.120241,0.0282,1.481,0
67590.0,-149.804,0.120273,0.0473,1.481,0
67620.0,-149.089,0.120335,0.0475,1.480,0
67650.0,-148.648,0.120369,0.0157,1.480,0
67680.0,-148.734,0.120367,-0.0106,1.479,0
67710.0,-149.037,0.120347,0.0023,1.479,0
67740.0,-148.980,0.120371,0.0100,1.479,0
67770.0,-148.865,0.120367,-0.0173,1.478,0
67800.0,-148.935,0.120336,-0.0292,1.478,0
67830.0,-149.226,0.120309,-0.0198,1.478,0
67860.0,-149.470,0.120297,-0.0029,1.478,0
67890.0,-149.399,0.120303,0.0031,1.678,0
67920.0,-149.333,0.120303,-0.0000,1.674,0
67950.0,-149.236,0.120303,0.0020,1.670,0
67980.0,-149.244,0.120307,0.0004,1.666,0
68010.0,-149.116,0.120304,-0.0049,1.662,0
68040.0,-149.009,0.120297,-0.0198,1.658,0
68070.0,-149.238,0.120264,-0.0321,1.655,0
68100.0,-149.599,0.120233,-0.0145,1.651,0
68130.0,-149.483,0.120235,0.0080,1.648,0
68160.0,-149.299,0.120249,0.0160,1.645,0
68190.0,-149.217,0.120268,-0.0136,1.642,0
68220.0,-149.666,0.120222,-0.0836,1.639,0
68250.0,-150.796,0.120100,-0.0577,1.636,0
68280.0,-150.668,0.120106,0.0347,1.633,0
68310.0,-149.815,0.120170,0.0775,1.630,0
68340.0,-149.172,0.120261,0.0267,1.628,0
68370.0,-149.763,0.120223,0.0163,1.625,0
68400.0,-149.217,0.120294,0.0557,1.622,0
68430.0,-149.072,0.120335,0.0862,1.620,0
68460.0,-147.905,0.120466,0.1175,1.618,0
68490.0,-147.270,0.120569,0.0622,1.615,0
68520.0,-147.272,0.120591,0.0230,1.482,0
68550.0,-147.105,0.120616,0.0132,1.482,0
68580.0,-146.926,0.120617,0.0007,1.483,0
68610.0,-146.791,0.120617,0.0322,1.483,0
68640.0,-146.203,0.120682,0.0267,1.605,0
68670.0,-146.275,0.120670,-0.0100,1.604,0
68700.0,-146.303,0.120662,-0.0194,1.602,0
68730.0,-146.495,0.120632,0.0062,1.600,0
68760.0,-146.203,0.120674,0.0185,1.599,0
68790.0,-146.254,0.120669,-0.0187,1.597,0
68820.0,-146.689,0.120637,-0.0297,1.596,0
68850.0,-146.913,0.120609,-0.0190,1.594,0
68880.0,-146.895,0.120599,0.0012,1.593,0
68910.0,-147.089,0.120612,0.0380,1.592,0
68940.0,-146.514,0.120675,0.0437,1.591,0
68970.0,-146.103,0.120699,0.0148,1.590,0
69000.0,-145.805,0.120704,0.0235,1.589,0
69030.0,-145.537,0.120746,0.0278,1.814,0
69060.0,-145.466,0.120760,-0.0014,1.813,0
69090.0,-145.573,0.120743,-0.0124,1.811,0
69120.0,-145.674,0.120735,-0.0023,1.810,0
69150.0,-145.833,0.120739,0.0036,1.809,0
69180.0,-145.383,0.120742,-0.0243,1.808,0
69210.0,-145.281,0.120690,-0.0605,1.807,0
69240.0,-145.590,0.120621,-0.0423,1.806,0
69270.0,-145.820,0.120606,0.0080,1.805,0
69300.0,-145.576,0.120637,0.0307,1.804,0
69330.0,-145.491,0.120667,0.0378,1.803,0
69360.0,-145.070,0.120713,0.0043,1.802,0
69390.0,-145.354,0.120675,-0.0105,1.801,0
69420.0,-145.139,0.120692,0.0120,1.581,0
69450.0,-145.055,0.120699,0.0237,1.580,0
69480.0,-144.654,0.120739,0.0683,1.800,0
69510.0,-143.683,0.120836,0.0760,1.799,0
