epoch,sod,sat,sigma_N1_cm,raw_frac,bias,corr_frac,buf_n,frac_std,frozen
1790,53700.0,G15,2.803,-0.30939,-0.27876,-0.03063,47,0.02374,N
1940,58200.0,E07,3.223,-0.11988,+0.00000,-0.11988,7,0.00440,N
1950,58500.0,E07,3.199,-0.18150,+0.00000,-0.18150,17,0.02083,N
1950,58500.0,G23,2.834,+0.02805,+0.00000,+0.02805,9,0.00796,N
1960,58800.0,E07,3.178,-0.19063,-0.16415,-0.02649,27,0.02509,N
1960,58800.0,G23,2.801,+0.01276,+0.00000,+0.01276,19,0.01993,N
1970,59100.0,E07,3.110,-0.22182,-0.19532,-0.02651,37,0.01335,N
1980,59400.0,E07,3.073,-0.20242,-0.21284,+0.01042,46,0.01178,N
1990,59700.0,E07,3.052,-0.25130,-0.21546,-0.03584,48,0.01201,Y
2000,60000.0,E07,2.996,-0.27320,-0.21546,-0.05774,48,0.01555,Y
2010,60300.0,E07,2.955,-0.29247,-0.21546,-0.07701,48,0.02838,Y
2020,60600.0,E07,2.914,-0.29642,+0.00000,-0.29642,2,0.01743,N
2030,60900.0,E07,2.874,-0.33007,+0.00000,-0.33007,12,0.01172,N
2040,61200.0,E07,2.859,-0.35913,-0.32893,-0.03020,22,0.02423,N
2050,61500.0,E07,2.777,-0.38046,-0.35933,-0.02113,32,0.01291,N
2160,64800.0,E26,5.774,-0.29491,+0.00000,-0.29491,4,1.00000,N
2170,65100.0,E26,4.672,-0.34524,+0.00000,-0.34524,6,0.06101,N
2180,65400.0,E26,4.500,-0.42003,+0.00000,-0.42003,13,0.07653,N
2190,65700.0,E26,4.418,-0.42834,-0.37247,-0.05586,22,0.03666,N
2200,66000.0,E18,6.202,-0.46837,+0.00000,-0.46837,9,0.01091,N
2200,66000.0,E26,4.353,-0.42828,-0.42522,-0.00306,32,0.00752,N
2210,66300.0,E18,5.113,-0.16297,+0.00000,-0.16297,16,0.13531,N
2220,66600.0,E18,4.991,-0.14089,-0.22503,+0.08415,26,0.10922,N
2230,66900.0,E18,4.930,-0.10511,-0.13018,+0.02507,36,0.01334,N
2240,67200.0,E18,4.870,-0.08681,-0.10677,+0.01996,46,0.01688,N
2250,67500.0,E18,4.730,-0.02588,-0.07439,+0.04851,55,0.02443,N
2260,67800.0,E18,3.929,+0.03968,+0.00000,+0.03968,3,0.03410,N
2270,68100.0,E18,3.777,+0.02525,+0.00000,+0.02525,13,0.02971,N
2280,68400.0,E18,3.603,+0.02862,+0.02844,+0.00018,23,0.00935,N
2290,68700.0,E18,3.450,+0.04896,+0.03519,+0.01377,33,0.00924,N
2300,69000.0,E18,3.355,+0.05638,+0.04949,+0.00689,43,0.01547,N
2310,69300.0,E18,3.186,+0.06995,+0.06467,+0.00528,53,0.01155,N
2320,69600.0,E18,3.116,+0.05166,+0.06609,-0.01444,63,0.01328,N
2330,69900.0,E18,3.082,+0.03825,+0.05063,-0.01238,73,0.01759,N
2340,70200.0,E18,3.060,+0.03849,+0.04030,-0.00181,78,0.00608,Y
2350,70500.0,E18,3.033,+0.05573,+0.04030,+0.01542,78,0.00614,Y
2360,70800.0,E18,2.986,+0.08148,+0.04030,+0.04118,78,0.01248,Y
2370,71100.0,E18,2.943,+0.09080,+0.04030,+0.05050,78,0.00898,Y
2380,71400.0,E18,2.918,+0.12312,+0.04030,+0.08282,78,0.02364,Y
2390,71700.0,E18,2.874,+0.14308,+0.00000,+0.14308,3,0.01060,N
2400,72000.0,E18,2.852,+0.14516,+0.00000,+0.14516,13,0.00763,N
2410,72300.0,E18,2.828,+0.17093,+0.14483,+0.02610,23,0.01138,N
2420,72600.0,E18,2.792,+0.17326,+0.16200,+0.01125,33,0.01070,N
2430,72900.0,E18,2.761,+0.24250,+0.18672,+0.05578,42,0.02423,N
2440,73200.0,E18,2.734,+0.26697,+0.22697,+0.04001,52,0.02486,N
2450,73500.0,E18,2.716,+0.25861,+0.25014,+0.00848,60,0.00847,Y
2450,73500.0,E33,4.420,-0.09442,+0.00000,-0.09442,5,0.03217,N
2460,73800.0,E33,4.223,-0.13596,+0.00000,-0.13596,14,0.03650,N
2470,74100.0,E33,3.845,-0.10260,-0.12716,+0.02456,23,0.01298,N
2480,74400.0,E33,3.444,-0.18578,-0.14218,-0.04361,31,0.02145,N
2490,74700.0,E33,3.379,-0.20203,-0.17080,-0.03123,40,0.02746,N
2530,75900.0,E33,2.033,+0.49717,-0.18880,-0.31403,45,0.06858,N
2530,75900.0,G31,3.046,+0.48353,+0.00000,+0.48353,3,1.00000,N
2540,76200.0,E33,2.026,+0.47520,-0.18880,-0.33600,55,0.15709,N
2540,76200.0,G31,3.031,+0.46596,+0.00000,+0.46596,13,0.00746,N
2550,76500.0,E33,2.002,+0.47943,+0.48558,-0.00616,64,0.00862,Y
2550,76500.0,G31,3.013,+0.48376,+0.47930,+0.00446,23,0.00716,N
2560,76800.0,E33,1.935,+0.44958,+0.48558,-0.03600,64,0.00841,Y
2560,76800.0,G31,2.948,+0.49554,+0.00000,+0.49554,4,0.01362,N
2570,77100.0,E33,1.850,+0.42727,+0.48558,-0.05832,64,0.01284,Y
2570,77100.0,G31,2.922,+0.49898,+0.00000,+0.49898,1,0.01093,N
2580,77400.0,E33,1.827,+0.38615,+0.48558,-0.09943,64,0.02249,Y
2580,77400.0,G31,2.807,-0.46085,+0.00000,-0.46085,6,0.01725,N
2590,77700.0,E33,1.723,+0.36017,+0.00000,+0.36017,5,0.01642,N
2590,77700.0,G31,2.778,-0.44444,+0.00000,-0.44444,16,0.01571,N
2600,78000.0,E33,1.711,+0.33429,+0.00000,+0.33429,15,0.01808,N
2600,78000.0,G31,2.725,-0.43142,-0.45014,+0.01872,25,0.01122,N
2610,78300.0,E33,1.684,+0.30677,+0.33030,-0.02353,25,0.01769,N
2610,78300.0,G31,2.678,-0.42416,-0.43160,+0.00744,35,0.01784,N
2830,84900.0,E23,4.845,+0.44882,+0.00000,+0.44882,3,1.00000,N
2830,84900.0,G16,2.582,-0.07562,+0.00000,-0.07562,6,0.00895,N
2840,85200.0,E23,4.458,+0.32480,+0.00000,+0.32480,10,0.05966,N
2840,85200.0,G16,2.440,-0.05098,+0.00000,-0.05098,15,0.01264,N
2850,85500.0,E23,4.041,+0.47829,+0.00000,+0.47829,16,0.06821,N
2850,85500.0,G16,2.421,-0.04533,-0.05067,+0.00534,25,0.00795,N
2860,85800.0,E23,3.945,+0.49042,+0.44083,+0.04959,26,0.04249,N
2860,85800.0,G16,2.411,-0.04565,-0.04708,+0.00143,35,0.00209,N
2870,86100.0,E23,3.881,-0.48429,+0.48652,+0.02919,35,0.01445,N
2870,86100.0,G16,2.401,-0.04314,-0.04570,+0.00256,40,0.00345,Y
