Seconds_of_Day,X_ECEF(m),Y_ECEF(m),Z_ECEF(m)
48870.0,1337935.5819,6070317.2654,1427877.5281
48900.0,1337935.582,6070317.2654,1427877.5281
48930.0,1337935.582,6070317.2654,1427877.5281
48960.0,1337935.582,6070317.2654,1427877.5281
48990.0,1337935.582,6070317.2655,1427877.5282
49020.0,1337935.582,6070317.2655,1427877.5282
49050.0,1337935.5821,6070317.2655,1427877.5282
49080.0,1337935.5821,6070317.2655,1427877.5282
49110.0,1337935.5821,6070317.2655,1427877.5282
49140.0,1337935.5821,6070317.2656,1427877.5282
49170.0,1337935.5822,6070317.2658,1427877.5283
49200.0,1337935.5822,6070317.2655,1427877.5282
49230.0,1337935.5821,6070317.2655,1427877.5283
49260.0,1337935.5821,6070317.2652,1427877.5282
49290.0,1337935.5821,6070317.2652,1427877.5282
49320.0,1337935.5821,6070317.2652,1427877.5282
49350.0,1337935.5821,6070317.2652,1427877.5282
49380.0,1337935.5822,6070317.2653,1427877.5283
49410.0,1337935.5822,6070317.2654,1427877.5283
49440.0,1337935.5823,6070317.2655,1427877.5283
49470.0,1337935.5824,6070317.2657,1427877.5284
49500.0,1337935.5826,6070317.2661,1427877.5285
49530.0,1337935.5826,6070317.2661,1427877.5285
49560.0,1337935.5826,6070317.266,1427877.5284
49590.0,1337935.5826,6070317.266,1427877.5284
49620.0,1337935.5826,6070317.266,1427877.5284
49650.0,1337935.5826,6070317.266,1427877.5284
49680.0,1337935.5826,6070317.266,1427877.5284
49710.0,1337935.5825,6070317.2658,1427877.5284
49740.0,1337935.5824,6070317.2656,1427877.5283
49770.0,1337935.5825,6070317.2654,1427877.5282
49800.0,1337935.5825,6070317.2656,1427877.5282
49830.0,1337935.5825,6070317.2657,1427877.5283
49860.0,1337935.5825,6070317.2657,1427877.5282
49890.0,1337935.5825,6070317.2656,1427877.5282
49920.0,1337935.5825,6070317.2656,1427877.5282
49950.0,1337935.5825,6070317.2656,1427877.5282
49980.0,1337935.5825,6070317.2656,1427877.5282
50010.0,1337935.5825,6070317.2656,1427877.5282
50040.0,1337935.5825,6070317.2656,1427877.5282
50070.0,1337935.5825,6070317.2655,1427877.5282
50100.0,1337935.5825,6070317.2655,1427877.5282
50130.0,1337935.5826,6070317.2657,1427877.5282
50160.0,1337935.5826,6070317.2657,1427877.5282
50190.0,1337935.5826,6070317.2657,1427877.5282
50220.0,1337935.5826,6070317.2658,1427877.5283
50250.0,1337935.5826,6070317.2659,1427877.5283
50280.0,1337935.5826,6070317.2659,1427877.5283
50310.0,1337935.5827,6070317.266,1427877.5283
50340.0,1337935.5827,6070317.2661,1427877.5283
50370.0,1337935.5827,6070317.2664,1427877.5284
50400.0,1337935.5827,6070317.2662,1427877.5284
50430.0,1337935.5827,6070317.266,1427877.5284
50460.0,1337935.5827,6070317.266,1427877.5284
50490.0,1337935.5827,6070317.2661,1427877.5284
50520.0,1337935.5827,6070317.2661,1427877.5284
50550.0,1337935.5827,6070317.2662,1427877.5284
50580.0,1337935.5827,6070317.2662,1427877.5284
50610.0,1337935.5827,6070317.2662,1427877.5284
50640.0,1337935.5827,6070317.2662,1427877.5284
50670.0,1337935.5827,6070317.266,1427877.5284
50700.0,1337935.5827,6070317.266,1427877.5284
50730.0,1337935.5826,6070317.2659,1427877.5284
50760.0,1337935.5826,6070317.2659,1427877.5284
50790.0,1337935.5826,6070317.2659,1427877.5284
50820.0,1337935.5826,6070317.2659,1427877.5284
50850.0,1337935.5826,6070317.2659,1427877.5284
50880.0,1337935.5826,6070317.266,1427877.5284
50910.0,1337935.5826,6070317.2661,1427877.5284
50940.0,1337935.5827,6070317.2661,1427877.5284
50970.0,1337935.5826,6070317.2661,1427877.5284
51000.0,1337935.5827,6070317.2661,1427877.5284
51030.0,1337935.5828,6070317.2662,1427877.5284
51060.0,1337935.5828,6070317.2662,1427877.5284
51090.0,1337935.5828,6070317.2662,1427877.5284
51120.0,1337935.5828,6070317.2663,1427877.5284
51150.0,1337935.5828,6070317.2663,1427877.5284
51180.0,1337935.5828,6070317.2663,1427877.5284
51210.0,1337935.5829,6070317.2664,1427877.5284
51240.0,1337935.5829,6070317.2665,1427877.5285
51270.0,1337935.583,6070317.2667,1427877.5285
51300.0,1337935.5829,6070317.2666,1427877.5285
51330.0,1337935.5829,6070317.2665,1427877.5285
51360.0,1337935.5829,6070317.2665,1427877.5285
51390.0,1337935.5829,6070317.2665,1427877.5285
51420.0,1337935.5829,6070317.2665,1427877.5285
51450.0,1337935.5829,6070317.2665,1427877.5285
51480.0,1337935.5829,6070317.2665,1427877.5285
51510.0,1337935.5829,6070317.2665,1427877.5285
51540.0,1337935.5829,6070317.2664,1427877.5285
51570.0,1337935.5829,6070317.2663,1427877.5285
51600.0,1337935.5828,6070317.266,1427877.5284
51630.0,1337935.5828,6070317.2662,1427877.5284
51660.0,1337935.5828,6070317.2662,1427877.5284
51690.0,1337935.5829,6070317.2663,1427877.5284
51720.0,1337935.5829,6070317.2663,1427877.5285
51750.0,1337935.5829,6070317.2663,1427877.5285
51780.0,1337935.5829,6070317.2663,1427877.5285
51810.0,1337935.5829,6070317.2664,1427877.5285
51840.0,1337935.5829,6070317.2664,1427877.5285
51870.0,1337935.583,6070317.2663,1427877.5284
51900.0,1337935.583,6070317.2663,1427877.5284
51930.0,1337935.5831,6070317.2663,1427877.5284
51960.0,1337935.5832,6070317.2663,1427877.5284
51990.0,1337935.5832,6070317.2663,1427877.5284
52020.0,1337935.5831,6070317.2663,1427877.5284
52050.0,1337935.5831,6070317.2663,1427877.5284
52080.0,1337935.5831,6070317.2663,1427877.5284
52110.0,1337935.5831,6070317.2663,1427877.5284
52140.0,1337935.5831,6070317.2662,1427877.5284
52170.0,1337935.5831,6070317.2661,1427877.5283
52200.0,1337935.5829,6070317.2657,1427877.5283
52230.0,1337935.5828,6070317.2657,1427877.5283
52260.0,1337935.5827,6070317.2657,1427877.5283
52290.0,1337935.5827,6070317.2657,1427877.5283
52320.0,1337935.5827,6070317.2656,1427877.5282
52350.0,1337935.5827,6070317.2656,1427877.5282
52380.0,1337935.5827,6070317.2656,1427877.5282
52410.0,1337935.5827,6070317.2656,1427877.5282
52440.0,1337935.5826,6070317.2656,1427877.5282
52470.0,1337935.5825,6070317.2655,1427877.5282
52500.0,1337935.5823,6070317.2651,1427877.5282
52530.0,1337935.5821,6070317.2649,1427877.5281
52560.0,1337935.5821,6070317.2649,1427877.5281
52590.0,1337935.5821,6070317.2649,1427877.5281
52620.0,1337935.5821,6070317.2649,1427877.5281
52650.0,1337935.5821,6070317.2648,1427877.5281
52680.0,1337935.5821,6070317.2648,1427877.5281
52710.0,1337935.5821,6070317.2649,1427877.5282
52740.0,1337935.5821,6070317.2649,1427877.5282
52770.0,1337935.5822,6070317.265,1427877.5282
52800.0,1337935.5822,6070317.2649,1427877.5282
52830.0,1337935.5822,6070317.265,1427877.5283
52860.0,1337935.5822,6070317.265,1427877.5283
52890.0,1337935.5822,6070317.265,1427877.5283
52920.0,1337935.5822,6070317.2651,1427877.5283
52950.0,1337935.5822,6070317.265,1427877.5283
52980.0,1337935.5822,6070317.265,1427877.5283
53010.0,1337935.5822,6070317.2649,1427877.5283
53040.0,1337935.5822,6070317.2649,1427877.5283
53070.0,1337935.5822,6070317.2646,1427877.5282
53100.0,1337935.5822,6070317.2645,1427877.5282
53130.0,1337935.5822,6070317.2642,1427877.5281
53160.0,1337935.5822,6070317.2642,1427877.5281
53190.0,1337935.5822,6070317.2641,1427877.528
53220.0,1337935.5822,6070317.264,1427877.528
53250.0,1337935.5822,6070317.264,1427877.528
53280.0,1337935.5822,6070317.264,1427877.528
53310.0,1337935.5822,6070317.264,1427877.528
53340.0,1337935.5823,6070317.264,1427877.528
53370.0,1337935.5824,6070317.2642,1427877.5281
53400.0,1337935.5825,6070317.2641,1427877.5281
53430.0,1337935.5823,6070317.2639,1427877.528
53460.0,1337935.5822,6070317.2637,1427877.5279
53490.0,1337935.5822,6070317.2636,1427877.5279
53520.0,1337935.5822,6070317.2635,1427877.5279
53550.0,1337935.5822,6070317.2635,1427877.5279
53580.0,1337935.5821,6070317.2634,1427877.5279
53610.0,1337935.5821,6070317.2634,1427877.5278
53640.0,1337935.582,6070317.2634,1427877.5278
53670.0,1337935.5821,6070317.2635,1427877.5279
53700.0,1337935.5821,6070317.2635,1427877.5279
53730.0,1337935.5821,6070317.2635,1427877.5279
53760.0,1337935.5821,6070317.2636,1427877.5279
53790.0,1337935.5821,6070317.2636,1427877.5279
53820.0,1337935.5821,6070317.2636,1427877.5279
53850.0,1337935.5821,6070317.2637,1427877.5279
53880.0,1337935.5821,6070317.2637,1427877.5279
53910.0,1337935.5822,6070317.2637,1427877.5279
53940.0,1337935.5822,6070317.2637,1427877.5279
53970.0,1337935.5823,6070317.2638,1427877.528
54000.0,1337935.5827,6070317.2639,1427877.5281
54030.0,1337935.5828,6070317.2639,1427877.5281
54060.0,1337935.5828,6070317.2639,1427877.5281
54090.0,1337935.5828,6070317.2639,1427877.5281
54120.0,1337935.5828,6070317.2639,1427877.5281
54210.0,1337935.5828,6070317.2639,1427877.5281
54240.0,1337935.5827,6070317.2639,1427877.5281
54270.0,1337935.5827,6070317.264,1427877.5281
54300.0,1337935.5827,6070317.264,1427877.5281
54330.0,1337935.5827,6070317.264,1427877.5281
54360.0,1337935.5827,6070317.264,1427877.5281
54390.0,1337935.5827,6070317.264,1427877.5281
54420.0,1337935.5826,6070317.264,1427877.5281
54450.0,1337935.5827,6070317.264,1427877.5281
54480.0,1337935.5827,6070317.264,1427877.5281
54510.0,1337935.5827,6070317.264,1427877.5281
54540.0,1337935.5827,6070317.264,1427877.5281
54570.0,1337935.5827,6070317.2641,1427877.5281
54600.0,1337935.583,6070317.2643,1427877.5282
54630.0,1337935.583,6070317.2644,1427877.5282
54660.0,1337935.583,6070317.2644,1427877.5282
54690.0,1337935.5831,6070317.2644,1427877.5282
54720.0,1337935.5831,6070317.2644,1427877.5282
54750.0,1337935.5831,6070317.2644,1427877.5282
54780.0,1337935.5831,6070317.2644,1427877.5282
54810.0,1337935.583,6070317.2644,1427877.5282
54840.0,1337935.583,6070317.2644,1427877.5282
54870.0,1337935.5831,6070317.2644,1427877.5282
54900.0,1337935.5832,6070317.2646,1427877.5283
54930.0,1337935.5832,6070317.2647,1427877.5283
54960.0,1337935.5831,6070317.2647,1427877.5283
54990.0,1337935.5831,6070317.2647,1427877.5283
55020.0,1337935.5831,6070317.2646,1427877.5283
55050.0,1337935.5831,6070317.2646,1427877.5283
55080.0,1337935.583,6070317.2646,1427877.5283
55110.0,1337935.583,6070317.2646,1427877.5283
55140.0,1337935.583,6070317.2646,1427877.5283
55170.0,1337935.5829,6070317.2646,1427877.5283
55200.0,1337935.5829,6070317.2647,1427877.5283
55230.0,1337935.583,6070317.2648,1427877.5283
55260.0,1337935.583,6070317.2648,1427877.5283
55290.0,1337935.583,6070317.2648,1427877.5283
55320.0,1337935.583,6070317.2648,1427877.5283
55350.0,1337935.583,6070317.2648,1427877.5283
55380.0,1337935.583,6070317.2648,1427877.5283
55410.0,1337935.583,6070317.2648,1427877.5283
55440.0,1337935.583,6070317.2648,1427877.5283
55470.0,1337935.583,6070317.2649,1427877.5283
55500.0,1337935.5833,6070317.2651,1427877.5284
55530.0,1337935.5835,6070317.2652,1427877.5285
55560.0,1337935.5836,6070317.2653,1427877.5285
55590.0,1337935.5836,6070317.2653,1427877.5285
55620.0,1337935.5836,6070317.2653,1427877.5285
55650.0,1337935.5836,6070317.2652,1427877.5285
55680.0,1337935.5836,6070317.2652,1427877.5285
55710.0,1337935.5836,6070317.2652,1427877.5285
55740.0,1337935.5835,6070317.2651,1427877.5285
55770.0,1337935.5833,6070317.2649,1427877.5284
55800.0,1337935.5837,6070317.2652,1427877.5286
55830.0,1337935.5834,6070317.2649,1427877.5285
55860.0,1337935.5832,6070317.2648,1427877.5284
55890.0,1337935.5833,6070317.2648,1427877.5284
55920.0,1337935.5833,6070317.2648,1427877.5284
55950.0,1337935.5833,6070317.2648,1427877.5284
55980.0,1337935.5833,6070317.2648,1427877.5284
56010.0,1337935.5834,6070317.2649,1427877.5285
56040.0,1337935.583,6070317.2645,1427877.5283
56070.0,1337935.5826,6070317.264,1427877.5282
56100.0,1337935.583,6070317.2645,1427877.5284
56130.0,1337935.5829,6070317.2645,1427877.5283
56160.0,1337935.5829,6070317.2645,1427877.5283
56190.0,1337935.5829,6070317.2645,1427877.5283
56220.0,1337935.5829,6070317.2645,1427877.5283
56250.0,1337935.5829,6070317.2645,1427877.5283
56280.0,1337935.5829,6070317.2645,1427877.5283
56310.0,1337935.5829,6070317.2645,1427877.5283
56340.0,1337935.583,6070317.2645,1427877.5283
56370.0,1337935.583,6070317.2645,1427877.5284
56400.0,1337935.5832,6070317.2646,1427877.5284
56430.0,1337935.5832,6070317.2646,1427877.5285
56460.0,1337935.5832,6070317.2646,1427877.5285
56490.0,1337935.5832,6070317.2646,1427877.5285
56520.0,1337935.5832,6070317.2646,1427877.5285
56550.0,1337935.5832,6070317.2646,1427877.5285
56580.0,1337935.5832,6070317.2646,1427877.5285
56610.0,1337935.5832,6070317.2647,1427877.5285
56640.0,1337935.5832,6070317.2646,1427877.5285
56670.0,1337935.5833,6070317.2646,1427877.5285
56700.0,1337935.5835,6070317.2643,1427877.5285
56730.0,1337935.5835,6070317.2644,1427877.5285
56760.0,1337935.5835,6070317.2644,1427877.5285
56790.0,1337935.5835,6070317.2644,1427877.5285
56820.0,1337935.5835,6070317.2644,1427877.5285
56850.0,1337935.5835,6070317.2644,1427877.5285
56880.0,1337935.5835,6070317.2644,1427877.5285
56910.0,1337935.5835,6070317.2644,1427877.5285
56940.0,1337935.5835,6070317.2644,1427877.5285
56970.0,1337935.5835,6070317.2644,1427877.5285
57000.0,1337935.5834,6070317.2644,1427877.5285
57030.0,1337935.5834,6070317.2644,1427877.5285
57060.0,1337935.5834,6070317.2644,1427877.5285
57090.0,1337935.5834,6070317.2644,1427877.5285
57120.0,1337935.5834,6070317.2643,1427877.5285
57150.0,1337935.5834,6070317.2643,1427877.5285
57180.0,1337935.5834,6070317.2643,1427877.5284
57210.0,1337935.5834,6070317.2643,1427877.5284
57240.0,1337935.5834,6070317.2642,1427877.5284
57270.0,1337935.5834,6070317.2641,1427877.5284
57300.0,1337935.5834,6070317.2641,1427877.5284
57330.0,1337935.5834,6070317.2641,1427877.5284
57360.0,1337935.5834,6070317.2641,1427877.5284
57390.0,1337935.5834,6070317.2641,1427877.5284
57420.0,1337935.5834,6070317.2641,1427877.5284
57450.0,1337935.5834,6070317.2641,1427877.5284
57480.0,1337935.5834,6070317.2641,1427877.5284
57510.0,1337935.5834,6070317.264,1427877.5284
57540.0,1337935.5834,6070317.264,1427877.5284
57570.0,1337935.5835,6070317.2639,1427877.5284
57600.0,1337935.5836,6070317.2635,1427877.5284
57630.0,1337935.5837,6070317.2634,1427877.5284
57660.0,1337935.5837,6070317.2634,1427877.5284
57690.0,1337935.5837,6070317.2634,1427877.5284
57720.0,1337935.5837,6070317.2634,1427877.5284
57750.0,1337935.5837,6070317.2633,1427877.5284
57780.0,1337935.5837,6070317.2633,1427877.5284
57810.0,1337935.5837,6070317.2632,1427877.5284
57840.0,1337935.5838,6070317.2631,1427877.5283
57870.0,1337935.5839,6070317.2627,1427877.5283
57900.0,1337935.5841,6070317.2624,1427877.5283
57930.0,1337935.5841,6070317.2622,1427877.5282
57960.0,1337935.5842,6070317.2621,1427877.5282
57990.0,1337935.5842,6070317.2621,1427877.5282
58020.0,1337935.5842,6070317.262,1427877.5282
58050.0,1337935.5842,6070317.262,1427877.5282
58080.0,1337935.5842,6070317.262,1427877.5282
58110.0,1337935.5842,6070317.262,1427877.5282
58140.0,1337935.5842,6070317.2619,1427877.5282
58170.0,1337935.5843,6070317.2616,1427877.5282
58200.0,1337935.5845,6070317.2612,1427877.5281
58230.0,1337935.5846,6070317.2611,1427877.5281
58260.0,1337935.5846,6070317.2611,1427877.5281
58290.0,1337935.5846,6070317.2611,1427877.5281
58320.0,1337935.5846,6070317.2611,1427877.5281
58350.0,1337935.5846,6070317.2611,1427877.5281
58380.0,1337935.5846,6070317.2611,1427877.5281
58410.0,1337935.5846,6070317.2611,1427877.5281
58440.0,1337935.5846,6070317.2611,1427877.5281
58470.0,1337935.5846,6070317.2612,1427877.5282
58500.0,1337935.5847,6070317.2609,1427877.5281
58530.0,1337935.5848,6070317.2607,1427877.5281
58560.0,1337935.5848,6070317.2607,1427877.5281
58590.0,1337935.5848,6070317.2607,1427877.5281
58620.0,1337935.5848,6070317.2607,1427877.5281
58650.0,1337935.5848,6070317.2607,1427877.5281
58680.0,1337935.5848,6070317.2607,1427877.5281
58710.0,1337935.5848,6070317.2607,1427877.5281
58740.0,1337935.5848,6070317.2607,1427877.5281
58770.0,1337935.5848,6070317.2607,1427877.5281
58800.0,1337935.5849,6070317.2605,1427877.5281
58830.0,1337935.5849,6070317.2604,1427877.5281
58860.0,1337935.5849,6070317.2604,1427877.5281
58890.0,1337935.5849,6070317.2604,1427877.5281
58920.0,1337935.5849,6070317.2604,1427877.5281
58950.0,1337935.5849,6070317.2604,1427877.5281
58980.0,1337935.5849,6070317.2603,1427877.5281
59010.0,1337935.5849,6070317.2603,1427877.5281
59040.0,1337935.5849,6070317.2602,1427877.5281
59070.0,1337935.585,6070317.2601,1427877.528
59100.0,1337935.5851,6070317.2598,1427877.528
59130.0,1337935.5851,6070317.2597,1427877.528
59160.0,1337935.5852,6070317.2597,1427877.528
59190.0,1337935.5852,6070317.2596,1427877.528
59220.0,1337935.5852,6070317.2596,1427877.528
59250.0,1337935.5852,6070317.2596,1427877.528
59280.0,1337935.5852,6070317.2596,1427877.528
59310.0,1337935.5852,6070317.2596,1427877.528
59340.0,1337935.5852,6070317.2595,1427877.528
59370.0,1337935.5853,6070317.2594,1427877.528
59400.0,1337935.5854,6070317.2591,1427877.528
59430.0,1337935.5855,6070317.2589,1427877.528
59460.0,1337935.5855,6070317.2589,1427877.5279
59490.0,1337935.5855,6070317.2589,1427877.5279
59520.0,1337935.5855,6070317.2589,1427877.5279
59550.0,1337935.5855,6070317.2589,1427877.5279
59580.0,1337935.5855,6070317.2589,1427877.5279
59610.0,1337935.5855,6070317.2589,1427877.5279
59640.0,1337935.5855,6070317.2589,1427877.528
59670.0,1337935.5855,6070317.2589,1427877.528
59700.0,1337935.5856,6070317.2588,1427877.528
59730.0,1337935.5856,6070317.2588,1427877.528
59760.0,1337935.5856,6070317.2588,1427877.528
59790.0,1337935.5856,6070317.2588,1427877.528
59820.0,1337935.5856,6070317.2587,1427877.528
59850.0,1337935.5856,6070317.2587,1427877.528
59880.0,1337935.5856,6070317.2587,1427877.528
59910.0,1337935.5856,6070317.2587,1427877.528
59940.0,1337935.5856,6070317.2587,1427877.528
59970.0,1337935.5856,6070317.2586,1427877.5279
60000.0,1337935.5855,6070317.2585,1427877.5279
60030.0,1337935.5855,6070317.2584,1427877.5279
60060.0,1337935.5855,6070317.2584,1427877.5279
60090.0,1337935.5855,6070317.2584,1427877.5279
60120.0,1337935.5855,6070317.2584,1427877.5279
60150.0,1337935.5855,6070317.2584,1427877.5279
60180.0,1337935.5855,6070317.2584,1427877.5279
60210.0,1337935.5855,6070317.2584,1427877.5279
60240.0,1337935.5855,6070317.2584,1427877.5279
60270.0,1337935.5856,6070317.2585,1427877.528
60300.0,1337935.5856,6070317.2584,1427877.528
60330.0,1337935.5856,6070317.2583,1427877.528
60360.0,1337935.5856,6070317.2583,1427877.5279
60390.0,1337935.5856,6070317.2583,1427877.528
60420.0,1337935.5856,6070317.2583,1427877.528
60450.0,1337935.5856,6070317.2583,1427877.528
60480.0,1337935.5856,6070317.2583,1427877.528
60510.0,1337935.5856,6070317.2582,1427877.5279
60540.0,1337935.5856,6070317.2581,1427877.5279
60570.0,1337935.5856,6070317.258,1427877.5279
60600.0,1337935.5858,6070317.2579,1427877.528
60630.0,1337935.5859,6070317.258,1427877.528
60660.0,1337935.5859,6070317.258,1427877.528
60690.0,1337935.5859,6070317.258,1427877.528
60720.0,1337935.5859,6070317.258,1427877.528
60750.0,1337935.5859,6070317.258,1427877.528
60780.0,1337935.5859,6070317.258,1427877.528
60810.0,1337935.5859,6070317.258,1427877.528
60840.0,1337935.5859,6070317.258,1427877.528
60870.0,1337935.586,6070317.258,1427877.5281
60900.0,1337935.5861,6070317.2579,1427877.5281
60930.0,1337935.5861,6070317.2578,1427877.5281
60960.0,1337935.5861,6070317.2578,1427877.5281
60990.0,1337935.5861,6070317.2577,1427877.5281
61020.0,1337935.5861,6070317.2577,1427877.5281
61050.0,1337935.5861,6070317.2577,1427877.5281
61080.0,1337935.5861,6070317.2577,1427877.5281
61110.0,1337935.586,6070317.2577,1427877.5281
61140.0,1337935.586,6070317.2577,1427877.5281
61170.0,1337935.586,6070317.2576,1427877.5281
61200.0,1337935.5859,6070317.2574,1427877.5281
61230.0,1337935.5859,6070317.2574,1427877.5281
61260.0,1337935.5859,6070317.2573,1427877.5281
61290.0,1337935.5859,6070317.2573,1427877.5281
61320.0,1337935.5859,6070317.2573,1427877.5281
61350.0,1337935.5859,6070317.2573,1427877.5281
61380.0,1337935.5859,6070317.2573,1427877.5281
61410.0,1337935.5859,6070317.2573,1427877.5281
61440.0,1337935.586,6070317.2573,1427877.5281
61470.0,1337935.586,6070317.2573,1427877.5281
61500.0,1337935.5861,6070317.2573,1427877.5281
61530.0,1337935.5861,6070317.2572,1427877.5281
61560.0,1337935.5861,6070317.2573,1427877.5281
61590.0,1337935.5861,6070317.2573,1427877.5281
61620.0,1337935.5862,6070317.2573,1427877.5281
61650.0,1337935.5862,6070317.2573,1427877.5281
61680.0,1337935.5862,6070317.2573,1427877.5281
61710.0,1337935.5862,6070317.2572,1427877.5281
61740.0,1337935.5862,6070317.2572,1427877.5281
61770.0,1337935.5862,6070317.2572,1427877.5281
61800.0,1337935.5863,6070317.2571,1427877.5281
61830.0,1337935.5863,6070317.257,1427877.5281
61860.0,1337935.5863,6070317.257,1427877.5281
61890.0,1337935.5863,6070317.257,1427877.5281
61920.0,1337935.5863,6070317.257,1427877.5281
61950.0,1337935.5863,6070317.257,1427877.5281
61980.0,1337935.5863,6070317.257,1427877.5281
62010.0,1337935.5863,6070317.257,1427877.5281
62040.0,1337935.5863,6070317.257,1427877.5281
62070.0,1337935.5864,6070317.257,1427877.5282
62100.0,1337935.5866,6070317.257,1427877.5282
62130.0,1337935.5866,6070317.257,1427877.5282
62160.0,1337935.5866,6070317.257,1427877.5282
62190.0,1337935.5867,6070317.257,1427877.5282
62220.0,1337935.5867,6070317.257,1427877.5282
62250.0,1337935.5867,6070317.257,1427877.5282
62280.0,1337935.5867,6070317.257,1427877.5282
62310.0,1337935.5867,6070317.257,1427877.5282
62340.0,1337935.5867,6070317.257,1427877.5282
62370.0,1337935.5867,6070317.257,1427877.5282
62400.0,1337935.5868,6070317.257,1427877.5282
62430.0,1337935.5868,6070317.257,1427877.5282
62460.0,1337935.5868,6070317.257,1427877.5282
62490.0,1337935.5868,6070317.257,1427877.5282
62520.0,1337935.5868,6070317.257,1427877.5282
62550.0,1337935.5868,6070317.257,1427877.5282
62580.0,1337935.5868,6070317.257,1427877.5282
62610.0,1337935.5868,6070317.257,1427877.5282
62640.0,1337935.5868,6070317.257,1427877.5282
62670.0,1337935.5869,6070317.257,1427877.5282
62700.0,1337935.5868,6070317.2567,1427877.5282
62730.0,1337935.5867,6070317.2567,1427877.5282
62760.0,1337935.5867,6070317.2567,1427877.5282
62790.0,1337935.5867,6070317.2566,1427877.5282
62820.0,1337935.5867,6070317.2566,1427877.5282
62850.0,1337935.5867,6070317.2566,1427877.5282
62880.0,1337935.5867,6070317.2566,1427877.5282
62910.0,1337935.5867,6070317.2566,1427877.5282
62940.0,1337935.5867,6070317.2566,1427877.5282
62970.0,1337935.5867,6070317.2566,1427877.5282
63000.0,1337935.5868,6070317.2566,1427877.5282
63030.0,1337935.5868,6070317.2566,1427877.5282
63060.0,1337935.5868,6070317.2566,1427877.5283
63090.0,1337935.5868,6070317.2566,1427877.5283
63120.0,1337935.5868,6070317.2566,1427877.5283
63150.0,1337935.5868,6070317.2566,1427877.5283
63180.0,1337935.5868,6070317.2566,1427877.5283
63210.0,1337935.5869,6070317.2566,1427877.5283
63240.0,1337935.5869,6070317.2566,1427877.5283
63270.0,1337935.5869,6070317.2566,1427877.5283
63300.0,1337935.5867,6070317.2565,1427877.5282
63330.0,1337935.5867,6070317.2565,1427877.5282
63360.0,1337935.5868,6070317.2565,1427877.5282
63390.0,1337935.5868,6070317.2565,1427877.5283
63420.0,1337935.5868,6070317.2565,1427877.5283
63450.0,1337935.5868,6070317.2565,1427877.5283
63480.0,1337935.5868,6070317.2565,1427877.5283
63510.0,1337935.5868,6070317.2565,1427877.5283
63540.0,1337935.5868,6070317.2565,1427877.5283
63570.0,1337935.5868,6070317.2565,1427877.5283
63600.0,1337935.5868,6070317.2564,1427877.5283
63630.0,1337935.5869,6070317.2564,1427877.5283
63660.0,1337935.5869,6070317.2564,1427877.5283
63690.0,1337935.5869,6070317.2564,1427877.5283
63720.0,1337935.5869,6070317.2564,1427877.5283
63750.0,1337935.5869,6070317.2564,1427877.5283
63780.0,1337935.5869,6070317.2564,1427877.5283
63810.0,1337935.5869,6070317.2564,1427877.5283
63840.0,1337935.5869,6070317.2564,1427877.5283
63870.0,1337935.587,6070317.2565,1427877.5283
63900.0,1337935.5871,6070317.2565,1427877.5283
63930.0,1337935.5871,6070317.2565,1427877.5283
63960.0,1337935.5871,6070317.2565,1427877.5283
63990.0,1337935.587,6070317.2565,1427877.5283
64020.0,1337935.587,6070317.2565,1427877.5283
64050.0,1337935.5871,6070317.2565,1427877.5283
64080.0,1337935.5871,6070317.2565,1427877.5283
64110.0,1337935.5871,6070317.2565,1427877.5283
64140.0,1337935.5871,6070317.2565,1427877.5283
64170.0,1337935.5871,6070317.2565,1427877.5283
64200.0,1337935.5872,6070317.2565,1427877.5283
64230.0,1337935.5872,6070317.2565,1427877.5283
64260.0,1337935.5872,6070317.2565,1427877.5283
64290.0,1337935.5872,6070317.2565,1427877.5283
64320.0,1337935.5872,6070317.2565,1427877.5283
64350.0,1337935.5872,6070317.2565,1427877.5283
64380.0,1337935.5872,6070317.2565,1427877.5283
64410.0,1337935.5872,6070317.2565,1427877.5284
64440.0,1337935.5872,6070317.2565,1427877.5284
64470.0,1337935.5872,6070317.2565,1427877.5284
64500.0,1337935.587,6070317.2565,1427877.5283
64530.0,1337935.587,6070317.2565,1427877.5283
64560.0,1337935.587,6070317.2565,1427877.5283
64590.0,1337935.587,6070317.2565,1427877.5283
64620.0,1337935.587,6070317.2565,1427877.5283
64650.0,1337935.587,6070317.2565,1427877.5283
64680.0,1337935.587,6070317.2565,1427877.5283
64710.0,1337935.587,6070317.2565,1427877.5283
64740.0,1337935.587,6070317.2565,1427877.5283
64770.0,1337935.5869,6070317.2564,1427877.5283
64800.0,1337935.5869,6070317.2564,1427877.5283
64830.0,1337935.5868,6070317.2563,1427877.5283
64860.0,1337935.5868,6070317.2563,1427877.5283
64890.0,1337935.5867,6070317.2563,1427877.5283
64920.0,1337935.5867,6070317.2563,1427877.5283
64950.0,1337935.5867,6070317.2563,1427877.5283
64980.0,1337935.5867,6070317.2563,1427877.5283
65010.0,1337935.5867,6070317.2563,1427877.5283
65040.0,1337935.5867,6070317.2563,1427877.5283
65070.0,1337935.5866,6070317.2562,1427877.5283
65100.0,1337935.5863,6070317.2561,1427877.5282
65130.0,1337935.5863,6070317.2561,1427877.5282
65160.0,1337935.5863,6070317.2561,1427877.5282
65190.0,1337935.5863,6070317.2561,1427877.5282
