SOD,sat,sigma_P2_before,sigma_P2_after,sigma_L2_before,sigma_L2_after,elevation_deg,residual_P2_mm,residual_L2_mm
1230.0,G26,569.4234,854.1350,18.9808,22.7769,31.79,1687.88,21.04
1230.0,G27,673.3471,1010.0207,22.4449,26.9339,26.46,-326.88,35.33
1230.0,G31,910.6877,1366.0315,30.3563,36.4275,19.23,1100.80,190.43
1260.0,G01,810.8836,1216.3254,27.0295,32.4353,21.71,-896.36,120.10
1260.0,G02,1338.7016,2008.0524,44.6234,53.5481,12.95,212.31,112.04
1260.0,G03,324.4056,486.6084,10.8135,12.9762,67.63,210.90,24.32
1260.0,G04,572.8186,859.2279,19.0940,22.9127,31.58,916.17,-60.68
1260.0,G07,1402.5033,2103.7549,46.7501,56.1001,12.35,517.63,382.43
1260.0,G08,828.9834,1243.4752,27.6328,33.1593,21.22,-120.54,132.63
1260.0,G16,328.1055,492.1582,10.9368,13.1242,66.11,22.46,152.93
1260.0,G26,572.7781,859.1671,19.0926,22.9111,31.59,1058.04,161.99
1260.0,G27,670.7882,1006.1823,22.3596,26.8315,26.57,374.00,175.69
1260.0,G31,916.2551,1374.3826,30.5418,36.6502,19.11,-2419.99,389.30
1290.0,G01,814.3995,1221.5992,27.1466,32.5760,21.62,-285.61,-213.30
1290.0,G02,1347.0309,2020.5464,44.9010,53.8812,12.87,-322.39,-214.51
1290.0,G03,324.1515,486.2272,10.8050,12.9661,67.74,-21.71,-252.22
1290.0,G04,570.5344,855.8015,19.0178,22.8214,31.72,556.82,-309.15
1290.0,G07,1394.7456,2092.1185,232.4576,278.9491,12.42,-7072.76,2495.98
1290.0,G08,823.9518,1235.9277,27.4651,32.9581,21.35,-338.08,-144.16
1290.0,G16,328.5326,492.7989,10.9511,13.1413,65.94,-57.91,-148.85
1290.0,G26,576.1788,864.2682,19.2060,23.0472,31.38,-113.16,-130.86
1290.0,G27,668.2514,1002.3771,22.2750,26.7301,26.68,500.99,-116.98
1290.0,G31,921.8754,1382.8130,30.7292,36.8750,18.99,-1892.54,-87.17
1320.0,G01,817.9443,1226.9164,27.2648,32.7178,21.52,686.39,-0.08
1320.0,G02,1355.4172,2033.1258,45.1806,54.2167,12.79,-466.18,-4.95
1320.0,G03,323.9056,485.8583,10.7969,12.9562,67.85,-127.54,-85.43
1320.0,G04,568.2649,852.3973,18.9422,22.7306,31.87,-755.31,-133.20
1320.0,G07,1387.1099,2080.6648,231.1850,277.4220,12.49,-1843.97,7.96
1320.0,G08,818.9699,1228.4549,27.2990,32.7588,21.49,1080.99,35.28
1320.0,G16,328.9688,493.4532,10.9656,13.1588,65.77,191.28,36.65
1320.0,G26,579.6264,869.4396,19.3209,23.1851,31.17,-172.99,52.57
1320.0,G27,665.7366,998.6049,22.1912,26.6295,26.78,-280.15,113.39
1320.0,G31,927.5491,1391.3237,30.9183,37.1020,18.87,2351.83,-24.19
1350.0,G01,821.5182,1232.2773,27.3839,32.8607,21.42,1065.01,243.91
1350.0,G02,1363.8603,2045.7905,45.4620,54.5544,12.71,-632.82,258.37
1350.0,G03,323.6679,485.5019,10.7889,12.9467,67.95,138.01,137.98
1350.0,G04,566.0101,849.0151,18.8670,22.6404,32.01,-294.03,69.07
1350.0,G07,1379.5932,2069.3898,229.9322,275.9186,12.56,-1388.83,268.97
1350.0,G08,814.0372,1221.0558,27.1346,32.5615,21.63,289.83,360.90
1350.0,G16,329.4141,494.1211,10.9805,13.1766,65.60,-275.03,247.69
1350.0,G26,583.1216,874.6825,19.4374,23.3249,30.96,-28.36,288.14
1350.0,G27,663.2436,994.8654,22.1081,26.5297,26.89,-458.11,349.19
1350.0,G31,933.2770,1399.9155,31.1092,37.3311,18.75,2484.80,220.02
1380.0,G01,825.1214,1237.6821,27.5040,33.0049,21.32,1030.93,-111.08
1380.0,G02,1372.3603,2058.5404,45.7453,54.8944,12.63,-982.50,-126.05
1380.0,G03,323.4385,485.1578,10.7813,12.9375,68.05,29.21,-242.02
1380.0,G04,563.7699,845.6549,18.7923,22.5508,32.15,47.54,-295.97
1380.0,G07,1372.1930,2058.2895,45.7398,54.8877,12.63,-700.75,-101.21
1380.0,G08,809.1532,1213.7298,26.9718,32.3661,21.76,-832.84,10.77
1380.0,G16,329.8684,494.8026,10.9956,13.1947,65.43,-633.70,-121.89
1380.0,G26,586.6655,879.9982,19.5555,23.4666,30.75,-349.11,-104.45
1380.0,G27,660.7723,991.1585,22.0257,26.4309,27.00,-1348.52,-72.05
1380.0,G31,939.0597,1408.5896,31.3020,37.5624,18.63,116.82,-114.28
1410.0,G01,828.7540,1243.1311,27.6251,33.1502,21.22,477.20,341.83
1410.0,G02,1380.9169,2071.3754,46.0306,55.2367,12.55,-454.13,284.15
1410.0,G03,323.2174,484.8260,10.7739,12.9287,68.15,736.01,199.50
1410.0,G04,561.5443,842.3164,18.7181,22.4618,32.29,484.62,208.61
1410.0,G07,1364.9066,2047.3600,45.4969,54.5963,12.70,1357.63,341.37
1410.0,G08,804.3173,1206.4760,26.8106,32.1727,21.90,2370.57,328.00
1410.0,G16,330.3320,495.4979,11.0111,13.2133,65.25,174.36,283.43
1410.0,G26,590.2587,885.3880,19.6753,23.6103,30.55,-169.09,287.42
1410.0,G27,658.3226,987.4839,21.9441,26.3329,27.11,-1117.35,290.22
1410.0,G31,944.8980,1417.3469,31.4966,37.7959,18.51,450.89,300.60
1440.0,G01,832.4163,1248.6244,27.7472,33.2967,21.12,-361.84,110.66
1440.0,G02,1389.5301,2084.2952,46.3177,55.5812,12.47,-773.96,61.80
1440.0,G03,323.0044,484.5066,10.7668,12.9202,68.25,384.65,-9.06
1440.0,G04,559.3331,838.9997,18.6444,22.3733,32.44,270.03,-6.67
1440.0,G07,1357.7316,2036.5973,45.2577,54.3093,12.77,1835.86,196.48
1440.0,G08,799.5291,1199.2936,26.6510,31.9812,22.04,1232.71,170.54
1440.0,G16,330.8047,496.2071,11.0268,13.2322,65.08,139.28,58.28
1440.0,G26,593.9022,890.8533,19.7967,23.7561,30.34,-292.73,36.44
1440.0,G27,655.8943,983.8414,21.8631,26.2358,27.22,-1327.38,30.16
1440.0,G31,950.7924,1426.1886,31.6931,38.0317,18.39,916.19,43.34
1470.0,G01,836.1084,1254.1625,27.8703,33.4443,21.03,-1221.27,-427.92
1470.0,G02,1398.1998,2097.2997,46.6067,55.9280,12.39,-1081.98,-455.13
1470.0,G03,322.7996,484.1994,10.7600,12.9120,68.34,-102.94,-482.39
1470.0,G04,557.1363,835.7044,18.5712,22.2855,32.58,-444.49,-474.80
1470.0,G07,1350.6653,2025.9980,45.0222,54.0266,12.83,2216.80,-245.63
1470.0,G08,794.7878,1192.1818,26.4929,31.7915,22.18,-158.60,-270.15
1470.0,G16,331.2867,496.9301,11.0429,13.2515,64.90,231.51,-432.15
1470.0,G26,597.5969,896.3954,19.9199,23.9039,30.13,-492.88,-467.48
1470.0,G27,653.4873,980.2309,21.7829,26.1395,27.33,-1516.22,-473.94
1500.0,G01,839.8304,1259.7456,27.9943,33.5932,20.93,188.76,539.95
1500.0,G02,1406.9257,2110.3885,46.8975,56.2770,12.31,-86.80,537.60
1500.0,G03,322.6029,483.9044,10.7534,12.9041,68.42,1178.09,511.99
1500.0,G04,554.9537,832.4306,18.4985,22.1981,32.72,588.06,531.12
1500.0,G07,1343.7055,2015.5582,44.7902,53.7482,12.90,2776.56,805.35
1500.0,G08,790.0932,1185.1397,26.3364,31.6037,22.32,975.37,685.46
1500.0,G16,331.7780,497.6670,11.0593,13.2711,64.72,641.62,585.22
1500.0,G26,601.3438,902.0157,20.0448,24.0538,29.93,212.34,536.33
1500.0,G27,651.1015,976.6522,21.7034,26.0441,27.44,312.50,464.91
1530.0,G01,843.5826,1265.3738,28.1194,33.7433,20.83,-149.36,-279.28
1530.0,G02,1415.7076,2123.5614,47.1903,56.6283,12.23,-830.86,-241.41
1530.0,G03,322.4144,483.6216,10.7471,12.8966,68.51,-115.90,-268.42
1530.0,G04,552.7853,829.1780,18.4262,22.1114,32.87,179.60,-254.78
1530.0,G07,1336.8498,2005.2746,44.5617,53.4740,12.97,1078.92,-9.18
1530.0,G08,785.4445,1178.1668,26.1815,31.4178,22.45,7.00,-143.88
1530.0,G16,332.2786,498.4180,11.0760,13.2911,64.54,-611.80,-188.56
1530.0,G26,605.1438,907.7157,20.1715,24.2058,29.72,-759.47,-240.80
1530.0,G27,648.7367,973.1050,21.6246,25.9495,27.54,565.38,-344.37
1560.0,G01,847.3650,1271.0476,28.2455,33.8946,20.73,-539.79,-29.02
1560.0,G02,1424.5454,2136.8181,47.4848,56.9818,12.16,-511.09,-62.48
1560.0,G03,322.2340,483.3509,10.7411,12.8894,68.59,10.42,8.94
1560.0,G04,550.6311,825.9466,18.3544,22.0252,33.01,-22.74,21.14
1560.0,G07,1330.0959,1995.1438,44.3365,53.2038,13.04,-486.84,51.12
1560.0,G08,780.8414,1171.2621,26.0280,31.2337,22.59,-299.25,123.32
1560.0,G16,332.7887,499.1830,11.0930,13.3115,64.35,133.48,89.68
1560.0,G26,608.9979,913.4969,20.2999,24.3599,29.51,-597.81,30.62
1560.0,G27,646.3928,969.5892,21.5464,25.8557,27.65,169.28,27.48
1590.0,G01,851.1780,1276.7671,28.3726,34.0471,20.64,-606.67,-193.73
1590.0,G02,1433.4388,2150.1582,47.7813,57.3376,12.08,-518.26,-206.12
1590.0,G03,322.0616,483.0924,10.7354,12.8825,68.67,199.21,-195.90
1590.0,G04,548.4908,822.7362,18.2830,21.9396,33.16,-348.23,-187.55
1590.0,G07,1323.4416,1985.1624,44.1147,52.9377,13.10,-1642.46,-121.59
1590.0,G08,776.2833,1164.4250,25.8761,31.0513,22.73,-165.45,-92.23
1590.0,G16,333.3082,499.9623,11.1103,13.3323,64.17,32.65,-80.37
1590.0,G26,612.9072,919.3608,20.4302,24.5163,29.31,-882.51,-189.96
1590.0,G27,644.0697,966.1045,21.4690,25.7628,27.76,-44.47,-186.46
1620.0,G01,855.0217,1282.5325,28.5007,34.2009,20.54,369.90,145.10
1620.0,G02,1442.3877,2163.5815,48.0796,57.6955,12.00,59.52,130.64
1620.0,G03,321.8974,482.8460,10.7299,12.8759,68.74,115.71,130.79
1620.0,G04,546.3645,819.5467,18.2121,21.8546,33.30,612.04,136.06
1620.0,G07,1316.8849,1975.3273,43.8962,52.6754,13.17,-2544.81,191.42
1620.0,G08,771.7698,1157.6546,25.7257,30.8708,22.87,-435.18,190.05
1620.0,G16,333.8372,500.7557,11.1279,13.3535,63.98,200.47,286.76
1620.0,G26,616.8726,925.3089,20.5624,24.6749,29.10,-203.41,112.22
1620.0,G27,641.7672,962.6508,21.3922,25.6707,27.87,1359.49,163.34
1650.0,G01,858.8962,1288.3443,28.6299,34.3558,20.44,674.80,-150.10
1650.0,G02,1451.3916,2177.0874,48.3797,58.0557,11.93,448.94,-141.19
1650.0,G03,321.7412,482.6117,10.7247,12.8696,68.82,-308.05,-164.78
1650.0,G04,544.2520,816.3780,18.1417,21.7701,33.45,710.46,-160.68
1650.0,G07,1310.4235,1965.6353,43.6808,52.4169,13.23,-1412.85,-183.06
1650.0,G08,767.3002,1150.9504,25.5767,30.6920,23.02,-1303.95,-215.96
1650.0,G16,334.3757,501.5635,11.1459,13.3750,63.79,13.86,-20.30
1650.0,G26,620.8952,931.3428,20.6965,24.8358,28.89,-5.14,-200.30
1650.0,G27,639.4853,959.2279,21.3162,25.5794,27.98,853.46,-91.80
1680.0,G01,862.8017,1294.2025,28.7601,34.5121,20.35,1158.28,29.60
1680.0,G02,1460.4503,2190.6754,48.6817,58.4180,11.85,829.33,53.66
1680.0,G03,321.5930,482.3895,10.7198,12.8637,68.88,297.90,-18.54
1680.0,G04,542.1533,813.2300,18.0718,21.6861,33.60,363.59,36.89
1680.0,G07,1304.0555,1956.0833,43.4685,52.1622,13.30,-549.17,-14.41
1680.0,G08,762.8743,1144.3115,25.4291,30.5150,23.16,-656.85,-51.56
1680.0,G16,334.9238,502.3857,11.1641,13.3970,63.60,135.58,67.58
1680.0,G26,624.9762,937.4643,20.8325,24.9990,28.69,307.82,-8.86
1680.0,G27,637.2237,955.8356,21.2408,25.4889,28.09,470.41,112.84
1710.0,G01,866.7383,1300.1075,28.8913,34.6695,20.25,131.69,210.33
1710.0,G02,1469.5634,2204.3451,48.9854,58.7825,11.78,311.65,326.04
1710.0,G03,321.4528,482.1793,10.7151,12.8581,68.95,272.50,195.29
1710.0,G04,540.0684,810.1025,18.0023,21.6027,33.74,-840.45,218.34
1710.0,G07,1297.7789,1946.6684,43.2593,51.9112,13.37,-1472.33,222.92
1710.0,G08,758.4914,1137.7372,25.2830,30.3397,23.30,1005.29,146.00
1710.0,G16,335.4816,503.2224,11.1827,13.4193,63.41,68.32,283.46
1710.0,G26,629.1166,943.6749,20.9706,25.1647,28.48,794.08,192.50
1710.0,G27,634.9824,952.4737,21.1661,25.3993,28.19,951.36,353.73
1740.0,G01,870.7063,1306.0595,29.0235,34.8283,20.15,-1349.78,-471.31
1740.0,G02,1478.7307,2218.0960,49.2910,59.1492,11.71,-1317.90,-383.86
1740.0,G03,321.3207,481.9811,10.7107,12.8528,69.01,-849.70,-496.45
1740.0,G04,537.9970,806.9955,17.9332,21.5199,33.89,-1628.12,-543.04
1740.0,G07,1291.5918,1937.3877,43.0531,51.6637,13.43,-1150.96,-460.60
1740.0,G08,754.1512,1131.2268,25.1384,30.1660,23.44,1558.60,-569.97
1740.0,G16,336.0491,504.0736,11.2016,13.4420,63.22,-491.75,-403.90
1740.0,G26,633.3177,949.9765,21.1106,25.3327,28.27,-465.60,-500.77
1740.0,G27,632.7613,949.1420,21.0920,25.3105,28.30,-553.33,-293.35
1770.0,G01,874.7059,1312.0588,29.1569,34.9882,20.06,243.04,657.48
1770.0,G02,1487.9517,2231.9276,49.5984,59.5181,11.63,-66.81,656.52
1770.0,G03,321.1966,481.7948,10.7066,12.8479,69.07,628.86,590.56
1770.0,G04,535.9392,803.9087,17.8646,21.4376,34.04,-29.02,525.63
1770.0,G07,1285.4923,1928.2385,42.8497,51.4197,13.50,83.41,677.00
1770.0,G08,749.8531,1124.7797,24.9951,29.9941,23.58,2556.50,715.64
1770.0,G16,336.6263,504.9395,11.2209,13.4651,63.02,631.95,706.15
1770.0,G26,637.5805,956.3708,21.2527,25.5032,28.07,233.19,592.48
1770.0,G27,630.5602,945.8403,21.0187,25.2224,28.41,13.86,861.72
1800.0,G01,878.7371,1318.1056,29.2912,35.1495,19.96,-136.79,-71.88
1800.0,G02,1497.2261,2245.8391,49.9075,59.8890,11.56,-742.44,-108.75
1800.0,G03,321.0804,481.6206,10.7027,12.8432,69.12,199.13,-175.47
1800.0,G04,533.8948,800.8422,17.7965,21.3558,34.19,25.16,-271.54
1800.0,G07,1279.4786,1919.2179,42.6493,51.1791,13.56,178.41,-61.62
1800.0,G08,745.5967,1118.3951,24.8532,29.8239,23.73,1987.86,-51.90
1800.0,G09,1467.9807,2201.9710,244.6634,293.5961,11.79,-4374.15,2566.23
1800.0,G16,337.2134,505.8201,11.2404,13.4885,62.83,-136.43,-36.40
1800.0,G26,641.9064,962.8595,21.3969,25.6763,27.86,-839.39,-166.96
1800.0,G27,628.3790,942.5685,20.9460,25.1352,28.52,-1621.50,58.42
1830.0,G01,882.8002,1324.2002,29.4267,35.3120,19.87,-341.19,-290.50
1830.0,G02,1506.5533,2259.8300,50.2184,60.2621,11.49,-937.92,-294.28
1830.0,G03,320.9722,481.4583,10.6991,12.8389,69.17,-239.15,-368.56
1830.0,G04,531.8638,797.7957,17.7288,21.2746,34.34,-141.82,-438.96
1830.0,G07,1273.5489,1910.3233,42.4516,50.9420,13.62,-681.36,-207.64
1830.0,G08,741.3816,1112.0724,24.7127,29.6553,23.87,982.04,-200.53
1830.0,G09,1450.7503,2176.1255,241.7917,290.1501,11.93,-851.80,-291.09
1830.0,G16,337.8104,506.7156,11.2603,13.5124,62.63,45.17,-238.16
1830.0,G26,646.2965,969.4447,21.5432,25.8519,27.66,-602.31,-370.58
1830.0,G27,626.2176,939.3264,20.8739,25.0487,28.62,-2039.77,-302.53
1860.0,G01,886.8953,1330.3429,29.5632,35.4758,19.77,250.55,100.96
1860.0,G02,1515.9331,2273.8996,50.5311,60.6373,11.41,741.89,-3314.76
1860.0,G03,320.8719,481.3079,10.6957,12.8349,69.22,-99.53,35.06
1860.0,G04,529.8461,794.7691,17.6615,21.1938,34.49,100.46,-4.29
1860.0,G07,1267.7014,1901.5521,42.2567,50.7081,13.69,-340.79,148.38
1860.0,G08,737.2072,1105.8109,24.5736,29.4883,24.01,1039.27,329.04
1860.0,G09,1433.8770,2150.8156,238.9795,286.7754,12.08,-783.85,118.21
1860.0,G16,338.4173,507.6259,11.2806,13.5367,62.43,-27.23,182.28
1860.0,G26,650.7521,976.1282,21.6917,26.0301,27.45,395.39,-36.07
1860.0,G27,624.0759,936.1138,20.8025,24.9630,28.73,-513.26,60.32
1890.0,G01,891.0226,1336.5339,29.7008,35.6409,19.68,-301.01,165.91
1890.0,G02,1525.3647,2288.0471,50.8455,61.0146,11.34,292.73,-2422.33
1890.0,G03,320.7796,481.1694,10.6927,12.8312,69.26,144.94,116.33
1890.0,G04,527.8416,791.7624,17.5947,21.1137,34.64,11.06,125.15
1890.0,G07,1261.9346,1892.9018,42.0645,50.4774,13.75,1125.32,187.16
1890.0,G08,733.0733,1099.6099,24.4358,29.3229,24.16,740.58,360.04
1890.0,G09,1417.3501,2126.0251,47.2450,56.6940,12.22,279.39,157.38
1890.0,G16,339.0341,508.5512,11.3011,13.5614,62.24,-218.75,254.96
1890.0,G26,655.2747,982.9120,21.8425,26.2110,27.25,772.14,93.64
1890.0,G27,621.9537,932.9306,20.7318,24.8781,28.84,-304.20,163.05
1920.0,G01,895.1823,1342.7734,29.8394,35.8073,19.58,-118.42,241.21
1920.0,G02,1534.8479,2302.2718,51.1616,61.3939,11.27,-276.76,-1934.50
1920.0,G03,320.6952,481.0428,10.6898,12.8278,69.30,381.54,198.99
1920.0,G04,525.8503,788.7754,17.5283,21.0340,34.79,456.73,207.53
1920.0,G07,1256.2467,1884.3700,41.8749,50.2499,13.82,126.02,352.27
1920.0,G09,1401.1592,2101.7388,46.7053,56.0464,12.36,-40.99,218.31
1920.0,G16,339.6611,509.4916,11.3220,13.5864,62.03,254.70,330.14
1920.0,G26,659.8654,989.7982,21.9955,26.3946,27.04,619.29,180.05
1920.0,G27,619.8510,929.7764,20.6617,24.7940,28.95,-69.13,256.09
1950.0,G01,899.3745,1349.0617,29.9791,35.9750,19.49,771.77,126.60
1950.0,G03,320.6187,480.9280,10.6873,12.8247,69.34,99.53,109.36
1950.0,G04,523.8720,785.8080,17.4624,20.9549,34.94,330.99,99.25
1950.0,G07,1250.6362,1875.9542,41.6879,50.0254,13.88,-494.60,248.11
1950.0,G09,1385.2945,2077.9418,46.1765,55.4118,12.51,-148.63,87.79
1950.0,G16,340.2981,510.4472,11.3433,13.6119,61.83,475.76,218.67
1950.0,G26,664.5258,996.7887,22.1509,26.5810,26.84,-170.05,31.34
1950.0,G27,617.7675,926.6513,20.5923,24.7107,29.05,466.00,103.24
1980.0,G01,903.5994,1355.3991,30.1200,36.1440,19.39,-29.78,-431.39
1980.0,G03,320.5501,480.8251,10.6850,12.8220,69.37,-471.47,-480.24
1980.0,G04,521.9068,782.8601,17.3969,20.8763,35.09,-101.40,-484.69
1980.0,G07,1245.1014,1867.6521,41.5034,49.8041,13.94,-1391.92,-395.65
1980.0,G09,1369.7465,2054.6198,45.6582,54.7899,12.65,-409.38,-512.89
1980.0,G16,340.9454,511.4180,11.3648,13.6378,61.63,-319.20,-346.32
1980.0,G26,669.2573,1003.8859,22.3086,26.7703,26.63,-1022.47,-571.25
1980.0,G27,615.7033,923.5549,20.5234,24.6281,29.16,-401.39,-413.22
2010.0,G01,907.8571,1361.7857,30.2619,36.3143,19.30,19.22,239.71
2010.0,G03,320.4894,480.7341,10.6830,12.8196,69.40,259.61,170.45
2010.0,G04,519.9544,779.9316,17.3318,20.7982,35.24,725.44,224.36
2010.0,G07,1239.6409,1859.4614,41.3214,49.5856,14.00,-563.33,223.73
2010.0,G09,1354.5061,2031.7592,45.1502,54.1802,12.80,911.94,132.44
2010.0,G16,341.6028,512.4043,11.3868,13.6641,61.43,325.14,312.43
2010.0,G26,674.0613,1011.0919,22.4687,26.9625,26.43,-251.73,74.79
2010.0,G27,613.6581,920.4872,20.4553,24.5463,29.27,769.39,232.42
2040.0,G01,912.1479,1368.2219,30.4049,36.4859,19.20,-198.43,168.53
2040.0,G03,320.4366,480.6549,10.6812,12.8175,69.43,158.00,116.87
2040.0,G04,518.0149,777.0224,17.2672,20.7206,35.39,663.23,205.60
2040.0,G07,1234.2532,1851.3799,41.1418,49.3701,14.07,-2253.34,127.11
2040.0,G09,1339.5646,2009.3469,44.6522,53.5826,12.94,1065.41,89.71
2040.0,G16,342.2706,513.4059,11.4090,13.6908,61.22,27.63,267.19
2040.0,G26,678.9393,1018.4089,22.6313,27.1576,26.22,-206.75,21.63
2040.0,G27,611.6319,917.4479,20.3877,24.4653,29.37,110.60,224.88
2070.0,G01,916.4719,1374.7078,30.5491,36.6589,19.11,-419.53,-266.18
2070.0,G03,320.3916,480.5875,10.6797,12.8157,69.45,-508.86,-181.49
2070.0,G04,516.0882,774.1323,17.2029,20.6435,35.54,262.11,-98.38
2070.0,G07,1228.9369,1843.4054,40.9646,49.1575,14.13,-2342.88,-322.26
2070.0,G09,1324.9134,1987.3701,44.1638,52.9965,13.09,-591.85,-255.42
2070.0,G16,342.9488,514.4232,11.4316,13.7180,61.02,-24.38,-103.56
2070.0,G26,683.8929,1025.8394,22.7964,27.3557,26.02,-938.88,-230.73
2070.0,G27,609.6246,914.4369,20.3208,24.3850,29.48,-714.12,-119.71
2100.0,G01,920.8292,1381.2438,30.6943,36.8332,19.01,-268.74,88.53
2100.0,G03,320.3546,480.5319,10.6785,12.8142,69.47,13.15,79.52
2100.0,G04,514.1742,771.2613,17.1391,20.5670,35.69,290.65,238.43
2100.0,G07,1223.6905,1835.5358,40.7897,48.9476,14.19,-1267.09,-50.44
2100.0,G09,1310.5445,1965.8168,43.6848,52.4218,13.23,-565.16,22.81
2100.0,G16,343.6374,515.4561,11.4546,13.7455,60.81,163.07,198.16
2100.0,G26,688.9238,1033.3857,22.9641,27.5570,25.81,-1156.00,38.79
2100.0,G27,607.6361,911.4541,20.2545,24.3054,29.59,-651.13,132.27
2130.0,G01,925.2200,1387.8300,30.8407,37.0088,18.92,-576.14,-103.12
2130.0,G03,320.3254,480.4880,10.6775,12.8130,69.48,-43.36,-157.04
2130.0,G04,512.2728,768.4093,17.0758,20.4909,35.85,-985.19,33.67
2130.0,G07,1218.5127,1827.7690,40.6171,48.7405,14.25,-437.69,-324.34
2130.0,G09,1296.4501,1944.6751,43.2150,51.8580,13.38,-664.63,-169.61
2130.0,G16,344.3365,516.5048,11.4779,13.7735,60.60,-438.71,-20.53
2130.0,G26,694.0335,1041.0502,23.1344,27.7613,25.61,-1419.65,-199.23
2130.0,G27,605.6661,908.4992,20.1889,24.2266,29.69,-265.83,-132.62
2160.0,G01,929.6445,1394.4667,30.9881,37.1858,18.83,-1192.16,1.37
2160.0,G02,1612.4929,2418.7394,268.7488,322.4986,10.72,-5696.95,2556.22
2160.0,G03,320.3040,480.4560,10.6768,12.8122,69.49,-303.66,-49.79
2160.0,G04,510.3840,765.5760,17.0128,20.4154,36.00,-1075.19,-14.54
2160.0,G07,1213.4020,1820.1030,40.4467,48.5361,14.31,-389.94,-100.79
2160.0,G09,1282.6225,1923.9338,42.7541,51.3049,13.53,-100.60,-98.12
2160.0,G16,345.0462,517.5693,11.5015,13.8018,60.39,221.63,9.59
2160.0,G26,699.2238,1048.8356,23.3075,27.9690,25.41,-445.75,-148.12
2160.0,G27,603.7147,905.5721,20.1238,24.1486,29.80,548.42,-98.57
2190.0,G01,934.1027,1401.1541,31.1368,37.3641,18.73,-1763.35,-230.09
2190.0,G02,1622.4106,2433.6159,270.4018,324.4821,10.66,111.87,-232.79
2190.0,G03,320.2905,480.4357,10.6763,12.8116,69.50,-561.71,-361.04
2190.0,G04,508.5077,762.7615,16.9503,20.3403,36.15,-681.83,-237.21
2190.0,G07,1208.3573,1812.5359,40.2786,48.3343,14.38,799.59,-308.14
2190.0,G09,1269.0546,1903.5819,42.3018,50.7622,13.67,-202.32,-356.64
2190.0,G16,345.7666,518.6499,11.5256,13.8307,60.19,549.41,-234.69
2190.0,G26,704.4964,1056.7445,23.4832,28.1799,25.20,-19.82,-439.40
2190.0,G27,601.7818,902.6726,20.0594,24.0713,29.90,149.19,-324.03
2220.0,G01,938.5950,1407.8925,31.2865,37.5438,18.64,-648.59,183.46
2220.0,G02,1632.3729,2448.5593,272.0621,326.4746,10.59,510.93,200.68
2220.0,G03,320.2848,480.4272,10.6762,12.8114,69.50,661.29,46.27
2220.0,G04,506.6438,759.9657,16.8881,20.2658,36.31,299.95,178.02
2220.0,G07,1203.3772,1805.0657,40.1126,48.1351,14.44,-578.15,201.36
2220.0,G09,1255.7393,1883.6089,41.8580,50.2296,13.82,283.23,91.05
2220.0,G16,346.4977,519.7465,11.5499,13.8599,59.97,883.90,214.52
2220.0,G26,709.8531,1064.7796,23.6618,28.3941,25.00,457.96,50.06
2220.0,G27,599.8671,899.8007,19.9956,23.9947,30.01,155.78,191.75
2250.0,G01,943.1214,1414.6821,31.4374,37.7249,18.55,899.66,156.14
2250.0,G02,1642.3788,2463.5682,54.7460,65.6952,10.52,884.12,175.30
2250.0,G03,320.2870,480.4305,10.6762,12.8115,69.50,653.04,62.72
2250.0,G04,504.7922,757.1883,16.8264,20.1917,36.46,-131.45,169.73
2250.0,G07,1198.4604,1797.6906,39.9487,47.9384,14.50,115.46,171.86
2250.0,G08,686.4612,1029.6918,114.4102,137.2922,25.91,-5781.75,2558.61
2250.0,G09,1242.6698,1864.0047,41.4223,49.7068,13.97,621.85,105.58
2250.0,G16,347.2395,520.8593,11.5747,13.8896,59.76,235.73,234.10
2250.0,G26,715.2958,1072.9437,23.8432,28.6118,24.80,863.43,114.46
2250.0,G27,597.9707,896.9560,19.9324,23.9188,30.11,196.45,212.41
2280.0,G01,947.6820,1421.5230,31.5894,37.9073,18.46,1071.74,36.28
2280.0,G02,1652.4274,2478.6411,55.0809,66.0971,10.46,555.59,9.76
2280.0,G03,320.2970,480.4455,10.6766,12.8119,69.49,-250.46,-18.14
2280.0,G04,502.9529,754.4294,16.7651,20.1181,36.62,-974.11,0.67
2280.0,G07,1193.6058,1790.4087,39.7869,47.7442,14.56,-592.76,37.99
2280.0,G08,682.8144,1024.2216,113.8024,136.5629,26.06,370.10,-7.14
2280.0,G09,1229.8397,1844.7596,40.9947,49.1936,14.12,-1536.93,-18.04
2280.0,G16,347.9923,521.9885,11.5997,13.9197,59.55,-241.28,83.06
2280.0,G26,720.8263,1081.2395,24.0275,28.8331,24.59,1387.10,53.43
2280.0,G27,596.0923,894.1385,19.8697,23.8437,30.22,251.11,77.01
2310.0,G01,952.2771,1428.4156,31.7426,38.0911,18.36,942.18,425.48
2310.0,G02,1662.5177,2493.7766,55.4173,66.5007,10.40,741.91,380.04
2310.0,G03,320.3148,480.4722,10.6772,12.8126,69.48,109.77,364.34
2310.0,G04,501.1258,751.6888,16.7042,20.0450,36.77,-6.21,346.68
2310.0,G07,1188.8122,1783.2183,39.6271,47.5525,14.62,982.66,357.13
2310.0,G08,679.2023,1018.8035,113.2004,135.8405,26.21,1351.75,362.16
2310.0,G09,1217.2427,1825.8641,40.5748,48.6897,14.27,-1880.88,369.35
2310.0,G16,348.7560,523.1340,11.6252,13.9502,59.34,357.96,437.80
