epoch,sat,sys,sigma_N1_m,range_100,corr_frac,frac_std,selected,reason
377,E25,E,0.052,2.618,0.1349,0.0648,0,unstable
377,SUMMARY,,,,,,1,"GPS=0,GAL=2"
378,E25,E,0.052,2.58,0.1331,0.0669,0,unstable
378,SUMMARY,,,,,,0,"GPS=0,GAL=1"
379,E25,E,0.051,2.473,0.1213,0.0678,0,unstable
379,SUMMARY,,,,,,0,"GPS=0,GAL=1"
380,E25,E,0.051,2.473,0.112,0.0684,0,unstable
380,SUMMARY,,,,,,0,"GPS=0,GAL=1"
381,E25,E,0.051,2.638,0.102,0.067,0,unstable
381,SUMMARY,,,,,,0,"GPS=0,GAL=1"
382,E25,E,0.051,2.638,0.1019,0.0637,0,unstable
382,SUMMARY,,,,,,0,"GPS=0,GAL=1"
383,E25,E,0.051,2.727,0.0937,0.058,0,unstable
383,SUMMARY,,,,,,0,"GPS=0,GAL=1"
384,E25,E,0.051,2.727,0.0964,0.0523,0,unstable
384,SUMMARY,,,,,,0,"GPS=0,GAL=1"
385,E25,E,0.05,2.727,0.0427,0.0452,0,unstable
385,SUMMARY,,,,,,0,"GPS=0,GAL=1"
386,E25,E,0.05,2.727,0.0398,0.0397,0,res_thresh
386,SUMMARY,,,,,,0,"GPS=0,GAL=1"
387,E25,E,0.05,2.727,0.0326,0.0393,0,res_thresh
387,SUMMARY,,,,,,0,"GPS=0,GAL=1"
388,E25,E,0.05,2.727,0.0276,0.0383,1,ok
388,SUMMARY,,,,,,1,"GPS=0,GAL=2"
389,SUMMARY,,,,,,0,"GPS=0,GAL=2"
390,SUMMARY,,,,,,0,"GPS=0,GAL=2"
391,SUMMARY,,,,,,0,"GPS=0,GAL=2"
392,SUMMARY,,,,,,0,"GPS=0,GAL=2"
393,SUMMARY,,,,,,0,"GPS=0,GAL=2"
394,SUMMARY,,,,,,0,"GPS=0,GAL=2"
395,SUMMARY,,,,,,0,"GPS=0,GAL=2"
396,SUMMARY,,,,,,0,"GPS=0,GAL=2"
397,SUMMARY,,,,,,0,"GPS=0,GAL=2"
398,SUMMARY,,,,,,0,"GPS=0,GAL=2"
399,SUMMARY,,,,,,0,"GPS=0,GAL=2"
400,SUMMARY,,,,,,0,"GPS=0,GAL=2"
401,SUMMARY,,,,,,0,"GPS=0,GAL=2"
402,SUMMARY,,,,,,0,"GPS=0,GAL=2"
403,SUMMARY,,,,,,0,"GPS=0,GAL=2"
404,SUMMARY,,,,,,0,"GPS=0,GAL=2"
405,SUMMARY,,,,,,0,"GPS=0,GAL=2"
406,SUMMARY,,,,,,0,"GPS=0,GAL=2"
407,SUMMARY,,,,,,0,"GPS=0,GAL=2"
408,SUMMARY,,,,,,0,"GPS=0,GAL=2"
409,SUMMARY,,,,,,0,"GPS=0,GAL=2"
410,SUMMARY,,,,,,0,"GPS=0,GAL=2"
411,SUMMARY,,,,,,0,"GPS=0,GAL=2"
412,SUMMARY,,,,,,0,"GPS=0,GAL=2"
413,SUMMARY,,,,,,0,"GPS=0,GAL=2"
414,SUMMARY,,,,,,0,"GPS=0,GAL=2"
415,SUMMARY,,,,,,0,"GPS=0,GAL=2"
416,SUMMARY,,,,,,0,"GPS=0,GAL=2"
417,SUMMARY,,,,,,0,"GPS=0,GAL=2"
418,SUMMARY,,,,,,0,"GPS=0,GAL=2"
419,SUMMARY,,,,,,0,"GPS=0,GAL=2"
420,SUMMARY,,,,,,0,"GPS=0,GAL=2"
421,SUMMARY,,,,,,0,"GPS=0,GAL=2"
422,SUMMARY,,,,,,0,"GPS=0,GAL=2"
423,SUMMARY,,,,,,0,"GPS=0,GAL=2"
424,SUMMARY,,,,,,0,"GPS=0,GAL=2"
425,SUMMARY,,,,,,0,"GPS=0,GAL=2"
426,SUMMARY,,,,,,0,"GPS=0,GAL=2"
427,SUMMARY,,,,,,0,"GPS=0,GAL=2"
428,SUMMARY,,,,,,0,"GPS=0,GAL=2"
429,SUMMARY,,,,,,0,"GPS=0,GAL=2"
430,SUMMARY,,,,,,0,"GPS=0,GAL=2"
431,SUMMARY,,,,,,0,"GPS=0,GAL=2"
432,SUMMARY,,,,,,0,"GPS=0,GAL=2"
433,SUMMARY,,,,,,0,"GPS=0,GAL=2"
434,SUMMARY,,,,,,0,"GPS=0,GAL=2"
435,SUMMARY,,,,,,0,"GPS=0,GAL=2"
436,SUMMARY,,,,,,0,"GPS=0,GAL=2"
437,SUMMARY,,,,,,0,"GPS=0,GAL=2"
438,SUMMARY,,,,,,0,"GPS=0,GAL=2"
439,SUMMARY,,,,,,0,"GPS=0,GAL=2"
440,SUMMARY,,,,,,0,"GPS=0,GAL=2"
441,SUMMARY,,,,,,0,"GPS=0,GAL=2"
442,SUMMARY,,,,,,0,"GPS=0,GAL=2"
443,SUMMARY,,,,,,0,"GPS=0,GAL=2"
444,SUMMARY,,,,,,0,"GPS=0,GAL=2"
445,SUMMARY,,,,,,0,"GPS=0,GAL=2"
446,SUMMARY,,,,,,0,"GPS=0,GAL=2"
447,SUMMARY,,,,,,0,"GPS=0,GAL=2"
448,SUMMARY,,,,,,0,"GPS=0,GAL=2"
449,SUMMARY,,,,,,0,"GPS=0,GAL=2"
450,SUMMARY,,,,,,0,"GPS=0,GAL=2"
451,SUMMARY,,,,,,0,"GPS=0,GAL=2"
452,SUMMARY,,,,,,0,"GPS=0,GAL=2"
453,SUMMARY,,,,,,0,"GPS=0,GAL=2"
454,SUMMARY,,,,,,0,"GPS=0,GAL=2"
455,SUMMARY,,,,,,0,"GPS=0,GAL=2"
456,SUMMARY,,,,,,0,"GPS=0,GAL=2"
457,SUMMARY,,,,,,0,"GPS=0,GAL=2"
458,SUMMARY,,,,,,0,"GPS=0,GAL=2"
459,SUMMARY,,,,,,0,"GPS=0,GAL=2"
460,SUMMARY,,,,,,0,"GPS=0,GAL=2"
461,SUMMARY,,,,,,0,"GPS=0,GAL=2"
462,SUMMARY,,,,,,0,"GPS=0,GAL=2"
463,SUMMARY,,,,,,0,"GPS=0,GAL=2"
464,SUMMARY,,,,,,0,"GPS=0,GAL=2"
465,SUMMARY,,,,,,0,"GPS=0,GAL=2"
466,SUMMARY,,,,,,0,"GPS=0,GAL=2"
467,SUMMARY,,,,,,0,"GPS=0,GAL=2"
468,SUMMARY,,,,,,0,"GPS=0,GAL=2"
469,SUMMARY,,,,,,0,"GPS=0,GAL=2"
470,SUMMARY,,,,,,0,"GPS=0,GAL=2"
471,SUMMARY,,,,,,0,"GPS=0,GAL=2"
472,SUMMARY,,,,,,0,"GPS=0,GAL=2"
473,SUMMARY,,,,,,0,"GPS=0,GAL=2"
474,SUMMARY,,,,,,0,"GPS=0,GAL=2"
475,SUMMARY,,,,,,0,"GPS=0,GAL=2"
476,SUMMARY,,,,,,0,"GPS=0,GAL=2"
477,SUMMARY,,,,,,0,"GPS=0,GAL=2"
478,SUMMARY,,,,,,0,"GPS=0,GAL=2"
479,SUMMARY,,,,,,0,"GPS=0,GAL=2"
480,SUMMARY,,,,,,0,"GPS=0,GAL=2"
481,SUMMARY,,,,,,0,"GPS=0,GAL=2"
482,SUMMARY,,,,,,0,"GPS=0,GAL=2"
483,SUMMARY,,,,,,0,"GPS=0,GAL=2"
484,SUMMARY,,,,,,0,"GPS=0,GAL=2"
485,SUMMARY,,,,,,0,"GPS=0,GAL=2"
486,SUMMARY,,,,,,0,"GPS=0,GAL=2"
487,SUMMARY,,,,,,0,"GPS=0,GAL=2"
488,SUMMARY,,,,,,0,"GPS=0,GAL=2"
489,SUMMARY,,,,,,0,"GPS=0,GAL=2"
490,SUMMARY,,,,,,0,"GPS=0,GAL=2"
491,SUMMARY,,,,,,0,"GPS=0,GAL=2"
492,SUMMARY,,,,,,0,"GPS=0,GAL=2"
493,SUMMARY,,,,,,0,"GPS=0,GAL=2"
494,SUMMARY,,,,,,0,"GPS=0,GAL=2"
495,E25,E,1.624,2.337,,,0,sigma
495,SUMMARY,,,,,,0,"GPS=0,GAL=0"
496,E25,E,1.15,2.257,,,0,sigma
496,SUMMARY,,,,,,0,"GPS=0,GAL=0"
497,E25,E,0.94,2.257,,,0,sigma
497,SUMMARY,,,,,,0,"GPS=0,GAL=0"
498,E25,E,0.815,2.257,,,0,sigma
498,SUMMARY,,,,,,0,"GPS=0,GAL=0"
499,E25,E,0.729,2.257,,,0,sigma
499,SUMMARY,,,,,,0,"GPS=0,GAL=0"
500,E25,E,0.666,2.257,,,0,sigma
500,SUMMARY,,,,,,0,"GPS=0,GAL=0"
501,E25,E,0.618,2.48,,,0,sigma
501,SUMMARY,,,,,,0,"GPS=0,GAL=0"
502,E25,E,0.578,2.48,,,0,sigma
502,SUMMARY,,,,,,0,"GPS=0,GAL=0"
503,E25,E,0.546,2.48,,,0,sigma
503,SUMMARY,,,,,,0,"GPS=0,GAL=0"
504,E25,E,0.434,2.48,,,0,sigma
504,SUMMARY,,,,,,0,"GPS=0,GAL=0"
505,E25,E,0.407,2.893,,,0,sigma
505,SUMMARY,,,,,,0,"GPS=0,GAL=0"
506,E25,E,0.391,2.893,,,0,sigma
506,SUMMARY,,,,,,0,"GPS=0,GAL=0"
507,E25,E,0.376,2.782,,,0,sigma
507,SUMMARY,,,,,,0,"GPS=0,GAL=0"
508,E25,E,0.36,2.782,,,0,sigma
508,SUMMARY,,,,,,0,"GPS=0,GAL=0"
509,E25,E,0.346,2.782,,,0,sigma
509,SUMMARY,,,,,,0,"GPS=0,GAL=0"
510,E25,E,0.336,2.782,,,0,sigma
510,SUMMARY,,,,,,0,"GPS=0,GAL=0"
511,E25,E,0.327,2.782,,,0,sigma
511,SUMMARY,,,,,,0,"GPS=0,GAL=0"
512,E25,E,0.317,2.661,,,0,sigma
512,SUMMARY,,,,,,0,"GPS=0,GAL=0"
513,E25,E,0.309,2.661,,,0,sigma
513,SUMMARY,,,,,,0,"GPS=0,GAL=0"
514,E25,E,0.302,2.661,,,0,sigma
514,SUMMARY,,,,,,0,"GPS=0,GAL=0"
515,E25,E,0.295,2.661,,,0,sigma
515,SUMMARY,,,,,,0,"GPS=0,GAL=0"
516,E25,E,0.289,2.661,,,0,sigma
516,SUMMARY,,,,,,0,"GPS=0,GAL=0"
517,E25,E,0.283,2.661,,,0,sigma
517,SUMMARY,,,,,,0,"GPS=0,GAL=0"
518,E25,E,0.278,2.661,,,0,sigma
518,SUMMARY,,,,,,0,"GPS=0,GAL=0"
519,E25,E,0.273,2.661,,,0,sigma
519,SUMMARY,,,,,,0,"GPS=0,GAL=0"
