epoch,sod,sat,const,GF_value_mm,MW_value_cyc,phase_jump_mm,code_jump_cyc,elevation_deg,pre_reset_sigma_mm,recent_phase_residual_rms_mm,recent_rejection_fraction,epochs_since_birth,was_recently_rejected,cumulative_reset_number
1658,49740.0,G18,G,-16705.6405,-57.115596,0.0000,0.0000,17.634,20000.0000,nan,1.0000,2,0,1185
1660,49800.0,G18,G,-16804.8945,-57.763864,0.0000,0.0000,17.733,20000.0000,nan,1.0000,2,0,1186
1661,49830.0,G18,G,-16865.8424,-58.735403,0.0000,0.0000,17.783,20000.0000,nan,nan,1,0,1187
1662,49860.0,G18,G,-16917.8211,-58.111347,0.0000,0.0000,17.833,20000.0000,nan,nan,1,0,1188
1663,49890.0,G18,G,-16977.5067,-58.156294,0.0000,0.0000,17.883,20000.0000,nan,nan,1,0,1189
1664,49920.0,G18,G,-17037.1194,-58.886362,0.0000,0.0000,17.933,20000.0000,nan,nan,1,0,1190
1684,50520.0,G18,G,-17840.2158,-57.466779,0.0000,0.0000,18.957,39.2470,13.5764,0.8000,20,1,1191
1700,51000.0,E07,E,-10673.1303,-38.830029,0.0000,0.0000,15.004,20000.0000,nan,nan,21,0,1192
1701,51030.0,E07,E,-10730.2498,-38.165655,0.0000,0.0000,15.144,20000.0000,nan,nan,1,0,1193
1702,51060.0,E07,E,-10791.8405,-38.703851,0.0000,0.0000,15.286,20000.0000,nan,nan,1,0,1194
1705,51150.0,E07,E,-10947.6248,-38.694688,0.0000,0.0000,15.712,20000.0000,nan,1.0000,3,0,1195
1706,51180.0,E07,E,-11009.1078,-38.965724,0.0000,0.0000,15.855,20000.0000,nan,nan,1,0,1196
1707,51210.0,E07,E,-11061.7348,-38.408047,0.0000,0.0000,15.998,20000.0000,nan,nan,1,0,1197
1709,51270.0,E07,E,-11157.0256,-39.313971,0.0000,0.0000,16.286,20000.0000,nan,1.0000,2,0,1198
1711,51330.0,E07,E,-11253.1868,-39.091349,0.0000,0.0000,16.575,20000.0000,nan,1.0000,2,0,1199
1712,51360.0,E07,E,-11303.9174,-39.055870,0.0000,0.0000,16.720,20000.0000,nan,nan,1,0,1200
1716,51480.0,E07,E,-11481.8470,-38.978957,0.0000,0.0000,17.305,45.9539,30.7639,0.6667,4,1,1201
1717,51510.0,E07,E,-11548.2479,-38.666209,0.0000,0.0000,17.452,20000.0000,nan,nan,1,0,1202
1721,51630.0,E07,E,-11725.5089,-37.854771,0.0000,0.0000,18.045,733.1961,41.0172,0.5000,4,0,1203
1722,51660.0,E07,E,-11787.6572,-37.982511,0.0000,0.0000,18.194,20000.0000,nan,nan,1,0,1204
1724,51720.0,E07,E,-11855.4282,-39.068689,0.0000,0.0000,18.494,734.2808,27.6298,0.0000,2,0,1205
1728,51840.0,E07,E,-12015.1607,-39.016366,0.0000,0.0000,19.098,45.4783,20.0558,0.6667,4,1,1206
1762,52860.0,G12,G,-26637.0007,-72.873910,0.0000,0.0000,19.363,40.2741,24.7450,0.9000,509,1,1207
1769,53070.0,G12,G,-26434.9278,-73.602035,0.0000,0.0000,18.151,744.9302,35.3897,0.8000,7,1,1208
1776,53280.0,G12,G,-6491.6181,-30.373546,0.0000,0.0000,16.964,19999.9712,nan,1.0000,7,0,1209
1778,53340.0,G12,G,-2555.1175,-14.239313,0.0000,0.0000,16.629,743.2233,41.6486,0.0000,2,0,1210
1786,53580.0,E30,E,-25847.3794,-64.897355,0.0000,0.0000,22.459,43.8923,29.8529,1.0000,699,1,1211
1786,53580.0,G12,G,-5492.3543,-27.362725,0.0000,0.0000,15.310,19999.9999,nan,1.0000,8,0,1212
1787,53610.0,G12,G,-5464.1020,-25.442454,0.0000,0.0000,15.147,20000.0000,nan,nan,1,0,1213
1788,53640.0,G05,G,-20666.8729,-66.859033,0.0000,0.0000,16.672,37.0830,38.6148,0.8000,569,1,1214
1802,54060.0,G10,G,-12232.7814,-47.849663,0.0000,0.0000,17.826,20000.0000,nan,1.0000,61,1,1215
1812,54360.0,G24,G,-5162.1631,-19.596480,0.0000,0.0000,17.961,19980.6604,25.4715,1.0000,283,1,1216
1813,54390.0,G24,G,-5182.4642,-18.010669,0.0000,0.0000,18.040,20000.0000,nan,nan,1,0,1217
1826,54780.0,G24,G,-6684.9248,-25.590885,0.0000,0.0000,19.087,19999.4481,nan,nan,13,0,1218
1847,55410.0,G24,G,-6732.6567,-23.918459,0.0000,0.0000,20.837,19999.3680,nan,1.0000,21,1,1219
1848,55440.0,G24,G,-6736.8496,-25.638260,0.0000,0.0000,20.922,20000.0000,nan,nan,1,0,1220
1849,55470.0,G24,G,-6726.3739,-27.193812,0.0000,0.0000,21.007,20000.0000,nan,nan,1,0,1221
1852,55560.0,G24,G,-6677.5762,-24.705376,0.0000,0.0000,21.262,38.0018,34.4054,0.5000,3,0,1222
1857,55710.0,G25,G,-32545.3655,-87.955463,0.0000,0.0000,22.679,39.7784,27.6616,0.9000,416,1,1223
1859,55770.0,G25,G,-32512.1529,-86.939717,0.0000,0.0000,22.420,763.7827,45.0341,0.0000,2,0,1224
1865,55950.0,E03,E,-7829.5471,-14.569996,0.0000,0.0000,18.354,38.5746,33.3525,0.8000,263,1,1225
1866,55980.0,G13,G,-12805.4638,-34.035367,0.0000,0.0000,20.745,34.9922,25.8826,0.9000,280,1,1226
1868,56040.0,G13,G,-12796.7230,-33.125358,0.0000,0.0000,20.423,19999.9504,nan,1.0000,2,0,1227
1871,56130.0,G25,G,-32356.3214,-87.519405,0.0000,0.0000,20.893,38.1461,33.0281,0.8000,12,1,1228
1872,56160.0,G13,G,-12852.1683,-34.658484,0.0000,0.0000,19.774,41.1525,22.9235,0.6667,4,1,1229
1873,56190.0,G13,G,-12861.4800,-33.110739,0.0000,0.0000,19.611,20000.0000,nan,nan,1,0,1230
1875,56250.0,G13,G,-12861.3277,-35.317846,0.0000,0.0000,19.283,20000.0000,nan,1.0000,2,0,1231
1877,56310.0,G13,G,-12906.3512,-35.831915,0.0000,0.0000,18.953,542.1532,37.7716,0.0000,2,0,1232
1880,56400.0,E03,E,-8181.2992,-13.866280,0.0000,0.0000,16.568,19999.4103,nan,1.0000,15,1,1233
1882,56460.0,G13,G,-12997.7144,-34.171272,0.0000,0.0000,18.122,551.1928,39.7294,0.5000,5,0,1234
1882,56460.0,G24,G,-6304.4516,-23.962182,0.0000,0.0000,23.822,35.9907,29.1395,1.0000,30,1,1235
1883,56490.0,G24,G,-6241.5532,-24.271343,0.0000,0.0000,23.907,20000.0000,nan,nan,1,0,1236
1884,56520.0,G13,G,-13021.3806,-35.464194,0.0000,0.0000,17.787,19999.9469,nan,1.0000,2,0,1237
1886,56580.0,G24,G,-6233.1803,-26.904001,0.0000,0.0000,24.161,36.0027,11.8299,0.5000,3,0,1238
1895,56850.0,G25,G,-67370.9566,-273.049402,0.0000,0.0000,18.016,541.8651,36.0572,0.6667,24,0,1239
1905,57150.0,G32,G,-4445.4981,-13.639171,0.0000,0.0000,15.158,20000.0000,nan,nan,6,0,1240
1907,57210.0,G25,G,-67123.0674,-270.925209,0.0000,0.0000,16.671,795.4212,43.4790,1.0000,12,1,1241
2018,60540.0,G10,G,-11849.2762,-48.331894,0.0000,0.0000,29.808,34.9236,16.7373,0.8000,216,1,1242
2026,60780.0,G10,G,-12236.2098,-48.751292,0.0000,0.0000,29.928,19999.9829,nan,1.0000,8,1,1243
2027,60810.0,G15,G,-12918.6029,-20.241573,0.0000,0.0000,17.749,33.8917,33.9994,1.0000,434,1,1244
2028,60840.0,G10,G,-12335.9396,-48.548490,0.0000,0.0000,29.957,19999.8761,nan,1.0000,2,0,1245
2029,60870.0,G10,G,-12387.8105,-48.161217,0.0000,0.0000,29.972,20000.0000,nan,nan,1,0,1246
2031,60930.0,G15,G,-13052.6839,-17.669106,0.0000,0.0000,16.954,19999.9522,nan,1.0000,4,1,1247
2032,60960.0,G15,G,-13108.3733,-18.357697,0.0000,0.0000,16.756,20000.0000,nan,nan,1,0,1248
2034,61020.0,G15,G,-13203.6470,-19.683806,0.0000,0.0000,16.362,19999.9838,nan,1.0000,2,0,1249
2035,61050.0,G15,G,-13265.7145,-20.081914,0.0000,0.0000,16.165,20000.0000,nan,nan,1,0,1250
2036,61080.0,G15,G,-13318.9491,-20.732043,0.0000,0.0000,15.968,20000.0000,nan,nan,1,0,1251
2037,61110.0,G15,G,-13387.8989,-20.574252,0.0000,0.0000,15.772,20000.0000,nan,nan,1,0,1252
2038,61140.0,G15,G,-13439.6841,-19.473352,0.0000,0.0000,15.576,20000.0000,nan,nan,1,0,1253
2039,61170.0,G15,G,-13510.4511,-20.006501,0.0000,0.0000,15.381,20000.0000,nan,nan,1,0,1254
2040,61200.0,G15,G,-13571.4339,-19.116347,0.0000,0.0000,15.186,20000.0000,nan,nan,1,0,1255
2069,62070.0,G27,G,-10147.8700,-43.931993,0.0000,0.0000,15.344,19999.9838,nan,1.0000,22,0,1256
2092,62760.0,E26,E,-204.0246,0.428580,0.0000,0.0000,25.583,37.7738,22.9148,0.8000,112,1,1257
2097,62910.0,E18,E,-3403.6952,-15.973082,0.0000,0.0000,17.657,20000.0001,nan,nan,1956,0,1258
2099,62970.0,G10,G,-14877.4638,-48.335129,0.0000,0.0000,30.865,39.5903,24.1931,1.0000,70,1,1259
2100,63000.0,G10,G,-14935.0213,-48.415228,0.0000,0.0000,30.879,20000.0000,nan,nan,1,0,1260
2101,63030.0,G10,G,-14994.7037,-48.543855,0.0000,0.0000,30.893,20000.0000,nan,nan,1,0,1261
2105,63150.0,E18,E,-3730.6380,-14.825235,0.0000,0.0000,19.038,20000.0000,nan,1.0000,8,1,1262
2105,63150.0,E26,E,-758.6231,0.397206,0.0000,0.0000,27.282,120.2781,44.2631,0.9000,13,1,1263
2106,63180.0,E18,E,-3808.2165,-15.177132,0.0000,0.0000,19.210,20000.0000,nan,nan,1,0,1264
2106,63180.0,G27,G,-10777.9482,-44.174373,0.0000,0.0000,20.374,119.2800,29.6080,0.9000,37,1,1265
2107,63210.0,E18,E,-3883.4736,-15.098225,0.0000,0.0000,19.381,20000.0000,nan,nan,1,0,1266
2107,63210.0,E26,E,-870.6531,0.604798,0.0000,0.0000,27.550,38.1130,11.1680,0.0000,2,0,1267
2107,63210.0,G27,G,-10828.5822,-43.841377,0.0000,0.0000,20.498,20000.0000,nan,nan,1,0,1268
2108,63240.0,E18,E,-3962.7301,-15.044289,0.0000,0.0000,19.553,20000.0000,nan,nan,1,0,1269
2109,63270.0,E18,E,-4051.8719,-15.393092,0.0000,0.0000,19.724,20000.0000,nan,nan,1,0,1270
2109,63270.0,G27,G,-10942.0987,-43.249741,0.0000,0.0000,20.744,19999.9226,nan,1.0000,2,0,1271
2110,63300.0,E18,E,-4134.7870,-15.208741,0.0000,0.0000,19.895,20000.0000,nan,nan,1,0,1272
2111,63330.0,E18,E,-4207.9640,-15.668757,0.0000,0.0000,20.065,20000.0000,nan,nan,1,0,1273
2111,63330.0,G27,G,-11047.3025,-42.983148,0.0000,0.0000,20.987,19999.9289,nan,1.0000,2,0,1274
2112,63360.0,E18,E,-4289.7092,-16.331587,0.0000,0.0000,20.236,20000.0000,nan,nan,1,0,1275
2112,63360.0,G27,G,-11102.6590,-43.001457,0.0000,0.0000,21.108,20000.0000,nan,nan,1,0,1276
2113,63390.0,E18,E,-4363.7301,-15.508265,0.0000,0.0000,20.406,20000.0000,nan,nan,1,0,1277
2113,63390.0,G27,G,-11159.0620,-42.695449,0.0000,0.0000,21.227,20000.0000,nan,nan,1,0,1278
2114,63420.0,E18,E,-4434.5558,-15.886504,0.0000,0.0000,20.576,20000.0000,nan,nan,1,0,1279
2114,63420.0,G27,G,-11214.3169,-44.068847,0.0000,0.0000,21.346,20000.0000,nan,nan,1,0,1280
2115,63450.0,E18,E,-4500.5794,-15.742500,0.0000,0.0000,20.745,20000.0000,nan,nan,1,0,1281
2116,63480.0,G27,G,-11317.1612,-42.589305,0.0000,0.0000,21.582,20000.0000,nan,1.0000,2,0,1282
2117,63510.0,E18,E,-4606.2784,-15.388764,0.0000,0.0000,21.083,20000.0000,nan,1.0000,2,0,1283
2119,63570.0,E18,E,-4699.1368,-15.838537,0.0000,0.0000,21.420,20000.0000,nan,1.0000,2,0,1284
2120,63600.0,E18,E,-4754.0721,-15.969238,0.0000,0.0000,21.588,20000.0000,nan,nan,1,0,1285
2121,63630.0,E18,E,-4819.9882,-15.469910,0.0000,0.0000,21.756,20000.0000,nan,nan,1,0,1286
2122,63660.0,E18,E,-4902.7494,-15.043713,0.0000,0.0000,21.923,20000.0000,nan,nan,1,0,1287
2123,63690.0,E18,E,-4996.1736,-15.097124,0.0000,0.0000,22.090,20000.0000,nan,nan,1,0,1288
2124,63720.0,E18,E,-5087.9299,-15.460950,0.0000,0.0000,22.256,20000.0000,nan,nan,1,0,1289
2125,63750.0,E18,E,-5179.6151,-15.837690,0.0000,0.0000,22.422,20000.0000,nan,nan,1,0,1290
2125,63750.0,G27,G,-11665.0592,-44.010414,0.0000,0.0000,22.606,116.0222,20.2113,0.8750,9,1,1291
2126,63780.0,E18,E,-5253.8776,-16.004565,0.0000,0.0000,22.588,20000.0000,nan,nan,1,0,1292
2126,63780.0,G27,G,-11726.6034,-43.741558,0.0000,0.0000,22.716,20000.0000,nan,nan,1,0,1293
2127,63810.0,E18,E,-5328.3966,-15.985119,0.0000,0.0000,22.753,20000.0000,nan,nan,1,0,1294
2127,63810.0,G27,G,-11789.0324,-43.909870,0.0000,0.0000,22.825,20000.0000,nan,nan,1,0,1295
2128,63840.0,E18,E,-5382.3755,-15.721543,0.0000,0.0000,22.918,20000.0000,nan,nan,1,0,1296
2128,63840.0,G27,G,-11850.5797,-43.954080,0.0000,0.0000,22.933,20000.0000,nan,nan,1,0,1297
2128,63840.0,G28,G,-13136.0040,-55.717878,0.0000,0.0000,15.135,20000.0000,nan,nan,19,0,1298
2129,63870.0,G27,G,-11900.8712,-43.951886,0.0000,0.0000,23.041,20000.0000,nan,nan,1,0,1299
2129,63870.0,G28,G,-13192.0201,-55.291151,0.0000,0.0000,15.316,20000.0000,nan,nan,1,0,1300
2131,63930.0,G28,G,-13297.1193,-53.936811,0.0000,0.0000,15.678,20000.0000,nan,1.0000,2,0,1301
2132,63960.0,G28,G,-13360.4997,-54.282688,0.0000,0.0000,15.860,20000.0000,nan,nan,1,0,1302
2133,63990.0,E18,E,-5616.3291,-15.645301,0.0000,0.0000,23.735,20000.0000,nan,1.0000,5,1,1303
2133,63990.0,G28,G,-13414.8603,-55.170859,0.0000,0.0000,16.042,20000.0000,nan,nan,1,0,1304
2134,64020.0,E18,E,-5680.6368,-15.963925,0.0000,0.0000,23.897,20000.0000,nan,nan,1,0,1305
2134,64020.0,G28,G,-13466.5472,-55.085049,0.0000,0.0000,16.225,20000.0000,nan,nan,1,0,1306
2135,64050.0,E18,E,-5755.3130,-15.845701,0.0000,0.0000,24.058,20000.0000,nan,nan,1,0,1307
2136,64080.0,E18,E,-5830.3119,-16.182205,0.0000,0.0000,24.219,20000.0000,nan,nan,1,0,1308
2137,64110.0,E18,E,-5902.8121,-15.919815,0.0000,0.0000,24.380,20000.0000,nan,nan,1,0,1309
2138,64140.0,E18,E,-5972.8567,-15.491613,0.0000,0.0000,24.539,20000.0000,nan,nan,1,0,1310
2139,64170.0,E18,E,-6037.2604,-15.502908,0.0000,0.0000,24.699,20000.0000,nan,nan,1,0,1311
2141,64230.0,E18,E,-6136.6764,-15.183345,0.0000,0.0000,25.016,20000.0000,nan,1.0000,2,0,1312
2145,64350.0,G29,G,-51858.5114,-216.836156,0.0000,0.0000,15.590,33.0970,28.4857,0.7000,525,1,1313
2187,65610.0,G24,G,-8447.6816,-25.672716,0.0000,0.0000,19.494,31.9461,25.1002,0.7000,301,1,1314
2188,65640.0,G24,G,-8461.5889,-24.036481,0.0000,0.0000,19.348,20000.0000,nan,nan,1,0,1315
2191,65730.0,G24,G,-8545.7209,-26.925470,0.0000,0.0000,18.908,19999.8430,nan,1.0000,3,0,1316
2214,66420.0,G24,G,-9076.2153,-23.728044,0.0000,0.0000,15.381,19999.3851,nan,1.0000,23,1,1317
2274,68220.0,G31,G,-1122.9198,-4.321316,0.0000,0.0000,16.963,20000.0000,nan,1.0000,11,1,1318
2275,68250.0,G31,G,-1179.6210,-4.528038,0.0000,0.0000,17.161,20000.0000,nan,nan,1,0,1319
2277,68310.0,G31,G,-1294.2634,-4.092971,0.0000,0.0000,17.558,20000.0000,nan,1.0000,2,0,1320
2278,68340.0,G31,G,-96.3171,1.776353,0.0000,0.0000,17.758,20000.0000,nan,nan,1,0,1321
2279,68370.0,G31,G,-156.3263,2.622155,0.0000,0.0000,17.957,20000.0000,nan,nan,1,0,1322
2280,68400.0,G31,G,-212.8879,2.475676,0.0000,0.0000,18.157,20000.0000,nan,nan,1,0,1323
2281,68430.0,G31,G,-307.7239,3.246071,0.0000,0.0000,18.358,20000.0000,nan,nan,1,0,1324
2283,68490.0,G31,G,-367.1653,3.388326,0.0000,0.0000,18.760,20000.0000,nan,1.0000,2,0,1325
2288,68640.0,G31,G,4151.6212,17.398133,0.0000,0.0000,19.771,20000.0000,nan,nan,5,0,1326
2289,68670.0,G31,G,4100.3085,15.665049,0.0000,0.0000,19.975,20000.0000,nan,nan,1,0,1327
2295,68850.0,G31,G,3834.6363,17.012181,0.0000,0.0000,21.203,628.1460,36.5095,0.8000,6,1,1328
2296,68880.0,G31,G,3782.7845,17.372684,0.0000,0.0000,21.409,20000.0000,nan,nan,1,0,1329
2299,68970.0,G31,G,3644.6503,17.325568,0.0000,0.0000,22.030,635.8637,40.6347,0.5000,3,0,1330
2301,69030.0,G31,G,2326.9301,11.559411,0.0000,0.0000,22.445,20000.0000,nan,1.0000,2,0,1331
2303,69090.0,G31,G,2226.2679,12.009183,0.0000,0.0000,22.862,20000.0000,nan,1.0000,2,0,1332
2306,69180.0,G31,G,2098.6633,11.706620,0.0000,0.0000,23.490,32.8382,26.8523,0.5000,3,0,1333
2317,69510.0,G27,G,-13126.9618,-42.540157,0.0000,0.0000,26.951,36.7522,27.5095,0.9000,188,1,1334
2394,71820.0,G26,G,-6452.9948,-14.101527,0.0000,0.0000,15.258,19999.9617,nan,1.0000,41,1,1335
2395,71850.0,G26,G,-6512.4775,-14.612230,0.0000,0.0000,15.380,20000.0000,nan,nan,1,0,1336
2399,71970.0,G26,G,-9822.0618,-26.816166,0.0000,0.0000,15.872,20000.0000,nan,1.0000,4,1,1337
2401,72030.0,G18,G,-22986.0231,-55.058950,0.0000,0.0000,19.617,35.6648,31.6060,0.8000,717,1,1338
2407,72210.0,G26,G,-6192.7365,-21.292013,0.0000,0.0000,16.881,19999.9865,nan,1.0000,8,0,1339
2411,72330.0,G25,G,-2372.4198,-5.586842,0.0000,0.0000,15.502,775.8291,8.8523,0.9000,504,1,1340
2413,72390.0,G25,G,-2417.4337,-6.869578,0.0000,0.0000,15.533,19999.9648,nan,1.0000,2,0,1341
2414,72420.0,G26,G,-5897.3088,-18.965498,0.0000,0.0000,17.790,31.8098,24.8248,0.6667,7,1,1342
2417,72510.0,G25,G,-7854.1588,-28.966924,0.0000,0.0000,15.588,622.6216,21.6639,0.6667,4,1,1343
2422,72660.0,G26,G,-6608.3537,-19.030643,0.0000,0.0000,18.858,19999.9047,nan,1.0000,8,1,1344
2427,72810.0,G25,G,-7992.6229,-28.244854,0.0000,0.0000,15.683,19999.8937,nan,1.0000,10,1,1345
2428,72840.0,G26,G,-6797.3947,-20.729498,0.0000,0.0000,19.679,19999.9999,nan,1.0000,6,1,1346
2429,72870.0,G25,G,-8026.3841,-29.387193,0.0000,0.0000,15.695,20000.0000,nan,1.0000,2,0,1347
2432,72960.0,G25,G,-8078.1504,-28.911377,0.0000,0.0000,15.708,621.1346,44.6071,0.5000,3,0,1348
2446,73380.0,G26,G,-7270.8739,-19.326664,0.0000,0.0000,22.243,36.6618,47.3757,0.9000,18,1,1349
2450,73500.0,G23,G,-18281.8969,-35.729279,0.0000,0.0000,23.599,30.2547,28.8321,1.0000,810,1,1350
2451,73530.0,G23,G,-18288.9378,-37.519193,0.0000,0.0000,23.517,20000.0000,nan,nan,1,0,1351
2451,73530.0,G26,G,-7379.7409,-19.192013,0.0000,0.0000,22.981,19999.9645,nan,1.0000,5,1,1352
2452,73560.0,G26,G,-7402.6522,-20.782186,0.0000,0.0000,23.130,20000.0000,nan,nan,1,0,1353
2454,73620.0,G26,G,-1339.4359,3.546857,0.0000,0.0000,23.429,20000.0000,nan,1.0000,2,0,1354
2456,73680.0,G25,G,-8498.7850,-27.947512,0.0000,0.0000,15.593,31.1705,37.6391,0.8000,24,1,1355
2458,73740.0,G25,G,-3152.9441,-5.692682,0.0000,0.0000,15.565,620.3770,22.2335,0.0000,2,0,1356
2460,73800.0,G25,G,-3234.1773,-5.037933,0.0000,0.0000,15.535,32.5512,46.0890,0.0000,2,0,1357
2463,73890.0,G27,G,-12992.1419,-44.034801,0.0000,0.0000,15.991,30.8015,26.6629,0.8000,146,1,1358
2476,74280.0,G25,G,76.1777,5.619574,0.0000,0.0000,15.184,19998.5054,nan,nan,16,0,1359
2480,74400.0,E18,E,-8030.8348,-16.974752,0.0000,0.0000,19.019,37.9426,30.1965,1.0000,339,1,1360
2482,74460.0,G25,G,-1968.9337,-2.067474,0.0000,0.0000,15.002,439.7482,47.1915,0.6000,6,1,1361
2509,75270.0,G23,G,-51575.0563,-210.445392,0.0000,0.0000,17.839,19998.1462,nan,1.0000,58,1,1362
2535,76050.0,E07,E,-37375.2311,-143.811552,0.0000,0.0000,18.525,32.3890,30.3230,0.8000,807,1,1363
2574,77220.0,G16,G,-89.1431,-0.451837,0.0000,0.0000,19.515,19999.9875,nan,1.0000,59,1,1364
2599,77970.0,G16,G,3542.9669,14.359919,0.0000,0.0000,23.695,19999.9871,nan,1.0000,25,1,1365
2662,79860.0,G32,G,-9800.4508,-11.412929,0.0000,0.0000,20.355,23.3417,39.1923,1.0000,757,1,1366
2725,81750.0,G10,G,-18477.5505,-48.944488,0.0000,0.0000,20.363,23.0503,32.3619,0.9000,624,1,1367
2727,81810.0,G32,G,-9842.6294,-11.692059,0.0000,0.0000,17.173,23.4665,28.0645,1.0000,65,1,1368
2730,81900.0,G32,G,-9874.9857,-12.504461,0.0000,0.0000,17.023,19999.6257,nan,1.0000,3,0,1369
2737,82110.0,G10,G,21794.7784,118.264767,0.0000,0.0000,18.128,19999.4900,nan,1.0000,12,1,1370
2751,82530.0,G32,G,-29306.9795,-114.420867,0.0000,0.0000,15.940,223.3473,39.5623,0.9000,21,1,1371
2753,82590.0,G32,G,742.9382,8.215164,0.0000,0.0000,15.834,25.9698,25.0927,0.0000,2,0,1372
2758,82740.0,G32,G,516.7932,8.045542,0.0000,0.0000,15.566,20000.0000,nan,1.0000,5,1,1373
2799,83970.0,G27,G,-4223.0828,-14.545077,0.0000,0.0000,15.167,19999.8395,20.8653,1.0000,6,1,1374
2803,84090.0,G27,G,-4241.5128,-13.722434,0.0000,0.0000,15.497,20000.0000,nan,1.0000,4,1,1375
2805,84150.0,G27,G,-4269.1434,-12.702774,0.0000,0.0000,15.664,20000.0000,nan,1.0000,2,0,1376
2839,85170.0,G04,G,379.9974,7.498054,0.0000,0.0000,22.203,19999.7761,nan,1.0000,144,1,1377
2839,85170.0,G27,G,-315.7797,4.641406,0.0000,0.0000,18.741,530.8441,15.6261,0.8000,34,1,1378
2840,85200.0,G27,G,-330.9841,6.792138,0.0000,0.0000,18.837,20000.0000,nan,nan,1,0,1379
2844,85320.0,G27,G,-1514.6583,-1.391420,0.0000,0.0000,19.226,19999.9761,nan,1.0000,4,0,1380
2857,85710.0,G27,G,-1003.3551,0.095681,0.0000,0.0000,20.523,25.1049,5.7523,0.6667,13,1,1381
2860,85800.0,G27,G,-999.3367,2.977956,0.0000,0.0000,20.828,20000.0000,nan,1.0000,3,0,1382
2867,86010.0,G08,G,-5645.7373,-20.289565,0.0000,0.0000,15.367,19999.9548,nan,nan,40,0,1383
2867,86010.0,G27,G,-848.9064,3.398140,0.0000,0.0000,21.549,19999.9405,nan,1.0000,7,0,1384
2874,86220.0,G08,G,-1766.2139,-3.359369,0.0000,0.0000,16.175,153.6930,39.1992,0.8333,7,1,1385
2875,86250.0,G08,G,-1802.6551,-1.768679,0.0000,0.0000,16.292,20000.0000,nan,nan,1,0,1386
