SOD,pass,dE_mm,dN_mm,dU_mm,3D_mm,N,WL_fixed,NL_fixed,ZWD_m,CodeRMS_mm,PhsRMS_mm
1140.0,FWD,-9.398,-55.974,-69.887,90.032,14,2,0,0.1204,2477.15,364.440
1170.0,FWD,-6.532,-53.819,-79.923,96.575,14,2,0,0.1204,2732.49,424.430
1200.0,FWD,-4.785,-52.312,-83.868,98.961,14,2,0,0.1204,3977.28,397.976
1230.0,FWD,-80.752,-38.584,-191.664,211.530,14,2,0,0.1206,2638.51,405.013
1260.0,FWD,-79.647,-38.174,-189.268,208.862,14,2,0,0.1206,2960.61,389.358
1290.0,FWD,-79.393,-37.526,-189.011,208.414,14,2,0,0.1206,2415.97,420.849
1320.0,FWD,-82.335,-24.785,-191.554,209.968,14,2,0,0.1207,2578.90,404.014
1350.0,FWD,-81.639,-24.336,-192.965,210.933,14,2,0,0.1207,2379.45,388.591
1380.0,FWD,-82.507,-24.406,-191.823,210.236,14,2,0,0.1207,2438.38,383.468
1410.0,FWD,-83.709,-24.360,-191.355,210.279,14,2,0,0.1207,2412.80,532.059
1440.0,FWD,-83.820,-23.380,-193.388,212.064,14,2,0,0.1207,2693.58,428.447
1470.0,FWD,-83.583,-23.528,-189.356,208.316,14,2,0,0.1207,2678.74,528.462
1500.0,FWD,-85.684,-24.014,-188.258,208.230,14,2,0,0.1207,2928.31,615.316
1530.0,FWD,-85.988,-23.320,-193.496,213.022,14,2,0,0.1207,2579.60,439.107
1560.0,FWD,-83.943,-22.529,-193.787,212.385,14,2,0,0.1207,2443.93,369.594
1590.0,FWD,-82.304,-21.786,-193.820,211.695,14,2,0,0.1206,2712.93,385.369
1620.0,FWD,-78.818,-20.479,-198.206,214.283,14,2,0,0.1206,3028.02,374.795
1650.0,FWD,-77.779,-20.087,-197.693,213.390,14,2,0,0.1206,3318.34,355.492
1680.0,FWD,-78.423,-20.536,-194.542,210.757,14,2,0,0.1206,2857.57,354.385
1710.0,FWD,-73.983,-17.183,-194.321,208.637,14,2,0,0.1209,3351.54,389.422
1740.0,FWD,-71.593,-16.329,-194.819,208.198,14,2,0,0.1208,2508.06,398.160
1770.0,FWD,-71.087,-16.093,-194.536,207.742,14,2,0,0.1208,2757.03,443.923
1800.0,FWD,-71.965,-16.048,-193.917,207.461,15,2,0,0.1208,2809.62,365.770
1830.0,FWD,-71.695,-15.423,-194.088,207.480,15,2,0,0.1208,2584.84,351.763
1860.0,FWD,-60.865,-4.955,-198.666,207.839,15,2,0,0.1207,3297.78,385.820
1890.0,FWD,-59.993,-4.675,-199.736,208.603,15,2,0,0.1207,2751.12,346.598
1920.0,FWD,-57.946,-4.110,-201.556,209.761,14,5,0,0.1207,2623.61,348.718
1950.0,FWD,-41.019,+0.669,-201.772,205.900,13,5,0,0.1206,2375.73,366.205
1980.0,FWD,-40.407,+0.826,-202.509,206.502,13,5,0,0.1206,2487.43,440.553
2010.0,FWD,-40.353,+0.877,-202.647,206.628,13,5,0,0.1206,2729.85,568.468
2040.0,FWD,-39.529,+1.145,-204.050,207.846,13,5,0,0.1206,2570.05,338.790
2070.0,FWD,-38.807,+1.264,-203.930,207.593,13,5,0,0.1206,2833.54,333.197
2100.0,FWD,-38.768,+1.398,-203.968,207.625,13,5,0,0.1206,2414.57,328.564
2130.0,FWD,-38.386,+1.407,-204.163,207.745,13,5,0,0.1206,2449.23,377.827
2160.0,FWD,-37.802,+1.505,-204.567,208.035,14,5,0,0.1206,2459.47,362.901
2190.0,FWD,-37.193,+1.678,-204.885,208.241,14,5,0,0.1206,2728.75,352.898
2220.0,FWD,-24.695,-6.439,-200.125,201.745,14,5,0,0.1203,3055.48,363.642
2250.0,FWD,-24.304,-6.225,-200.572,202.135,15,5,0,0.1203,2704.99,363.482
2280.0,FWD,-24.567,-9.398,-202.556,204.256,15,5,0,0.1202,3408.44,331.123
2310.0,FWD,-23.295,-9.027,-203.957,205.481,15,5,0,0.1202,3252.93,386.915
2340.0,FWD,-22.191,-8.687,-205.181,206.560,14,5,0,0.1203,2841.72,407.865
2370.0,FWD,-12.856,-10.213,-201.828,202.495,15,5,0,0.1208,2622.42,592.903
2400.0,FWD,-12.363,-10.068,-202.549,203.176,15,5,0,0.1208,2356.62,610.374
2430.0,FWD,-20.439,-10.599,-200.243,201.562,15,5,0,0.1206,2211.07,960.940
2460.0,FWD,-16.253,-10.149,-202.647,203.551,15,5,0,0.1207,2342.91,804.822
2490.0,FWD,-16.679,-10.039,-203.030,203.962,14,5,0,0.1206,2362.82,843.539
2520.0,FWD,-32.175,-12.286,-192.572,195.628,14,5,0,0.1208,2730.54,827.056
2550.0,FWD,-36.394,-13.527,-187.806,191.777,14,5,0,0.1207,3302.61,813.406
2580.0,FWD,-36.676,-13.483,-187.604,191.630,14,5,0,0.1207,3436.89,803.717
2610.0,FWD,-35.981,-13.184,-188.984,192.830,14,5,0,0.1207,2993.03,802.157
2640.0,FWD,-33.308,-12.420,-192.918,196.166,14,5,0,0.1207,3115.43,770.037
2670.0,FWD,-33.847,-12.507,-192.109,195.469,14,5,0,0.1207,2717.45,748.382
2700.0,FWD,-34.408,-12.600,-191.664,195.136,14,5,0,0.1207,2657.09,747.646
2730.0,FWD,-33.642,-12.341,-193.087,196.384,14,5,0,0.1207,2552.29,819.108
2760.0,FWD,-33.478,-12.247,-193.454,196.711,14,5,0,0.1207,2580.91,901.871
2790.0,FWD,-32.653,-12.185,-194.005,197.111,14,5,0,0.1207,2778.35,851.514
2820.0,FWD,-31.356,-11.865,-195.788,198.638,14,5,0,0.1207,2701.58,826.829
2850.0,FWD,-30.753,-11.694,-196.664,199.397,14,5,0,0.1207,2897.62,803.065
2880.0,FWD,-30.574,-11.640,-197.217,199.912,14,5,0,0.1207,2976.59,870.611
2910.0,FWD,-30.960,-11.611,-196.758,199.517,14,5,0,0.1207,2702.72,769.910
2940.0,FWD,-30.390,-11.524,-197.339,199.998,14,5,0,0.1207,2557.90,858.976
2970.0,FWD,-30.550,-11.515,-197.253,199.937,14,5,0,0.1207,2434.27,852.778
3000.0,FWD,-35.917,-23.935,-176.096,181.308,13,5,0,0.1202,2830.93,840.993
3030.0,FWD,-35.688,-23.927,-176.202,181.365,14,5,0,0.1202,2260.60,768.184
3060.0,FWD,-35.287,-23.883,-176.409,181.482,14,5,0,0.1202,3022.99,793.630
3090.0,FWD,-34.785,-23.826,-176.871,181.827,14,5,0,0.1202,3188.54,920.476
3120.0,FWD,-34.866,-23.966,-176.272,181.278,13,5,0,0.1202,3723.25,829.452
3150.0,FWD,-35.380,-24.081,-175.499,180.642,14,5,0,0.1202,3292.31,815.088
3180.0,FWD,-37.794,-26.066,-155.769,162.394,13,5,0,0.1199,2401.60,807.890
3210.0,FWD,-37.541,-26.060,-155.841,162.404,13,5,0,0.1199,2301.56,829.469
3240.0,FWD,-36.949,-26.005,-156.206,162.609,13,5,0,0.1199,3066.11,765.008
3270.0,FWD,-6.588,-19.038,-201.564,202.569,14,5,0,0.1204,3250.00,713.413
3300.0,FWD,-8.220,-17.437,-224.676,225.502,14,5,0,0.1210,2918.28,752.227
3330.0,FWD,-7.610,-17.290,-225.449,226.239,13,5,0,0.1210,2304.59,750.853
3360.0,FWD,-7.730,-17.279,-225.284,226.078,13,5,0,0.1210,2313.86,726.397
3390.0,FWD,-6.887,-17.022,-226.761,227.503,12,5,0,0.1209,2628.32,728.132
3420.0,FWD,-6.555,-16.899,-227.260,227.982,12,5,0,0.1209,2357.47,697.876
3450.0,FWD,-3.774,-10.358,-261.024,261.257,12,5,0,0.1205,2498.52,726.509
3480.0,FWD,+19.731,-3.464,-305.252,305.909,12,5,0,0.1210,2198.00,718.030
3510.0,FWD,+19.600,-3.461,-305.099,305.747,12,5,0,0.1210,2223.66,718.329
3540.0,FWD,+19.391,-3.442,-304.907,305.542,12,5,0,0.1210,2287.50,769.667
3570.0,FWD,+30.396,-0.063,-326.862,328.272,12,5,0,0.1214,2292.24,716.830
3600.0,FWD,+30.354,-0.043,-326.732,328.139,12,5,0,0.1214,2452.56,776.913
3630.0,FWD,+30.214,-0.023,-326.531,327.926,12,5,0,0.1214,2328.44,708.454
3660.0,FWD,+30.277,+0.024,-326.635,328.035,12,5,0,0.1214,2463.08,712.656
3690.0,FWD,+30.520,+0.074,-326.837,328.259,12,5,0,0.1213,2383.82,764.347
3720.0,FWD,+30.678,+0.083,-326.900,328.337,12,5,0,0.1213,2202.18,758.998
3750.0,FWD,+31.363,+0.270,-327.765,329.263,12,5,0,0.1213,2412.96,911.611
3780.0,FWD,+31.747,+0.384,-328.239,329.771,12,6,0,0.1213,3132.22,934.415
3810.0,FWD,+31.921,+0.414,-328.362,329.910,11,6,0,0.1213,2237.64,750.422
3840.0,FWD,+39.361,-2.917,-311.141,313.634,11,6,0,0.1195,2387.49,800.905
3870.0,FWD,+39.761,-2.841,-311.434,313.975,11,6,0,0.1195,2653.54,763.472
3900.0,FWD,+40.353,-2.773,-311.899,314.510,11,6,0,0.1195,2664.26,822.237
3930.0,FWD,+40.266,-2.792,-311.773,314.375,11,6,0,0.1195,2848.00,867.925
3960.0,FWD,+40.491,-2.729,-312.065,314.693,11,6,0,0.1195,2704.52,758.389
3990.0,FWD,+40.211,-2.698,-311.932,314.524,11,6,0,0.1195,2594.22,795.390
4020.0,FWD,+40.506,-2.617,-312.330,314.957,11,6,0,0.1195,2322.38,818.152
4050.0,FWD,+40.623,-2.601,-312.484,315.125,11,6,0,0.1195,2322.01,769.199
4080.0,FWD,+20.523,-5.832,-288.974,289.761,11,6,0,0.1192,2318.42,755.449
4110.0,FWD,+14.085,-6.056,-286.321,286.731,11,6,0,0.1192,2476.30,768.301
4140.0,FWD,+14.204,-6.022,-286.482,286.897,11,6,0,0.1192,2465.77,767.991
4170.0,FWD,+24.089,-13.196,-296.958,298.225,11,6,0,0.1172,2308.41,834.654
4200.0,FWD,+23.888,-13.242,-296.827,298.081,11,6,0,0.1173,2651.65,804.519
4230.0,FWD,+23.776,-13.274,-296.774,298.021,12,6,0,0.1173,2631.29,794.742
4260.0,FWD,+23.851,-13.256,-296.860,298.111,12,6,0,0.1173,2669.57,776.844
4290.0,FWD,+23.723,-12.681,-299.384,300.590,12,6,0,0.1174,2591.37,795.650
4320.0,FWD,+23.965,-12.630,-299.624,300.846,12,6,0,0.1174,2392.62,795.284
4350.0,FWD,+24.078,-12.600,-299.776,301.006,12,6,0,0.1174,2515.79,830.041
4380.0,FWD,+23.613,-12.587,-299.567,300.759,12,6,0,0.1174,2291.70,742.322
4410.0,FWD,+23.189,-12.546,-299.474,300.632,12,6,0,0.1174,2673.87,738.540
4440.0,FWD,+22.999,-12.554,-299.454,300.598,12,6,0,0.1175,2789.76,739.755
4470.0,FWD,+22.870,-12.572,-299.430,300.565,12,6,0,0.1175,2583.38,885.295
4500.0,FWD,+22.579,-12.558,-299.329,300.442,12,6,0,0.1175,2788.05,761.956
4530.0,FWD,+22.563,-12.553,-299.346,300.458,12,6,0,0.1175,2374.24,759.472
4560.0,FWD,+40.836,-27.925,-266.077,270.637,12,6,0,0.1158,2779.50,803.888
4590.0,FWD,+40.854,-27.904,-266.217,270.775,12,6,0,0.1158,2825.81,1066.009
4620.0,FWD,+40.873,-27.898,-266.247,270.807,12,6,0,0.1159,2826.12,990.220
4650.0,FWD,+40.798,-27.903,-266.265,270.814,12,7,0,0.1159,2784.56,833.514
4680.0,FWD,+41.010,-27.860,-266.477,271.049,12,7,0,0.1159,2599.02,769.561
4710.0,FWD,+41.254,-27.824,-266.662,271.265,12,7,0,0.1159,2964.51,845.540
4740.0,FWD,+36.044,-28.219,-259.391,263.399,12,7,0,0.1159,2790.65,776.540
4770.0,FWD,+36.158,-28.201,-259.452,263.473,12,7,0,0.1159,2873.84,758.599
4800.0,FWD,+36.154,-28.232,-259.454,263.478,12,6,0,0.1159,2811.29,860.241
4830.0,FWD,+36.249,-28.257,-259.524,263.562,12,6,0,0.1160,2577.79,807.135
4860.0,FWD,+33.070,-29.171,-250.353,254.207,12,6,0,0.1160,2697.85,793.403
4890.0,FWD,+24.024,-29.951,-244.055,247.057,12,6,0,0.1159,2976.63,787.167
4920.0,FWD,+24.196,-29.922,-244.171,247.185,12,6,0,0.1159,3030.90,885.686
4950.0,FWD,+24.220,-29.892,-244.260,247.271,12,6,0,0.1159,3049.33,845.539
4980.0,FWD,+24.057,-29.868,-244.293,247.285,12,6,0,0.1160,2909.50,869.257
5010.0,FWD,+54.085,-50.194,-227.982,239.626,12,6,0,0.1139,3108.15,886.393
5040.0,FWD,+54.137,-50.158,-228.084,239.727,12,6,0,0.1139,2868.14,865.786
5070.0,FWD,+54.213,-50.129,-228.193,239.841,12,6,0,0.1140,2581.69,840.546
5100.0,FWD,+52.149,-51.324,-220.098,231.941,12,6,0,0.1142,2757.79,843.542
5130.0,FWD,+52.009,-51.318,-220.144,231.952,12,6,0,0.1143,2912.21,888.045
5160.0,FWD,+50.074,-51.283,-217.217,228.737,12,6,0,0.1143,2634.98,840.607
5190.0,FWD,+46.631,-51.095,-215.808,226.624,12,6,0,0.1143,2616.45,842.504
5220.0,FWD,+68.371,-59.929,-204.624,223.913,12,6,0,0.1138,2747.44,936.443
5250.0,FWD,+68.246,-59.919,-204.666,223.911,12,6,0,0.1139,2858.80,967.405
5280.0,FWD,+68.161,-59.909,-204.725,223.936,12,6,0,0.1139,2974.49,954.267
5310.0,FWD,+82.729,-67.103,-199.994,226.593,12,6,0,0.1137,2551.86,944.754
5340.0,FWD,+75.361,-67.676,-196.520,221.087,11,6,0,0.1135,2448.94,951.633
5370.0,FWD,+75.547,-67.652,-196.650,221.259,11,6,0,0.1135,2479.04,1038.360
5400.0,FWD,+87.882,-65.392,-207.078,234.266,11,6,0,0.1135,2520.77,990.287
5430.0,FWD,+87.970,-65.386,-207.168,234.377,11,6,0,0.1135,2340.63,979.100
5460.0,FWD,+87.951,-65.380,-207.229,234.422,11,6,0,0.1135,2220.76,969.353
5490.0,FWD,+87.700,-65.398,-207.242,234.345,11,6,0,0.1136,2098.66,1017.666
5520.0,FWD,+87.572,-65.399,-207.275,234.326,11,6,0,0.1136,2054.59,979.035
5550.0,FWD,+82.833,-66.253,-205.944,231.654,11,6,0,0.1134,2369.29,978.367
5580.0,FWD,+82.781,-66.242,-206.009,231.691,11,6,0,0.1135,2443.27,976.434
5610.0,FWD,+86.777,-72.510,-220.536,247.839,11,6,0,0.1141,2838.40,1026.726
5640.0,FWD,+87.018,-72.487,-220.645,248.014,11,6,0,0.1142,2307.94,967.208
5670.0,FWD,+87.135,-72.469,-220.734,248.129,11,6,0,0.1142,2515.60,1007.231
5700.0,FWD,+87.192,-72.456,-220.805,248.208,11,6,0,0.1142,2374.92,1043.033
5730.0,FWD,+87.091,-72.462,-220.836,248.202,11,6,0,0.1143,2457.69,989.669
5760.0,FWD,+87.032,-72.458,-220.877,248.217,11,6,0,0.1143,2706.53,1041.000
5790.0,FWD,+87.067,-72.452,-220.936,248.279,11,6,0,0.1143,2622.62,999.171
5820.0,FWD,+87.176,-72.440,-221.013,248.383,11,6,0,0.1144,2428.30,1027.358
5850.0,FWD,+87.251,-72.421,-221.082,248.466,11,6,0,0.1144,2220.13,961.272
5880.0,FWD,+87.380,-72.391,-221.168,248.578,11,6,0,0.1144,2451.27,1016.491
5910.0,FWD,+87.609,-72.352,-221.281,248.748,11,6,0,0.1145,2473.37,998.616
5940.0,FWD,+87.800,-72.333,-221.369,248.888,11,6,0,0.1145,2507.38,975.159
5970.0,FWD,+87.924,-72.305,-221.454,248.999,11,6,0,0.1145,2618.79,961.955
6000.0,FWD,+92.734,-75.517,-221.833,252.017,11,6,0,0.1145,2488.93,1035.876
6030.0,FWD,+92.665,-75.524,-221.864,252.020,11,6,0,0.1145,2165.41,976.490
6060.0,FWD,+92.735,-75.523,-221.924,252.098,11,6,0,0.1145,2513.47,1016.762
6090.0,FWD,+92.600,-75.536,-221.923,252.052,11,6,0,0.1145,2574.86,1021.927
6120.0,FWD,+92.369,-75.549,-221.910,251.960,11,6,0,0.1146,2264.73,1001.361
6150.0,FWD,+92.392,-75.540,-221.970,252.019,11,6,0,0.1146,2495.48,1171.406
6180.0,FWD,+92.470,-75.521,-222.044,252.106,11,6,0,0.1146,2563.59,1103.831
6210.0,FWD,+93.332,-77.057,-222.911,253.649,11,6,0,0.1146,2458.87,1038.410
6240.0,FWD,+93.505,-77.040,-222.994,253.780,11,6,0,0.1147,2408.48,975.454
6270.0,FWD,+93.630,-77.032,-223.065,253.887,11,6,0,0.1147,2366.31,985.558
6300.0,FWD,+93.528,-77.031,-223.084,253.866,11,6,0,0.1147,2285.19,1006.434
6330.0,FWD,+124.755,-71.531,-244.709,283.836,11,6,0,0.1127,2560.98,1072.412
6360.0,FWD,+124.789,-71.519,-244.786,283.915,11,6,0,0.1127,2427.88,1074.075
6390.0,FWD,+124.831,-71.510,-244.854,283.989,11,6,0,0.1128,2336.54,1044.655
6420.0,FWD,+124.864,-71.504,-244.924,284.063,11,6,0,0.1128,2210.26,1038.889
6450.0,FWD,+116.810,-69.875,-253.017,287.306,11,6,0,0.1098,2185.55,1087.190
6480.0,FWD,+116.823,-69.863,-253.114,287.394,11,6,0,0.1099,2320.31,1046.682
6510.0,FWD,+111.405,-68.891,-255.909,287.483,11,6,0,0.1085,2633.49,1083.263
6540.0,FWD,+111.314,-68.891,-255.995,287.524,11,6,0,0.1086,2336.89,1113.457
6570.0,FWD,+111.262,-68.893,-256.085,287.585,11,6,0,0.1086,2436.51,1173.166
6600.0,FWD,+111.260,-68.896,-256.179,287.668,11,6,0,0.1087,2554.98,1206.644
6630.0,FWD,+111.300,-68.895,-256.278,287.772,11,6,0,0.1088,2675.18,1077.629
6660.0,FWD,+111.258,-68.899,-256.366,287.834,11,6,0,0.1088,2351.52,1115.475
6690.0,FWD,+111.254,-68.899,-256.458,287.915,11,6,0,0.1089,2360.66,1130.043
6720.0,FWD,+111.276,-68.898,-256.556,288.011,11,6,0,0.1089,2292.22,1090.839
6750.0,FWD,+111.306,-68.899,-256.657,288.113,11,6,0,0.1090,2373.99,1071.466
6780.0,FWD,+111.293,-68.904,-256.747,288.189,11,6,0,0.1090,2195.96,1035.122
6810.0,FWD,+100.515,-67.162,-259.881,286.621,11,6,0,0.1063,2330.87,1080.857
6840.0,FWD,+100.486,-67.165,-259.987,286.708,11,6,0,0.1064,2202.10,1049.687
6870.0,FWD,+100.417,-67.171,-260.087,286.776,11,6,0,0.1064,2386.63,1112.062
6900.0,FWD,+100.365,-67.177,-260.184,286.848,11,6,0,0.1065,2663.21,1039.646
6930.0,FWD,+89.893,-63.394,-261.803,283.973,11,6,0,0.1046,2647.89,1064.044
6960.0,FWD,+90.003,-63.397,-261.944,284.138,11,6,0,0.1047,2676.79,1047.289
6990.0,FWD,+89.995,-63.400,-262.066,284.248,11,6,0,0.1047,2701.19,1016.418
7020.0,FWD,+90.080,-63.400,-262.201,284.400,11,6,0,0.1048,3049.41,1026.328
7050.0,FWD,+90.586,-63.685,-262.440,284.845,11,6,0,0.1049,2679.06,1063.619
7080.0,FWD,+90.664,-63.680,-262.571,284.989,11,6,0,0.1050,2552.56,1089.291
7110.0,FWD,+90.713,-63.676,-262.699,285.121,11,6,0,0.1050,2669.48,1191.419
7140.0,FWD,+90.784,-63.670,-262.827,285.261,11,6,0,0.1051,2449.28,1235.070
7170.0,FWD,+90.846,-63.666,-262.952,285.395,11,6,0,0.1052,2293.18,1048.802
7200.0,FWD,+67.420,-62.367,-255.551,271.554,11,6,0,0.1048,2524.52,996.000
7230.0,FWD,+67.393,-62.380,-255.664,271.656,11,6,0,0.1048,2547.00,988.326
7260.0,FWD,+67.483,-62.384,-255.794,271.802,11,6,0,0.1049,2666.41,1070.858
7290.0,FWD,+67.581,-62.385,-255.923,271.947,11,6,0,0.1050,2759.41,1148.024
7320.0,FWD,+68.242,-62.577,-254.172,270.511,11,6,0,0.1050,2489.35,993.036
7350.0,FWD,+68.359,-62.571,-254.296,270.655,11,6,0,0.1051,2554.72,1012.505
7380.0,FWD,+68.338,-62.574,-254.403,270.752,11,6,0,0.1052,2347.06,961.657
7410.0,FWD,+68.438,-62.568,-254.528,270.893,11,6,0,0.1052,2499.63,1004.960
7440.0,FWD,+68.452,-62.559,-254.642,271.002,11,6,0,0.1053,2763.17,1039.169
7470.0,FWD,+50.423,-57.112,-252.945,264.170,11,6,0,0.0988,2629.37,963.695
7500.0,FWD,+35.969,-55.770,-253.548,262.089,11,6,0,0.0987,2508.57,926.594
7530.0,FWD,+35.948,-55.779,-253.699,262.234,11,6,0,0.0988,2608.24,893.651
7560.0,FWD,+36.022,-55.782,-253.858,262.399,11,6,0,0.0989,2795.94,944.189
7590.0,FWD,+36.100,-55.778,-254.012,262.558,11,6,0,0.0990,3124.62,1019.485
7620.0,FWD,+34.925,-55.585,-255.599,263.895,11,6,0,0.0992,2811.05,917.795
7650.0,FWD,+34.847,-55.593,-255.734,264.016,11,5,0,0.0993,2506.78,920.292
7680.0,FWD,+34.897,-55.596,-255.883,264.168,11,5,0,0.0994,2687.14,959.428
7710.0,FWD,+36.915,-55.121,-257.015,265.439,11,5,0,0.0995,2640.43,973.800
7740.0,FWD,+36.951,-55.122,-257.156,265.581,11,5,0,0.0996,2467.75,939.913
7770.0,FWD,+37.001,-55.118,-257.295,265.721,11,5,0,0.0997,2399.99,940.453
7800.0,FWD,+37.091,-55.111,-257.442,265.875,11,5,0,0.0997,2548.20,974.190
7830.0,FWD,+37.127,-55.115,-257.587,266.021,11,5,0,0.0998,2559.94,981.096
7860.0,FWD,+37.097,-55.122,-257.720,266.147,11,5,0,0.0999,2561.15,953.068
7890.0,FWD,+13.097,-51.519,-253.973,259.477,11,5,0,0.0985,2394.41,913.642
7920.0,FWD,+13.186,-51.518,-254.125,259.630,11,5,0,0.0986,2600.17,1013.795
7950.0,FWD,+13.252,-51.519,-254.274,259.779,11,5,0,0.0987,2459.47,951.130
7980.0,FWD,-9.134,-49.584,-249.478,254.521,11,5,0,0.0976,2776.17,844.409
8010.0,FWD,-9.064,-49.589,-249.632,254.671,11,5,0,0.0977,2428.61,916.075
8040.0,FWD,-9.015,-49.596,-249.781,254.817,11,5,0,0.0978,2413.62,933.100
8070.0,FWD,-8.995,-49.606,-249.927,254.961,11,5,0,0.0979,2569.09,820.791
8100.0,FWD,-8.917,-49.609,-250.078,255.108,12,5,0,0.0980,2408.36,897.154
8130.0,FWD,-8.833,-49.611,-250.231,255.254,12,5,0,0.0981,2388.41,883.101
8160.0,FWD,-8.774,-49.617,-250.382,255.401,12,5,0,0.0982,2561.68,907.852
8190.0,FWD,-6.188,-48.338,-252.843,257.497,12,5,0,0.0973,2493.68,803.413
8220.0,FWD,-6.105,-48.343,-252.992,257.642,12,5,0,0.0974,2715.57,810.236
8250.0,FWD,-6.156,-48.352,-253.133,257.783,13,5,0,0.0975,2531.82,769.785
8280.0,FWD,-6.161,-48.361,-253.277,257.926,13,5,0,0.0976,2336.41,819.746
8310.0,FWD,-6.157,-48.367,-253.420,258.068,12,5,0,0.0977,2568.46,799.101
8340.0,FWD,-6.147,-48.374,-253.560,258.206,12,5,0,0.0977,2530.41,887.393
8370.0,FWD,-6.031,-48.376,-253.706,258.347,12,5,0,0.0978,2569.58,884.616
8400.0,FWD,-6.009,-48.382,-253.849,258.489,12,5,0,0.0979,2700.85,810.076
8430.0,FWD,-6.014,-48.389,-253.989,258.627,12,5,0,0.0980,2601.86,763.343
8460.0,FWD,-13.241,-48.825,-255.832,260.786,12,5,0,0.0983,2503.38,739.224
8490.0,FWD,-13.258,-48.834,-255.968,260.922,13,5,0,0.0984,3266.59,749.688
8520.0,FWD,-13.294,-48.843,-256.100,261.055,13,5,0,0.0984,3254.38,793.988
8550.0,FWD,-13.300,-48.850,-256.232,261.186,12,5,0,0.0985,3165.55,866.863
8580.0,FWD,-13.237,-48.854,-256.368,261.317,12,5,0,0.0986,3212.01,747.153
8610.0,FWD,-13.227,-48.859,-256.499,261.446,12,5,0,0.0987,2731.18,713.595
