SOD,sat,arc_age,slip_detected,dGF_m,dMW_cyc,WL_before,WL_after,WL_jump,NL_fixed_before,NL_fixed_after,N1_before,N1_after,N2_before,N2_after,iono_before,iono_after,phase_rms_L1_mm,phase_rms_L2_mm,fallback_used,primary_signal_pair,osb_signal_pair,missing_prev_epoch,epochs_since_last_obs,mw_buffer_std,gf_consistency_triggered,iono_health_gate_triggered,reset_path,event_type
14970.0,E09,500,0,,,-9,-9,0,0,0,93.6664,93.6677,111.5005,111.5020,14.0502,14.1571,836.5170,1360.9239,0,C1C/L1C,C1C/L1C,0,,0.1893,0,0,NONE,L2_RMS_SPIKE
14970.0,E16,500,0,,,22,22,0,0,0,23.8157,23.8165,10.7939,10.7951,13.3392,13.4124,716.3671,1254.6233,0,C1C/L1C,C1C/L1C,0,,0.1624,0,0,NONE,L2_RMS_SPIKE
14970.0,G04,500,0,,,6,6,0,0,0,12.8777,12.8760,6.7890,6.7869,8.7306,8.8010,709.0760,1059.8007,0,C1C/L1C,C1C/L1C,0,,0.2515,0,0,NONE,L2_RMS_SPIKE
15000.0,E09,501,0,,,-9,-9,0,0,0,93.6677,93.6562,111.5020,111.4909,14.1571,14.2372,908.7401,1389.3638,0,C1C/L1C,C1C/L1C,0,,0.1891,0,0,NONE,L2_RMS_SPIKE
15000.0,E16,501,0,,,22,22,0,0,0,23.8165,23.8115,10.7951,10.7897,13.4124,13.4799,848.2554,1416.4510,0,C1C/L1C,C1C/L1C,0,,0.1628,0,0,NONE,L2_RMS_SPIKE
15000.0,G04,501,0,,,6,6,0,0,0,12.8760,12.8734,6.7869,6.7832,8.8010,8.8589,811.9098,1161.0290,0,C1C/L1C,C1C/L1C,0,,0.2513,0,0,NONE,L2_RMS_SPIKE
15030.0,G02,10,0,,,,,,0,0,148.2646,148.2646,188.6472,188.6472,15.7532,15.7532,,,1,C1C/L1C,C1C/L1C,1,660.0000,0.2857,0,0,FRESH_ENTRY,REENTRY
15030.0,G08,4,1,0.0573,-0.0909,,,,0,0,10.4268,10.4268,9.3884,9.3884,9.8761,9.8761,,,1,C1C/L1C,C1C/L1C,0,30.0000,0.0785,0,0,MW_GF_SLIP,SLIP
15030.0,E09,502,0,,,-9,-9,0,0,0,93.6562,93.6466,111.4909,111.4822,14.2372,14.3151,707.7413,1167.7006,0,C1C/L1C,C1C/L1C,0,,0.1889,0,0,NONE,L2_RMS_SPIKE
15030.0,E16,502,0,,,22,22,0,0,0,23.8115,23.8063,10.7897,10.7849,13.4799,13.5694,696.6253,1279.3814,0,C1C/L1C,C1C/L1C,0,,0.1632,0,0,NONE,L2_RMS_SPIKE
15030.0,G04,502,0,,,6,6,0,0,0,12.8734,12.8716,6.7832,6.7807,8.8589,8.9225,668.3040,1014.5511,0,C1C/L1C,C1C/L1C,0,,0.2510,0,0,NONE,L2_RMS_SPIKE
15060.0,E09,503,0,,,-9,-9,0,0,0,93.6466,93.6353,111.4822,111.4712,14.3151,14.4337,715.7211,1127.5271,0,C1C/L1C,C1C/L1C,0,,0.1907,0,0,NONE,L2_RMS_SPIKE
15060.0,E16,503,0,,,22,22,0,0,0,23.8063,23.8019,10.7849,10.7799,13.5694,13.6455,775.5408,1362.3413,0,C1C/L1C,C1C/L1C,0,,0.1637,0,0,NONE,L2_RMS_SPIKE
15060.0,G04,503,0,,,6,6,0,0,0,12.8716,12.8694,6.7807,6.7774,8.9225,8.9790,716.4150,1061.8587,0,C1C/L1C,C1C/L1C,0,,0.2508,0,0,NONE,L2_RMS_SPIKE
15090.0,E16,504,0,,,22,22,0,0,0,23.8019,23.8027,10.7799,10.7807,13.6455,13.7767,721.1284,1266.4510,0,C1C/L1C,C1C/L1C,0,,0.1636,0,0,NONE,L2_RMS_SPIKE
15120.0,G01,4,0,,,,,,0,0,142.8329,142.8329,179.3091,179.3091,14.0455,14.0455,,,1,C1C/L1C,C1C/L1C,1,390.0000,0.5535,0,0,FRESH_ENTRY,REENTRY
15120.0,E16,505,0,,,22,22,0,0,0,23.8027,23.7996,10.7807,10.7777,13.7767,13.8597,801.3527,1364.4385,0,C1C/L1C,C1C/L1C,0,,0.1651,0,0,NONE,L2_RMS_SPIKE
15120.0,G04,505,0,,,6,6,0,0,0,12.8668,12.8634,6.7732,6.7678,9.0324,9.0813,753.5016,1104.5725,0,C1C/L1C,C1C/L1C,0,,0.2507,0,0,NONE,L2_RMS_SPIKE
15150.0,E16,506,0,,,22,22,0,0,0,23.7996,23.7994,10.7777,10.7782,13.8597,13.9138,725.9841,1306.0362,0,C1C/L1C,C1C/L1C,0,,0.1667,0,0,NONE,L2_RMS_SPIKE
15150.0,G04,506,0,,,6,6,0,0,0,12.8634,12.8592,6.7678,6.7614,9.0813,9.1329,706.0615,1058.4345,0,C1C/L1C,C1C/L1C,0,,0.2506,0,0,NONE,L2_RMS_SPIKE
15180.0,E16,507,0,,,22,22,0,0,0,23.7994,23.7939,10.7782,10.7726,13.9138,14.0055,769.9214,1378.3894,0,C1C/L1C,C1C/L1C,0,,0.1682,0,0,NONE,L2_RMS_SPIKE
15180.0,G04,507,0,,,6,6,0,0,1,12.8592,13.0000,6.7614,7.0000,9.1329,9.2044,686.6001,1032.4035,0,C1C/L1C,C1C/L1C,0,,0.2504,0,0,NONE,L2_RMS_SPIKE
15210.0,E16,508,0,,,22,22,0,0,0,23.7939,23.7921,10.7726,10.7705,14.0055,14.1006,751.1881,1359.6333,0,C1C/L1C,C1C/L1C,0,,0.1686,0,0,NONE,L2_RMS_SPIKE
15210.0,G04,508,0,,,6,6,0,1,1,13.0000,13.0000,7.0000,7.0000,9.2044,9.2822,671.3424,1038.3206,0,C1C/L1C,C1C/L1C,0,,0.2504,0,0,NONE,L2_RMS_SPIKE
15240.0,E16,509,0,,,22,22,0,0,0,23.7921,23.7885,10.7705,10.7664,14.1006,14.2625,827.1067,1393.2034,0,C1C/L1C,C1C/L1C,0,,0.1700,0,0,NONE,L2_RMS_SPIKE
15240.0,G04,509,0,,,6,6,0,1,1,13.0000,13.0000,7.0000,7.0000,9.2822,9.3410,762.9376,1133.7234,0,C1C/L1C,C1C/L1C,0,,0.2502,0,0,NONE,L2_RMS_SPIKE
15270.0,G08,8,1,0.0600,-0.7470,,,,0,0,11.7040,11.7040,11.5932,11.5932,10.7112,10.7112,,,1,C1C/L1C,C1C/L1C,0,30.0000,0.4406,0,0,MW_GF_SLIP,SLIP
15270.0,E16,510,0,,,22,22,0,0,0,23.7885,23.7832,10.7664,10.7618,14.2625,14.4500,594.6903,1095.1091,0,C1C/L1C,C1C/L1C,0,,0.1723,0,0,NONE,L2_RMS_SPIKE
15300.0,E16,511,0,,,22,22,0,0,0,23.7832,23.7790,10.7618,10.7574,14.4500,14.5912,662.5603,1122.0417,0,C1C/L1C,C1C/L1C,0,,0.1728,0,0,NONE,L2_RMS_SPIKE
15300.0,G04,511,0,,,6,6,0,0,0,13.0000,12.9912,7.0000,6.9832,9.4007,9.4710,737.2622,1096.6131,0,C1C/L1C,C1C/L1C,0,,0.2499,0,0,NONE,L2_RMS_SPIKE
15330.0,E16,512,0,,,22,22,0,0,0,23.7790,23.7778,10.7574,10.7565,14.5912,14.6747,641.1234,1094.8846,0,C1C/L1C,C1C/L1C,0,,0.1727,0,0,NONE,L2_RMS_SPIKE
15330.0,G04,512,0,,,6,6,0,0,0,12.9912,12.9835,6.9832,6.9685,9.4710,9.5269,714.4833,1069.0582,0,C1C/L1C,C1C/L1C,0,,0.2497,0,0,NONE,L2_RMS_SPIKE
15360.0,G08,3,1,0.0586,0.4941,,,,0,0,12.6832,12.6832,12.1910,12.1910,11.2838,11.2838,,,1,C1C/L1C,C1C/L1C,0,30.0000,0.1963,0,0,MW_GF_SLIP,SLIP
15360.0,E16,513,0,,,22,22,0,0,0,23.7778,23.7713,10.7565,10.7496,14.6747,14.7451,634.9415,1088.6448,0,C1C/L1C,C1C/L1C,0,,0.1725,0,0,NONE,L2_RMS_SPIKE
15360.0,G04,513,0,,,6,6,0,0,0,12.9835,12.9758,6.9685,6.9536,9.5269,9.5612,705.3214,1071.7667,0,C1C/L1C,C1C/L1C,0,,0.2506,0,0,NONE,L2_RMS_SPIKE
15390.0,E09,514,0,,,-9,-9,0,0,0,93.5610,93.5541,111.4013,111.3938,14.9991,15.0254,645.4643,1010.9357,0,C1C/L1C,C1C/L1C,0,,0.2061,0,0,NONE,L2_RMS_SPIKE
15390.0,E16,514,0,,,22,22,0,0,0,23.7713,23.7698,10.7496,10.7472,14.7451,14.8575,692.0027,1171.0537,0,C1C/L1C,C1C/L1C,0,,0.1725,0,0,NONE,L2_RMS_SPIKE
15390.0,G04,514,0,,,6,6,0,0,0,12.9758,12.9687,6.9536,6.9405,9.5612,9.6223,751.2137,1116.3058,0,C1C/L1C,C1C/L1C,0,,0.2503,0,0,NONE,L2_RMS_SPIKE
15420.0,E16,515,0,,,22,22,0,0,0,23.7698,23.7592,10.7472,10.7358,14.8575,14.9706,595.0430,1059.8936,0,C1C/L1C,C1C/L1C,0,,0.1723,0,0,NONE,L2_RMS_SPIKE
15450.0,G01,11,1,-0.0013,-1.5146,,,,0,0,147.1677,147.1677,175.6395,175.6395,14.5852,14.5852,,,1,C1C/L1C,C1C/L1C,0,30.0000,0.5516,0,0,MW_GF_SLIP,SLIP
15450.0,G08,3,1,0.0592,0.0316,,,,0,0,9.3173,9.3173,7.7593,7.7593,10.9057,10.9057,,,1,C1C/L1C,C1C/L1C,0,30.0000,0.1240,0,0,MW_GF_SLIP,SLIP
15450.0,E09,516,0,,,-9,-9,0,0,0,93.5257,93.5243,111.3664,111.3647,15.0844,15.1515,669.0105,1058.1258,0,C1C/L1C,C1C/L1C,0,,0.2064,0,0,NONE,L2_RMS_SPIKE
15450.0,E16,516,0,,,22,22,0,0,0,23.7592,23.7591,10.7358,10.7354,14.9706,15.0735,670.8083,1116.2938,0,C1C/L1C,C1C/L1C,0,,0.1729,0,0,NONE,L2_RMS_SPIKE
15450.0,G04,516,0,,,6,6,0,0,0,12.9654,12.9607,6.9329,6.9243,9.6897,9.7646,676.9143,1023.6544,0,C1C/L1C,C1C/L1C,0,,0.2501,0,0,NONE,L2_RMS_SPIKE
15480.0,E16,517,0,,,22,22,0,0,0,23.7591,23.7606,10.7354,10.7368,15.0735,15.1629,639.6315,1086.0750,0,C1C/L1C,C1C/L1C,0,,0.1738,0,0,NONE,L2_RMS_SPIKE
15480.0,G04,517,0,,,6,6,0,0,0,12.9607,12.9559,6.9243,6.9159,9.7646,9.8364,664.3624,1003.5137,0,C1C/L1C,C1C/L1C,0,,0.2501,0,0,NONE,L2_RMS_SPIKE
15510.0,E16,518,0,,,22,22,0,0,0,23.7606,23.7592,10.7368,10.7349,15.1629,15.2650,585.6491,1050.7978,0,C1C/L1C,C1C/L1C,0,,0.1738,0,0,NONE,L2_RMS_SPIKE
15540.0,E16,519,0,,,22,22,0,0,0,23.7592,23.7568,10.7349,10.7326,15.2650,15.3293,648.9105,1129.1106,0,C1C/L1C,C1C/L1C,0,,0.1736,0,0,NONE,L2_RMS_SPIKE
15570.0,E09,520,0,,,-9,-9,0,0,0,93.5193,93.5071,111.3592,111.3472,15.3717,15.4271,663.9798,1001.5967,0,C1C/L1C,C1C/L1C,0,,0.2074,0,0,NONE,L2_RMS_SPIKE
15570.0,E16,520,0,,,22,22,0,0,0,23.7568,23.7513,10.7326,10.7266,15.3293,15.4077,801.6676,1322.6336,0,C1C/L1C,C1C/L1C,0,,0.1751,0,0,NONE,L2_RMS_SPIKE
15570.0,G04,520,0,,,6,6,0,0,0,12.9486,12.9422,6.9025,6.8919,9.9656,10.0154,776.1004,1108.9069,0,C1C/L1C,C1C/L1C,0,,0.2495,0,0,NONE,L2_RMS_SPIKE
15600.0,E16,521,0,,,22,22,0,0,0,23.7513,23.7459,10.7266,10.7207,15.4077,15.5162,787.4215,1319.0137,0,C1C/L1C,C1C/L1C,0,,0.1766,0,0,NONE,L2_RMS_SPIKE
15600.0,G04,521,0,,,6,6,0,0,0,12.9422,12.9375,6.8919,6.8842,10.0154,10.0756,750.7380,1080.8938,0,C1C/L1C,C1C/L1C,0,,0.2493,0,0,NONE,L2_RMS_SPIKE
15630.0,E16,522,0,,,22,22,0,0,0,23.7459,23.7456,10.7207,10.7199,15.5162,15.6337,743.0366,1260.9787,0,C1C/L1C,C1C/L1C,0,,0.1773,0,0,NONE,L2_RMS_SPIKE
