SOD,pass,Computed_X,Computed_Y,Computed_Z,REF_X,REF_Y,REF_Z,DiffX_mm,DiffY_mm,DiffZ_mm,dE_mm,dN_mm,dU_mm,3D_mm,N,WL_fixed,NL_fixed,NL_genuine,ZHD_m,ZWD_m,ZTD_m,CodeRMS_mm,PhsRMS_mm
10650.0,FWD,1337935.4921,6070316.9784,1427877.4284,1337935.5599,6070317.2377,1427877.5071,-67.822,-259.317,-78.663,+10.417,-16.294,-278.674,279.344,6,4,4,0,2.0909,0.1901,2.2810,1004.39,8.797
10680.0,FWD,1337935.4906,6070316.9819,1427877.4300,1337935.5599,6070317.2377,1427877.5071,-69.259,-255.784,-77.103,+12.580,-15.481,-275.262,275.983,6,4,4,0,2.0909,0.1922,2.2831,952.35,9.702
10710.0,FWD,1337935.4891,6070316.9852,1427877.4316,1337935.5599,6070317.2377,1427877.5071,-70.797,-252.499,-75.514,+14.790,-14.581,-272.101,272.893,6,4,4,0,2.0909,0.1938,2.2846,698.82,8.956
10740.0,FWD,1337935.4875,6070316.9886,1427877.4328,1337935.5599,6070317.2377,1427877.5071,-72.386,-249.067,-74.271,+17.080,-14.049,-268.889,269.797,6,4,4,0,2.0909,0.1956,2.2865,360.10,9.110
10770.0,FWD,1337935.4859,6070316.9927,1427877.4334,1337935.5599,6070317.2377,1427877.5071,-74.020,-245.032,-73.715,+19.544,-14.316,-265.267,266.371,6,4,4,0,2.0909,0.1968,2.2877,713.21,9.846
10800.0,BWD,1337935.6184,6070317.2176,1427877.5851,1337935.5599,6070317.2377,1427877.5071,+58.499,-20.115,+78.047,-61.458,+77.629,+10.714,99.590,6,11,8,0,2.0909,0.0130,2.1038,441.30,7.129
10830.0,FWD,1337935.4825,6070317.0002,1427877.4355,1337935.5599,6070317.2377,1427877.5071,-77.413,-237.487,-71.635,+24.482,-13.785,-258.332,259.855,6,4,4,0,2.0909,0.1987,2.2895,659.13,9.764
10860.0,BWD,1337935.6149,6070317.2187,1427877.5843,1337935.5599,6070317.2377,1427877.5071,+55.021,-18.953,+77.234,-57.811,+76.749,+10.907,96.704,6,11,8,0,2.0909,0.0120,2.1028,965.79,6.060
10890.0,BWD,1337935.6137,6070317.2194,1427877.5845,1337935.5599,6070317.2377,1427877.5071,+53.784,-18.301,+77.369,-56.462,+76.798,+11.299,95.987,6,11,8,0,2.0909,0.0114,2.1022,1197.42,6.165
10920.0,BWD,1337935.6123,6070317.2210,1427877.5845,1337935.5599,6070317.2377,1427877.5071,+52.364,-16.692,+77.385,-54.729,+76.528,+12.535,94.916,6,11,8,0,2.0909,0.0106,2.1014,696.13,6.037
10950.0,FWD,1337935.4759,6070317.0156,1427877.4382,1337935.5599,6070317.2377,1427877.5071,-83.999,-222.105,-68.916,+34.224,-14.200,-244.464,247.256,6,4,4,0,2.0909,0.1983,2.2891,652.52,12.328
10980.0,BWD,1337935.6103,6070317.2241,1427877.5849,1337935.5599,6070317.2377,1427877.5071,+50.416,-13.590,+77.773,-52.160,+76.319,+15.165,93.676,6,11,8,0,2.0909,0.0082,2.0991,292.74,9.066
11010.0,BWD,1337935.6094,6070317.2258,1427877.5851,1337935.5599,6070317.2377,1427877.5071,+49.455,-11.927,+77.992,-50.863,+76.213,+16.596,93.118,6,11,8,0,2.0909,0.0068,2.0976,638.64,5.962
11040.0,FWD,1337935.4707,6070317.0249,1427877.4392,1337935.5599,6070317.2377,1427877.5071,-89.247,-212.786,-67.918,+41.356,-15.025,-236.474,240.533,6,4,4,0,2.0909,0.1962,2.2870,548.08,9.461
11070.0,BWD,1337935.6086,6070317.2290,1427877.5861,1337935.5599,6070317.2377,1427877.5071,+48.695,-8.671,+78.962,-49.420,+76.478,+19.753,93.174,6,11,8,0,2.0909,0.0059,2.0968,541.27,7.569
11100.0,FWD,1337935.4671,6070317.0310,1427877.4393,1337935.5599,6070317.2377,1427877.5071,-92.831,-206.703,-67.827,+46.165,-16.101,-231.417,236.525,6,4,4,0,2.0909,0.1949,2.2857,569.96,8.152
11130.0,BWD,1337935.6082,6070317.2314,1427877.5876,1337935.5599,6070317.2377,1427877.5071,+48.256,-6.288,+80.545,-48.478,+77.517,+22.285,94.104,6,11,8,0,2.0909,0.0053,2.0961,489.74,9.459
11160.0,FWD,1337935.4654,6070317.0375,1427877.4409,1337935.5599,6070317.2377,1427877.5071,-94.496,-200.210,-66.237,+49.188,-15.899,-225.230,231.086,6,4,4,0,2.0909,0.1940,2.2848,592.48,6.922
11190.0,FWD,1337935.4644,6070317.0412,1427877.4416,1337935.5599,6070317.2377,1427877.5071,-95.460,-196.471,-65.508,+50.934,-15.965,-221.711,228.045,6,4,4,0,2.0909,0.1938,2.2846,736.09,10.469
11220.0,BWD,1337935.6052,6070317.2339,1427877.5876,1337935.5599,6070317.2377,1427877.5071,+45.309,-3.786,+80.476,-45.062,+77.042,+24.032,92.431,6,11,8,0,2.0909,0.0036,2.0944,569.83,6.076
11250.0,BWD,1337935.6049,6070317.2350,1427877.5881,1337935.5599,6070317.2377,1427877.5071,+45.008,-2.737,+81.025,-44.542,+77.361,+25.091,92.727,6,11,8,0,2.0909,0.0026,2.0935,817.35,8.504
11280.0,FWD,1337935.4624,6070317.0536,1427877.4441,1337935.5599,6070317.2377,1427877.5071,-97.538,-184.129,-62.975,+55.620,-16.111,-209.832,217.676,6,4,4,0,2.0909,0.1910,2.2819,394.00,10.313
11310.0,BWD,1337935.6034,6070317.2368,1427877.5884,1337935.5599,6070317.2377,1427877.5071,+43.464,-0.910,+81.303,-42.641,+77.305,+26.568,92.197,6,11,8,0,2.0909,0.0006,2.0914,797.93,4.169
11340.0,BWD,1337935.6031,6070317.2377,1427877.5886,1337935.5599,6070317.2377,1427877.5071,+43.174,-0.002,+81.508,-42.162,+77.319,+27.416,92.236,6,11,8,0,2.0909,-0.0001,2.0907,345.47,2.645
11370.0,BWD,1337935.6024,6070317.2385,1427877.5888,1337935.5599,6070317.2377,1427877.5071,+42.524,+0.753,+81.717,-41.365,+77.388,+28.046,92.123,6,11,8,0,2.0909,-0.0004,2.0904,780.98,2.935
11400.0,BWD,1337935.6025,6070317.2399,1427877.5889,1337935.5599,6070317.2377,1427877.5071,+42.605,+2.151,+81.831,-41.143,+77.188,+29.418,92.283,6,11,8,0,2.0909,-0.0010,2.0898,719.00,4.994
11430.0,BWD,1337935.6024,6070317.2418,1427877.5890,1337935.5599,6070317.2377,1427877.5071,+42.474,+4.096,+81.882,-40.597,+76.816,+31.254,92.334,6,11,8,0,2.0909,-0.0020,2.0889,348.81,4.702
11460.0,BWD,1337935.6016,6070317.2431,1427877.5890,1337935.5599,6070317.2377,1427877.5071,+41.747,+5.434,+81.875,-39.599,+76.550,+32.372,92.065,6,11,8,0,2.0909,-0.0027,2.0882,665.98,4.970
11490.0,BWD,1337935.6018,6070317.2453,1427877.5892,1337935.5599,6070317.2377,1427877.5071,+41.884,+7.585,+82.125,-39.270,+76.313,+34.504,92.500,6,11,8,0,2.0909,-0.0033,2.0875,652.51,4.720
11520.0,BWD,1337935.6008,6070317.2464,1427877.5894,1337935.5599,6070317.2377,1427877.5071,+40.860,+8.685,+82.317,-38.033,+76.307,+35.378,92.309,6,11,8,0,2.0909,-0.0042,2.0867,579.83,5.287
11550.0,BWD,1337935.6008,6070317.2486,1427877.5898,1337935.5599,6070317.2377,1427877.5071,+40.859,+10.923,+82.736,-37.550,+76.224,+37.602,92.919,6,11,8,0,2.0909,-0.0051,2.0858,360.56,7.314
11580.0,BWD,1337935.6005,6070317.2508,1427877.5904,1337935.5599,6070317.2377,1427877.5071,+40.609,+13.138,+83.299,-36.829,+76.297,+39.784,93.597,6,11,8,0,2.0909,-0.0066,2.0842,411.70,6.564
11610.0,BWD,1337935.6009,6070317.2532,1427877.5908,1337935.5599,6070317.2377,1427877.5071,+41.014,+15.492,+83.688,-36.718,+76.138,+42.197,94.477,6,11,8,0,2.0909,-0.0079,2.0830,275.79,9.480
11640.0,BWD,1337935.6010,6070317.2563,1427877.5910,1337935.5599,6070317.2377,1427877.5071,+41.121,+18.604,+83.947,-36.153,+75.701,+45.238,95.310,6,11,8,0,2.0909,-0.0098,2.0811,605.00,5.701
11670.0,BWD,1337935.6007,6070317.2582,1427877.5917,1337935.5599,6070317.2377,1427877.5071,+40.814,+20.474,+84.648,-35.450,+75.988,+47.111,96.179,6,11,8,0,2.0909,-0.0107,2.0801,456.08,7.458
11700.0,BWD,1337935.6014,6070317.2610,1427877.5918,1337935.5599,6070317.2377,1427877.5071,+41.481,+23.250,+84.659,-35.504,+75.354,+49.895,97.099,6,11,8,0,2.0909,-0.0119,2.0789,367.16,7.906
11730.0,BWD,1337935.6017,6070317.2630,1427877.5925,1337935.5599,6070317.2377,1427877.5071,+41.826,+25.347,+85.369,-35.390,+75.569,+52.122,98.386,6,11,8,0,2.0909,-0.0135,2.0774,515.16,4.891
11760.0,BWD,1337935.6012,6070317.2638,1427877.5930,1337935.5599,6070317.2377,1427877.5071,+41.338,+26.076,+85.867,-34.757,+75.916,+52.825,98.802,6,11,8,0,2.0909,-0.0144,2.0765,411.49,5.493
11790.0,BWD,1337935.6011,6070317.2649,1427877.5925,1337935.5599,6070317.2377,1427877.5071,+41.223,+27.186,+85.443,-34.405,+75.265,+53.762,98.686,6,11,8,0,2.0909,-0.0153,2.0755,499.52,4.287
11820.0,BWD,1337935.6011,6070317.2667,1427877.5925,1337935.5599,6070317.2377,1427877.5071,+41.191,+29.013,+85.386,-33.981,+74.809,+55.480,99.142,6,11,8,0,2.0909,-0.0160,2.0748,939.50,4.703
11850.0,BWD,1337935.6015,6070317.2676,1427877.5923,1337935.5599,6070317.2377,1427877.5071,+41.561,+29.950,+85.239,-34.140,+74.442,+56.417,99.448,6,11,8,0,2.0909,-0.0168,2.0740,568.69,5.131
11880.0,BWD,1337935.6019,6070317.2693,1427877.5928,1337935.5599,6070317.2377,1427877.5071,+41.961,+31.634,+85.712,-34.169,+74.513,+58.209,100.538,6,11,8,0,2.0909,-0.0177,2.0731,508.39,5.110
11910.0,BWD,1337935.6022,6070317.2709,1427877.5936,1337935.5599,6070317.2377,1427877.5071,+42.275,+33.177,+86.470,-34.143,+74.896,+59.914,101.808,6,11,8,0,2.0909,-0.0184,2.0724,384.68,2.308
11940.0,BWD,1337935.6016,6070317.2711,1427877.5937,1337935.5599,6070317.2377,1427877.5071,+41.660,+33.397,+86.570,-33.495,+74.975,+60.017,101.712,6,11,8,0,2.0909,-0.0184,2.0724,601.65,5.569
11970.0,BWD,1337935.6001,6070317.2709,1427877.5938,1337935.5599,6070317.2377,1427877.5071,+40.155,+33.201,+86.719,-32.067,+75.236,+59.549,101.167,6,11,8,0,2.0909,-0.0187,2.0721,546.55,3.792
12000.0,BWD,1337935.5990,6070317.2711,1427877.5940,1337935.5599,6070317.2377,1427877.5071,+39.130,+33.445,+86.873,-31.014,+75.383,+59.601,100.979,6,11,8,0,2.0909,-0.0190,2.0719,391.05,3.854
12030.0,BWD,1337935.5979,6070317.2712,1427877.5939,1337935.5599,6070317.2377,1427877.5071,+38.040,+33.542,+86.834,-29.928,+75.376,+59.456,100.560,6,11,8,0,2.0909,-0.0193,2.0716,314.91,4.710
12060.0,BWD,1337935.5970,6070317.2715,1427877.5940,1337935.5599,6070317.2377,1427877.5071,+37.112,+33.829,+86.886,-28.961,+75.408,+59.546,100.354,6,11,8,0,2.0909,-0.0200,2.0709,837.34,5.941
12090.0,BWD,1337935.5958,6070317.2718,1427877.5944,1337935.5599,6070317.2377,1427877.5071,+35.867,+34.135,+87.325,-27.679,+75.829,+59.675,100.386,6,11,8,0,2.0909,-0.0202,2.0706,1171.37,6.720
12120.0,BWD,1337935.5939,6070317.2719,1427877.5943,1337935.5599,6070317.2377,1427877.5071,+33.965,+34.228,+87.181,-25.802,+75.761,+59.332,99.628,6,11,8,0,2.0909,-0.0202,2.0707,812.61,4.811
12150.0,BWD,1337935.5929,6070317.2728,1427877.5946,1337935.5599,6070317.2377,1427877.5071,+32.955,+35.085,+87.492,-24.631,+75.925,+60.006,99.860,6,11,8,0,2.0909,-0.0201,2.0707,291.72,4.820
12180.0,BWD,1337935.5929,6070317.2742,1427877.5949,1337935.5599,6070317.2377,1427877.5071,+32.987,+36.522,+87.790,-24.353,+75.897,+61.447,100.643,6,11,8,0,2.0909,-0.0208,2.0700,484.05,5.328
12210.0,BWD,1337935.5927,6070317.2759,1427877.5947,1337935.5599,6070317.2377,1427877.5071,+32.825,+38.247,+87.598,-23.823,+75.338,+63.011,101.063,6,11,8,0,2.0909,-0.0215,2.0694,359.67,6.582
12240.0,BWD,1337935.5929,6070317.2782,1427877.5946,1337935.5599,6070317.2377,1427877.5071,+33.017,+40.458,+87.537,-23.535,+74.783,+65.141,101.930,6,11,8,0,2.0909,-0.0219,2.0690,284.90,8.950
12270.0,BWD,1337935.5933,6070317.2806,1427877.5951,1337935.5599,6070317.2377,1427877.5071,+33.415,+42.881,+87.956,-23.403,+74.639,+67.624,103.401,6,11,8,0,2.0909,-0.0227,2.0682,558.70,10.741
12300.0,BWD,1337935.5944,6070317.2831,1427877.5947,1337935.5599,6070317.2377,1427877.5071,+34.513,+45.363,+87.636,-23.940,+73.727,+70.144,104.542,6,11,8,0,2.0909,-0.0240,2.0669,502.53,6.650
12330.0,BWD,1337935.5945,6070317.2847,1427877.5943,1337935.5599,6070317.2377,1427877.5071,+34.580,+46.986,+87.217,-23.657,+72.959,+71.607,104.930,6,11,8,0,2.0909,-0.0246,2.0663,451.97,8.916
12360.0,BWD,1337935.5958,6070317.2863,1427877.5946,1337935.5599,6070317.2377,1427877.5071,+35.878,+48.619,+87.466,-24.572,+72.779,+73.490,106.308,6,11,8,0,2.0909,-0.0253,2.0656,303.88,6.346
12390.0,BWD,1337935.5964,6070317.2877,1427877.5945,1337935.5599,6070317.2377,1427877.5071,+36.543,+49.960,+87.354,-24.933,+72.343,+74.880,107.062,6,11,8,0,2.0909,-0.0253,2.0655,271.79,6.441
12420.0,BWD,1337935.5966,6070317.2884,1427877.5947,1337935.5599,6070317.2377,1427877.5071,+36.699,+50.704,+87.614,-24.926,+72.425,+75.679,107.675,6,10,8,0,2.0909,-0.0259,2.0649,284.57,4.992
12450.0,BWD,1337935.5963,6070317.2891,1427877.5948,1337935.5599,6070317.2377,1427877.5071,+36.441,+51.380,+87.708,-24.527,+72.380,+76.289,107.984,6,10,8,0,2.0909,-0.0263,2.0646,414.37,7.442
12480.0,BWD,1337935.5963,6070317.2900,1427877.5950,1337935.5599,6070317.2377,1427877.5071,+36.392,+52.257,+87.937,-24.291,+72.412,+77.165,108.573,6,10,8,0,2.0909,-0.0269,2.0639,650.24,5.183
12510.0,BWD,1337935.5944,6070317.2887,1427877.5949,1337935.5599,6070317.2377,1427877.5071,+34.514,+51.012,+87.804,-22.725,+72.649,+75.556,107.252,6,10,8,0,2.0909,-0.0264,2.0645,668.64,5.954
12540.0,FWD,1337935.4656,6070317.2010,1427877.4743,1337935.5599,6070317.2377,1427877.5071,-94.329,-36.706,-32.784,+84.217,-19.290,-62.091,106.395,6,4,4,0,2.0909,0.1024,2.1933,356.64,9.853
12570.0,FWD,1337935.4662,6070317.2034,1427877.4744,1337935.5599,6070317.2377,1427877.5071,-93.739,-34.328,-32.718,+84.154,-19.778,-59.691,105.052,6,4,4,0,2.0909,0.1011,2.1920,412.55,11.733
12600.0,FWD,1337935.4669,6070317.2055,1427877.4744,1337935.5599,6070317.2377,1427877.5071,-92.999,-32.179,-32.730,+83.893,-20.298,-57.494,103.709,6,4,4,0,2.0909,0.1008,2.1917,357.13,6.748
12630.0,FWD,1337935.4676,6070317.2076,1427877.4748,1337935.5599,6070317.2377,1427877.5071,-92.253,-30.071,-32.319,+83.618,-20.397,-55.239,102.271,6,4,4,0,2.0909,0.0994,2.1903,351.91,10.536
12660.0,FWD,1337935.4675,6070317.2102,1427877.4754,1337935.5599,6070317.2377,1427877.5071,-92.390,-27.457,-31.717,+84.314,-20.380,-52.645,101.468,6,4,4,0,2.0909,0.0972,2.1880,684.78,13.694
12690.0,FWD,1337935.4681,6070317.2121,1427877.4760,1337935.5599,6070317.2377,1427877.5071,-91.766,-25.573,-31.092,+84.110,-20.216,-50.581,100.208,6,4,4,0,2.0909,0.0959,2.1867,725.16,8.697
12720.0,FWD,1337935.4689,6070317.2144,1427877.4766,1337935.5599,6070317.2377,1427877.5071,-90.971,-23.288,-30.474,+83.826,-20.154,-48.101,98.725,6,4,4,2,2.0909,0.0939,2.1848,660.07,12.776
12750.0,FWD,1337935.4692,6070317.2182,1427877.4771,1337935.5599,6070317.2377,1427877.5071,-90.656,-19.531,-29.986,+84.328,-20.522,-44.350,97.464,6,4,4,0,2.0909,0.0918,2.1826,560.56,15.412
12780.0,BWD,1337935.5426,6070317.2613,1427877.5758,1337935.5599,6070317.2377,1427877.5071,-17.333,+23.586,+68.675,+22.003,+62.560,+34.279,74.652,6,9,6,0,2.0909,-0.0194,2.0714,717.57,5.980
12810.0,BWD,1337935.5425,6070317.2610,1427877.5767,1337935.5599,6070317.2377,1427877.5071,-17.428,+23.332,+69.593,+22.041,+63.515,+34.225,75.441,5,9,6,0,2.0909,-0.0202,2.0707,310.16,3.747
12840.0,BWD,1337935.5422,6070317.2611,1427877.5771,1337935.5599,6070317.2377,1427877.5071,-17.710,+23.378,+70.045,+22.327,+63.959,+34.311,75.937,5,9,6,0,2.0909,-0.0207,2.0702,354.71,2.626
12870.0,BWD,1337935.5419,6070317.2611,1427877.5773,1337935.5599,6070317.2377,1427877.5071,-17.985,+23.422,+70.223,+22.605,+64.137,+34.335,76.180,6,9,6,0,2.0909,-0.0211,2.0697,541.46,2.434
12900.0,FWD,1337935.4705,6070317.2322,1427877.4800,1337935.5599,6070317.2377,1427877.5071,-89.442,-5.528,-27.054,+86.156,-20.804,-30.111,93.608,5,3,3,0,2.0909,0.0811,2.1720,994.88,14.858
12930.0,BWD,1337935.5415,6070317.2606,1427877.5785,1337935.5599,6070317.2377,1427877.5071,-18.364,+22.862,+71.429,+22.855,+65.452,+33.995,77.214,5,9,6,0,2.0909,-0.0222,2.0686,708.79,3.121
12960.0,FWD,1337935.4707,6070317.2366,1427877.4813,1337935.5599,6070317.2377,1427877.5071,-89.233,-1.118,-25.786,+86.901,-20.549,-25.587,92.891,6,3,3,0,2.0909,0.0764,2.1672,318.06,14.945
12990.0,BWD,1337935.5408,6070317.2605,1427877.5795,1337935.5599,6070317.2377,1427877.5071,-19.133,+22.769,+72.409,+23.586,+66.465,+33.966,78.279,6,9,6,0,2.0909,-0.0229,2.0679,557.82,2.861
13020.0,FWD,1337935.4700,6070317.2406,1427877.4820,1337935.5599,6070317.2377,1427877.5071,-89.893,+2.942,-25.106,+88.419,-20.749,-21.708,93.379,5,3,3,0,2.0909,0.0732,2.1640,647.58,9.780
13050.0,BWD,1337935.5416,6070317.2592,1427877.5797,1337935.5599,6070317.2377,1427877.5071,-18.291,+21.528,+72.599,+22.496,+66.882,+33.004,77.901,5,9,6,0,2.0909,-0.0224,2.0685,868.41,2.418
13080.0,FWD,1337935.4701,6070317.2437,1427877.4823,1337935.5599,6070317.2377,1427877.5071,-89.750,+6.002,-24.751,+88.939,-21.083,-18.687,93.294,6,3,3,0,2.0909,0.0696,2.1604,587.00,10.752
13110.0,FWD,1337935.4704,6070317.2449,1427877.4824,1337935.5599,6070317.2377,1427877.5071,-89.511,+7.178,-24.679,+88.958,-21.283,-17.502,93.128,5,3,3,0,2.0909,0.0679,2.1587,525.59,10.997
13140.0,FWD,1337935.4706,6070317.2463,1427877.4818,1337935.5599,6070317.2377,1427877.5071,-89.320,+8.592,-25.251,+89.076,-22.160,-16.245,93.217,5,3,3,0,2.0909,0.0665,2.1573,412.43,10.638
13170.0,FWD,1337935.4706,6070317.2473,1427877.4821,1337935.5599,6070317.2377,1427877.5071,-89.288,+9.593,-24.963,+89.260,-22.102,-15.221,93.207,6,3,3,0,2.0909,0.0650,2.1559,264.07,8.545
13200.0,FWD,1337935.4702,6070317.2480,1427877.4830,1337935.5599,6070317.2377,1427877.5071,-89.700,+10.297,-24.111,+89.814,-21.406,-14.446,93.453,6,3,3,0,2.0909,0.0631,2.1540,531.78,11.620
13230.0,FWD,1337935.4709,6070317.2484,1427877.4829,1337935.5599,6070317.2377,1427877.5071,-88.999,+10.693,-24.212,+89.214,-21.626,-13.945,92.851,5,2,2,0,2.0909,0.0627,2.1535,491.57,5.238
13260.0,FWD,1337935.4713,6070317.2494,1427877.4833,1337935.5599,6070317.2377,1427877.5071,-88.630,+11.737,-23.816,+89.079,-21.488,-12.785,92.522,5,2,2,0,2.0909,0.0624,2.1533,379.29,4.951
13290.0,FWD,1337935.4717,6070317.2498,1427877.4833,1337935.5599,6070317.2377,1427877.5071,-88.205,+12.062,-23.786,+88.734,-21.551,-12.380,92.149,5,2,2,0,2.0909,0.0621,2.1530,329.71,3.330
13320.0,FWD,1337935.4722,6070317.2502,1427877.4836,1337935.5599,6070317.2377,1427877.5071,-87.717,+12.487,-23.533,+88.349,-21.421,-11.816,91.674,5,2,2,0,2.0909,0.0619,2.1527,845.79,3.354
13350.0,FWD,1337935.4729,6070317.2504,1427877.4838,1337935.5599,6070317.2377,1427877.5071,-86.951,+12.740,-23.317,+87.655,-21.304,-11.366,90.920,6,2,2,0,2.0909,0.0615,2.1524,411.57,4.197
13380.0,FWD,1337935.4733,6070317.2516,1427877.4839,1337935.5599,6070317.2377,1427877.5071,-86.595,+13.865,-23.202,+87.550,-21.456,-10.195,90.715,5,2,2,0,2.0909,0.0612,2.1521,519.13,4.778
13410.0,FWD,1337935.4736,6070317.2523,1427877.4839,1337935.5599,6070317.2377,1427877.5071,-86.313,+14.605,-23.168,+87.434,-21.600,-9.425,90.554,5,2,2,0,2.0909,0.0610,2.1519,715.89,2.997
13440.0,FWD,1337935.4745,6070317.2525,1427877.4846,1337935.5599,6070317.2377,1427877.5071,-85.369,+14.751,-22.459,+86.543,-20.987,-8.928,89.498,5,2,2,0,2.0909,0.0607,2.1516,710.06,5.086
13470.0,FWD,1337935.4750,6070317.2535,1427877.4849,1337935.5599,6070317.2377,1427877.5071,-84.909,+15.806,-22.171,+86.321,-20.961,-7.763,89.168,5,2,2,0,2.0909,0.0604,2.1512,968.07,5.656
13500.0,FWD,1337935.4759,6070317.2550,1427877.4857,1337935.5599,6070317.2377,1427877.5071,-84.035,+17.319,-21.399,+85.793,-20.584,-5.966,88.429,5,2,2,0,2.0909,0.0599,2.1508,565.12,9.607
13530.0,FWD,1337935.4766,6070317.2565,1427877.4864,1337935.5599,6070317.2377,1427877.5071,-83.336,+18.845,-20.695,+85.438,-20.267,-4.209,87.910,4,2,2,0,2.0909,0.0595,2.1504,289.91,10.115
13560.0,FWD,1337935.4769,6070317.2589,1427877.4869,1337935.5599,6070317.2377,1427877.5071,-83.001,+21.206,-20.227,+85.620,-20.348,-1.787,88.023,5,2,2,0,2.0909,0.0592,2.1500,556.89,11.843
13590.0,FWD,1337935.4778,6070317.2613,1427877.4874,1337935.5599,6070317.2377,1427877.5071,-82.056,+23.581,-19.725,+85.208,-20.427,+0.784,87.626,6,2,2,0,2.0909,0.0586,2.1494,712.58,12.375
13620.0,FWD,1337935.4781,6070317.2635,1427877.4878,1337935.5599,6070317.2377,1427877.5071,-81.801,+25.784,-19.305,+85.433,-20.515,+3.028,87.914,5,2,2,0,2.0909,0.0582,2.1491,849.39,10.710
13650.0,FWD,1337935.4788,6070317.2654,1427877.4885,1337935.5599,6070317.2377,1427877.5071,-81.103,+27.693,-18.572,+85.163,-20.255,+5.156,87.691,5,2,2,0,2.0909,0.0578,2.1486,286.01,11.319
13680.0,FWD,1337935.4798,6070317.2668,1427877.4884,1337935.5599,6070317.2377,1427877.5071,-80.069,+29.067,-18.711,+84.448,-20.742,+6.649,87.212,5,2,2,0,2.0909,0.0571,2.1480,628.90,10.034
13710.0,BWD,1337935.5466,6070317.2589,1427877.5658,1337935.5599,6070317.2377,1427877.5071,-13.321,+21.167,+58.735,+17.565,+53.214,+30.580,63.838,5,9,6,0,2.0909,0.0009,2.0918,926.91,3.418
13740.0,FWD,1337935.4821,6070317.2696,1427877.4870,1337935.5599,6070317.2377,1427877.5071,-77.810,+31.915,-20.067,+82.856,-22.800,+9.527,86.462,5,2,2,0,2.0909,0.0556,2.1465,740.45,10.867
13770.0,FWD,1337935.4830,6070317.2709,1427877.4865,1337935.5599,6070317.2377,1427877.5071,-76.895,+33.196,-20.627,+82.237,-23.672,+10.811,86.257,5,2,2,0,2.0909,0.0549,2.1457,243.69,10.723
13800.0,FWD,1337935.4841,6070317.2725,1427877.4857,1337935.5599,6070317.2377,1427877.5071,-75.786,+34.787,-21.389,+81.497,-24.818,+12.386,86.088,5,2,2,0,2.0909,0.0543,2.1451,563.44,11.312
13830.0,FWD,1337935.4847,6070317.2740,1427877.4860,1337935.5599,6070317.2377,1427877.5071,-75.247,+36.314,-21.063,+81.300,-24.862,+14.025,86.165,5,2,2,0,2.0909,0.0538,2.1446,370.09,9.043
13860.0,FWD,1337935.4857,6070317.2754,1427877.4860,1337935.5599,6070317.2377,1427877.5071,-74.193,+37.666,-21.108,+80.561,-25.255,+15.523,85.842,5,2,2,0,2.0909,0.0532,2.1440,556.42,9.945
13890.0,FWD,1337935.4866,6070317.2766,1427877.4865,1337935.5599,6070317.2377,1427877.5071,-73.255,+38.897,-20.645,+79.910,-25.120,+16.995,85.472,5,2,2,0,2.0909,0.0526,2.1434,375.73,9.420
13920.0,FWD,1337935.4870,6070317.2783,1427877.4867,1337935.5599,6070317.2377,1427877.5071,-72.857,+40.572,-20.447,+79.882,-25.315,+18.717,85.861,5,2,2,0,2.0909,0.0522,2.1430,181.96,9.388
13950.0,FWD,1337935.4875,6070317.2795,1427877.4871,1337935.5599,6070317.2377,1427877.5071,-72.364,+41.807,-19.953,+79.667,-25.130,+20.107,85.922,5,2,2,0,2.0909,0.0517,2.1425,232.84,8.338
13980.0,FWD,1337935.4882,6070317.2805,1427877.4874,1337935.5599,6070317.2377,1427877.5071,-71.661,+42.767,-19.714,+79.187,-25.142,+21.221,85.750,5,2,2,0,2.0909,0.0512,2.1420,296.18,7.270
14010.0,FWD,1337935.4897,6070317.2812,1427877.4873,1337935.5599,6070317.2377,1427877.5071,-70.230,+43.456,-19.803,+77.937,-25.450,+22.156,84.928,5,2,2,0,2.0909,0.0504,2.1412,444.08,10.657
14040.0,FWD,1337935.4903,6070317.2819,1427877.4872,1337935.5599,6070317.2377,1427877.5071,-69.606,+44.226,-19.903,+77.494,-25.746,+22.998,84.836,5,2,2,0,2.0909,0.0496,2.1405,398.20,8.405
14070.0,FWD,1337935.4911,6070317.2830,1427877.4869,1337935.5599,6070317.2377,1427877.5071,-68.817,+45.272,-20.243,+76.948,-26.346,+24.082,84.824,5,2,2,0,2.0909,0.0492,2.1401,284.12,8.102
14100.0,FWD,1337935.4918,6070317.2839,1427877.4862,1337935.5599,6070317.2377,1427877.5071,-68.074,+46.188,-20.935,+76.420,-27.258,+24.953,84.886,5,2,2,0,2.0909,0.0488,2.1396,293.42,7.875
14130.0,FWD,1337935.4920,6070317.2846,1427877.4866,1337935.5599,6070317.2377,1427877.5071,-67.863,+46.912,-20.460,+76.370,-26.964,+25.793,84.998,5,2,2,0,2.0909,0.0482,2.1391,749.32,6.245
14160.0,FWD,1337935.4925,6070317.2862,1427877.4868,1337935.5599,6070317.2377,1427877.5071,-67.352,+48.494,-20.328,+76.212,-27.210,+27.435,85.447,5,2,2,0,2.0909,0.0477,2.1385,322.20,10.395
