SOD,pass,Computed_X,Computed_Y,Computed_Z,REF_X,REF_Y,REF_Z,DiffX_mm,DiffY_mm,DiffZ_mm,dE_mm,dN_mm,dU_mm,3D_mm,N,WL_fixed,NL_fixed,NL_genuine,ZHD_m,ZWD_m,ZTD_m,CodeRMS_mm,PhsRMS_mm
36990.0,BWD,1337935.6166,6070317.2532,1427877.4965,1337935.5599,6070317.2377,1427877.5071,+56.727,+15.498,-10.599,-52.062,-16.487,+24.253,59.754,4,7,4,0,2.0909,0.0582,2.1490,510.27,2.019
37020.0,BWD,1337935.6166,6070317.2528,1427877.4965,1337935.5599,6070317.2377,1427877.5071,+56.716,+15.122,-10.589,-52.132,-16.395,+23.896,59.645,4,7,4,0,2.0909,0.0581,2.1489,702.06,1.702
37050.0,BWD,1337935.6168,6070317.2527,1427877.4965,1337935.5599,6070317.2377,1427877.5071,+56.915,+15.000,-10.637,-52.352,-16.424,+23.810,59.812,4,7,4,0,2.0909,0.0581,2.1490,307.83,3.079
37080.0,BWD,1337935.6168,6070317.2518,1427877.4966,1337935.5599,6070317.2377,1427877.5071,+56.898,+14.067,-10.483,-52.537,-16.068,+22.954,59.542,4,7,4,0,2.0909,0.0580,2.1488,299.80,3.177
37110.0,BWD,1337935.6168,6070317.2515,1427877.4966,1337935.5599,6070317.2377,1427877.5071,+56.888,+13.769,-10.504,-52.591,-16.022,+22.664,59.466,4,7,4,0,2.0909,0.0579,2.1488,496.37,3.900
37140.0,BWD,1337935.6166,6070317.2509,1427877.4966,1337935.5599,6070317.2377,1427877.5071,+56.680,+13.218,-10.510,-52.507,-15.897,+22.095,59.143,4,7,4,0,2.0909,0.0577,2.1486,578.60,4.550
37170.0,BWD,1337935.6162,6070317.2495,1427877.4967,1337935.5599,6070317.2377,1427877.5071,+56.277,+11.836,-10.350,-52.411,-15.418,+20.731,58.433,4,7,4,0,2.0909,0.0575,2.1483,435.02,2.922
37200.0,BWD,1337935.6155,6070317.2489,1427877.4966,1337935.5599,6070317.2377,1427877.5071,+55.646,+11.246,-10.494,-51.921,-15.398,+20.005,57.733,4,7,4,0,2.0909,0.0573,2.1482,370.03,4.255
37230.0,BWD,1337935.6147,6070317.2483,1427877.4964,1337935.5599,6070317.2377,1427877.5071,+54.823,+10.609,-10.705,-51.254,-15.422,+19.179,56.856,4,7,4,0,2.0909,0.0571,2.1479,678.52,5.856
37260.0,BWD,1337935.6132,6070317.2465,1427877.4963,1337935.5599,6070317.2377,1427877.5071,+53.252,+8.824,-10.818,-50.104,-15.064,+17.125,55.051,4,7,4,0,2.0909,0.0567,2.1475,343.14,4.978
37290.0,FWD,1337935.8168,6070317.6830,1427877.6814,1337935.5599,6070317.2377,1427877.5071,+256.879,+445.266,+174.286,-155.019,+59.375,+516.786,542.793,4,3,3,0,2.0909,-0.0500,2.0409,598.23,4.920
37320.0,FWD,1337935.8166,6070317.6828,1427877.6821,1337935.5599,6070317.2377,1427877.5071,+256.725,+445.055,+175.015,-154.914,+60.139,+516.718,542.782,4,3,3,0,2.0909,-0.0500,2.0409,211.85,4.187
37350.0,BWD,1337935.6115,6070317.2410,1427877.4969,1337935.5599,6070317.2377,1427877.5071,+51.553,+3.304,-10.181,-49.633,-13.146,+11.661,52.652,4,7,4,0,2.0909,0.0564,2.1472,814.00,5.471
37380.0,BWD,1337935.6112,6070317.2390,1427877.4971,1337935.5599,6070317.2377,1427877.5071,+51.262,+1.268,-9.972,-49.787,-12.481,+9.710,52.238,4,7,4,0,2.0909,0.0563,2.1472,429.38,3.569
37410.0,BWD,1337935.6109,6070317.2376,1427877.4971,1337935.5599,6070317.2377,1427877.5071,+50.968,-0.113,-9.951,-49.798,-12.142,+8.339,51.930,4,7,4,0,2.0909,0.0563,2.1471,342.76,5.421
37440.0,BWD,1337935.6098,6070317.2362,1427877.4969,1337935.5599,6070317.2377,1427877.5071,+49.949,-1.484,-10.246,-49.098,-12.078,+6.754,51.011,4,7,4,0,2.0909,0.0560,2.1469,289.53,2.452
37470.0,BWD,1337935.6094,6070317.2365,1427877.4965,1337935.5599,6070317.2377,1427877.5071,+49.465,-1.232,-10.596,-48.571,-12.452,+6.813,50.603,4,7,4,0,2.0909,0.0559,2.1468,359.67,2.976
37500.0,BWD,1337935.6098,6070317.2371,1427877.4964,1337935.5599,6070317.2377,1427877.5071,+49.862,-0.597,-10.688,-48.822,-12.700,+7.480,50.998,4,7,4,0,2.0909,0.0560,2.1469,257.70,3.969
37530.0,BWD,1337935.6107,6070317.2382,1427877.4965,1337935.5599,6070317.2377,1427877.5071,+50.810,+0.479,-10.553,-49.516,-12.851,+8.733,51.897,4,7,4,0,2.0909,0.0562,2.1470,255.39,1.159
37560.0,BWD,1337935.6110,6070317.2384,1427877.4966,1337935.5599,6070317.2377,1427877.5071,+51.066,+0.741,-10.514,-49.709,-12.883,+9.045,52.142,4,7,4,0,2.0909,0.0562,2.1471,388.56,4.102
37590.0,BWD,1337935.6101,6070317.2391,1427877.4960,1337935.5599,6070317.2377,1427877.5071,+50.181,+1.422,-11.103,-48.699,-13.564,+9.375,51.414,4,7,4,0,2.0909,0.0561,2.1469,282.56,3.189
37620.0,BWD,1337935.6099,6070317.2398,1427877.4957,1337935.5599,6070317.2377,1427877.5071,+50.032,+2.098,-11.416,-48.408,-14.010,+9.916,51.361,4,7,4,0,2.0909,0.0561,2.1469,417.38,3.450
37650.0,BWD,1337935.6100,6070317.2407,1427877.4955,1337935.5599,6070317.2377,1427877.5071,+50.149,+3.040,-11.627,-48.320,-14.429,+10.789,51.569,4,7,4,0,2.0909,0.0561,2.1469,420.22,1.373
37680.0,BWD,1337935.6102,6070317.2412,1427877.4954,1337935.5599,6070317.2377,1427877.5071,+50.309,+3.530,-11.670,-48.370,-14.587,+11.279,51.765,4,7,4,0,2.0909,0.0561,2.1470,560.72,3.022
37710.0,BWD,1337935.6100,6070317.2403,1427877.4952,1337935.5599,6070317.2377,1427877.5071,+50.054,+2.560,-11.871,-48.329,-14.557,+10.258,51.506,4,7,4,0,2.0909,0.0561,2.1470,667.41,2.597
37740.0,BWD,1337935.6101,6070317.2400,1427877.4952,1337935.5599,6070317.2377,1427877.5071,+50.214,+2.272,-11.893,-48.548,-14.523,+10.012,51.653,4,7,4,0,2.0909,0.0562,2.1470,510.44,2.459
37770.0,BWD,1337935.6102,6070317.2394,1427877.4952,1337935.5599,6070317.2377,1427877.5071,+50.299,+1.664,-11.901,-48.761,-14.400,+9.450,51.714,4,7,4,0,2.0909,0.0562,2.1470,229.07,6.507
37800.0,BWD,1337935.6101,6070317.2389,1427877.4948,1337935.5599,6070317.2377,1427877.5071,+50.168,+1.211,-12.327,-48.731,-14.709,+8.895,51.674,4,7,4,0,2.0909,0.0562,2.1471,249.05,3.501
37830.0,BWD,1337935.6095,6070317.2387,1427877.4943,1337935.5599,6070317.2377,1427877.5071,+49.590,+0.952,-12.819,-48.223,-15.104,+8.416,51.229,4,7,4,0,2.0909,0.0562,2.1470,428.86,5.503
37860.0,BWD,1337935.6082,6070317.2369,1427877.4935,1337935.5599,6070317.2377,1427877.5071,+48.256,-0.834,-13.580,-47.305,-15.388,+6.266,50.138,4,7,4,0,2.0909,0.0561,2.1470,294.96,6.649
37890.0,BWD,1337935.6070,6070317.2339,1427877.4931,1337935.5599,6070317.2377,1427877.5071,+47.125,-3.751,-14.040,-46.828,-15.139,+3.151,49.315,4,7,4,0,2.0909,0.0562,2.1470,104.53,8.259
37920.0,BWD,1337935.6050,6070317.2311,1427877.4921,1337935.5599,6070317.2377,1427877.5071,+45.103,-6.563,-15.010,-45.458,-15.367,-0.168,47.986,4,7,4,0,2.0909,0.0561,2.1470,471.96,10.906
37950.0,BWD,1337935.6034,6070317.2263,1427877.4914,1337935.5599,6070317.2377,1427877.5071,+43.518,-11.444,-15.666,-44.961,-14.856,-5.292,47.646,4,7,4,0,2.0909,0.0563,2.1472,604.87,11.001
37980.0,BWD,1337935.6020,6070317.2213,1427877.4909,1337935.5599,6070317.2377,1427877.5071,+42.052,-16.423,-16.219,-44.602,-14.228,-10.461,47.971,4,7,4,0,2.0909,0.0565,2.1474,319.12,8.925
38010.0,BWD,1337935.6006,6070317.2173,1427877.4902,1337935.5599,6070317.2377,1427877.5071,+40.699,-20.430,-16.909,-44.143,-13.953,-14.713,48.577,4,7,4,0,2.0909,0.0567,2.1476,248.80,7.698
38040.0,BWD,1337935.5996,6070317.2138,1427877.4896,1337935.5599,6070317.2377,1427877.5071,+39.688,-23.867,-17.515,-43.895,-13.738,-18.332,49.513,4,7,4,0,2.0909,0.0569,2.1478,339.61,9.888
38070.0,BWD,1337935.5981,6070317.2094,1427877.4889,1337935.5599,6070317.2377,1427877.5071,+38.171,-28.314,-18.237,-43.371,-13.390,-23.044,50.905,4,7,4,0,2.0909,0.0572,2.1480,272.35,10.002
38100.0,BWD,1337935.5961,6070317.2054,1427877.4875,1337935.5599,6070317.2377,1427877.5071,+36.194,-32.263,-19.621,-42.290,-13.773,-27.527,52.306,4,7,4,0,2.0909,0.0574,2.1482,592.48,8.202
38130.0,BWD,1337935.5947,6070317.2021,1427877.4864,1337935.5599,6070317.2377,1427877.5071,+34.763,-35.605,-20.732,-41.612,-14.051,-31.257,53.908,4,7,4,0,2.0909,0.0576,2.1485,330.05,9.767
38160.0,BWD,1337935.5937,6070317.1977,1427877.4856,1337935.5599,6070317.2377,1427877.5071,+33.776,-39.971,-21.522,-41.588,-13.812,-35.797,56.584,4,7,4,0,2.0909,0.0580,2.1489,346.82,9.641
38190.0,BWD,1337935.5921,6070317.1946,1427877.4841,1337935.5599,6070317.2377,1427877.5071,+32.192,-43.112,-22.984,-40.717,-14.469,-39.447,58.509,4,7,4,0,2.0909,0.0583,2.1492,236.64,9.205
38220.0,BWD,1337935.5911,6070317.1914,1427877.4830,1337935.5599,6070317.2377,1427877.5071,+31.217,-46.286,-24.085,-40.447,-14.795,-42.919,60.802,4,7,4,0,2.0909,0.0587,2.1495,278.42,8.086
38250.0,BWD,1337935.5901,6070317.1887,1427877.4819,1337935.5599,6070317.2377,1427877.5071,+30.203,-49.008,-25.201,-40.044,-15.235,-45.973,62.842,4,7,4,0,2.0909,0.0590,2.1499,313.26,7.092
38280.0,BWD,1337935.5896,6070317.1862,1427877.4812,1337935.5599,6070317.2377,1427877.5071,+29.699,-51.481,-25.945,-40.084,-15.390,-48.599,64.849,4,7,4,0,2.0909,0.0594,2.1502,235.31,9.076
38310.0,BWD,1337935.5894,6070317.1843,1427877.4804,1337935.5599,6070317.2377,1427877.5071,+29.516,-53.419,-26.724,-40.322,-15.715,-50.657,66.625,4,7,4,0,2.0909,0.0597,2.1506,285.59,10.855
38340.0,BWD,1337935.5895,6070317.1814,1427877.4798,1337935.5599,6070317.2377,1427877.5071,+29.624,-56.314,-27.279,-41.051,-15.623,-53.514,69.231,4,7,4,0,2.0909,0.0603,2.1511,690.14,8.499
38370.0,FWD,1337935.7795,6070317.6342,1427877.7009,1337935.5599,6070317.2377,1427877.5071,+219.588,+396.518,+193.812,-129.094,+90.933,+466.984,492.959,5,3,3,0,2.0909,-0.0500,2.0409,785.89,5.721
38400.0,FWD,1337935.7792,6070317.6329,1427877.7009,1337935.5599,6070317.2377,1427877.5071,+219.287,+395.168,+193.788,-129.092,+91.222,+465.631,491.730,5,3,3,0,2.0909,-0.0500,2.0409,620.30,4.456
38430.0,FWD,1337935.7795,6070317.6321,1427877.7002,1337935.5599,6070317.2377,1427877.5071,+219.581,+394.386,+193.085,-129.547,+90.695,+464.790,490.956,5,3,3,0,2.0909,-0.0499,2.0409,1680.26,3.986
38460.0,FWD,1337935.7789,6070317.6308,1427877.7001,1337935.5599,6070317.2377,1427877.5071,+218.958,+393.102,+192.967,-129.215,+90.892,+463.412,489.600,5,3,3,0,2.0909,-0.0500,2.0409,334.90,4.998
38490.0,FWD,1337935.7785,6070317.6290,1427877.7002,1337935.5599,6070317.2377,1427877.5071,+218.618,+391.300,+193.150,-129.270,+91.483,+461.667,488.074,5,3,3,0,2.0909,-0.0500,2.0409,825.22,5.785
38520.0,FWD,1337935.7777,6070317.6271,1427877.7003,1337935.5599,6070317.2377,1427877.5071,+217.794,+389.391,+193.232,-128.876,+92.024,+459.696,486.208,5,3,3,0,2.0909,-0.0500,2.0409,1061.63,7.320
38550.0,FWD,1337935.7770,6070317.6250,1427877.7005,1337935.5599,6070317.2377,1427877.5071,+217.119,+387.286,+193.366,-128.670,+92.650,+457.582,484.274,5,3,3,0,2.0909,-0.0500,2.0409,532.41,7.090
38580.0,FWD,1337935.7761,6070317.6225,1427877.7000,1337935.5599,6070317.2377,1427877.5071,+216.156,+384.799,+192.920,-128.266,+92.809,+454.913,481.676,5,3,3,0,2.0909,-0.0500,2.0409,563.10,8.131
38610.0,FWD,1337935.7750,6070317.6206,1427877.6997,1337935.5599,6070317.2377,1427877.5071,+215.077,+382.900,+192.627,-127.620,+92.994,+452.814,479.557,5,3,3,0,2.0909,-0.0500,2.0409,801.19,7.897
38640.0,FWD,1337935.7739,6070317.6189,1427877.7000,1337935.5599,6070317.2377,1427877.5071,+213.997,+381.207,+192.867,-126.930,+93.653,+451.031,477.819,5,3,3,0,2.0909,-0.0500,2.0409,824.10,9.592
38670.0,FWD,1337935.7730,6070317.6173,1427877.6994,1337935.5599,6070317.2377,1427877.5071,+213.128,+379.572,+192.251,-126.434,+93.454,+449.154,475.877,5,3,3,0,2.0909,-0.0500,2.0409,1346.44,6.588
38700.0,BWD,1337935.5834,6070317.1414,1427877.4694,1337935.5599,6070317.2377,1427877.5071,+23.462,-96.272,-37.662,-43.634,-16.648,-95.163,106.006,5,7,4,0,2.0909,0.0609,2.1518,748.63,9.333
38730.0,FWD,1337935.7722,6070317.6140,1427877.6989,1337935.5599,6070317.2377,1427877.5071,+212.301,+376.251,+191.848,-126.341,+93.833,+445.730,472.696,5,3,3,0,2.0909,-0.0500,2.0409,297.01,4.133
38760.0,BWD,1337935.5827,6070317.1340,1427877.4674,1337935.5599,6070317.2377,1427877.5071,+22.769,-103.653,-39.651,-44.546,-16.929,-102.780,113.290,5,7,4,0,2.0909,0.0615,2.1524,409.04,7.019
38790.0,BWD,1337935.5822,6070317.1306,1427877.4669,1337935.5599,6070317.2377,1427877.5071,+22.317,-107.121,-40.249,-44.851,-16.727,-106.309,116.589,5,7,4,0,2.0909,0.0620,2.1529,383.56,11.483
38820.0,BWD,1337935.5813,6070317.1251,1427877.4660,1337935.5599,6070317.2377,1427877.5071,+21.425,-112.639,-41.109,-45.167,-16.307,-111.940,121.806,5,7,4,0,2.0909,0.0632,2.1540,521.15,7.789
38850.0,BWD,1337935.5804,6070317.1219,1427877.4646,1337935.5599,6070317.2377,1427877.5071,+20.509,-115.823,-42.515,-44.958,-16.932,-115.478,125.072,5,7,4,0,2.0909,0.0639,2.1548,589.45,4.393
38880.0,BWD,1337935.5798,6070317.1202,1427877.4638,1337935.5599,6070317.2377,1427877.5071,+19.907,-117.453,-43.287,-44.721,-17.297,-117.329,126.749,5,7,4,0,2.0909,0.0644,2.1552,571.89,5.042
38910.0,BWD,1337935.5793,6070317.1184,1427877.4629,1337935.5599,6070317.2377,1427877.5071,+19.394,-119.303,-44.233,-44.618,-17.786,-119.410,128.708,5,7,4,0,2.0909,0.0649,2.1558,757.73,6.260
38940.0,BWD,1337935.5785,6070317.1161,1427877.4617,1337935.5599,6070317.2377,1427877.5071,+18.588,-121.622,-45.361,-44.331,-18.336,-122.040,131.130,5,7,4,0,2.0909,0.0653,2.1561,513.54,10.391
38970.0,BWD,1337935.5777,6070317.1136,1427877.4605,1337935.5599,6070317.2377,1427877.5071,+17.824,-124.070,-46.585,-44.111,-18.952,-124.805,133.721,5,7,4,0,2.0909,0.0665,2.1573,1206.01,8.072
39000.0,BWD,1337935.5774,6070317.1108,1427877.4596,1337935.5599,6070317.2377,1427877.5071,+17.470,-126.941,-47.509,-44.384,-19.204,-127.819,136.661,5,7,4,0,2.0909,0.0675,2.1583,537.75,11.017
39030.0,BWD,1337935.5764,6070317.1073,1427877.4585,1337935.5599,6070317.2377,1427877.5071,+16.539,-130.433,-48.616,-44.225,-19.469,-131.586,140.177,5,7,4,0,2.0909,0.0688,2.1596,408.78,5.895
39060.0,FWD,1337935.7705,6070317.6006,1427877.6991,1337935.5599,6070317.2377,1427877.5071,+210.560,+362.945,+192.040,-127.504,+97.032,+432.749,461.458,5,3,3,0,2.0909,-0.0450,2.0459,551.03,13.266
39090.0,FWD,1337935.7699,6070317.5991,1427877.6983,1337935.5599,6070317.2377,1427877.5071,+210.005,+361.447,+191.211,-127.285,+96.581,+431.020,459.682,5,3,3,0,2.0909,-0.0448,2.0461,794.71,6.095
39120.0,FWD,1337935.7694,6070317.5975,1427877.6976,1337935.5599,6070317.2377,1427877.5071,+209.472,+359.820,+190.482,-127.114,+96.254,+429.196,457.856,5,3,3,0,2.0909,-0.0447,2.0461,748.33,6.993
39150.0,FWD,1337935.7695,6070317.5971,1427877.6971,1337935.5599,6070317.2377,1427877.5071,+209.579,+359.431,+189.958,-127.303,+95.824,+428.731,457.382,5,3,3,0,2.0909,-0.0451,2.0457,1095.08,6.104
39180.0,FWD,1337935.7690,6070317.5969,1427877.6967,1337935.5599,6070317.2377,1427877.5071,+209.140,+359.193,+189.642,-126.925,+95.590,+428.341,456.862,5,3,3,0,2.0909,-0.0458,2.0450,828.80,5.971
39210.0,FWD,1337935.7683,6070317.5967,1427877.6964,1337935.5599,6070317.2377,1427877.5071,+208.390,+359.020,+189.282,-126.230,+95.313,+427.938,456.234,5,3,3,0,2.0909,-0.0465,2.0444,352.38,5.269
39240.0,FWD,1337935.7678,6070317.5949,1427877.6951,1337935.5599,6070317.2377,1427877.5071,+207.905,+357.209,+187.978,-126.147,+94.465,+425.819,454.047,5,3,3,0,2.0909,-0.0466,2.0443,563.24,4.869
39270.0,FWD,1337935.7678,6070317.5929,1427877.6940,1337935.5599,6070317.2377,1427877.5071,+207.920,+355.236,+186.903,-126.586,+93.852,+423.703,452.058,5,3,3,0,2.0909,-0.0460,2.0448,554.83,6.981
39300.0,FWD,1337935.7672,6070317.5904,1427877.6926,1337935.5599,6070317.2377,1427877.5071,+207.259,+352.726,+185.525,-126.481,+93.093,+420.866,449.212,5,3,3,0,2.0909,-0.0458,2.0451,735.96,8.908
39330.0,FWD,1337935.7660,6070317.5893,1427877.6917,1337935.5599,6070317.2377,1427877.5071,+206.054,+351.615,+184.573,-125.543,+92.468,+419.342,447.391,5,3,3,0,2.0909,-0.0460,2.0448,886.50,8.322
39360.0,BWD,1337935.5744,6070317.0813,1427877.4481,1337935.5599,6070317.2377,1427877.5071,+14.535,-156.400,-58.958,-47.858,-23.734,-159.043,167.775,5,7,4,0,2.0909,0.0742,2.1651,930.45,7.448
39390.0,BWD,1337935.5747,6070317.0808,1427877.4473,1337935.5599,6070317.2377,1427877.5071,+14.758,-156.930,-59.823,-48.190,-24.471,-159.696,168.594,5,7,4,0,2.0909,0.0747,2.1655,643.05,6.920
39420.0,BWD,1337935.5749,6070317.0782,1427877.4472,1337935.5599,6070317.2377,1427877.5071,+15.039,-159.453,-59.904,-49.007,-24.008,-162.055,170.997,5,7,4,0,2.0909,0.0756,2.1665,855.29,5.906
39450.0,BWD,1337935.5754,6070317.0767,1427877.4470,1337935.5599,6070317.2377,1427877.5071,+15.470,-161.044,-60.125,-49.771,-23.895,-163.528,172.597,5,7,4,0,2.0909,0.0762,2.1670,265.80,5.510
39480.0,FWD,1337935.7619,6070317.5842,1427877.6889,1337935.5599,6070317.2377,1427877.5071,+201.977,+346.545,+181.812,-122.653,+91.092,+413.041,440.391,5,3,3,0,2.0909,-0.0458,2.0450,603.16,8.136
39510.0,FWD,1337935.7614,6070317.5820,1427877.6883,1337935.5599,6070317.2377,1427877.5071,+201.511,+344.338,+181.154,-122.672,+90.959,+410.695,438.169,5,3,3,0,2.0909,-0.0456,2.0453,533.13,7.680
39540.0,FWD,1337935.7611,6070317.5808,1427877.6880,1337935.5599,6070317.2377,1427877.5071,+201.179,+343.056,+180.886,-122.624,+90.996,+409.345,436.898,5,3,3,0,2.0909,-0.0453,2.0455,596.32,4.845
39570.0,BWD,1337935.5775,6070317.0715,1427877.4452,1337935.5599,6070317.2377,1427877.5071,+17.581,-166.214,-61.926,-52.945,-24.614,-168.410,178.245,5,7,4,0,2.0909,0.0782,2.1690,859.30,5.899
39600.0,BWD,1337935.5777,6070317.0702,1427877.4452,1337935.5599,6070317.2377,1427877.5071,+17.766,-167.490,-61.911,-53.400,-24.328,-169.582,179.448,5,7,4,0,2.0909,0.0790,2.1698,1038.07,5.611
39630.0,BWD,1337935.5783,6070317.0688,1427877.4454,1337935.5599,6070317.2377,1427877.5071,+18.389,-168.936,-61.729,-54.319,-23.863,-170.786,180.798,5,7,4,0,2.0909,0.0797,2.1705,390.09,2.878
39660.0,BWD,1337935.5786,6070317.0682,1427877.4453,1337935.5599,6070317.2377,1427877.5071,+18.702,-169.467,-61.754,-54.740,-23.785,-171.232,181.335,5,7,4,0,2.0909,0.0800,2.1708,554.58,4.335
39690.0,FWD,1337935.7601,6070317.5782,1427877.6862,1337935.5599,6070317.2377,1427877.5071,+200.202,+340.469,+179.069,-122.227,+89.843,+406.269,433.665,5,3,3,0,2.0909,-0.0443,2.0466,508.51,3.787
39720.0,FWD,1337935.7601,6070317.5780,1427877.6866,1337935.5599,6070317.2377,1427877.5071,+200.223,+340.282,+179.457,-122.287,+90.260,+406.184,433.689,5,3,3,0,2.0909,-0.0443,2.0465,259.72,2.213
39750.0,FWD,1337935.7603,6070317.5766,1427877.6856,1337935.5599,6070317.2377,1427877.5071,+200.422,+338.860,+178.505,-122.788,+89.636,+404.657,432.272,5,3,3,0,2.0909,-0.0437,2.0471,796.32,6.717
39780.0,FWD,1337935.7604,6070317.5760,1427877.6856,1337935.5599,6070317.2377,1427877.5071,+200.511,+338.285,+178.518,-122.998,+89.771,+404.131,431.868,5,3,3,0,2.0909,-0.0438,2.0471,238.98,2.722
39810.0,FWD,1337935.7603,6070317.5748,1427877.6855,1337935.5599,6070317.2377,1427877.5071,+200.421,+337.147,+178.434,-123.156,+89.944,+403.012,430.901,5,3,3,0,2.0909,-0.0436,2.0473,330.15,3.650
39840.0,FWD,1337935.7600,6070317.5729,1427877.6847,1337935.5599,6070317.2377,1427877.5071,+200.050,+335.210,+177.621,-123.211,+89.596,+400.907,428.876,5,3,3,0,2.0909,-0.0434,2.0474,340.17,5.611
39870.0,FWD,1337935.7601,6070317.5702,1427877.6833,1337935.5599,6070317.2377,1427877.5071,+200.156,+332.518,+176.158,-123.893,+88.758,+398.038,426.218,5,3,3,0,2.0909,-0.0427,2.0482,355.69,8.481
39900.0,FWD,1337935.7602,6070317.5682,1427877.6826,1337935.5599,6070317.2377,1427877.5071,+200.312,+330.478,+175.543,-124.485,+88.600,+395.992,424.448,5,3,3,0,2.0909,-0.0419,2.0490,793.46,6.958
39930.0,FWD,1337935.7605,6070317.5672,1427877.6825,1337935.5599,6070317.2377,1427877.5071,+200.572,+329.464,+175.443,-124.957,+88.713,+395.059,423.741,5,3,3,0,2.0909,-0.0411,2.0498,1284.71,6.053
39960.0,BWD,1337935.5843,6070317.0591,1427877.4394,1337935.5599,6070317.2377,1427877.5071,+24.426,-178.621,-67.727,-62.300,-27.868,-180.086,192.585,5,7,4,0,2.0909,0.0817,2.1725,832.40,6.736
39990.0,FWD,1337935.7600,6070317.5651,1427877.6813,1337935.5599,6070317.2377,1427877.5071,+200.071,+327.377,+174.191,-124.916,+87.976,+392.686,421.363,5,3,3,0,2.0909,-0.0403,2.0506,283.20,5.961
40020.0,FWD,1337935.7605,6070317.5644,1427877.6801,1337935.5599,6070317.2377,1427877.5071,+200.551,+326.717,+173.015,-125.528,+86.953,+391.894,420.593,5,3,3,0,2.0909,-0.0396,2.0513,594.00,7.213
40050.0,BWD,1337935.5861,6070317.0571,1427877.4387,1337935.5599,6070317.2377,1427877.5071,+26.230,-180.606,-68.374,-64.489,-28.149,-181.742,194.888,5,7,4,0,2.0909,0.0822,2.1730,563.74,6.159
40080.0,FWD,1337935.7611,6070317.5637,1427877.6776,1337935.5599,6070317.2377,1427877.5071,+201.240,+326.040,+170.477,-126.346,+84.595,+390.823,419.359,5,3,3,0,2.0909,-0.0381,2.0527,487.53,6.490
40110.0,BWD,1337935.5871,6070317.0545,1427877.4397,1337935.5599,6070317.2377,1427877.5071,+27.167,-183.248,-67.389,-65.973,-26.654,-183.838,197.127,5,7,4,0,2.0909,0.0825,2.1733,1097.46,6.227
40140.0,BWD,1337935.5874,6070317.0537,1427877.4402,1337935.5599,6070317.2377,1427877.5071,+27.511,-184.017,-66.890,-66.474,-26.015,-184.385,197.720,5,7,4,0,2.0909,0.0833,2.1741,744.90,5.410
40170.0,BWD,1337935.5874,6070317.0525,1427877.4409,1337935.5599,6070317.2377,1427877.5071,+27.511,-185.163,-66.232,-66.721,-25.122,-185.327,198.567,5,7,4,0,2.0909,0.0838,2.1746,1220.25,11.971
40200.0,FWD,1337935.7602,6070317.5631,1427877.6770,1337935.5599,6070317.2377,1427877.5071,+200.346,+325.386,+169.872,-125.614,+84.193,+389.877,418.176,5,3,3,0,2.0909,-0.0367,2.0542,259.24,6.054
40230.0,FWD,1337935.7601,6070317.5627,1427877.6764,1337935.5599,6070317.2377,1427877.5071,+200.196,+324.950,+169.307,-125.562,+83.746,+389.303,417.536,5,3,3,0,2.0909,-0.0366,2.0543,613.74,2.396
40260.0,FWD,1337935.7602,6070317.5631,1427877.6766,1337935.5599,6070317.2377,1427877.5071,+200.316,+325.389,+169.526,-125.584,+83.857,+389.795,418.023,5,3,3,0,2.0909,-0.0363,2.0545,524.10,2.458
40290.0,FWD,1337935.7604,6070317.5637,1427877.6771,1337935.5599,6070317.2377,1427877.5071,+200.501,+325.960,+169.956,-125.641,+84.141,+390.474,418.731,5,3,3,0,2.0909,-0.0366,2.0543,556.11,3.939
40320.0,FWD,1337935.7607,6070317.5652,1427877.6774,1337935.5599,6070317.2377,1427877.5071,+200.763,+327.521,+170.282,-125.562,+84.103,+392.088,420.204,5,3,3,0,2.0909,-0.0365,2.0543,376.41,3.614
40350.0,FWD,1337935.7607,6070317.5652,1427877.6776,1337935.5599,6070317.2377,1427877.5071,+200.787,+327.456,+170.539,-125.599,+84.366,+392.088,420.269,5,3,3,0,2.0909,-0.0363,2.0546,585.55,2.761
40380.0,FWD,1337935.7607,6070317.5639,1427877.6772,1337935.5599,6070317.2377,1427877.5071,+200.782,+326.250,+170.061,-125.854,+84.167,+390.832,419.134,5,3,3,0,2.0909,-0.0359,2.0549,592.18,9.386
40410.0,FWD,1337935.7603,6070317.5625,1427877.6768,1337935.5599,6070317.2377,1427877.5071,+200.379,+324.754,+169.697,-125.782,+84.160,+389.242,417.629,5,3,3,0,2.0909,-0.0359,2.0550,441.35,5.898
40440.0,FWD,1337935.7597,6070317.5607,1427877.6759,1337935.5599,6070317.2377,1427877.5071,+199.808,+322.997,+168.830,-125.602,+83.730,+387.256,415.636,5,3,3,0,2.0909,-0.0353,2.0555,1495.34,11.160
40470.0,FWD,1337935.7594,6070317.5596,1427877.6752,1337935.5599,6070317.2377,1427877.5071,+199.506,+321.877,+168.107,-125.549,+83.287,+385.964,414.327,5,3,3,0,2.0909,-0.0351,2.0558,1262.20,3.049
40500.0,FWD,1337935.7597,6070317.5576,1427877.6747,1337935.5599,6070317.2377,1427877.5071,+199.764,+319.893,+167.612,-126.228,+83.228,+384.019,412.712,5,3,3,0,2.0909,-0.0342,2.0567,718.49,7.907
