epoch,sod,total_phi_active,total_amb_states,total_valid_sats,sat,sys,elevation_deg,ki,n_mw_hist,mw_mean_cyc,mw_std_cyc,amb_sigma_m,amb_sigma_cyc,phi_active,wl_already_fixed,rejected_reason
1560,46800.0,0,28,9,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G11,G,nan,24,634,-28.3079,0.3041,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1560,46800.0,0,28,9,G12,G,nan,27,307,-69.8661,0.1946,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1560,46800.0,0,28,9,G13,G,nan,22,2,-32.8353,0.1275,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1560,46800.0,0,28,9,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G15,G,nan,30,16,-17.4612,0.3687,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1560,46800.0,0,28,9,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G18,G,nan,32,2,-74.7926,0.4377,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G21,G,nan,26,465,-97.3922,0.2819,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1560,46800.0,0,28,9,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G23,G,nan,33,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1560,46800.0,0,28,9,G24,G,nan,25,12,-56.6207,0.6969,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G25,G,nan,29,119,-91.5602,0.1988,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1560,46800.0,0,28,9,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G29,G,nan,31,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1560,46800.0,0,28,9,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G05,G,nan,28,401,-62.8055,0.1735,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1620,48600.0,0,28,10,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G11,G,nan,24,12,-28.0133,0.5574,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1620,48600.0,0,28,10,G12,G,nan,27,367,-69.9032,0.2047,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1620,48600.0,0,28,10,G13,G,nan,22,34,-32.2778,0.3614,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1620,48600.0,0,28,10,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G15,G,nan,30,27,-17.7033,0.1839,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1620,48600.0,0,28,10,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G18,G,nan,32,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1620,48600.0,0,28,10,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G21,G,nan,26,525,-97.3998,0.3031,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1620,48600.0,0,28,10,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G23,G,nan,33,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1620,48600.0,0,28,10,G24,G,nan,25,12,-56.6207,0.6969,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G25,G,nan,29,179,-91.5628,0.1971,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1620,48600.0,0,28,10,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G29,G,nan,31,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1620,48600.0,0,28,10,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1620,48600.0,0,28,10,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G05,G,nan,28,461,-62.8183,0.1841,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1680,50400.0,0,28,9,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G11,G,nan,24,9,-45.7547,0.5622,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1680,50400.0,0,28,9,G12,G,nan,27,427,-69.9167,0.2087,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1680,50400.0,0,28,9,G13,G,nan,22,94,-32.4107,0.3298,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1680,50400.0,0,28,9,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G15,G,nan,30,87,-17.6906,0.1714,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1680,50400.0,0,28,9,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G18,G,nan,32,16,-55.3999,0.6191,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1680,50400.0,0,28,9,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G21,G,nan,26,568,-97.4013,0.3252,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G23,G,nan,33,40,-34.8959,0.3537,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1680,50400.0,0,28,9,G24,G,nan,25,12,-56.6207,0.6969,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G25,G,nan,29,239,-91.584,0.2002,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1680,50400.0,0,28,9,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G29,G,nan,31,60,-46.4687,0.2511,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1680,50400.0,0,28,9,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1680,50400.0,0,28,9,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G05,G,nan,28,521,-62.8169,0.2039,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1740,52200.0,0,28,8,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G11,G,nan,24,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G12,G,nan,27,487,-69.9383,0.2596,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1740,52200.0,0,28,8,G13,G,nan,22,154,-32.4343,0.3186,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1740,52200.0,0,28,8,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G15,G,nan,30,147,-17.6659,0.1601,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1740,52200.0,0,28,8,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G18,G,nan,32,56,-55.3126,0.404,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1740,52200.0,0,28,8,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G21,G,nan,26,568,-97.4013,0.3252,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G23,G,nan,33,100,-34.9147,0.3,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1740,52200.0,0,28,8,G24,G,nan,25,12,-56.6207,0.6969,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G25,G,nan,29,299,-91.5979,0.2109,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1740,52200.0,0,28,8,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G29,G,nan,31,120,-46.4174,0.2304,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1740,52200.0,0,28,8,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1740,52200.0,0,28,8,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G05,G,nan,28,1,-65.1156,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G10,G,nan,34,26,-52.653,0.4919,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1800,54000.0,0,29,8,G11,G,nan,24,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G12,G,nan,27,1,-24.0473,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1800,54000.0,0,29,8,G13,G,nan,22,214,-32.4516,0.3191,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1800,54000.0,0,29,8,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G15,G,nan,30,207,-17.6758,0.1564,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1800,54000.0,0,29,8,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G18,G,nan,32,116,-55.4133,0.3905,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1800,54000.0,0,29,8,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G21,G,nan,26,568,-97.4013,0.3252,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G23,G,nan,33,160,-34.944,0.2767,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1800,54000.0,0,29,8,G24,G,nan,25,12,-56.6207,0.6969,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G25,G,nan,29,359,-91.6083,0.218,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1800,54000.0,0,29,8,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G29,G,nan,31,180,-46.3948,0.2085,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1800,54000.0,0,29,8,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1800,54000.0,0,29,8,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G05,G,nan,28,1,-65.1156,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G10,G,nan,34,58,-52.6914,0.5214,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1860,55800.0,0,29,8,G11,G,nan,24,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G12,G,nan,27,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G13,G,nan,22,274,-32.4647,0.3606,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1860,55800.0,0,29,8,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G15,G,nan,30,267,-17.6743,0.1553,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1860,55800.0,0,29,8,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G18,G,nan,32,176,-55.4066,0.3954,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1860,55800.0,0,29,8,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G21,G,nan,26,568,-97.4013,0.3252,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G23,G,nan,33,220,-34.9543,0.2593,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1860,55800.0,0,29,8,G24,G,nan,25,8,-29.2111,0.5663,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1860,55800.0,0,29,8,G25,G,nan,29,1,-91.8202,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1860,55800.0,0,29,8,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G29,G,nan,31,240,-46.382,0.1928,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1860,55800.0,0,29,8,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1860,55800.0,0,29,8,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G05,G,nan,28,1,-65.1156,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G10,G,nan,34,118,-52.7113,0.4473,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1920,57600.0,0,30,8,G11,G,nan,24,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G12,G,nan,27,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G13,G,nan,22,3,-33.0073,0.2129,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G15,G,nan,30,327,-17.6773,0.1652,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1920,57600.0,0,30,8,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G18,G,nan,32,236,-55.3786,0.3924,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1920,57600.0,0,30,8,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G21,G,nan,26,568,-97.4013,0.3252,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G23,G,nan,33,280,-34.9495,0.2546,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1920,57600.0,0,30,8,G24,G,nan,25,34,-29.3528,0.4102,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1920,57600.0,0,30,8,G25,G,nan,29,13,-277.0009,0.7389,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1920,57600.0,0,30,8,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G29,G,nan,31,300,-46.3829,0.1821,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1920,57600.0,0,30,8,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1920,57600.0,0,30,8,G32,G,nan,35,15,-15.5364,0.573,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1980,59400.0,0,30,7,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G05,G,nan,28,1,-65.1156,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G10,G,nan,34,178,-52.6761,0.4218,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1980,59400.0,0,30,7,G11,G,nan,24,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G12,G,nan,27,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G13,G,nan,22,3,-33.0073,0.2129,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1980,59400.0,0,30,7,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
