epoch,sod,total_phi_active,total_amb_states,total_valid_sats,sat,sys,elevation_deg,ki,n_mw_hist,mw_mean_cyc,mw_std_cyc,amb_sigma_m,amb_sigma_cyc,phi_active,wl_already_fixed,rejected_reason
1020,30600.0,0,20,9,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1020,30600.0,0,20,9,G06,G,nan,23,286,-79.607,0.3118,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1020,30600.0,0,20,9,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1020,30600.0,0,20,9,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1020,30600.0,0,20,9,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1020,30600.0,0,20,9,G11,G,nan,24,94,-28.2747,0.3521,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1020,30600.0,0,20,9,G13,G,nan,22,357,-34.534,0.3674,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1020,30600.0,0,20,9,G14,G,nan,17,751,-1.341,0.3683,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1020,30600.0,0,20,9,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1020,30600.0,0,20,9,G17,G,nan,20,569,-26.2164,0.2402,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1020,30600.0,0,20,9,G19,G,nan,21,478,-19.1723,0.2827,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1020,30600.0,0,20,9,G22,G,nan,19,637,-13.7107,0.3416,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1020,30600.0,0,20,9,G24,G,nan,25,37,-70.1058,0.3507,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1020,30600.0,0,20,9,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1020,30600.0,0,20,9,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1020,30600.0,0,20,9,G30,G,nan,18,595,-50.239,0.2603,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1020,30600.0,0,20,9,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1080,32400.0,0,21,9,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1080,32400.0,0,21,9,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1080,32400.0,0,21,9,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1080,32400.0,0,21,9,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1080,32400.0,0,21,9,G06,G,nan,23,346,-79.596,0.2883,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1080,32400.0,0,21,9,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1080,32400.0,0,21,9,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1080,32400.0,0,21,9,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1080,32400.0,0,21,9,G11,G,nan,24,154,-28.2857,0.2962,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1080,32400.0,0,21,9,G13,G,nan,22,417,-34.5239,0.3898,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1080,32400.0,0,21,9,G14,G,nan,17,811,-1.3376,0.3608,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1080,32400.0,0,21,9,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1080,32400.0,0,21,9,G17,G,nan,20,629,-26.214,0.2571,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1080,32400.0,0,21,9,G19,G,nan,21,538,-19.174,0.2793,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1080,32400.0,0,21,9,G21,G,nan,26,5,-97.1813,0.3095,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1080,32400.0,0,21,9,G22,G,nan,19,697,-13.711,0.3361,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1080,32400.0,0,21,9,G24,G,nan,25,25,-69.8374,0.3582,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1080,32400.0,0,21,9,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1080,32400.0,0,21,9,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1080,32400.0,0,21,9,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1080,32400.0,0,21,9,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1140,34200.0,0,22,9,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1140,34200.0,0,22,9,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1140,34200.0,0,22,9,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1140,34200.0,0,22,9,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1140,34200.0,0,22,9,G06,G,nan,23,406,-79.5951,0.2715,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1140,34200.0,0,22,9,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1140,34200.0,0,22,9,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1140,34200.0,0,22,9,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1140,34200.0,0,22,9,G11,G,nan,24,214,-28.2881,0.2629,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1140,34200.0,0,22,9,G12,G,nan,27,8,-70.2615,0.7853,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1140,34200.0,0,22,9,G13,G,nan,22,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1140,34200.0,0,22,9,G14,G,nan,17,871,-1.3348,0.3551,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1140,34200.0,0,22,9,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1140,34200.0,0,22,9,G17,G,nan,20,1,95.9809,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1140,34200.0,0,22,9,G19,G,nan,21,598,-19.1659,0.2872,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1140,34200.0,0,22,9,G21,G,nan,26,45,-97.6649,0.5454,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1140,34200.0,0,22,9,G22,G,nan,19,757,-13.7075,0.3278,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1140,34200.0,0,22,9,G24,G,nan,25,85,-69.8879,0.3069,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1140,34200.0,0,22,9,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1140,34200.0,0,22,9,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1140,34200.0,0,22,9,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1140,34200.0,0,22,9,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1200,36000.0,0,23,10,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1200,36000.0,0,23,10,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1200,36000.0,0,23,10,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1200,36000.0,0,23,10,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1200,36000.0,0,23,10,G05,G,nan,28,1,-63.6526,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1200,36000.0,0,23,10,G06,G,nan,23,466,-79.5968,0.2623,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1200,36000.0,0,23,10,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1200,36000.0,0,23,10,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1200,36000.0,0,23,10,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1200,36000.0,0,23,10,G11,G,nan,24,274,-28.2785,0.2423,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1200,36000.0,0,23,10,G12,G,nan,27,3,-70.2217,0.2326,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1200,36000.0,0,23,10,G13,G,nan,22,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1200,36000.0,0,23,10,G14,G,nan,17,931,-1.3258,0.3572,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1200,36000.0,0,23,10,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1200,36000.0,0,23,10,G17,G,nan,20,16,-59.2947,0.5258,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1200,36000.0,0,23,10,G19,G,nan,21,658,-19.1613,0.3066,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1200,36000.0,0,23,10,G21,G,nan,26,105,-97.5472,0.4471,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1200,36000.0,0,23,10,G22,G,nan,19,817,-13.708,0.3189,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1200,36000.0,0,23,10,G24,G,nan,25,145,-69.8906,0.3174,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1200,36000.0,0,23,10,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1200,36000.0,0,23,10,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1200,36000.0,0,23,10,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1200,36000.0,0,23,10,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G05,G,nan,28,41,-62.8701,0.2581,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1260,37800.0,0,23,9,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1260,37800.0,0,23,9,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G11,G,nan,24,334,-28.2867,0.2285,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1260,37800.0,0,23,9,G12,G,nan,27,7,-69.8932,0.3045,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1260,37800.0,0,23,9,G13,G,nan,22,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G17,G,nan,20,76,-59.2297,0.4281,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1260,37800.0,0,23,9,G19,G,nan,21,718,-19.18,0.3357,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1260,37800.0,0,23,9,G21,G,nan,26,165,-97.4998,0.3849,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1260,37800.0,0,23,9,G22,G,nan,19,877,-13.711,0.3161,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1260,37800.0,0,23,9,G24,G,nan,25,205,-69.9176,0.3051,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1260,37800.0,0,23,9,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1260,37800.0,0,23,9,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G05,G,nan,28,101,-62.8467,0.2304,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1320,39600.0,0,24,9,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1320,39600.0,0,24,9,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G11,G,nan,24,394,-28.2964,0.2275,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1320,39600.0,0,24,9,G12,G,nan,27,67,-69.8112,0.2811,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1320,39600.0,0,24,9,G13,G,nan,22,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G19,G,nan,21,778,-19.1762,0.3441,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1320,39600.0,0,24,9,G21,G,nan,26,225,-97.4556,0.3456,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1320,39600.0,0,24,9,G22,G,nan,19,1,-13.4726,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1320,39600.0,0,24,9,G24,G,nan,25,265,-69.9528,0.3153,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1320,39600.0,0,24,9,G25,G,nan,29,2,-92.261,0.5618,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1320,39600.0,0,24,9,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1320,39600.0,0,24,9,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G05,G,nan,28,161,-62.8343,0.2025,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1380,41400.0,0,24,6,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G11,G,nan,24,454,-28.2998,0.2241,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1380,41400.0,0,24,6,G12,G,nan,27,127,-69.8076,0.2425,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1380,41400.0,0,24,6,G13,G,nan,22,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G19,G,nan,21,1,-58.1001,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G21,G,nan,26,285,-97.4302,0.3166,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1380,41400.0,0,24,6,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G24,G,nan,25,325,-69.981,0.3459,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1380,41400.0,0,24,6,G25,G,nan,29,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1380,41400.0,0,24,6,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1380,41400.0,0,24,6,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G05,G,nan,28,221,-62.8197,0.1899,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1440,43200.0,0,25,7,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G11,G,nan,24,514,-28.3059,0.227,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1440,43200.0,0,25,7,G12,G,nan,27,187,-69.8149,0.2136,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1440,43200.0,0,25,7,G13,G,nan,22,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G15,G,nan,30,1,-56.153,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1440,43200.0,0,25,7,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G21,G,nan,26,345,-97.4123,0.2964,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1440,43200.0,0,25,7,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G24,G,nan,25,385,-70.0021,0.3653,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1440,43200.0,0,25,7,G25,G,nan,29,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1440,43200.0,0,25,7,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1440,43200.0,0,25,7,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G05,G,nan,28,281,-62.8037,0.18,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1500,45000.0,0,26,8,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G07,G,nan,15,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G08,G,nan,9,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G09,G,nan,16,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G11,G,nan,24,574,-28.2976,0.245,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1500,45000.0,0,26,8,G12,G,nan,27,247,-69.8424,0.2012,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1500,45000.0,0,26,8,G13,G,nan,22,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1500,45000.0,0,26,8,G14,G,nan,17,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G15,G,nan,30,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1500,45000.0,0,26,8,G16,G,nan,10,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G17,G,nan,20,100,-59.2554,0.5415,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G19,G,nan,21,16,-61.1061,0.7318,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G21,G,nan,26,405,-97.3941,0.2835,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1500,45000.0,0,26,8,G22,G,nan,19,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G24,G,nan,25,400,-69.99,0.4147,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G25,G,nan,29,59,-91.577,0.2068,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1500,45000.0,0,26,8,G26,G,nan,11,3,-19.4383,0.7971,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G27,G,nan,12,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G29,G,nan,31,0,nan,nan,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1500,45000.0,0,26,8,G30,G,nan,18,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1500,45000.0,0,26,8,G31,G,nan,13,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G01,G,nan,6,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G02,G,nan,14,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G03,G,nan,7,1,0.9937,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G04,G,nan,8,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
1560,46800.0,0,28,9,G05,G,nan,28,341,-62.8019,0.1741,300.0,348.0608,False,False,NOT_PHI_ACTIVE
1560,46800.0,0,28,9,G06,G,nan,23,0,nan,nan,300.0,348.0608,False,False,NOT_VISIBLE_THIS_EPOCH
