epoch,sod,sat,lineage_id,generation,parent_lineage_id,old_state,new_state,reason,sigma_mm,state_index,active,observable,in_filter,gap_length_epochs,convergence_score,rolling_sigma_mm,rolling_residual_rms_mm,acceptance_ratio,continuous_active_epochs,continuous_filter_epochs
521,15630.0,E16,LIN-001635,64,LIN-001633,REBORN,ACTIVE,reborn_to_active,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
521,15630.0,G08,LIN-001636,43,LIN-001634,RESET,REBORN,post_reset_rebirth,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
521,15630.0,G08,LIN-001636,43,LIN-001634,REBORN,ACTIVE,reborn_to_active,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,E16,LIN-001635,64,LIN-001633,ACTIVE,SLIPPED,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,E16,LIN-001635,64,LIN-001633,SLIPPED,RESET,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,G08,LIN-001636,43,LIN-001634,ACTIVE,SLIPPED,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,G08,LIN-001636,43,LIN-001634,SLIPPED,RESET,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
522,15660.0,E16,LIN-001637,65,LIN-001635,RESET,REBORN,post_reset_rebirth,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
522,15660.0,E16,LIN-001637,65,LIN-001635,REBORN,ACTIVE,reborn_to_active,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
522,15660.0,G08,LIN-001638,44,LIN-001636,RESET,REBORN,post_reset_rebirth,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
522,15660.0,G08,LIN-001638,44,LIN-001636,REBORN,ACTIVE,reborn_to_active,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,E09,LIN-001630,7,LIN-001615,ACTIVE,SLIPPED,cycle_slip,20000.00,7,0,1,0,0,0.0000,nan,nan,0.0272,0,0
-1,nan,E09,LIN-001630,7,LIN-001615,SLIPPED,RESET,cycle_slip,20000.00,7,0,1,0,0,0.0000,nan,nan,0.0272,0,0
-1,nan,E16,LIN-001637,65,LIN-001635,ACTIVE,SLIPPED,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,E16,LIN-001637,65,LIN-001635,SLIPPED,RESET,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,G08,LIN-001638,44,LIN-001636,ACTIVE,SLIPPED,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,G08,LIN-001638,44,LIN-001636,SLIPPED,RESET,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
523,15690.0,E09,LIN-001639,8,LIN-001630,RESET,REBORN,post_reset_rebirth,20000.00,7,1,1,0,0,0.0000,nan,nan,0.0272,0,0
523,15690.0,E09,LIN-001639,8,LIN-001630,REBORN,ACTIVE,reborn_to_active,20000.00,7,1,1,0,0,0.0000,nan,nan,0.0272,0,0
523,15690.0,E16,LIN-001640,66,LIN-001637,RESET,REBORN,post_reset_rebirth,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
523,15690.0,E16,LIN-001640,66,LIN-001637,REBORN,ACTIVE,reborn_to_active,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
523,15690.0,G08,LIN-001641,45,LIN-001638,RESET,REBORN,post_reset_rebirth,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
523,15690.0,G08,LIN-001641,45,LIN-001638,REBORN,ACTIVE,reborn_to_active,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,E16,LIN-001640,66,LIN-001637,ACTIVE,SLIPPED,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,E16,LIN-001640,66,LIN-001637,SLIPPED,RESET,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,G02,LIN-001591,0,,ACTIVE,SLIPPED,cycle_slip,19976.20,18,0,1,0,0,0.0000,nan,nan,0.1452,0,0
-1,nan,G02,LIN-001591,0,,SLIPPED,RESET,cycle_slip,19976.20,18,0,1,0,0,0.0000,nan,nan,0.1452,0,0
-1,nan,G08,LIN-001641,45,LIN-001638,ACTIVE,SLIPPED,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,G08,LIN-001641,45,LIN-001638,SLIPPED,RESET,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
524,15720.0,E16,LIN-001642,67,LIN-001640,RESET,REBORN,post_reset_rebirth,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
524,15720.0,E16,LIN-001642,67,LIN-001640,REBORN,ACTIVE,reborn_to_active,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
524,15720.0,G02,LIN-001643,1,LIN-001591,RESET,REBORN,post_reset_rebirth,20000.00,18,1,1,0,0,0.0000,nan,nan,0.1452,0,0
524,15720.0,G02,LIN-001643,1,LIN-001591,REBORN,ACTIVE,reborn_to_active,20000.00,18,1,1,0,0,0.0000,nan,nan,0.1452,0,0
524,15720.0,G08,LIN-001644,46,LIN-001641,RESET,REBORN,post_reset_rebirth,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
524,15720.0,G08,LIN-001644,46,LIN-001641,REBORN,ACTIVE,reborn_to_active,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,E09,LIN-001639,8,LIN-001630,ACTIVE,SLIPPED,cycle_slip,20000.00,7,0,1,0,0,0.0000,nan,nan,0.0271,0,0
-1,nan,E09,LIN-001639,8,LIN-001630,SLIPPED,RESET,cycle_slip,20000.00,7,0,1,0,0,0.0000,nan,nan,0.0271,0,0
-1,nan,E16,LIN-001642,67,LIN-001640,ACTIVE,SLIPPED,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,E16,LIN-001642,67,LIN-001640,SLIPPED,RESET,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,G08,LIN-001644,46,LIN-001641,ACTIVE,SLIPPED,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,G08,LIN-001644,46,LIN-001641,SLIPPED,RESET,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
525,15750.0,E09,LIN-001645,9,LIN-001639,RESET,REBORN,post_reset_rebirth,20000.00,7,1,1,0,0,0.0000,nan,nan,0.0271,0,0
525,15750.0,E09,LIN-001645,9,LIN-001639,REBORN,ACTIVE,reborn_to_active,20000.00,7,1,1,0,0,0.0000,nan,nan,0.0271,0,0
525,15750.0,E16,LIN-001646,68,LIN-001642,RESET,REBORN,post_reset_rebirth,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
525,15750.0,E16,LIN-001646,68,LIN-001642,REBORN,ACTIVE,reborn_to_active,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
525,15750.0,G08,LIN-001647,47,LIN-001644,RESET,REBORN,post_reset_rebirth,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
525,15750.0,G08,LIN-001647,47,LIN-001644,REBORN,ACTIVE,reborn_to_active,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,E16,LIN-001646,68,LIN-001642,ACTIVE,SLIPPED,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,E16,LIN-001646,68,LIN-001642,SLIPPED,RESET,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,G08,LIN-001647,47,LIN-001644,ACTIVE,SLIPPED,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,G08,LIN-001647,47,LIN-001644,SLIPPED,RESET,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
526,15780.0,E16,LIN-001648,69,LIN-001646,RESET,REBORN,post_reset_rebirth,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
526,15780.0,E16,LIN-001648,69,LIN-001646,REBORN,ACTIVE,reborn_to_active,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
526,15780.0,G08,LIN-001649,48,LIN-001647,RESET,REBORN,post_reset_rebirth,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
526,15780.0,G08,LIN-001649,48,LIN-001647,REBORN,ACTIVE,reborn_to_active,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,E16,LIN-001648,69,LIN-001646,ACTIVE,SLIPPED,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,E16,LIN-001648,69,LIN-001646,SLIPPED,RESET,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,G08,LIN-001649,48,LIN-001647,ACTIVE,SLIPPED,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,G08,LIN-001649,48,LIN-001647,SLIPPED,RESET,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
527,15810.0,E16,LIN-001650,70,LIN-001648,RESET,REBORN,post_reset_rebirth,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
527,15810.0,E16,LIN-001650,70,LIN-001648,REBORN,ACTIVE,reborn_to_active,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
527,15810.0,G08,LIN-001651,49,LIN-001649,RESET,REBORN,post_reset_rebirth,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
527,15810.0,G08,LIN-001651,49,LIN-001649,REBORN,ACTIVE,reborn_to_active,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,E09,LIN-001645,9,LIN-001639,ACTIVE,SLIPPED,cycle_slip,625.10,7,0,1,0,0,0.0000,nan,nan,0.0290,0,0
-1,nan,E09,LIN-001645,9,LIN-001639,SLIPPED,RESET,cycle_slip,625.10,7,0,1,0,0,0.0000,nan,nan,0.0290,0,0
-1,nan,E16,LIN-001650,70,LIN-001648,ACTIVE,SLIPPED,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,E16,LIN-001650,70,LIN-001648,SLIPPED,RESET,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,G08,LIN-001651,49,LIN-001649,ACTIVE,SLIPPED,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,G08,LIN-001651,49,LIN-001649,SLIPPED,RESET,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
528,15840.0,E09,LIN-001652,10,LIN-001645,RESET,REBORN,post_reset_rebirth,20000.00,7,1,1,0,0,0.0000,nan,nan,0.0290,0,0
528,15840.0,E09,LIN-001652,10,LIN-001645,REBORN,ACTIVE,reborn_to_active,20000.00,7,1,1,0,0,0.0000,nan,nan,0.0290,0,0
528,15840.0,E16,LIN-001653,71,LIN-001650,RESET,REBORN,post_reset_rebirth,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
528,15840.0,E16,LIN-001653,71,LIN-001650,REBORN,ACTIVE,reborn_to_active,20000.00,8,1,1,0,0,0.0000,nan,nan,0.0044,0,0
528,15840.0,G08,LIN-001654,50,LIN-001651,RESET,REBORN,post_reset_rebirth,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
528,15840.0,G08,LIN-001654,50,LIN-001651,REBORN,ACTIVE,reborn_to_active,20000.00,12,1,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,E16,LIN-001653,71,LIN-001650,ACTIVE,SLIPPED,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,E16,LIN-001653,71,LIN-001650,SLIPPED,RESET,cycle_slip,20000.00,8,0,1,0,0,0.0000,nan,nan,0.0044,0,0
-1,nan,G08,LIN-001654,50,LIN-001651,ACTIVE,SLIPPED,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
-1,nan,G08,LIN-001654,50,LIN-001651,SLIPPED,RESET,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.1256,0,0
