epoch,sod,sat,lineage_id,generation,parent_lineage_id,old_state,new_state,reason,sigma_mm,state_index,active,observable,in_filter,gap_length_epochs,convergence_score,rolling_sigma_mm,rolling_residual_rms_mm,acceptance_ratio,continuous_active_epochs,continuous_filter_epochs
41,1230.0,G31,LIN-001427,2,LIN-001426,REBORN,ACTIVE,reborn_to_active,20000.00,16,1,1,0,0,0.0000,nan,nan,0.0000,0,0
-1,nan,G31,LIN-001427,2,LIN-001426,ACTIVE,SLIPPED,cycle_slip,20000.00,16,0,1,0,0,0.0000,nan,nan,0.0000,0,0
-1,nan,G31,LIN-001427,2,LIN-001426,SLIPPED,RESET,cycle_slip,20000.00,16,0,1,0,0,0.0000,nan,nan,0.0000,0,0
42,1260.0,G31,LIN-001428,3,LIN-001427,RESET,REBORN,post_reset_rebirth,20000.00,16,1,1,0,0,0.0000,nan,nan,0.0000,0,0
42,1260.0,G31,LIN-001428,3,LIN-001427,REBORN,ACTIVE,reborn_to_active,20000.00,16,1,1,0,0,0.0000,nan,nan,0.0000,0,0
-1,nan,G31,LIN-001428,3,LIN-001427,ACTIVE,SLIPPED,cycle_slip,20000.00,16,0,1,0,0,0.0000,nan,nan,0.0000,0,0
-1,nan,G31,LIN-001428,3,LIN-001427,SLIPPED,RESET,cycle_slip,20000.00,16,0,1,0,0,0.0000,nan,nan,0.0000,0,0
44,1320.0,G31,LIN-001429,4,LIN-001428,RESET,REBORN,post_reset_rebirth,20000.00,16,1,1,0,0,0.0000,nan,nan,0.0000,0,0
44,1320.0,G31,LIN-001429,4,LIN-001428,REBORN,ACTIVE,reborn_to_active,20000.00,16,1,1,0,0,0.0000,nan,nan,0.0000,0,0
49,1470.0,G31,LIN-001429,4,LIN-001428,ACTIVE,DORMANT,deactivate,20000.00,16,0,0,0,0,0.0000,20000.0000,nan,0.0000,0,0
49,1470.0,E25,LIN-001430,0,,NEW,ACTIVE,genesis_birth,20000.00,20,1,1,0,0,0.0000,nan,nan,nan,0,0
-1,nan,G08,LIN-001424,0,,ACTIVE,SLIPPED,cycle_slip,19014.19,12,0,1,0,0,0.0000,nan,nan,0.0312,0,0
-1,nan,G08,LIN-001424,0,,SLIPPED,RESET,cycle_slip,19014.19,12,0,1,0,0,0.0000,nan,nan,0.0312,0,0
58,1740.0,G08,LIN-001431,1,LIN-001424,RESET,REBORN,post_reset_rebirth,20000.00,12,1,1,0,0,0.0000,nan,nan,0.0312,0,0
58,1740.0,G08,LIN-001431,1,LIN-001424,REBORN,ACTIVE,reborn_to_active,20000.00,12,1,1,0,0,0.0000,nan,nan,0.0312,0,0
-1,nan,G08,LIN-001431,1,LIN-001424,ACTIVE,SLIPPED,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.0312,0,0
-1,nan,G08,LIN-001431,1,LIN-001424,SLIPPED,RESET,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.0312,0,0
59,1770.0,G08,LIN-001432,2,LIN-001431,RESET,REBORN,post_reset_rebirth,20000.00,12,1,1,0,0,0.0000,nan,nan,0.0312,0,0
59,1770.0,G08,LIN-001432,2,LIN-001431,REBORN,ACTIVE,reborn_to_active,20000.00,12,1,1,0,0,0.0000,nan,nan,0.0312,0,0
60,1800.0,G09,LIN-001433,0,,NEW,ACTIVE,genesis_birth,20000.00,21,1,1,0,0,0.0000,nan,nan,nan,0,0
-1,nan,G08,LIN-001432,2,LIN-001431,ACTIVE,SLIPPED,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.0294,0,0
-1,nan,G08,LIN-001432,2,LIN-001431,SLIPPED,RESET,cycle_slip,20000.00,12,0,1,0,0,0.0000,nan,nan,0.0294,0,0
62,1860.0,G08,LIN-001434,3,LIN-001432,RESET,REBORN,post_reset_rebirth,20000.00,12,1,1,0,0,0.0000,nan,nan,0.0294,0,0
62,1860.0,G08,LIN-001434,3,LIN-001432,REBORN,ACTIVE,reborn_to_active,20000.00,12,1,1,0,0,0.0000,nan,nan,0.0294,0,0
64,1920.0,G08,LIN-001434,3,LIN-001432,ACTIVE,DORMANT,deactivate,20000.00,12,0,0,0,0,0.0000,20000.0000,nan,0.0286,0,0
65,1950.0,G02,LIN-001423,0,,ACTIVE,DORMANT,deactivate,20000.00,18,0,0,0,0,0.0000,20000.0001,nan,0.0000,0,0
72,2160.0,G02,LIN-001423,0,,DORMANT,RESTORED,short_gap_7ep,20000.00,18,1,0,0,0,0.0000,20000.0001,nan,0.0000,0,0
72,2160.0,G02,LIN-001423,0,,RESTORED,ACTIVE,restored_to_active,20000.00,18,1,0,0,0,0.0000,20000.0001,nan,0.0000,0,0
75,2250.0,G08,LIN-001435,0,,NEW,ACTIVE,genesis_birth,20000.00,12,1,1,0,0,0.0000,nan,nan,0.0286,0,0
78,2340.0,G02,LIN-001423,0,,ACTIVE,DORMANT,deactivate,20000.00,18,0,0,0,0,0.0000,20000.0001,nan,0.0000,0,0
79,2370.0,G31,LIN-001429,4,LIN-001428,DORMANT,RESET,long_gap_30ep,20000.00,16,0,0,0,0,0.0000,nan,nan,0.0000,0,0
79,2370.0,G31,LIN-001436,5,LIN-001429,RESET,REBORN,post_reset_rebirth,20000.00,16,1,1,0,0,0.0000,nan,nan,0.0000,0,0
79,2370.0,G31,LIN-001436,5,LIN-001429,REBORN,ACTIVE,reborn_to_active,20000.00,16,1,1,0,0,0.0000,nan,nan,0.0000,0,0
83,2490.0,G31,LIN-001436,5,LIN-001429,ACTIVE,DORMANT,deactivate,20000.00,16,0,0,0,0,0.0000,20000.0000,nan,0.0000,0,0
-1,nan,G09,LIN-001433,0,,ACTIVE,SLIPPED,cycle_slip,20000.00,21,0,1,0,0,0.0000,nan,nan,0.0000,0,0
-1,nan,G09,LIN-001433,0,,SLIPPED,RESET,cycle_slip,20000.00,21,0,1,0,0,0.0000,nan,nan,0.0000,0,0
86,2580.0,G09,LIN-001437,1,LIN-001433,RESET,REBORN,post_reset_rebirth,20000.00,21,1,1,0,0,0.0000,nan,nan,0.0000,0,0
86,2580.0,G09,LIN-001437,1,LIN-001433,REBORN,ACTIVE,reborn_to_active,20000.00,21,1,1,0,0,0.0000,nan,nan,0.0000,0,0
-1,nan,G09,LIN-001437,1,LIN-001433,ACTIVE,SLIPPED,cycle_slip,20000.00,21,0,1,0,0,0.0000,nan,nan,0.0000,0,0
-1,nan,G09,LIN-001437,1,LIN-001433,SLIPPED,RESET,cycle_slip,20000.00,21,0,1,0,0,0.0000,nan,nan,0.0000,0,0
89,2670.0,G09,LIN-001438,2,LIN-001437,RESET,REBORN,post_reset_rebirth,20000.00,21,1,1,0,0,0.0000,nan,nan,0.0000,0,0
89,2670.0,G09,LIN-001438,2,LIN-001437,REBORN,ACTIVE,reborn_to_active,20000.00,21,1,1,0,0,0.0000,nan,nan,0.0000,0,0
-1,nan,E04,LIN-001409,0,,ACTIVE,SLIPPED,cycle_slip,20000.00,6,0,1,0,0,0.0000,nan,nan,0.0000,0,0
-1,nan,E04,LIN-001409,0,,SLIPPED,RESET,cycle_slip,20000.00,6,0,1,0,0,0.0000,nan,nan,0.0000,0,0
91,2730.0,E04,LIN-001439,1,LIN-001409,RESET,REBORN,post_reset_rebirth,20000.00,6,1,1,0,0,0.0000,nan,nan,0.0000,0,0
91,2730.0,E04,LIN-001439,1,LIN-001409,REBORN,ACTIVE,reborn_to_active,20000.00,6,1,1,0,0,0.0000,nan,nan,0.0000,0,0
-1,nan,E04,LIN-001439,1,LIN-001409,ACTIVE,SLIPPED,cycle_slip,20000.00,6,0,1,0,0,0.0000,nan,nan,0.0000,0,0
-1,nan,E04,LIN-001439,1,LIN-001409,SLIPPED,RESET,cycle_slip,20000.00,6,0,1,0,0,0.0000,nan,nan,0.0000,0,0
92,2760.0,E04,LIN-001440,2,LIN-001439,RESET,REBORN,post_reset_rebirth,20000.00,6,1,1,0,0,0.0000,nan,nan,0.0000,0,0
92,2760.0,E04,LIN-001440,2,LIN-001439,REBORN,ACTIVE,reborn_to_active,20000.00,6,1,1,0,0,0.0000,nan,nan,0.0000,0,0
-1,nan,G26,LIN-001417,0,,ACTIVE,SLIPPED,cycle_slip,20000.00,14,0,1,0,0,0.0000,nan,nan,0.0000,0,0
-1,nan,G26,LIN-001417,0,,SLIPPED,RESET,cycle_slip,20000.00,14,0,1,0,0,0.0000,nan,nan,0.0000,0,0
96,2880.0,G26,LIN-001441,1,LIN-001417,RESET,REBORN,post_reset_rebirth,20000.00,14,1,1,0,0,0.0000,nan,nan,0.0000,0,0
96,2880.0,G26,LIN-001441,1,LIN-001417,REBORN,ACTIVE,reborn_to_active,20000.00,14,1,1,0,0,0.0000,nan,nan,0.0000,0,0
