pass_label,epoch_sod,satellite,system,elevation_deg,azimuth_deg,raw_phase_L1_m,raw_phase_L2_m,raw_code_P1_m,raw_code_P2_m,LIF_raw_m,PIF_raw_m,sat_pco_x_mm,sat_pco_y_mm,sat_pco_z_mm,sat_apc_range_mm,sat_pcv_mm,rec_pco_x_mm,rec_pco_y_mm,rec_pco_z_mm,rec_apc_range_mm,rec_pcv_mm,osb_code_L1_mm,osb_code_L2_mm,osb_phase_L1_mm,osb_phase_L2_mm,osb_IF_code_mm,osb_IF_phase_mm,tropo_hydro_m,tropo_wet_m,sagnac_mm,relativity_mm,phase_windup_cycles,phase_windup_mm,solid_earth_tide_mm,ocean_loading_mm,geom_range_m,corrected_phase_m,corrected_code_m,predicted_phase_m,predicted_code_m,phase_residual_mm,code_residual_mm,float_ambiguity_state_m,float_ambiguity_cycles,wl_fixed,nl_fixed
GPS-only,1710.0,G07,G,13.366,-91.664,129599673.951000,100986757.929000,24661998.940000,24661995.520000,24661998.324770,24662004.226389,-0.400,5.000,757.000,-735.5632,40.6000,-0.851,-2.922,45.739,-13.4392,3.4554,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,8.851569,0.619817,36199.3139,-12205.2169,-0.484382,-68.7223,-0.0004,-3.5995,24618346.985872,24661998.389494,24662004.226370,24662000.769754,24661999.518304,-2380.2605,4708.0660,1.251450,8.820710,0,0
GPS-only,1710.0,G08,G,23.299,166.135,121776442.085000,94890744.268000,23173282.512000,23173287.318000,23173282.583488,23173275.083232,394.000,0.000,1427.680,-1353.9958,23.5000,-0.851,-2.922,45.739,-18.2068,-6.2242,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,5.250488,0.364725,-7760.7271,7773.4653,-0.276340,-39.2060,-0.0009,1.0023,23321692.453117,23173282.635695,23173275.083216,23173282.672713,23173282.374837,-37.0177,-7291.6208,0.297876,2.099548,0,0
GPS-only,1710.0,G16,G,63.411,51.508,106520902.501000,83003306.884000,20270245.832000,20270244.267000,20270251.413535,20270248.251064,12.600,-6.900,1389.150,-1379.3855,6.4000,-0.851,-2.922,45.739,-39.6410,-9.0741,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.337389,0.161789,-10768.8863,3834.3892,-0.698578,-99.1116,-0.0022,6.4259,20331110.319944,20270251.558181,20270248.251059,20270251.499376,20270247.637506,58.8045,613.5523,3.861870,27.219975,0,0
GPS-only,1710.0,G26,G,28.480,36.996,119580499.130000,93179629.958000,22755402.581000,22755405.883000,22755404.731881,22755397.477007,394.000,0.000,1433.580,-1365.5132,23.5000,-0.851,-2.922,45.739,-19.6681,-9.3796,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,4.365775,0.302855,-18120.7565,-3313.5969,0.204880,29.0677,-0.0012,6.2234,22658502.054986,22755404.678856,22755397.477010,22755404.669432,22755400.091441,9.4235,-2614.4317,4.577991,32.267478,0,0
GPS-only,1710.0,G27,G,28.194,132.059,120071164.568000,93561937.270000,22848776.943000,22848779.137000,22848786.355512,22848773.551673,394.000,0.000,1436.320,-1333.7562,23.5000,-0.851,-2.922,45.739,-20.2001,-9.2274,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,4.406026,0.305664,-22595.5868,9448.1352,-0.184669,-26.2001,-0.0012,4.0616,22838152.166614,22848786.372748,22848773.551671,22848786.337820,22848775.246044,34.9280,-1694.3723,11.091776,78.179195,0,0
GPS-only,1740.0,G01,G,20.154,-140.942,124041542.355000,96655737.000000,23604320.750000,23604318.530000,23604324.558455,23604324.181516,-68.444,20.595,1965.013,-1908.8619,42.4000,-0.851,-2.922,45.739,-18.1084,-3.8069,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,6.012180,0.410022,21201.2341,623.9934,-0.391713,-55.5747,-0.0007,-2.7483,23704859.730549,23604324.602368,23604324.181516,23604324.987983,23604321.729963,-385.6147,2451.5539,3.258021,22.963809,0,0
GPS-only,1740.0,G02,G,11.705,-168.965,127636244.496000,99456808.214000,24288365.756000,24288363.631000,24288371.891052,24288369.040672,1.300,-1.100,681.860,-662.6398,40.6000,-0.851,-2.922,45.739,-10.6452,5.5138,-3337.1098,-5496.0352,-224.0619,-342.5189,0.0012,-40.9596,10.021241,0.690341,6885.9996,10330.1292,-0.330731,-46.9229,-0.0004,-1.9819,24298272.655117,24288371.978935,24288369.040670,24288371.535502,24288370.515519,443.4324,-1474.8489,1.019983,7.189242,0,0
GPS-only,1740.0,G03,G,69.011,-79.015,106889534.775000,83290547.936000,20340399.365000,20340400.191000,20340401.643393,20340398.088229,394.000,0.000,1482.260,-1510.6418,23.5000,-0.851,-2.922,45.739,-43.6739,-6.3290,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.239023,0.151936,10906.4534,-4386.6144,0.508969,72.2107,-0.0022,2.8174,20513398.518563,20340401.588053,20340398.088253,20340398.295453,20340398.295453,nan,-207.1995,0.000000,0.000000,0,0
GPS-only,1740.0,G04,G,33.892,-16.432,118105728.320000,92030437.868000,22474767.528000,22474765.763000,22474772.738983,22474770.256210,-60.991,20.386,1940.252,-1902.4037,42.4000,-0.851,-2.922,45.739,-25.5139,-11.5666,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,3.739009,0.254091,7983.9514,2546.6819,0.367148,52.0896,-0.0013,3.1654,22487565.592233,22474772.643330,22474770.256211,22474772.991124,22474767.981793,-347.7946,2274.4180,5.009331,35.307735,0,0
GPS-only,1740.0,G07,G,13.431,-91.449,129575873.807000,100968212.394000,24657469.569000,24657467.469000,24657469.295969,24657472.815028,-0.400,5.000,757.000,-735.5876,40.6000,-0.851,-2.922,45.739,-13.4862,3.3745,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,8.811197,0.604846,36186.5202,-12175.8584,-0.484796,-68.7810,-0.0004,-3.5846,24613818.591363,24657469.360751,24657472.815010,24657472.176510,24657470.925060,-2815.7589,1889.9494,1.251450,8.820710,0,0
GPS-only,1740.0,G08,G,23.441,165.963,121700611.716000,94831655.724000,23158856.021000,23158858.424000,23158852.523217,23158852.306616,394.000,0.000,1427.680,-1354.0129,23.5000,-0.851,-2.922,45.739,-18.3024,-6.3334,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,5.220916,0.355554,-7841.6249,7767.3361,-0.275601,-39.1013,-0.0010,1.0195,23307262.940703,23158852.575319,23158852.306600,23158852.575319,23158852.710727,nan,-404.1277,-0.135409,-0.954414,0,0
GPS-only,1740.0,G16,G,63.218,51.106,106557147.155000,83031549.471000,20277142.844000,20277141.541000,20277148.542065,20277144.858083,12.600,-6.900,1389.150,-1379.2675,6.4000,-0.851,-2.922,45.739,-39.5672,-9.1623,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.341331,0.158891,-10784.1479,3791.8018,-0.702345,-99.6461,-0.0022,6.4135,20338008.015187,20277148.687245,20277144.858078,20277145.173392,20277145.173392,nan,-315.3143,0.000000,0.000000,0,0
GPS-only,1740.0,G26,G,28.274,36.954,119677175.912000,93254962.505000,22773799.766000,22773802.301000,22773801.715729,22773795.847580,394.000,0.000,1433.580,-1365.5281,23.5000,-0.851,-2.922,45.739,-19.5204,-9.2702,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,4.394603,0.298900,-18153.0719,-3343.5350,0.204287,28.9835,-0.0012,6.2047,22676899.495778,22773801.662788,22773795.847583,22773802.049080,22773797.475876,-386.2924,-1628.2932,4.573204,32.233740,0,0
GPS-only,1740.0,G27,G,28.302,131.824,120013596.972000,93517079.414000,22837822.885000,22837823.642000,22837831.602078,22837821.714884,394.000,0.000,1436.320,-1333.6940,23.5000,-0.851,-2.922,45.739,-20.2681,-9.2846,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,4.390787,0.298639,-22644.9526,9436.7584,-0.183590,-26.0471,-0.0012,4.0728,22827197.885401,22837831.619160,22837821.714882,22837831.963561,22837820.871733,-344.4003,843.1488,11.091827,78.179556,0,0
GPS-only,1770.0,G01,G,20.058,-141.150,124089183.202000,96692859.771000,23613386.432000,23613384.770000,23613390.297719,23613389.001000,-68.444,20.595,1965.013,-1908.8122,42.4000,-0.851,-2.922,45.739,-18.0319,-3.7330,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,6.039222,0.421063,21127.1910,627.5508,-0.391058,-55.4818,-0.0007,-2.7533,23713924.790598,23613390.341540,23613389.001000,23613390.425628,23613387.196424,-84.0876,1804.5760,3.229203,22.760694,0,0
GPS-only,1770.0,G02,G,11.632,-169.157,127666687.747000,99480530.233000,24294159.830000,24294156.805000,24294165.047121,24294164.505827,1.300,-1.100,681.860,-662.6268,40.6000,-0.851,-2.922,45.739,-10.5792,5.6050,-3337.1098,-5496.0352,-224.0619,-342.5189,0.0012,-40.9596,10.080256,0.710006,6770.8971,10306.2394,-0.329953,-46.8125,-0.0004,-1.9775,24304065.154750,24294165.134893,24294164.505825,24294164.393880,24294163.373897,741.0132,1131.9282,1.019983,7.189242,0,0
GPS-only,1770.0,G03,G,69.068,-79.749,106883906.689000,83286162.412000,20339328.569000,20339329.535000,20339330.655159,20339327.075827,394.000,0.000,1482.260,-1510.5565,23.5000,-0.851,-2.922,45.739,-43.6941,-6.2999,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.238160,0.155261,10903.3496,-4385.8382,0.509869,72.3384,-0.0022,2.7961,20512326.786950,20339330.599691,20339327.075851,20339330.599691,20339326.985266,nan,90.5851,3.614424,25.475884,0,0
GPS-only,1770.0,G04,G,34.040,-16.251,118041435.946000,91980339.922000,22462532.826000,22462531.756000,22462538.304070,22462534.479929,-60.991,20.386,1940.252,-1902.5288,42.4000,-0.851,-2.922,45.739,-25.6038,-11.6191,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,3.724823,0.258762,7880.2987,2547.6265,0.366469,51.9933,-0.0013,3.1804,22475330.560898,22462538.208513,22462534.479930,22462538.215743,22462533.242431,-7.2302,1237.4993,4.973312,35.053859,0,0
GPS-only,1770.0,G07,G,13.496,-91.235,129552227.695000,100949786.919000,24652969.875000,24652967.865000,24652969.565246,24652972.981913,-0.400,5.000,757.000,-735.6121,40.6000,-0.851,-2.922,45.739,-13.5330,3.2940,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,8.771373,0.615459,36173.2618,-12146.2740,-0.485212,-68.8401,-0.0004,-3.5696,24609318.308537,24652969.630088,24652972.981894,24652972.192895,24652970.941445,-2562.8074,2040.4490,1.251450,8.820710,0,0
GPS-only,1770.0,G08,G,23.583,165.791,121624720.162000,94772519.496000,23144411.572000,23144416.866000,23144410.822612,23144403.388917,394.000,0.000,1427.680,-1354.0294,23.5000,-0.851,-2.922,45.739,-18.3982,-6.4430,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,5.191624,0.361418,-7922.1796,7761.0581,-0.274861,-38.9963,-0.0010,1.0366,23292820.587911,23144410.874608,23144403.388901,23144410.874608,23144410.702583,nan,-7313.6827,0.172025,1.212500,0,0
GPS-only,1770.0,G16,G,63.024,50.711,106593997.445000,83060263.986000,20284155.437000,20284153.928000,20284160.917843,20284157.769503,12.600,-6.900,1389.150,-1379.1481,6.4000,-0.851,-2.922,45.739,-39.4924,-9.2512,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.345340,0.162709,-10799.5392,3749.1381,-0.705978,-100.1616,-0.0022,6.4010,20345019.719402,20284161.063538,20284157.769498,20284161.063538,20284157.204866,nan,564.6320,3.858672,27.197437,0,0
GPS-only,1770.0,G26,G,28.069,36.914,119774084.462000,93330475.648000,22792241.740000,22792242.958000,22792242.804482,22792239.857304,394.000,0.000,1433.580,-1365.5451,23.5000,-0.851,-2.922,45.739,-19.3726,-9.1610,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,4.423849,0.307605,-18185.6009,-3373.4077,0.203698,28.8999,-0.0012,6.1861,22695339.816998,22792242.751625,22792239.857306,22792242.773303,22792238.236962,-21.6777,1620.3440,4.536340,31.973909,0,0
GPS-only,1770.0,G27,G,28.409,131.590,119956170.668000,93472331.661000,22826894.634000,22826895.281000,22826903.733602,22826893.633914,394.000,0.000,1436.320,-1333.6321,23.5000,-0.851,-2.922,45.739,-20.3359,-9.3418,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,4.375683,0.304235,-22693.8991,9425.1995,-0.182509,-25.8937,-0.0012,4.0840,22816269.276379,22826903.750531,22826893.633912,22826903.740372,22826892.670524,10.1595,963.3887,11.069848,78.024641,0,0
GPS-only,1800.0,G01,G,19.962,-141.358,124136775.278000,96729944.523000,23622441.877000,23622441.645000,23622446.762069,23622442.235609,-68.444,20.595,1965.013,-1908.7626,42.4000,-0.851,-2.922,45.739,-17.9554,-3.6496,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,6.066470,0.419609,21052.7265,631.0957,-0.390401,-55.3887,-0.0007,-2.7581,23722981.310916,23622446.805796,23622442.235610,23622446.959378,23622443.719948,-153.5818,-1484.3387,3.239430,22.832773,0,0
GPS-only,1800.0,G02,G,11.559,-169.349,127696896.065000,99504069.197000,24299908.411000,24299905.323000,24299913.493275,24299913.184207,1.300,-1.100,681.860,-662.6139,40.6000,-0.851,-2.922,45.739,-10.5135,5.6955,-3337.1098,-5496.0352,-224.0619,-342.5189,0.0012,-40.9596,10.139552,0.708613,6655.5451,10282.1474,-0.329173,-46.7018,-0.0004,-1.9731,24309813.724256,24299913.580936,24299913.184206,24299912.898642,24299911.878659,682.2940,1305.5472,1.019983,7.189242,0,0
GPS-only,1800.0,G03,G,69.123,-80.487,106878870.015000,83282237.731000,20338370.053000,20338371.418000,20338372.207950,20338367.943082,394.000,0.000,1482.260,-1510.4677,23.5000,-0.851,-2.922,45.739,-43.7133,-6.2726,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.237353,0.153966,10900.2724,-4384.9778,0.510777,72.4671,-0.0022,2.7746,20511368.350293,20338372.152353,20338367.943106,20338372.208273,20338368.581056,-55.9203,-637.9499,3.627218,25.566054,0,0
GPS-only,1800.0,G04,G,34.188,-16.070,117977107.383000,91930213.772000,22450291.661000,22450291.205000,22450296.984423,22450292.365852,-60.991,20.386,1940.252,-1902.6548,42.4000,-0.851,-2.922,45.739,-25.6939,-11.6717,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,3.710729,0.255721,7776.8355,2548.5228,0.365788,51.8967,-0.0013,3.1953,22463089.411923,22450296.888963,22450292.365853,22450296.955456,22450291.987942,-66.4929,377.9118,4.967514,35.012992,0,0
GPS-only,1800.0,G07,G,13.560,-91.020,129528724.227000,100931472.587000,24648497.342000,24648496.136000,24648496.981858,24648499.206148,-0.400,5.000,757.000,-735.6366,40.6000,-0.851,-2.922,45.739,-13.5795,3.2139,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,8.732086,0.607747,36159.5378,-12116.4645,-0.485630,-68.8994,-0.0004,-3.5545,24604845.859380,24648497.046759,24648499.206129,24648499.680734,24648498.429284,-2633.9755,776.8447,1.251450,8.820710,0,0
GPS-only,1800.0,G08,G,23.726,165.619,121548759.780000,94713329.607000,23129957.352000,23129962.231000,23129956.035342,23129949.810394,394.000,0.000,1427.680,-1354.0453,23.5000,-0.851,-2.922,45.739,-18.4942,-6.5528,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,5.162609,0.356513,-8002.3906,7754.6317,-0.274120,-38.8911,-0.0010,1.0537,23278365.891965,23129956.087233,23129949.810378,23129956.104043,23129955.957648,-16.8093,-6147.2704,0.146395,1.031847,0,0
GPS-only,1800.0,G09,G,11.792,-37.980,127294694.023000,99190682.983000,24223373.910000,24223377.640000,24223370.204409,24223368.144435,394.000,0.000,1460.090,-1440.7912,23.5000,-0.851,-2.922,45.739,-10.4510,5.4060,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,9.952364,0.695129,22273.2765,1653.3557,0.405189,57.4867,-0.0004,-0.2720,24454257.562387,24223370.112808,24223368.144453,24223370.112808,24223371.981330,nan,-3836.8766,-1.868522,-13.170077,0,0
GPS-only,1800.0,G16,G,62.829,50.323,106631441.401000,83089441.103000,20291280.612000,20291279.289000,20291286.262572,20291282.656998,12.600,-6.900,1389.150,-1379.0274,6.4000,-0.851,-2.922,45.739,-39.4166,-9.3406,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.349417,0.161691,-10815.0621,3706.3990,-0.709481,-100.6586,-0.0022,6.3884,20352145.193478,20291286.408765,20291282.656993,20291286.430080,20291282.596794,-21.3148,60.1983,3.833285,27.018501,0,0
GPS-only,1800.0,G26,G,27.863,36.874,119871211.561000,93406159.088000,22810724.547000,22810725.342000,22810725.482076,22810723.318146,394.000,0.000,1433.580,-1365.5641,23.5000,-0.851,-2.922,45.739,-19.2245,-9.0518,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,4.453521,0.307209,-18218.3437,-3403.2145,0.203112,28.8168,-0.0012,6.1674,22713822.522448,22810725.429301,22810723.318149,22810725.481389,22810720.987699,-52.0875,2330.4497,4.493689,31.673289,0,0
GPS-only,1800.0,G27,G,28.517,131.354,119898878.320000,93427688.270000,22815992.213000,22815991.999000,22816001.363391,22815992.543786,394.000,0.000,1436.320,-1333.5705,23.5000,-0.851,-2.922,45.739,-20.4036,-9.3989,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,4.360714,0.300768,-22742.4268,9413.4588,-0.181424,-25.7398,-0.0012,4.0949,22805366.949282,22816001.380166,22815992.543784,22816001.383008,22815990.351749,-2.8418,2192.0348,11.031259,77.752647,0,0
GPS-only,1830.0,G01,G,19.866,-141.566,124184319.507000,96766991.969000,23631489.531000,23631488.973000,23631494.129977,23631490.393516,-68.444,20.595,1965.013,-1908.7133,42.4000,-0.851,-2.922,45.739,-17.8789,-3.5516,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,6.093926,0.408622,20977.8413,634.6277,-0.389742,-55.2952,-0.0007,-2.7628,23732028.842182,23631494.173611,23631490.393517,23631494.315132,23631491.098320,-141.5208,-704.8026,3.216812,22.673355,0,0
GPS-only,1830.0,G02,G,11.486,-169.542,127726871.651000,99527426.792000,24305612.007000,24305609.497000,24305617.659320,24305615.886777,1.300,-1.100,681.860,-662.6012,40.6000,-0.851,-2.922,45.739,-10.4481,5.7855,-3337.1098,-5496.0352,-224.0619,-342.5189,0.0012,-40.9596,10.199127,0.691077,6539.9460,10257.8531,-0.328391,-46.5910,-0.0004,-1.9685,24315518.152337,24305617.746871,24305615.886776,24305617.088330,24305616.068347,658.5404,-181.5717,1.019983,7.189242,0,0
GPS-only,1830.0,G03,G,69.173,-81.229,106874428.121000,83278776.514000,20337525.088000,20337525.920000,20337526.943964,20337523.801954,394.000,0.000,1482.260,-1510.3754,23.5000,-0.851,-2.922,45.739,-43.7315,-6.2471,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.236601,0.149201,10897.2195,-4384.0335,0.511692,72.5970,-0.0022,2.7530,20510523.218578,20337526.888238,20337523.801979,20337526.904728,20337523.334061,-16.4895,467.9176,3.570666,25.167459,0,0
GPS-only,1830.0,G04,G,34.337,-15.888,117912747.681000,91880063.350000,22438044.551000,22438044.027000,22438049.742183,22438045.360961,-60.991,20.386,1940.252,-1902.7817,42.4000,-0.851,-2.922,45.739,-25.7841,-11.7245,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,3.696725,0.246950,7673.5640,2549.3704,0.365106,51.7998,-0.0014,3.2099,22450842.458981,22438049.646819,22438045.360963,22438049.770473,22438044.781021,-123.6531,579.9417,4.989451,35.167614,0,0
GPS-only,1830.0,G07,G,13.625,-90.806,129505364.954000,100913270.592000,24644051.286000,24644050.397000,24644051.846450,24644052.660152,-0.400,5.000,757.000,-735.6613,40.6000,-0.851,-2.922,45.739,-13.6258,3.1341,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,8.693325,0.586459,36145.3478,-12086.4304,-0.486051,-68.9591,-0.0005,-3.5394,24600400.975668,24644051.911410,24644052.660133,24644054.543840,24644053.292390,-2632.4293,-632.2564,1.251450,8.820710,0,0
GPS-only,1830.0,G08,G,23.869,165.447,121472736.373000,94654090.651000,23115492.922000,23115494.678000,23115489.238435,23115490.207702,394.000,0.000,1427.680,-1354.0606,23.5000,-0.851,-2.922,45.739,-18.5904,-6.6629,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,5.133867,0.343655,-8082.2570,7748.0564,-0.273376,-38.7856,-0.0010,1.0707,23263899.361717,23115489.290221,23115490.207686,23115489.278039,23115489.222336,12.1820,985.3497,0.055703,0.392616,0,0
GPS-only,1830.0,G09,G,11.934,-37.844,127216001.180000,99129363.877000,24208398.050000,24208401.530000,24208395.457145,24208392.670867,394.000,0.000,1460.090,-1441.2157,23.5000,-0.851,-2.922,45.739,-10.5548,5.2298,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,9.841806,0.666131,22180.2266,1645.9166,0.404641,57.4090,-0.0004,-0.2482,24439283.177197,24208395.365622,24208392.670885,24208395.387223,24208397.255745,-21.6017,-4584.8598,-1.868522,-13.170077,0,0
GPS-only,1830.0,G16,G,62.632,49.941,106669480.830000,83119082.222000,20298519.365000,20298518.319000,20298524.923154,20298520.981831,12.600,-6.900,1389.150,-1378.9054,6.4000,-0.851,-2.922,45.739,-39.3399,-9.4307,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.353562,0.157017,-10830.7183,3663.5850,-0.712858,-101.1377,-0.0022,6.3757,20359384.145059,20298525.069826,20298520.981826,20298525.083947,20298521.307172,-14.1216,-325.3462,3.776775,26.620195,0,0
GPS-only,1830.0,G26,G,27.657,36.835,119968557.724000,93482013.214000,22829247.861000,22829250.144000,22829249.851153,22829244.332103,394.000,0.000,1433.580,-1365.5852,23.5000,-0.851,-2.922,45.739,-19.0764,-8.9427,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,4.483626,0.299827,-18251.3005,-3432.9550,0.202531,28.7343,-0.0012,6.1487,22732347.066905,22829249.798461,22829244.332106,22829249.927336,22829245.428004,-128.8752,-1095.8981,4.499332,31.713060,0,0
GPS-only,1830.0,G27,G,28.624,131.118,119841726.363000,93383154.290000,22805116.777000,22805115.960000,22805125.702880,22805118.039860,394.000,0.000,1436.320,-1333.5093,23.5000,-0.851,-2.922,45.739,-20.4712,-9.4560,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,4.345879,0.290559,-22790.5356,9401.5362,-0.180336,-25.5855,-0.0012,4.1058,22794491.503087,22805125.719501,22805118.039858,22805125.758010,22805114.765195,-38.5094,3274.6625,10.992815,77.481677,0,0
GPS-only,1860.0,G01,G,19.771,-141.773,124231816.377000,96804002.539000,23640527.470000,23640527.528000,23640532.475530,23640527.380348,-68.444,20.595,1965.013,-1908.6640,42.4000,-0.851,-2.922,45.739,-17.8026,-3.4538,-1583.3838,-2607.7447,61.0407,92.9866,-0.0008,11.6611,6.121590,0.404267,20902.5364,638.1468,-0.389082,-55.2015,-0.0007,-2.7673,23741067.014069,23640532.519071,23640527.380349,23640532.557707,23640529.313053,-38.6359,-1932.7044,3.244654,22.869594,0,0
GPS-only,1860.0,G02,G,11.414,-169.734,127756616.339000,99550590.551000,24311275.058000,24311270.980000,24311283.139788,24311281.361478,1.300,-1.100,681.860,-662.5886,40.6000,-0.851,-2.922,45.739,-10.3832,5.8748,-3337.1098,-5496.0352,-224.0619,-342.5189,0.0012,-40.9596,10.258977,0.684709,6424.1023,10233.3569,-0.327608,-46.4799,-0.0004,-1.9637,24321178.272463,24311283.227227,24311281.361477,24311277.175365,24311276.155382,6051.8623,5206.0949,1.019983,7.189242,0,0
GPS-only,1860.0,G03,G,69.220,-81.975,106870583.936000,83275781.045000,20336793.454000,20336794.162000,20336795.419946,20336792.359625,394.000,0.000,1482.260,-1510.2796,23.5000,-0.851,-2.922,45.739,-43.7486,-6.2234,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.235905,0.146890,10894.1890,-4383.0048,0.512614,72.7278,-0.0022,2.7313,20509791.463357,20336795.364088,20336792.359649,20336795.274108,20336791.660628,89.9801,699.0209,3.613480,25.469227,0,0
GPS-only,1860.0,G04,G,34.486,-15.707,117848361.519000,91829892.314000,22425792.100000,22425791.639000,22425797.463193,22425792.812581,-60.991,20.386,1940.252,-1902.9096,42.4000,-0.851,-2.922,45.739,-25.8744,-11.7774,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,3.682812,0.242282,7570.4863,2550.1694,0.364421,51.7027,-0.0014,3.2244,22438590.045237,22425797.367927,22425792.812582,22425797.306677,22425792.314414,61.2503,498.1682,4.992263,35.187432,0,0
GPS-only,1860.0,G07,G,13.689,-90.591,129482151.588000,100895182.278000,24639633.933000,24639632.891000,24639634.481040,24639635.543648,-0.400,5.000,757.000,-735.6861,40.6000,-0.851,-2.922,45.739,-13.6717,3.0547,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,8.655080,0.574955,36130.6910,-12056.1716,-0.486474,-69.0192,-0.0005,-3.5243,24595983.479988,24639634.546060,24639635.543630,24639636.992272,24639635.740822,-2446.2122,-197.1928,1.251450,8.820710,0,0
GPS-only,1860.0,G08,G,24.013,165.275,121396655.503000,94594806.837000,23101012.788000,23101016.831000,23101011.537498,23101006.538623,394.000,0.000,1427.680,-1354.0753,23.5000,-0.851,-2.922,45.739,-18.6867,-6.7734,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,5.105396,0.336545,-8161.7776,7741.3322,-0.272632,-38.6800,-0.0010,1.0877,23249421.524942,23101011.589179,23101006.538606,23101011.589179,23101011.387521,nan,-4848.9145,0.201658,1.421365,0,0
GPS-only,1860.0,G09,G,12.077,-37.708,127137167.226000,99067934.872000,24193397.595000,24193398.593000,24193393.835598,24193396.052364,394.000,0.000,1460.090,-1441.6364,23.5000,-0.851,-2.922,45.739,-10.6590,5.0531,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,9.733343,0.648576,22087.1980,1638.4452,0.404094,57.3313,-0.0005,-0.2244,24424281.497226,24193393.744153,24193396.052382,24193393.577067,24193395.445589,167.0856,606.7927,-1.868522,-13.170077,0,0
GPS-only,1860.0,G16,G,62.434,49.566,106708117.095000,83149188.410000,20305871.459000,20305870.118000,20305877.157100,20305873.531821,12.600,-6.900,1389.150,-1378.7822,6.4000,-0.851,-2.922,45.739,-39.2623,-9.5213,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.357777,0.154910,-10846.5090,3620.6972,-0.716113,-101.5995,-0.0022,6.3629,20366736.275925,20305877.304234,20305873.531816,20305877.215796,20305873.391148,88.4377,140.6675,3.824648,26.957622,0,0
GPS-only,1860.0,G26,G,27.452,36.798,120066123.001000,93558038.093000,22847813.972000,22847816.751000,22847815.910644,22847809.676422,394.000,0.000,1433.580,-1365.6084,23.5000,-0.851,-2.922,45.739,-18.9280,-8.8337,3901.1093,6424.9121,357.4276,573.1642,-0.0028,23.9574,4.514173,0.297300,-18284.4711,-3462.6284,0.201953,28.6523,-0.0012,6.1301,22750912.862501,22847815.858035,22847809.676425,22847815.824656,22847811.316531,33.3787,-1640.1058,4.508125,31.775035,0,0
