pass_label,epoch_sod,satellite,system,elevation_deg,azimuth_deg,raw_phase_L1_m,raw_phase_L2_m,raw_code_P1_m,raw_code_P2_m,LIF_raw_m,PIF_raw_m,sat_pco_x_mm,sat_pco_y_mm,sat_pco_z_mm,sat_apc_range_mm,sat_pcv_mm,rec_pco_x_mm,rec_pco_y_mm,rec_pco_z_mm,rec_apc_range_mm,rec_pcv_mm,osb_code_L1_mm,osb_code_L2_mm,osb_phase_L1_mm,osb_phase_L2_mm,osb_IF_code_mm,osb_IF_phase_mm,tropo_hydro_m,tropo_wet_m,sagnac_mm,relativity_mm,phase_windup_cycles,phase_windup_mm,solid_earth_tide_mm,ocean_loading_mm,geom_range_m,corrected_phase_m,corrected_code_m,predicted_phase_m,predicted_code_m,phase_residual_mm,code_residual_mm,float_ambiguity_state_m,float_ambiguity_cycles,wl_fixed,nl_fixed
GPS-only,3810.0,G07,G,17.337,-76.415,128212035.496000,99905483.106000,24397938.242000,24397937.117000,24397938.791254,24397939.980944,-0.400,5.000,757.000,-737.2759,40.6000,-0.851,-2.922,45.739,-16.1501,-0.9623,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,6.927675,0.504409,34167.1954,-9640.2241,-0.519120,-73.6508,-0.0007,-2.4800,24354288.849432,24397938.860906,24397939.980925,24397938.857181,24397939.862405,3.7252,118.5198,-1.005224,-7.085217,0,0
GPS-only,3810.0,G08,G,34.034,153.290,116455076.532000,90744217.861000,22160663.282000,22160666.022000,22160663.330307,22160659.046706,394.000,0.000,1427.680,-1353.9388,23.5000,-0.851,-2.922,45.739,-25.1410,-11.6170,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,3.725392,0.269775,-12563.7796,6993.4791,-0.219659,-31.1644,-0.0015,2.0230,22309068.648930,22160663.374472,22160659.046689,22160663.377784,22160660.689942,-3.3122,-1643.2524,2.687842,18.944969,0,0
GPS-only,3810.0,G09,G,22.303,-29.658,121763697.993000,94880816.251000,23170859.780000,23170859.937000,23170856.540735,23170859.537321,394.000,0.000,1460.090,-1462.3762,23.5000,-0.851,-2.922,45.739,-18.0119,-5.4590,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,5.468326,0.397010,16198.6541,1091.8012,0.368413,52.2691,-0.0010,1.0157,23401747.745344,23170856.454352,23170859.537339,23170856.439112,23170858.032428,15.2398,1504.9106,-1.593316,-11.230318,0,0
GPS-only,3810.0,G16,G,48.099,35.109,110398470.098000,86024787.380000,21008122.882000,21008121.761000,21008128.275606,21008124.614761,12.600,-6.900,1389.150,-1368.8340,6.4000,-0.851,-2.922,45.739,-32.4562,-13.4495,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.806274,0.203020,-12235.7606,716.8242,-0.805683,-114.3074,-0.0020,5.3681,21068988.507912,21008128.435447,21008124.614756,21008128.464661,21008124.589740,-29.2141,25.0158,3.874921,27.311969,0,0
GPS-only,3810.0,G27,G,35.064,113.983,116534744.689000,90806283.699000,22175820.239000,22175821.865000,22175828.676406,22175817.725647,394.000,0.000,1436.320,-1331.4689,23.5000,-0.851,-2.922,45.739,-24.3750,-11.9743,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,3.630045,0.262841,-25062.3158,8225.8366,-0.103158,-14.6357,-0.0016,4.5251,22165187.929461,22175828.682077,22175817.725645,22175828.721056,22175817.065153,-38.9793,660.4916,11.655903,82.155384,0,0
GPS-only,3840.0,G03,G,64.745,-127.266,107908346.560000,84084426.638000,20534273.365000,20534274.541000,20534275.310487,20534271.547224,394.000,0.000,1482.260,-1497.7863,23.5000,-0.851,-2.922,45.739,-42.5795,-8.4630,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.311166,0.169376,10631.0238,-4131.3175,0.587149,83.3025,-0.0024,1.1509,20707265.009484,20534275.244056,20534271.547249,20534275.269164,20534271.844521,-25.1089,-297.2722,3.424644,24.138234,0,0
GPS-only,3840.0,G04,G,45.216,-3.208,113630222.793000,88543030.590000,21623107.506000,21623107.028000,21623112.495740,21623108.244858,-60.991,20.386,1940.252,-1913.1876,42.4000,-0.851,-2.922,45.739,-31.9809,-13.5633,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,2.942119,0.215732,1289.8059,2496.2776,0.312061,44.2740,-0.0019,3.7408,21635907.112209,21623112.407903,21623108.244859,21623112.429585,21623107.524902,-21.6827,719.9575,4.904683,34.570136,0,0
GPS-only,3840.0,G07,G,17.386,-76.195,128195065.565000,99892259.821000,24394708.440000,24394706.128000,24394709.506466,24394712.013723,-0.400,5.000,757.000,-737.2977,40.6000,-0.851,-2.922,45.739,-16.1818,-1.0132,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,6.908962,0.509779,34121.4641,-9596.6847,-0.519703,-73.7336,-0.0007,-2.4636,24351059.510012,24394709.576201,24394712.013704,24394709.594741,24394710.620634,-18.5400,1393.0704,-1.025892,-7.230892,0,0
GPS-only,3840.0,G08,G,34.196,153.088,116381244.708000,90686686.522000,22146614.000000,22146615.951000,22146613.619306,22146610.984285,394.000,0.000,1427.680,-1353.9242,23.5000,-0.851,-2.922,45.739,-25.2402,-11.6745,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,3.710004,0.272263,-12619.5022,6977.3421,-0.218756,-31.0363,-0.0015,2.0342,22295018.778670,22146613.663343,22146610.984269,22146613.671229,22146610.990329,-7.8865,-6.0607,2.680900,18.896037,0,0
GPS-only,3840.0,G09,G,22.475,-29.547,121678248.694000,94814232.360000,23154599.086000,23154599.033000,23154596.087963,23154599.167924,394.000,0.000,1460.090,-1462.6148,23.5000,-0.851,-2.922,45.739,-18.1329,-5.5914,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,5.429227,0.399436,16112.1229,1082.5775,0.367857,52.1902,-0.0010,1.0294,23385487.218435,23154596.001658,23154599.167942,23154595.992531,23154597.603299,9.1273,1564.6428,-1.610768,-11.353325,0,0
GPS-only,3840.0,G16,G,47.868,34.995,110471646.067000,86081807.573000,21022047.947000,21022046.879000,21022053.215582,21022049.597837,12.600,-6.900,1389.150,-1368.6643,6.4000,-0.851,-2.922,45.739,-32.3286,-13.4586,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.816414,0.206491,-12263.7123,671.0182,-0.806299,-114.3947,-0.0020,5.3511,21082913.349127,21022053.375511,21022049.597832,21022053.387963,21022049.541888,-12.4521,55.9439,3.846075,27.108647,0,0
GPS-only,3840.0,G27,G,35.146,113.698,116493978.335000,90774517.652000,22168062.429000,22168063.528000,22168071.118644,22168060.730245,394.000,0.000,1436.320,-1331.4903,23.5000,-0.851,-2.922,45.739,-24.4221,-11.9925,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,3.622770,0.265834,-25083.5921,8202.3691,-0.101946,-14.4637,-0.0016,4.5265,22157430.156430,22168071.124143,22168060.730243,22168071.140688,22168059.515407,-16.5450,1214.8364,11.625281,81.939549,0,0
GPS-only,3870.0,G03,G,64.586,-127.773,107942894.877000,84111347.380000,20540847.913000,20540849.089000,20540849.645864,20540846.095224,394.000,0.000,1482.260,-1497.5279,23.5000,-0.851,-2.922,45.739,-42.5283,-8.5356,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.314186,0.171227,10624.3718,-4124.7839,0.588416,83.4823,-0.0024,1.1268,20713839.488991,20540849.579253,20540846.095249,20540849.653829,20540846.236534,-74.5760,-141.2854,3.417295,24.086435,0,0
GPS-only,3870.0,G04,G,45.391,-3.005,113568361.575000,88494827.035000,21611335.400000,21611335.458000,21611340.700574,21611335.310348,-60.991,20.386,1940.252,-1913.3665,42.4000,-0.851,-2.922,45.739,-32.0733,-13.5564,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,2.933287,0.217149,1203.8156,2493.8600,0.311105,44.1384,-0.0019,3.7417,21624135.593912,21611340.612872,21611335.310349,21611340.695616,21611335.791364,-82.7434,-481.0148,4.904252,34.567093,0,0
GPS-only,3870.0,G07,G,17.436,-75.975,128178137.539000,99879069.195000,24391488.046000,24391485.043000,24391488.193763,24391492.687821,-0.400,5.000,757.000,-737.3193,40.6000,-0.851,-2.922,45.739,-16.2134,-1.0641,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,6.890405,0.513273,34075.2689,-9552.9700,-0.520289,-73.8167,-0.0007,-2.4472,24347838.497110,24391488.263581,24391492.687802,24391488.346216,24391489.390647,-82.6343,3297.1547,-1.044431,-7.361562,0,0
GPS-only,3870.0,G08,G,34.358,152.886,116307544.853000,90629258.018000,22132589.258000,22132591.524000,22132589.020411,22132585.755381,394.000,0.000,1427.680,-1353.9094,23.5000,-0.851,-2.922,45.739,-25.3393,-11.7320,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,3.694758,0.273744,-12674.8610,6961.0701,-0.217850,-30.9078,-0.0015,2.0452,22280994.378293,22132589.064319,22132585.755364,22132589.132121,22132586.448217,-67.8015,-692.8526,2.683904,18.917207,0,0
GPS-only,3870.0,G09,G,22.648,-29.436,121592749.773000,94747609.813000,23138328.698000,23138328.416000,23138326.188477,23138329.133895,394.000,0.000,1460.090,-1462.8514,23.5000,-0.851,-2.922,45.739,-18.2542,-5.7243,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,5.390624,0.400379,16025.7605,1073.3330,0.367300,52.1112,-0.0010,1.0429,23369217.599094,23138326.102251,23138329.133913,23138326.154207,23138327.773657,-51.9558,1360.2566,-1.619450,-11.414519,0,0
GPS-only,3870.0,G16,G,47.638,34.883,110545257.785000,86139167.319000,21036055.665000,21036055.036000,21036061.072694,21036056.637263,12.600,-6.900,1389.150,-1368.4945,6.4000,-0.851,-2.922,45.739,-32.2003,-13.4677,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.826673,0.209236,-12291.8890,625.1979,-0.806906,-114.4809,-0.0020,5.3341,21096921.495493,21036061.232709,21036056.637258,21036061.306175,21036057.461002,-73.4661,-823.7443,3.845173,27.102291,0,0
GPS-only,3870.0,G27,G,35.227,113.412,116453555.623000,90743019.384000,22160369.929000,22160371.383000,22160378.951511,22160367.681512,394.000,0.000,1436.320,-1331.5140,23.5000,-0.851,-2.922,45.739,-24.4688,-12.0105,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,3.615591,0.267853,-25104.4980,8178.7411,-0.100733,-14.2917,-0.0016,4.5278,22149738.136451,22160378.956838,22160367.681510,22160379.033016,22160367.408285,-76.1780,273.2251,11.624731,81.935671,0,0
GPS-only,3900.0,G03,G,64.426,-128.273,107977973.209000,84138681.114000,20547523.046000,20547524.257000,20547524.842272,20547521.174124,394.000,0.000,1482.260,-1497.2682,23.5000,-0.851,-2.922,45.739,-42.4761,-8.6090,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.317265,0.170951,10617.5899,-4118.1716,0.589685,83.6623,-0.0024,1.1026,20720514.731463,20547524.775480,20547521.174148,20547524.810065,20547521.376537,-34.5851,-202.3890,3.433528,24.200855,0,0
GPS-only,3900.0,G04,G,45.566,-2.801,113506612.899000,88446711.156000,21599585.355000,21599585.189000,21599590.328636,21599585.611591,-60.991,20.386,1940.252,-1913.5460,42.4000,-0.851,-2.922,45.739,-32.1655,-13.5494,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,2.924519,0.215861,1118.1314,2491.3955,0.310142,44.0017,-0.0019,3.7424,21612385.391467,21599590.241070,21599585.611592,21599590.271693,21599585.365494,-30.6232,246.0983,4.906199,34.580821,0,0
GPS-only,3900.0,G07,G,17.486,-75.755,128161252.592000,99865912.115000,24388274.135000,24388273.293000,24388275.087046,24388275.436503,-0.400,5.000,757.000,-737.3409,40.6000,-0.851,-2.922,45.739,-16.2448,-1.1148,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,6.872002,0.510375,34028.6103,-9509.0807,-0.520878,-73.9002,-0.0008,-2.4308,24344625.539699,24388275.156947,24388275.436484,24388275.195101,24388276.242698,-38.1534,-806.2138,-1.047597,-7.383876,0,0
GPS-only,3900.0,G08,G,34.520,152.683,116233982.566000,90571936.713000,22118590.749000,22118593.684000,22118590.598644,22118586.212289,394.000,0.000,1427.680,-1353.8945,23.5000,-0.851,-2.922,45.739,-25.4383,-11.7895,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,3.679654,0.271817,-12729.8559,6944.6639,-0.216941,-30.7788,-0.0015,2.0562,22266996.046054,22118590.642424,22118586.212273,22118590.668981,22118587.965168,-26.5572,-1752.8957,2.703813,19.057535,0,0
GPS-only,3900.0,G09,G,22.821,-29.325,121507205.516000,94680951.929000,23122050.440000,23122049.785000,23122047.665704,23122051.452452,394.000,0.000,1460.090,-1463.0861,23.5000,-0.851,-2.922,45.739,-18.3757,-5.8574,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,5.352509,0.396352,15939.5688,1064.0680,0.366743,52.0322,-0.0010,1.0562,23352939.250680,23122047.579558,23122051.452470,23122047.581369,23122049.202049,-1.8110,2250.4210,-1.620680,-11.423189,0,0
GPS-only,3900.0,G16,G,47.407,34.773,110619305.229000,86196866.591000,21050146.504000,21050146.063000,21050151.845991,21050147.185666,12.600,-6.900,1389.150,-1368.3246,6.4000,-0.851,-2.922,45.739,-32.0715,-13.4768,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.837055,0.209388,-12320.2915,579.3644,-0.807506,-114.5659,-0.0020,5.3170,21111012.404511,21050152.006091,21050147.185661,21050152.038626,21050148.177504,-32.5351,-991.8437,3.861121,27.214701,0,0
GPS-only,3900.0,G27,G,35.307,113.125,116413481.856000,90711793.011000,22152744.460000,22152746.789000,22152753.190251,22152740.860000,394.000,0.000,1436.320,-1331.5401,23.5000,-0.851,-2.922,45.739,-24.5150,-12.0284,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,3.608509,0.266539,-25125.0344,8154.9534,-0.099522,-14.1198,-0.0016,4.5290,22142112.405565,22152753.195407,22152740.859998,22152753.233668,22152741.579342,-38.2618,-719.3439,11.654326,82.144271,0,0
GPS-only,3930.0,G03,G,64.264,-128.767,108013580.744000,84166427.218000,20554298.705000,20554300.231000,20554300.741142,20554296.346219,394.000,0.000,1482.260,-1497.0073,23.5000,-0.851,-2.922,45.739,-42.4230,-8.6832,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.320403,0.171370,10610.6759,-4111.4813,0.590954,83.8424,-0.0024,1.0786,20727290.382976,20554300.674170,20554296.346244,20554300.642801,20554297.188392,31.3694,-842.1478,3.454409,24.348033,0,0
GPS-only,3930.0,G04,G,45.742,-2.597,113444980.188000,88398685.636000,21587857.010000,21587856.825000,21587862.025362,21587857.295960,-60.991,20.386,1940.252,-1913.7260,42.4000,-0.851,-2.922,45.739,-32.2577,-13.5425,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,2.915815,0.215452,1032.7542,2488.8836,0.309171,43.8641,-0.0019,3.7429,21600656.971502,21587861.937935,21587857.295961,21587861.887951,21587856.978766,49.9837,317.1947,4.909185,34.601863,0,0
GPS-only,3930.0,G07,G,17.535,-75.536,128144410.042000,99852788.065000,24385068.689000,24385069.853000,24385070.050709,24385066.889773,-0.400,5.000,757.000,-737.3623,40.6000,-0.851,-2.922,45.739,-16.2760,-1.1653,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,6.853750,0.509556,33981.4889,-9465.0180,-0.521469,-73.9841,-0.0008,-2.4144,24341420.342130,24385070.120695,24385066.889754,24385070.093708,24385071.131450,26.9870,-4241.6962,-1.037743,-7.314418,0,0
GPS-only,3930.0,G08,G,34.682,152.479,116160561.954000,90514725.804000,22104620.149000,22104622.295000,22104619.136773,22104616.831868,394.000,0.000,1427.680,-1353.8793,23.5000,-0.851,-2.922,45.739,-25.5372,-11.8471,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,3.664691,0.271003,-12784.4873,6928.1230,-0.216028,-30.6493,-0.0015,2.0670,22253024.374362,22104619.180423,22104616.831852,22104619.117652,22104616.399349,62.7716,432.5029,2.718303,19.159666,0,0
GPS-only,3930.0,G09,G,22.995,-29.215,121421618.828000,94614260.972000,23105764.388000,23105763.934000,23105761.072312,23105765.089760,394.000,0.000,1460.090,-1463.3189,23.5000,-0.851,-2.922,45.739,-18.4973,-5.9910,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,5.314875,0.393970,15853.5497,1054.7822,0.366185,51.9530,-0.0010,1.0694,23336652.533057,23105760.986245,23105765.089779,23105760.905519,23105762.520041,80.7253,2569.7379,-1.614521,-11.379781,0,0
GPS-only,3930.0,G16,G,47.177,34.666,110693786.222000,86254903.695000,21064319.768000,21064318.682000,21064325.120311,21064321.446660,12.600,-6.900,1389.150,-1368.1546,6.4000,-0.851,-2.922,45.739,-31.9422,-13.4859,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.847559,0.210395,-12348.9208,533.5183,-0.808098,-114.6499,-0.0020,5.3000,21125185.541731,21064325.280495,21064321.446655,21064325.239083,21064321.368477,41.4120,78.1784,3.870607,27.281556,0,0
GPS-only,3930.0,G27,G,35.386,112.838,116373760.840000,90680841.518000,22145185.720000,22145188.401000,22145194.551844,22145181.575904,394.000,0.000,1436.320,-1331.5684,23.5000,-0.851,-2.922,45.739,-24.5606,-12.0462,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,3.601523,0.266312,-25145.2027,8131.0056,-0.098310,-13.9479,-0.0016,4.5300,22134553.506471,22145194.556827,22145181.575902,22145194.514780,22145182.842160,42.0473,-1266.2578,11.672620,82.273213,0,0
GPS-only,3960.0,G03,G,64.100,-129.255,108049714.844000,84194583.640000,20561175.200000,20561176.116000,20561176.839127,20561173.784113,394.000,0.000,1482.260,-1496.7451,23.5000,-0.851,-2.922,45.739,-42.3690,-8.7581,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.323600,0.169965,10603.6274,-4104.7131,0.592224,84.0226,-0.0024,1.0546,20734166.072213,20561176.771975,20561173.784138,20561176.670851,20561173.210639,101.1239,573.4985,3.460212,24.388934,0,0
GPS-only,3960.0,G04,G,45.918,-2.391,113383465.128000,88350751.794000,21576151.050000,21576150.624000,21576156.109615,21576151.708480,-60.991,20.386,1940.252,-1913.9064,42.4000,-0.851,-2.922,45.739,-32.3498,-13.5356,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,2.907173,0.212757,947.6854,2486.3242,0.308194,43.7254,-0.0020,3.7432,21588950.775894,21576156.022326,21576151.708482,21576155.900141,21576150.994129,122.1851,714.3529,4.906012,34.579500,0,0
GPS-only,3960.0,G07,G,17.584,-75.316,128127607.527000,99839695.206000,24381871.493000,24381872.412000,24381872.634707,24381870.072476,-0.400,5.000,757.000,-737.3837,40.6000,-0.851,-2.922,45.739,-16.3072,-1.2158,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,6.835646,0.503328,33933.9051,-9420.7825,-0.522062,-74.0683,-0.0008,-2.3980,24338222.594762,24381872.704776,24381870.072458,24381872.611371,24381873.638108,93.4048,-3565.6507,-1.026737,-7.236844,0,0
GPS-only,3960.0,G08,G,34.845,152.274,116087285.411000,90457627.165000,22090675.416000,22090677.716000,22090675.087135,22090671.860826,394.000,0.000,1427.680,-1353.8640,23.5000,-0.851,-2.922,45.739,-25.6359,-11.9047,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,3.649866,0.267320,-12838.7556,6911.4475,-0.215113,-30.5194,-0.0016,2.0777,22239079.964575,22090675.130655,22090671.860810,22090674.987614,22090672.268199,143.0409,-407.3898,2.719414,19.167501,0,0
GPS-only,3960.0,G09,G,23.169,-29.105,121335990.815000,94547537.828000,23089469.706000,23089470.783000,23089466.609636,23089468.041251,394.000,0.000,1460.090,-1463.5499,23.5000,-0.851,-2.922,45.739,-18.6192,-6.1248,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,5.277712,0.387448,15767.7050,1045.4760,0.365627,51.8738,-0.0011,1.0823,23320357.784239,23089466.523648,23089468.041269,23089466.374619,23089467.980682,149.0290,60.5875,-1.606063,-11.320162,0,0
GPS-only,3960.0,G16,G,46.946,34.560,110768697.343000,86313275.957000,21078574.569000,21078573.321000,21078580.247789,21078576.498068,12.600,-6.900,1389.150,-1367.9846,6.4000,-0.851,-2.922,45.739,-31.8123,-13.4950,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.858188,0.209162,-12377.7779,487.6605,-0.808683,-114.7329,-0.0020,5.2829,21139440.346451,21078580.408056,21078576.498063,21078580.305431,21078576.428229,102.6250,69.8339,3.877201,27.328038,0,0
GPS-only,3960.0,G27,G,35.465,112.550,116334394.665000,90650166.528000,22137694.723000,22137696.663000,22137703.436105,22137691.724288,394.000,0.000,1436.320,-1331.5992,23.5000,-0.851,-2.922,45.739,-24.6058,-12.0638,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,3.594632,0.263257,-25165.0041,8106.8980,-0.097100,-13.7762,-0.0016,4.5308,22127061.980788,22137703.440917,22137691.724286,22137703.335827,22137691.651382,105.0897,72.9045,11.684445,82.356560,0,0
GPS-only,3990.0,G03,G,63.935,-129.737,108086370.035000,84223146.100000,20568150.141000,20568151.296000,20568152.100050,20568148.355684,394.000,0.000,1482.260,-1496.4817,23.5000,-0.851,-2.922,45.739,-42.3140,-8.8338,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.326857,0.167578,10596.4424,-4097.8667,0.593495,84.2029,-0.0024,1.0306,20741141.459693,20568152.032718,20568148.355709,20568152.080147,20568148.626784,-47.4290,-271.0752,3.453363,24.340660,0,0
GPS-only,3990.0,G04,G,46.094,-2.186,113322066.543000,88302908.724000,21564466.930000,21564466.726000,21564472.353694,21564467.245328,-60.991,20.386,1940.252,-1914.0874,42.4000,-0.851,-2.922,45.739,-32.4417,-13.5286,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,2.898594,0.208856,862.9260,2483.7178,0.307208,43.5856,-0.0020,3.7432,21577267.269284,21564472.266545,21564467.245330,21564472.298382,21564467.391470,-31.8367,-146.1399,4.906912,34.585844,0,0
GPS-only,3990.0,G07,G,17.633,-75.096,128110839.315000,99826629.051000,24378680.589000,24378681.637000,24378681.756015,24378678.969077,-0.400,5.000,757.000,-737.4049,40.6000,-0.851,-2.922,45.739,-16.3381,-1.2661,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,6.817688,0.494245,33885.8596,-9376.3749,-0.522659,-74.1529,-0.0008,-2.3817,24335032.025100,24378681.826169,24378678.969059,24378681.877599,24378682.887574,-51.4297,-3918.5149,-1.009974,-7.118696,0,0
GPS-only,3990.0,G08,G,35.007,152.068,116014152.530000,90400640.477000,22076759.216000,22076760.927000,22076758.372980,22076756.571260,394.000,0.000,1427.680,-1353.8485,23.5000,-0.851,-2.922,45.739,-25.7346,-11.9615,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,3.635179,0.262134,-12892.6609,6894.6382,-0.214194,-30.3890,-0.0016,2.0883,22225163.421720,22076758.416370,22076756.571243,22076758.415703,22076755.701713,0.6667,869.5308,2.713991,19.129273,0,0
GPS-only,3990.0,G09,G,23.344,-28.996,121250319.755000,94480781.141000,23073166.559000,23073167.606000,23073163.955344,23073164.940623,394.000,0.000,1460.090,-1463.7789,23.5000,-0.851,-2.922,45.739,-18.7412,-6.2591,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,5.241013,0.378797,15682.0364,1036.1497,0.365068,51.7945,-0.0011,1.0951,23304055.369275,23073163.869435,23073164.940641,23073163.874918,23073165.467159,-5.4824,-526.5182,-1.592242,-11.222744,0,0
GPS-only,3990.0,G16,G,46.716,34.457,110844031.871000,86371978.142000,21092910.612000,21092909.106000,21092915.948650,21092912.939866,12.600,-6.900,1389.150,-1367.8146,6.4000,-0.851,-2.922,45.739,-31.6818,-13.5041,-1247.1366,-2053.9681,-289.0449,-446.5828,0.0051,-45.5341,2.868943,0.206713,-12406.8635,441.7921,-0.809260,-114.8149,-0.0020,5.2657,21153776.265554,21092916.108999,21092912.939861,21092916.146788,21092912.282204,-37.7892,657.6567,3.864584,27.239105,0,0
GPS-only,3990.0,G27,G,35.543,112.262,116295382.549000,90619767.421000,22130271.010000,22130272.629000,22130279.698245,22130268.507467,394.000,0.000,1436.320,-1331.6324,23.5000,-0.851,-2.922,45.739,-24.6506,-12.0812,2595.2134,4274.1711,213.1884,345.3099,0.0018,8.9645,3.587837,0.258705,-25184.4398,8082.6316,-0.095890,-13.6045,-0.0016,4.5315,22119638.360420,22130279.702885,22130268.507465,22130279.729538,22130268.062612,-26.6529,444.8531,11.666926,82.233078,0,0
GPS-only,4020.0,G03,G,63.768,-130.212,108123549.415000,84252117.016000,20575225.417000,20575226.394000,20575227.111942,20575223.906824,394.000,0.000,1482.260,-1496.2172,23.5000,-0.851,-2.922,45.739,-42.2582,-8.9102,2404.5454,3960.1684,-159.0549,-251.0402,-0.0244,-16.8706,2.330174,0.167892,10589.1187,-4090.9424,0.594767,84.3833,-0.0024,1.0067,20748216.152061,20575227.044429,20575223.906848,20575227.009764,20575223.558047,34.6652,348.8014,3.451717,24.329056,0,0
GPS-only,4020.0,G04,G,46.271,-1.979,113260791.834000,88255162.156000,21552806.941000,21552806.866000,21552812.179937,21552807.056930,-60.991,20.386,1940.252,-1914.2688,42.4000,-0.851,-2.922,45.739,-32.5336,-13.5217,-253.8043,-418.0006,351.0000,549.8943,-0.0015,43.5636,2.890077,0.208332,778.4771,2481.0644,0.306215,43.4447,-0.0020,3.7431,21565606.896400,21552812.092929,21552807.056931,21552812.038607,21552807.131868,54.3216,-74.9374,4.906739,34.584623,0,0
GPS-only,4020.0,G07,G,17.682,-74.876,128094109.869000,99813593.084000,24375497.558000,24375497.290000,24375498.261524,24375497.972255,-0.400,5.000,757.000,-737.4261,40.6000,-0.851,-2.922,45.739,-16.3690,-1.3162,-1400.6004,-2306.7231,87.4704,141.4721,0.0187,3.9986,6.799873,0.493152,33837.3529,-9331.7960,-0.523257,-74.2378,-0.0008,-2.3653,24331848.323149,24375498.331763,24375497.972236,24375498.275684,24375499.281636,56.0782,-1309.3997,-1.005952,-7.090342,0,0
GPS-only,4020.0,G08,G,35.170,151.862,115941171.424000,90343772.060000,22062870.662000,22062873.478000,22062870.538849,22062866.309231,394.000,0.000,1427.680,-1353.8328,23.5000,-0.851,-2.922,45.739,-25.8331,-11.9978,3345.1442,5509.2560,-344.8812,-559.5896,0.0165,-13.0006,3.620628,0.261195,-12946.2036,6877.6954,-0.213271,-30.2582,-0.0016,2.0988,22211275.331671,22062870.582108,22062866.309214,22062870.518540,22062867.795664,63.5678,-1486.4497,2.722876,19.191901,0,0
GPS-only,4020.0,G09,G,23.519,-28.887,121164612.568000,94413996.307000,23056856.611000,23056856.632000,23056854.424837,23056856.578540,394.000,0.000,1460.090,-1464.0061,23.5000,-0.851,-2.922,45.739,-18.8634,-6.3937,2122.1109,3495.0105,116.8771,170.4200,-0.0181,34.1143,5.204769,0.376321,15596.5459,1026.8035,0.364509,51.7152,-0.0011,1.1077,23287745.635746,23056854.339008,23056856.578558,23056854.260095,23056855.848918,78.9129,729.6395,-1.588823,-11.198651,0,0
