SOD,X,Y,Z
32820.0,1337935.5411,6070317.1294,1427877.5093
32850.0,1337935.5412,6070317.1294,1427877.5092
32880.0,1337935.5412,6070317.1292,1427877.5092
32910.0,1337935.5413,6070317.129,1427877.5091
32940.0,1337935.5413,6070317.129,1427877.5091
32970.0,1337935.5414,6070317.1289,1427877.509
33000.0,1337935.5415,6070317.1288,1427877.509
33030.0,1337935.5415,6070317.1288,1427877.509
33060.0,1337935.5415,6070317.1287,1427877.5089
33090.0,1337935.5415,6070317.1287,1427877.5089
33120.0,1337935.5415,6070317.1287,1427877.5089
33150.0,1337935.5415,6070317.1287,1427877.5089
33180.0,1337935.5415,6070317.1286,1427877.509
33210.0,1337935.5415,6070317.1287,1427877.509
33240.0,1337935.5415,6070317.1287,1427877.509
33270.0,1337935.5415,6070317.1288,1427877.509
33300.0,1337935.5415,6070317.1289,1427877.5091
33330.0,1337935.5414,6070317.1289,1427877.5091
33360.0,1337935.5414,6070317.1289,1427877.5091
33390.0,1337935.5414,6070317.129,1427877.5092
33420.0,1337935.5414,6070317.129,1427877.5092
33450.0,1337935.5414,6070317.129,1427877.5092
33480.0,1337935.5415,6070317.1289,1427877.5092
33510.0,1337935.5415,6070317.1289,1427877.5091
33540.0,1337935.5415,6070317.1288,1427877.5091
33570.0,1337935.5416,6070317.1288,1427877.5091
33600.0,1337935.5416,6070317.1288,1427877.5091
33630.0,1337935.5416,6070317.1289,1427877.5091
33660.0,1337935.5416,6070317.1289,1427877.5092
33690.0,1337935.5416,6070317.1289,1427877.5092
33720.0,1337935.5416,6070317.129,1427877.5092
33750.0,1337935.5416,6070317.129,1427877.5092
33780.0,1337935.5416,6070317.129,1427877.5092
33810.0,1337935.5416,6070317.129,1427877.5092
33840.0,1337935.5417,6070317.129,1427877.5092
33870.0,1337935.5417,6070317.129,1427877.5092
33900.0,1337935.5417,6070317.129,1427877.5092
33930.0,1337935.5417,6070317.1291,1427877.5093
33960.0,1337935.5417,6070317.1291,1427877.5093
33990.0,1337935.5418,6070317.1292,1427877.5093
34020.0,1337935.5418,6070317.1292,1427877.5093
34050.0,1337935.5418,6070317.1291,1427877.5093
34080.0,1337935.5418,6070317.1291,1427877.5093
34110.0,1337935.5419,6070317.1291,1427877.5093
34140.0,1337935.5419,6070317.1291,1427877.5093
34170.0,1337935.5419,6070317.1291,1427877.5093
34200.0,1337935.5419,6070317.1291,1427877.5093
34230.0,1337935.5419,6070317.129,1427877.5093
34260.0,1337935.542,6070317.129,1427877.5093
34290.0,1337935.542,6070317.129,1427877.5093
34320.0,1337935.542,6070317.129,1427877.5094
34350.0,1337935.542,6070317.129,1427877.5094
34380.0,1337935.542,6070317.129,1427877.5094
34410.0,1337935.542,6070317.1289,1427877.5094
34440.0,1337935.542,6070317.1289,1427877.5094
34470.0,1337935.542,6070317.1289,1427877.5094
34500.0,1337935.542,6070317.1289,1427877.5094
34530.0,1337935.5421,6070317.1289,1427877.5094
34560.0,1337935.542,6070317.1289,1427877.5094
34590.0,1337935.5421,6070317.1289,1427877.5094
34620.0,1337935.5421,6070317.1289,1427877.5094
34650.0,1337935.5421,6070317.1289,1427877.5094
34680.0,1337935.5421,6070317.1289,1427877.5094
34710.0,1337935.5421,6070317.1289,1427877.5094
34740.0,1337935.5422,6070317.1289,1427877.5094
34770.0,1337935.5422,6070317.1289,1427877.5095
34800.0,1337935.5422,6070317.1289,1427877.5095
34830.0,1337935.5422,6070317.1289,1427877.5095
34860.0,1337935.5423,6070317.129,1427877.5095
34890.0,1337935.5423,6070317.129,1427877.5095
34920.0,1337935.5423,6070317.129,1427877.5095
34950.0,1337935.5423,6070317.129,1427877.5095
34980.0,1337935.5423,6070317.129,1427877.5095
35010.0,1337935.5423,6070317.129,1427877.5095
35040.0,1337935.5423,6070317.1289,1427877.5095
35070.0,1337935.5423,6070317.1289,1427877.5095
35100.0,1337935.5423,6070317.129,1427877.5095
35130.0,1337935.5423,6070317.1289,1427877.5095
35160.0,1337935.5424,6070317.1291,1427877.5095
35190.0,1337935.5424,6070317.1291,1427877.5096
35220.0,1337935.5424,6070317.1291,1427877.5096
35250.0,1337935.5424,6070317.1292,1427877.5096
35280.0,1337935.5424,6070317.1291,1427877.5096
35310.0,1337935.5423,6070317.1291,1427877.5096
35340.0,1337935.5423,6070317.129,1427877.5096
35370.0,1337935.5423,6070317.1289,1427877.5095
35400.0,1337935.5422,6070317.1287,1427877.5095
35430.0,1337935.5422,6070317.1286,1427877.5095
35460.0,1337935.5422,6070317.1285,1427877.5095
35490.0,1337935.5421,6070317.1285,1427877.5095
35520.0,1337935.5421,6070317.1284,1427877.5094
35550.0,1337935.5421,6070317.1283,1427877.5094
35580.0,1337935.5421,6070317.1283,1427877.5094
35610.0,1337935.5421,6070317.1283,1427877.5094
35640.0,1337935.5422,6070317.1283,1427877.5094
35670.0,1337935.5422,6070317.1284,1427877.5095
35700.0,1337935.5422,6070317.1284,1427877.5095
35730.0,1337935.5422,6070317.1284,1427877.5095
35760.0,1337935.5422,6070317.1284,1427877.5095
35790.0,1337935.5422,6070317.1285,1427877.5095
35820.0,1337935.5422,6070317.1285,1427877.5095
35850.0,1337935.5423,6070317.1286,1427877.5095
35880.0,1337935.5423,6070317.1286,1427877.5095
35910.0,1337935.5424,6070317.1286,1427877.5095
35940.0,1337935.5424,6070317.1286,1427877.5095
35970.0,1337935.5425,6070317.1287,1427877.5095
36000.0,1337935.5425,6070317.1287,1427877.5095
36030.0,1337935.5425,6070317.1287,1427877.5096
36060.0,1337935.5426,6070317.1287,1427877.5096
36090.0,1337935.5426,6070317.1287,1427877.5095
36120.0,1337935.5426,6070317.1287,1427877.5096
36150.0,1337935.5426,6070317.1287,1427877.5095
36180.0,1337935.5427,6070317.1287,1427877.5095
36210.0,1337935.5427,6070317.1287,1427877.5095
36240.0,1337935.5428,6070317.1287,1427877.5096
36270.0,1337935.5428,6070317.1287,1427877.5095
36300.0,1337935.5428,6070317.1287,1427877.5095
36330.0,1337935.5428,6070317.1286,1427877.5095
36360.0,1337935.5428,6070317.1286,1427877.5095
36390.0,1337935.5427,6070317.1285,1427877.5095
36420.0,1337935.5427,6070317.1285,1427877.5095
36450.0,1337935.5426,6070317.1284,1427877.5094
36480.0,1337935.5426,6070317.1283,1427877.5094
36510.0,1337935.5426,6070317.1282,1427877.5094
36540.0,1337935.5426,6070317.1282,1427877.5094
36570.0,1337935.5426,6070317.1282,1427877.5094
36600.0,1337935.5427,6070317.1283,1427877.5094
36630.0,1337935.5427,6070317.1284,1427877.5095
36660.0,1337935.5428,6070317.1286,1427877.5095
36690.0,1337935.5428,6070317.1286,1427877.5095
36720.0,1337935.5429,6070317.1287,1427877.5095
36750.0,1337935.5429,6070317.1288,1427877.5096
36780.0,1337935.5429,6070317.1288,1427877.5096
36810.0,1337935.5429,6070317.1288,1427877.5096
36840.0,1337935.5429,6070317.1288,1427877.5096
36870.0,1337935.5429,6070317.1288,1427877.5096
36900.0,1337935.543,6070317.1289,1427877.5096
36930.0,1337935.543,6070317.1289,1427877.5096
36960.0,1337935.543,6070317.1289,1427877.5096
36990.0,1337935.543,6070317.1289,1427877.5096
37020.0,1337935.543,6070317.1288,1427877.5096
37050.0,1337935.543,6070317.1288,1427877.5096
37080.0,1337935.5431,6070317.1288,1427877.5096
37110.0,1337935.5431,6070317.1287,1427877.5096
37140.0,1337935.5431,6070317.1287,1427877.5095
37170.0,1337935.5431,6070317.1286,1427877.5095
37200.0,1337935.5431,6070317.1286,1427877.5095
37230.0,1337935.5431,6070317.1286,1427877.5095
37260.0,1337935.5431,6070317.1286,1427877.5095
37290.0,1337935.5431,6070317.1286,1427877.5095
37320.0,1337935.5432,6070317.1286,1427877.5095
37350.0,1337935.5432,6070317.1286,1427877.5095
37380.0,1337935.5432,6070317.1286,1427877.5095
37410.0,1337935.5432,6070317.1286,1427877.5095
37440.0,1337935.5432,6070317.1286,1427877.5095
37470.0,1337935.5432,6070317.1286,1427877.5095
37500.0,1337935.5432,6070317.1286,1427877.5095
37530.0,1337935.5433,6070317.1286,1427877.5095
37560.0,1337935.5433,6070317.1286,1427877.5095
37590.0,1337935.5433,6070317.1285,1427877.5095
37620.0,1337935.5433,6070317.1285,1427877.5095
37650.0,1337935.5433,6070317.1284,1427877.5095
37680.0,1337935.5433,6070317.1284,1427877.5094
37710.0,1337935.5433,6070317.1283,1427877.5094
37740.0,1337935.5433,6070317.1283,1427877.5094
37770.0,1337935.5433,6070317.1283,1427877.5095
37800.0,1337935.5433,6070317.1283,1427877.5095
37830.0,1337935.5433,6070317.1283,1427877.5095
37860.0,1337935.5433,6070317.1284,1427877.5095
37890.0,1337935.5433,6070317.1284,1427877.5095
37920.0,1337935.5434,6070317.1284,1427877.5095
37950.0,1337935.5434,6070317.1284,1427877.5095
37980.0,1337935.5434,6070317.1284,1427877.5095
38010.0,1337935.5434,6070317.1284,1427877.5095
38040.0,1337935.5434,6070317.1284,1427877.5095
38070.0,1337935.5434,6070317.1285,1427877.5095
38100.0,1337935.5434,6070317.1285,1427877.5096
38130.0,1337935.5434,6070317.1285,1427877.5096
38160.0,1337935.5434,6070317.1286,1427877.5096
38190.0,1337935.5434,6070317.1286,1427877.5096
38220.0,1337935.5434,6070317.1286,1427877.5096
38250.0,1337935.5434,6070317.1286,1427877.5096
38280.0,1337935.5434,6070317.1286,1427877.5096
38310.0,1337935.5434,6070317.1285,1427877.5096
38340.0,1337935.5434,6070317.1285,1427877.5096
38370.0,1337935.5435,6070317.1285,1427877.5096
38400.0,1337935.5434,6070317.1285,1427877.5096
38430.0,1337935.5434,6070317.1285,1427877.5096
38460.0,1337935.5434,6070317.1285,1427877.5096
38490.0,1337935.5434,6070317.1285,1427877.5096
38520.0,1337935.5434,6070317.1285,1427877.5096
38550.0,1337935.5434,6070317.1285,1427877.5096
38580.0,1337935.5434,6070317.1285,1427877.5095
38610.0,1337935.5434,6070317.1285,1427877.5095
38640.0,1337935.5434,6070317.1285,1427877.5095
38670.0,1337935.5434,6070317.1286,1427877.5096
38700.0,1337935.5434,6070317.1287,1427877.5096
38730.0,1337935.5434,6070317.1287,1427877.5096
38760.0,1337935.5434,6070317.1288,1427877.5096
38790.0,1337935.5434,6070317.1288,1427877.5096
38820.0,1337935.5434,6070317.1288,1427877.5096
38850.0,1337935.5434,6070317.1288,1427877.5096
38880.0,1337935.5435,6070317.1288,1427877.5096
38910.0,1337935.5435,6070317.1288,1427877.5096
38940.0,1337935.5435,6070317.1287,1427877.5096
38970.0,1337935.5435,6070317.1287,1427877.5096
39000.0,1337935.5436,6070317.1287,1427877.5096
39030.0,1337935.5436,6070317.1286,1427877.5096
39060.0,1337935.5436,6070317.1286,1427877.5096
39090.0,1337935.5436,6070317.1285,1427877.5096
39120.0,1337935.5437,6070317.1285,1427877.5096
39150.0,1337935.5437,6070317.1285,1427877.5096
39180.0,1337935.5437,6070317.1285,1427877.5096
39210.0,1337935.5437,6070317.1285,1427877.5096
39240.0,1337935.5436,6070317.1286,1427877.5096
39270.0,1337935.5436,6070317.1287,1427877.5096
39300.0,1337935.5436,6070317.1287,1427877.5096
39330.0,1337935.5436,6070317.1288,1427877.5096
39360.0,1337935.5437,6070317.1288,1427877.5096
39390.0,1337935.5437,6070317.1289,1427877.5096
39420.0,1337935.5437,6070317.1289,1427877.5096
39450.0,1337935.5437,6070317.1289,1427877.5096
39480.0,1337935.5437,6070317.1289,1427877.5096
39510.0,1337935.5438,6070317.1289,1427877.5096
39540.0,1337935.5438,6070317.1288,1427877.5096
39570.0,1337935.5438,6070317.1288,1427877.5096
39600.0,1337935.5438,6070317.1288,1427877.5096
39630.0,1337935.5438,6070317.1287,1427877.5095
39660.0,1337935.5438,6070317.1287,1427877.5095
39690.0,1337935.5438,6070317.1287,1427877.5095
39720.0,1337935.5439,6070317.1287,1427877.5095
39750.0,1337935.5439,6070317.1287,1427877.5095
39780.0,1337935.5438,6070317.1287,1427877.5095
39810.0,1337935.5438,6070317.1287,1427877.5095
39840.0,1337935.5438,6070317.1287,1427877.5095
39870.0,1337935.5438,6070317.1287,1427877.5095
39900.0,1337935.5438,6070317.1287,1427877.5094
39930.0,1337935.5438,6070317.1287,1427877.5094
39960.0,1337935.5438,6070317.1287,1427877.5094
39990.0,1337935.5438,6070317.1287,1427877.5094
40020.0,1337935.5438,6070317.1286,1427877.5094
40050.0,1337935.5438,6070317.1285,1427877.5094
40080.0,1337935.5438,6070317.1284,1427877.5093
40110.0,1337935.5438,6070317.1283,1427877.5093
40140.0,1337935.5438,6070317.1283,1427877.5093
40170.0,1337935.5438,6070317.1283,1427877.5093
40200.0,1337935.5438,6070317.1283,1427877.5092
40230.0,1337935.5438,6070317.1282,1427877.5092
40260.0,1337935.5437,6070317.1282,1427877.5092
40290.0,1337935.5437,6070317.1282,1427877.5092
40320.0,1337935.5438,6070317.1281,1427877.5092
40350.0,1337935.5438,6070317.1281,1427877.5092
40380.0,1337935.5438,6070317.1281,1427877.5092
40410.0,1337935.5438,6070317.1281,1427877.5092
40440.0,1337935.5439,6070317.1282,1427877.5092
40470.0,1337935.5439,6070317.1283,1427877.5092
40500.0,1337935.5439,6070317.1283,1427877.5092
40530.0,1337935.5439,6070317.1283,1427877.5092
40560.0,1337935.5439,6070317.1283,1427877.5092
40590.0,1337935.5439,6070317.1283,1427877.5092
40620.0,1337935.544,6070317.1283,1427877.5092
40650.0,1337935.544,6070317.1283,1427877.5092
40680.0,1337935.544,6070317.1283,1427877.5092
40710.0,1337935.544,6070317.1284,1427877.5092
40740.0,1337935.544,6070317.1284,1427877.5092
40770.0,1337935.544,6070317.1284,1427877.5092
40800.0,1337935.544,6070317.1284,1427877.5092
40830.0,1337935.544,6070317.1284,1427877.5092
40860.0,1337935.544,6070317.1284,1427877.5092
40890.0,1337935.544,6070317.1283,1427877.5092
40920.0,1337935.5441,6070317.1283,1427877.5092
40950.0,1337935.5441,6070317.1283,1427877.5092
40980.0,1337935.5441,6070317.1283,1427877.5091
41010.0,1337935.5441,6070317.1283,1427877.5092
41040.0,1337935.5441,6070317.1284,1427877.5092
41070.0,1337935.5441,6070317.1284,1427877.5092
41100.0,1337935.5442,6070317.1284,1427877.5092
41130.0,1337935.5442,6070317.1284,1427877.5092
41160.0,1337935.5442,6070317.1284,1427877.5092
41190.0,1337935.5442,6070317.1285,1427877.5092
41220.0,1337935.5442,6070317.1285,1427877.5092
41250.0,1337935.5443,6070317.1286,1427877.5092
41280.0,1337935.5443,6070317.1287,1427877.5092
41310.0,1337935.5444,6070317.1288,1427877.5093
41340.0,1337935.5444,6070317.1288,1427877.5093
41370.0,1337935.5444,6070317.1288,1427877.5093
41400.0,1337935.5444,6070317.1288,1427877.5093
41430.0,1337935.5444,6070317.1288,1427877.5093
41460.0,1337935.5444,6070317.1289,1427877.5093
41490.0,1337935.5444,6070317.1289,1427877.5093
41520.0,1337935.5444,6070317.129,1427877.5093
41550.0,1337935.5444,6070317.129,1427877.5093
41580.0,1337935.5444,6070317.129,1427877.5093
41610.0,1337935.5444,6070317.129,1427877.5093
41640.0,1337935.5445,6070317.129,1427877.5093
41670.0,1337935.5445,6070317.1291,1427877.5093
41700.0,1337935.5445,6070317.1291,1427877.5093
41730.0,1337935.5445,6070317.1292,1427877.5093
41760.0,1337935.5445,6070317.1292,1427877.5093
41790.0,1337935.5446,6070317.1293,1427877.5094
41820.0,1337935.5446,6070317.1293,1427877.5094
41850.0,1337935.5446,6070317.1294,1427877.5094
41880.0,1337935.5447,6070317.1295,1427877.5094
41910.0,1337935.5447,6070317.1296,1427877.5094
41940.0,1337935.5447,6070317.1297,1427877.5094
41970.0,1337935.5448,6070317.1298,1427877.5094
42000.0,1337935.5448,6070317.1298,1427877.5095
42030.0,1337935.5448,6070317.1299,1427877.5095
42060.0,1337935.5448,6070317.13,1427877.5095
42090.0,1337935.5448,6070317.13,1427877.5095
42120.0,1337935.5449,6070317.13,1427877.5095
42150.0,1337935.5449,6070317.13,1427877.5095
42180.0,1337935.5448,6070317.13,1427877.5095
42210.0,1337935.5448,6070317.13,1427877.5095
42240.0,1337935.5448,6070317.13,1427877.5095
42270.0,1337935.5448,6070317.13,1427877.5095
42300.0,1337935.5449,6070317.1301,1427877.5095
42330.0,1337935.5449,6070317.1301,1427877.5095
42360.0,1337935.5449,6070317.1301,1427877.5095
42390.0,1337935.5449,6070317.1301,1427877.5095
42420.0,1337935.5449,6070317.1301,1427877.5095
42450.0,1337935.5449,6070317.1301,1427877.5095
42480.0,1337935.5449,6070317.1301,1427877.5095
42510.0,1337935.5449,6070317.1301,1427877.5095
42540.0,1337935.5449,6070317.1301,1427877.5095
42570.0,1337935.5449,6070317.1301,1427877.5095
42600.0,1337935.5449,6070317.1301,1427877.5095
42630.0,1337935.5449,6070317.1301,1427877.5095
42660.0,1337935.5449,6070317.1302,1427877.5095
42690.0,1337935.5449,6070317.1302,1427877.5095
42720.0,1337935.5449,6070317.1301,1427877.5095
42750.0,1337935.5449,6070317.1301,1427877.5095
42780.0,1337935.5449,6070317.1301,1427877.5095
42810.0,1337935.5449,6070317.1302,1427877.5095
42840.0,1337935.5449,6070317.1302,1427877.5095
42870.0,1337935.5449,6070317.1303,1427877.5095
42900.0,1337935.5449,6070317.1303,1427877.5095
42930.0,1337935.545,6070317.1304,1427877.5095
42960.0,1337935.545,6070317.1305,1427877.5095
42990.0,1337935.5451,6070317.1307,1427877.5096
43020.0,1337935.5451,6070317.1308,1427877.5096
43050.0,1337935.5451,6070317.1309,1427877.5096
43080.0,1337935.5452,6070317.1309,1427877.5096
43110.0,1337935.5452,6070317.131,1427877.5096
43140.0,1337935.5452,6070317.131,1427877.5096
43170.0,1337935.5452,6070317.131,1427877.5096
43200.0,1337935.5452,6070317.1311,1427877.5096
43230.0,1337935.5452,6070317.1311,1427877.5096
43260.0,1337935.5452,6070317.1312,1427877.5096
43290.0,1337935.5453,6070317.1313,1427877.5097
43320.0,1337935.5453,6070317.1314,1427877.5097
43350.0,1337935.5454,6070317.1315,1427877.5097
43380.0,1337935.5454,6070317.1316,1427877.5097
43410.0,1337935.5454,6070317.1317,1427877.5097
43440.0,1337935.5454,6070317.1318,1427877.5097
43470.0,1337935.5455,6070317.1318,1427877.5098
43500.0,1337935.5455,6070317.1319,1427877.5098
43530.0,1337935.5455,6070317.132,1427877.5098
43560.0,1337935.5456,6070317.1322,1427877.5098
43590.0,1337935.5456,6070317.1323,1427877.5099
43620.0,1337935.5457,6070317.1324,1427877.5099
43650.0,1337935.5457,6070317.1327,1427877.51
43680.0,1337935.5458,6070317.1329,1427877.51
43710.0,1337935.5458,6070317.133,1427877.51
43740.0,1337935.5459,6070317.1331,1427877.5101
43770.0,1337935.5459,6070317.1332,1427877.5101
43800.0,1337935.5459,6070317.1332,1427877.5101
43830.0,1337935.5459,6070317.1333,1427877.5101
43860.0,1337935.5459,6070317.1333,1427877.5101
43890.0,1337935.5459,6070317.1334,1427877.5101
43920.0,1337935.5459,6070317.1334,1427877.5101
43950.0,1337935.546,6070317.1335,1427877.5101
43980.0,1337935.546,6070317.1335,1427877.5102
44010.0,1337935.546,6070317.1336,1427877.5102
44040.0,1337935.546,6070317.1336,1427877.5102
44070.0,1337935.546,6070317.1336,1427877.5102
44100.0,1337935.546,6070317.1336,1427877.5102
44130.0,1337935.546,6070317.1337,1427877.5102
44160.0,1337935.546,6070317.1337,1427877.5102
44190.0,1337935.546,6070317.1337,1427877.5102
44220.0,1337935.546,6070317.1338,1427877.5102
44250.0,1337935.546,6070317.1338,1427877.5103
44280.0,1337935.546,6070317.1339,1427877.5103
44310.0,1337935.546,6070317.134,1427877.5103
44340.0,1337935.546,6070317.134,1427877.5103
44370.0,1337935.546,6070317.1341,1427877.5103
44400.0,1337935.546,6070317.1341,1427877.5104
44430.0,1337935.546,6070317.1341,1427877.5104
44460.0,1337935.546,6070317.1341,1427877.5104
44490.0,1337935.546,6070317.1341,1427877.5104
44520.0,1337935.546,6070317.134,1427877.5103
44550.0,1337935.5459,6070317.1339,1427877.5103
44580.0,1337935.5459,6070317.1339,1427877.5103
44610.0,1337935.5459,6070317.1338,1427877.5103
44640.0,1337935.5459,6070317.1338,1427877.5103
44670.0,1337935.5459,6070317.1337,1427877.5103
44700.0,1337935.5459,6070317.1337,1427877.5102
44730.0,1337935.5459,6070317.1337,1427877.5102
44760.0,1337935.5459,6070317.1337,1427877.5102
44790.0,1337935.5459,6070317.1337,1427877.5102
44820.0,1337935.5459,6070317.1337,1427877.5102
44850.0,1337935.5459,6070317.1337,1427877.5102
44880.0,1337935.5459,6070317.1337,1427877.5103
44910.0,1337935.5459,6070317.1338,1427877.5103
44940.0,1337935.5459,6070317.1338,1427877.5103
44970.0,1337935.5459,6070317.1339,1427877.5103
45000.0,1337935.5459,6070317.1339,1427877.5103
45030.0,1337935.5459,6070317.1339,1427877.5103
45060.0,1337935.5459,6070317.134,1427877.5103
45090.0,1337935.5459,6070317.134,1427877.5103
45120.0,1337935.5459,6070317.134,1427877.5103
45150.0,1337935.5459,6070317.1341,1427877.5104
45180.0,1337935.546,6070317.1342,1427877.5104
45210.0,1337935.546,6070317.1343,1427877.5104
45240.0,1337935.546,6070317.1343,1427877.5104
45270.0,1337935.546,6070317.1344,1427877.5104
45300.0,1337935.546,6070317.1345,1427877.5105
45330.0,1337935.546,6070317.1346,1427877.5105
45360.0,1337935.546,6070317.1346,1427877.5105
45390.0,1337935.546,6070317.1347,1427877.5105
45420.0,1337935.5461,6070317.1347,1427877.5105
45450.0,1337935.5461,6070317.1347,1427877.5105
45480.0,1337935.5461,6070317.1347,1427877.5105
45510.0,1337935.546,6070317.1347,1427877.5105
45540.0,1337935.546,6070317.1346,1427877.5105
45570.0,1337935.546,6070317.1345,1427877.5105
45600.0,1337935.5459,6070317.1344,1427877.5104
45630.0,1337935.5459,6070317.1343,1427877.5104
45660.0,1337935.5459,6070317.1343,1427877.5104
45690.0,1337935.5459,6070317.1343,1427877.5104
45720.0,1337935.5459,6070317.1343,1427877.5104
45750.0,1337935.5459,6070317.1343,1427877.5104
45780.0,1337935.5459,6070317.1343,1427877.5104
45810.0,1337935.546,6070317.1344,1427877.5104
45840.0,1337935.546,6070317.1346,1427877.5105
45870.0,1337935.546,6070317.1347,1427877.5105
45900.0,1337935.5461,6070317.1348,1427877.5105
45930.0,1337935.5461,6070317.1349,1427877.5105
45960.0,1337935.5461,6070317.1349,1427877.5105
45990.0,1337935.5462,6070317.135,1427877.5106
46020.0,1337935.5462,6070317.1351,1427877.5106
46050.0,1337935.5462,6070317.1352,1427877.5106
46080.0,1337935.5463,6070317.1352,1427877.5106
46110.0,1337935.5463,6070317.1353,1427877.5106
46140.0,1337935.5463,6070317.1354,1427877.5107
46170.0,1337935.5463,6070317.1355,1427877.5107
46200.0,1337935.5464,6070317.1355,1427877.5107
46230.0,1337935.5465,6070317.1356,1427877.5107
46260.0,1337935.5465,6070317.1357,1427877.5107
46290.0,1337935.5465,6070317.1357,1427877.5107
46320.0,1337935.5465,6070317.1357,1427877.5108
46350.0,1337935.5465,6070317.1358,1427877.5108
46380.0,1337935.5465,6070317.1358,1427877.5108
46410.0,1337935.5465,6070317.1358,1427877.5108
46440.0,1337935.5465,6070317.1358,1427877.5108
46470.0,1337935.5465,6070317.1358,1427877.5108
46500.0,1337935.5464,6070317.1358,1427877.5108
46530.0,1337935.5464,6070317.1358,1427877.5108
46560.0,1337935.5464,6070317.1357,1427877.5108
46590.0,1337935.5464,6070317.1357,1427877.5108
46620.0,1337935.5463,6070317.1357,1427877.5107
46650.0,1337935.5463,6070317.1356,1427877.5107
46680.0,1337935.5463,6070317.1355,1427877.5107
46710.0,1337935.5463,6070317.1355,1427877.5107
46740.0,1337935.5463,6070317.1355,1427877.5107
46770.0,1337935.5462,6070317.1355,1427877.5107
46800.0,1337935.5463,6070317.1355,1427877.5107
46830.0,1337935.5463,6070317.1355,1427877.5107
46860.0,1337935.5463,6070317.1356,1427877.5107
46890.0,1337935.5463,6070317.1356,1427877.5107
46920.0,1337935.5463,6070317.1356,1427877.5107
46950.0,1337935.5463,6070317.1357,1427877.5107
46980.0,1337935.5464,6070317.1357,1427877.5108
47010.0,1337935.5464,6070317.1357,1427877.5108
47040.0,1337935.5464,6070317.1357,1427877.5108
47070.0,1337935.5464,6070317.1357,1427877.5108
47100.0,1337935.5464,6070317.1357,1427877.5108
47130.0,1337935.5464,6070317.1357,1427877.5108
47160.0,1337935.5464,6070317.1357,1427877.5108
47190.0,1337935.5465,6070317.1357,1427877.5108
47220.0,1337935.5465,6070317.1357,1427877.5108
47250.0,1337935.5465,6070317.1357,1427877.5108
47280.0,1337935.5465,6070317.1357,1427877.5108
47310.0,1337935.5465,6070317.1356,1427877.5108
47340.0,1337935.5465,6070317.1356,1427877.5108
47370.0,1337935.5465,6070317.1355,1427877.5108
47400.0,1337935.5466,6070317.1356,1427877.5108
47430.0,1337935.5466,6070317.1358,1427877.5108
47460.0,1337935.5467,6070317.1361,1427877.5109
47490.0,1337935.5468,6070317.1363,1427877.5109
47520.0,1337935.5469,6070317.1365,1427877.511
47550.0,1337935.5469,6070317.1366,1427877.511
47580.0,1337935.547,6070317.1367,1427877.511
47610.0,1337935.5469,6070317.1367,1427877.511
47640.0,1337935.5469,6070317.1366,1427877.511
47670.0,1337935.5469,6070317.1365,1427877.511
47700.0,1337935.5469,6070317.1364,1427877.511
47730.0,1337935.5469,6070317.1364,1427877.511
47760.0,1337935.5469,6070317.1363,1427877.511
47790.0,1337935.5469,6070317.1364,1427877.511
47820.0,1337935.5469,6070317.1364,1427877.511
47850.0,1337935.5469,6070317.1364,1427877.511
47880.0,1337935.5469,6070317.1364,1427877.511
47910.0,1337935.5469,6070317.1364,1427877.511
47940.0,1337935.5469,6070317.1363,1427877.5109
47970.0,1337935.5468,6070317.1361,1427877.5109
48000.0,1337935.5468,6070317.136,1427877.5109
48030.0,1337935.5467,6070317.1359,1427877.5108
48060.0,1337935.5467,6070317.1358,1427877.5108
48090.0,1337935.5466,6070317.1356,1427877.5108
48120.0,1337935.5466,6070317.1356,1427877.5108
48150.0,1337935.5466,6070317.1357,1427877.5108
48180.0,1337935.5467,6070317.1358,1427877.5108
48210.0,1337935.5467,6070317.136,1427877.5109
48240.0,1337935.5467,6070317.1361,1427877.5109
48270.0,1337935.5467,6070317.1361,1427877.5109
48300.0,1337935.5467,6070317.1361,1427877.5109
48330.0,1337935.5466,6070317.136,1427877.5109
48360.0,1337935.5466,6070317.136,1427877.5109
48390.0,1337935.5466,6070317.136,1427877.5109
48420.0,1337935.5466,6070317.136,1427877.5108
48450.0,1337935.5466,6070317.136,1427877.5108
48480.0,1337935.5466,6070317.136,1427877.5108
48510.0,1337935.5466,6070317.136,1427877.5108
48540.0,1337935.5466,6070317.136,1427877.5109
48570.0,1337935.5467,6070317.1361,1427877.5109
48600.0,1337935.5467,6070317.1361,1427877.5109
48630.0,1337935.5467,6070317.1362,1427877.5109
48660.0,1337935.5468,6070317.1362,1427877.5109
48690.0,1337935.5468,6070317.1363,1427877.5109
48720.0,1337935.5468,6070317.1363,1427877.5109
48750.0,1337935.5468,6070317.1364,1427877.5109
48780.0,1337935.5468,6070317.1364,1427877.5109
48810.0,1337935.5469,6070317.1365,1427877.5109
48840.0,1337935.5469,6070317.1365,1427877.5109
48870.0,1337935.5469,6070317.1365,1427877.5109
48900.0,1337935.5468,6070317.1364,1427877.5109
48930.0,1337935.5468,6070317.1364,1427877.5109
48960.0,1337935.5469,6070317.1364,1427877.5109
48990.0,1337935.5469,6070317.1364,1427877.5109
49020.0,1337935.5469,6070317.1364,1427877.5109
49050.0,1337935.5469,6070317.1364,1427877.5109
49080.0,1337935.5468,6070317.1363,1427877.5109
