Metric,Value
Availability_percent,88.78472222222223
DX_Mean_cm,0.7889323434703224
DY_Mean_cm,-0.8119359016957509
DZ_Mean_cm,0.5216894749356059
X_RMS_cm,15.355120093894707
Y_RMS_cm,14.457494077793188
Z_RMS_cm,4.727610749067052
3D_RMS_cm,21.61363346367399
Max_3D_Error_cm,427.56365067982057
