SOD,n_sats,NL_count,WL_count,err3D,code_rms,phase_rms
0.0,8,0,0,1057.678,2846.19,959.155
30.0,8,0,0,7680.116,1868.74,4443.481
60.0,8,0,0,29432.412,5435.97,10337.839
90.0,8,0,0,47072.577,15135.05,8186.075
120.0,8,0,0,64734.630,23111.05,8114.494
150.0,8,0,0,45339.320,31105.31,8975.108
180.0,8,0,0,37836.069,22128.41,3871.381
210.0,8,0,0,24881.596,18469.28,6322.186
240.0,8,0,0,21391.068,12183.04,2110.154
270.0,8,0,0,9472.344,10316.19,5956.056
300.0,8,0,0,8178.403,4678.69,991.396
330.0,7,0,0,7182.478,3853.51,640.767
360.0,7,0,0,5368.662,3669.25,1250.395
390.0,7,0,0,5468.777,2306.97,188.294
420.0,7,0,0,4694.068,2476.29,865.556
450.0,7,0,0,4381.993,1775.91,406.536
480.0,8,0,0,4260.774,1545.24,182.175
510.0,8,0,0,4427.583,1549.67,1542.178
540.0,8,0,0,4675.657,1379.15,461.093
570.0,7,0,0,4932.228,1490.74,312.609
600.0,7,0,0,5105.147,1590.14,197.795
630.0,7,0,0,4542.907,1830.76,336.010
660.0,7,0,0,4505.872,1371.81,110.513
690.0,7,0,0,4264.330,1591.94,137.515
720.0,7,0,0,4531.730,1670.78,230.998
750.0,7,0,0,4043.946,1714.45,260.650
780.0,7,0,0,3605.423,1589.08,244.255
810.0,7,0,0,4068.905,1816.73,299.274
840.0,7,0,0,3891.828,1673.00,114.623
870.0,7,0,0,4101.318,1860.56,123.294
900.0,7,0,0,3795.606,1855.29,172.829
930.0,7,0,0,4294.340,2224.76,260.323
960.0,7,0,0,4756.876,2143.82,239.410
990.0,8,0,0,3982.451,2014.81,382.410
1020.0,8,0,0,3656.441,1707.56,171.076
1050.0,8,0,0,3325.339,1911.97,183.964
1080.0,8,0,0,2758.151,1551.79,300.629
1110.0,8,0,0,2603.149,1675.15,90.221
1140.0,8,0,0,2519.139,1878.36,53.631
1170.0,8,0,0,2255.222,1493.04,142.529
1200.0,8,0,0,2179.927,1935.01,50.234
1230.0,8,0,0,2170.954,1879.06,35.300
1260.0,8,0,0,1955.521,1486.95,119.406
1290.0,8,0,0,2035.430,1794.67,57.905
1320.0,8,0,0,2119.596,1856.37,53.735
1350.0,8,0,0,1928.655,1510.82,109.041
1380.0,8,0,0,1948.429,1871.80,24.945
1410.0,8,0,0,1672.052,1601.63,152.923
1440.0,8,0,0,1412.412,1613.09,144.215
1470.0,7,0,0,1633.496,2135.44,129.580
1500.0,7,0,0,1277.754,1492.18,186.947
1530.0,7,0,0,1178.005,1805.70,51.760
1560.0,7,0,0,1071.547,1691.38,57.243
1590.0,7,0,0,1143.162,2110.72,45.933
1620.0,7,0,2,1075.378,2077.68,35.489
1650.0,7,0,2,1150.406,2054.19,51.492
1680.0,7,0,2,1170.086,2147.87,22.379
1710.0,7,0,2,1043.595,2293.38,61.094
1740.0,7,0,2,1360.340,2294.74,168.198
1770.0,7,0,2,1185.436,1880.05,78.461
1800.0,7,0,2,1144.894,2043.54,15.666
1830.0,7,0,2,1301.574,2099.37,101.387
1860.0,7,0,2,1331.144,2325.81,31.159
1890.0,7,0,2,1278.675,2086.60,14.257
1920.0,6,0,2,1118.723,1753.89,71.337
1950.0,6,0,2,920.171,1424.65,98.172
1980.0,6,0,2,1011.998,2188.77,64.730
2010.0,6,0,2,951.090,1909.15,25.223
2040.0,6,0,2,829.550,1740.57,59.437
2070.0,6,0,2,847.536,1891.98,23.985
2100.0,6,0,2,826.360,1676.80,10.329
2130.0,6,0,2,913.228,2255.31,64.514
2160.0,6,0,2,984.516,2327.64,56.864
2190.0,6,0,2,1168.639,2340.50,125.318
2220.0,6,0,2,1215.958,2196.72,56.225
2250.0,7,0,2,1171.078,1909.64,17.932
2280.0,7,0,2,1130.634,1916.36,16.786
2310.0,7,0,2,908.583,1543.07,103.037
2340.0,7,0,2,904.737,1934.11,28.092
2370.0,7,0,2,971.358,2282.83,69.189
2400.0,7,0,2,748.926,1500.01,114.450
2430.0,7,0,2,678.350,1728.02,26.972
2460.0,8,0,2,606.007,1888.48,34.712
2490.0,8,0,2,554.548,2002.28,24.000
2520.0,9,0,2,460.630,1976.87,57.971
2550.0,9,0,2,409.324,1967.95,36.779
2580.0,9,0,2,321.277,2194.78,68.888
2610.0,9,0,2,352.562,2509.40,34.149
2640.0,9,0,2,405.730,2850.07,43.931
2670.0,9,0,2,532.017,2613.53,97.960
2700.0,9,0,2,415.698,2024.20,67.955
2730.0,9,0,2,579.400,2985.12,121.900
2760.0,9,0,2,625.730,2399.95,53.475
2790.0,9,0,2,554.812,2047.77,32.189
2820.0,9,0,2,381.296,1605.22,101.127
2850.0,9,0,2,405.913,2190.57,31.818
2880.0,9,0,2,341.899,1996.17,37.180
2910.0,9,0,2,402.262,2568.06,59.667
2940.0,9,0,2,331.360,2069.29,52.796
2970.0,9,0,2,254.042,2020.98,62.858
3000.0,9,0,2,213.922,1776.89,32.988
3030.0,9,0,2,203.095,1933.02,18.245
3060.0,9,0,2,178.452,2333.02,25.474
3090.0,9,0,2,182.125,2462.93,23.473
3120.0,9,0,2,198.159,2468.26,33.564
3150.0,9,0,2,225.218,2421.15,40.041
3180.0,9,0,2,231.849,2079.35,21.763
3210.0,9,0,2,216.211,1908.69,10.603
3240.0,9,0,2,236.213,2005.45,35.222
3270.0,9,0,2,261.695,2128.64,40.400
3300.0,9,0,2,251.018,1884.99,12.198
3330.0,9,0,2,223.117,2157.07,22.617
3360.0,9,0,2,202.223,2051.91,15.890
3390.0,8,0,2,178.751,2169.81,20.899
3420.0,8,0,2,183.031,2266.80,16.374
3450.0,8,0,2,168.998,2056.06,13.591
3480.0,8,0,2,194.786,2322.94,45.856
3510.0,8,0,2,129.671,1653.55,78.566
3540.0,8,0,2,133.064,2216.69,16.061
3570.0,8,0,2,165.778,2377.37,58.857
3600.0,8,0,2,152.646,1934.39,11.839
3630.0,8,0,2,270.881,2933.24,187.551
3660.0,8,0,2,177.543,1523.47,114.667
3690.0,8,0,2,176.591,2218.20,15.807
3720.0,8,0,2,210.383,2319.53,67.238
3750.0,7,0,2,196.498,2117.19,16.173
3780.0,7,0,2,158.619,1845.51,49.417
3810.0,7,0,2,140.826,1847.22,23.532
3840.0,7,0,2,106.150,1775.95,44.162
3870.0,7,0,2,111.615,2254.24,28.762
3900.0,7,0,2,141.121,2465.35,60.396
3930.0,7,0,2,146.725,2133.52,14.667
3960.0,7,0,2,106.252,1748.24,63.242
3990.0,7,0,2,103.594,2128.25,5.362
4020.0,7,0,2,70.986,1850.48,57.181
4050.0,7,0,2,60.344,2053.28,23.312
4080.0,7,0,2,59.511,2178.88,12.930
4110.0,7,0,2,60.543,2009.93,16.668
4140.0,7,0,2,75.873,2400.29,63.323
4170.0,7,0,2,84.557,2097.85,20.367
4200.0,7,0,2,76.190,1947.17,12.232
4230.0,7,0,2,88.873,2169.24,43.366
4260.0,7,0,2,77.373,1964.07,35.354
4290.0,7,0,2,69.515,2076.89,54.712
4320.0,7,0,2,69.045,2109.43,17.601
4350.0,7,0,2,77.442,2374.50,62.497
4380.0,7,0,2,71.757,1917.14,16.669
4410.0,7,0,2,70.966,2258.92,24.826
4440.0,7,0,2,111.687,2633.41,96.695
4470.0,7,0,2,108.371,2119.54,14.626
4500.0,7,0,2,86.276,1956.72,35.478
4530.0,7,0,2,129.650,2622.79,101.483
4560.0,7,0,2,156.395,2252.15,52.185
4590.0,7,0,2,122.912,1860.97,52.307
4620.0,7,0,2,128.990,2052.36,25.962
4650.0,7,0,2,126.916,1993.75,14.098
4680.0,7,0,2,93.532,1593.32,53.179
4710.0,7,0,2,80.480,1870.77,22.872
4740.0,7,0,2,97.177,2109.01,35.973
4770.0,7,0,2,86.490,1863.32,25.080
4800.0,7,0,2,68.358,1774.86,44.115
4830.0,7,0,2,78.785,1957.24,25.550
4860.0,7,0,2,81.611,2189.38,22.308
4890.0,7,0,2,87.542,2191.83,26.068
4920.0,7,0,2,70.825,1774.14,45.786
4950.0,7,0,2,60.774,1820.95,26.694
4980.0,7,0,2,56.153,1721.43,46.874
5010.0,7,0,2,59.711,1829.08,26.223
5040.0,7,0,2,58.136,2266.50,60.880
5070.0,7,0,2,59.175,1751.63,16.130
5100.0,7,0,2,62.101,1672.86,42.801
5130.0,7,0,2,60.794,1849.71,22.929
5160.0,7,0,2,60.289,1927.97,42.893
5190.0,7,0,2,62.381,1998.67,37.081
5220.0,7,0,2,61.641,1871.35,21.078
5250.0,7,0,2,58.864,1764.70,26.149
5280.0,7,0,2,59.039,1635.38,46.844
5310.0,7,0,2,59.784,1886.49,23.779
5340.0,7,0,2,59.654,1945.37,45.661
5370.0,7,0,2,68.965,1561.99,70.707
5400.0,7,0,2,70.092,1922.12,19.618
5430.0,7,0,2,62.208,1961.38,43.540
5460.0,7,0,2,84.807,1282.63,90.059
5490.0,7,0,2,104.334,1600.16,66.714
5520.0,7,0,2,105.031,1568.59,21.256
5550.0,7,0,2,104.880,1601.76,21.804
5580.0,7,0,2,99.727,1715.90,30.084
5610.0,7,0,2,107.690,1621.53,38.299
5640.0,7,0,2,123.529,1511.02,60.702
5670.0,7,0,2,129.350,1955.55,34.046
5700.0,7,0,2,118.787,1939.57,49.856
5730.0,7,0,2,149.557,1068.55,113.170
5760.0,7,0,2,117.989,2350.39,122.944
5790.0,7,0,2,143.433,1289.89,96.232
5820.0,7,0,2,141.242,1652.97,28.283
5850.0,7,0,2,145.123,1304.20,31.839
5880.0,7,0,2,160.344,1304.02,62.005
5910.0,7,0,2,150.835,1776.00,51.224
