SOD,nGPS,nGal,NL_count,WL_count,n_sats,GPS_NE_frac,gal_sig_scale,Gal_leverage,sigma_U_comb_mm,sigma_U_GPS_mm,ISB_m,P_ISB_m2,ISB_observable,ZWD_m,P_ZWD_m2,corr_U_ZWD,corr_mean_60ep,Q_ZWD_m2s,decorr_active,trace_P_pos_m2,nml_sc_gps,nml_sc_gal
20040.0,10,4,0,0,14,0.8398,1.0000,25.680,69.18,1776.53,+1.701940,0.004895,1,0.120640,0.00008142,-0.1445,0.1372,2.500e-09,0,0.007818,1.0098,0.9902
20100.0,10,4,0,0,14,0.7652,1.0000,24.357,69.07,1682.21,+1.697381,0.004896,1,0.120663,0.00008128,-0.1447,0.1374,2.500e-09,0,0.007787,1.0143,0.9857
20160.0,10,4,0,0,14,0.6999,1.0000,22.224,68.95,1532.43,+1.695126,0.004896,1,0.120638,0.00008113,-0.1448,0.1376,2.500e-09,0,0.007757,1.0185,0.9815
20220.0,10,4,0,0,14,0.6943,1.0000,24.685,68.85,1699.52,+1.692775,0.004897,1,0.120629,0.00008098,-0.1449,0.1379,2.500e-09,0,0.007730,1.0226,0.9774
20280.0,10,4,0,0,14,0.8027,1.0000,23.252,68.56,1594.04,+1.693405,0.004883,1,0.120673,0.00008084,-0.1456,0.1381,2.500e-09,0,0.007673,1.0000,1.0000
20340.0,10,4,0,0,14,0.9740,1.0000,25.406,68.37,1736.95,+1.689604,0.004876,1,0.120662,0.00008069,-0.1461,0.1384,2.500e-09,0,0.007630,1.0000,1.0000
20400.0,10,4,0,0,14,0.8081,1.0000,19.471,68.19,1327.68,+1.684203,0.004862,1,0.120639,0.00008055,-0.1466,0.1386,2.500e-09,0,0.007576,1.0000,1.0000
20460.0,10,4,0,0,14,0.1067,1.0000,26.659,68.05,1814.28,+1.685189,0.004777,1,0.120669,0.00008041,-0.1469,0.1389,2.500e-09,0,0.007535,1.0000,1.0000
20520.0,10,4,0,0,14,0.9694,1.0000,24.737,67.85,1678.38,+1.685794,0.004749,1,0.120628,0.00008026,-0.1473,0.1392,2.500e-09,0,0.007489,1.0000,1.0000
20580.0,10,4,0,0,14,0.7362,1.0000,23.528,67.69,1592.58,+1.688391,0.004739,1,0.120611,0.00008012,-0.1476,0.1394,2.500e-09,0,0.007451,1.0050,0.9950
20640.0,10,4,0,0,14,0.9581,1.0000,28.264,67.53,1908.77,+1.684088,0.004737,1,0.120589,0.00007998,-0.1480,0.1397,2.500e-09,0,0.007416,1.0000,1.0000
20700.0,9,4,0,0,13,0.7429,1.0000,29.912,67.40,2016.20,+1.683889,0.004739,1,0.120593,0.00007985,-0.1483,0.1399,2.500e-09,0,0.007385,1.0050,0.9950
20760.0,10,4,0,0,14,0.7427,1.0000,22.439,67.29,1509.79,+1.680973,0.004742,1,0.120599,0.00007971,-0.1485,0.1402,2.500e-09,0,0.007356,1.0098,0.9902
20820.0,10,4,0,0,14,0.7431,1.0000,22.629,67.17,1520.09,+1.678150,0.004745,1,0.120575,0.00007957,-0.1487,0.1404,2.500e-09,0,0.007328,1.0143,0.9857
20880.0,10,4,0,0,14,0.7895,1.0000,24.871,67.07,1668.06,+1.675395,0.004748,1,0.120562,0.00007944,-0.1488,0.1407,2.500e-09,0,0.007302,1.0185,0.9815
20940.0,10,4,0,0,14,0.4269,1.0000,30.428,66.76,2031.27,+1.670065,0.004718,1,0.120518,0.00007930,-0.1499,0.1410,2.500e-09,0,0.007245,1.0226,0.9774
21000.0,10,4,0,0,14,0.5111,1.0000,32.426,66.57,2158.71,+1.668431,0.004635,1,0.120501,0.00007917,-0.1504,0.1413,2.500e-09,0,0.007193,1.0000,1.0000
21060.0,10,4,0,0,14,0.7593,1.0000,25.602,66.44,1700.94,+1.665753,0.004604,1,0.120496,0.00007904,-0.1507,0.1415,2.500e-09,0,0.007157,1.0050,0.9950
21120.0,10,4,0,0,14,0.7590,1.0000,26.185,66.32,1736.67,+1.661983,0.004596,1,0.120488,0.00007890,-0.1509,0.1418,2.500e-09,0,0.007129,1.0098,0.9902
21180.0,10,4,0,0,14,0.7590,1.0000,26.754,66.22,1771.67,+1.660321,0.004598,1,0.120500,0.00007877,-0.1510,0.1421,2.500e-09,0,0.007104,1.0143,0.9857
21240.0,10,4,0,0,14,0.5567,1.0000,24.615,66.11,1627.33,+1.653402,0.004571,1,0.120498,0.00007865,-0.1512,0.1424,2.500e-09,0,0.007073,1.0000,1.0000
21300.0,10,4,0,0,14,0.7053,1.0000,10.352,65.59,679.02,+1.648560,0.004484,1,0.120511,0.00007851,-0.1527,0.1427,2.500e-09,0,0.006963,1.0000,1.0000
21360.0,10,4,0,0,14,0.7760,1.0000,27.888,65.39,1823.47,+1.648375,0.004456,1,0.120485,0.00007839,-0.1532,0.1430,2.500e-09,0,0.006914,1.0050,0.9950
21420.0,10,4,0,0,14,0.7757,1.0000,28.347,65.24,1849.36,+1.646173,0.004452,1,0.120481,0.00007826,-0.1535,0.1433,2.500e-09,0,0.006880,1.0098,0.9902
21480.0,10,4,0,0,14,0.2308,1.0000,27.470,65.13,1789.03,+1.637477,0.004450,1,0.120486,0.00007813,-0.1537,0.1437,2.500e-09,0,0.006853,1.0000,1.0000
21540.0,10,4,0,0,14,0.9742,1.0000,27.664,64.98,1797.72,+1.633748,0.004439,1,0.120477,0.00007801,-0.1540,0.1440,2.500e-09,0,0.006822,1.0000,1.0000
21600.0,10,4,0,0,14,0.7842,1.0000,28.410,64.87,1842.92,+1.634880,0.004427,1,0.120401,0.00007762,-0.1544,0.1443,5.000e-11,0,0.006513,1.0000,1.0000
21660.0,10,4,0,0,14,0.8061,1.0000,28.788,62.71,1805.33,+1.636383,0.004434,1,0.120365,0.00007725,-0.1497,0.1445,5.000e-11,0,0.006247,1.0050,0.9950
21720.0,10,4,0,0,14,0.8687,1.0000,29.202,60.75,1774.06,+1.634309,0.004447,1,0.120300,0.00007689,-0.1456,0.1447,5.000e-11,0,0.006007,1.0098,0.9902
21780.0,10,4,0,0,14,0.9884,1.0000,25.553,58.94,1506.17,+1.633527,0.004464,1,0.120238,0.00007655,-0.1419,0.1448,5.000e-11,0,0.005794,1.0000,1.0000
21840.0,9,5,0,0,14,0.8993,1.0000,33.690,57.25,1928.60,+1.632859,0.004466,1,0.120186,0.00007621,-0.1387,0.1448,5.000e-11,0,0.005591,1.0000,1.0000
21900.0,9,5,0,0,14,0.9777,1.0000,47.268,55.72,2633.90,+1.634313,0.004477,1,0.120116,0.00007589,-0.1356,0.1448,5.000e-11,0,0.005416,1.0000,1.0000
21960.0,8,5,0,0,13,0.9785,1.0000,68.393,54.33,3716.05,+1.629750,0.004492,1,0.120143,0.00007557,-0.1326,0.1447,5.000e-11,0,0.005260,1.0000,1.0000
22020.0,9,5,0,0,14,0.9790,1.0000,38.054,53.05,2018.84,+1.631291,0.004509,1,0.120147,0.00007526,-0.1298,0.1445,5.000e-11,0,0.005120,1.0000,1.0000
22080.0,9,5,0,0,14,0.6415,1.0000,10.119,51.81,524.25,+1.627777,0.004425,1,0.120103,0.00007496,-0.1275,0.1443,5.000e-11,0,0.004980,1.0000,1.0000
22140.0,9,5,0,0,14,0.8168,1.0000,43.715,50.68,2215.55,+1.627781,0.004411,1,0.120073,0.00007466,-0.1252,0.1441,5.000e-11,0,0.004856,1.0050,0.9950
22200.0,9,5,0,1,14,0.8130,1.0000,47.572,49.64,2361.53,+1.629387,0.004416,1,0.120047,0.00007437,-0.1229,0.1439,5.000e-11,0,0.004746,1.0098,0.9902
22260.0,9,5,0,1,14,0.7269,1.0000,43.205,48.65,2101.88,+1.631290,0.004423,1,0.120037,0.00007408,-0.1208,0.1436,5.000e-11,0,0.004633,1.0143,0.9857
22320.0,9,5,0,1,14,0.9898,1.0000,40.716,47.70,1942.14,+1.634376,0.004437,1,0.120029,0.00007380,-0.1190,0.1432,5.000e-11,0,0.004532,1.0000,1.0000
22380.0,9,5,0,1,14,0.8312,1.0000,51.730,46.83,2422.43,+1.631979,0.004450,1,0.120022,0.00007352,-0.1171,0.1428,5.000e-11,0,0.004441,1.0050,0.9950
22440.0,9,5,0,1,14,0.8307,1.0000,54.276,46.01,2497.10,+1.630239,0.004465,1,0.120009,0.00007324,-0.1152,0.1424,5.000e-11,0,0.004358,1.0098,0.9902
22500.0,9,5,0,1,14,0.8303,1.0000,56.865,45.23,2572.05,+1.629299,0.004481,1,0.119974,0.00007297,-0.1134,0.1420,5.000e-11,0,0.004280,1.0143,0.9857
22560.0,9,5,0,1,14,0.8300,1.0000,59.486,44.49,2646.77,+1.629267,0.004496,1,0.119954,0.00007271,-0.1117,0.1415,5.000e-11,0,0.004208,1.0185,0.9815
22620.0,9,5,0,1,14,0.9806,1.0000,58.293,43.78,2552.29,+1.628859,0.004511,1,0.119921,0.00007244,-0.1102,0.1411,5.000e-11,0,0.004139,1.0000,1.0000
22680.0,9,5,0,1,14,0.9813,1.0000,59.550,43.11,2567.48,+1.626615,0.004529,1,0.119903,0.00007219,-0.1086,0.1405,5.000e-11,0,0.004075,1.0000,1.0000
22740.0,9,5,0,1,14,0.9847,1.0000,52.709,42.46,2238.26,+1.621404,0.004540,1,0.119863,0.00007193,-0.1073,0.1400,5.000e-11,0,0.004010,1.0000,1.0000
22800.0,9,5,0,1,14,0.8465,1.0000,67.982,41.85,2845.07,+1.621094,0.004551,1,0.119843,0.00007167,-0.1059,0.1394,5.000e-11,0,0.003950,1.0050,0.9950
22860.0,9,5,0,1,14,0.8460,1.0000,70.557,41.26,2911.49,+1.616076,0.004562,1,0.119851,0.00007142,-0.1046,0.1388,5.000e-11,0,0.003894,1.0098,0.9902
22920.0,9,5,0,1,14,0.7260,1.0000,58.941,40.68,2397.60,+1.609487,0.004520,1,0.119824,0.00007117,-0.1036,0.1382,5.000e-11,0,0.003834,1.0000,1.0000
22980.0,9,5,0,1,14,0.7034,1.0000,74.422,40.14,2987.13,+1.604921,0.004520,1,0.119796,0.00007092,-0.1024,0.1375,5.000e-11,0,0.003782,1.0050,0.9950
23040.0,9,5,0,1,14,0.8522,1.0000,76.701,39.62,3038.89,+1.602631,0.004525,1,0.119780,0.00007068,-0.1012,0.1368,5.000e-11,0,0.003732,1.0098,0.9902
23100.0,9,5,0,1,14,0.8940,1.0000,66.565,39.12,2604.27,+1.604180,0.004535,1,0.119770,0.00007044,-0.1000,0.1361,5.000e-11,0,0.003685,1.0143,0.9857
23160.0,9,5,0,1,14,0.9849,1.0000,64.181,38.62,2478.47,+1.602739,0.004546,1,0.119715,0.00007020,-0.0994,0.1354,5.000e-11,0,0.003635,1.0000,1.0000
23220.0,9,5,0,1,14,0.8607,1.0000,81.053,38.15,3092.20,+1.600033,0.004556,1,0.119729,0.00006996,-0.0984,0.1346,5.000e-11,0,0.003590,1.0050,0.9950
23280.0,9,5,0,1,14,0.8819,1.0000,60.874,37.70,2295.01,+1.598199,0.004566,1,0.119667,0.00006972,-0.0975,0.1339,5.000e-11,0,0.003544,1.0098,0.9902
23340.0,9,5,0,1,14,0.8809,1.0000,82.775,37.27,3085.03,+1.598657,0.004575,1,0.119667,0.00006949,-0.0965,0.1331,5.000e-11,0,0.003503,1.0000,1.0000
23400.0,9,5,0,1,14,0.8870,1.0000,83.158,36.86,3064.88,+1.596049,0.004583,1,0.119660,0.00006925,-0.0956,0.1323,5.000e-11,0,0.003463,1.0050,0.9950
23460.0,9,5,0,1,14,0.8662,1.0000,84.757,36.46,3089.98,+1.595195,0.004592,1,0.119685,0.00006902,-0.0947,0.1315,5.000e-11,0,0.003426,1.0098,0.9902
23520.0,9,5,0,1,14,0.8660,1.0000,85.413,36.07,3080.93,+1.591972,0.004600,1,0.119675,0.00006880,-0.0938,0.1306,5.000e-11,0,0.003390,1.0143,0.9857
23580.0,9,5,0,1,14,0.8686,1.0000,75.888,35.70,2708.89,+1.590343,0.004607,1,0.119624,0.00006857,-0.0930,0.1298,5.000e-11,0,0.003353,1.0185,0.9815
23640.0,9,5,0,1,14,0.8659,1.0000,86.040,35.33,3040.18,+1.589815,0.004614,1,0.119635,0.00006835,-0.0922,0.1289,5.000e-11,0,0.003320,1.0226,0.9774
23700.0,9,4,0,1,13,0.4001,1.0000,65.495,34.97,2290.19,+1.597523,0.004488,1,0.119670,0.00006812,-0.0916,0.1280,5.000e-11,0,0.003266,1.0000,1.0000
23760.0,9,4,0,1,13,0.6378,1.0000,94.858,34.62,3284.41,+1.600786,0.004456,1,0.119659,0.00006790,-0.0909,0.1271,5.000e-11,0,0.003229,1.0050,0.9950
23820.0,9,4,0,1,13,0.8811,1.0000,83.443,34.29,2861.55,+1.602100,0.004446,1,0.119668,0.00006769,-0.0902,0.1262,5.000e-11,0,0.003196,1.0098,0.9902
23880.0,9,4,0,1,13,0.8833,1.0000,72.426,33.97,2460.41,+1.605380,0.004448,1,0.119581,0.00006747,-0.0895,0.1253,5.000e-11,0,0.003160,1.0143,0.9857
23940.0,9,4,0,1,13,0.7120,1.0000,84.306,33.66,2837.67,+1.606650,0.004446,1,0.119526,0.00006725,-0.0888,0.1243,5.000e-11,0,0.003128,1.0000,1.0000
24000.0,9,4,0,1,13,0.9899,1.0000,77.049,33.34,2569.16,+1.609119,0.004437,1,0.119521,0.00006704,-0.0883,0.1233,5.000e-11,0,0.003095,1.0000,1.0000
24060.0,9,4,0,2,13,0.8924,1.0000,69.060,33.05,2282.20,+1.611156,0.004442,1,0.119468,0.00006682,-0.0877,0.1224,5.000e-11,0,0.003065,1.0050,0.9950
24120.0,9,4,0,2,13,0.9963,1.0000,75.173,32.73,2460.75,+1.609710,0.004449,1,0.119389,0.00006661,-0.0875,0.1214,5.000e-11,0,0.003026,1.0000,1.0000
24180.0,9,4,0,2,13,0.8957,1.0000,67.219,32.45,2181.20,+1.606815,0.004457,1,0.119324,0.00006640,-0.0870,0.1203,5.000e-11,0,0.002995,1.0050,0.9950
24240.0,9,4,0,2,13,0.5100,1.0000,82.066,32.17,2639.98,+1.606896,0.004333,1,0.119366,0.00006619,-0.0866,0.1193,5.000e-11,0,0.002948,1.0000,1.0000
24300.0,9,4,0,2,13,0.6410,1.0000,73.230,31.88,2334.84,+1.602082,0.004287,1,0.119383,0.00006597,-0.0865,0.1183,5.000e-11,0,0.002908,1.0000,1.0000
24360.0,9,4,0,2,13,0.9905,1.0000,79.660,31.61,2518.26,+1.598917,0.004267,1,0.119366,0.00006576,-0.0862,0.1173,5.000e-11,0,0.002877,1.0000,1.0000
24420.0,9,4,0,2,13,0.8418,1.0000,74.619,31.36,2340.03,+1.603618,0.004271,1,0.119389,0.00006556,-0.0857,0.1162,5.000e-11,0,0.002851,1.0050,0.9950
24480.0,9,4,0,2,13,0.8398,1.0000,74.277,31.12,2311.18,+1.602576,0.004284,1,0.119437,0.00006536,-0.0852,0.1151,5.000e-11,0,0.002827,1.0098,0.9902
24540.0,9,4,0,3,13,0.5959,1.0000,93.178,30.88,2877.08,+1.600151,0.004290,1,0.119445,0.00006516,-0.0846,0.1141,5.000e-11,0,0.002803,1.0143,0.9857
24600.0,9,4,0,3,13,0.7303,1.0000,93.557,30.65,2867.12,+1.598022,0.004296,1,0.119471,0.00006496,-0.0841,0.1130,5.000e-11,0,0.002781,1.0185,0.9815
24660.0,9,4,0,3,13,0.9347,1.0000,86.229,30.42,2622.87,+1.598929,0.004307,1,0.119418,0.00006476,-0.0836,0.1118,5.000e-11,0,0.002748,1.0226,0.9774
24720.0,9,4,0,3,13,0.9213,1.0000,92.669,30.20,2798.28,+1.600258,0.004320,1,0.119393,0.00006457,-0.0831,0.1107,5.000e-11,0,0.002722,1.0265,0.9735
24780.0,9,4,0,3,13,0.8304,1.0000,72.963,29.98,2187.50,+1.600835,0.004337,1,0.119401,0.00006437,-0.0826,0.1096,5.000e-11,0,0.002700,1.0302,0.9698
24840.0,9,4,0,3,13,0.3010,1.0000,95.032,29.77,2829.05,+1.600202,0.004272,1,0.119417,0.00006418,-0.0821,0.1084,5.000e-11,0,0.002676,1.0000,1.0000
24900.0,9,4,0,3,13,0.8453,1.0000,70.311,29.56,2078.62,+1.599696,0.004272,1,0.119428,0.00006399,-0.0816,0.1072,5.000e-11,0,0.002656,1.0050,0.9950
24960.0,9,4,0,3,13,0.9149,1.0000,57.503,29.36,1688.36,+1.602325,0.004279,1,0.119414,0.00006380,-0.0811,0.1060,5.000e-11,0,0.002636,1.0098,0.9902
25020.0,9,4,0,3,13,0.6592,1.0000,90.183,29.16,2630.05,+1.603551,0.004281,1,0.119397,0.00006361,-0.0807,0.1048,5.000e-11,0,0.002616,1.0143,0.9857
25080.0,9,4,0,3,13,0.9148,1.0000,72.295,28.97,2094.39,+1.604227,0.004288,1,0.119414,0.00006342,-0.0802,0.1036,5.000e-11,0,0.002598,1.0185,0.9815
25140.0,9,4,0,3,13,0.9005,1.0000,57.513,28.78,1655.25,+1.604014,0.004298,1,0.119364,0.00006323,-0.0798,0.1024,5.000e-11,0,0.002579,1.0226,0.9774
25200.0,9,4,0,3,13,0.6260,1.0000,93.762,28.59,2681.09,+1.605496,0.004283,1,0.119373,0.00006304,-0.0794,0.1011,5.000e-11,0,0.002559,1.0000,1.0000
25260.0,9,4,0,3,13,0.9545,1.0000,88.027,28.41,2501.07,+1.602935,0.004289,1,0.119330,0.00006286,-0.0790,0.0999,5.000e-11,0,0.002541,1.0000,1.0000
25320.0,9,4,0,3,13,0.8729,1.0000,94.058,28.22,2654.65,+1.607505,0.004293,1,0.119278,0.00006267,-0.0788,0.0988,5.000e-11,0,0.002522,1.0000,1.0000
25380.0,9,4,0,3,13,0.9576,1.0000,88.015,28.05,2468.44,+1.607126,0.004303,1,0.119286,0.00006249,-0.0785,0.0978,5.000e-11,0,0.002505,1.0000,1.0000
25440.0,9,4,0,3,13,0.5788,1.0000,88.603,27.86,2468.27,+1.607733,0.004273,1,0.119110,0.00006229,-0.0787,0.0968,5.000e-11,0,0.002484,1.0000,1.0000
25500.0,9,4,0,3,13,0.8444,1.0000,69.589,27.69,1926.73,+1.608491,0.004271,1,0.119174,0.00006211,-0.0785,0.0958,5.000e-11,0,0.002467,1.0050,0.9950
25560.0,9,4,0,3,13,0.6073,1.0000,97.097,27.50,2670.58,+1.607566,0.004183,1,0.119203,0.00006192,-0.0786,0.0949,5.000e-11,0,0.002445,1.0000,1.0000
25620.0,9,4,0,3,13,0.9628,1.0000,89.054,27.34,2434.63,+1.609619,0.004165,1,0.119202,0.00006174,-0.0784,0.0940,5.000e-11,0,0.002427,1.0000,1.0000
25680.0,9,4,0,3,13,0.8834,1.0000,59.000,27.18,1603.54,+1.608870,0.004164,1,0.119221,0.00006156,-0.0781,0.0932,5.000e-11,0,0.002410,1.0050,0.9950
25740.0,9,4,0,3,13,0.8805,1.0000,59.548,27.02,1609.20,+1.607438,0.004174,1,0.119221,0.00006138,-0.0778,0.0924,5.000e-11,0,0.002395,1.0098,0.9902
25800.0,9,4,0,3,13,0.3779,1.0000,101.585,26.87,2729.70,+1.606919,0.004162,1,0.119233,0.00006120,-0.0775,0.0917,5.000e-11,0,0.002379,1.0000,1.0000
25860.0,9,4,0,3,13,0.9902,1.0000,101.749,26.72,2718.22,+1.603851,0.004169,1,0.119245,0.00006102,-0.0773,0.0909,5.000e-11,0,0.002363,1.0000,1.0000
25920.0,9,4,0,2,13,0.9017,1.0000,73.398,26.57,1950.18,+1.605147,0.004182,1,0.119224,0.00006085,-0.0770,0.0902,5.000e-11,0,0.002349,1.0050,0.9950
25980.0,8,4,0,2,12,0.9162,1.0000,177.165,26.43,4682.09,+1.607533,0.004199,1,0.119235,0.00006068,-0.0766,0.0896,5.000e-11,0,0.002335,1.0098,0.9902
26040.0,8,4,0,2,12,0.9896,1.0000,179.255,26.29,4712.37,+1.606100,0.004207,1,0.119218,0.00006051,-0.0762,0.0889,5.000e-11,0,0.002318,1.0000,1.0000
26100.0,8,4,0,2,12,0.9733,1.0000,157.285,26.15,4113.24,+1.604012,0.004223,1,0.119151,0.00006034,-0.0758,0.0883,5.000e-11,0,0.002304,1.0000,1.0000
26160.0,8,4,0,2,12,0.9750,1.0000,149.407,26.02,3887.19,+1.602874,0.004241,1,0.119170,0.00006018,-0.0754,0.0877,5.000e-11,0,0.002291,1.0000,1.0000
26220.0,8,4,0,2,12,0.8912,1.0000,230.774,25.89,5973.61,+1.599784,0.004255,1,0.119162,0.00006001,-0.0750,0.0871,5.000e-11,0,0.002278,1.0050,0.9950
26280.0,8,4,0,2,12,0.9902,1.0000,160.584,25.75,4135.81,+1.598959,0.004260,1,0.119158,0.00005984,-0.0747,0.0865,5.000e-11,0,0.002261,1.0000,1.0000
26340.0,8,4,0,2,12,0.9887,1.0000,168.633,25.63,4321.24,+1.599507,0.004268,1,0.119213,0.00005968,-0.0744,0.0860,5.000e-11,0,0.002229,1.0000,1.0000
26400.0,8,4,0,2,12,0.9769,1.0000,169.451,25.50,4320.77,+1.598447,0.004280,1,0.119170,0.00005951,-0.0741,0.0855,5.000e-11,0,0.002210,1.0000,1.0000
26460.0,8,4,0,2,12,0.8813,1.0000,272.059,25.37,6903.38,+1.594745,0.004286,1,0.119207,0.00005935,-0.0737,0.0849,5.000e-11,0,0.002195,1.0050,0.9950
26520.0,8,4,0,2,12,0.8765,1.0000,287.876,25.25,7269.72,+1.595321,0.004295,1,0.119179,0.00005919,-0.0734,0.0844,5.000e-11,0,0.002182,1.0098,0.9902
26580.0,9,4,0,2,13,0.9779,1.0000,141.642,25.13,3559.61,+1.599832,0.004304,1,0.119155,0.00005903,-0.0731,0.0840,5.000e-11,0,0.002170,1.0000,1.0000
26640.0,9,4,0,2,13,0.9857,1.0000,130.656,25.01,3268.06,+1.604723,0.004300,1,0.119178,0.00005887,-0.0728,0.0835,5.000e-11,0,0.002154,1.0000,1.0000
26700.0,9,4,0,2,13,0.6931,1.0000,112.774,24.90,2807.69,+1.601358,0.004305,1,0.119189,0.00005871,-0.0725,0.0830,5.000e-11,0,0.002142,1.0050,0.9950
26760.0,9,4,0,2,13,0.8971,1.0000,161.675,24.78,4006.71,+1.602366,0.004311,1,0.119182,0.00005855,-0.0722,0.0826,5.000e-11,0,0.002130,1.0098,0.9902
26820.0,9,4,0,2,13,0.9768,1.0000,162.140,24.67,3999.93,+1.599734,0.004331,1,0.119161,0.00005839,-0.0719,0.0821,5.000e-11,0,0.002120,1.0000,1.0000
26880.0,9,4,0,2,13,0.6490,1.0000,172.766,24.56,4242.99,+1.602783,0.004303,1,0.119148,0.00005824,-0.0715,0.0817,5.000e-11,0,0.002108,1.0000,1.0000
26940.0,9,4,0,2,13,0.9828,1.0000,184.025,24.45,4499.38,+1.604883,0.004301,1,0.119177,0.00005808,-0.0712,0.0813,5.000e-11,0,0.002096,1.0000,1.0000
27000.0,9,4,0,2,13,0.8555,1.0000,105.529,24.34,2568.86,+1.602425,0.004310,1,0.119165,0.00005793,-0.0709,0.0809,5.000e-11,0,0.002084,1.0050,0.9950
27060.0,9,4,0,2,13,0.7189,1.0000,232.335,24.24,5631.25,+1.605016,0.004315,1,0.119175,0.00005778,-0.0706,0.0805,5.000e-11,0,0.002074,1.0098,0.9902
27120.0,9,4,0,3,13,0.9782,1.0000,244.795,24.13,5907.59,+1.605923,0.004330,1,0.119171,0.00005762,-0.0703,0.0801,5.000e-11,0,0.002065,1.0000,1.0000
27180.0,9,4,0,3,13,0.9496,1.0000,268.969,24.02,6461.56,+1.607497,0.004344,1,0.118993,0.00005746,-0.0703,0.0797,5.000e-11,0,0.002054,1.0000,1.0000
27240.0,9,4,0,3,13,0.8426,1.0000,150.013,23.92,3588.48,+1.609048,0.004360,1,0.119038,0.00005731,-0.0701,0.0793,5.000e-11,0,0.002044,1.0050,0.9950
27300.0,9,4,0,3,13,0.8365,1.0000,167.102,23.82,3980.60,+1.611470,0.004376,1,0.119001,0.00005716,-0.0699,0.0790,5.000e-11,0,0.002035,1.0098,0.9902
27360.0,9,4,0,3,13,0.5053,1.0000,315.495,23.72,7483.73,+1.610885,0.004285,1,0.118972,0.00005700,-0.0697,0.0786,5.000e-11,0,0.002013,1.0000,1.0000
27420.0,9,4,0,3,13,0.8326,1.0000,205.553,23.62,4855.92,+1.610163,0.004278,1,0.118961,0.00005686,-0.0694,0.0783,5.000e-11,0,0.002002,1.0050,0.9950
27480.0,9,4,0,3,13,0.5411,1.0000,248.894,23.53,5856.07,+1.611729,0.004265,1,0.118939,0.00005671,-0.0692,0.0779,5.000e-11,0,0.001991,1.0000,1.0000
27540.0,9,4,0,3,13,0.6994,1.0000,304.574,23.43,7137.62,+1.609805,0.004279,1,0.118944,0.00005656,-0.0689,0.0776,5.000e-11,0,0.001982,1.0050,0.9950
27600.0,9,4,0,3,13,0.8196,1.0000,255.559,23.34,5965.34,+1.611137,0.004290,1,0.118968,0.00005642,-0.0686,0.0773,5.000e-11,0,0.001973,1.0098,0.9902
27660.0,9,4,0,3,13,0.9274,1.0000,266.841,23.25,6203.07,+1.612389,0.004301,1,0.118890,0.00005626,-0.0686,0.0769,5.000e-11,0,0.001964,1.0000,1.0000
27720.0,9,4,0,3,13,0.7828,1.0000,241.453,23.16,5590.85,+1.615450,0.004315,1,0.118868,0.00005611,-0.0684,0.0766,5.000e-11,0,0.001955,1.0050,0.9950
27780.0,9,4,0,2,13,0.5793,1.0000,249.807,23.07,5762.32,+1.615879,0.004321,1,0.118860,0.00005597,-0.0681,0.0763,5.000e-11,0,0.001948,1.0000,1.0000
27840.0,9,4,0,2,13,0.5539,1.0000,210.042,22.97,4824.87,+1.617156,0.004320,1,0.118862,0.00005582,-0.0681,0.0760,5.000e-11,0,0.001938,1.0000,1.0000
27900.0,9,4,0,2,13,0.8642,1.0000,210.544,22.88,4818.12,+1.617928,0.004329,1,0.118859,0.00005568,-0.0679,0.0757,5.000e-11,0,0.001930,1.0050,0.9950
27960.0,9,4,0,2,13,0.2290,1.0000,220.795,22.80,5033.78,+1.620856,0.004346,1,0.118842,0.00005554,-0.0676,0.0754,5.000e-11,0,0.001922,1.0000,1.0000
28020.0,9,4,0,2,13,0.8566,1.0000,181.985,22.71,4133.78,+1.618923,0.004357,1,0.118835,0.00005540,-0.0673,0.0751,5.000e-11,0,0.001915,1.0050,0.9950
28080.0,9,4,0,3,13,0.9196,1.0000,199.483,22.63,4514.71,+1.622964,0.004368,1,0.118834,0.00005526,-0.0671,0.0748,5.000e-11,0,0.001903,1.0000,1.0000
28140.0,9,4,0,3,13,0.8490,1.0000,158.096,22.55,3565.19,+1.621737,0.004380,1,0.118847,0.00005513,-0.0668,0.0745,5.000e-11,0,0.001895,1.0050,0.9950
28200.0,9,4,0,3,13,0.9875,1.0000,157.428,22.47,3537.02,+1.622867,0.004386,1,0.118820,0.00005499,-0.0666,0.0742,5.000e-11,0,0.001880,1.0000,1.0000
28260.0,9,4,0,3,13,0.9923,1.0000,149.667,22.38,3350.05,+1.621835,0.004397,1,0.118797,0.00005485,-0.0665,0.0739,5.000e-11,0,0.001870,1.0000,1.0000
28320.0,8,4,0,3,12,0.8318,1.0000,240.356,22.30,5360.81,+1.619982,0.004405,1,0.118781,0.00005471,-0.0663,0.0736,5.000e-11,0,0.001860,1.0050,0.9950
28380.0,8,4,0,3,12,0.7500,1.0000,227.556,22.22,5057.40,+1.625421,0.004391,1,0.118824,0.00005457,-0.0660,0.0733,5.000e-11,0,0.001847,1.0000,1.0000
28440.0,8,4,0,3,12,0.9882,1.0000,193.859,22.14,4292.72,+1.626459,0.004394,1,0.118784,0.00005443,-0.0660,0.0731,5.000e-11,0,0.001835,1.0000,1.0000
28500.0,8,4,0,3,12,0.9549,1.0000,150.609,22.06,3322.33,+1.628162,0.004386,1,0.118749,0.00005429,-0.0661,0.0728,5.000e-11,0,0.001819,1.0000,1.0000
