SOD,nGPS,nGal,NL_count,WL_count,n_sats,GPS_NE_frac,gal_sig_scale,Gal_leverage,sigma_U_comb_mm,sigma_U_GPS_mm,ISB_m,P_ISB_m2,ISB_observable,ZWD_m,P_ZWD_m2,corr_U_ZWD,corr_mean_60ep,Q_ZWD_m2s,decorr_active,trace_P_pos_m2,nml_sc_gps,nml_sc_gal
43020.0,7,4,0,1,11,0.7050,1.0000,251.387,15.18,3817.03,+1.578814,0.003879,1,0.120312,0.00003407,-0.0404,0.0437,5.000e-11,0,0.001150,1.0050,0.9950
43080.0,7,4,0,2,11,0.7031,1.0000,271.766,15.18,4124.09,+1.575760,0.003900,1,0.120316,0.00003402,-0.0403,0.0436,5.000e-11,0,0.001150,1.0098,0.9902
43140.0,7,4,0,2,11,0.9634,1.0000,246.679,15.17,3741.25,+1.577184,0.003920,1,0.120311,0.00003397,-0.0402,0.0435,5.000e-11,0,0.001150,1.0000,1.0000
43200.0,7,4,0,2,11,0.7117,1.0000,316.297,15.16,4794.41,+1.577088,0.003940,1,0.120336,0.00003392,-0.0401,0.0434,5.000e-11,0,0.001150,1.0050,0.9950
43260.0,7,4,0,2,11,0.9327,1.0000,358.515,15.15,5431.05,+1.579271,0.003955,1,0.120306,0.00003387,-0.0400,0.0433,5.000e-11,0,0.001150,1.0000,1.0000
43320.0,7,4,0,2,11,0.0768,1.0000,377.611,15.14,5717.06,+1.578819,0.003891,1,0.120299,0.00003382,-0.0399,0.0432,5.000e-11,0,0.001149,1.0000,1.0000
43380.0,7,4,0,2,11,0.0405,1.0000,392.253,15.13,5935.43,+1.575307,0.003898,1,0.120297,0.00003377,-0.0398,0.0431,5.000e-11,0,0.001149,1.0000,1.0000
43440.0,7,4,0,2,11,0.9661,1.0000,295.734,15.12,4472.40,+1.576896,0.003869,1,0.120279,0.00003372,-0.0397,0.0430,5.000e-11,0,0.001149,1.0000,1.0000
43500.0,7,4,0,2,11,0.7341,1.0000,388.608,15.11,5873.51,+1.574946,0.003874,1,0.120274,0.00003367,-0.0396,0.0429,5.000e-11,0,0.001148,1.0000,1.0000
43560.0,7,4,0,2,11,0.7256,1.0000,397.115,15.11,5998.73,+1.577118,0.003891,1,0.120282,0.00003363,-0.0395,0.0428,5.000e-11,0,0.001148,1.0000,1.0000
43620.0,7,4,0,2,11,0.4882,1.0000,356.984,15.10,5389.52,+1.576411,0.003857,1,0.120275,0.00003358,-0.0394,0.0427,5.000e-11,0,0.001148,1.0000,1.0000
43680.0,6,4,0,2,10,0.7300,1.0000,472.002,15.09,7122.14,+1.568997,0.003843,1,0.120269,0.00003353,-0.0393,0.0426,5.000e-11,0,0.001148,1.0000,1.0000
43740.0,6,4,0,2,10,0.5854,1.0000,477.940,15.08,7207.87,+1.563574,0.003853,1,0.120250,0.00003348,-0.0392,0.0425,5.000e-11,0,0.001148,1.0000,1.0000
43800.0,6,4,0,2,10,0.9443,1.0000,474.441,15.07,7151.03,+1.561827,0.003866,1,0.120240,0.00003343,-0.0392,0.0424,5.000e-11,0,0.001147,1.0000,1.0000
43860.0,6,4,0,2,10,0.7375,1.0000,451.982,15.06,6808.86,+1.559609,0.003888,1,0.120242,0.00003338,-0.0391,0.0422,5.000e-11,0,0.001147,1.0050,0.9950
43920.0,6,4,0,2,10,0.7328,1.0000,438.275,15.06,6598.88,+1.557255,0.003912,1,0.120229,0.00003333,-0.0390,0.0421,5.000e-11,0,0.001147,1.0098,0.9902
43980.0,6,4,0,2,10,0.7352,1.0000,422.220,15.05,6353.83,+1.555555,0.003935,1,0.120218,0.00003329,-0.0389,0.0420,5.000e-11,0,0.001147,1.0143,0.9857
44040.0,6,4,0,2,10,0.6468,1.0000,411.773,15.04,6193.41,+1.554312,0.003958,1,0.120213,0.00003324,-0.0388,0.0419,5.000e-11,0,0.001147,1.0000,1.0000
44100.0,6,4,0,2,10,0.8273,1.0000,278.567,15.03,4187.63,+1.552110,0.003980,1,0.120194,0.00003319,-0.0387,0.0418,5.000e-11,0,0.001147,1.0000,1.0000
44160.0,6,4,0,2,10,0.6731,1.0000,369.028,15.03,5544.66,+1.550820,0.004002,1,0.120181,0.00003314,-0.0386,0.0417,5.000e-11,0,0.001147,1.0000,1.0000
44220.0,6,4,0,2,10,0.7532,1.0000,346.386,15.02,5201.81,+1.548792,0.004024,1,0.120173,0.00003310,-0.0385,0.0416,5.000e-11,0,0.001147,1.0050,0.9950
44280.0,6,4,0,2,10,0.7522,1.0000,332.637,15.01,4992.79,+1.542982,0.004044,1,0.120148,0.00003305,-0.0384,0.0415,5.000e-11,0,0.001147,1.0098,0.9902
44340.0,7,4,0,2,11,0.7517,1.0000,88.713,15.00,1330.89,+1.541105,0.004064,1,0.120155,0.00003300,-0.0383,0.0414,5.000e-11,0,0.001147,1.0143,0.9857
44400.0,7,4,0,2,11,0.7511,1.0000,88.631,14.99,1328.99,+1.537351,0.004083,1,0.120153,0.00003295,-0.0383,0.0413,5.000e-11,0,0.001147,1.0185,0.9815
44460.0,7,4,0,2,11,0.9056,1.0000,164.875,14.99,2470.89,+1.537420,0.004095,1,0.120130,0.00003291,-0.0382,0.0412,5.000e-11,0,0.001146,1.0000,1.0000
44520.0,7,4,0,2,11,0.7673,1.0000,86.766,14.98,1299.65,+1.535791,0.004111,1,0.120158,0.00003286,-0.0381,0.0411,5.000e-11,0,0.001146,1.0050,0.9950
44580.0,8,4,0,2,12,0.5945,1.0000,155.237,14.97,2324.09,+1.532881,0.004127,1,0.120129,0.00003281,-0.0380,0.0410,5.000e-11,0,0.001146,1.0000,1.0000
44640.0,8,4,0,2,12,0.7651,1.0000,86.439,14.96,1293.46,+1.532983,0.004143,1,0.120130,0.00003277,-0.0380,0.0409,5.000e-11,0,0.001146,1.0050,0.9950
44700.0,8,4,0,2,12,0.7731,1.0000,86.926,14.96,1300.12,+1.530767,0.004159,1,0.120092,0.00003272,-0.0379,0.0407,5.000e-11,0,0.001146,1.0098,0.9902
44760.0,8,4,0,2,12,0.7275,1.0000,125.023,14.95,1869.01,+1.527316,0.004174,1,0.120063,0.00003267,-0.0378,0.0406,5.000e-11,0,0.001146,1.0143,0.9857
44820.0,8,4,0,2,12,0.8866,1.0000,125.840,14.94,1880.16,+1.524348,0.004180,1,0.119994,0.00003263,-0.0378,0.0405,5.000e-11,0,0.001145,1.0000,1.0000
44880.0,8,4,0,2,12,0.5577,1.0000,145.818,14.93,2177.54,+1.523170,0.004192,1,0.119973,0.00003258,-0.0377,0.0404,5.000e-11,0,0.001144,1.0000,1.0000
44940.0,8,4,0,2,12,0.7022,1.0000,105.775,14.93,1578.79,+1.521988,0.004205,1,0.119982,0.00003253,-0.0377,0.0403,5.000e-11,0,0.001144,1.0050,0.9950
45000.0,8,4,0,2,12,0.6989,1.0000,107.084,14.92,1597.57,+1.520623,0.004219,1,0.119993,0.00003249,-0.0376,0.0402,5.000e-11,0,0.001144,1.0098,0.9902
45060.0,8,4,0,2,12,0.0682,1.0000,146.780,14.91,2188.73,+1.512968,0.004109,1,0.119994,0.00003244,-0.0375,0.0401,5.000e-11,0,0.001144,1.0000,1.0000
45120.0,8,4,0,2,12,0.7050,1.0000,108.447,14.90,1616.36,+1.510434,0.004102,1,0.119983,0.00003239,-0.0375,0.0400,5.000e-11,0,0.001143,0.9950,1.0050
45180.0,8,4,0,2,12,0.7102,1.0000,109.019,14.90,1624.14,+1.506225,0.004109,1,0.119957,0.00003235,-0.0374,0.0399,5.000e-11,0,0.001143,0.9902,1.0098
45240.0,8,4,0,2,12,0.4946,1.0000,142.611,14.89,2123.59,+1.507184,0.004121,1,0.119938,0.00003230,-0.0373,0.0398,5.000e-11,0,0.001143,0.9857,1.0143
45300.0,8,4,0,2,12,0.4997,1.0000,110.560,14.88,1645.58,+1.499680,0.004136,1,0.119908,0.00003226,-0.0372,0.0398,5.000e-11,0,0.001143,1.0000,1.0000
45360.0,8,4,0,2,12,0.7637,1.0000,112.949,14.88,1680.34,+1.495563,0.004151,1,0.119877,0.00003221,-0.0372,0.0397,5.000e-11,0,0.001143,1.0000,1.0000
45420.0,8,4,0,2,12,0.7108,1.0000,115.232,14.87,1713.52,+1.492301,0.004166,1,0.119873,0.00003216,-0.0371,0.0396,5.000e-11,0,0.001143,1.0000,1.0000
45480.0,8,4,0,2,12,0.7122,1.0000,116.948,14.86,1738.25,+1.491864,0.004181,1,0.119885,0.00003212,-0.0371,0.0395,5.000e-11,0,0.001142,1.0000,1.0000
45540.0,8,4,0,2,12,0.3458,1.0000,110.401,14.86,1640.07,+1.494074,0.003932,1,0.119900,0.00003207,-0.0371,0.0394,5.000e-11,0,0.001139,1.0000,1.0000
45600.0,8,4,0,2,12,0.7152,1.0000,120.753,14.85,1793.03,+1.490809,0.003895,1,0.119873,0.00003203,-0.0371,0.0393,5.000e-11,0,0.001138,0.9950,1.0050
45660.0,8,4,0,2,12,0.7208,1.0000,122.215,14.84,1813.91,+1.491366,0.003898,1,0.119856,0.00003198,-0.0370,0.0392,5.000e-11,0,0.001137,0.9902,1.0098
45720.0,8,4,0,2,12,0.7263,1.0000,123.800,14.84,1836.62,+1.491261,0.003916,1,0.119844,0.00003194,-0.0369,0.0391,5.000e-11,0,0.001137,0.9857,1.0143
45780.0,8,3,0,2,11,0.7331,1.0000,125.503,14.83,1861.07,+1.489314,0.003939,1,0.119851,0.00003189,-0.0369,0.0390,5.000e-11,0,0.001137,0.9815,1.0185
45840.0,8,3,0,2,11,0.7383,1.0000,127.315,14.82,1887.11,+1.487169,0.003964,1,0.119824,0.00003185,-0.0368,0.0389,5.000e-11,0,0.001137,0.9774,1.0226
45900.0,8,3,0,2,11,0.7433,1.0000,129.226,14.82,1914.60,+1.482908,0.003989,1,0.119825,0.00003180,-0.0367,0.0389,5.000e-11,0,0.001137,0.9735,1.0265
45960.0,8,3,0,2,11,0.7475,1.0000,131.940,14.81,1953.98,+1.480549,0.004014,1,0.119797,0.00003176,-0.0367,0.0388,5.000e-11,0,0.001137,0.9698,1.0302
46020.0,8,2,0,2,10,0.7411,1.0000,134.375,14.80,1989.20,+1.477313,0.004040,1,0.119778,0.00003171,-0.0366,0.0387,5.000e-11,0,0.001137,0.9673,1.0327
46080.0,8,2,0,2,10,0.7585,1.0000,137.114,14.80,2028.88,+1.474379,0.004064,1,0.119772,0.00003167,-0.0365,0.0386,5.000e-11,0,0.001137,0.9689,1.0311
46140.0,8,2,0,2,10,0.5015,1.0000,141.481,14.79,2092.64,+1.472130,0.004088,1,0.119765,0.00003163,-0.0364,0.0385,5.000e-11,0,0.001136,1.0000,1.0000
46200.0,8,2,0,2,10,0.9710,1.0000,145.052,14.78,2144.50,+1.474331,0.004109,1,0.119778,0.00003159,-0.0364,0.0384,5.000e-11,0,0.001135,1.0000,1.0000
46260.0,8,2,0,2,10,0.7438,1.0000,142.811,14.78,2110.49,+1.470847,0.004131,1,0.119765,0.00003154,-0.0363,0.0384,5.000e-11,0,0.001135,1.0050,0.9950
46320.0,8,2,0,2,10,0.9828,1.0000,136.593,14.77,2017.77,+1.472308,0.004140,1,0.119769,0.00003150,-0.0362,0.0383,5.000e-11,0,0.001132,1.0000,1.0000
46380.0,8,3,0,2,11,0.7442,1.0000,153.061,14.77,2260.11,+1.470334,0.004157,1,0.119759,0.00003146,-0.0361,0.0382,5.000e-11,0,0.001132,1.0050,0.9950
46440.0,8,3,0,2,11,0.7434,1.0000,156.046,14.76,2303.25,+1.468157,0.004175,1,0.119764,0.00003141,-0.0361,0.0381,5.000e-11,0,0.001132,1.0098,0.9902
46500.0,8,3,0,2,11,0.7481,1.0000,134.913,14.75,1990.52,+1.468239,0.004194,1,0.119771,0.00003137,-0.0360,0.0380,5.000e-11,0,0.001132,1.0143,0.9857
46560.0,8,3,0,2,11,0.9305,1.0000,167.161,14.75,2465.30,+1.463889,0.004213,1,0.119747,0.00003133,-0.0359,0.0380,5.000e-11,0,0.001132,1.0000,1.0000
46620.0,8,3,0,2,11,0.7571,1.0000,160.235,14.74,2362.21,+1.461638,0.004232,1,0.119746,0.00003129,-0.0359,0.0379,5.000e-11,0,0.001132,1.0050,0.9950
46680.0,8,3,0,2,11,0.9362,1.0000,175.462,14.74,2585.63,+1.459797,0.004251,1,0.119765,0.00003124,-0.0358,0.0378,5.000e-11,0,0.001132,1.0000,1.0000
46740.0,8,3,0,2,11,0.7645,1.0000,161.696,14.73,2381.81,+1.460579,0.004268,1,0.119755,0.00003120,-0.0358,0.0377,5.000e-11,0,0.001132,1.0050,0.9950
