SOD,nGPS,nGal,GPS_NE_up,Gal_NE_up,GPS_NE_frac,ISB_val,ISB_P,ISB_delta,ISB_P_reduction,ISB_gain_proxy,GPS_only_sigma_U_mm,combined_sigma_U_mm,Gal_leverage_ratio,GPS_ph_rms_mm,Gal_ph_rms_mm,gal_sig_scale,nml_sc_gps,nml_sc_gal,ISB_observable
64620.0,7,5,35.6030,48.1027,0.4253,+1.421075,0.006146,+0.001125,+0.000075,+0.0107,15445.80,13.98,1104.5214,324.509,163.919,1.0000,1.0000,1.0000,1
64680.0,7,5,35.9906,89.3417,0.2872,+1.422715,0.006131,+0.001639,+0.000075,+0.1688,18025.01,13.98,1289.0125,204.986,113.561,1.0000,1.0000,1.0000,1
64740.0,7,5,35.7293,48.0997,0.4262,+1.427071,0.006116,+0.004355,+0.000075,+0.0682,11834.39,13.98,846.3413,208.723,175.030,1.0000,1.0000,1.0000,1
64800.0,7,5,35.7747,48.0945,0.4266,+1.430217,0.006101,+0.003145,+0.000075,+0.0442,10329.12,13.98,738.7216,127.894,106.304,1.0000,1.0000,1.0000,1
64860.0,7,5,35.8082,48.0869,0.4268,+1.433913,0.006085,+0.003695,+0.000076,+0.1256,9090.94,13.98,650.1956,150.319,156.643,1.0000,1.0000,1.0000,1
64920.0,7,5,68.6861,862.2479,0.0738,+1.440398,0.006061,+0.006485,+0.000084,+0.2927,10309.67,13.98,737.3998,111.693,124.770,1.0000,1.0000,1.0000,1
64980.0,7,5,35.8398,48.0656,0.4271,+1.440978,0.006039,+0.000579,+0.000082,+0.0124,7252.82,13.98,518.7817,71.955,88.752,1.0000,1.0000,1.0000,1
65040.0,7,5,64.8196,505.5603,0.1136,+1.444061,0.006024,+0.003082,+0.000075,+0.0700,9472.38,13.98,677.5723,159.211,144.744,1.0000,1.0000,1.0000,1
65100.0,7,5,35.8244,48.0370,0.4272,+1.446060,0.006005,+0.001998,+0.000079,+0.0985,5994.46,13.98,428.8093,132.502,88.355,1.0000,1.0000,1.0000,1
65160.0,7,5,36.4147,48.0203,0.4313,+1.445543,0.005988,-0.000517,+0.000077,-0.0451,4433.61,13.98,317.1678,153.887,97.076,1.0000,1.0000,1.0000,1
65220.0,7,5,620.9259,48.0022,0.9282,+1.435775,0.005921,-0.009768,+0.000127,-0.2748,11178.63,13.98,799.7288,150.834,85.692,1.0000,1.0000,1.0000,1
65280.0,7,5,620.5526,794.1286,0.4387,+1.435440,0.005808,-0.000336,+0.000173,-0.0075,10618.09,13.98,759.6755,50.778,43.606,1.0000,1.0000,1.0000,1
65340.0,7,5,35.6564,47.9624,0.4264,+1.445750,0.005765,+0.010309,+0.000104,+0.0880,4423.24,13.98,316.4756,101.445,38.830,1.0000,1.0000,1.0000,1
65400.0,7,5,35.5866,47.9409,0.4260,+1.447858,0.005744,+0.002108,+0.000081,+0.0267,4148.58,13.98,296.8363,123.687,80.267,1.0000,1.0000,1.0000,1
65460.0,7,5,501.5229,520.0509,0.4909,+1.446551,0.005715,-0.001307,+0.000089,-0.0562,9047.07,13.98,647.3604,147.880,143.522,1.0000,1.0000,1.0000,1
65520.0,7,5,35.7404,47.8953,0.4273,+1.448477,0.005688,+0.001925,+0.000087,+0.2037,3149.80,13.97,225.3926,112.935,78.099,1.0000,1.0000,1.0000,1
65580.0,7,5,490.8666,525.3359,0.4830,+1.449772,0.005686,+0.001295,+0.000062,+0.0090,5924.93,13.97,423.9907,145.815,131.412,1.0000,1.0000,1.0000,1
65640.0,7,5,35.4540,47.8469,0.4256,+1.443087,0.005660,-0.006686,+0.000085,-0.0493,2897.98,13.97,207.3894,95.255,103.124,1.0000,1.0000,1.0000,1
65700.0,7,5,1856.3761,1024.2819,0.6444,+1.446172,0.005641,+0.003085,+0.000080,+0.1162,5391.79,13.97,385.8713,401.581,108.310,1.0000,1.0000,1.0000,1
65760.0,7,5,38.2498,47.7963,0.4445,+1.454689,0.005618,+0.008516,+0.000083,+2.7041,2556.35,13.97,182.9566,893.226,118.615,1.0000,1.0000,1.0000,1
65820.0,7,5,38.3783,47.7704,0.4455,+1.454602,0.005605,-0.000087,+0.000073,-0.0042,2473.66,13.97,177.0448,103.332,126.992,1.0000,1.0000,1.0000,1
65880.0,7,5,38.5223,47.7443,0.4465,+1.453225,0.005596,-0.001377,+0.000069,-0.0721,2398.62,13.97,171.6803,44.568,47.926,1.0000,1.0000,1.0000,1
65940.0,7,5,38.5754,47.7179,0.4470,+1.454727,0.005589,+0.001501,+0.000067,+0.0493,2535.06,13.97,181.4532,165.458,123.191,1.0000,1.0000,1.0000,1
66000.0,7,5,38.7770,47.6914,0.4485,+1.458263,0.005582,+0.003535,+0.000067,+0.2773,2435.63,13.97,174.3421,178.651,135.958,1.0000,1.0000,1.0000,1
66060.0,7,5,187.7987,1047.2416,0.1521,+1.457443,0.005560,-0.000820,+0.000082,-0.0204,4339.74,13.97,310.6528,119.202,142.125,1.0000,1.0000,1.0000,1
66120.0,7,5,539.6377,542.8015,0.4985,+1.458032,0.005541,+0.000589,+0.000079,+0.0302,4965.12,13.97,355.4340,85.409,90.756,1.0000,1.0000,1.0000,1
66180.0,7,5,2025.1623,2035.9801,0.4987,+1.461092,0.005451,+0.003059,+0.000150,+0.1274,4493.25,13.97,321.6906,64.998,95.537,1.0000,1.0000,1.0000,1
66240.0,7,5,42.8115,47.5846,0.4736,+1.459062,0.005423,-0.002030,+0.000088,-0.0182,2828.76,13.97,202.5345,57.185,33.230,1.0000,1.0000,1.0000,1
66300.0,7,5,33.4286,47.5580,0.4128,+1.459154,0.005411,+0.000092,+0.000072,+0.0056,2143.60,13.97,153.4847,55.034,72.384,1.0000,1.0000,1.0000,1
66360.0,7,5,33.2150,47.5315,0.4113,+1.461579,0.005406,+0.002424,+0.000065,+0.0383,2106.47,13.97,150.8322,56.446,47.953,1.0000,1.0000,1.0000,1
66420.0,7,5,311.1871,1211.9196,0.2043,+1.466966,0.005389,+0.005386,+0.000076,+0.0758,3380.28,13.96,242.0582,103.470,108.352,1.0000,1.0000,1.0000,1
66480.0,7,5,390.7156,47.4790,0.8916,+1.467288,0.005362,+0.000321,+0.000088,+0.0023,4087.87,13.96,292.7434,315.412,31.695,1.0000,1.0000,1.0000,1
66540.0,6,5,60.6115,47.4531,0.5609,+1.466492,0.005350,-0.000796,+0.000071,-0.0122,21927.23,13.96,1570.3338,77.465,50.009,1.0000,1.0000,1.0000,1
66600.0,6,5,31.5731,47.4273,0.3997,+1.465624,0.005345,-0.000868,+0.000065,-0.0300,18929.60,13.96,1355.7066,61.640,90.703,1.0000,1.0000,1.0000,1
66660.0,6,5,59.2176,47.4018,0.5554,+1.465616,0.005344,-0.000009,+0.000061,-0.0002,11905.61,13.96,852.6896,61.830,76.626,1.0000,1.0000,1.0000,1
66720.0,6,5,53.0807,47.3766,0.5284,+1.470209,0.005345,+0.004592,+0.000060,+0.1240,16346.85,13.96,1170.8139,60.887,56.000,1.0000,1.0000,1.0000,1
66780.0,6,5,1121.3411,2948.2002,0.2755,+1.469556,0.005219,-0.000653,+0.000185,-0.0192,13267.63,13.96,950.4505,151.416,149.179,1.0000,1.0000,1.0000,1
66840.0,6,5,43.5914,47.3270,0.4795,+1.474223,0.005196,+0.004667,+0.000083,+0.0998,16136.41,13.96,1156.0339,31.243,37.596,1.0000,1.0000,1.0000,1
66900.0,6,5,134.8116,126.9775,0.5150,+1.480979,0.005187,+0.006755,+0.000069,+0.0492,14760.47,13.96,1057.5080,64.345,35.828,1.0000,1.0000,1.0000,1
66960.0,6,5,66.5447,47.2788,0.5846,+1.480165,0.005187,-0.000814,+0.000060,-0.0706,14501.00,13.96,1038.9554,98.352,73.875,1.0000,1.0000,1.0000,1
67020.0,6,5,45.7955,47.2552,0.4922,+1.482093,0.005187,+0.001927,+0.000060,+0.0370,14679.10,13.96,1051.7520,45.344,44.594,1.0000,1.0000,1.0000,1
67080.0,6,5,46.6354,47.2320,0.4968,+1.485610,0.005188,+0.003517,+0.000059,+0.0368,14263.61,13.96,1022.0156,131.830,199.581,1.0000,1.0000,1.0000,1
67140.0,6,5,47.5318,47.2092,0.5017,+1.485228,0.005189,-0.000382,+0.000059,-0.0057,13880.11,13.96,994.5700,83.667,124.417,1.0000,1.0000,1.0000,1
67200.0,6,5,122.5722,47.1868,0.7220,+1.491654,0.005190,+0.006425,+0.000059,+0.1071,11350.39,13.96,813.3306,74.963,80.946,1.0000,1.0000,1.0000,1
67260.0,6,5,50.5944,47.1648,0.5175,+1.490755,0.005190,-0.000899,+0.000060,-0.0146,9520.25,13.95,682.2114,65.324,108.194,1.0000,1.0000,1.0000,1
67320.0,6,5,50.5836,47.1433,0.5176,+1.493323,0.005190,+0.002568,+0.000060,+0.2439,12907.74,13.95,924.9866,79.987,142.133,1.0000,1.0000,1.0000,1
67380.0,6,5,51.7296,47.1223,0.5233,+1.492549,0.005189,-0.000775,+0.000061,-0.0129,12639.41,13.95,905.7885,34.331,60.546,1.0000,1.0000,1.0000,1
67440.0,6,5,52.8071,269.1830,0.1640,+1.493605,0.005188,+0.001056,+0.000061,+0.0705,14228.14,13.95,1019.6922,69.992,100.814,1.0000,1.0000,1.0000,1
67500.0,6,5,54.2285,47.0818,0.5353,+1.498178,0.005185,+0.004573,+0.000063,+0.0613,12182.05,13.95,873.0894,38.065,64.875,1.0000,1.0000,1.0000,1
67560.0,6,5,55.5860,47.0623,0.5415,+1.501996,0.005182,+0.003817,+0.000063,+0.0365,11992.21,13.95,859.5149,49.516,73.001,1.0000,1.0000,1.0000,1
67620.0,6,5,182.8993,47.0434,0.7954,+1.501288,0.005168,-0.000708,+0.000074,-0.0321,5516.54,13.95,395.4013,47.264,55.188,1.0000,1.0000,1.0000,1
67680.0,6,5,268.7581,47.0251,0.8511,+1.505531,0.005145,+0.004243,+0.000083,+0.0398,13249.64,13.95,949.7311,45.102,51.186,1.0000,1.0000,1.0000,1
67740.0,6,5,60.1174,47.0075,0.5612,+1.506378,0.005132,+0.000847,+0.000072,+0.0165,11576.68,13.95,829.8501,52.727,64.574,1.0000,1.0000,1.0000,1
67800.0,6,5,32.9424,46.9904,0.4121,+1.506997,0.005127,+0.000619,+0.000065,+0.5039,11661.69,13.95,835.9767,83.580,83.017,1.0000,1.0000,1.0000,1
67860.0,6,5,45.2720,524.1179,0.0795,+1.509690,0.005105,+0.002692,+0.000082,+0.5496,12793.43,13.95,917.1906,96.651,109.039,1.0000,1.0000,1.0000,1
67920.0,7,5,27.8168,46.9585,0.3720,+1.507571,0.005097,-0.002119,+0.000068,-0.0665,3314.63,13.95,237.6468,73.509,41.053,1.0000,1.0000,1.0000,1
67980.0,7,5,27.6565,352.6556,0.0727,+1.504858,0.005090,-0.002714,+0.000067,-0.2936,4462.77,13.95,319.9856,1001.239,54.006,1.0000,1.0000,1.0000,1
68040.0,7,5,27.5232,670.4728,0.0394,+1.506952,0.005084,+0.002094,+0.000066,+0.5416,4539.61,13.95,325.5162,644.989,44.201,1.0000,1.0000,1.0000,1
68100.0,7,5,305.3725,803.0440,0.2755,+1.506748,0.005045,-0.000204,+0.000099,-0.0052,4508.38,13.94,323.3168,427.007,34.250,1.0000,1.0000,1.0000,1
68160.0,7,5,27.3157,46.9037,0.3680,+1.505489,0.005030,-0.001259,+0.000075,-0.0369,3743.40,13.94,268.4783,53.003,43.367,1.0000,1.0000,1.0000,1
68220.0,7,5,1364.0020,228.8282,0.8563,+1.510017,0.004923,+0.004528,+0.000167,+0.1336,1312.50,13.94,94.1480,63.435,73.235,1.0000,1.0000,1.0000,1
68280.0,7,5,188.0187,46.8814,0.8004,+1.508243,0.004909,-0.001775,+0.000074,-0.0226,5000.49,13.94,358.7196,70.636,58.669,1.0000,1.0000,1.0000,1
68340.0,7,5,364.8712,226.6744,0.6168,+1.508540,0.004881,+0.000297,+0.000088,+0.0135,5014.97,13.94,359.7799,38.646,60.611,1.0000,1.0000,1.0000,1
68400.0,7,5,26.9343,405.1446,0.0623,+1.509791,0.004868,+0.001250,+0.000073,+1.3358,5530.67,13.94,396.8065,507.022,72.108,1.0000,1.0000,1.0000,1
68460.0,7,5,231.3725,265.8374,0.4653,+1.503926,0.004842,-0.005865,+0.000087,-0.0687,4880.32,13.94,350.1825,2548.287,66.107,1.0000,1.0000,1.0000,1
68520.0,6,5,26.1588,46.8484,0.3583,+1.500274,0.004833,-0.003652,+0.000068,-0.0305,12456.57,13.96,892.4873,4440.936,54.019,1.0000,1.0000,1.0000,1
68580.0,6,5,143.9851,46.8427,0.7545,+1.502032,0.004817,+0.001757,+0.000076,+0.0285,12391.70,13.98,886.5361,98.728,49.666,1.0000,1.0000,1.0000,1
68640.0,7,5,238.9783,46.8381,0.8361,+1.500663,0.004813,-0.001368,+0.000063,-0.0799,6430.46,14.00,459.3740,96.862,128.841,1.0000,1.0000,1.0000,1
68700.0,7,5,935.7178,1166.7678,0.4451,+1.501000,0.004784,+0.000337,+0.000090,+0.0123,6702.58,14.02,478.1877,1308.859,74.776,1.0000,1.0000,1.0000,1
68760.0,7,5,26.8752,46.8322,0.3646,+1.499977,0.004779,-0.001023,+0.000065,-0.0612,5654.50,14.04,402.8397,63.071,69.855,1.0000,1.0000,1.0000,1
68820.0,7,5,26.9052,46.8310,0.3649,+1.496377,0.004778,-0.003600,+0.000060,-0.0442,5921.52,14.06,421.2506,47.412,83.210,1.0000,1.0000,1.0000,1
68880.0,7,5,103.4594,442.1612,0.1896,+1.499619,0.004761,+0.003242,+0.000077,+0.0278,7061.41,14.08,501.6067,82.372,81.743,1.0000,1.0000,1.0000,1
68940.0,7,5,27.0096,46.8320,0.3658,+1.498525,0.004754,-0.001094,+0.000066,-0.0630,6491.39,14.10,460.4394,72.750,106.729,1.0000,1.0000,1.0000,1
69000.0,7,5,27.0845,46.8343,0.3664,+1.493711,0.004753,-0.004814,+0.000062,-0.0593,6790.22,14.12,480.9305,1259.343,84.684,1.0000,1.0000,1.0000,1
69060.0,8,5,28.1344,46.8378,0.3753,+1.490388,0.004753,-0.003323,+0.000060,-0.1153,3647.97,14.14,257.9978,66.741,46.840,1.0000,1.0000,1.0000,1
69120.0,8,5,28.3443,46.8424,0.3770,+1.491688,0.004753,+0.001300,+0.000059,+1.9675,3640.23,14.16,257.0765,66.204,82.997,1.0000,1.0000,1.0000,1
69180.0,8,5,318.0816,543.8748,0.3690,+1.495615,0.004731,+0.003927,+0.000082,+0.7402,3469.16,14.18,244.6596,61.490,48.764,1.0000,1.0000,1.0000,1
69240.0,8,5,28.8395,780.9489,0.0356,+1.500201,0.004705,+0.004586,+0.000086,+0.0836,3707.60,14.20,261.1028,79.839,65.308,1.0000,1.0000,1.0000,1
69300.0,8,5,29.1426,46.8632,0.3834,+1.498840,0.004699,-0.001361,+0.000066,-0.0228,2747.50,14.22,193.2119,114.646,134.764,1.0000,1.0000,1.0000,1
69360.0,8,5,91.2269,46.8725,0.6606,+1.494305,0.004685,-0.004536,+0.000075,-0.4420,3442.38,14.24,241.7430,49.430,90.475,1.0000,1.0000,1.0000,1
69420.0,7,5,1058.1509,916.5264,0.5359,+1.493142,0.004596,-0.001162,+0.000149,-0.0138,9115.92,14.26,639.3532,718.171,101.631,1.0000,1.0000,1.0000,1
69480.0,8,5,30.1621,46.8941,0.3914,+1.489802,0.004574,-0.003340,+0.000082,-1.7064,3380.31,14.28,236.7563,88.001,65.700,1.0000,1.0000,1.0000,1
69540.0,8,5,533.8896,722.2689,0.4250,+1.483505,0.004501,-0.006298,+0.000133,-0.1078,3056.20,14.30,213.7764,566.067,34.313,1.0000,1.0000,1.0000,1
69600.0,8,5,3590.4916,756.5679,0.8260,+1.479966,0.004419,-0.003538,+0.000143,-0.0477,4209.76,14.31,294.1120,746.210,65.591,1.0000,1.0000,1.0000,1
69660.0,8,5,222.5080,368.5170,0.3765,+1.482053,0.004406,+0.002086,+0.000072,+0.0156,3910.76,14.33,272.8619,36.439,45.499,1.0000,1.0000,1.0000,1
69720.0,8,5,32.0070,46.9489,0.4054,+1.476249,0.004400,-0.005804,+0.000066,-0.0880,1977.74,14.35,137.8030,128.072,76.486,1.0000,1.0000,1.0000,1
69780.0,8,5,32.5421,46.9647,0.4093,+1.472937,0.004404,-0.003312,+0.000056,-0.0349,1930.77,14.37,134.3450,415.207,57.372,1.0000,1.0000,1.0000,1
69840.0,7,5,33.0615,46.9812,0.4130,+1.473217,0.004412,+0.000280,+0.000052,+0.0159,8105.52,14.39,563.2139,257.893,62.895,1.0000,1.0000,1.0000,1
69900.0,8,5,33.6819,46.9983,0.4175,+1.477297,0.004421,+0.004080,+0.000051,+0.1477,1722.92,14.41,119.5528,81.460,59.548,1.0000,1.0000,1.0000,1
69960.0,8,5,34.3282,47.0159,0.4220,+1.477718,0.004431,+0.000422,+0.000051,+0.0082,1695.76,14.43,117.5062,71.116,94.172,1.0000,1.0000,1.0000,1
70020.0,8,5,66.5203,47.0339,0.5858,+1.482556,0.004433,+0.004838,+0.000058,+0.3578,3433.72,14.45,237.6214,67.705,91.823,1.0000,1.0000,1.0000,1
70080.0,9,5,160.0925,47.0522,0.7729,+1.484252,0.004435,+0.001696,+0.000058,+0.0509,1466.49,14.47,101.3465,90.005,128.255,1.0000,1.0000,1.0000,1
70140.0,8,5,36.5617,47.0707,0.4372,+1.483279,0.004438,-0.000972,+0.000057,-0.0192,1325.78,14.49,91.5002,70.588,63.379,1.0000,1.0000,1.0000,1
70200.0,8,5,37.3696,47.0893,0.4425,+1.482626,0.004442,-0.000653,+0.000055,-0.0593,1340.59,14.51,92.3984,72.226,24.598,1.0000,1.0000,1.0000,1
70260.0,8,5,918.9069,144.2579,0.8643,+1.483513,0.004433,+0.000887,+0.000069,+0.0133,2116.41,14.53,145.6883,123.807,37.983,1.0000,1.0000,1.0000,1
70320.0,8,5,39.1146,47.1261,0.4536,+1.485570,0.004434,+0.002058,+0.000060,+0.0130,1371.76,14.55,94.3041,59.090,71.480,1.0000,1.0000,1.0000,1
70380.0,8,6,40.0541,47.4122,0.4579,+1.489438,0.004437,+0.003868,+0.000057,+0.0553,1387.93,14.57,95.2905,78.577,53.221,1.0000,1.0000,1.0000,1
70440.0,8,6,41.0396,47.4411,0.4638,+1.492324,0.004440,+0.002885,+0.000056,+0.0728,1404.34,14.58,96.2897,71.243,30.684,1.0000,1.0000,1.0000,1
70500.0,8,6,42.0465,115.9457,0.2661,+1.493976,0.004437,+0.001653,+0.000063,+0.0112,1478.69,14.60,101.2605,73.454,41.057,1.0000,1.0000,1.0000,1
70560.0,8,6,394.9952,287.1129,0.5791,+1.492700,0.004406,-0.001276,+0.000091,-0.0142,2300.62,14.62,157.3466,81.696,39.123,1.0000,1.0000,1.0000,1
70620.0,10,6,34.1702,47.5258,0.4183,+1.491428,0.004398,-0.001272,+0.000067,-0.0176,1456.56,14.64,99.4910,87.362,41.086,1.0000,1.0000,1.0000,1
70680.0,10,6,40.0445,842.7110,0.0454,+1.493267,0.004391,+0.001838,+0.000068,+0.0263,1333.04,14.66,90.9502,98.268,36.925,1.0000,1.0000,1.0000,1
70740.0,10,6,1492.3721,47.5792,0.9691,+1.487797,0.004343,-0.005469,+0.000108,-0.0712,660.41,14.67,45.0065,72.653,45.765,1.0000,1.0000,1.0000,1
70800.0,10,6,47.3151,47.6046,0.4985,+1.492302,0.004337,+0.004505,+0.000065,+0.1695,1430.78,14.69,97.3881,41.596,34.299,1.0000,1.0000,1.0000,1
70860.0,10,6,35.9207,227.5460,0.1363,+1.497840,0.004320,+0.005538,+0.000078,+0.1095,1485.39,14.71,101.0025,49.712,68.182,1.0000,1.0000,1.0000,1
70920.0,10,6,1333.7606,47.6518,0.9655,+1.496430,0.004304,-0.001410,+0.000076,-0.0412,525.44,14.72,35.6874,140.280,47.118,1.0000,1.0000,1.0000,1
70980.0,10,6,167.6361,97.7157,0.6318,+1.500634,0.004294,+0.004203,+0.000070,+0.0316,944.81,14.74,64.0928,89.755,53.299,1.0000,1.0000,1.0000,1
71040.0,10,6,37.7599,233.9732,0.1390,+1.499738,0.004271,-0.000895,+0.000083,-0.0097,1291.09,14.76,87.4776,49.886,50.266,1.0000,1.0000,1.0000,1
71100.0,10,6,145.4464,77.2004,0.6533,+1.497016,0.004257,-0.002723,+0.000074,-0.0272,1220.00,14.78,82.5600,68.032,53.630,1.0000,1.0000,1.0000,1
71160.0,10,6,38.1501,346.7649,0.0991,+1.503226,0.004241,+0.006210,+0.000076,+0.9326,1571.46,14.80,106.2132,85.143,63.913,1.0000,1.0000,1.0000,1
71220.0,10,6,38.6657,47.7406,0.4475,+1.501641,0.004242,-0.001584,+0.000059,-0.0270,1438.11,14.81,97.0794,80.222,47.523,1.0000,1.0000,1.0000,1
71280.0,10,6,39.1068,88.6867,0.3060,+1.500894,0.004241,-0.000748,+0.000061,-0.0142,1571.40,14.83,105.9573,112.467,60.091,1.0000,1.0000,1.0000,1
71340.0,10,6,41.0136,47.7607,0.4620,+1.502874,0.004244,+0.001980,+0.000057,+0.0331,1048.21,14.85,70.5947,65.537,55.168,1.0000,1.0000,1.0000,1
71400.0,10,6,40.1741,47.7667,0.4568,+1.505566,0.004248,+0.002693,+0.000055,+0.0318,1337.83,14.87,89.9911,178.484,52.533,1.0000,1.0000,1.0000,1
71460.0,10,6,40.5704,1712.7064,0.0231,+1.508437,0.004233,+0.002871,+0.000075,+0.0488,1597.54,14.88,107.3615,57.176,29.248,1.0000,1.0000,1.0000,1
71520.0,10,6,57.4251,47.7695,0.5459,+1.512693,0.004228,+0.004256,+0.000066,+0.0313,1504.68,14.90,101.0105,78.947,35.193,1.0000,1.0000,1.0000,1
71580.0,10,6,42.4855,47.7660,0.4707,+1.511424,0.004233,-0.001269,+0.000054,-0.0098,1408.80,14.91,94.4575,127.678,71.678,1.0000,1.0000,1.0000,1
71640.0,10,6,42.1006,183.4194,0.1867,+1.507359,0.004233,-0.004065,+0.000060,-0.0431,1401.31,14.93,93.8421,350.948,58.777,1.0000,1.0000,1.0000,1
71700.0,10,6,142.3549,174.8988,0.4487,+1.507276,0.004188,-0.000082,+0.000106,-0.0013,1551.41,14.95,103.7887,381.808,49.842,1.0000,1.0000,1.0000,1
71760.0,10,6,96.1226,124.0105,0.4367,+1.497966,0.004173,-0.009310,+0.000074,-0.2612,1550.01,14.97,103.5739,43.905,37.988,1.0000,1.0000,1.0000,1
71820.0,10,6,44.0025,47.7150,0.4798,+1.498573,0.004172,+0.000607,+0.000061,+0.0065,1133.68,14.98,75.6630,49.389,27.879,1.0000,1.0000,1.0000,1
71880.0,10,6,135.8679,47.6920,0.7402,+1.495551,0.004171,-0.003022,+0.000061,-0.2665,1568.04,15.00,104.5300,61.891,49.533,1.0000,1.0000,1.0000,1
71940.0,10,6,52.0552,47.6646,0.5220,+1.497227,0.004169,+0.001676,+0.000062,+0.0778,1608.75,15.02,107.1156,433.959,77.166,1.0000,1.0000,1.0000,1
72000.0,10,6,45.0721,47.6326,0.4862,+1.499038,0.004171,+0.001811,+0.000058,+0.1619,1432.14,15.04,95.2416,637.965,57.383,1.0000,0.9950,1.0050,1
72060.0,9,6,46.0696,1182.9378,0.0375,+1.500967,0.004153,+0.001928,+0.000078,+0.0840,1820.44,15.05,120.9474,1203.350,65.925,1.0000,1.0000,1.0000,1
72120.0,8,6,45.6060,47.5542,0.4895,+1.501812,0.004152,+0.000845,+0.000062,+0.0219,1457.41,15.07,96.7193,869.643,57.932,1.0000,0.9950,1.0050,1
72180.0,8,6,46.6138,47.0359,0.4977,+1.501505,0.004155,-0.000307,+0.000057,-0.0059,1233.15,15.09,81.7421,398.766,64.552,1.0000,0.9902,1.0098,1
72240.0,9,6,47.7408,46.5435,0.5063,+1.501466,0.004158,-0.000039,+0.000056,-0.0006,1406.98,15.10,93.1550,134.734,59.090,1.0000,0.9857,1.0143,1
72300.0,9,6,538.1625,46.0745,0.9211,+1.492844,0.004144,-0.008622,+0.000075,-0.1019,1119.36,15.12,74.0332,82.961,32.160,1.0000,1.0000,1.0000,1
72360.0,9,6,47.9214,47.3352,0.5031,+1.494482,0.004144,+0.001638,+0.000060,+0.0836,1560.94,15.14,103.1212,49.385,80.803,1.0000,0.9953,1.0047,1
72420.0,9,6,231.9194,292.9411,0.4419,+1.497743,0.004125,+0.003262,+0.000078,+0.0876,1246.95,15.15,82.2831,356.074,41.715,1.0000,1.0000,1.0000,1
72480.0,9,6,242.5846,374.1871,0.3933,+1.497554,0.004055,-0.000189,+0.000131,-0.0011,1679.08,15.17,110.6916,248.950,46.998,1.0000,1.0000,1.0000,1
72540.0,9,6,49.3873,47.1123,0.5118,+1.503135,0.004042,+0.005581,+0.000073,+0.1692,1553.71,15.19,102.3126,185.825,58.371,1.0000,0.9950,1.0050,1
72600.0,9,6,50.3696,46.5594,0.5197,+1.502280,0.004040,-0.000855,+0.000062,-0.0056,1542.52,15.20,101.4605,54.288,70.698,1.0000,0.9902,1.0098,1
72660.0,9,6,271.9625,46.0319,0.8552,+1.497470,0.004045,-0.004810,+0.000054,-0.0620,1255.81,15.22,82.5076,65.147,46.718,1.0000,1.0000,1.0000,1
72720.0,9,6,586.4063,169.3634,0.7759,+1.496395,0.003995,-0.001075,+0.000110,-0.0170,1157.23,15.23,75.9790,136.260,76.268,1.0000,1.0000,1.0000,1
72780.0,9,6,51.2853,46.7308,0.5232,+1.496576,0.003994,+0.000181,+0.000061,+0.0011,1529.48,15.25,100.3122,671.744,85.916,1.0000,1.0050,0.9950,1
72840.0,9,6,51.0892,221.4161,0.1875,+1.494913,0.003987,-0.001663,+0.000067,-0.0143,1780.04,15.26,116.6246,78.946,62.091,1.0000,1.0000,1.0000,1
72900.0,9,6,51.7267,1109.9643,0.0445,+1.490166,0.003966,-0.004748,+0.000081,-0.5709,1777.04,15.28,116.3160,74.663,52.068,1.0000,1.0000,1.0000,1
72960.0,9,6,52.2727,46.3785,0.5299,+1.488368,0.003966,-0.001797,+0.000059,-0.0413,1521.32,15.29,99.4693,137.875,73.890,1.0000,0.9950,1.0050,1
73020.0,9,6,54.8273,45.7892,0.5449,+1.486714,0.003974,-0.001654,+0.000053,-0.0250,1427.15,15.31,93.2074,128.063,67.269,1.0000,0.9902,1.0098,1
73080.0,9,6,55.5459,1089.8759,0.0485,+1.488194,0.003972,+0.001480,+0.000062,+0.6415,1737.55,15.33,113.3621,68.579,64.266,1.0000,1.0000,1.0000,1
73140.0,9,6,55.4462,45.9679,0.5467,+1.485479,0.003972,-0.002715,+0.000060,-0.0502,1428.74,15.34,93.1139,76.554,53.530,1.0000,0.9950,1.0050,1
73200.0,9,6,123.6218,257.2690,0.3246,+1.486748,0.003955,+0.001269,+0.000077,+0.0066,1297.00,15.36,84.4362,234.954,60.325,1.0000,1.0000,1.0000,1
73260.0,9,6,54.8103,45.6613,0.5455,+1.483607,0.003955,-0.003141,+0.000060,-0.1158,1467.03,15.38,95.3989,221.345,75.394,1.0000,0.9950,1.0050,1
73320.0,9,6,55.6463,85.7960,0.3934,+1.479242,0.003957,-0.004365,+0.000058,-0.0509,1714.54,15.39,111.3744,156.482,56.845,1.0000,0.9902,1.0098,1
73380.0,9,6,242.8729,1120.5579,0.1781,+1.482326,0.003903,+0.003084,+0.000114,+0.0573,1615.30,15.40,104.8569,758.292,93.169,1.0000,1.0000,1.0000,1
73440.0,9,6,73.9583,45.1522,0.6209,+1.473954,0.003893,-0.008372,+0.000070,-0.1119,1624.31,15.42,105.3383,73.461,23.968,1.0000,0.9950,1.0050,1
73500.0,9,6,56.1067,44.5231,0.5576,+1.472779,0.003894,-0.001175,+0.000059,-0.0099,1451.79,15.44,94.0518,38.919,28.803,1.0000,0.9902,1.0098,1
