SOD,nGPS,nGal,GPS_NE_up,Gal_NE_up,GPS_NE_frac,ISB_val,ISB_P,ISB_delta,ISB_P_reduction,ISB_gain_proxy,GPS_only_sigma_U_mm,combined_sigma_U_mm,Gal_leverage_ratio,GPS_ph_rms_mm,Gal_ph_rms_mm,gal_sig_scale,nml_sc_gps,nml_sc_gal,ISB_observable
21600.0,10,4,552.2885,152.0207,0.7842,+1.634841,0.004427,+0.001093,+0.000072,+0.0082,1842.92,64.87,28.4096,229.855,45.001,1.0000,1.0000,1.0000,1
21660.0,10,4,73.7279,17.7373,0.8061,+1.636346,0.004434,+0.001466,+0.000053,+2.3550,1805.33,62.71,28.7884,182.876,72.365,1.0000,1.0050,0.9950,1
21720.0,10,4,124.9470,18.8916,0.8687,+1.634274,0.004447,-0.002110,+0.000047,-0.0297,1774.06,60.75,29.2024,69.097,100.838,1.0000,1.0098,0.9902,1
21780.0,10,4,1610.7821,18.8301,0.9884,+1.633495,0.004464,-0.000814,+0.000043,-0.0147,1506.17,58.94,25.5531,93.208,19.880,1.0000,1.0000,1.0000,1
21840.0,9,5,1402.2717,157.0781,0.8993,+1.632831,0.004466,-0.000697,+0.000057,-0.0057,1928.60,57.25,33.6901,70.057,62.683,1.0000,1.0000,1.0000,1
21900.0,9,5,794.8206,18.1487,0.9777,+1.634287,0.004477,+0.001428,+0.000049,+0.0177,2633.90,55.72,47.2679,53.913,9.059,1.0000,1.0000,1.0000,1
21960.0,8,5,806.7321,17.7659,0.9785,+1.629729,0.004492,-0.004584,+0.000046,-0.0814,3716.05,54.33,68.3926,78.344,39.690,1.0000,1.0000,1.0000,1
22020.0,9,5,816.1656,17.5282,0.9790,+1.631274,0.004509,+0.001524,+0.000043,+0.1035,2018.84,53.05,38.0544,83.859,57.785,1.0000,1.0000,1.0000,1
22080.0,9,5,2936.3005,1640.7490,0.6415,+1.627765,0.004425,-0.003526,+0.000144,-0.0257,524.25,51.81,10.1186,75.077,48.613,1.0000,1.0000,1.0000,1
22140.0,9,5,76.7911,17.2256,0.8168,+1.627770,0.004411,-0.000007,+0.000074,-0.0001,2215.55,50.68,43.7150,47.894,22.669,1.0000,1.0050,0.9950,1
22200.0,9,5,74.6227,17.1672,0.8130,+1.629378,0.004416,+0.001598,+0.000056,+0.0358,2361.53,49.64,47.5721,60.497,48.134,1.0000,1.0098,0.9902,1
22260.0,9,5,133.7319,50.2323,0.7269,+1.631282,0.004423,+0.001895,+0.000053,+0.0068,2101.88,48.65,43.2050,150.259,55.057,1.0000,1.0143,0.9857,1
22320.0,9,5,1639.1679,16.8210,0.9898,+1.634370,0.004437,+0.003080,+0.000046,+0.0184,1942.14,47.70,40.7160,217.368,106.523,1.0000,1.0000,1.0000,1
22380.0,9,5,80.3453,16.3120,0.8312,+1.631973,0.004450,-0.002403,+0.000047,-0.1163,2422.43,46.83,51.7300,57.122,49.794,1.0000,1.0050,0.9950,1
22440.0,9,5,79.7248,16.2481,0.8307,+1.630234,0.004465,-0.001745,+0.000045,-0.0287,2497.10,46.01,54.2764,440.444,37.651,1.0000,1.0098,0.9902,1
22500.0,9,5,79.1408,16.1752,0.8303,+1.629294,0.004481,-0.000945,+0.000045,-0.0047,2572.05,45.23,56.8652,61.291,22.120,1.0000,1.0143,0.9857,1
22560.0,9,5,78.5911,16.0937,0.8300,+1.629262,0.004496,-0.000037,+0.000045,-0.0004,2646.77,44.49,59.4865,71.470,34.153,1.0000,1.0185,0.9815,1
22620.0,9,5,794.9811,15.7574,0.9806,+1.628855,0.004511,-0.000411,+0.000045,+0.0000,2552.29,43.78,58.2929,56.680,47.233,1.0000,1.0000,1.0000,1
22680.0,9,5,784.1997,14.9481,0.9813,+1.626611,0.004529,-0.002247,+0.000042,-0.0297,2567.48,43.11,59.5502,269.645,57.202,1.0000,1.0000,1.0000,1
22740.0,9,5,948.1727,14.7191,0.9847,+1.621401,0.004540,-0.005213,+0.000049,-6.3280,2238.26,42.46,52.7089,99.062,6.718,1.0000,1.0000,1.0000,1
22800.0,9,5,81.3943,14.7599,0.8465,+1.621092,0.004551,-0.000312,+0.000049,-0.0033,2845.07,41.85,67.9821,137.063,80.781,1.0000,1.0050,0.9950,1
22860.0,9,5,80.7060,14.6914,0.8460,+1.616074,0.004562,-0.005020,+0.000049,-0.0250,2911.49,41.26,70.5571,110.073,31.426,1.0000,1.0098,0.9902,1
22920.0,9,5,421.0575,158.9409,0.7260,+1.609484,0.004520,-0.006592,+0.000102,-0.4970,2397.60,40.68,58.9405,99.603,33.553,1.0000,1.0000,1.0000,1
22980.0,9,5,81.7464,34.4691,0.7034,+1.604918,0.004520,-0.004569,+0.000060,-0.2387,2987.13,40.14,74.4221,77.039,22.133,1.0000,1.0050,0.9950,1
23040.0,9,5,81.0471,14.0524,0.8522,+1.602628,0.004525,-0.002292,+0.000055,-0.0219,3038.89,39.62,76.7010,84.896,52.904,1.0000,1.0098,0.9902,1
23100.0,9,5,115.0868,13.6420,0.8940,+1.604177,0.004535,+0.001546,+0.000051,+0.0354,2604.27,39.12,66.5650,73.820,49.384,1.0000,1.0143,0.9857,1
23160.0,9,5,882.5004,13.5433,0.9849,+1.602737,0.004546,-0.001443,+0.000049,-0.1112,2478.47,38.62,64.1810,84.096,59.252,1.0000,1.0000,1.0000,1
23220.0,9,5,82.2055,13.3010,0.8607,+1.600032,0.004556,-0.002707,+0.000050,-0.1021,3092.20,38.15,81.0533,66.162,40.751,1.0000,1.0050,0.9950,1
23280.0,9,5,96.5108,12.9216,0.8819,+1.598197,0.004566,-0.001836,+0.000050,-0.0172,2295.01,37.70,60.8739,76.043,44.428,1.0000,1.0098,0.9902,1
23340.0,9,5,700.9900,94.7394,0.8809,+1.598656,0.004575,+0.000457,+0.000051,+0.0011,3085.03,37.27,82.7751,76.172,54.244,1.0000,1.0000,1.0000,1
23400.0,9,5,96.6201,12.3104,0.8870,+1.596049,0.004583,-0.002608,+0.000051,-0.0681,3064.88,36.86,83.1580,86.599,24.512,1.0000,1.0050,0.9950,1
23460.0,9,5,81.9191,12.6507,0.8662,+1.595194,0.004592,-0.000855,+0.000052,-0.0045,3089.98,36.46,84.7575,53.012,52.847,1.0000,1.0098,0.9902,1
23520.0,9,5,81.3051,12.5822,0.8660,+1.591972,0.004600,-0.003223,+0.000052,-0.0337,3080.93,36.07,85.4134,52.124,37.791,1.0000,1.0143,0.9857,1
23580.0,9,5,82.6765,12.5092,0.8686,+1.590343,0.004607,-0.001629,+0.000053,-0.0073,2708.89,35.70,75.8885,59.790,53.259,1.0000,1.0185,0.9815,1
23640.0,9,5,80.2515,12.4321,0.8659,+1.589815,0.004614,-0.000528,+0.000053,-0.0031,3040.18,35.33,86.0402,75.371,68.524,1.0000,1.0226,0.9774,1
23700.0,9,4,782.5382,1173.3484,0.4001,+1.597522,0.004488,+0.007708,+0.000186,+0.0745,2290.19,34.97,65.4950,73.091,95.679,1.0000,1.0000,1.0000,1
23760.0,9,4,81.8347,46.4743,0.6378,+1.600786,0.004456,+0.003263,+0.000093,+0.0314,3284.41,34.62,94.8575,39.667,52.394,1.0000,1.0050,0.9950,1
23820.0,9,4,83.0947,11.2185,0.8811,+1.602100,0.004446,+0.001314,+0.000070,+0.0111,2861.55,34.29,83.4434,62.805,46.231,1.0000,1.0098,0.9902,1
23880.0,9,4,84.5788,11.1724,0.8833,+1.605379,0.004448,+0.003279,+0.000058,+0.1453,2460.41,33.97,72.4258,64.334,56.070,1.0000,1.0143,0.9857,1
23940.0,9,4,118.4104,47.9012,0.7120,+1.606650,0.004446,+0.001270,+0.000063,+0.0406,2837.67,33.66,84.3061,78.261,53.598,1.0000,1.0000,1.0000,1
24000.0,9,4,1050.0616,10.6637,0.9899,+1.609120,0.004437,+0.002470,+0.000068,+0.0820,2569.16,33.34,77.0494,80.118,22.710,1.0000,1.0000,1.0000,1
24060.0,9,4,87.2392,10.5232,0.8924,+1.611157,0.004442,+0.002037,+0.000056,+0.0545,2282.20,33.05,69.0598,113.034,66.758,1.0000,1.0050,0.9950,1
24120.0,9,4,2802.2390,10.4910,0.9963,+1.609712,0.004449,-0.001444,+0.000053,-0.0055,2460.75,32.73,75.1733,78.627,47.599,1.0000,1.0000,1.0000,1
24180.0,9,4,88.0666,10.2534,0.8957,+1.606817,0.004457,-0.002894,+0.000052,-0.0223,2181.20,32.45,67.2186,76.474,67.864,1.0000,1.0050,0.9950,1
24240.0,9,4,364.3969,350.0516,0.5100,+1.606898,0.004333,+0.000083,+0.000184,+0.0011,2639.98,32.17,82.0661,78.810,101.333,1.0000,1.0000,1.0000,1
24300.0,9,4,1330.5168,745.0481,0.6410,+1.602084,0.004287,-0.004812,+0.000106,-0.0267,2334.84,31.88,73.2301,40.714,14.169,1.0000,1.0000,1.0000,1
24360.0,9,4,1030.2449,9.8790,0.9905,+1.598919,0.004267,-0.003163,+0.000081,-0.0200,2518.26,31.61,79.6596,88.919,67.921,1.0000,1.0000,1.0000,1
24420.0,9,4,51.9601,9.7627,0.8418,+1.603620,0.004271,+0.004703,+0.000056,+0.0314,2340.03,31.36,74.6186,114.861,132.853,1.0000,1.0050,0.9950,1
24480.0,9,4,51.0897,9.7482,0.8398,+1.602579,0.004284,-0.001040,+0.000047,-0.0657,2311.18,31.12,74.2772,111.260,83.868,1.0000,1.0098,0.9902,1
24540.0,9,4,71.3621,48.3951,0.5959,+1.600153,0.004290,-0.002423,+0.000054,-0.0225,2877.08,30.88,93.1777,102.023,67.867,1.0000,1.0143,0.9857,1
24600.0,9,4,70.3443,25.9810,0.7303,+1.598024,0.004296,-0.002127,+0.000054,-0.0212,2867.12,30.65,93.5569,109.869,17.480,1.0000,1.0185,0.9815,1
24660.0,9,4,138.7355,9.6999,0.9347,+1.598932,0.004307,+0.000910,+0.000049,+0.0317,2622.87,30.42,86.2287,106.180,26.593,1.0000,1.0226,0.9774,1
24720.0,9,4,113.4398,9.6838,0.9213,+1.600260,0.004320,+0.001331,+0.000047,+0.0156,2798.28,30.20,92.6693,116.688,86.453,1.0000,1.0265,0.9735,1
24780.0,9,4,47.3251,9.6682,0.8304,+1.600837,0.004337,+0.000579,+0.000043,+0.0079,2187.50,29.98,72.9633,123.108,56.768,1.0000,1.0302,0.9698,1
24840.0,9,4,66.6197,154.7414,0.3010,+1.600204,0.004272,-0.000631,+0.000124,-0.0211,2829.05,29.77,95.0315,117.595,27.359,1.0000,1.0000,1.0000,1
24900.0,9,4,49.2051,9.0026,0.8453,+1.599698,0.004272,-0.000503,+0.000060,-0.0093,2078.62,29.56,70.3109,101.027,6.959,1.0000,1.0050,0.9950,1
24960.0,9,4,96.9733,9.0204,0.9149,+1.602328,0.004279,+0.002632,+0.000054,+0.0167,1688.36,29.36,57.5032,84.777,35.395,1.0000,1.0098,0.9902,1
25020.0,9,4,96.7554,50.0323,0.6592,+1.603554,0.004281,+0.001229,+0.000057,+0.0203,2630.05,29.16,90.1829,75.598,27.445,1.0000,1.0143,0.9857,1
25080.0,9,4,97.2150,9.0589,0.9148,+1.604229,0.004288,+0.000678,+0.000053,+0.0080,2094.39,28.97,72.2954,113.434,53.872,1.0000,1.0185,0.9815,1
25140.0,9,4,82.2021,9.0805,0.9005,+1.604016,0.004298,-0.000210,+0.000050,-0.0030,1655.25,28.78,57.5131,102.683,55.549,1.0000,1.0226,0.9774,1
25200.0,9,4,269.9842,161.2810,0.6260,+1.605498,0.004283,+0.001484,+0.000075,+0.0286,2681.09,28.59,93.7622,123.498,53.085,1.0000,1.0000,1.0000,1
25260.0,9,4,181.7197,8.6526,0.9545,+1.602937,0.004289,-0.002558,+0.000054,-0.0677,2501.07,28.41,88.0267,125.373,50.955,1.0000,1.0000,1.0000,1
25320.0,9,4,476.3053,69.3741,0.8729,+1.607508,0.004293,+0.004573,+0.000056,+0.0223,2654.65,28.22,94.0578,261.144,49.147,1.0000,1.0000,1.0000,1
25380.0,9,4,193.6339,8.5820,0.9576,+1.607129,0.004303,-0.000375,+0.000050,-0.0020,2468.44,28.05,88.0146,131.642,72.958,1.0000,1.0000,1.0000,1
25440.0,9,4,145.4491,105.8641,0.5788,+1.607737,0.004273,+0.000610,+0.000090,+0.0020,2468.27,27.86,88.6028,137.468,93.157,1.0000,1.0000,1.0000,1
25500.0,9,4,46.3309,8.5355,0.8444,+1.608494,0.004271,+0.000761,+0.000062,+0.0212,1926.73,27.69,69.5895,85.125,12.117,1.0000,1.0050,0.9950,1
25560.0,9,4,876.1788,566.4490,0.6073,+1.607570,0.004183,-0.000921,+0.000148,-0.7740,2670.58,27.50,97.0970,113.670,59.952,1.0000,1.0000,1.0000,1
25620.0,9,4,220.5562,8.5140,0.9628,+1.609623,0.004165,+0.002057,+0.000078,+0.0787,2434.63,27.34,89.0544,109.082,46.236,1.0000,1.0000,1.0000,1
25680.0,9,4,64.4890,8.5128,0.8834,+1.608874,0.004164,-0.000744,+0.000060,-0.0218,1603.54,27.18,58.9996,126.011,72.445,1.0000,1.0050,0.9950,1
25740.0,9,4,63.3801,8.6038,0.8805,+1.607443,0.004174,-0.001427,+0.000050,-0.0102,1609.20,27.02,59.5483,89.768,77.574,1.0000,1.0098,0.9902,1
25800.0,9,4,62.1948,102.3806,0.3779,+1.606923,0.004162,-0.000516,+0.000072,-0.0424,2729.70,26.87,101.5850,297.781,76.812,1.0000,1.0000,1.0000,1
25860.0,9,4,865.0428,8.5482,0.9902,+1.603855,0.004169,-0.003064,+0.000053,-0.9607,2718.22,26.72,101.7487,116.668,69.120,1.0000,1.0000,1.0000,1
25920.0,9,4,78.6315,8.5733,0.9017,+1.605152,0.004182,+0.001301,+0.000047,+0.8218,1950.18,26.57,73.3983,133.476,63.825,1.0000,1.0050,0.9950,1
25980.0,8,4,86.3239,7.8909,0.9162,+1.607537,0.004199,+0.002390,+0.000043,+0.6768,4682.09,26.43,177.1650,120.127,65.909,1.0000,1.0098,0.9902,1
26040.0,8,4,763.7006,8.0090,0.9896,+1.606104,0.004207,-0.001428,+0.000052,-0.0169,4712.37,26.29,179.2549,108.028,68.550,1.0000,1.0000,1.0000,1
26100.0,8,4,287.6333,7.9018,0.9733,+1.604017,0.004223,-0.002083,+0.000044,-0.0226,4113.24,26.15,157.2852,98.868,54.202,1.0000,1.0000,1.0000,1
26160.0,8,4,309.8002,7.9570,0.9750,+1.602879,0.004241,-0.001133,+0.000042,-0.0240,3887.19,26.02,149.4069,123.164,79.753,1.0000,1.0000,1.0000,1
26220.0,8,4,72.0703,8.8017,0.8912,+1.599789,0.004255,-0.003085,+0.000047,-0.0127,5973.61,25.89,230.7737,87.553,106.643,1.0000,1.0050,0.9950,1
26280.0,8,4,829.0861,8.1699,0.9902,+1.598964,0.004260,-0.000820,+0.000055,-0.0374,4135.81,25.75,160.5837,73.747,90.325,1.0000,1.0000,1.0000,1
26340.0,8,4,1194.0345,13.6952,0.9887,+1.599512,0.004268,+0.000553,+0.000052,+0.0079,4321.24,25.63,168.6328,68.035,85.331,1.0000,1.0000,1.0000,1
26400.0,8,4,348.4048,8.2484,0.9769,+1.598452,0.004280,-0.001055,+0.000048,-0.1052,4320.77,25.50,169.4514,70.078,92.216,1.0000,1.0000,1.0000,1
26460.0,8,4,67.6646,9.1120,0.8813,+1.594749,0.004286,-0.003698,+0.000054,-0.0368,6903.38,25.37,272.0593,131.374,122.255,1.0000,1.0050,0.9950,1
26520.0,8,4,66.0116,9.3005,0.8765,+1.595325,0.004295,+0.000581,+0.000051,+0.0046,7269.72,25.25,287.8763,86.372,121.224,1.0000,1.0098,0.9902,1
26580.0,9,4,420.2630,9.4951,0.9779,+1.599836,0.004304,+0.004516,+0.000051,+0.0255,3559.61,25.13,141.6421,61.097,139.753,1.0000,1.0000,1.0000,1
26640.0,9,4,647.4512,9.4215,0.9857,+1.604728,0.004300,+0.004896,+0.000064,+0.0283,3268.06,25.01,130.6563,547.806,137.831,1.0000,1.0000,1.0000,1
26700.0,9,4,64.0055,28.3428,0.6931,+1.601363,0.004305,-0.003360,+0.000055,-0.0480,2807.69,24.90,112.7741,84.240,118.702,1.0000,1.0050,0.9950,1
26760.0,9,4,85.1195,9.7626,0.8971,+1.602370,0.004311,+0.001012,+0.000054,+0.0046,4006.71,24.78,161.6750,67.516,83.717,1.0000,1.0098,0.9902,1
26820.0,9,4,419.8415,9.9924,0.9768,+1.599739,0.004331,-0.002627,+0.000040,-0.0126,3999.93,24.67,162.1399,523.640,76.838,1.0000,1.0000,1.0000,1
26880.0,9,4,440.6148,238.2917,0.6490,+1.602788,0.004303,+0.003054,+0.000088,+0.2809,4242.99,24.56,172.7658,103.432,57.996,1.0000,1.0000,1.0000,1
26940.0,9,4,574.7168,10.0878,0.9828,+1.604888,0.004301,+0.002104,+0.000062,+0.0252,4499.38,24.45,184.0251,85.286,20.261,1.0000,1.0000,1.0000,1
27000.0,9,4,60.6321,10.2439,0.8555,+1.602429,0.004310,-0.002454,+0.000051,-0.1643,2568.86,24.34,105.5286,89.389,101.312,1.0000,1.0050,0.9950,1
27060.0,9,4,59.0502,23.0919,0.7189,+1.605020,0.004315,+0.002595,+0.000055,+0.0109,5631.25,24.24,232.3346,112.443,96.617,1.0000,1.0098,0.9902,1
27120.0,9,4,483.9521,10.7887,0.9782,+1.605927,0.004330,+0.000911,+0.000045,+0.0228,5907.59,24.13,244.7946,106.013,107.270,1.0000,1.0000,1.0000,1
27180.0,9,4,202.8424,10.7586,0.9496,+1.607501,0.004344,+0.001578,+0.000046,+0.0246,6461.56,24.02,268.9693,132.713,91.814,1.0000,1.0000,1.0000,1
27240.0,9,4,58.5741,10.9457,0.8426,+1.609052,0.004360,+0.001555,+0.000044,+0.0808,3588.48,23.92,150.0131,57.446,81.748,1.0000,1.0050,0.9950,1
27300.0,9,4,57.5849,11.2528,0.8365,+1.611474,0.004376,+0.002426,+0.000044,+0.1306,3980.60,23.82,167.1018,80.671,71.306,1.0000,1.0098,0.9902,1
27360.0,9,4,468.1218,458.2122,0.5053,+1.610888,0.004285,-0.000582,+0.000151,-0.0126,7483.73,23.72,315.4949,103.058,114.535,1.0000,1.0000,1.0000,1
27420.0,9,4,57.4587,11.5535,0.8326,+1.610166,0.004278,-0.000718,+0.000067,-0.0079,4855.92,23.62,205.5535,114.830,108.358,1.0000,1.0050,0.9950,1
27480.0,9,4,74.4163,63.1211,0.5411,+1.611732,0.004265,+0.001569,+0.000073,+0.0217,5856.07,23.53,248.8941,109.932,93.707,1.0000,1.0000,1.0000,1
27540.0,9,4,55.8619,24.0122,0.6994,+1.609808,0.004279,-0.001922,+0.000046,-0.0150,7137.62,23.43,304.5743,110.185,51.833,1.0000,1.0050,0.9950,1
27600.0,9,4,56.1366,12.3544,0.8196,+1.611139,0.004290,+0.001335,+0.000049,+0.2251,5965.34,23.34,255.5586,121.034,54.702,1.0000,1.0098,0.9902,1
27660.0,9,4,162.4629,12.7193,0.9274,+1.612392,0.004301,+0.001255,+0.000049,+0.0129,6203.07,23.25,266.8412,94.176,62.202,1.0000,1.0000,1.0000,1
27720.0,9,4,56.3868,15.6463,0.7828,+1.615453,0.004315,+0.003063,+0.000045,+0.0148,5590.85,23.16,241.4532,392.583,93.431,1.0000,1.0050,0.9950,1
27780.0,9,4,87.0342,63.2135,0.5793,+1.615882,0.004321,+0.000432,+0.000055,+0.0023,5762.32,23.07,249.8067,131.245,102.060,1.0000,1.0000,1.0000,1
27840.0,9,4,702.8689,566.0227,0.5539,+1.617159,0.004320,+0.001279,+0.000061,+0.0229,4824.87,22.97,210.0416,85.231,33.779,1.0000,1.0000,1.0000,1
27900.0,9,4,86.0194,13.5143,0.8642,+1.617930,0.004329,+0.000775,+0.000051,+0.0384,4818.12,22.88,210.5444,80.248,35.874,1.0000,1.0050,0.9950,1
27960.0,9,4,84.0319,282.9669,0.2290,+1.620858,0.004346,+0.002931,+0.000042,+0.0310,5033.78,22.80,220.7945,92.970,74.644,1.0000,1.0000,1.0000,1
28020.0,9,4,84.1370,14.0804,0.8566,+1.618926,0.004357,-0.001930,+0.000049,-0.0081,4133.78,22.71,181.9851,125.183,41.984,1.0000,1.0050,0.9950,1
28080.0,9,4,190.6054,16.6562,0.9196,+1.622967,0.004368,+0.004044,+0.000050,+0.1924,4514.71,22.63,199.4826,100.232,22.694,1.0000,1.0000,1.0000,1
28140.0,9,4,82.4976,14.6760,0.8490,+1.621739,0.004380,-0.001225,+0.000048,-0.0057,3565.19,22.55,158.0957,68.073,45.475,1.0000,1.0050,0.9950,1
28200.0,9,4,1197.8987,15.1356,0.9875,+1.622870,0.004386,+0.001133,+0.000053,+0.0222,3537.02,22.47,157.4278,48.087,28.962,1.0000,1.0000,1.0000,1
28260.0,9,4,1972.9245,15.3004,0.9923,+1.621838,0.004397,-0.001030,+0.000050,-0.0125,3350.05,22.38,149.6665,36.448,63.967,1.0000,1.0000,1.0000,1
28320.0,8,4,77.2746,15.6232,0.8318,+1.619984,0.004405,-0.001851,+0.000051,-0.0098,5360.81,22.30,240.3558,4231.003,47.049,1.0000,1.0050,0.9950,1
28380.0,8,4,189.7053,63.2197,0.7500,+1.625423,0.004391,+0.005442,+0.000074,+0.0563,5057.40,22.22,227.5558,76.357,51.959,1.0000,1.0000,1.0000,1
28440.0,8,4,1311.6011,15.6287,0.9882,+1.626462,0.004394,+0.001040,+0.000057,+0.0042,4292.72,22.14,193.8595,54.735,34.037,1.0000,1.0000,1.0000,1
28500.0,8,4,338.8037,15.9933,0.9549,+1.628164,0.004386,+0.001705,+0.000068,+0.0081,3322.33,22.06,150.6086,51.727,52.835,1.0000,1.0000,1.0000,1
28560.0,8,4,90.7093,16.3637,0.8472,+1.627137,0.004388,-0.001025,+0.000057,-0.0090,4690.81,21.98,213.3846,63.801,86.665,1.0000,1.0050,0.9950,1
28620.0,8,4,531.3457,744.7594,0.4164,+1.629429,0.004312,+0.002294,+0.000136,+0.0423,4712.09,21.91,215.0968,64.642,97.848,1.0000,1.0000,1.0000,1
28680.0,8,4,259.4175,17.1214,0.9381,+1.628568,0.004298,-0.000860,+0.000074,-0.0088,3330.92,21.83,152.5703,101.386,16.551,1.0000,1.0000,1.0000,1
28740.0,8,4,309.2673,17.5085,0.9464,+1.630304,0.004291,+0.001737,+0.000067,+0.0461,4398.08,21.76,202.1259,62.663,16.367,1.0000,1.0000,1.0000,1
28800.0,8,4,193.5986,17.9008,0.9154,+1.633477,0.004297,+0.003175,+0.000054,+0.0472,4216.54,21.69,194.4202,54.294,46.576,1.0000,1.0000,1.0000,1
28860.0,8,4,235.2647,18.2983,0.9278,+1.637743,0.004298,+0.004267,+0.000059,+8.3389,3304.84,21.62,152.8876,49.343,75.107,1.0000,1.0000,1.0000,1
28920.0,8,4,280.4231,18.7007,0.9375,+1.636293,0.004301,-0.001450,+0.000058,-0.2059,3074.11,21.55,142.6772,78.682,122.193,1.0000,1.0000,1.0000,1
28980.0,8,5,261.5486,19.6129,0.9302,+1.639837,0.004306,+0.003546,+0.000055,+0.0412,2729.26,21.48,127.0763,60.173,101.571,1.0000,1.0000,1.0000,1
29040.0,8,5,77.9105,112.8002,0.4085,+1.639535,0.004276,-0.000302,+0.000090,-0.0018,3655.46,21.41,170.7502,63.435,90.723,1.0000,1.0050,0.9950,1
29100.0,8,6,77.3244,31.1324,0.7130,+1.640276,0.004258,+0.000742,+0.000078,+0.0066,3516.47,21.34,164.7768,84.234,66.876,1.0000,1.0098,0.9902,1
29160.0,8,6,76.8445,570.1986,0.1188,+1.643486,0.004233,+0.003210,+0.000085,+0.0394,3379.33,21.27,158.8691,89.942,48.662,1.0000,1.0000,1.0000,1
29220.0,8,6,149.8210,79.6730,0.6528,+1.642781,0.004221,-0.000704,+0.000072,-0.0103,2077.52,21.20,97.9742,111.462,28.141,1.0000,1.0000,1.0000,1
29280.0,8,6,1034.5003,2519.4607,0.2911,+1.636944,0.004112,-0.005837,+0.000169,-0.0521,2792.15,21.13,132.1127,104.267,55.737,1.0000,1.0000,1.0000,1
29340.0,8,6,184.1247,32.0131,0.8519,+1.638318,0.004071,+0.001374,+0.000101,+0.0774,2853.01,21.06,135.4393,93.617,106.578,1.0000,0.9950,1.0050,1
29400.0,8,6,80.7825,133.0760,0.3777,+1.642372,0.004054,+0.004055,+0.000077,+0.0713,2791.11,21.00,132.9156,91.117,84.428,1.0000,0.9902,1.0098,1
29460.0,8,6,82.1349,986.8607,0.0768,+1.638980,0.004037,-0.003393,+0.000076,-0.0204,2663.63,20.93,127.2334,54.800,36.500,1.0000,1.0000,1.0000,1
29520.0,8,5,3048.2227,2797.3711,0.5215,+1.637441,0.003910,-0.001539,+0.000187,-0.0064,2271.57,20.86,108.8807,99.291,39.445,1.0000,1.0000,1.0000,1
29580.0,8,6,108.6127,33.4159,0.7647,+1.631447,0.003879,-0.005994,+0.000091,-0.1632,2480.14,20.80,119.2346,97.601,15.105,1.0000,1.0000,1.0000,1
29640.0,8,6,107.8352,312.8653,0.2563,+1.627433,0.003878,-0.004015,+0.000062,-0.0834,2392.24,20.74,115.3433,61.158,36.218,1.0000,1.0000,1.0000,1
29700.0,8,6,249.4255,34.0962,0.8797,+1.629869,0.003879,+0.002437,+0.000059,+0.0138,1854.45,20.68,89.6719,45.956,53.476,1.0000,1.0000,1.0000,1
29760.0,8,6,1133.0270,2997.1620,0.2743,+1.625835,0.003815,-0.004035,+0.000124,-0.0095,1981.64,20.62,96.1061,77.408,103.678,1.0000,1.0000,1.0000,1
29820.0,9,6,95.5081,662.7900,0.1260,+1.626265,0.003804,+0.000430,+0.000071,+0.0030,1858.46,20.56,90.3882,122.023,47.385,1.0000,1.0000,1.0000,1
29880.0,9,6,227.1678,35.3563,0.8653,+1.624643,0.003797,-0.001621,+0.000068,-0.0366,1555.86,20.50,75.8856,68.462,40.415,1.0000,1.0000,1.0000,1
29940.0,9,6,81.7796,35.7237,0.6960,+1.621412,0.003803,-0.003232,+0.000053,-0.4688,1324.40,20.45,64.7753,81.482,64.807,1.0000,0.9950,1.0050,1
30000.0,9,6,81.1518,35.7343,0.6943,+1.621529,0.003816,+0.000117,+0.000047,+0.0005,1360.59,20.39,66.7265,91.779,64.843,1.0000,0.9902,1.0098,1
30060.0,9,6,1634.5456,3732.2122,0.3046,+1.618615,0.003714,-0.002914,+0.000162,-0.0336,1821.13,20.33,89.5787,106.332,53.341,1.0000,1.0000,1.0000,1
30120.0,9,6,77.4868,326.9245,0.1916,+1.621649,0.003705,+0.003034,+0.000069,+0.0411,2061.57,20.27,101.6865,111.508,57.552,1.0000,1.0000,1.0000,1
30180.0,9,5,189.9752,75.5746,0.7154,+1.619874,0.003699,-0.001775,+0.000066,-0.0817,2053.69,20.22,101.5706,122.540,46.301,1.0000,1.0000,1.0000,1
30240.0,9,6,540.9653,1317.5432,0.2911,+1.616803,0.003687,-0.003072,+0.000073,-0.0597,1992.45,20.16,98.8077,104.575,35.025,1.0000,1.0000,1.0000,1
30300.0,9,6,847.9111,1635.0235,0.3415,+1.615929,0.003655,-0.000875,+0.000092,-0.0059,1729.32,20.11,85.9890,71.689,20.094,1.0000,1.0000,1.0000,1
30360.0,9,5,1139.0013,38.0466,0.9677,+1.616826,0.003639,+0.000897,+0.000075,+0.0072,1754.26,20.06,87.4645,82.100,26.554,1.0000,1.0000,1.0000,1
30420.0,9,5,72.1176,38.4245,0.6524,+1.614977,0.003643,-0.001849,+0.000056,-0.0218,1560.22,20.00,77.9929,406.995,59.670,1.0000,0.9950,1.0050,1
30480.0,9,5,71.8774,38.4159,0.6517,+1.616174,0.003656,+0.001197,+0.000047,+0.0747,1586.74,19.95,79.5219,83.860,43.568,1.0000,0.9902,1.0098,1
