SOD,sat,raw_frac,bias,corr_frac,sigma_N1_m,buf_n,fixed
4860.0,G03,+0.13727,+0.00000,+0.13727,0.1064,4,0
4860.0,G16,-0.46011,+0.00000,-0.46011,0.0837,42,0
4890.0,G03,+0.08231,+0.00000,+0.08231,0.1056,4,0
4890.0,G16,-0.48299,+0.00000,-0.48299,0.0831,42,0
4920.0,G03,+0.16129,+0.00000,+0.16129,0.1048,4,0
4920.0,G16,-0.49744,+0.00000,-0.49744,0.0825,43,0
4950.0,G03,+0.22502,+0.00000,+0.22502,0.1041,4,0
4950.0,G16,-0.49516,+0.00000,-0.49516,0.0819,44,0
4980.0,G03,+0.32621,+0.00000,+0.32621,0.1033,4,0
4980.0,G16,-0.48969,+0.00000,-0.48969,0.0813,45,0
5010.0,G03,+0.35267,+0.00000,+0.35267,0.1026,4,0
5010.0,G16,+0.49950,+0.00000,+0.49950,0.0807,45,0
5040.0,G03,+0.19646,+0.00000,+0.19646,0.1018,4,0
5040.0,G16,+0.45808,+0.00000,+0.45808,0.0801,45,0
5070.0,G03,+0.18358,+0.00000,+0.18358,0.1011,5,0
5070.0,G16,+0.43090,+0.00000,+0.43090,0.0796,45,0
5100.0,G03,+0.23114,+0.00000,+0.23114,0.1004,5,0
5100.0,G16,+0.40403,+0.00000,+0.40403,0.0790,45,0
5130.0,G03,+0.20456,+0.00000,+0.20456,0.0996,5,0
5130.0,G16,+0.38455,+0.00000,+0.38455,0.0785,46,0
5160.0,G03,+0.11821,+0.00000,+0.11821,0.0989,5,0
5160.0,G16,+0.35472,+0.00000,+0.35472,0.0779,46,0
5190.0,G03,+0.04669,+0.00000,+0.04669,0.0982,5,0
5190.0,G16,+0.32874,+0.00000,+0.32874,0.0774,46,0
5220.0,G03,+0.03370,+0.00000,+0.03370,0.0975,6,0
5220.0,G16,+0.30942,+0.00000,+0.30942,0.0769,47,0
5250.0,G03,+0.05438,+0.00000,+0.05438,0.0968,6,0
5250.0,G16,+0.29400,+0.00000,+0.29400,0.0763,48,0
5280.0,G03,+0.13248,+0.00000,+0.13248,0.0962,6,0
5280.0,G16,+0.28911,+0.00000,+0.28911,0.0758,49,0
5310.0,G03,+0.11026,+0.00000,+0.11026,0.0955,6,0
5310.0,G16,+0.26025,+0.00000,+0.26025,0.0753,49,0
5340.0,G03,-0.00166,+0.00000,-0.00166,0.0948,6,0
5340.0,G16,+0.21894,+0.00000,+0.21894,0.0748,49,0
5370.0,G03,+0.08384,+0.00000,+0.08384,0.0942,6,0
5370.0,G16,+0.19892,+0.00000,+0.19892,0.0744,49,0
5400.0,G03,+0.07121,+0.00000,+0.07121,0.0826,7,0
5400.0,G16,+0.17174,+0.00000,+0.17174,0.0688,49,0
5430.0,G03,+0.00196,+0.00000,+0.00196,0.0760,7,0
5430.0,G16,+0.15299,+0.00000,+0.15299,0.0657,50,0
5460.0,G03,+0.08158,+0.00000,+0.08158,0.0717,7,0
5460.0,G16,+0.10241,+0.00000,+0.10241,0.0637,50,0
5490.0,G03,+0.12728,+0.00000,+0.12728,0.0686,7,0
5490.0,G16,+0.05669,+0.00000,+0.05669,0.0623,50,0
5520.0,G03,+0.09988,+0.00000,+0.09988,0.0662,7,0
5520.0,G16,+0.02589,+0.00000,+0.02589,0.0613,50,0
5550.0,G03,+0.07163,+0.00000,+0.07163,0.0644,7,0
5550.0,G16,-0.00274,+0.00000,-0.00274,0.0604,50,0
5580.0,G03,+0.03311,+0.00000,+0.03311,0.0628,7,0
5580.0,G16,-0.02313,+0.00000,-0.02313,0.0597,50,0
5610.0,G03,+0.02483,+0.00000,+0.02483,0.0616,8,0
5610.0,G16,-0.06389,+0.00000,-0.06389,0.0591,50,0
5640.0,G03,+0.03406,+0.00000,+0.03406,0.0605,9,0
5640.0,G16,-0.11331,+0.00000,-0.11331,0.0586,50,0
5670.0,G03,+0.01024,+0.00000,+0.01024,0.0596,9,0
5670.0,G16,-0.15623,+0.00000,-0.15623,0.0582,50,0
5700.0,G03,-0.05759,+0.00000,-0.05759,0.0588,9,0
5700.0,G16,-0.17947,+0.00000,-0.17947,0.0578,50,0
5730.0,G03,+0.00254,+0.00000,+0.00254,0.0580,9,0
5730.0,G16,-0.25235,+0.00000,-0.25235,0.0574,50,0
5760.0,G03,-0.11959,+0.00000,-0.11959,0.0574,9,0
5760.0,G16,-0.25201,+0.00000,-0.25201,0.0571,51,0
5790.0,G03,-0.08008,+0.00000,-0.08008,0.0568,9,0
5790.0,G16,-0.31978,-0.40520,+0.08542,0.0568,51,0
5820.0,G03,-0.11550,+0.00000,-0.11550,0.0562,9,0
5820.0,G16,-0.34955,-0.40520,+0.05564,0.0565,51,0
5850.0,G03,-0.13625,+0.00000,-0.13625,0.0557,9,0
5850.0,G16,-0.38396,-0.40520,+0.02124,0.0562,51,0
5880.0,G03,-0.13552,+0.00000,-0.13552,0.0553,10,0
5880.0,G16,-0.43950,-0.40520,-0.03430,0.0560,51,0
5910.0,G03,-0.20148,+0.00000,-0.20148,0.0548,10,0
5910.0,G16,-0.46165,-0.40520,-0.05645,0.0557,51,0
5940.0,G03,-0.28882,+0.00000,-0.28882,0.0544,10,0
5940.0,G16,-0.46431,-0.42428,-0.04002,0.0555,52,0
5970.0,G03,-0.39990,+0.00000,-0.39990,0.0540,10,0
5970.0,G16,-0.45332,-0.43867,-0.01465,0.0553,53,0
6000.0,G03,-0.42814,+0.00000,-0.42814,0.0537,10,0
6000.0,G16,-0.48969,-0.43867,-0.05102,0.0551,53,0
6030.0,G03,-0.48199,+0.00000,-0.48199,0.0533,10,0
6030.0,G16,+0.49377,-0.43867,-0.06756,0.0548,53,0
6060.0,G03,+0.46918,+0.00000,+0.46918,0.0530,10,0
6060.0,G16,+0.47249,-0.43867,-0.08884,0.0547,53,0
6090.0,G03,+0.49568,+0.00000,+0.49568,0.0527,10,0
6090.0,G16,+0.41158,-0.43867,-0.14975,0.0545,53,0
6120.0,G03,+0.48993,+0.00000,+0.48993,0.0524,11,0
6120.0,G16,+0.36579,-0.43867,-0.19554,0.0543,53,0
6150.0,G03,+0.39863,+0.00000,+0.39863,0.0521,11,0
6150.0,G16,+0.36078,-0.43867,-0.20056,0.0541,54,0
6180.0,G03,+0.32232,+0.00000,+0.32232,0.0518,11,0
6180.0,G16,+0.34138,-0.43867,-0.21996,0.0539,55,0
6210.0,G03,+0.22940,+0.00000,+0.22940,0.0516,11,0
6210.0,G16,+0.33165,-0.43867,-0.22968,0.0538,56,0
6240.0,G03,+0.10757,+0.00000,+0.10757,0.0513,11,0
6240.0,G16,+0.34531,-0.43867,-0.21602,0.0536,57,0
6270.0,G03,+0.08637,+0.00000,+0.08637,0.0511,11,0
6270.0,G16,+0.30196,-0.43867,-0.25937,0.0534,57,0
6300.0,G03,+0.00564,+0.00000,+0.00564,0.0508,11,0
6300.0,G16,+0.29572,-0.43867,-0.26561,0.0533,58,0
6330.0,G03,-0.06122,+0.00000,-0.06122,0.0506,11,0
6330.0,G16,+0.27786,-0.43867,-0.28347,0.0531,59,0
6360.0,G03,-0.09525,+0.00000,-0.09525,0.0504,11,0
6360.0,G16,+0.23646,-0.43867,-0.32487,0.0530,59,0
6390.0,G03,-0.07042,+0.00000,-0.07042,0.0502,11,0
6390.0,G16,+0.16003,-0.43867,-0.40130,0.0528,59,0
6420.0,G03,-0.10871,+0.00000,-0.10871,0.0499,11,0
6420.0,G16,+0.12473,-0.43867,-0.43661,0.0527,59,0
6450.0,G03,-0.13286,+0.00000,-0.13286,0.0497,11,0
6450.0,G16,+0.07429,-0.43867,-0.48704,0.0525,59,0
6480.0,G03,-0.19940,+0.00000,-0.19940,0.0495,11,0
6480.0,G16,+0.05235,-0.43867,+0.49102,0.0524,59,0
6510.0,G03,-0.24615,+0.00000,-0.24615,0.0493,11,0
6510.0,G16,+0.01241,-0.43867,+0.45108,0.0523,59,0
6540.0,G03,-0.33212,+0.00000,-0.33212,0.0492,11,0
6540.0,G16,+0.00309,-0.43867,+0.44175,0.0521,60,0
6570.0,G03,-0.35841,+0.00000,-0.35841,0.0490,11,0
6570.0,G16,-0.05002,-0.43867,+0.38864,0.0520,60,0
6600.0,G03,-0.34850,+0.00000,-0.34850,0.0488,12,0
6600.0,G16,-0.12596,-0.43867,+0.31271,0.0519,60,0
6630.0,G03,-0.34197,+0.00000,-0.34197,0.0486,13,0
6630.0,G16,-0.19412,-0.43867,+0.24454,0.0517,60,0
6660.0,G03,-0.40944,+0.00000,-0.40944,0.0484,13,0
6660.0,G16,-0.21079,-0.43867,+0.22787,0.0516,61,0
6690.0,G03,-0.44596,+0.00000,-0.44596,0.0483,13,0
6690.0,G16,-0.25510,-0.43867,+0.18357,0.0515,61,0
6720.0,G03,-0.47111,+0.00000,-0.47111,0.0481,13,0
6720.0,G16,-0.30708,-0.43867,+0.13158,0.0514,61,0
6750.0,G03,+0.48189,+0.00000,+0.48189,0.0479,13,0
6750.0,G16,-0.34449,-0.43867,+0.09418,0.0512,61,0
6780.0,G03,+0.39529,+0.00000,+0.39529,0.0478,13,0
6780.0,G16,-0.35384,-0.43867,+0.08483,0.0511,62,0
6810.0,G03,+0.35442,+0.00000,+0.35442,0.0476,13,0
6810.0,G16,-0.39817,-0.43867,+0.04050,0.0510,62,0
6840.0,G03,+0.27717,+0.00000,+0.27717,0.0475,13,0
6840.0,G16,-0.41592,-0.43867,+0.02275,0.0509,63,0
6870.0,G03,+0.24434,+0.00000,+0.24434,0.0473,13,0
6870.0,G16,-0.46864,-0.43867,-0.02998,0.0508,63,0
6900.0,G03,+0.16613,+0.00000,+0.16613,0.0472,13,0
6900.0,G16,-0.49076,-0.43867,-0.05209,0.0507,63,0
6930.0,G03,+0.11747,+0.00000,+0.11747,0.0470,13,0
6930.0,G16,+0.46428,+0.40023,+0.06405,0.0505,63,0
6960.0,G03,+0.09391,+0.00000,+0.09391,0.0469,13,0
6960.0,G16,+0.40019,+0.40023,-0.00003,0.0504,63,0
6990.0,G03,+0.06359,+0.00000,+0.06359,0.0467,13,0
6990.0,G16,+0.34325,+0.40023,-0.05697,0.0503,63,0
7020.0,G03,+0.02938,+0.00000,+0.02938,0.0466,13,0
7020.0,G16,+0.28619,+0.40023,-0.11403,0.0502,63,0
7050.0,G03,+0.01995,+0.00000,+0.01995,0.0464,14,0
7050.0,G16,+0.20685,+0.40023,-0.19337,0.0501,63,0
7080.0,G03,-0.03144,+0.00000,-0.03144,0.0463,14,0
7080.0,G16,+0.15863,+0.40023,-0.24160,0.0500,63,0
7110.0,G03,-0.05299,+0.00000,-0.05299,0.0462,14,0
7110.0,G16,+0.08624,+0.40023,-0.31398,0.0499,63,0
7140.0,G03,-0.10059,+0.00000,-0.10059,0.0460,14,0
7140.0,G16,+0.03355,+0.40023,-0.36667,0.0498,63,0
7170.0,G03,-0.16217,+0.00000,-0.16217,0.0459,14,0
7170.0,G16,-0.00272,+0.40023,-0.40294,0.0497,63,0
7200.0,G03,-0.21462,+0.00000,-0.21462,0.0458,14,0
7200.0,G16,-0.04553,+0.40023,-0.44576,0.0496,63,0
7230.0,G03,-0.31940,+0.00000,-0.31940,0.0457,14,0
7230.0,G16,-0.04679,+0.40023,-0.44701,0.0495,64,0
7260.0,G03,-0.35480,+0.00000,-0.35480,0.0455,14,0
7260.0,G16,-0.10695,+0.40023,+0.49283,0.0494,64,0
7290.0,G03,-0.40667,+0.00000,-0.40667,0.0454,14,0
7290.0,G16,-0.15746,+0.40023,+0.44232,0.0493,64,0
7320.0,G03,+0.49412,+0.00000,+0.49412,0.0453,14,0
7320.0,G16,-0.16951,+0.40023,+0.43027,0.0492,65,0
7350.0,G03,+0.41377,+0.00000,+0.41377,0.0452,14,0
7350.0,G16,-0.19612,+0.40023,+0.40366,0.0491,65,0
7380.0,G03,+0.38370,+0.00000,+0.38370,0.0450,14,0
7380.0,G16,-0.26193,+0.40023,+0.33784,0.0490,65,0
7410.0,G03,+0.30423,+0.00000,+0.30423,0.0449,14,0
7410.0,G16,-0.29280,+0.40023,+0.30697,0.0489,65,0
7440.0,G03,+0.24840,+0.00000,+0.24840,0.0448,14,0
7440.0,G16,-0.34767,+0.40023,+0.25210,0.0488,65,0
7470.0,G03,+0.18277,+0.00000,+0.18277,0.0447,14,0
7470.0,G16,-0.39189,+0.40023,+0.20789,0.0487,65,0
7500.0,G03,+0.12053,+0.00000,+0.12053,0.0446,14,0
7500.0,G16,-0.43656,+0.40023,+0.16321,0.0486,65,0
7530.0,G03,+0.03441,+0.00000,+0.03441,0.0445,14,0
7530.0,G16,-0.45845,+0.40023,+0.14133,0.0485,65,0
7560.0,G03,-0.02285,+0.00000,-0.02285,0.0443,14,0
7560.0,G16,+0.48950,+0.40023,+0.08927,0.0484,65,0
7590.0,G03,-0.07845,+0.00000,-0.07845,0.0442,14,0
7590.0,G16,+0.42969,+0.37177,+0.05793,0.0483,65,0
7620.0,G03,-0.16439,+0.00000,-0.16439,0.0441,14,0
7620.0,G16,+0.39924,+0.37177,+0.02747,0.0482,65,0
7650.0,G03,-0.22244,+0.00000,-0.22244,0.0440,14,0
7680.0,G03,-0.26757,+0.00000,-0.26757,0.0439,14,0
7710.0,G03,-0.30692,+0.00000,-0.30692,0.0438,14,0
7740.0,G03,-0.31549,+0.00000,-0.31549,0.0437,15,0
7770.0,G03,-0.37165,+0.00000,-0.37165,0.0436,15,0
7800.0,G03,-0.40543,+0.00000,-0.40543,0.0435,15,0
7830.0,G03,-0.45315,+0.00000,-0.45315,0.0434,15,0
7860.0,G03,+0.46563,+0.00000,+0.46563,0.0433,15,0
7890.0,G03,+0.39540,+0.00000,+0.39540,0.0432,15,0
7920.0,G03,+0.37204,+0.00000,+0.37204,0.0431,15,0
7950.0,G03,+0.33379,+0.00000,+0.33379,0.0430,15,0
7980.0,G03,+0.28771,+0.00000,+0.28771,0.0429,15,0
8010.0,G03,+0.23276,+0.00000,+0.23276,0.0428,15,0
8040.0,G03,+0.17598,+0.00000,+0.17598,0.0427,15,0
8070.0,G03,+0.13927,+0.00000,+0.13927,0.0426,15,0
8100.0,G03,+0.08806,+0.00000,+0.08806,0.0425,15,0
8130.0,G03,+0.01008,+0.00000,+0.01008,0.0424,15,0
8160.0,G03,-0.02965,+0.00000,-0.02965,0.0423,15,0
8190.0,G03,-0.08054,+0.00000,-0.08054,0.0423,15,0
8220.0,G03,-0.11673,+0.00000,-0.11673,0.0422,15,0
8250.0,G03,-0.16483,+0.00000,-0.16483,0.0421,15,0
8280.0,G03,-0.19138,+0.00000,-0.19138,0.0420,15,0
8310.0,G03,-0.25733,+0.00000,-0.25733,0.0419,15,0
8340.0,G03,-0.30380,+0.00000,-0.30380,0.0418,15,0
8370.0,G03,-0.36469,+0.00000,-0.36469,0.0417,15,0
8400.0,G03,-0.40515,+0.00000,-0.40515,0.0417,15,0
8430.0,G03,-0.44603,+0.00000,-0.44603,0.0416,15,0
8460.0,G03,-0.49090,+0.00000,-0.49090,0.0415,15,0
8490.0,G03,+0.45194,+0.00000,+0.45194,0.0414,15,0
8520.0,G03,+0.40150,+0.00000,+0.40150,0.0413,15,0
8550.0,G03,+0.35684,+0.00000,+0.35684,0.0412,15,0
8580.0,G03,+0.30915,+0.00000,+0.30915,0.0412,15,0
8610.0,G03,+0.25457,+0.00000,+0.25457,0.0411,15,0
8640.0,G03,+0.20571,+0.00000,+0.20571,0.0410,15,0
8670.0,G03,+0.15735,+0.00000,+0.15735,0.0409,15,0
8700.0,G03,+0.08799,+0.00000,+0.08799,0.0409,15,0
8730.0,G03,+0.02653,+0.00000,+0.02653,0.0408,15,0
8760.0,G03,-0.02416,+0.00000,-0.02416,0.0407,15,0
8790.0,G03,-0.07977,+0.00000,-0.07977,0.0406,15,0
8820.0,G03,-0.15429,+0.00000,-0.15429,0.0405,15,0
8850.0,G03,-0.22225,+0.00000,-0.22225,0.0405,15,0
8880.0,G03,-0.26450,+0.00000,-0.26450,0.0404,15,0
8910.0,G03,-0.33294,+0.00000,-0.33294,0.0403,15,0
8940.0,G03,-0.37936,+0.00000,-0.37936,0.0403,15,0
8970.0,G03,-0.43650,+0.00000,-0.43650,0.0402,15,0
9000.0,G03,+0.49442,+0.00000,+0.49442,0.0401,15,0
9030.0,G03,+0.41138,+0.00000,+0.41138,0.0400,15,0
9060.0,G03,+0.36939,+0.00000,+0.36939,0.0400,15,0
9090.0,G03,+0.31619,+0.00000,+0.31619,0.0399,15,0
9120.0,G03,+0.26081,+0.00000,+0.26081,0.0398,15,0
9150.0,G03,+0.21587,+0.00000,+0.21587,0.0398,15,0
9180.0,G03,+0.16551,+0.00000,+0.16551,0.0397,15,0
9210.0,G03,+0.11659,+0.00000,+0.11659,0.0396,15,0
9240.0,G03,+0.07042,+0.00000,+0.07042,0.0396,15,0
9270.0,G03,+0.02261,+0.00000,+0.02261,0.0395,15,0
9300.0,G03,-0.02556,+0.00000,-0.02556,0.0394,15,0
9330.0,G03,-0.07797,+0.00000,-0.07797,0.0394,15,0
9360.0,G03,-0.12021,+0.00000,-0.12021,0.0393,15,0
9390.0,G03,-0.16012,+0.00000,-0.16012,0.0392,15,0
9420.0,G03,-0.20358,+0.00000,-0.20358,0.0392,15,0
9450.0,G03,-0.25127,+0.00000,-0.25127,0.0391,15,0
9480.0,G03,-0.30641,+0.00000,-0.30641,0.0391,15,0
9510.0,G03,-0.36978,+0.00000,-0.36978,0.0390,15,0
9540.0,G03,-0.42806,+0.00000,-0.42806,0.0389,15,0
9570.0,G03,-0.48401,+0.00000,-0.48401,0.0389,15,0
9600.0,G03,+0.45131,+0.00000,+0.45131,0.0388,15,0
9630.0,G03,+0.39233,+0.00000,+0.39233,0.0388,15,0
9660.0,G03,+0.34339,+0.00000,+0.34339,0.0387,15,0
9690.0,G03,+0.28383,+0.00000,+0.28383,0.0386,15,0
9720.0,G03,+0.22430,+0.00000,+0.22430,0.0386,15,0
9750.0,G03,+0.16140,+0.00000,+0.16140,0.0385,15,0
9780.0,G03,+0.09836,+0.00000,+0.09836,0.0385,15,0
9810.0,G03,+0.04480,+0.00000,+0.04480,0.0384,15,0
9840.0,G03,-0.01359,+0.00000,-0.01359,0.0383,15,0
9870.0,G03,-0.07472,+0.00000,-0.07472,0.0383,15,0
9900.0,G03,-0.13481,+0.00000,-0.13481,0.0382,15,0
9930.0,G03,-0.20302,+0.00000,-0.20302,0.0382,15,0
9960.0,G03,-0.26496,+0.00000,-0.26496,0.0381,15,0
9990.0,G03,-0.32119,+0.00000,-0.32119,0.0381,15,0
10020.0,G03,-0.38211,+0.00000,-0.38211,0.0380,15,0
10050.0,G03,-0.44312,+0.00000,-0.44312,0.0380,15,0
10080.0,G03,+0.49303,+0.00000,+0.49303,0.0379,15,0
10110.0,G03,+0.43282,+0.00000,+0.43282,0.0378,15,0
10140.0,G03,+0.36696,+0.00000,+0.36696,0.0378,15,0
10170.0,G03,+0.30314,+0.00000,+0.30314,0.0377,15,0
10200.0,G03,+0.24458,+0.00000,+0.24458,0.0377,15,0
10230.0,G03,+0.18134,+0.00000,+0.18134,0.0376,15,0
