SOD,sat,raw_frac,bias,corr_frac,sigma_N1_m,buf_n,fixed
10260.0,G03,+0.12076,+0.00000,+0.12076,0.0376,15,0
10290.0,G03,+0.05866,+0.00000,+0.05866,0.0375,15,0
10320.0,G03,-0.01084,+0.00000,-0.01084,0.0375,15,0
24180.0,G17,-0.37739,+0.00000,-0.37739,0.0348,1,0
24210.0,G17,-0.39657,+0.00000,-0.39657,0.0347,2,0
24240.0,G17,-0.40074,+0.00000,-0.40074,0.0347,3,0
24270.0,G17,-0.40133,+0.00000,-0.40133,0.0346,4,0
24300.0,G17,-0.40366,+0.00000,-0.40366,0.0346,5,0
24330.0,G17,-0.43820,+0.00000,-0.43820,0.0345,5,0
24360.0,G17,-0.45210,+0.00000,-0.45210,0.0345,6,0
24390.0,G17,-0.46064,+0.00000,-0.46064,0.0344,7,0
24420.0,G17,-0.48355,+0.00000,-0.48355,0.0344,7,0
24450.0,G17,-0.49275,+0.00000,-0.49275,0.0343,8,0
24480.0,G17,+0.47777,+0.00000,+0.47777,0.0343,8,0
24510.0,G17,+0.47008,+0.00000,+0.47008,0.0342,9,0
24540.0,G17,+0.45524,+0.00000,+0.45524,0.0342,10,0
24570.0,G17,+0.43370,+0.00000,+0.43370,0.0341,10,0
24600.0,G17,+0.42092,+0.00000,+0.42092,0.0341,11,0
24630.0,G17,+0.42072,+0.00000,+0.42072,0.0340,12,0
24660.0,G17,+0.39871,+0.00000,+0.39871,0.0340,12,0
24690.0,G17,+0.38260,+0.00000,+0.38260,0.0339,13,0
24720.0,G17,+0.36238,+0.00000,+0.36238,0.0339,13,0
24750.0,G17,+0.35401,+0.00000,+0.35401,0.0338,14,0
24780.0,G17,+0.33867,+0.00000,+0.33867,0.0338,15,0
24810.0,G17,+0.33611,+0.00000,+0.33611,0.0337,16,0
24840.0,G17,+0.32344,+0.00000,+0.32344,0.0337,17,0
24870.0,G17,+0.30489,+0.00000,+0.30489,0.0336,18,0
24900.0,G17,+0.26750,+0.00000,+0.26750,0.0336,18,0
24930.0,G17,+0.23475,+0.00000,+0.23475,0.0335,18,0
24960.0,G17,+0.22831,+0.00000,+0.22831,0.0335,19,0
24990.0,G17,+0.21916,+0.00000,+0.21916,0.0334,20,0
25020.0,G17,+0.21561,+0.00000,+0.21561,0.0334,21,0
25050.0,G17,+0.20645,+0.00000,+0.20645,0.0333,22,0
25080.0,G17,+0.20826,+0.00000,+0.20826,0.0333,23,0
25110.0,G17,+0.19103,+0.00000,+0.19103,0.0333,24,0
25140.0,G17,+0.17920,+0.00000,+0.17920,0.0332,25,0
25170.0,G17,+0.16194,+0.00000,+0.16194,0.0332,26,0
25200.0,G17,+0.15405,+0.00000,+0.15405,0.0331,27,0
25230.0,G17,+0.11896,+0.00000,+0.11896,0.0331,27,0
25260.0,G17,+0.09709,+0.00000,+0.09709,0.0330,27,0
25290.0,G17,+0.08859,+0.00000,+0.08859,0.0330,28,0
25320.0,G17,+0.06352,+0.00000,+0.06352,0.0329,28,0
25350.0,G17,+0.02853,+0.00000,+0.02853,0.0329,28,0
25380.0,G17,+0.00064,+0.00000,+0.00064,0.0328,28,0
25410.0,G17,-0.02012,+0.00000,-0.02012,0.0328,28,0
25440.0,G17,-0.03002,+0.00000,-0.03002,0.0328,29,0
25470.0,G17,-0.05057,+0.00000,-0.05057,0.0327,29,0
25500.0,G17,-0.07641,+0.00000,-0.07641,0.0327,29,0
25530.0,G17,-0.09592,+0.00000,-0.09592,0.0326,30,0
25560.0,G17,-0.11494,+0.00000,-0.11494,0.0326,31,0
25590.0,G17,-0.13538,+0.00000,-0.13538,0.0325,31,0
25620.0,G17,-0.16204,+0.00000,-0.16204,0.0325,31,0
25650.0,G17,-0.18692,+0.00000,-0.18692,0.0324,31,0
25680.0,G17,-0.20307,+0.00000,-0.20307,0.0324,32,0
25710.0,G17,-0.22665,+0.00000,-0.22665,0.0324,32,0
25740.0,G17,-0.24707,+0.00000,-0.24707,0.0323,32,0
25770.0,G17,-0.27652,+0.00000,-0.27652,0.0323,32,0
25800.0,G17,-0.29461,+0.00000,-0.29461,0.0322,33,0
25830.0,G17,-0.32545,+0.00000,-0.32545,0.0322,33,0
25860.0,G17,-0.33907,+0.00000,-0.33907,0.0322,34,0
25890.0,G17,-0.36501,+0.00000,-0.36501,0.0321,34,0
25920.0,G17,-0.40239,+0.00000,-0.40239,0.0321,34,0
25950.0,G17,-0.41798,+0.00000,-0.41798,0.0320,35,0
25980.0,G17,-0.44485,+0.00000,-0.44485,0.0320,35,0
26010.0,G17,-0.46798,+0.00000,-0.46798,0.0319,35,0
26040.0,G17,-0.49703,+0.00000,-0.49703,0.0319,35,0
26070.0,G17,+0.47070,+0.00000,+0.47070,0.0319,35,0
26100.0,G17,+0.43991,+0.00000,+0.43991,0.0318,35,0
26130.0,G17,+0.37972,+0.00000,+0.37972,0.0318,35,0
26160.0,G17,+0.34533,+0.00000,+0.34533,0.0317,35,0
26190.0,G17,+0.32250,+0.00000,+0.32250,0.0317,35,0
26220.0,G17,+0.30168,+0.00000,+0.30168,0.0317,35,0
26250.0,G17,+0.27750,+0.00000,+0.27750,0.0316,35,0
26280.0,G17,+0.25423,+0.17241,+0.08182,0.0316,35,0
26310.0,G17,+0.23870,+0.16369,+0.07501,0.0316,36,0
26340.0,G17,+0.21242,+0.16369,+0.04873,0.0315,36,0
26370.0,G17,+0.19355,+0.15171,+0.04184,0.0315,37,0
26400.0,G17,+0.15415,+0.15171,+0.00245,0.0314,37,0
26430.0,G17,+0.12662,+0.15171,-0.02509,0.0314,37,0
26460.0,G17,+0.10643,+0.15171,-0.04528,0.0314,37,0
26490.0,G17,+0.08964,+0.13079,-0.04115,0.0313,38,0
26520.0,G17,+0.05282,+0.13079,-0.07797,0.0313,38,0
26550.0,G17,+0.03097,+0.13079,-0.09982,0.0312,38,0
26580.0,G17,+0.00536,+0.13079,-0.12543,0.0312,38,0
26610.0,G17,-0.02098,+0.13079,-0.15177,0.0312,38,0
26640.0,G17,-0.04285,+0.13079,-0.17364,0.0311,38,0
26670.0,G17,-0.08137,+0.13079,-0.21216,0.0311,38,0
26700.0,G17,-0.10526,+0.13079,-0.23604,0.0311,38,0
26730.0,G17,-0.12697,+0.13079,-0.25776,0.0310,38,0
26760.0,G17,-0.15247,+0.13079,-0.28326,0.0310,38,0
26790.0,G17,-0.19282,+0.13079,-0.32360,0.0310,38,0
26820.0,G17,-0.22872,+0.13079,-0.35951,0.0309,38,0
26850.0,G17,-0.26629,+0.13079,-0.39708,0.0309,38,0
26880.0,G17,-0.30299,+0.13079,-0.43378,0.0308,38,0
26910.0,G17,-0.33478,+0.13079,-0.46557,0.0308,38,0
26940.0,G17,-0.36067,+0.13079,-0.49146,0.0308,38,0
26970.0,G17,-0.39983,+0.13079,+0.46938,0.0307,38,0
27000.0,G17,-0.43786,+0.13079,+0.43135,0.0307,38,0
27030.0,G17,-0.47884,+0.13079,+0.39037,0.0307,38,0
27060.0,G17,+0.48552,+0.13079,+0.35473,0.0306,38,0
27090.0,G17,+0.45537,+0.13079,+0.32459,0.0306,38,0
27120.0,G17,+0.41469,+0.13079,+0.28390,0.0306,38,0
27150.0,G17,+0.38393,+0.13079,+0.25314,0.0305,38,0
27180.0,G17,+0.36038,+0.13079,+0.22959,0.0305,38,0
27210.0,G17,+0.32437,+0.13079,+0.19358,0.0305,38,0
27240.0,G17,+0.29002,+0.13079,+0.15923,0.0304,38,0
27270.0,G17,+0.26413,+0.13079,+0.13334,0.0304,38,0
27300.0,G17,+0.21377,+0.13079,+0.08298,0.0304,38,0
27330.0,G17,+0.17920,+0.13079,+0.04841,0.0303,38,0
27360.0,G17,+0.13052,+0.13079,-0.00027,0.0303,38,0
27390.0,G17,+0.09996,+0.13079,-0.03083,0.0303,38,0
27420.0,G17,+0.08000,+0.11561,-0.03561,0.0302,39,0
27450.0,G17,+0.03776,+0.11561,-0.07786,0.0302,39,0
27480.0,G17,+0.01286,+0.11561,-0.10275,0.0302,39,0
27510.0,G17,-0.00897,+0.11561,-0.12458,0.0301,39,0
27540.0,G17,-0.03579,+0.11561,-0.15140,0.0301,39,0
27570.0,G17,-0.06369,+0.11561,-0.17930,0.0301,39,0
27600.0,G17,-0.10489,+0.11561,-0.22051,0.0300,39,0
27630.0,G17,-0.13230,+0.11561,-0.24791,0.0300,39,0
27660.0,G17,-0.16376,+0.11561,-0.27938,0.0300,39,0
27690.0,G17,-0.20229,+0.11561,-0.31790,0.0299,39,0
27720.0,G17,-0.22760,+0.11561,-0.34322,0.0299,39,0
27750.0,G17,-0.25868,+0.11561,-0.37430,0.0299,39,0
27780.0,G17,-0.28839,+0.11561,-0.40400,0.0299,39,0
27810.0,G17,-0.31838,+0.11561,-0.43400,0.0298,39,0
27840.0,G17,-0.35034,+0.11561,-0.46595,0.0298,39,0
27870.0,G17,-0.38452,+0.11561,+0.49986,0.0298,39,0
27900.0,G17,-0.40518,+0.11561,+0.47920,0.0297,39,0
27930.0,G17,-0.45323,+0.11561,+0.43116,0.0297,39,0
27960.0,G17,-0.47601,+0.11561,+0.40838,0.0297,39,0
27990.0,G17,+0.49087,+0.11561,+0.37525,0.0296,39,0
28020.0,G17,+0.45586,+0.11561,+0.34024,0.0296,39,0
28050.0,G17,+0.42697,+0.11561,+0.31136,0.0296,39,0
28080.0,G17,+0.39147,+0.11561,+0.27586,0.0296,39,0
28110.0,G17,+0.35709,+0.11561,+0.24148,0.0295,39,0
28140.0,G17,+0.32739,+0.11561,+0.21177,0.0295,39,0
28170.0,G17,+0.30140,+0.11561,+0.18579,0.0295,39,0
28200.0,G17,+0.27048,+0.11561,+0.15486,0.0294,39,0
28230.0,G17,+0.23674,+0.11561,+0.12112,0.0294,39,0
28260.0,G17,+0.20548,+0.11561,+0.08986,0.0294,39,0
28290.0,G17,+0.16582,+0.11561,+0.05021,0.0294,39,0
28320.0,G17,+0.12575,+0.11561,+0.01013,0.0293,39,0
28350.0,G17,+0.08822,+0.11561,-0.02740,0.0293,39,0
28380.0,G17,+0.04855,+0.11561,-0.06706,0.0293,39,0
28410.0,G17,+0.01960,+0.11561,-0.09602,0.0292,39,0
28440.0,G17,-0.01986,+0.11561,-0.13548,0.0292,39,0
28470.0,G17,-0.04526,+0.11561,-0.16087,0.0292,39,0
28500.0,G17,-0.07975,+0.11561,-0.19537,0.0292,39,0
28530.0,G17,-0.10768,+0.11561,-0.22330,0.0291,39,0
28560.0,G17,-0.14320,+0.11561,-0.25882,0.0291,39,0
28590.0,G17,-0.18084,+0.11561,-0.29646,0.0291,39,0
28620.0,G17,-0.22174,+0.11561,-0.33736,0.0290,39,0
28650.0,G17,-0.26564,+0.11561,-0.38126,0.0290,39,0
28680.0,G17,-0.29921,+0.11561,-0.41482,0.0290,39,0
28710.0,G17,-0.33920,+0.11561,-0.45482,0.0290,39,0
28740.0,G17,-0.37195,+0.11561,-0.48756,0.0289,39,0
28770.0,G17,-0.40986,+0.11561,+0.47452,0.0289,39,0
28800.0,G17,-0.44936,+0.11561,+0.43502,0.0289,39,0
28830.0,G17,-0.49724,+0.11561,+0.38715,0.0289,39,0
28860.0,G17,+0.46762,+0.11561,+0.35200,0.0288,39,0
28890.0,G17,+0.43180,+0.11561,+0.31618,0.0288,39,0
28920.0,G17,+0.39778,+0.11561,+0.28217,0.0288,39,0
28950.0,G17,+0.35289,+0.11561,+0.23727,0.0287,39,0
28980.0,G17,+0.31988,+0.11561,+0.20427,0.0287,39,0
29010.0,G17,+0.28277,+0.11561,+0.16716,0.0287,39,0
29040.0,G17,+0.24163,+0.11561,+0.12602,0.0287,39,0
29070.0,G17,+0.20173,+0.11561,+0.08611,0.0286,39,0
29100.0,G17,+0.16258,+0.11561,+0.04697,0.0286,39,0
29130.0,G17,+0.12406,+0.11561,+0.00844,0.0286,39,0
29160.0,G17,+0.08231,+0.11561,-0.03330,0.0286,39,0
29190.0,G17,+0.04587,+0.11561,-0.06974,0.0285,39,0
29220.0,G17,+0.00647,+0.11561,-0.10915,0.0285,39,0
29250.0,G17,-0.04152,+0.11561,-0.15713,0.0285,39,0
29280.0,G17,-0.08314,+0.11561,-0.19875,0.0285,39,0
29310.0,G17,-0.12436,+0.11561,-0.23997,0.0284,39,0
29340.0,G17,-0.16075,+0.11561,-0.27636,0.0284,39,0
29370.0,G17,-0.20510,+0.11561,-0.32072,0.0284,39,0
29400.0,G17,-0.24725,+0.11561,-0.36287,0.0284,39,0
29430.0,G17,-0.28894,+0.11561,-0.40455,0.0283,39,0
29460.0,G17,-0.33485,+0.11561,-0.45047,0.0283,39,0
29490.0,G17,-0.38893,+0.11561,+0.49546,0.0283,39,0
29520.0,G17,-0.43339,+0.11561,+0.45099,0.0283,39,0
29550.0,G17,-0.47128,+0.11561,+0.41311,0.0282,39,0
29580.0,G17,+0.47638,+0.11561,+0.36076,0.0282,39,0
29610.0,G17,+0.43002,+0.11561,+0.31441,0.0282,39,0
29640.0,G17,+0.38107,+0.11561,+0.26545,0.0282,39,0
29670.0,G17,+0.33023,+0.11561,+0.21462,0.0281,39,0
29700.0,G17,+0.28442,+0.11561,+0.16881,0.0281,39,0
29730.0,G17,+0.22480,+0.11561,+0.10918,0.0281,39,0
29760.0,G17,+0.17703,+0.11561,+0.06142,0.0281,39,0
29790.0,G17,+0.12389,+0.11561,+0.00828,0.0280,39,0
29820.0,G17,+0.07515,+0.11561,-0.04046,0.0280,39,0
29850.0,G17,+0.02579,+0.11561,-0.08983,0.0280,39,0
29880.0,G17,-0.02039,+0.11561,-0.13600,0.0280,39,0
29910.0,G17,-0.07542,+0.11561,-0.19104,0.0279,39,0
29940.0,G17,-0.12717,+0.11561,-0.24279,0.0279,39,0
29970.0,G17,-0.17906,+0.11561,-0.29467,0.0279,39,0
30000.0,G17,-0.22916,+0.11561,-0.34477,0.0279,39,0
30030.0,G17,-0.27879,+0.11561,-0.39440,0.0278,39,0
30060.0,G17,-0.33153,+0.11561,-0.44714,0.0278,39,0
30090.0,G17,-0.38130,+0.11561,-0.49691,0.0278,39,0
30120.0,G17,-0.43500,+0.11561,+0.44939,0.0278,39,0
30150.0,G17,-0.48349,+0.11561,+0.40090,0.0278,39,0
30180.0,G17,+0.46317,+0.11561,+0.34755,0.0277,39,0
30210.0,G17,+0.40327,+0.11561,+0.28765,0.0277,39,0
30240.0,G17,+0.35114,+0.11561,+0.23552,0.0277,39,0
30270.0,G17,+0.29816,+0.11561,+0.18254,0.0277,39,0
30300.0,G17,+0.24606,+0.11561,+0.13044,0.0276,39,0
30330.0,G17,+0.18987,+0.11561,+0.07426,0.0276,39,0
30360.0,G17,+0.14146,+0.11561,+0.02585,0.0276,39,0
30390.0,G17,+0.09266,+0.11561,-0.02296,0.0276,39,0
30420.0,G17,+0.04095,+0.11561,-0.07466,0.0276,39,0
30450.0,G17,-0.00974,+0.11561,-0.12535,0.0275,39,0
30480.0,G17,-0.05805,+0.11561,-0.17366,0.0275,39,0
30510.0,G17,-0.11413,+0.11561,-0.22974,0.0275,39,0
30540.0,G17,-0.16366,+0.11561,-0.27927,0.0275,39,0
30570.0,G17,-0.21150,+0.11561,-0.32712,0.0274,39,0
30600.0,G17,-0.26751,+0.11561,-0.38312,0.0274,39,0
30630.0,G17,-0.33470,+0.11561,-0.45032,0.0274,39,0
30660.0,G17,-0.38593,+0.11561,+0.49845,0.0274,39,0
30690.0,G17,-0.44093,+0.11561,+0.44345,0.0274,39,0
30720.0,G17,-0.49225,+0.11561,+0.39214,0.0273,39,0
30750.0,G17,+0.45189,+0.11561,+0.33627,0.0273,39,0
30780.0,G17,+0.39462,+0.11561,+0.27901,0.0273,39,0
30810.0,G17,+0.33676,+0.11561,+0.22115,0.0273,39,0
30840.0,G17,+0.28211,+0.11561,+0.16650,0.0273,39,0
30870.0,G17,+0.22736,+0.11561,+0.11175,0.0272,39,0
30900.0,G17,+0.17524,+0.11561,+0.05963,0.0272,39,0
30930.0,G17,+0.12167,+0.11561,+0.00606,0.0272,39,0
30960.0,G17,+0.06718,+0.11561,-0.04844,0.0272,39,0
30990.0,G17,+0.00512,+0.11561,-0.11050,0.0271,39,0
31020.0,G17,-0.05067,+0.11561,-0.16629,0.0271,39,0
31050.0,G17,-0.11066,+0.11561,-0.22628,0.0271,39,0
31080.0,G17,-0.16918,+0.11561,-0.28480,0.0271,39,0
31110.0,G17,-0.22619,+0.11561,-0.34181,0.0271,39,0
31140.0,G17,-0.28437,+0.11561,-0.39998,0.0270,39,0
31170.0,G17,-0.33929,+0.11561,-0.45491,0.0270,39,0
31200.0,G17,-0.39880,+0.11561,+0.48558,0.0270,39,0
31230.0,G17,-0.45557,+0.11561,+0.42881,0.0270,39,0
31260.0,G17,+0.49250,+0.11561,+0.37688,0.0270,39,0
31290.0,G17,+0.43373,+0.11561,+0.31812,0.0269,39,0
31320.0,G17,+0.38001,+0.11561,+0.26440,0.0269,39,0
31350.0,G17,+0.32377,+0.11561,+0.20816,0.0269,39,0
31380.0,G17,+0.26686,+0.11561,+0.15125,0.0269,39,0
31410.0,G17,+0.20440,+0.11561,+0.08879,0.0269,39,0
31440.0,G17,+0.14781,+0.11561,+0.03220,0.0268,39,0
31470.0,G17,+0.09294,+0.11561,-0.02267,0.0268,39,0
31500.0,G17,+0.03467,+0.11561,-0.08094,0.0268,39,0
31530.0,G17,-0.02991,+0.11561,-0.14552,0.0268,39,0
31560.0,G17,-0.08573,+0.11561,-0.20134,0.0268,39,0
31590.0,G17,-0.14318,+0.11561,-0.25880,0.0267,39,0
31620.0,G17,-0.20449,+0.11561,-0.32010,0.0267,39,0
31650.0,G17,-0.26477,+0.11561,-0.38039,0.0267,39,0
31680.0,G17,-0.32650,+0.11561,-0.44212,0.0267,39,0
31710.0,G17,-0.39053,+0.11561,+0.49386,0.0267,39,0
31740.0,G17,-0.44843,+0.11561,+0.43595,0.0267,39,0
31770.0,G17,+0.49405,+0.11561,+0.37843,0.0266,39,0
31800.0,G17,+0.43706,+0.11561,+0.32144,0.0266,39,0
31830.0,G17,+0.37477,+0.11561,+0.25915,0.0266,39,0
31860.0,G17,+0.31251,+0.11561,+0.19689,0.0266,39,0
31890.0,G17,+0.25528,+0.11561,+0.13967,0.0266,39,0
31920.0,G17,+0.19578,+0.11561,+0.08017,0.0265,39,0
31950.0,G17,+0.13598,+0.11561,+0.02036,0.0265,39,0
31980.0,G17,+0.07641,+0.11561,-0.03920,0.0265,39,0
32010.0,G17,+0.01517,+0.11561,-0.10045,0.0265,39,0
32040.0,G17,-0.04893,+0.11561,-0.16454,0.0265,39,0
32070.0,G17,-0.11165,+0.11561,-0.22727,0.0264,39,0
32100.0,G17,-0.16970,+0.11561,-0.28531,0.0264,39,0
32130.0,G17,-0.23140,+0.11561,-0.34701,0.0264,39,0
32160.0,G17,-0.29668,+0.11561,-0.41229,0.0264,39,0
32190.0,G17,-0.36020,+0.11561,-0.47582,0.0264,39,0
32220.0,G17,-0.42208,+0.11561,+0.46230,0.0264,39,0
32250.0,G17,-0.48629,+0.11561,+0.39810,0.0263,39,0
32280.0,G17,+0.45397,+0.11561,+0.33836,0.0263,39,0
32310.0,G17,+0.38734,+0.11561,+0.27173,0.0263,39,0
32340.0,G17,+0.32386,+0.11561,+0.20824,0.0263,39,0
32370.0,G17,+0.26001,+0.11561,+0.14439,0.0263,39,0
32400.0,G17,+0.19682,+0.11561,+0.08120,0.0263,39,0
32430.0,G17,+0.12709,+0.11561,+0.01148,0.0262,39,0
32460.0,G17,+0.06375,+0.11561,-0.05186,0.0262,39,0
32490.0,G17,-0.00231,+0.11561,-0.11792,0.0262,39,0
32520.0,G17,-0.06860,+0.11561,-0.18422,0.0262,39,0
32550.0,G17,-0.13481,+0.11561,-0.25043,0.0262,39,0
32580.0,G17,-0.20008,+0.11561,-0.31570,0.0262,39,0
32610.0,G17,-0.26588,+0.11561,-0.38150,0.0261,39,0
32640.0,G17,-0.33127,+0.11561,-0.44688,0.0261,39,0
32670.0,G17,-0.39600,+0.11561,+0.48839,0.0261,39,0
32700.0,G17,-0.46260,+0.11561,+0.42178,0.0261,39,0
32730.0,G17,+0.47084,+0.11561,+0.35523,0.0261,39,0
32760.0,G17,+0.40282,+0.11561,+0.28720,0.0261,39,0
32790.0,G17,+0.33784,+0.11561,+0.22223,0.0260,39,0
32820.0,G17,+0.27264,+0.11561,+0.15702,0.0260,39,0
32850.0,G17,+0.20512,+0.11561,+0.08950,0.0260,39,0
32880.0,G17,+0.13884,+0.11561,+0.02322,0.0260,39,0
32910.0,G17,+0.07100,+0.11561,-0.04462,0.0260,39,0
32940.0,G17,+0.00317,+0.11561,-0.11244,0.0260,39,0
32970.0,G17,-0.06446,+0.11561,-0.18008,0.0259,39,0
33000.0,G17,-0.13332,+0.11561,-0.24894,0.0259,39,0
33030.0,G17,-0.19942,+0.11561,-0.31503,0.0259,39,0
33060.0,G17,-0.26757,+0.11561,-0.38319,0.0259,39,0
33090.0,G17,-0.33457,+0.11561,-0.45019,0.0259,39,0
33120.0,G17,-0.40150,+0.11561,+0.48288,0.0259,39,0
33150.0,G17,-0.46799,+0.11561,+0.41639,0.0258,39,0
33180.0,G17,+0.46541,+0.11561,+0.34980,0.0258,39,0
33210.0,G17,+0.39862,+0.11561,+0.28301,0.0258,39,0
33240.0,G17,+0.33184,+0.11561,+0.21623,0.0258,39,0
33270.0,G17,+0.26489,+0.11561,+0.14928,0.0258,39,0
33300.0,G17,+0.19749,+0.11561,+0.08188,0.0258,39,0
33330.0,G17,+0.12953,+0.11561,+0.01392,0.0257,39,0
33360.0,G17,+0.06327,+0.11561,-0.05235,0.0257,39,0
33390.0,G17,-0.00392,+0.11561,-0.11954,0.0257,39,0
33450.0,G17,-0.13905,+0.11561,-0.25466,0.0257,39,0
33480.0,G17,-0.20609,+0.11561,-0.32171,0.0257,39,0
33510.0,G17,-0.27382,+0.11561,-0.38943,0.0257,39,0
33540.0,G17,-0.34139,+0.11561,-0.45700,0.0256,39,0
33570.0,G17,-0.40910,+0.11561,+0.47529,0.0256,39,0
33600.0,G17,-0.47713,+0.11561,+0.40726,0.0256,39,0
33630.0,G17,+0.45457,+0.11561,+0.33895,0.0256,39,0
33660.0,G17,+0.38668,+0.11561,+0.27107,0.0256,39,0
33690.0,G17,+0.31927,+0.11561,+0.20366,0.0256,39,0
33720.0,G17,+0.25130,+0.11561,+0.13568,0.0255,39,0
33750.0,G17,+0.18329,+0.11561,+0.06768,0.0255,39,0
33780.0,G17,+0.11521,+0.11561,-0.00040,0.0255,39,0
33810.0,G17,+0.04737,+0.11561,-0.06824,0.0255,39,0
33840.0,G17,-0.02043,+0.11561,-0.13605,0.0255,39,0
33870.0,G17,-0.08866,+0.11561,-0.20428,0.0255,39,0
33900.0,G17,-0.15718,+0.11561,-0.27279,0.0255,39,0
33930.0,G17,-0.22554,+0.11561,-0.34115,0.0254,39,0
33960.0,G17,-0.29419,+0.11561,-0.40981,0.0254,39,0
39060.0,G05,-0.33688,+0.00000,-0.33688,0.0715,1,0
39090.0,G05,-0.26369,+0.00000,-0.26369,0.0711,1,0
39120.0,G05,-0.20353,+0.00000,-0.20353,0.0707,1,0
39150.0,G05,-0.13234,+0.00000,-0.13234,0.0704,1,0
39180.0,G05,-0.06182,+0.00000,-0.06182,0.0700,1,0
39210.0,G05,+0.01365,+0.00000,+0.01365,0.0696,1,0
39240.0,G05,+0.08678,+0.00000,+0.08678,0.0693,1,0
39270.0,G05,+0.15901,+0.00000,+0.15901,0.0689,1,0
39300.0,G05,+0.23909,+0.00000,+0.23909,0.0686,1,0
39330.0,G05,+0.31001,+0.00000,+0.31001,0.0682,1,0
39360.0,G05,+0.37845,+0.00000,+0.37845,0.0679,1,0
39390.0,G05,+0.44126,+0.00000,+0.44126,0.0676,1,0
39420.0,G05,-0.48276,+0.00000,-0.48276,0.0673,1,0
39450.0,G05,-0.41179,+0.00000,-0.41179,0.0669,1,0
39480.0,G05,-0.36776,+0.00000,-0.36776,0.0666,1,0
39510.0,G05,-0.29494,+0.00000,-0.29494,0.0663,1,0
39540.0,G05,-0.22425,+0.00000,-0.22425,0.0660,1,0
39570.0,G05,-0.17093,+0.00000,-0.17093,0.0657,1,0
39600.0,G05,-0.07719,+0.00000,-0.07719,0.0653,1,0
39630.0,G05,-0.02456,+0.00000,-0.02456,0.0650,1,0
39660.0,G05,+0.03815,+0.00000,+0.03815,0.0647,1,0
39690.0,G05,+0.09966,+0.00000,+0.09966,0.0644,1,0
39720.0,G05,+0.16716,+0.00000,+0.16716,0.0641,1,0
39750.0,G05,+0.25560,+0.00000,+0.25560,0.0638,1,0
39780.0,G05,+0.28556,+0.00000,+0.28556,0.0635,1,0
39810.0,G05,+0.32668,+0.00000,+0.32668,0.0631,1,0
39840.0,G05,+0.38365,+0.00000,+0.38365,0.0628,1,0
39870.0,G05,+0.46514,+0.00000,+0.46514,0.0625,1,0
39900.0,G05,-0.45452,+0.00000,-0.45452,0.0622,1,0
39930.0,G05,-0.38374,+0.00000,-0.38374,0.0619,1,0
39960.0,G05,-0.32910,+0.00000,-0.32910,0.0616,1,0
39990.0,G05,-0.26312,+0.00000,-0.26312,0.0612,1,0
40020.0,G05,-0.20339,+0.00000,-0.20339,0.0609,1,0
40050.0,G05,-0.13139,+0.00000,-0.13139,0.0606,1,0
40080.0,G05,-0.06634,+0.00000,-0.06634,0.0604,1,0
40110.0,G05,-0.00639,+0.00000,-0.00639,0.0601,1,0
40140.0,G05,+0.05438,+0.00000,+0.05438,0.0598,1,0
40170.0,G05,+0.12085,+0.00000,+0.12085,0.0595,1,0
40200.0,G05,+0.19447,+0.00000,+0.19447,0.0592,1,0
40230.0,G05,+0.28195,+0.00000,+0.28195,0.0589,1,0
40260.0,G05,+0.34394,+0.00000,+0.34394,0.0587,1,0
40290.0,G05,+0.40238,+0.00000,+0.40238,0.0584,1,0
40320.0,G05,+0.45634,+0.00000,+0.45634,0.0581,1,0
40350.0,G05,-0.49276,+0.00000,-0.49276,0.0579,1,0
40380.0,G05,-0.43709,+0.00000,-0.43709,0.0576,1,0
40410.0,G05,-0.38492,+0.00000,-0.38492,0.0573,1,0
40440.0,G05,-0.34144,+0.00000,-0.34144,0.0571,1,0
40470.0,G05,-0.29545,+0.00000,-0.29545,0.0568,1,0
40500.0,G05,-0.23332,+0.00000,-0.23332,0.0566,1,0
40530.0,G05,-0.18835,+0.00000,-0.18835,0.0563,1,0
40560.0,G05,-0.13657,+0.00000,-0.13657,0.0561,1,0
40590.0,G05,-0.07980,+0.00000,-0.07980,0.0558,1,0
40620.0,G05,-0.01490,+0.00000,-0.01490,0.0556,1,0
40650.0,G05,+0.04280,+0.00000,+0.04280,0.0554,1,0
40680.0,G05,+0.11214,+0.00000,+0.11214,0.0551,1,0
40710.0,G05,+0.17577,+0.00000,+0.17577,0.0549,1,0
40740.0,G05,+0.22138,+0.00000,+0.22138,0.0546,1,0
40770.0,G05,+0.27709,+0.00000,+0.27709,0.0544,1,0
40800.0,G05,+0.33898,+0.00000,+0.33898,0.0542,1,0
40830.0,G05,+0.37762,+0.00000,+0.37762,0.0540,1,0
40860.0,G05,+0.43387,+0.00000,+0.43387,0.0538,1,0
40890.0,G05,+0.47629,+0.00000,+0.47629,0.0536,1,0
40890.0,G12,+0.05920,+0.00000,+0.05920,0.0625,1,0
40920.0,G05,-0.46050,+0.00000,-0.46050,0.0534,1,0
40920.0,G12,+0.15275,+0.00000,+0.15275,0.0622,1,0
40950.0,G05,-0.40959,+0.00000,-0.40959,0.0532,1,0
40950.0,G12,+0.22673,+0.00000,+0.22673,0.0620,1,0
40980.0,G05,-0.35537,+0.00000,-0.35537,0.0530,1,0
40980.0,G12,+0.30402,+0.00000,+0.30402,0.0617,1,0
