SOD,sat,raw_frac,bias,corr_frac,sigma_N1_m,buf_n,fixed
25230.0,E25,+0.32332,+0.37486,-0.05154,0.0421,27,0
25260.0,E25,+0.34327,+0.37112,-0.02785,0.0420,28,0
25290.0,E25,+0.35027,+0.36792,-0.01764,0.0420,29,0
25320.0,E25,+0.34738,+0.36494,-0.01756,0.0419,30,0
25350.0,E25,+0.33974,+0.36194,-0.02219,0.0419,31,0
25380.0,E25,+0.32271,+0.35792,-0.03521,0.0417,32,0
25410.0,E25,+0.32521,+0.35371,-0.02849,0.0416,33,0
25440.0,E25,+0.31806,+0.34929,-0.03123,0.0415,34,0
25470.0,E25,+0.32271,+0.34528,-0.02257,0.0414,35,0
25500.0,E25,+0.33456,+0.34211,-0.00755,0.0414,36,0
25530.0,E25,+0.35930,+0.34211,+0.01720,0.0406,36,0
25560.0,E25,+0.36253,+0.34049,+0.02204,0.0405,37,0
25590.0,E25,+0.36484,+0.33908,+0.02576,0.0402,38,0
25620.0,E25,+0.35912,+0.33734,+0.02178,0.0401,39,0
25650.0,E25,+0.36250,+0.33772,+0.02477,0.0400,40,0
25680.0,E25,+0.37859,+0.33911,+0.03949,0.0399,41,0
25710.0,E25,+0.37754,+0.34097,+0.03658,0.0399,42,0
25740.0,E25,+0.37041,+0.34302,+0.02738,0.0397,43,0
25770.0,E25,+0.36648,+0.34518,+0.02130,0.0397,44,0
25800.0,E25,+0.36814,+0.34774,+0.02040,0.0396,45,0
25830.0,E25,+0.35754,+0.34976,+0.00778,0.0396,46,0
25860.0,E25,+0.34906,+0.35105,-0.00199,0.0395,47,0
25890.0,E25,+0.35149,+0.35146,+0.00003,0.0394,48,0
25920.0,E25,+0.35489,+0.35169,+0.00320,0.0394,49,0
25950.0,E25,+0.35591,+0.35212,+0.00378,0.0394,50,0
27000.0,E25,-0.30045,+0.35212,+0.34743,0.0234,50,0
27030.0,E25,-0.29677,+0.35212,+0.35110,0.0233,51,0
27060.0,E25,-0.29447,+0.35212,+0.35341,0.0233,52,0
27090.0,E25,-0.29262,+0.35212,+0.35526,0.0233,53,0
27120.0,E25,-0.29189,+0.35212,+0.35599,0.0233,54,0
27150.0,E25,-0.28977,+0.35212,+0.35811,0.0233,55,0
27180.0,E25,-0.29114,+0.35212,+0.35674,0.0232,56,0
27210.0,E25,-0.29029,+0.35212,+0.35759,0.0232,57,0
27240.0,E25,-0.29301,+0.35212,+0.35486,0.0232,58,0
27270.0,E25,-0.29324,+0.35212,+0.35464,0.0232,59,0
27300.0,E25,-0.29371,+0.35212,+0.35416,0.0232,60,0
27330.0,E25,-0.29035,+0.35212,+0.35753,0.0232,61,0
27360.0,E25,-0.28775,+0.35212,+0.36013,0.0232,62,0
27390.0,E25,-0.28508,-0.38174,+0.09666,0.0232,63,0
27420.0,E25,-0.28404,-0.35974,+0.07570,0.0232,64,0
27450.0,E25,-0.28238,-0.34121,+0.05883,0.0232,65,0
27480.0,E25,-0.28254,-0.32615,+0.04361,0.0232,66,0
27510.0,E25,-0.28219,-0.31404,+0.03185,0.0232,67,0
27540.0,E25,-0.28344,-0.30408,+0.02063,0.0232,68,0
27570.0,E25,-0.28072,-0.29553,+0.01481,0.0230,69,0
27600.0,E25,-0.28190,-0.29553,+0.01364,0.0230,69,0
27630.0,E25,-0.28157,-0.29553,+0.01396,0.0230,69,0
31440.0,E34,+0.34929,+0.00000,+0.34929,0.0239,1,0
31470.0,E34,+0.35353,+0.00000,+0.35353,0.0239,2,0
31500.0,E34,+0.35505,+0.00000,+0.35505,0.0239,3,0
31530.0,E34,+0.35421,+0.00000,+0.35421,0.0239,4,0
31560.0,E34,+0.35349,+0.00000,+0.35349,0.0239,5,0
31590.0,E34,+0.35304,+0.00000,+0.35304,0.0238,6,0
31620.0,E34,+0.35565,+0.00000,+0.35565,0.0238,7,0
31650.0,E34,+0.35450,+0.00000,+0.35450,0.0238,8,0
31680.0,E34,+0.35159,+0.00000,+0.35159,0.0238,9,0
31710.0,E34,+0.35258,+0.00000,+0.35258,0.0238,10,0
31740.0,E34,+0.34834,+0.00000,+0.34834,0.0238,11,0
31770.0,E34,+0.34826,+0.00000,+0.34826,0.0238,12,0
31800.0,E34,+0.34951,+0.00000,+0.34951,0.0238,13,0
31830.0,E34,+0.34867,+0.00000,+0.34867,0.0238,14,0
31860.0,E34,+0.34717,+0.00000,+0.34717,0.0237,15,0
31890.0,E34,+0.34710,+0.00000,+0.34710,0.0237,16,0
31920.0,E34,+0.34676,+0.00000,+0.34676,0.0237,17,0
31950.0,E34,+0.34849,+0.00000,+0.34849,0.0237,18,0
31980.0,E34,+0.34659,+0.00000,+0.34659,0.0235,19,0
32010.0,E34,+0.34306,+0.35034,-0.00729,0.0234,20,0
32040.0,E34,+0.33609,+0.34968,-0.01359,0.0234,21,0
32070.0,E34,+0.33428,+0.34872,-0.01444,0.0234,22,0
35670.0,G11,-0.49507,+0.00000,-0.49507,0.0284,1,0
35700.0,G11,-0.49462,+0.00000,-0.49462,0.0284,2,0
35730.0,G11,-0.49616,+0.00000,-0.49616,0.0284,3,0
35760.0,G11,-0.48664,+0.00000,-0.48664,0.0284,4,0
35790.0,G11,-0.48323,+0.00000,-0.48323,0.0284,5,0
35820.0,G11,-0.49977,+0.00000,-0.49977,0.0282,6,0
35850.0,G11,-0.49054,+0.00000,-0.49054,0.0282,7,0
35880.0,G11,-0.48526,+0.00000,-0.48526,0.0282,8,0
35910.0,G11,-0.48644,+0.00000,-0.48644,0.0281,9,0
35940.0,G11,-0.49269,+0.00000,-0.49269,0.0281,10,0
35970.0,G11,-0.48703,+0.00000,-0.48703,0.0281,11,0
36000.0,G11,-0.48595,+0.00000,-0.48595,0.0281,12,0
36030.0,G11,-0.48687,+0.00000,-0.48687,0.0281,13,0
36060.0,G11,-0.48492,+0.00000,-0.48492,0.0281,14,0
36090.0,G11,-0.48319,+0.00000,-0.48319,0.0280,15,0
36120.0,G11,-0.48103,+0.00000,-0.48103,0.0280,16,0
36150.0,G11,-0.48158,+0.00000,-0.48158,0.0280,17,0
36180.0,G11,-0.47868,+0.00000,-0.47868,0.0280,18,0
36210.0,G11,-0.47645,+0.00000,-0.47645,0.0280,19,0
36240.0,G11,-0.47605,-0.48661,+0.01055,0.0280,20,0
36270.0,G11,-0.47528,-0.48562,+0.01034,0.0280,21,0
36300.0,G11,-0.48115,-0.48495,+0.00380,0.0273,22,0
36330.0,G11,-0.46251,-0.48326,+0.02076,0.0273,23,0
36360.0,G11,-0.45811,-0.48184,+0.02373,0.0271,24,0
36390.0,G11,-0.45581,-0.48047,+0.02466,0.0271,25,0
36420.0,G11,-0.45576,-0.47827,+0.02252,0.0270,26,0
36450.0,G11,-0.45499,-0.47650,+0.02151,0.0270,27,0
36480.0,G11,-0.45768,-0.47512,+0.01743,0.0269,28,0
36510.0,G11,-0.46947,-0.47427,+0.00480,0.0268,29,0
36540.0,G11,-0.48806,-0.47403,-0.01403,0.0268,30,0
36570.0,G11,-0.49487,-0.47443,-0.02045,0.0267,31,0
36600.0,G11,-0.49051,-0.47465,-0.01586,0.0267,32,0
36630.0,G11,-0.49021,-0.47482,-0.01539,0.0266,33,0
36660.0,G11,-0.48715,-0.47493,-0.01222,0.0266,34,0
36690.0,G11,-0.48242,-0.47489,-0.00753,0.0265,35,0
36720.0,G11,-0.48282,-0.47498,-0.00783,0.0265,36,0
36750.0,G11,-0.47416,-0.47461,+0.00045,0.0264,37,0
36780.0,G11,-0.47232,-0.47429,+0.00197,0.0264,38,0
36810.0,G11,-0.48161,-0.47455,-0.00706,0.0264,39,0
36840.0,G11,-0.48811,-0.47515,-0.01296,0.0263,40,0
36870.0,G11,-0.49240,-0.47601,-0.01639,0.0263,41,0
36900.0,G11,-0.49046,-0.47648,-0.01399,0.0263,42,0
36930.0,G11,-0.48585,-0.47765,-0.00820,0.0263,43,0
36960.0,G11,-0.48360,-0.47892,-0.00467,0.0262,44,0
36990.0,G11,-0.48256,-0.48026,-0.00229,0.0262,45,0
37020.0,G11,-0.48331,-0.48164,-0.00167,0.0262,46,0
37050.0,G11,-0.48105,-0.48294,+0.00188,0.0262,47,0
37080.0,G11,-0.48272,-0.48294,+0.00021,0.0262,47,0
37110.0,G11,-0.48748,-0.48294,-0.00455,0.0262,47,0
37140.0,G11,-0.48990,-0.48294,-0.00696,0.0262,47,0
37170.0,G11,-0.49234,-0.48294,-0.00940,0.0262,47,0
37200.0,G11,-0.49079,-0.48294,-0.00785,0.0261,47,0
37230.0,G11,-0.47748,-0.48294,+0.00545,0.0261,47,0
37260.0,G11,-0.48620,-0.48294,-0.00327,0.0260,47,0
37290.0,G11,-0.49045,-0.48294,-0.00751,0.0260,47,0
37320.0,G11,-0.48617,-0.48294,-0.00323,0.0260,47,0
37350.0,G11,-0.48229,-0.48294,+0.00064,0.0260,47,0
37380.0,G11,-0.47947,-0.48294,+0.00346,0.0259,47,0
37410.0,G11,-0.47557,-0.48294,+0.00737,0.0259,47,0
37440.0,G11,-0.47151,-0.48294,+0.01142,0.0258,47,0
37470.0,G11,-0.47629,-0.48294,+0.00665,0.0258,47,0
37500.0,G11,-0.48987,-0.48294,-0.00694,0.0257,47,0
37530.0,G11,-0.49602,-0.48294,-0.01309,0.0257,47,0
37560.0,G11,-0.49516,-0.48294,-0.01223,0.0257,47,0
37590.0,G11,-0.49638,-0.48294,-0.01344,0.0257,47,0
37620.0,G11,-0.49657,-0.48294,-0.01363,0.0256,47,0
37650.0,G11,-0.49507,-0.48294,-0.01213,0.0256,47,0
37680.0,G11,-0.49842,-0.48294,-0.01548,0.0256,47,0
37710.0,G11,+0.49949,-0.48294,-0.01758,0.0256,47,0
37740.0,G11,-0.49887,-0.48294,-0.01593,0.0256,47,0
37770.0,G11,+0.49609,-0.48294,-0.02097,0.0256,47,0
37800.0,G11,+0.49566,-0.48294,-0.02140,0.0256,47,0
37830.0,G11,+0.49798,-0.48294,-0.01908,0.0255,47,0
37860.0,G11,+0.49773,-0.48294,-0.01934,0.0255,47,0
37890.0,G11,+0.49669,-0.48294,-0.02037,0.0255,47,0
37920.0,G11,+0.49647,-0.48294,-0.02059,0.0255,47,0
37950.0,G11,+0.49309,-0.48294,-0.02397,0.0255,47,0
37980.0,G11,+0.48853,-0.48294,-0.02854,0.0255,47,0
38010.0,G11,+0.47174,-0.48294,-0.04532,0.0253,47,0
38040.0,G11,+0.47699,-0.48294,-0.04008,0.0252,47,0
38070.0,G11,+0.49049,-0.48294,-0.02657,0.0251,47,0
38100.0,G11,+0.49292,-0.48294,-0.02414,0.0251,47,0
38130.0,G11,+0.48911,-0.48294,-0.02796,0.0251,47,0
38160.0,G11,+0.48599,-0.48294,-0.03108,0.0251,47,0
38190.0,G11,+0.49128,-0.48294,-0.02578,0.0251,47,0
38220.0,G11,+0.49294,-0.48294,-0.02412,0.0250,47,0
38250.0,G11,+0.49496,-0.48294,-0.02210,0.0250,47,0
38280.0,G11,+0.49160,-0.48294,-0.02547,0.0249,47,0
38310.0,G11,+0.49792,-0.48294,-0.01915,0.0249,47,0
38340.0,G11,-0.48719,-0.48294,-0.00425,0.0249,47,0
38370.0,G11,-0.48337,-0.48294,-0.00044,0.0248,47,0
38400.0,G11,-0.48658,-0.48294,-0.00364,0.0248,47,0
38430.0,G11,-0.48440,-0.48294,-0.00146,0.0248,47,0
38460.0,G11,-0.48037,-0.48294,+0.00257,0.0247,47,0
38490.0,G11,-0.47980,-0.48294,+0.00313,0.0247,47,0
38520.0,G11,-0.47847,-0.48294,+0.00446,0.0247,47,0
38550.0,G11,-0.47353,-0.48294,+0.00941,0.0247,47,0
38580.0,G11,-0.47300,-0.48294,+0.00993,0.0247,47,0
38610.0,G11,-0.47322,-0.48294,+0.00972,0.0246,47,0
38640.0,G11,-0.46534,-0.48294,+0.01759,0.0246,47,0
38670.0,G11,-0.45548,-0.48294,+0.02745,0.0246,47,0
38700.0,G11,-0.45910,-0.48294,+0.02383,0.0246,47,0
38730.0,G11,-0.45722,-0.48294,+0.02572,0.0246,47,0
38760.0,G11,-0.45219,-0.48294,+0.03074,0.0246,47,0
38790.0,G11,-0.44985,-0.48294,+0.03309,0.0246,47,0
38820.0,G11,-0.45186,-0.48294,+0.03107,0.0245,47,0
38850.0,G11,-0.45506,-0.48294,+0.02787,0.0245,47,0
38880.0,G11,-0.45709,-0.48294,+0.02585,0.0245,47,0
38910.0,G11,-0.45870,-0.48294,+0.02423,0.0245,47,0
38940.0,G11,-0.46446,-0.48294,+0.01848,0.0245,47,0
38970.0,G11,-0.46254,-0.48294,+0.02040,0.0245,47,0
39000.0,G11,-0.46005,-0.48294,+0.02289,0.0244,47,0
39030.0,G11,-0.45663,-0.48294,+0.02630,0.0244,47,0
39060.0,G11,-0.45416,-0.48294,+0.02878,0.0244,47,0
39090.0,G11,-0.45158,-0.48294,+0.03135,0.0244,47,0
39120.0,G11,-0.44810,-0.48294,+0.03484,0.0244,47,0
39150.0,G11,-0.45016,-0.48294,+0.03278,0.0244,47,0
39180.0,G05,+0.17840,+0.00000,+0.17840,0.0679,1,0
39180.0,G11,-0.46054,-0.48294,+0.02240,0.0243,47,0
39210.0,G05,+0.16906,+0.00000,+0.16906,0.0679,2,0
39210.0,G11,-0.46296,-0.48294,+0.01997,0.0243,47,0
39240.0,G05,+0.17273,+0.00000,+0.17273,0.0678,3,0
39240.0,G11,-0.46007,-0.48294,+0.02286,0.0243,47,0
39270.0,G05,+0.16809,+0.00000,+0.16809,0.0678,4,0
39270.0,G11,-0.45748,-0.48294,+0.02545,0.0243,47,0
39300.0,G05,+0.16485,+0.00000,+0.16485,0.0677,5,0
39300.0,G11,-0.46040,-0.48294,+0.02254,0.0242,47,0
39330.0,G05,+0.16258,+0.00000,+0.16258,0.0677,6,0
39330.0,G11,-0.46631,-0.48294,+0.01663,0.0242,47,0
39360.0,G05,+0.15869,+0.00000,+0.15869,0.0676,7,0
39360.0,G11,-0.46786,-0.48294,+0.01507,0.0242,47,0
39390.0,G05,+0.21704,+0.00000,+0.21704,0.0673,7,0
39390.0,G11,-0.46867,-0.48294,+0.01426,0.0242,47,0
39420.0,G05,+0.21494,+0.00000,+0.21494,0.0672,8,0
39420.0,G11,-0.46963,-0.48294,+0.01330,0.0242,47,0
39450.0,G05,+0.21008,+0.00000,+0.21008,0.0671,9,0
39450.0,G11,-0.46881,-0.48294,+0.01412,0.0242,47,0
39480.0,G05,+0.19958,+0.00000,+0.19958,0.0671,10,0
39480.0,G11,-0.46785,-0.48294,+0.01509,0.0242,47,0
39510.0,G05,+0.19298,+0.00000,+0.19298,0.0671,11,0
39510.0,G11,-0.46699,-0.48294,+0.01594,0.0242,47,0
39540.0,G05,+0.18871,+0.00000,+0.18871,0.0670,12,0
39540.0,G11,-0.46536,-0.48294,+0.01757,0.0242,47,0
39570.0,G05,+0.18842,+0.00000,+0.18842,0.0670,13,0
39570.0,G11,-0.46401,-0.48294,+0.01893,0.0242,47,0
39600.0,G05,+0.20524,+0.00000,+0.20524,0.0669,14,0
39600.0,G11,-0.47915,-0.48294,+0.00378,0.0240,47,0
39630.0,G05,+0.20757,+0.00000,+0.20757,0.0669,15,0
39630.0,G11,-0.47824,-0.48294,+0.00469,0.0240,47,0
39660.0,G05,+0.21160,+0.00000,+0.21160,0.0668,16,0
39660.0,G11,-0.48110,-0.48294,+0.00184,0.0240,47,0
39690.0,G05,+0.21712,+0.00000,+0.21712,0.0668,17,0
39690.0,G11,-0.47793,-0.48294,+0.00501,0.0240,47,0
39720.0,G05,+0.21537,+0.00000,+0.21537,0.0667,18,0
39720.0,G11,-0.47301,-0.48294,+0.00993,0.0239,47,0
39750.0,G05,+0.20776,+0.00000,+0.20776,0.0666,19,0
39750.0,G11,-0.47361,-0.48294,+0.00933,0.0239,47,0
39780.0,G05,+0.18517,+0.00000,+0.18517,0.0665,19,0
39780.0,G11,-0.47581,-0.48294,+0.00712,0.0239,47,0
39810.0,G05,+0.17138,+0.19026,-0.01888,0.0664,20,0
39810.0,G11,-0.47373,-0.48294,+0.00921,0.0239,47,0
39840.0,G05,+0.17514,+0.19010,-0.01496,0.0662,21,0
39840.0,G11,-0.47317,-0.48294,+0.00976,0.0239,47,0
39870.0,G05,+0.17640,+0.19047,-0.01406,0.0661,22,0
39870.0,G11,-0.47333,-0.48294,+0.00960,0.0239,47,0
39900.0,G11,-0.47638,-0.48294,+0.00656,0.0233,47,0
39930.0,G11,-0.48191,-0.48294,+0.00103,0.0230,47,0
39960.0,G11,-0.48473,-0.48294,-0.00180,0.0229,47,0
39990.0,G11,-0.48663,-0.48294,-0.00370,0.0229,47,0
40020.0,G11,-0.48578,-0.48294,-0.00285,0.0229,47,0
40050.0,G11,-0.48611,-0.48294,-0.00318,0.0229,47,0
40080.0,G11,-0.48754,-0.48294,-0.00461,0.0229,47,0
40110.0,G11,-0.48682,-0.48294,-0.00388,0.0229,47,0
40140.0,G11,-0.48418,-0.48294,-0.00124,0.0229,47,0
40170.0,G11,-0.48443,-0.48294,-0.00149,0.0229,47,0
40200.0,G11,-0.48470,-0.48294,-0.00176,0.0229,47,0
40230.0,G11,-0.49160,-0.48294,-0.00867,0.0228,47,0
40260.0,G11,+0.47319,-0.48294,-0.04387,0.0227,47,0
40290.0,G11,+0.46776,-0.48294,-0.04930,0.0226,47,0
40320.0,G11,+0.47357,-0.48294,-0.04350,0.0225,47,0
40350.0,G11,+0.47322,-0.48294,-0.04385,0.0225,47,0
40380.0,G11,+0.47042,-0.48294,-0.04664,0.0225,47,0
40410.0,G11,+0.46998,-0.48294,-0.04708,0.0224,47,0
40440.0,G11,+0.47082,+0.00000,+0.47082,0.0224,1,0
40470.0,G11,+0.46415,+0.00000,+0.46415,0.0224,2,0
40500.0,G11,+0.46523,+0.00000,+0.46523,0.0224,3,0
40530.0,G11,+0.46354,+0.00000,+0.46354,0.0223,4,0
40560.0,G11,+0.45899,+0.00000,+0.45899,0.0223,5,0
40590.0,G11,+0.45904,+0.00000,+0.45904,0.0222,6,0
40620.0,G11,+0.43015,+0.00000,+0.43015,0.0221,6,0
40650.0,G11,+0.42695,+0.00000,+0.42695,0.0220,7,0
40650.0,G12,-0.23959,+0.00000,-0.23959,0.0962,1,0
40680.0,G11,+0.42791,+0.00000,+0.42791,0.0220,8,0
40680.0,G12,-0.24397,+0.00000,-0.24397,0.0961,2,0
40710.0,G11,+0.43296,+0.00000,+0.43296,0.0220,9,0
40710.0,G12,-0.24557,+0.00000,-0.24557,0.0960,3,0
40740.0,G11,+0.43628,+0.00000,+0.43628,0.0219,10,0
40740.0,G12,-0.24963,+0.00000,-0.24963,0.0959,4,0
40770.0,G11,+0.44034,+0.00000,+0.44034,0.0219,11,0
40770.0,G12,-0.25523,+0.00000,-0.25523,0.0957,5,0
40800.0,G11,+0.44103,+0.00000,+0.44103,0.0219,12,0
40800.0,G12,-0.25686,+0.00000,-0.25686,0.0956,6,0
40830.0,G11,+0.44515,+0.00000,+0.44515,0.0219,13,0
40830.0,G12,-0.04443,+0.00000,-0.04443,0.0951,6,0
40860.0,G11,+0.44373,+0.00000,+0.44373,0.0218,14,0
40860.0,G12,-0.04669,+0.00000,-0.04669,0.0950,7,0
40890.0,G11,+0.43905,+0.00000,+0.43905,0.0218,15,0
40890.0,G12,-0.06266,+0.00000,-0.06266,0.0948,8,0
40920.0,G11,+0.44180,+0.00000,+0.44180,0.0218,16,0
40920.0,G12,-0.05872,+0.00000,-0.05872,0.0947,9,0
40950.0,G11,+0.44639,+0.00000,+0.44639,0.0217,17,0
40950.0,G12,-0.01977,+0.00000,-0.01977,0.0945,9,0
40980.0,G11,+0.44747,+0.00000,+0.44747,0.0217,18,0
40980.0,G12,-0.03321,+0.00000,-0.03321,0.0944,10,0
41010.0,G11,+0.44891,+0.00000,+0.44891,0.0217,19,0
41010.0,G12,-0.04007,+0.00000,-0.04007,0.0943,11,0
41040.0,G11,+0.45016,+0.44749,+0.00267,0.0217,20,0
41040.0,G12,-0.03981,+0.00000,-0.03981,0.0942,12,0
41070.0,G11,+0.43468,+0.44569,-0.01101,0.0216,21,0
41070.0,G12,-0.04410,+0.00000,-0.04410,0.0941,13,0
41100.0,G11,+0.44032,+0.44449,-0.00417,0.0216,22,0
41100.0,G12,-0.05898,+0.00000,-0.05898,0.0939,14,0
41130.0,G11,+0.44461,+0.44346,+0.00115,0.0215,23,0
41130.0,G12,-0.39410,+0.00000,-0.39410,0.0753,14,0
41160.0,G11,+0.45106,+0.44284,+0.00821,0.0215,24,0
41160.0,G12,-0.44531,+0.00000,-0.44531,0.0749,14,0
41190.0,G11,+0.45629,+0.44271,+0.01358,0.0215,25,0
41190.0,G12,-0.48536,+0.00000,-0.48536,0.0745,14,0
41220.0,G11,+0.45199,+0.44235,+0.00963,0.0215,26,0
41220.0,G12,-0.48991,+0.00000,-0.48991,0.0742,15,0
41250.0,G11,+0.45591,+0.44380,+0.01210,0.0215,27,0
41250.0,G12,+0.48050,+0.00000,+0.48050,0.0739,15,0
41280.0,G11,+0.45760,+0.44529,+0.01232,0.0215,28,0
41280.0,G12,+0.46354,+0.00000,+0.46354,0.0736,16,0
41310.0,G11,+0.46085,+0.44668,+0.01417,0.0215,29,0
41310.0,G12,+0.43911,+0.00000,+0.43911,0.0734,16,0
41340.0,G11,+0.46500,+0.44812,+0.01688,0.0215,30,0
41340.0,G12,+0.42054,+0.00000,+0.42054,0.0732,17,0
41370.0,G11,+0.46687,+0.44944,+0.01743,0.0214,31,0
41370.0,G12,+0.35093,+0.00000,+0.35093,0.0725,17,0
41400.0,G11,+0.46784,+0.45078,+0.01706,0.0214,32,0
41400.0,G12,+0.29335,+0.00000,+0.29335,0.0720,17,0
41430.0,G11,+0.45756,+0.45140,+0.00616,0.0213,33,0
41430.0,G12,+0.48639,+0.00000,+0.48639,0.0616,17,0
41460.0,G11,+0.45803,+0.45212,+0.00591,0.0213,34,0
41460.0,G12,+0.39122,+0.00000,+0.39122,0.0599,17,0
41490.0,G11,+0.45068,+0.45270,-0.00202,0.0213,35,0
41490.0,G12,+0.29372,+0.00000,+0.29372,0.0585,17,0
41520.0,G11,+0.44891,+0.45306,-0.00414,0.0213,36,0
41520.0,G12,+0.26637,+0.00000,+0.26637,0.0574,17,0
41550.0,G11,+0.44535,+0.45300,-0.00765,0.0212,37,0
41550.0,G12,+0.24860,+0.00000,+0.24860,0.0562,18,0
41580.0,G11,+0.45002,+0.45313,-0.00312,0.0212,38,0
41580.0,G12,+0.22348,+0.00000,+0.22348,0.0556,18,0
41610.0,G11,+0.45162,+0.45327,-0.00165,0.0212,39,0
41610.0,G12,+0.21792,+0.00000,+0.21792,0.0550,19,0
41640.0,G11,+0.45111,+0.45332,-0.00221,0.0211,40,0
41640.0,G12,+0.20692,+0.00000,+0.20692,0.0546,20,0
41670.0,G11,+0.45056,+0.45332,-0.00276,0.0211,40,0
41670.0,G12,+0.16891,+0.00000,+0.16891,0.0542,20,0
41700.0,G11,+0.44922,+0.45332,-0.00410,0.0211,40,0
41700.0,G12,+0.17851,+0.00000,+0.17851,0.0540,21,0
41730.0,G11,+0.45069,+0.45332,-0.00262,0.0211,40,0
41730.0,G12,+0.20562,+0.00000,+0.20562,0.0537,21,0
41760.0,G11,+0.45092,+0.45332,-0.00239,0.0211,40,0
41760.0,G12,+0.18836,+0.00000,+0.18836,0.0536,22,0
41790.0,G11,+0.44458,+0.45332,-0.00874,0.0211,40,0
41790.0,G12,+0.33268,+0.00000,+0.33268,0.0478,22,0
41820.0,G11,+0.44776,+0.45332,-0.00555,0.0211,40,0
41820.0,G12,+0.31718,+0.00000,+0.31718,0.0471,23,0
41850.0,G11,+0.44869,+0.45332,-0.00463,0.0210,40,0
41850.0,G12,+0.31567,+0.00000,+0.31567,0.0463,24,0
41880.0,G11,+0.44951,+0.45332,-0.00380,0.0210,40,0
41880.0,G12,+0.26307,+0.00000,+0.26307,0.0458,24,0
41910.0,G11,+0.44587,+0.45332,-0.00744,0.0210,40,0
41910.0,G12,+0.21257,+0.00000,+0.21257,0.0454,24,0
41940.0,G11,+0.44560,+0.45332,-0.00772,0.0210,40,0
41940.0,G12,+0.16454,+0.08057,+0.08396,0.0451,24,0
41970.0,G11,+0.44694,+0.45332,-0.00637,0.0210,40,0
41970.0,G12,+0.12624,+0.08057,+0.04566,0.0448,24,0
42000.0,G11,+0.44731,+0.45332,-0.00601,0.0210,40,0
42000.0,G12,+0.12895,+0.10532,+0.02363,0.0445,25,0
42030.0,G11,+0.44404,+0.45332,-0.00928,0.0210,40,0
42030.0,G12,+0.11556,+0.11969,-0.00414,0.0443,26,0
42060.0,G11,+0.44254,+0.45332,-0.01078,0.0210,40,0
42060.0,G12,+0.09781,+0.13168,-0.03387,0.0442,27,0
42090.0,G11,+0.44259,+0.45332,-0.01072,0.0210,40,0
42090.0,G12,+0.09729,+0.14286,-0.04556,0.0440,28,0
42120.0,G11,+0.44251,+0.45332,-0.01081,0.0210,40,0
42120.0,G12,+0.10662,+0.15337,-0.04675,0.0439,29,0
42150.0,G11,+0.44097,+0.45332,-0.01234,0.0210,40,0
42150.0,G12,+0.09946,+0.16146,-0.06200,0.0438,30,0
42180.0,G11,+0.42880,+0.45332,-0.02452,0.0209,40,0
42180.0,G12,+0.06476,+0.16146,-0.09670,0.0437,30,0
42210.0,G11,+0.42803,+0.45332,-0.02529,0.0209,40,0
42210.0,G12,+0.04940,+0.16146,-0.11206,0.0436,31,0
42240.0,G11,+0.42084,+0.45332,-0.03248,0.0208,40,0
42240.0,G12,+0.04060,+0.16146,-0.12086,0.0396,32,0
42270.0,G11,+0.41341,+0.45332,-0.03990,0.0208,40,0
42270.0,G12,+0.00811,+0.16146,-0.15335,0.0391,32,0
42300.0,G11,+0.41105,+0.45332,-0.04227,0.0208,40,0
42300.0,G12,-0.02370,+0.16146,-0.18516,0.0386,32,0
42330.0,G11,+0.40966,+0.45332,-0.04365,0.0208,40,0
42330.0,G12,-0.05888,+0.16146,-0.22034,0.0382,32,0
42360.0,G11,+0.40692,+0.45332,-0.04640,0.0207,40,0
42360.0,G12,-0.07141,+0.16146,-0.23287,0.0379,33,0
42390.0,G11,+0.40500,+0.45332,-0.04831,0.0207,40,0
42390.0,G12,-0.05824,+0.16146,-0.21969,0.0376,34,0
42420.0,G11,+0.40344,+0.45332,-0.04987,0.0207,40,0
42420.0,G12,-0.05263,+0.16146,-0.21409,0.0374,35,0
42450.0,G11,+0.40478,+0.45332,-0.04853,0.0207,40,0
42450.0,G12,-0.04584,+0.16146,-0.20730,0.0372,36,0
42480.0,G11,+0.40530,+0.45332,-0.04801,0.0207,40,0
42480.0,G12,-0.04777,+0.16146,-0.20923,0.0371,37,0
42510.0,G11,+0.40426,+0.45332,-0.04905,0.0207,40,0
42510.0,G12,-0.04906,+0.16146,-0.21052,0.0369,38,0
42540.0,G11,+0.39757,+0.45332,-0.05575,0.0206,40,0
42540.0,G12,-0.05032,+0.16146,-0.21178,0.0348,39,0
42570.0,G11,+0.39846,+0.45332,-0.05486,0.0206,40,0
42570.0,G12,-0.06801,+0.16146,-0.22947,0.0344,40,0
42600.0,G11,+0.39905,+0.45332,-0.05427,0.0206,40,0
42600.0,G12,-0.07616,+0.16146,-0.23762,0.0340,41,0
42630.0,G11,+0.39568,+0.45332,-0.05763,0.0206,40,0
42630.0,G12,-0.07015,+0.02635,-0.09650,0.0328,42,0
42660.0,G11,+0.39073,+0.45332,-0.06259,0.0205,40,0
42660.0,G12,-0.10087,+0.02635,-0.12722,0.0324,42,0
42690.0,G11,+0.38992,+0.45332,-0.06340,0.0205,40,0
42690.0,G12,-0.12204,+0.02635,-0.14839,0.0321,42,0
42720.0,G11,+0.35886,+0.45332,-0.09446,0.0204,40,0
