SOD,ISB_E_m,P_ISB_m2,NL_count,isb_reinitialized
40620.0,+1.656092,0.003638,0,0
40680.0,+1.658854,0.003638,0,0
40740.0,+1.655468,0.003637,0,0
40800.0,+1.657162,0.003651,0,0
40860.0,+1.658580,0.003670,0,0
40920.0,+1.655507,0.003691,0,0
40980.0,+1.653768,0.003710,0,0
41040.0,+1.656434,0.003719,0,0
41100.0,+1.659028,0.003732,0,0
41160.0,+1.657518,0.003753,0,0
41220.0,+1.651871,0.003771,0,0
41280.0,+1.651427,0.003785,0,0
41340.0,+1.647566,0.003774,0,0
41400.0,+1.645859,0.003739,0,0
41460.0,+1.645268,0.003745,0,0
41520.0,+1.644835,0.003759,0,0
41580.0,+1.645764,0.003776,0,0
41640.0,+1.645011,0.003793,0,0
41700.0,+1.641666,0.003809,0,0
41760.0,+1.632387,0.003825,0,0
41820.0,+1.634063,0.003840,0,0
41880.0,+1.633312,0.003854,0,0
41940.0,+1.629283,0.003867,0,0
42000.0,+1.627813,0.003889,0,0
42060.0,+1.625267,0.003911,0,0
42120.0,+1.620637,0.003928,0,0
42180.0,+1.619806,0.003936,0,0
42240.0,+1.619225,0.003818,0,0
42300.0,+1.614163,0.003819,0,0
42360.0,+1.609801,0.003825,0,0
42420.0,+1.607761,0.003828,0,0
42480.0,+1.608203,0.003849,0,0
42540.0,+1.602338,0.003860,0,0
42600.0,+1.599385,0.003878,0,0
42660.0,+1.590951,0.003899,0,0
42720.0,+1.585372,0.003921,0,0
42780.0,+1.582017,0.003943,0,0
42840.0,+1.582710,0.003887,0,0
42900.0,+1.578805,0.003871,0,0
42960.0,+1.580921,0.003862,0,0
43020.0,+1.578814,0.003879,0,0
43080.0,+1.575760,0.003900,0,0
43140.0,+1.577184,0.003920,0,0
43200.0,+1.577088,0.003940,0,0
43260.0,+1.579271,0.003955,0,0
43320.0,+1.578819,0.003891,0,0
43380.0,+1.575307,0.003898,0,0
43440.0,+1.576896,0.003869,0,0
43500.0,+1.574946,0.003874,0,0
43560.0,+1.577118,0.003891,0,0
43620.0,+1.576411,0.003857,0,0
43680.0,+1.568997,0.003843,0,0
43740.0,+1.563574,0.003853,0,0
43800.0,+1.561827,0.003866,0,0
43860.0,+1.559609,0.003888,0,0
43920.0,+1.557255,0.003912,0,0
43980.0,+1.555555,0.003935,0,0
44040.0,+1.554312,0.003958,0,0
44100.0,+1.552110,0.003980,0,0
44160.0,+1.550820,0.004002,0,0
44220.0,+1.548792,0.004024,0,0
44280.0,+1.542982,0.004044,0,0
44340.0,+1.541105,0.004064,0,0
44400.0,+1.537351,0.004083,0,0
44460.0,+1.537420,0.004095,0,0
44520.0,+1.535791,0.004111,0,0
44580.0,+1.532881,0.004127,0,0
44640.0,+1.532983,0.004143,0,0
44700.0,+1.530767,0.004159,0,0
44760.0,+1.527316,0.004174,0,0
44820.0,+1.524348,0.004180,0,0
44880.0,+1.523170,0.004192,0,0
44940.0,+1.521988,0.004205,0,0
45000.0,+1.520623,0.004219,0,0
45060.0,+1.512968,0.004109,0,0
45120.0,+1.510434,0.004102,0,0
45180.0,+1.506225,0.004109,0,0
45240.0,+1.507184,0.004121,0,0
45300.0,+1.499680,0.004136,0,0
45360.0,+1.495563,0.004151,0,0
45420.0,+1.492301,0.004166,0,0
45480.0,+1.491864,0.004181,0,0
45540.0,+1.494074,0.003932,0,0
45600.0,+1.490809,0.003895,0,0
45660.0,+1.491366,0.003898,0,0
45720.0,+1.491261,0.003916,0,0
45780.0,+1.489314,0.003939,0,0
45840.0,+1.487169,0.003964,0,0
45900.0,+1.482908,0.003989,0,0
45960.0,+1.480549,0.004014,0,0
46020.0,+1.477313,0.004040,0,0
46080.0,+1.474379,0.004064,0,0
46140.0,+1.472130,0.004088,0,0
46200.0,+1.474331,0.004109,0,0
46260.0,+1.470847,0.004131,0,0
46320.0,+1.472308,0.004140,0,0
46380.0,+1.470334,0.004157,0,0
46440.0,+1.468157,0.004175,0,0
46500.0,+1.468239,0.004194,0,0
46560.0,+1.463889,0.004213,0,0
46620.0,+1.461638,0.004232,0,0
46680.0,+1.459797,0.004251,0,0
46740.0,+1.460579,0.004268,0,0
46800.0,+1.458985,0.004286,0,0
46860.0,+1.457402,0.004303,0,0
46920.0,+1.461384,0.004042,0,0
46980.0,+1.461788,0.003984,0,0
47040.0,+1.460454,0.003978,0,0
47100.0,+1.449823,0.003946,0,0
47160.0,+1.445825,0.003953,0,0
47220.0,+1.443748,0.003973,0,0
47280.0,+1.444448,0.003999,0,0
47340.0,+1.442122,0.004026,0,0
47400.0,+1.439875,0.004053,0,0
47460.0,+1.439560,0.004081,0,0
47520.0,+1.439443,0.004108,0,0
47580.0,+1.438471,0.004135,0,0
47640.0,+1.436751,0.004160,0,0
47700.0,+1.436063,0.004186,0,0
47760.0,+1.435790,0.004211,0,0
47820.0,+1.436563,0.004131,0,0
47880.0,+1.433533,0.004114,0,0
47940.0,+1.431691,0.004120,0,0
48000.0,+1.428949,0.004029,0,0
48060.0,+1.426405,0.003996,0,0
48120.0,+1.423516,0.004001,0,0
48180.0,+1.422706,0.004023,0,0
48240.0,+1.418348,0.004051,0,0
48300.0,+1.417639,0.004082,0,0
48360.0,+1.416325,0.004025,0,0
48420.0,+1.413572,0.004037,0,0
48480.0,+1.410575,0.004011,0,0
48540.0,+1.412015,0.004020,0,0
48600.0,+1.413273,0.004001,0,0
48660.0,+1.413583,0.004011,0,0
48720.0,+1.410518,0.004035,0,0
48780.0,+1.409430,0.004065,0,0
48840.0,+1.410040,0.004096,0,0
48900.0,+1.409224,0.004128,0,0
48960.0,+1.408374,0.004160,0,0
49020.0,+1.405973,0.004191,0,0
49080.0,+1.402671,0.004221,0,0
49140.0,+1.400690,0.004245,0,0
49200.0,+1.398449,0.004273,0,0
49260.0,+1.398950,0.004291,0,0
49320.0,+1.394668,0.004316,0,0
49380.0,+1.396282,0.004342,0,0
49440.0,+1.395757,0.004367,0,0
49500.0,+1.394982,0.004393,0,0
49560.0,+1.392015,0.004419,0,0
49620.0,+1.391567,0.004445,0,0
49680.0,+1.391146,0.004470,0,0
49740.0,+1.390282,0.004495,0,0
49800.0,+1.387837,0.004342,0,0
49860.0,+1.386325,0.004332,0,0
49920.0,+1.385121,0.004349,0,0
49980.0,+1.380658,0.004344,0,0
50040.0,+1.380016,0.004355,0,0
50100.0,+1.376180,0.004376,0,0
50160.0,+1.375801,0.004401,0,0
50220.0,+1.372800,0.004426,0,0
50280.0,+1.372405,0.004453,0,0
50340.0,+1.372396,0.004478,0,0
50400.0,+1.370007,0.004437,0,0
50460.0,+1.364633,0.004443,0,0
50520.0,+1.364564,0.004452,0,0
50580.0,+1.359752,0.004483,0,0
50640.0,+1.358233,0.004490,0,0
50700.0,+1.356934,0.004507,0,0
50760.0,+1.354371,0.004499,0,0
50820.0,+1.352306,0.004509,0,0
50880.0,+1.350042,0.004527,0,0
50940.0,+1.349525,0.004544,0,0
51000.0,+1.348426,0.004557,0,0
51060.0,+1.346546,0.004580,0,0
51120.0,+1.345947,0.004602,0,0
51180.0,+1.348572,0.004619,0,0
51240.0,+1.349283,0.004644,0,0
51300.0,+1.348009,0.004669,0,0
51360.0,+1.348810,0.004607,0,0
51420.0,+1.351565,0.004613,0,0
51480.0,+1.350442,0.004632,0,0
51540.0,+1.348114,0.004655,0,0
51600.0,+1.347412,0.004671,0,0
51660.0,+1.343738,0.004695,0,0
51720.0,+1.344653,0.004719,0,0
51780.0,+1.344600,0.004743,0,0
51840.0,+1.345218,0.004768,0,0
51900.0,+1.341540,0.004793,0,0
51960.0,+1.335690,0.004810,0,0
52020.0,+1.333342,0.004831,0,0
52080.0,+1.333614,0.004853,0,0
52140.0,+1.333797,0.004876,0,0
52200.0,+1.331737,0.004902,0,0
52260.0,+1.329580,0.004927,0,0
52320.0,+1.328952,0.004949,0,0
52380.0,+1.326160,0.004963,0,0
52440.0,+1.322609,0.004978,0,0
52500.0,+1.319497,0.004992,0,0
52560.0,+1.319944,0.005014,0,0
52620.0,+1.318967,0.005039,0,0
52680.0,+1.317665,0.005065,0,0
52740.0,+1.317475,0.005091,0,0
52800.0,+1.315763,0.005117,0,0
52860.0,+1.314579,0.005143,0,0
52920.0,+1.314550,0.005169,0,0
52980.0,+1.312666,0.005186,0,0
53040.0,+1.313270,0.005212,0,0
53100.0,+1.312352,0.005237,0,0
53160.0,+1.312902,0.005242,0,0
53220.0,+1.312710,0.005277,0,0
53280.0,+1.309961,0.005303,0,0
53340.0,+1.310180,0.005332,0,0
53400.0,+1.309729,0.005362,0,0
53460.0,+1.309143,0.005398,0,0
53520.0,+1.306836,0.005435,0,0
53580.0,+1.305748,0.005474,0,0
53640.0,+1.303243,0.005513,0,0
53700.0,+1.302270,0.005537,0,0
53760.0,+1.301035,0.005571,0,0
53820.0,+1.298729,0.005607,0,0
53880.0,+1.296714,0.005642,0,0
53940.0,+1.297455,0.005675,0,0
54000.0,+1.300087,0.005712,0,0
54060.0,+1.299729,0.005749,0,0
54120.0,+1.300387,0.005783,0,0
54180.0,+1.298076,0.005817,0,0
54240.0,+1.298568,0.005852,0,0
54300.0,+1.298943,0.005886,0,0
54360.0,+1.297992,0.005920,0,0
54420.0,+1.298445,0.005950,0,0
54480.0,+1.295819,0.005982,0,0
54540.0,+1.295602,0.006014,0,0
54600.0,+1.295139,0.006044,0,0
54660.0,+1.295758,0.006066,0,0
54720.0,+1.296436,0.006094,0,0
54780.0,+1.296520,0.006118,0,0
54840.0,+1.295808,0.006142,0,0
54900.0,+1.293694,0.006164,0,0
54960.0,+1.292703,0.006186,0,0
55020.0,+1.293760,0.006207,0,0
55080.0,+1.294006,0.006229,0,0
55140.0,+1.293474,0.006252,0,0
55200.0,+1.292658,0.006266,0,0
55260.0,+1.292106,0.006284,0,0
55320.0,+1.290555,0.006300,0,0
55380.0,+1.292339,0.006321,0,0
55440.0,+1.290528,0.006339,0,0
55500.0,+1.288949,0.006355,0,0
55560.0,+1.285999,0.006332,0,0
55620.0,+1.287838,0.006340,0,0
55680.0,+1.281726,0.006294,0,0
55740.0,+1.279194,0.006292,0,0
55800.0,+1.278587,0.006301,0,0
55860.0,+1.277106,0.006317,0,0
55920.0,+1.278503,0.006334,0,0
55980.0,+1.276978,0.006345,0,0
56040.0,+1.280239,0.006364,0,0
56100.0,+1.281496,0.006382,0,0
56160.0,+1.282281,0.006401,0,0
56220.0,+1.282141,0.006419,0,0
56280.0,+1.282405,0.006436,0,0
56340.0,+1.282831,0.006452,0,0
56400.0,+1.282743,0.006467,0,0
56460.0,+1.281850,0.006453,0,0
56520.0,+1.286692,0.006459,0,0
56580.0,+1.282537,0.006407,0,0
56640.0,+1.284292,0.006402,0,0
56700.0,+1.283828,0.006407,0,0
56760.0,+1.286247,0.006417,0,0
56820.0,+1.290075,0.006429,0,0
56880.0,+1.291863,0.006441,0,0
56940.0,+1.293108,0.006452,0,0
57000.0,+1.296439,0.006422,0,0
57060.0,+1.296312,0.006399,0,0
57120.0,+1.293287,0.006403,0,0
57180.0,+1.299400,0.006369,0,0
57240.0,+1.295611,0.006365,0,0
57300.0,+1.295539,0.006362,0,0
57360.0,+1.292645,0.006364,0,0
57420.0,+1.292597,0.006363,0,0
57480.0,+1.296707,0.006341,0,0
57540.0,+1.298145,0.006334,0,0
57600.0,+1.302009,0.006344,0,0
57660.0,+1.302047,0.006346,0,0
57720.0,+1.301026,0.006350,0,0
57780.0,+1.301570,0.006359,0,0
57840.0,+1.306673,0.006368,0,0
57900.0,+1.308130,0.006364,0,0
57960.0,+1.307714,0.006368,0,0
58020.0,+1.309123,0.006375,0,0
58080.0,+1.310205,0.006373,0,0
58140.0,+1.310722,0.006375,0,0
58200.0,+1.312982,0.006378,0,0
58260.0,+1.314787,0.006382,0,0
58320.0,+1.317617,0.006386,0,0
58380.0,+1.321893,0.006389,0,0
58440.0,+1.320922,0.006395,0,0
58500.0,+1.317398,0.006238,0,0
58560.0,+1.312585,0.006204,0,0
58620.0,+1.317422,0.006204,0,0
58680.0,+1.316260,0.006214,0,0
58740.0,+1.315096,0.006231,0,0
58800.0,+1.314930,0.006250,0,0
58860.0,+1.311092,0.006250,0,0
58920.0,+1.314031,0.006266,0,0
58980.0,+1.314096,0.006283,0,0
59040.0,+1.313088,0.006301,0,0
59100.0,+1.312379,0.006296,0,0
59160.0,+1.312998,0.006291,0,0
59220.0,+1.313208,0.006307,0,0
59280.0,+1.312290,0.006324,0,0
59340.0,+1.312820,0.006318,0,0
59400.0,+1.311723,0.006327,0,0
59460.0,+1.316609,0.006306,0,0
59520.0,+1.315059,0.006294,0,0
59580.0,+1.314002,0.006271,0,0
59640.0,+1.315127,0.006281,0,0
59700.0,+1.314091,0.006292,0,0
59760.0,+1.315575,0.006278,0,0
59820.0,+1.317274,0.006290,0,0
59880.0,+1.325455,0.006243,0,0
59940.0,+1.329427,0.006176,0,0
60000.0,+1.328560,0.006159,0,0
60060.0,+1.326114,0.006158,0,0
60120.0,+1.326837,0.006166,0,0
60180.0,+1.328743,0.006151,0,0
60240.0,+1.329038,0.006164,0,0
60300.0,+1.332980,0.006150,0,0
60360.0,+1.332726,0.006163,0,0
60420.0,+1.333789,0.006136,0,0
60480.0,+1.330342,0.006113,0,0
60540.0,+1.327811,0.006120,0,0
60600.0,+1.330578,0.006129,0,0
60660.0,+1.329631,0.006139,0,0
60720.0,+1.329531,0.006121,0,0
60780.0,+1.329458,0.006130,0,0
60840.0,+1.330858,0.006138,0,0
60900.0,+1.331695,0.006145,0,0
60960.0,+1.334126,0.006152,0,0
61020.0,+1.334217,0.006176,0,0
61080.0,+1.334985,0.006200,0,0
61140.0,+1.335510,0.006191,0,0
61200.0,+1.332046,0.006178,0,0
61260.0,+1.332337,0.006199,0,0
61320.0,+1.329751,0.006220,0,0
61380.0,+1.336019,0.006213,0,0
61440.0,+1.336431,0.006227,0,0
61500.0,+1.335295,0.006220,0,0
61560.0,+1.336697,0.006239,0,0
61620.0,+1.338869,0.006232,0,0
61680.0,+1.340279,0.006230,0,0
61740.0,+1.337308,0.006224,0,0
61800.0,+1.335699,0.006219,0,0
61860.0,+1.335026,0.006240,0,0
61920.0,+1.335220,0.006260,0,0
61980.0,+1.332356,0.006259,0,0
62040.0,+1.334069,0.006279,0,0
62100.0,+1.334482,0.006295,0,0
62160.0,+1.333650,0.006313,0,0
62220.0,+1.332391,0.006307,0,0
62280.0,+1.333984,0.006319,0,0
62340.0,+1.334140,0.006314,0,0
62400.0,+1.332922,0.006330,0,0
62460.0,+1.338315,0.006335,0,0
62520.0,+1.341772,0.006350,0,0
62580.0,+1.344779,0.006364,0,0
62640.0,+1.347245,0.006373,0,0
62700.0,+1.350293,0.006361,0,0
62760.0,+1.350178,0.006363,0,0
62820.0,+1.352756,0.006346,0,0
62880.0,+1.356873,0.006356,0,0
62940.0,+1.358036,0.006344,0,0
63000.0,+1.364642,0.006354,0,0
63060.0,+1.365952,0.006364,0,0
63120.0,+1.368869,0.006376,0,0
63180.0,+1.369471,0.006388,0,0
63240.0,+1.375861,0.006376,0,0
63300.0,+1.380833,0.006365,0,0
63360.0,+1.380651,0.006375,0,0
63420.0,+1.382987,0.006383,0,0
63480.0,+1.382340,0.006390,0,0
63540.0,+1.384333,0.006397,0,0
63600.0,+1.385586,0.006403,0,0
63660.0,+1.386465,0.006409,0,0
63720.0,+1.393822,0.006393,0,0
63780.0,+1.391614,0.006378,0,0
63840.0,+1.394965,0.006381,0,0
63900.0,+1.392777,0.006363,0,0
63960.0,+1.397450,0.006350,0,0
64020.0,+1.401403,0.006339,0,0
64080.0,+1.405246,0.006287,0,0
64140.0,+1.409682,0.006253,0,0
64200.0,+1.415041,0.006243,0,0
64260.0,+1.413627,0.006223,0,0
64320.0,+1.420446,0.006212,0,0
64380.0,+1.417845,0.006206,0,0
64440.0,+1.420625,0.006190,0,0
64500.0,+1.417322,0.006175,0,0
64560.0,+1.419950,0.006160,0,0
64620.0,+1.421076,0.006146,0,0
64680.0,+1.422715,0.006131,0,0
64740.0,+1.427071,0.006116,0,0
64800.0,+1.430218,0.006101,0,0
64860.0,+1.433913,0.006085,0,0
64920.0,+1.440399,0.006061,0,0
64980.0,+1.440979,0.006039,0,0
65040.0,+1.444061,0.006024,0,0
65100.0,+1.446060,0.006005,0,0
65160.0,+1.445544,0.005988,0,0
65220.0,+1.435776,0.005921,0,0
65280.0,+1.435441,0.005808,0,0
65340.0,+1.445751,0.005765,0,0
65400.0,+1.447859,0.005744,0,0
65460.0,+1.446552,0.005715,0,0
65520.0,+1.448477,0.005688,0,0
65580.0,+1.449773,0.005686,0,0
65640.0,+1.443087,0.005660,0,0
65700.0,+1.446173,0.005641,0,0
65760.0,+1.454689,0.005618,0,0
65820.0,+1.454603,0.005605,0,0
65880.0,+1.453226,0.005596,0,0
65940.0,+1.454728,0.005589,0,0
66000.0,+1.458263,0.005582,0,0
66060.0,+1.457443,0.005560,0,0
66120.0,+1.458033,0.005541,0,0
66180.0,+1.461092,0.005451,0,0
66240.0,+1.459063,0.005423,0,0
66300.0,+1.459155,0.005411,0,0
66360.0,+1.461580,0.005406,0,0
66420.0,+1.466967,0.005389,0,0
66480.0,+1.467288,0.005362,0,0
66540.0,+1.466493,0.005350,0,0
66600.0,+1.465625,0.005345,0,0
66660.0,+1.465616,0.005344,0,0
66720.0,+1.470209,0.005345,0,0
66780.0,+1.469556,0.005219,0,0
66840.0,+1.474224,0.005196,0,0
66900.0,+1.480979,0.005187,0,0
66960.0,+1.480165,0.005187,0,0
67020.0,+1.482093,0.005187,0,0
67080.0,+1.485611,0.005188,0,0
67140.0,+1.485229,0.005189,0,0
67200.0,+1.491654,0.005190,0,0
67260.0,+1.490755,0.005190,0,0
67320.0,+1.493324,0.005190,0,0
67380.0,+1.492549,0.005189,0,0
67440.0,+1.493606,0.005188,0,0
67500.0,+1.498179,0.005185,0,0
67560.0,+1.501996,0.005182,0,0
67620.0,+1.501288,0.005168,0,0
67680.0,+1.505531,0.005145,0,0
67740.0,+1.506378,0.005132,0,0
67800.0,+1.506998,0.005127,0,0
67860.0,+1.509690,0.005105,0,0
67920.0,+1.507571,0.005097,0,0
67980.0,+1.504858,0.005090,0,0
68040.0,+1.506952,0.005084,0,0
68100.0,+1.506748,0.005045,0,0
68160.0,+1.505490,0.005030,0,0
68220.0,+1.510018,0.004923,0,0
68280.0,+1.508243,0.004909,0,0
68340.0,+1.508540,0.004881,0,0
68400.0,+1.509791,0.004868,0,0
68460.0,+1.503926,0.004842,0,0
68520.0,+1.500274,0.004833,0,0
68580.0,+1.502032,0.004817,0,0
68640.0,+1.500663,0.004813,0,0
68700.0,+1.501000,0.004784,0,0
68760.0,+1.499977,0.004779,0,0
68820.0,+1.496377,0.004778,0,0
68880.0,+1.499619,0.004761,0,0
68940.0,+1.498525,0.004754,0,0
69000.0,+1.493711,0.004753,0,0
69060.0,+1.490388,0.004753,0,0
69120.0,+1.491688,0.004753,0,0
69180.0,+1.495615,0.004731,0,0
69240.0,+1.500201,0.004705,0,0
69300.0,+1.498840,0.004699,0,0
69360.0,+1.494305,0.004685,0,0
69420.0,+1.493142,0.004596,0,0
69480.0,+1.489802,0.004574,0,0
69540.0,+1.483505,0.004501,0,0
69600.0,+1.479966,0.004419,0,0
69660.0,+1.482053,0.004406,0,0
69720.0,+1.476249,0.004400,0,0
69780.0,+1.472937,0.004404,0,0
69840.0,+1.473217,0.004412,0,0
69900.0,+1.477297,0.004421,0,0
69960.0,+1.477718,0.004431,0,0
70020.0,+1.482556,0.004433,0,0
70080.0,+1.484252,0.004435,0,0
70140.0,+1.483279,0.004438,0,0
70200.0,+1.482626,0.004442,0,0
70260.0,+1.483513,0.004433,0,0
70320.0,+1.485570,0.004434,0,0
70380.0,+1.489438,0.004437,0,0
70440.0,+1.492324,0.004440,0,0
70500.0,+1.493976,0.004437,0,0
70560.0,+1.492700,0.004406,0,0
70620.0,+1.491428,0.004398,0,0
70680.0,+1.493267,0.004391,0,0
70740.0,+1.487797,0.004343,0,0
70800.0,+1.492302,0.004337,0,0
70860.0,+1.497840,0.004320,0,0
70920.0,+1.496430,0.004304,0,0
70980.0,+1.500634,0.004294,0,0
71040.0,+1.499738,0.004271,0,0
71100.0,+1.497016,0.004257,0,0
71160.0,+1.503226,0.004241,0,0
71220.0,+1.501641,0.004242,0,0
71280.0,+1.500894,0.004241,0,0
71340.0,+1.502874,0.004244,0,0
71400.0,+1.505566,0.004248,0,0
71460.0,+1.508437,0.004233,0,0
71520.0,+1.512693,0.004228,0,0
71580.0,+1.511424,0.004233,0,0
71640.0,+1.507359,0.004233,0,0
71700.0,+1.507276,0.004188,0,0
71760.0,+1.497966,0.004173,0,0
71820.0,+1.498573,0.004172,0,0
71880.0,+1.495551,0.004171,0,0
71940.0,+1.497227,0.004169,0,0
72000.0,+1.499038,0.004171,0,0
72060.0,+1.500967,0.004153,0,0
72120.0,+1.501812,0.004152,0,0
72180.0,+1.501505,0.004155,0,0
72240.0,+1.501466,0.004158,0,0
72300.0,+1.492844,0.004144,0,0
72360.0,+1.494482,0.004144,0,0
72420.0,+1.497743,0.004125,0,0
72480.0,+1.497554,0.004055,0,0
72540.0,+1.503135,0.004042,0,0
72600.0,+1.502280,0.004040,0,0
72660.0,+1.497470,0.004045,0,0
72720.0,+1.496395,0.003995,0,0
72780.0,+1.496576,0.003994,0,0
72840.0,+1.494913,0.003987,0,0
72900.0,+1.490166,0.003966,0,0
72960.0,+1.488368,0.003966,0,0
73020.0,+1.486714,0.003974,0,0
73080.0,+1.488194,0.003972,0,0
73140.0,+1.485479,0.003972,0,0
73200.0,+1.486748,0.003955,0,0
73260.0,+1.483607,0.003955,0,0
73320.0,+1.479242,0.003957,0,0
73380.0,+1.482326,0.003903,0,0
73440.0,+1.473954,0.003893,0,0
73500.0,+1.472779,0.003894,0,0
73560.0,+1.472147,0.003883,0,0
73620.0,+1.470292,0.003880,0,0
73680.0,+1.468008,0.003872,0,0
73740.0,+1.465727,0.003876,0,0
73800.0,+1.462090,0.003882,0,0
73860.0,+1.462625,0.003843,0,0
73920.0,+1.464019,0.003843,0,0
73980.0,+1.464012,0.003822,0,0
74040.0,+1.465186,0.003795,0,0
74100.0,+1.470919,0.003779,0,0
74160.0,+1.472854,0.003770,0,0
74220.0,+1.470717,0.003773,0,0
74280.0,+1.466468,0.003782,0,0
74340.0,+1.460796,0.003792,0,0
74400.0,+1.461627,0.003733,0,0
74460.0,+1.465691,0.003730,0,0
74520.0,+1.466636,0.003735,0,0
74580.0,+1.464371,0.003744,0,0
74640.0,+1.462906,0.003755,0,0
74700.0,+1.460146,0.003765,0,0
74760.0,+1.462647,0.003739,0,0
74820.0,+1.462935,0.003741,0,0
74880.0,+1.453284,0.003612,0,0
74940.0,+1.452152,0.003577,0,0
75000.0,+1.450184,0.003546,0,0
75060.0,+1.444731,0.003546,0,0
75120.0,+1.445238,0.003559,0,0
75180.0,+1.446396,0.003576,0,0
75240.0,+1.447327,0.003587,0,0
75300.0,+1.445732,0.003598,0,0
75360.0,+1.443942,0.003610,0,0
75420.0,+1.440764,0.003623,0,0
75480.0,+1.438463,0.003636,0,0
75540.0,+1.438219,0.003650,0,0
75600.0,+1.437980,0.003665,0,0
75660.0,+1.435611,0.003676,0,0
75720.0,+1.437516,0.003689,0,0
75780.0,+1.442567,0.003691,0,0
75840.0,+1.441680,0.003578,0,0
75900.0,+1.434166,0.003569,0,0
75960.0,+1.433418,0.003574,0,0
76020.0,+1.430268,0.003587,0,0
76080.0,+1.426320,0.003605,0,0
76140.0,+1.418485,0.003623,0,0
76200.0,+1.415092,0.003629,0,0
76260.0,+1.412706,0.003644,0,0
76320.0,+1.407428,0.003650,0,0
76380.0,+1.405547,0.003660,0,0
76440.0,+1.405855,0.003673,0,0
76500.0,+1.407884,0.003578,0,0
76560.0,+1.411822,0.003571,0,0
76620.0,+1.405803,0.003468,0,0
76680.0,+1.405467,0.003453,0,0
76740.0,+1.404155,0.003425,0,0
76800.0,+1.398475,0.003386,0,0
76860.0,+1.399000,0.003395,0,0
76920.0,+1.393318,0.003411,0,0
76980.0,+1.392920,0.003437,0,0
77040.0,+1.392596,0.003465,0,0
77100.0,+1.391128,0.003484,0,0
77160.0,+1.390050,0.003505,0,0
77220.0,+1.390723,0.003530,0,0
77280.0,+1.391819,0.003555,0,0
77340.0,+1.390632,0.003580,0,0
77400.0,+1.392253,0.003603,0,0
77460.0,+1.390061,0.003612,0,0
77520.0,+1.389628,0.003538,0,0
77580.0,+1.387179,0.003533,0,0
77640.0,+1.385172,0.003545,0,0
77700.0,+1.384500,0.003565,0,0
77760.0,+1.383203,0.003589,0,0
77820.0,+1.379210,0.003552,0,0
77880.0,+1.374026,0.003542,0,0
77940.0,+1.374838,0.003555,0,0
78000.0,+1.372020,0.003574,0,0
78060.0,+1.370017,0.003590,0,0
78120.0,+1.373417,0.003590,0,0
78180.0,+1.374994,0.003604,0,0
78240.0,+1.374749,0.003623,0,0
78300.0,+1.373715,0.003536,0,0
78360.0,+1.371061,0.003541,0,0
78420.0,+1.369427,0.003556,0,0
78480.0,+1.367431,0.003463,0,0
78540.0,+1.364995,0.003470,0,0
78600.0,+1.362760,0.003459,0,0
78660.0,+1.362516,0.003466,0,0
78720.0,+1.360369,0.003416,0,0
78780.0,+1.358921,0.003403,0,0
78840.0,+1.358389,0.003414,0,0
78900.0,+1.359507,0.003408,0,0
78960.0,+1.359440,0.003397,0,0
79020.0,+1.358713,0.003408,0,0
79080.0,+1.358573,0.003427,0,0
79140.0,+1.358447,0.003448,0,0
79200.0,+1.358367,0.003470,0,0
79260.0,+1.356382,0.003492,0,0
79320.0,+1.355950,0.003487,0,0
79380.0,+1.352174,0.003501,0,0
79440.0,+1.351163,0.003475,0,0
79500.0,+1.354455,0.003453,0,0
79560.0,+1.355881,0.003458,0,0
79620.0,+1.352282,0.003471,0,0
79680.0,+1.349806,0.003491,0,0
79740.0,+1.347559,0.003510,0,0
79800.0,+1.349798,0.003530,0,0
79860.0,+1.349815,0.003550,0,0
79920.0,+1.350028,0.003570,0,0
79980.0,+1.350617,0.003483,0,0
80040.0,+1.355347,0.003480,0,0
80100.0,+1.353890,0.003491,0,0
80160.0,+1.353568,0.003508,0,0
80220.0,+1.350665,0.003527,0,0
80280.0,+1.350246,0.003548,0,0
80340.0,+1.348630,0.003567,0,0
80400.0,+1.342303,0.003518,0,0
80460.0,+1.345172,0.003526,0,0
80520.0,+1.347741,0.003542,0,0
80580.0,+1.344549,0.003425,0,0
80640.0,+1.340572,0.003427,0,0
80700.0,+1.337632,0.003437,0,0
80760.0,+1.339097,0.003456,0,0
80820.0,+1.342537,0.003478,0,0
80880.0,+1.343998,0.003501,0,0
80940.0,+1.341069,0.003524,0,0
81000.0,+1.338137,0.003546,0,0
81060.0,+1.338925,0.003568,0,0
81120.0,+1.338970,0.003589,0,0
81180.0,+1.337595,0.003609,0,0
81240.0,+1.339046,0.003629,0,0
81300.0,+1.338112,0.003567,0,0
81360.0,+1.337484,0.003572,0,0
81420.0,+1.335733,0.003499,0,0
81480.0,+1.338465,0.003510,0,0
81540.0,+1.337805,0.003515,0,0
81600.0,+1.341213,0.003530,0,0
81660.0,+1.339846,0.003548,0,0
81720.0,+1.344220,0.003511,0,0
81780.0,+1.344826,0.003515,0,0
81840.0,+1.345323,0.003535,0,0
81900.0,+1.344405,0.003524,0,0
81960.0,+1.345204,0.003544,0,0
82020.0,+1.343559,0.003568,0,0
82080.0,+1.344562,0.003593,0,0
82140.0,+1.343051,0.003609,0,0
82200.0,+1.341121,0.003624,0,0
82260.0,+1.340971,0.003645,0,0
82320.0,+1.340072,0.003662,0,0
82380.0,+1.339742,0.003679,0,0
82440.0,+1.338639,0.003701,0,0
